,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
55,1,5:15.0,,G. Monroe makes 2-pt hook shot from 3 ft (assist by T. Ulis),17,15
56,1,4:49.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,17,15
57,1,4:48.0,,Defensive rebound by G. Monroe,17,15
58,1,4:42.0,,T. Warren misses 2-pt layup from 2 ft (block by T. Maker),17,15
59,1,4:42.0,,Offensive rebound by Team,17,15
60,1,4:42.0,,M. James enters the game for M. Chriss,17,15
61,1,4:42.0,,D. Bender enters the game for T. Ulis,17,15
62,1,4:42.0,T. Snell enters the game for E. Bledsoe,,17,15
63,1,4:36.0,,D. Booker misses 2-pt jump shot from 8 ft (block by D. Liggins),17,15
64,1,4:33.0,Defensive rebound by K. Middleton,,17,15
65,1,4:30.0,K. Middleton misses 2-pt jump shot from 16 ft,,17,15
66,1,4:27.0,,Defensive rebound by T. Warren,17,15
67,1,4:12.0,,G. Monroe makes 2-pt hook shot from 2 ft,17,17
68,1,3:56.0,K. Middleton makes 2-pt jump shot from 20 ft,,19,17
69,1,3:56.0,Shooting foul by G. Monroe (drawn by K. Middleton),,19,17
70,1,3:56.0,,J. Jackson enters the game for T. Warren,19,17
71,1,3:56.0,K. Middleton makes free throw 1 of 1,,20,17
72,1,3:50.0,Violation by T. Maker (kicked ball),,20,17
73,1,3:44.0,,Shooting foul by T. Snell (drawn by J. Jackson),20,17
74,1,3:44.0,,J. Jackson misses free throw 1 of 2,20,17
75,1,3:44.0,,Offensive rebound by Team,20,17
76,1,3:44.0,,J. Jackson misses free throw 2 of 2,20,17
77,1,3:42.0,Defensive rebound by T. Maker,,20,17
78,1,3:25.0,K. Middleton makes 2-pt jump shot from 14 ft,,22,17
79,1,3:07.0,,Turnover by J. Jackson (traveling),22,17
80,1,2:59.0,Shooting foul by D. Bender (drawn by T. Maker),,22,17
81,1,2:59.0,Milwaukee full timeout,,22,17
82,1,2:59.0,T. Maker makes free throw 1 of 2,,23,17
83,1,2:59.0,T. Maker makes free throw 2 of 2,,24,17
84,1,2:44.0,,G. Monroe makes 2-pt layup at rim (assist by D. Bender),24,19
85,1,2:28.0,T. Snell misses 2-pt jump shot from 20 ft,,24,19
86,1,2:26.0,,Defensive rebound by M. James,24,19
87,1,2:15.0,,G. Monroe misses 2-pt hook shot from 6 ft,24,19
88,1,2:12.0,Defensive rebound by K. Middleton,,24,19
89,1,2:08.0,K. Middleton makes 2-pt layup from 1 ft,,26,19
90,1,1:44.0,,J. Jackson misses 2-pt layup from 2 ft (block by T. Maker),26,19
91,1,1:42.0,,Offensive rebound by G. Monroe,26,19
92,1,1:41.0,,G. Monroe makes 2-pt layup at rim,26,21
93,1,1:26.0,M. Brogdon misses 2-pt jump shot from 14 ft,,26,21
94,1,1:24.0,Offensive rebound by T. Maker,,26,21
95,1,1:19.0,T. Maker makes 2-pt layup from 3 ft,,28,21
96,1,1:17.0,,Shooting foul by D. Liggins (drawn by D. Booker),28,21
97,1,1:17.0,,D. Booker makes free throw 1 of 2,28,22
98,1,1:17.0,J. Bolomboy enters the game for T. Maker,,28,22
99,1,1:17.0,,D. Booker makes free throw 2 of 2,28,23
100,1,1:09.0,Personal foul by D. Booker (drawn by K. Middleton),,28,23
101,1,1:09.0,,T. Daniels enters the game for D. Booker,28,23
102,1,1:09.0,E. Bledsoe enters the game for M. Brogdon,,28,23
103,1,0:56.0,T. Snell misses 3-pt jump shot from 25 ft,,28,23
104,1,0:54.0,Offensive rebound by J. Bolomboy,,28,23
105,1,0:48.0,E. Bledsoe makes 2-pt layup at rim,,30,23
106,1,0:38.0,,M. James misses 3-pt jump shot from 25 ft,30,23
107,1,0:35.0,Defensive rebound by D. Liggins,,30,23
108,1,0:31.0,K. Middleton misses 3-pt jump shot from 25 ft,,30,23
109,1,0:28.0,Offensive rebound by D. Liggins,,30,23
110,1,0:08.0,T. Snell makes 3-pt jump shot from 22 ft (assist by D. Liggins),,33,23
111,1,0:01.0,,T. Daniels misses 3-pt jump shot from 27 ft,33,23
112,1,0:01.0,,Offensive rebound by Team,33,23
113,2,11:44.0,D. Wilson misses 3-pt jump shot from 25 ft,,33,23
114,2,11:39.0,,Defensive rebound by G. Monroe,33,23
115,2,11:19.0,,M. James misses 3-pt jump shot from 25 ft (block by T. Snell),33,23
116,2,11:15.0,Defensive rebound by E. Bledsoe,,33,23
117,2,11:12.0,J. Bolomboy misses 3-pt jump shot from 25 ft,,33,23
118,2,11:05.0,,Defensive rebound by G. Monroe,33,23
119,2,10:55.0,,Turnover by T. Daniels (bad pass; steal by D. Liggins),33,23
120,2,10:53.0,Personal take foul by T. Daniels (drawn by D. Liggins),,33,23
121,2,10:53.0,,T. Warren enters the game for J. Jackson,33,23
122,2,10:46.0,E. Bledsoe misses 2-pt layup at rim,,33,23
123,2,10:45.0,,Defensive rebound by T. Daniels,33,23
124,2,10:45.0,,Turnover by T. Daniels (lost ball; steal by E. Bledsoe),33,23
125,2,10:45.0,Shooting foul by T. Daniels (drawn by E. Bledsoe),,33,23
126,2,10:45.0,E. Bledsoe misses free throw 1 of 2,,33,23
127,2,10:45.0,Offensive rebound by Team,,33,23
128,2,10:45.0,S. Brown enters the game for D. Wilson,,33,23
129,2,10:45.0,E. Bledsoe misses free throw 2 of 2,,33,23
130,2,10:41.0,Offensive rebound by S. Brown,,33,23
131,2,10:30.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,33,23
132,2,10:25.0,,Defensive rebound by D. Bender,33,23
133,2,10:13.0,,T. Daniels misses 3-pt jump shot from 27 ft,33,23
134,2,10:07.0,,Offensive rebound by G. Monroe,33,23
135,2,10:07.0,,G. Monroe makes 2-pt layup at rim,33,25
136,2,10:02.0,J. Bolomboy misses 2-pt layup from 2 ft,,33,25
137,2,9:59.0,,Defensive rebound by G. Monroe,33,25
138,2,9:52.0,,M. James misses 2-pt jump shot from 7 ft,33,25
139,2,9:48.0,Defensive rebound by E. Bledsoe,,33,25
140,2,9:43.0,E. Bledsoe misses 2-pt layup at rim,,33,25
141,2,9:41.0,,Defensive rebound by T. Daniels,33,25
142,2,9:33.0,,Turnover by D. Bender (bad pass; steal by T. Snell),33,25
143,2,9:15.0,S. Brown misses 3-pt jump shot from 25 ft,,33,25
144,2,9:09.0,Offensive rebound by E. Bledsoe,,33,25
145,2,9:04.0,Shooting foul by T. Daniels (drawn by T. Snell),,33,25
146,2,9:04.0,T. Snell misses free throw 1 of 2,,33,25
147,2,9:04.0,Offensive rebound by Team,,33,25
148,2,9:04.0,,T. Chandler enters the game for G. Monroe,33,25
149,2,9:04.0,,M. Chriss enters the game for T. Daniels,33,25
150,2,9:04.0,,D. Booker enters the game for D. Bender,33,25
151,2,9:04.0,T. Snell makes free throw 2 of 2,,34,25
152,2,8:52.0,Offensive charge foul by M. James (drawn by D. Liggins),,34,25
153,2,8:52.0,,Turnover by M. James (offensive foul),34,25
154,2,8:42.0,E. Bledsoe misses 2-pt jump shot from 15 ft (block by M. James),,34,25
155,2,8:42.0,Offensive rebound by Team,,34,25
156,2,8:32.0,S. Brown makes 2-pt layup at rim,,36,25
157,2,8:17.0,,D. Booker misses 3-pt jump shot from 25 ft,36,25
158,2,8:14.0,Defensive rebound by J. Bolomboy,,36,25
159,2,8:04.0,E. Bledsoe makes 2-pt jump shot from 14 ft,,38,25
160,2,7:49.0,,Turnover by D. Booker (bad pass; steal by D. Liggins),38,25
161,2,7:45.0,Turnover by E. Bledsoe (bad pass),,38,25
162,2,7:44.0,,Personal block foul by D. Liggins (drawn by D. Booker),38,25
163,2,7:44.0,,T. Ulis enters the game for M. James,38,25
164,2,7:30.0,,T. Ulis makes 2-pt jump shot from 10 ft,38,27
165,2,7:07.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,38,27
166,2,7:02.0,,Defensive rebound by T. Warren,38,27
167,2,6:52.0,,T. Ulis misses 2-pt jump shot from 15 ft,38,27
168,2,6:52.0,Defensive rebound by E. Bledsoe,,38,27
169,2,6:45.0,S. Brown misses 2-pt layup at rim (block by D. Booker),,38,27
170,2,6:42.0,Offensive rebound by S. Brown,,38,27
171,2,6:41.0,S. Brown misses 2-pt layup from 1 ft (block by D. Booker),,38,27
172,2,6:41.0,,Defensive rebound by T. Warren,38,27
173,2,6:41.0,,T. Warren makes 2-pt layup at rim,38,29
174,2,6:41.0,Violation by E. Bledsoe (def goaltending),,38,29
175,2,6:41.0,,Shooting foul by T. Snell (drawn by T. Warren),38,29
176,2,6:41.0,,Phoenix full timeout,38,29
177,2,6:41.0,,J. Jackson enters the game for M. Chriss,38,29
178,2,6:41.0,M. Brogdon enters the game for T. Snell,,38,29
179,2,6:41.0,G. Payton enters the game for J. Bolomboy,,38,29
180,2,6:41.0,T. Maker enters the game for D. Liggins,,38,29
181,2,6:41.0,,T. Warren makes free throw 1 of 1,38,30
182,2,6:21.0,M. Brogdon misses 3-pt jump shot from 25 ft,,38,30
183,2,6:18.0,,Defensive rebound by T. Chandler,38,30
184,2,6:00.0,,Turnover by J. Jackson (out of bounds lost ball),38,30
185,2,5:44.0,E. Bledsoe makes 2-pt jump shot from 10 ft,,40,30
186,2,5:44.0,Shooting foul by D. Booker (drawn by E. Bledsoe),,40,30
187,2,5:44.0,E. Bledsoe misses free throw 1 of 1,,40,30
188,2,5:44.0,,Defensive rebound by Team,40,30
189,2,5:44.0,Violation by E. Bledsoe (lane),,40,30
190,2,5:29.0,,Shooting foul by T. Maker (drawn by T. Warren),40,30
191,2,5:29.0,,T. Warren makes free throw 1 of 2,40,31
192,2,5:29.0,K. Middleton enters the game for S. Brown,,40,31
193,2,5:29.0,,T. Warren makes free throw 2 of 2,40,32
194,2,5:07.0,G. Payton makes 3-pt jump shot from 25 ft (assist by K. Middleton),,43,32
195,2,5:02.0,,Personal foul by G. Payton (drawn by D. Booker),43,32
196,2,4:56.0,,Shooting foul by G. Payton (drawn by D. Booker),43,32
197,2,4:56.0,,D. Booker makes free throw 1 of 2,43,33
198,2,4:56.0,,D. Booker makes free throw 2 of 2,43,34
199,2,4:35.0,Shooting foul by J. Jackson (drawn by K. Middleton),,43,34
200,2,4:35.0,K. Middleton misses free throw 1 of 3,,43,34
201,2,4:35.0,Offensive rebound by Team,,43,34
202,2,4:35.0,K. Middleton makes free throw 2 of 3,,44,34
203,2,4:35.0,K. Middleton makes free throw 3 of 3,,45,34
204,2,4:30.0,,D. Booker makes 2-pt jump shot from 18 ft,45,36
205,2,4:20.0,,Violation by T. Warren (kicked ball),45,36
206,2,4:09.0,T. Maker misses 2-pt jump shot from 20 ft,,45,36
207,2,4:06.0,,Defensive rebound by T. Chandler,45,36
208,2,3:57.0,,D. Booker misses 2-pt jump shot from 13 ft,45,36
209,2,3:52.0,,Offensive rebound by T. Chandler,45,36
210,2,3:52.0,,T. Chandler misses 2-pt layup at rim,45,36
211,2,3:52.0,,Offensive rebound by T. Chandler,45,36
212,2,3:48.0,,Turnover by J. Jackson (bad pass; steal by K. Middleton),45,36
213,2,3:40.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Payton),,48,36
214,2,3:25.0,,D. Booker misses 2-pt layup at rim (block by T. Maker),48,36
215,2,3:18.0,,Offensive rebound by J. Jackson,48,36
216,2,3:18.0,,J. Jackson makes 2-pt dunk at rim,48,38
217,2,3:02.0,Turnover by M. Brogdon (out of bounds lost ball),,48,38
218,2,3:02.0,,G. Monroe enters the game for T. Chandler,48,38
219,2,2:48.0,,G. Monroe misses 2-pt jump shot from 9 ft,48,38
220,2,2:45.0,,Offensive rebound by T. Warren,48,38
221,2,2:45.0,,T. Warren misses 2-pt layup at rim,48,38
222,2,2:45.0,,Offensive rebound by J. Jackson,48,38
223,2,2:45.0,,Shooting foul by M. Brogdon (drawn by J. Jackson),48,38
224,2,2:45.0,Milwaukee full timeout,,48,38
225,2,2:45.0,,J. Jackson misses free throw 1 of 2,48,38
226,2,2:45.0,,Offensive rebound by Team,48,38
227,2,2:45.0,,J. Jackson makes free throw 2 of 2,48,39
228,2,2:33.0,E. Bledsoe makes 2-pt jump shot from 14 ft,,50,39
229,2,2:17.0,,D. Booker makes 2-pt jump shot from 15 ft,50,41
230,2,2:17.0,,Shooting foul by G. Payton (drawn by D. Booker),50,41
231,2,2:17.0,T. Snell enters the game for G. Payton,,50,41
232,2,2:17.0,,D. Booker makes free throw 1 of 1,50,42
233,2,1:57.0,M. Brogdon misses 3-pt jump shot from 25 ft,,50,42
234,2,1:52.0,,Defensive rebound by D. Booker,50,42
235,2,1:42.0,,Turnover by G. Monroe (traveling),50,42
236,2,1:18.0,K. Middleton misses 3-pt jump shot from 25 ft,,50,42
237,2,1:16.0,,Defensive rebound by J. Jackson,50,42
238,2,1:07.0,,J. Jackson misses 3-pt jump shot from 25 ft,50,42
239,2,1:04.0,Defensive rebound by T. Snell,,50,42
240,2,0:50.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,53,42
241,2,0:27.0,,T. Ulis misses 2-pt jump shot from 11 ft,53,42
242,2,0:22.0,,Offensive rebound by G. Monroe,53,42
243,2,0:22.0,,G. Monroe makes 2-pt layup at rim,53,44
244,2,0:04.0,Shooting foul by G. Monroe (drawn by E. Bledsoe),,53,44
245,2,0:04.0,E. Bledsoe makes free throw 1 of 2,,54,44
246,2,0:04.0,E. Bledsoe misses free throw 2 of 2,,54,44
247,2,0:04.0,,Defensive rebound by Team,54,44
248,2,0:00.0,,T. Warren misses 2-pt jump shot from 15 ft,54,44
249,2,0:00.0,,Offensive rebound by Team,54,44
250,3,11:48.0,K. Middleton misses 2-pt jump shot from 19 ft,,54,44
251,3,11:45.0,,Defensive rebound by T. Chandler,54,44
252,3,11:35.0,,Turnover by T. Ulis (bad pass; steal by K. Middleton),54,44
253,3,11:32.0,E. Bledsoe misses 2-pt layup from 1 ft,,54,44
254,3,11:29.0,Offensive rebound by K. Middleton,,54,44
255,3,11:28.0,K. Middleton makes 2-pt layup at rim,,56,44
256,3,11:05.0,,Turnover by M. Chriss (bad pass),56,44
257,3,11:05.0,D. Liggins enters the game for G. Payton,,56,44
258,3,10:45.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,59,44
259,3,10:33.0,,D. Booker misses 2-pt layup at rim,59,44
260,3,10:28.0,,Offensive rebound by T. Chandler,59,44
261,3,10:28.0,,T. Chandler makes 2-pt layup at rim,59,46
262,3,10:19.0,E. Bledsoe misses 2-pt layup from 2 ft (block by T. Ulis),,59,46
263,3,10:17.0,Offensive rebound by E. Bledsoe,,59,46
264,3,10:15.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,59,46
265,3,10:13.0,,Defensive rebound by M. Chriss,59,46
266,3,10:05.0,,T. Warren misses 2-pt jump shot from 17 ft,59,46
267,3,10:02.0,Defensive rebound by T. Maker,,59,46
268,3,9:50.0,T. Maker misses 2-pt jump shot from 20 ft,,59,46
269,3,9:47.0,,Defensive rebound by T. Ulis,59,46
270,3,9:41.0,,T. Chandler makes 2-pt dunk at rim (assist by T. Ulis),59,48
271,3,9:18.0,M. Brogdon makes 2-pt layup from 1 ft,,61,48
272,3,9:18.0,Shooting foul by M. Chriss (drawn by M. Brogdon),,61,48
273,3,9:18.0,,D. Bender enters the game for M. Chriss,61,48
274,3,9:18.0,M. Brogdon makes free throw 1 of 1,,62,48
275,3,9:10.0,,T. Warren misses 2-pt jump shot from 15 ft,62,48
276,3,9:08.0,Defensive rebound by T. Maker,,62,48
277,3,8:52.0,K. Middleton misses 3-pt jump shot from 24 ft,,62,48
278,3,8:49.0,,Defensive rebound by D. Bender,62,48
279,3,8:48.0,,T. Warren makes 2-pt layup at rim (assist by D. Booker),62,50
280,3,8:48.0,,Shooting foul by D. Liggins (drawn by T. Warren),62,50
281,3,8:48.0,,T. Warren makes free throw 1 of 1,62,51
282,3,8:37.0,M. Brogdon makes 2-pt layup from 1 ft (assist by T. Maker),,64,51
283,3,8:25.0,,Personal foul by E. Bledsoe (drawn by D. Booker),64,51
284,3,8:25.0,,J. Jackson enters the game for T. Warren,64,51
285,3,8:21.0,,Shooting foul by T. Maker (drawn by T. Ulis),64,51
286,3,8:21.0,,T. Ulis makes free throw 1 of 2,64,52
287,3,8:21.0,,T. Ulis makes free throw 2 of 2,64,53
288,3,8:08.0,D. Liggins misses 3-pt jump shot from 23 ft,,64,53
289,3,8:04.0,,Defensive rebound by T. Chandler,64,53
290,3,8:01.0,,Personal foul by T. Maker (drawn by D. Booker),64,53
291,3,7:51.0,,D. Booker misses 2-pt jump shot from 11 ft,64,53
292,3,7:51.0,,Offensive rebound by Team,64,53
293,3,7:51.0,,Personal foul by M. Brogdon (drawn by T. Chandler),64,53
294,3,7:51.0,,T. Chandler misses free throw 1 of 2,64,53
295,3,7:51.0,,Offensive rebound by Team,64,53
296,3,7:51.0,,T. Chandler makes free throw 2 of 2,64,54
297,3,7:43.0,Turnover by T. Maker (bad pass),,64,54
298,3,7:31.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Chandler),64,57
299,3,7:27.0,Milwaukee full timeout,,64,57
300,3,7:12.0,K. Middleton misses 2-pt layup from 1 ft (block by T. Chandler),,64,57
301,3,7:11.0,,Defensive rebound by Team,64,57
302,3,6:58.0,,J. Jackson makes 2-pt hook shot from 9 ft (assist by D. Booker),64,59
303,3,6:37.0,Shooting foul by J. Jackson (drawn by E. Bledsoe),,64,59
304,3,6:37.0,E. Bledsoe misses free throw 1 of 2,,64,59
305,3,6:37.0,Offensive rebound by Team,,64,59
306,3,6:37.0,T. Snell enters the game for M. Brogdon,,64,59
307,3,6:37.0,E. Bledsoe makes free throw 2 of 2,,65,59
308,3,6:14.0,,T. Ulis makes 2-pt jump shot from 14 ft,65,61
309,3,6:13.0,,Loose ball foul by J. Jackson (drawn by K. Middleton),65,61
310,3,5:56.0,Turnover by E. Bledsoe (lost ball; steal by D. Bender),,65,61
311,3,5:50.0,,D. Booker makes 2-pt layup at rim,65,63
312,3,5:28.0,T. Maker makes 2-pt jump shot from 21 ft (assist by E. Bledsoe),,67,63
313,3,5:21.0,,Shooting foul by T. Maker (drawn by T. Chandler),67,63
314,3,5:21.0,,T. Chandler makes free throw 1 of 2,67,64
315,3,5:21.0,J. Bolomboy enters the game for T. Maker,,67,64
316,3,5:21.0,,T. Chandler misses free throw 2 of 2,67,64
317,3,5:19.0,Defensive rebound by J. Bolomboy,,67,64
318,3,5:06.0,K. Middleton misses 2-pt jump shot from 12 ft,,67,64
319,3,5:06.0,,Defensive rebound by Team,67,64
320,3,4:52.0,,D. Bender makes 3-pt jump shot from 22 ft (assist by D. Booker),67,67
321,3,4:41.0,E. Bledsoe makes 2-pt jump shot from 7 ft,,69,67
322,3,4:32.0,,D. Booker misses 3-pt jump shot from 25 ft,69,67
323,3,4:29.0,Defensive rebound by Team,,69,67
324,3,4:29.0,,Loose ball foul by T. Chandler (drawn by T. Snell),69,67
325,3,4:29.0,,G. Monroe enters the game for T. Chandler,69,67
326,3,4:15.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,69,67
327,3,4:12.0,,Defensive rebound by J. Jackson,69,67
328,3,4:03.0,,D. Bender makes 3-pt jump shot from 22 ft (assist by T. Ulis),69,70
329,3,3:43.0,K. Middleton makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,71,70
330,3,3:36.0,,Offensive foul by D. Booker (drawn by D. Liggins),71,70
331,3,3:36.0,,Turnover by D. Booker (offensive foul),71,70
332,3,3:36.0,,T. Warren enters the game for T. Ulis,71,70
333,3,3:26.0,E. Bledsoe makes 2-pt jump shot from 8 ft,,73,70
334,3,3:19.0,,Offensive foul by D. Booker,73,70
335,3,3:19.0,,Turnover by D. Booker (offensive foul),73,70
336,3,3:19.0,,Technical foul by D. Booker,73,70
337,3,3:19.0,,M. James enters the game for D. Booker,73,70
338,3,3:19.0,K. Middleton misses technical free throw,,73,70
339,3,3:19.0,Offensive rebound by Team,,73,70
340,3,2:59.0,K. Middleton makes 2-pt jump shot from 20 ft,,75,70
341,3,2:56.0,,Personal foul by D. Liggins (drawn by M. James),75,70
342,3,2:56.0,,Phoenix full timeout,75,70
343,3,2:56.0,,T. Daniels enters the game for J. Jackson,75,70
344,3,2:56.0,,M. James misses free throw 1 of 2,75,70
345,3,2:56.0,,Offensive rebound by Team,75,70
346,3,2:56.0,,M. James makes free throw 2 of 2,75,71
347,3,2:48.0,Turnover by E. Bledsoe (out of bounds lost ball),,75,71
348,3,2:28.0,,G. Monroe makes 2-pt hook shot from 4 ft,75,73
349,3,2:04.0,J. Bolomboy misses 2-pt layup at rim (block by D. Bender),,75,73
350,3,2:02.0,,Defensive rebound by T. Warren,75,73
351,3,1:40.0,,T. Warren misses 2-pt jump shot from 13 ft,75,73
352,3,1:37.0,Defensive rebound by D. Liggins,,75,73
353,3,1:31.0,E. Bledsoe makes 2-pt layup from 4 ft,,77,73
354,3,1:20.0,M. Brogdon enters the game for E. Bledsoe,,77,73
355,3,1:14.0,,Turnover by T. Warren (bad pass; steal by D. Liggins),77,73
356,3,1:04.0,K. Middleton makes 2-pt dunk at rim,,79,73
357,3,0:48.0,,M. James makes 2-pt layup from 1 ft,79,75
358,3,0:36.0,K. Middleton makes 2-pt jump shot from 20 ft,,81,75
359,3,0:29.0,,M. James misses 2-pt jump shot from 7 ft,81,75
360,3,0:27.0,Defensive rebound by K. Middleton,,81,75
361,3,0:07.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by K. Middleton),,84,75
362,3,0:01.0,,T. Warren misses 3-pt jump shot from 24 ft,84,75
363,3,0:00.0,Defensive rebound by M. Brogdon,,84,75
364,4,11:39.0,,G. Monroe makes 2-pt hook shot from 5 ft,84,77
365,4,11:29.0,Turnover by K. Middleton (bad pass; steal by T. Warren),,84,77
366,4,11:15.0,,Shooting foul by J. Bolomboy (drawn by G. Monroe),84,77
367,4,11:15.0,,G. Monroe makes free throw 1 of 2,84,78
368,4,11:15.0,,G. Monroe makes free throw 2 of 2,84,79
369,4,10:58.0,M. Brogdon misses 3-pt jump shot from 25 ft,,84,79
370,4,10:55.0,,Defensive rebound by D. Bender,84,79
371,4,10:41.0,,D. Bender makes 3-pt jump shot from 26 ft (assist by T. Warren),84,82
372,4,10:21.0,Turnover by J. Bolomboy (traveling),,84,82
373,4,10:09.0,,D. Bender misses 3-pt jump shot from 25 ft,84,82
374,4,10:06.0,,Offensive rebound by T. Warren,84,82
375,4,9:57.0,,D. Bender makes 2-pt layup at rim (assist by G. Monroe),84,84
376,4,9:38.0,M. Brogdon misses 2-pt layup from 5 ft,,84,84
377,4,9:32.0,,Defensive rebound by T. Daniels,84,84
378,4,9:29.0,,Turnover by M. James (bad pass; steal by D. Liggins),84,84
379,4,9:25.0,K. Middleton misses 3-pt jump shot from 25 ft,,84,84
380,4,9:21.0,Offensive rebound by J. Bolomboy,,84,84
381,4,9:16.0,T. Snell misses 3-pt jump shot from 26 ft,,84,84
382,4,9:14.0,,Defensive rebound by Team,84,84
383,4,9:01.0,,T. Warren makes 2-pt jump shot from 11 ft,84,86
384,4,9:01.0,,Shooting block foul by T. Snell (drawn by T. Warren),84,86
385,4,9:01.0,T. Maker enters the game for T. Snell,,84,86
386,4,9:01.0,E. Bledsoe enters the game for J. Bolomboy,,84,86
387,4,9:01.0,,T. Warren makes free throw 1 of 1,84,87
388,4,8:37.0,E. Bledsoe misses 3-pt jump shot from 30 ft,,84,87
389,4,8:33.0,,Defensive rebound by D. Bender,84,87
390,4,8:18.0,,T. Warren misses 2-pt jump shot from 11 ft,84,87
