,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
29,1,8:42.0,,R. McGruder misses 3-pt jump shot from 23 ft,8,8
30,1,8:38.0,Defensive rebound by E. Payton,,8,8
31,1,8:34.0,D. Booker misses 3-pt jump shot from 25 ft,,8,8
32,1,8:31.0,,Defensive rebound by J. Johnson,8,8
33,1,8:12.0,,J. Johnson misses 2-pt jump shot from 20 ft,8,8
34,1,8:10.0,Defensive rebound by E. Payton,,8,8
35,1,8:02.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Bender),,10,8
36,1,7:43.0,,J. Johnson makes 2-pt jump shot from 4 ft,10,10
37,1,7:30.0,T. Warren makes 2-pt layup from 2 ft (assist by D. Bender),,12,10
38,1,7:17.0,,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),12,12
39,1,6:56.0,D. Booker misses 2-pt jump shot from 8 ft,,12,12
40,1,6:53.0,,Defensive rebound by H. Whiteside,12,12
41,1,6:43.0,,Turnover by J. Johnson (step out of bounds),12,12
42,1,6:43.0,,Miami full timeout,12,12
43,1,6:23.0,T. Warren misses 3-pt jump shot from 25 ft,,12,12
44,1,6:21.0,,Defensive rebound by H. Whiteside,12,12
45,1,6:10.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by R. McGruder),12,15
46,1,5:51.0,Turnover by D. Booker (lost ball; steal by H. Whiteside),,12,15
47,1,5:44.0,,H. Whiteside makes 2-pt layup from 2 ft,12,17
48,1,5:33.0,T. Chandler makes 2-pt layup at rim (assist by D. Booker),,14,17
49,1,5:20.0,,L. Babbitt makes 3-pt jump shot from 24 ft (assist by R. McGruder),14,20
50,1,5:09.0,T. Chandler makes 2-pt dunk from 1 ft (assist by D. Bender),,16,20
51,1,4:58.0,,Personal foul by D. Booker (drawn by G. Dragić),16,20
52,1,4:58.0,,J. Winslow enters the game for J. Johnson,16,20
53,1,4:58.0,J. Jackson enters the game for D. Booker,,16,20
54,1,4:58.0,A. Len enters the game for T. Chandler,,16,20
55,1,4:47.0,,H. Whiteside misses 2-pt jump shot from 18 ft,16,20
56,1,4:44.0,Defensive rebound by E. Payton,,16,20
57,1,4:37.0,E. Payton misses 2-pt jump shot from 9 ft,,16,20
58,1,4:36.0,Offensive rebound by E. Payton,,16,20
59,1,4:36.0,Personal foul by H. Whiteside (drawn by E. Payton),,16,20
60,1,4:28.0,E. Payton misses 2-pt layup from 1 ft (block by H. Whiteside),,16,20
61,1,4:26.0,,Defensive rebound by H. Whiteside,16,20
62,1,4:22.0,,J. Winslow misses 2-pt jump shot from 12 ft (block by E. Payton),16,20
63,1,4:21.0,,Offensive rebound by J. Winslow,16,20
64,1,4:16.0,,G. Dragić misses 3-pt jump shot from 25 ft,16,20
65,1,4:12.0,Defensive rebound by A. Len,,16,20
66,1,4:04.0,,D. Wade enters the game for G. Dragić,16,20
67,1,4:04.0,M. Chriss enters the game for D. Bender,,16,20
68,1,3:53.0,,Violation by R. McGruder (kicked ball),16,20
69,1,3:45.0,E. Payton misses 2-pt jump shot from 19 ft,,16,20
70,1,3:43.0,Offensive rebound by T. Warren,,16,20
71,1,3:24.0,E. Payton makes 2-pt jump shot from 7 ft,,18,20
72,1,3:05.0,,R. McGruder makes 2-pt hook shot from 6 ft,18,22
73,1,2:54.0,T. Warren misses 2-pt jump shot from 21 ft,,18,22
74,1,2:52.0,,Defensive rebound by R. McGruder,18,22
75,1,2:41.0,,D. Wade misses 2-pt layup from 1 ft (block by M. Chriss),18,22
76,1,2:36.0,Defensive rebound by M. Chriss,,18,22
77,1,2:35.0,Turnover by M. Chriss (bad pass; steal by J. Winslow),,18,22
78,1,2:32.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by D. Wade),18,25
79,1,2:32.0,Phoenix full timeout,,18,25
80,1,2:32.0,,K. Olynyk enters the game for H. Whiteside,18,25
81,1,2:32.0,D. Booker enters the game for E. Payton,,18,25
82,1,2:32.0,S. Harrison enters the game for T. Warren,,18,25
83,1,2:16.0,Turnover by D. Booker (bad pass; steal by J. Winslow),,18,25
84,1,2:16.0,,Personal foul by S. Harrison (drawn by J. Winslow),18,25
85,1,2:06.0,,L. Babbitt makes 3-pt jump shot from 26 ft (assist by K. Olynyk),18,28
86,1,1:53.0,A. Len misses 2-pt layup from 2 ft,,18,28
87,1,1:53.0,Offensive rebound by A. Len,,18,28
88,1,1:48.0,A. Len makes 2-pt layup from 1 ft,,20,28
89,1,1:31.0,,J. Winslow makes 2-pt jump shot from 16 ft,20,30
90,1,1:23.0,J. Jackson misses 3-pt jump shot from 25 ft,,20,30
91,1,1:21.0,Offensive rebound by A. Len,,20,30
92,1,1:21.0,Personal foul by J. Winslow (drawn by A. Len),,20,30
93,1,1:21.0,A. Len makes free throw 1 of 2,,21,30
94,1,1:21.0,A. Len makes free throw 2 of 2,,22,30
95,1,1:05.0,,K. Olynyk misses 3-pt jump shot from 25 ft,22,30
96,1,1:00.0,Defensive rebound by J. Jackson,,22,30
97,1,0:56.0,Turnover by J. Jackson (out of bounds lost ball),,22,30
98,1,0:44.0,,D. Wade misses 2-pt jump shot from 13 ft,22,30
99,1,0:44.0,Defensive rebound by Team,,22,30
100,1,0:44.0,,T. Johnson enters the game for L. Babbitt,22,30
101,1,0:33.0,D. Booker makes 3-pt jump shot from 25 ft,,25,30
102,1,0:20.0,,T. Johnson misses 3-pt jump shot from 24 ft,25,30
103,1,0:17.0,Defensive rebound by M. Chriss,,25,30
104,1,0:00.0,S. Harrison makes 2-pt layup from 1 ft,,27,30
105,2,11:41.0,J. Jackson misses 3-pt jump shot from 23 ft,,27,30
106,2,11:39.0,Offensive rebound by A. Len,,27,30
107,2,11:34.0,M. Chriss makes 3-pt jump shot from 26 ft (assist by S. Harrison),,30,30
108,2,11:20.0,,Personal block foul by M. Chriss (drawn by D. Wade),30,30
109,2,11:12.0,Violation by A. Len (kicked ball),,30,30
110,2,11:04.0,,Turnover by J. Winslow (out of bounds lost ball),30,30
111,2,10:37.0,S. Harrison misses 3-pt jump shot from 25 ft,,30,30
112,2,10:35.0,,Defensive rebound by D. Wade,30,30
113,2,10:33.0,,Personal foul by S. Harrison (drawn by D. Wade),30,30
114,2,10:33.0,,J. Richardson enters the game for R. McGruder,30,30
115,2,10:23.0,,Shooting foul by D. Booker (drawn by J. Richardson),30,30
116,2,10:23.0,,J. Richardson makes free throw 1 of 2,30,31
117,2,10:23.0,T. Warren enters the game for D. Booker,,30,31
118,2,10:23.0,,J. Richardson makes free throw 2 of 2,30,32
119,2,10:09.0,J. Jackson misses 2-pt layup from 1 ft,,30,32
120,2,10:07.0,,Defensive rebound by K. Olynyk,30,32
121,2,9:48.0,,J. Richardson misses 2-pt jump shot from 15 ft,30,32
122,2,9:46.0,Defensive rebound by S. Harrison,,30,32
123,2,9:32.0,A. Len makes 2-pt layup from 1 ft (assist by T. Warren),,32,32
124,2,9:13.0,,T. Johnson misses 2-pt jump shot from 6 ft,32,32
125,2,9:10.0,Defensive rebound by J. Jackson,,32,32
126,2,9:09.0,,Offensive charge foul by J. Jackson (drawn by J. Richardson),32,32
127,2,9:09.0,Turnover by J. Jackson (offensive foul),,32,32
128,2,8:57.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),32,35
129,2,8:43.0,S. Harrison misses 2-pt jump shot from 5 ft,,32,35
130,2,8:42.0,Offensive rebound by A. Len,,32,35
131,2,8:42.0,Shooting foul by D. Wade (drawn by A. Len),,32,35
132,2,8:42.0,A. Len makes free throw 1 of 2,,33,35
133,2,8:42.0,A. Len misses free throw 2 of 2,,33,35
134,2,8:40.0,,Defensive rebound by J. Winslow,33,35
135,2,8:29.0,,K. Olynyk makes 2-pt jump shot from 17 ft (assist by J. Winslow),33,37
136,2,8:12.0,A. Len misses 2-pt layup from 1 ft (block by T. Johnson),,33,37
137,2,8:10.0,,Defensive rebound by J. Winslow,33,37
138,2,8:03.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by K. Olynyk),33,40
139,2,8:03.0,Phoenix full timeout,,33,40
140,2,8:03.0,E. Payton enters the game for S. Harrison,,33,40
141,2,8:03.0,D. Bender enters the game for A. Len,,33,40
142,2,7:55.0,Turnover by E. Payton (bad pass; steal by J. Winslow),,33,40
143,2,7:55.0,,Personal foul by E. Payton (drawn by J. Winslow),33,40
144,2,7:55.0,,J. Winslow makes clear path free throw 1 of 2,33,41
145,2,7:55.0,,J. Winslow misses clear path free throw 2 of 2,33,41
146,2,7:33.0,,Turnover by K. Olynyk (lost ball; steal by T. Warren),33,41
147,2,7:15.0,M. Chriss makes 2-pt layup from 1 ft,,35,41
148,2,6:54.0,,J. Winslow misses 2-pt layup from 1 ft,35,41
149,2,6:53.0,,Offensive rebound by K. Olynyk,35,41
150,2,6:48.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),35,44
151,2,6:41.0,M. Chriss misses 2-pt hook shot from 5 ft,,35,44
152,2,6:38.0,,Defensive rebound by J. Winslow,35,44
153,2,6:32.0,,D. Wade misses 3-pt jump shot from 25 ft,35,44
154,2,6:29.0,Defensive rebound by J. Jackson,,35,44
155,2,6:11.0,T. Warren misses 2-pt layup from 1 ft,,35,44
156,2,6:09.0,,Defensive rebound by J. Richardson,35,44
157,2,6:05.0,,T. Johnson misses 2-pt jump shot from 20 ft,35,44
158,2,6:05.0,Defensive rebound by M. Chriss,,35,44
159,2,5:45.0,M. Chriss misses 3-pt jump shot from 25 ft,,35,44
160,2,5:42.0,,Defensive rebound by J. Winslow,35,44
161,2,5:35.0,,G. Dragić enters the game for D. Wade,35,44
162,2,5:35.0,,H. Whiteside enters the game for T. Johnson,35,44
163,2,5:35.0,D. Booker enters the game for M. Chriss,,35,44
164,2,5:35.0,T. Chandler enters the game for J. Jackson,,35,44
165,2,5:28.0,,Turnover by J. Richardson (traveling),35,44
166,2,5:15.0,E. Payton makes 2-pt jump shot from 5 ft,,37,44
167,2,4:52.0,,J. Winslow misses 2-pt jump shot from 21 ft,37,44
168,2,4:49.0,,Offensive rebound by K. Olynyk,37,44
169,2,4:41.0,,Shooting foul by E. Payton (drawn by K. Olynyk),37,44
170,2,4:41.0,,K. Olynyk makes free throw 1 of 2,37,45
171,2,4:41.0,,K. Olynyk makes free throw 2 of 2,37,46
172,2,4:27.0,Turnover by T. Chandler (bad pass; steal by K. Olynyk),,37,46
173,2,4:19.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by K. Olynyk),37,49
174,2,4:02.0,E. Payton misses 2-pt jump shot from 15 ft,,37,49
175,2,3:59.0,,Defensive rebound by H. Whiteside,37,49
176,2,3:53.0,,H. Whiteside makes 2-pt jump shot from 8 ft (assist by J. Winslow),37,51
177,2,3:53.0,Phoenix full timeout,,37,51
178,2,3:53.0,,J. Johnson enters the game for K. Olynyk,37,51
179,2,3:39.0,T. Warren makes 2-pt jump shot from 18 ft (assist by D. Booker),,39,51
180,2,3:18.0,,G. Dragić makes 2-pt jump shot from 8 ft,39,53
181,2,3:05.0,D. Booker makes 3-pt jump shot from 26 ft,,42,53
182,2,3:04.0,,Miami full timeout,42,53
183,2,2:46.0,,H. Whiteside misses 2-pt hook shot from 8 ft,42,53
184,2,2:44.0,Defensive rebound by T. Warren,,42,53
185,2,2:36.0,T. Warren makes 2-pt jump shot from 5 ft,,44,53
186,2,2:24.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by G. Dragić),44,56
187,2,2:01.0,D. Booker misses 3-pt jump shot from 26 ft,,44,56
188,2,1:59.0,,Defensive rebound by H. Whiteside,44,56
189,2,1:56.0,,Shooting foul by T. Chandler (drawn by H. Whiteside),44,56
190,2,1:56.0,,H. Whiteside misses free throw 1 of 2,44,56
191,2,1:56.0,,Offensive rebound by Team,44,56
192,2,1:56.0,M. Chriss enters the game for D. Bender,,44,56
193,2,1:56.0,,H. Whiteside makes free throw 2 of 2,44,57
194,2,1:37.0,Personal foul by J. Richardson,,44,57
195,2,1:37.0,,Technical foul by J. Richardson,44,57
196,2,1:37.0,D. Booker misses technical free throw,,44,57
197,2,1:37.0,Offensive rebound by Team,,44,57
198,2,1:37.0,,L. Babbitt enters the game for J. Richardson,44,57
199,2,1:29.0,Turnover by E. Payton (bad pass; steal by H. Whiteside),,44,57
200,2,1:20.0,,G. Dragić makes 2-pt layup at rim,44,59
201,2,1:09.0,Shooting foul by G. Dragić (drawn by E. Payton),,44,59
202,2,1:09.0,E. Payton misses free throw 1 of 3,,44,59
203,2,1:09.0,Offensive rebound by Team,,44,59
204,2,1:09.0,E. Payton makes free throw 2 of 3,,45,59
205,2,1:09.0,E. Payton makes free throw 3 of 3,,46,59
206,2,0:58.0,,Personal foul by E. Payton (drawn by G. Dragić),46,59
207,2,0:58.0,,G. Dragić makes free throw 1 of 2,46,60
208,2,0:58.0,S. Harrison enters the game for E. Payton,,46,60
209,2,0:58.0,,G. Dragić makes free throw 2 of 2,46,61
210,2,0:46.0,D. Booker misses 3-pt jump shot from 25 ft,,46,61
211,2,0:44.0,,Defensive rebound by H. Whiteside,46,61
212,2,0:34.0,,L. Babbitt misses 3-pt jump shot from 25 ft,46,61
213,2,0:32.0,Defensive rebound by D. Booker,,46,61
214,2,0:23.0,T. Chandler misses 2-pt dunk at rim,,46,61
215,2,0:22.0,,Defensive rebound by Team,46,61
216,2,0:07.0,,J. Johnson misses 2-pt jump shot from 20 ft,46,61
217,2,0:06.0,Defensive rebound by T. Chandler,,46,61
218,2,0:01.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,48,61
219,3,11:42.0,E. Payton makes 2-pt jump shot from 4 ft,,50,61
220,3,11:30.0,,J. Richardson makes 2-pt jump shot from 19 ft (assist by H. Whiteside),50,63
221,3,11:09.0,E. Payton misses 2-pt jump shot from 18 ft,,50,63
222,3,11:07.0,,Defensive rebound by H. Whiteside,50,63
223,3,11:05.0,,Personal block foul by D. Booker (drawn by J. Richardson),50,63
224,3,10:58.0,,J. Richardson misses 2-pt jump shot from 12 ft,50,63
225,3,10:56.0,,Offensive rebound by J. Richardson,50,63
226,3,10:45.0,,H. Whiteside makes 2-pt jump shot from 13 ft (assist by G. Dragić),50,65
227,3,10:25.0,D. Booker misses 2-pt jump shot from 16 ft,,50,65
228,3,10:23.0,,Defensive rebound by H. Whiteside,50,65
229,3,10:17.0,,Shooting foul by T. Warren (drawn by H. Whiteside),50,65
230,3,10:17.0,,H. Whiteside makes free throw 1 of 2,50,66
231,3,10:17.0,,H. Whiteside makes free throw 2 of 2,50,67
232,3,9:56.0,T. Warren makes 2-pt jump shot from 18 ft,,52,67
233,3,9:46.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),52,69
234,3,9:46.0,,Shooting foul by T. Warren (drawn by H. Whiteside),52,69
235,3,9:46.0,,H. Whiteside makes free throw 1 of 1,52,70
236,3,9:30.0,D. Bender makes 3-pt jump shot from 25 ft (assist by T. Warren),,55,70
237,3,9:13.0,,L. Babbitt misses 3-pt jump shot from 22 ft,55,70
238,3,9:11.0,Defensive rebound by D. Booker,,55,70
239,3,9:04.0,T. Warren misses 2-pt jump shot from 4 ft (block by H. Whiteside),,55,70
240,3,9:04.0,,Defensive rebound by Team,55,70
241,3,8:53.0,,G. Dragić makes 2-pt layup from 1 ft,55,72
242,3,8:37.0,D. Booker misses 2-pt jump shot from 7 ft,,55,72
243,3,8:34.0,Offensive rebound by T. Chandler,,55,72
244,3,8:29.0,D. Booker makes 2-pt jump shot from 12 ft (assist by T. Chandler),,57,72
245,3,8:20.0,,Personal foul by E. Payton (drawn by G. Dragić),57,72
246,3,8:20.0,J. Jackson enters the game for T. Warren,,57,72
247,3,8:20.0,S. Harrison enters the game for E. Payton,,57,72
248,3,8:10.0,,G. Dragić misses 3-pt jump shot from 23 ft,57,72
249,3,8:08.0,Defensive rebound by D. Bender,,57,72
250,3,8:07.0,J. Jackson misses 2-pt layup at rim (block by J. Johnson),,57,72
251,3,8:07.0,,Defensive rebound by J. Richardson,57,72
252,3,7:54.0,,H. Whiteside makes 2-pt jump shot from 18 ft (assist by J. Richardson),57,74
253,3,7:40.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,59,74
254,3,7:20.0,,G. Dragić misses 3-pt jump shot from 26 ft,59,74
255,3,7:20.0,Defensive rebound by S. Harrison,,59,74
256,3,7:09.0,S. Harrison makes 2-pt layup at rim,,61,74
257,3,6:56.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by J. Johnson),61,76
258,3,6:49.0,Turnover by T. Chandler (out of bounds lost ball),,61,76
259,3,6:49.0,,Miami full timeout,61,76
260,3,6:49.0,M. Chriss enters the game for T. Chandler,,61,76
261,3,6:34.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Richardson),61,78
262,3,6:20.0,J. Jackson misses 2-pt layup from 1 ft (block by L. Babbitt),,61,78
263,3,6:20.0,Offensive rebound by Team,,61,78
264,3,6:15.0,M. Chriss misses 3-pt jump shot from 26 ft (block by H. Whiteside),,61,78
265,3,6:13.0,,Defensive rebound by J. Johnson,61,78
266,3,6:04.0,,Turnover by J. Richardson (out of bounds lost ball),61,78
267,3,5:49.0,D. Bender misses 2-pt jump shot from 12 ft,,61,78
268,3,5:47.0,,Defensive rebound by H. Whiteside,61,78
269,3,5:35.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),61,80
270,3,5:23.0,D. Booker makes 2-pt layup from 1 ft,,63,80
271,3,5:15.0,,G. Dragić makes 2-pt layup from 1 ft,63,82
272,3,5:05.0,Personal foul by L. Babbitt (drawn by D. Booker),,63,82
273,3,5:05.0,,R. McGruder enters the game for J. Richardson,63,82
274,3,4:50.0,D. Booker makes 2-pt jump shot from 8 ft (assist by M. Chriss),,65,82
275,3,4:35.0,,Turnover by H. Whiteside (traveling),65,82
276,3,4:22.0,D. Bender makes 3-pt jump shot from 26 ft (assist by D. Booker),,68,82
277,3,4:07.0,,J. Johnson makes 2-pt jump shot from 15 ft,68,84
278,3,3:56.0,D. Booker misses 2-pt jump shot from 12 ft,,68,84
279,3,3:54.0,,Defensive rebound by H. Whiteside,68,84
280,3,3:45.0,,L. Babbitt misses 3-pt jump shot from 25 ft,68,84
281,3,3:45.0,,Offensive rebound by H. Whiteside,68,84
282,3,3:43.0,,H. Whiteside makes 2-pt layup from 1 ft,68,86
283,3,3:43.0,Phoenix full timeout,,68,86
284,3,3:43.0,,D. Wade enters the game for L. Babbitt,68,86
285,3,3:43.0,A. Len enters the game for D. Bender,,68,86
286,3,3:26.0,A. Len misses 2-pt jump shot from 18 ft,,68,86
287,3,3:24.0,,Defensive rebound by D. Wade,68,86
288,3,3:04.0,,J. Johnson misses 2-pt jump shot from 10 ft,68,86
289,3,3:02.0,,Offensive rebound by R. McGruder,68,86
290,3,3:01.0,,R. McGruder makes 2-pt layup from 1 ft,68,88
291,3,2:58.0,Turnover by J. Jackson (bad pass; steal by R. McGruder),,68,88
292,3,2:41.0,,H. Whiteside misses 2-pt jump shot from 4 ft,68,88
293,3,2:40.0,,Offensive rebound by R. McGruder,68,88
294,3,2:32.0,,Turnover by R. McGruder (lost ball; steal by S. Harrison),68,88
295,3,2:23.0,D. Booker makes 2-pt jump shot from 7 ft,,70,88
296,3,2:15.0,,J. Johnson misses 3-pt jump shot from 23 ft,70,88
297,3,2:11.0,Defensive rebound by J. Jackson,,70,88
298,3,2:04.0,,T. Johnson enters the game for G. Dragić,70,88
299,3,2:04.0,,K. Olynyk enters the game for H. Whiteside,70,88
300,3,2:04.0,T. Warren enters the game for S. Harrison,,70,88
301,3,2:02.0,,J. Winslow enters the game for J. Johnson,70,88
302,3,1:51.0,D. Booker makes 2-pt hook shot from 4 ft,,72,88
303,3,1:32.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by T. Johnson),72,91
304,3,1:17.0,D. Booker makes 2-pt layup from 1 ft,,74,91
305,3,1:05.0,,D. Wade misses 3-pt jump shot from 25 ft,74,91
306,3,1:03.0,Defensive rebound by M. Chriss,,74,91
307,3,1:00.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Jackson),,76,91
308,3,0:47.0,,D. Wade makes 2-pt layup from 1 ft (assist by K. Olynyk),76,93
309,3,0:43.0,Turnover by A. Len (bad pass; steal by R. McGruder),,76,93
310,3,0:37.0,,R. McGruder misses 3-pt jump shot from 26 ft,76,93
311,3,0:33.0,,Offensive rebound by J. Winslow,76,93
312,3,0:33.0,D. Bender enters the game for A. Len,,76,93
313,3,0:33.0,S. Harrison enters the game for D. Booker,,76,93
314,3,0:14.0,,T. Johnson misses 3-pt jump shot from 25 ft,76,93
315,3,0:11.0,Defensive rebound by S. Harrison,,76,93
316,3,0:02.0,T. Warren misses 2-pt jump shot from 14 ft,,76,93
317,3,0:02.0,Offensive rebound by M. Chriss,,76,93
318,3,0:02.0,M. Chriss makes 2-pt layup from 8 ft,,78,93
319,3,0:02.0,Shooting foul by J. Winslow (drawn by M. Chriss),,78,93
320,3,0:02.0,M. Chriss misses free throw 1 of 1,,78,93
321,3,0:00.0,Offensive rebound by T. Warren,,78,93
322,3,0:00.0,T. Warren makes 2-pt layup at rim,,80,93
323,4,11:41.0,,Shooting foul by T. Warren (drawn by K. Olynyk),80,93
324,4,11:41.0,,K. Olynyk misses free throw 1 of 2,80,93
325,4,11:41.0,,Offensive rebound by Team,80,93
326,4,11:41.0,,K. Olynyk makes free throw 2 of 2,80,94
327,4,11:25.0,Turnover by D. Bender (lost ball; steal by D. Wade),,80,94
328,4,11:15.0,,D. Wade makes 2-pt hook shot from 2 ft (assist by R. McGruder),80,96
329,4,11:04.0,M. Chriss misses 2-pt jump shot from 17 ft,,80,96
330,4,11:02.0,,Defensive rebound by R. McGruder,80,96
331,4,10:56.0,,Shooting foul by S. Harrison (drawn by D. Wade),80,96
332,4,10:56.0,,D. Wade misses free throw 1 of 2,80,96
333,4,10:56.0,,Offensive rebound by Team,80,96
334,4,10:56.0,,D. Wade makes free throw 2 of 2,80,97
335,4,10:39.0,M. Chriss makes 2-pt dunk at rim (assist by D. Bender),,82,97
336,4,10:19.0,,Turnover by K. Olynyk (bad pass),82,97
337,4,10:07.0,T. Warren misses 2-pt jump shot from 17 ft,,82,97
338,4,10:05.0,,Defensive rebound by J. Winslow,82,97
339,4,9:57.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by J. Winslow),82,100
340,4,9:44.0,D. Booker enters the game for D. Bender,,82,100
341,4,9:40.0,Shooting foul by R. McGruder (drawn by D. Booker),,82,100
342,4,9:40.0,D. Booker makes free throw 1 of 2,,83,100
343,4,9:40.0,D. Booker misses free throw 2 of 2,,83,100
344,4,9:38.0,,Defensive rebound by J. Winslow,83,100
345,4,9:31.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),83,102
346,4,9:16.0,Turnover by S. Harrison (bad pass; steal by K. Olynyk),,83,102
347,4,9:10.0,,K. Olynyk misses 3-pt jump shot from 25 ft,83,102
348,4,9:06.0,,Offensive rebound by R. McGruder,83,102
349,4,8:59.0,Offensive charge foul by K. Olynyk (drawn by S. Harrison),,83,102
350,4,8:59.0,,Turnover by K. Olynyk (offensive foul),83,102
351,4,8:54.0,,Offensive charge foul by T. Warren (drawn by K. Olynyk),83,102
352,4,8:54.0,Turnover by T. Warren (offensive foul),,83,102
353,4,8:44.0,,J. Winslow makes 2-pt layup from 1 ft (assist by K. Olynyk),83,104
354,4,8:44.0,Phoenix full timeout,,83,104
355,4,8:44.0,D. Bender enters the game for M. Chriss,,83,104
356,4,8:44.0,E. Payton enters the game for J. Jackson,,83,104
357,4,8:21.0,D. Booker misses 2-pt jump shot from 9 ft,,83,104
358,4,8:20.0,Offensive rebound by T. Warren,,83,104
359,4,8:20.0,Turnover by Team (shot clock),,83,104
360,4,8:00.0,,D. Wade makes 2-pt jump shot from 18 ft (assist by K. Olynyk),83,106
361,4,7:45.0,D. Booker makes 2-pt layup from 1 ft,,85,106
362,4,7:34.0,,Shooting foul by S. Harrison (drawn by D. Wade),85,106
363,4,7:34.0,,D. Wade makes free throw 1 of 2,85,107
364,4,7:34.0,,D. Wade makes free throw 2 of 2,85,108
365,4,7:16.0,T. Warren makes 3-pt jump shot from 23 ft (assist by E. Payton),,88,108
366,4,7:00.0,,T. Johnson misses 2-pt layup from 1 ft,88,108
367,4,6:58.0,,Offensive rebound by J. Winslow,88,108
368,4,6:56.0,,R. McGruder misses 3-pt jump shot from 23 ft,88,108
369,4,6:56.0,Defensive rebound by D. Bender,,88,108
370,4,6:35.0,E. Payton misses 2-pt jump shot from 3 ft,,88,108
371,4,6:33.0,,Defensive rebound by J. Winslow,88,108
372,4,6:27.0,,Miami full timeout,88,108
373,4,6:27.0,J. Jackson enters the game for S. Harrison,,88,108
374,4,6:12.0,,Shooting foul by D. Booker (drawn by J. Winslow),88,108
375,4,6:12.0,,J. Winslow makes free throw 1 of 2,88,109
376,4,6:12.0,,J. Winslow makes free throw 2 of 2,88,110
377,4,5:55.0,D. Booker makes 3-pt jump shot from 25 ft,,91,110
378,4,5:41.0,,K. Olynyk makes 2-pt dunk from 1 ft (assist by J. Winslow),91,112
379,4,5:24.0,D. Booker misses 3-pt jump shot from 23 ft,,91,112
380,4,5:22.0,,Defensive rebound by J. Winslow,91,112
381,4,5:18.0,,D. Wade misses 3-pt jump shot from 24 ft,91,112
382,4,5:18.0,,Offensive rebound by T. Johnson,91,112
