,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
51,1,4:58.0,,J. Okafor makes free throw 1 of 2,15,12
52,1,4:58.0,,C. LeVert enters the game for A. Crabbe,15,12
53,1,4:58.0,,J. Okafor makes free throw 2 of 2,15,13
54,1,4:41.0,J. Randle makes 2-pt layup at rim,,17,13
55,1,4:29.0,,Personal foul by B. Lopez (drawn by J. Okafor),17,13
56,1,4:29.0,,J. Okafor makes free throw 1 of 2,17,14
57,1,4:29.0,,D. Russell enters the game for S. Dinwiddie,17,14
58,1,4:29.0,K. Kuzma enters the game for B. Lopez,,17,14
59,1,4:29.0,,J. Okafor misses free throw 2 of 2,17,14
60,1,4:27.0,Defensive rebound by J. Hart,,17,14
61,1,4:13.0,J. Randle misses 2-pt hook shot from 6 ft,,17,14
62,1,4:09.0,Offensive rebound by J. Randle,,17,14
63,1,4:05.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,17,14
64,1,4:02.0,Offensive rebound by J. Hart,,17,14
65,1,4:02.0,Shooting foul by J. Okafor (drawn by K. Caldwell-Pope),,17,14
66,1,4:02.0,K. Caldwell-Pope makes free throw 1 of 2,,18,14
67,1,4:02.0,K. Caldwell-Pope makes free throw 2 of 2,,19,14
68,1,3:39.0,,C. LeVert misses 2-pt jump shot from 12 ft,19,14
69,1,3:35.0,Defensive rebound by J. Hart,,19,14
70,1,3:27.0,J. Randle misses 2-pt hook shot from 5 ft (block by J. Okafor),,19,14
71,1,3:24.0,Offensive rebound by A. Caruso,,19,14
72,1,3:24.0,J. Randle makes 2-pt layup from 2 ft,,21,14
73,1,3:23.0,,Brooklyn full timeout,21,14
74,1,3:08.0,,Personal foul by J. Hart (drawn by D. Carroll),21,14
75,1,3:08.0,,D. Carroll misses free throw 1 of 2,21,14
76,1,3:08.0,,Offensive rebound by Team,21,14
77,1,3:08.0,,D. Carroll makes free throw 2 of 2,21,15
78,1,2:54.0,Shooting foul by C. LeVert (drawn by K. Caldwell-Pope),,21,15
79,1,2:54.0,K. Caldwell-Pope misses free throw 1 of 2,,21,15
80,1,2:54.0,Offensive rebound by Team,,21,15
81,1,2:54.0,,J. Webb enters the game for D. Carroll,21,15
82,1,2:54.0,J. Clarkson enters the game for J. Hart,,21,15
83,1,2:54.0,K. Caldwell-Pope makes free throw 2 of 2,,22,15
84,1,2:37.0,,C. LeVert makes 2-pt layup from 1 ft,22,17
85,1,2:27.0,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by C. LeVert),,22,17
86,1,2:24.0,,Defensive rebound by J. Okafor,22,17
87,1,2:18.0,,Turnover by C. LeVert (lost ball; steal by A. Caruso),22,17
88,1,2:11.0,C. Brewer enters the game for K. Caldwell-Pope,,22,17
89,1,2:05.0,A. Caruso misses 3-pt jump shot from 24 ft,,22,17
90,1,2:02.0,,Defensive rebound by C. LeVert,22,17
91,1,1:53.0,,J. Harris makes 2-pt layup from 3 ft,22,19
92,1,1:53.0,,Shooting foul by C. Brewer (drawn by J. Harris),22,19
93,1,1:53.0,L. Nance enters the game for J. Randle,,22,19
94,1,1:53.0,,J. Harris makes free throw 1 of 1,22,20
95,1,1:36.0,K. Kuzma misses 2-pt hook shot from 6 ft,,22,20
96,1,1:32.0,,Defensive rebound by J. Harris,22,20
97,1,1:24.0,,J. Okafor makes 2-pt layup from 1 ft,22,22
98,1,1:14.0,J. Clarkson misses 2-pt jump shot from 17 ft,,22,22
99,1,1:11.0,,Defensive rebound by J. Harris,22,22
100,1,1:04.0,,D. Russell misses 2-pt jump shot from 9 ft,22,22
101,1,1:01.0,Defensive rebound by L. Nance,,22,22
102,1,0:50.0,K. Kuzma misses 2-pt jump shot at rim,,22,22
103,1,0:49.0,Offensive rebound by K. Kuzma,,22,22
104,1,0:49.0,K. Kuzma makes 2-pt layup at rim,,24,22
105,1,0:30.0,,C. LeVert makes 2-pt jump shot from 21 ft,24,24
106,1,0:05.0,Turnover by Team (shot clock),,24,24
107,1,0:05.0,,Q. Acy enters the game for J. Okafor,24,24
108,1,0:01.0,,D. Russell makes 2-pt layup from 2 ft (assist by C. LeVert),24,26
109,1,0:01.0,,Shooting foul by C. Brewer (drawn by D. Russell),24,26
110,1,0:01.0,,D. Russell misses free throw 1 of 1,24,26
111,1,0:00.0,,Offensive rebound by Team,24,26
112,2,11:48.0,K. Kuzma misses 2-pt jump shot from 21 ft,,24,26
113,2,11:44.0,,Defensive rebound by C. LeVert,24,26
114,2,11:36.0,,Turnover by C. LeVert (bad pass; steal by L. Nance),24,26
115,2,11:32.0,Turnover by A. Caruso (bad pass; steal by J. Harris),,24,26
116,2,11:20.0,B. Ingram enters the game for A. Caruso,,24,26
117,2,11:09.0,,Turnover by Team (shot clock),24,26
118,2,10:56.0,J. Clarkson misses 2-pt jump shot from 15 ft,,24,26
119,2,10:53.0,,Defensive rebound by J. Harris,24,26
120,2,10:47.0,,D. Russell makes 2-pt jump shot from 18 ft,24,28
121,2,10:40.0,J. Clarkson misses 3-pt jump shot from 22 ft,,24,28
122,2,10:36.0,,Defensive rebound by D. Russell,24,28
123,2,10:29.0,,D. Russell misses 2-pt jump shot from 21 ft,24,28
124,2,10:27.0,Defensive rebound by J. Clarkson,,24,28
125,2,10:20.0,Shooting foul by J. Webb (drawn by B. Ingram),,24,28
126,2,10:20.0,B. Ingram makes free throw 1 of 2,,25,28
127,2,10:20.0,B. Ingram misses free throw 2 of 2,,25,28
128,2,10:16.0,Offensive rebound by L. Nance,,25,28
129,2,10:15.0,L. Nance makes 2-pt dunk at rim,,27,28
130,2,10:08.0,,C. LeVert misses 3-pt jump shot from 23 ft,27,28
131,2,10:08.0,Defensive rebound by L. Nance,,27,28
132,2,10:08.0,Personal foul by J. Webb (drawn by L. Nance),,27,28
133,2,9:54.0,C. Brewer makes 2-pt jump shot from 6 ft (assist by B. Ingram),,29,28
134,2,9:38.0,,J. Webb makes 3-pt jump shot from 22 ft (assist by D. Russell),29,31
135,2,9:29.0,L. Nance makes 3-pt jump shot from 24 ft (assist by B. Ingram),,32,31
136,2,9:13.0,,Turnover by J. Okafor (lost ball; steal by K. Kuzma),32,31
137,2,9:07.0,J. Clarkson misses 2-pt jump shot from 5 ft,,32,31
138,2,9:05.0,Offensive rebound by L. Nance,,32,31
139,2,9:04.0,B. Ingram makes 2-pt dunk at rim (assist by L. Nance),,34,31
140,2,9:04.0,Shooting foul by J. Harris (drawn by B. Ingram),,34,31
141,2,9:04.0,,Brooklyn full timeout,34,31
142,2,9:04.0,,J. Allen enters the game for J. Okafor,34,31
143,2,9:04.0,B. Ingram makes free throw 1 of 1,,35,31
144,2,8:51.0,,Personal foul by C. Brewer (drawn by D. Russell),35,31
145,2,8:45.0,,D. Russell misses 2-pt layup from 2 ft,35,31
146,2,8:40.0,,Offensive rebound by J. Allen,35,31
147,2,8:40.0,,J. Allen makes 2-pt dunk at rim,35,33
148,2,8:34.0,J. Clarkson misses 2-pt jump shot from 19 ft,,35,33
149,2,8:34.0,,Defensive rebound by J. Webb,35,33
150,2,8:22.0,,J. Allen makes 2-pt layup from 1 ft (assist by J. Webb),35,35
151,2,8:03.0,C. Brewer misses 2-pt jump shot from 2 ft,,35,35
152,2,8:00.0,Offensive rebound by L. Nance,,35,35
153,2,7:59.0,L. Nance makes 2-pt layup from 1 ft,,37,35
154,2,7:55.0,,Turnover by C. LeVert (bad pass; steal by C. Brewer),37,35
155,2,7:51.0,K. Kuzma makes 2-pt layup from 1 ft (assist by B. Ingram),,39,35
156,2,7:30.0,,J. Allen makes 2-pt dunk at rim (assist by D. Russell),39,37
157,2,7:13.0,L. Nance misses 2-pt jump shot from 15 ft,,39,37
158,2,7:09.0,,Defensive rebound by J. Harris,39,37
159,2,7:01.0,,Turnover by D. Russell (bad pass),39,37
160,2,7:01.0,,Q. Acy enters the game for J. Webb,39,37
161,2,7:01.0,,S. Dinwiddie enters the game for J. Harris,39,37
162,2,6:41.0,C. Brewer misses 3-pt jump shot from 23 ft,,39,37
163,2,6:38.0,,Defensive rebound by D. Russell,39,37
164,2,6:31.0,,D. Russell misses 2-pt hook shot from 4 ft,39,37
165,2,6:29.0,,Offensive rebound by Team,39,37
166,2,6:29.0,,A. Crabbe enters the game for C. LeVert,39,37
167,2,6:29.0,J. Hart enters the game for C. Brewer,,39,37
168,2,6:23.0,,D. Russell makes 2-pt jump shot from 6 ft (assist by S. Dinwiddie),39,39
169,2,6:15.0,LA Lakers full timeout,,39,39
170,2,6:15.0,,D. Carroll enters the game for D. Russell,39,39
171,2,6:15.0,B. Lopez enters the game for K. Kuzma,,39,39
172,2,6:15.0,J. Randle enters the game for L. Nance,,39,39
173,2,6:04.0,Shooting foul by Q. Acy (drawn by J. Clarkson),,39,39
174,2,6:04.0,J. Clarkson makes free throw 1 of 2,,40,39
175,2,6:04.0,J. Clarkson makes free throw 2 of 2,,41,39
176,2,5:53.0,,D. Carroll misses 2-pt jump shot from 11 ft,41,39
177,2,5:51.0,Defensive rebound by J. Hart,,41,39
178,2,5:44.0,Turnover by B. Lopez (bad pass; steal by Q. Acy),,41,39
179,2,5:37.0,,S. Dinwiddie misses 2-pt jump shot from 11 ft,41,39
180,2,5:34.0,Defensive rebound by J. Hart,,41,39
181,2,5:26.0,J. Randle misses 2-pt hook shot from 5 ft,,41,39
182,2,5:24.0,,Defensive rebound by A. Crabbe,41,39
183,2,5:19.0,,Q. Acy misses 3-pt jump shot from 22 ft,41,39
184,2,5:17.0,Defensive rebound by B. Ingram,,41,39
185,2,5:01.0,K. Caldwell-Pope enters the game for J. Clarkson,,41,39
186,2,4:57.0,B. Ingram misses 2-pt jump shot from 18 ft,,41,39
187,2,4:54.0,,Defensive rebound by S. Dinwiddie,41,39
188,2,4:47.0,,J. Allen makes 2-pt hook shot from 4 ft (assist by S. Dinwiddie),41,41
189,2,4:24.0,J. Hart misses 3-pt jump shot from 23 ft,,41,41
190,2,4:21.0,Offensive rebound by J. Randle,,41,41
191,2,4:20.0,J. Randle misses 2-pt layup from 1 ft,,41,41
192,2,4:17.0,,Defensive rebound by J. Allen,41,41
193,2,4:12.0,,Turnover by D. Carroll (bad pass),41,41
194,2,4:12.0,Personal foul by D. Carroll (drawn by J. Hart),,41,41
195,2,4:12.0,J. Hart makes free throw 1 of 2,,42,41
196,2,4:12.0,J. Hart misses free throw 2 of 2,,42,41
197,2,4:08.0,,Defensive rebound by J. Allen,42,41
198,2,3:48.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,42,41
199,2,3:44.0,,Offensive rebound by Q. Acy,42,41
200,2,3:42.0,,D. Carroll makes 2-pt layup at rim (assist by Q. Acy),42,43
201,2,3:38.0,B. Ingram makes 2-pt layup at rim,,44,43
202,2,3:38.0,Shooting foul by J. Allen (drawn by B. Ingram),,44,43
203,2,3:38.0,,J. Harris enters the game for J. Allen,44,43
204,2,3:38.0,B. Ingram makes free throw 1 of 1,,45,43
205,2,3:19.0,,S. Dinwiddie misses 2-pt layup from 1 ft,45,43
206,2,3:18.0,Defensive rebound by J. Randle,,45,43
207,2,3:12.0,J. Randle makes 2-pt jump shot from 4 ft,,47,43
208,2,3:04.0,,A. Crabbe misses 3-pt jump shot from 24 ft,47,43
209,2,3:01.0,Defensive rebound by J. Hart,,47,43
210,2,2:59.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,47,43
211,2,2:59.0,Offensive rebound by J. Randle,,47,43
212,2,2:54.0,J. Randle makes 2-pt layup from 2 ft,,49,43
213,2,2:33.0,,S. Dinwiddie makes 2-pt layup from 1 ft,49,45
214,2,2:10.0,J. Randle makes 2-pt layup from 2 ft,,51,45
215,2,1:59.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),51,48
216,2,1:59.0,LA Lakers full timeout,,51,48
217,2,1:47.0,B. Ingram makes 2-pt layup from 2 ft (assist by J. Randle),,53,48
218,2,1:47.0,Shooting foul by J. Harris (drawn by B. Ingram),,53,48
219,2,1:47.0,K. Kuzma enters the game for B. Lopez,,53,48
220,2,1:47.0,B. Ingram makes free throw 1 of 1,,54,48
221,2,1:32.0,,S. Dinwiddie makes 2-pt layup at rim,54,50
222,2,1:20.0,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),,57,50
223,2,1:08.0,,Shooting foul by K. Kuzma (drawn by J. Harris),57,50
224,2,1:08.0,,J. Harris makes free throw 1 of 2,57,51
225,2,1:08.0,,J. Harris makes free throw 2 of 2,57,52
226,2,0:52.0,K. Kuzma misses 2-pt jump shot from 21 ft,,57,52
227,2,0:49.0,,Defensive rebound by S. Dinwiddie,57,52
228,2,0:46.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),57,55
229,2,0:38.0,J. Hart misses 3-pt jump shot from 24 ft,,57,55
230,2,0:37.0,Offensive rebound by K. Kuzma,,57,55
231,2,0:37.0,K. Kuzma misses 2-pt layup from 4 ft,,57,55
232,2,0:36.0,,Defensive rebound by J. Harris,57,55
233,2,0:28.0,,D. Carroll makes 2-pt layup from 1 ft (assist by S. Dinwiddie),57,57
234,2,0:07.0,J. Randle makes 2-pt jump shot from 8 ft,,59,57
235,2,0:02.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,59,57
236,2,0:02.0,Defensive rebound by K. Kuzma,,59,57
237,3,11:49.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,59,57
238,3,11:44.0,,Defensive rebound by Q. Acy,59,57
239,3,11:27.0,,A. Crabbe misses 3-pt jump shot from 27 ft,59,57
240,3,11:26.0,Defensive rebound by B. Ingram,,59,57
241,3,11:21.0,Offensive foul by B. Lopez (drawn by S. Dinwiddie),,59,57
242,3,11:21.0,Turnover by B. Lopez (offensive foul),,59,57
243,3,11:00.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft,59,60
244,3,10:39.0,Turnover by J. Randle (lost ball; steal by Q. Acy),,59,60
245,3,10:31.0,,D. Carroll misses 2-pt layup from 3 ft,59,60
246,3,10:29.0,Defensive rebound by J. Randle,,59,60
247,3,10:22.0,Turnover by J. Randle (lost ball; steal by Q. Acy),,59,60
248,3,10:18.0,,S. Dinwiddie makes 2-pt dunk at rim,59,62
249,3,9:54.0,B. Ingram misses 2-pt jump shot from 14 ft,,59,62
250,3,9:52.0,,Defensive rebound by A. Crabbe,59,62
251,3,9:39.0,,Shooting foul by B. Lopez (drawn by A. Crabbe),59,62
252,3,9:39.0,,A. Crabbe makes free throw 1 of 2,59,63
253,3,9:39.0,,A. Crabbe makes free throw 2 of 2,59,64
254,3,9:19.0,J. Hart misses 3-pt jump shot from 24 ft,,59,64
255,3,9:16.0,,Defensive rebound by Q. Acy,59,64
256,3,9:07.0,,J. Allen misses 2-pt layup from 1 ft,59,64
257,3,9:05.0,Defensive rebound by J. Randle,,59,64
258,3,9:01.0,B. Ingram misses 3-pt jump shot from 22 ft,,59,64
259,3,8:58.0,,Defensive rebound by Q. Acy,59,64
260,3,8:43.0,,A. Crabbe misses 3-pt jump shot from 26 ft,59,64
261,3,8:41.0,Defensive rebound by B. Lopez,,59,64
262,3,8:36.0,J. Hart makes 2-pt dunk at rim,,61,64
263,3,8:21.0,,S. Dinwiddie makes 2-pt layup from 2 ft,61,66
264,3,8:06.0,B. Ingram makes 2-pt layup from 4 ft,,63,66
265,3,8:06.0,Shooting foul by J. Allen (drawn by B. Ingram),,63,66
266,3,8:06.0,,J. Okafor enters the game for J. Allen,63,66
267,3,8:06.0,B. Ingram misses free throw 1 of 1,,63,66
268,3,8:03.0,,Defensive rebound by J. Okafor,63,66
269,3,7:53.0,,S. Dinwiddie makes 2-pt layup from 1 ft,63,68
270,3,7:40.0,Personal foul by Q. Acy (drawn by B. Lopez),,63,68
271,3,7:30.0,B. Lopez makes 2-pt jump shot from 8 ft (assist by J. Hart),,65,68
272,3,7:06.0,,S. Dinwiddie makes 2-pt layup from 1 ft,65,70
273,3,7:06.0,,Shooting foul by K. Caldwell-Pope (drawn by S. Dinwiddie),65,70
274,3,7:06.0,,S. Dinwiddie misses free throw 1 of 1,65,70
275,3,7:03.0,Defensive rebound by J. Randle,,65,70
276,3,6:52.0,J. Randle misses 2-pt layup from 3 ft (block by J. Okafor),,65,70
277,3,6:48.0,,Defensive rebound by S. Dinwiddie,65,70
278,3,6:41.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),65,73
279,3,6:41.0,LA Lakers full timeout,,65,73
280,3,6:29.0,B. Lopez makes 2-pt layup from 5 ft (assist by J. Hart),,67,73
281,3,6:07.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by Q. Acy),67,76
282,3,5:41.0,B. Lopez makes 2-pt hook shot from 7 ft,,69,76
283,3,5:17.0,,J. Okafor misses 2-pt jump shot from 10 ft,69,76
284,3,5:15.0,Defensive rebound by B. Ingram,,69,76
285,3,5:10.0,B. Ingram misses 2-pt jump shot from 7 ft (block by J. Okafor),,69,76
286,3,5:10.0,,Defensive rebound by Team,69,76
287,3,5:10.0,,J. Harris enters the game for Q. Acy,69,76
288,3,4:48.0,,S. Dinwiddie misses 2-pt layup from 3 ft (block by B. Lopez),69,76
289,3,4:48.0,,Offensive rebound by Team,69,76
290,3,4:45.0,,D. Carroll makes 2-pt layup at rim (assist by A. Crabbe),69,78
291,3,4:35.0,J. Randle makes 2-pt layup at rim (assist by B. Ingram),,71,78
292,3,4:20.0,,J. Okafor misses 2-pt jump shot from 12 ft,71,78
293,3,4:17.0,Defensive rebound by J. Randle,,71,78
294,3,4:10.0,Personal foul by D. Carroll (drawn by J. Randle),,71,78
295,3,4:10.0,J. Clarkson enters the game for K. Caldwell-Pope,,71,78
296,3,4:10.0,,C. LeVert enters the game for A. Crabbe,71,78
297,3,3:58.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by B. Ingram),,74,78
298,3,3:37.0,,S. Dinwiddie misses 3-pt jump shot from 22 ft,74,78
299,3,3:33.0,Defensive rebound by B. Lopez,,74,78
300,3,3:26.0,B. Lopez makes 3-pt jump shot from 30 ft (assist by B. Ingram),,77,78
301,3,3:26.0,,Brooklyn full timeout,77,78
302,3,3:26.0,,D. Russell enters the game for S. Dinwiddie,77,78
303,3,3:11.0,,Turnover by C. LeVert (step out of bounds),77,78
304,3,3:00.0,B. Ingram misses 2-pt layup from 1 ft,,77,78
305,3,2:59.0,Offensive rebound by B. Ingram,,77,78
306,3,2:59.0,B. Ingram misses 2-pt layup from 1 ft,,77,78
307,3,2:58.0,Offensive rebound by J. Randle,,77,78
308,3,2:46.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by B. Ingram),,80,78
309,3,2:20.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by J. Harris),80,81
310,3,2:00.0,B. Ingram misses 2-pt jump shot from 18 ft,,80,81
311,3,1:56.0,,Defensive rebound by J. Harris,80,81
312,3,1:39.0,,J. Okafor misses 2-pt jump shot from 7 ft,80,81
313,3,1:36.0,Defensive rebound by J. Hart,,80,81
314,3,1:31.0,J. Randle misses 2-pt layup from 7 ft (block by D. Carroll),,80,81
315,3,1:31.0,Offensive rebound by Team,,80,81
316,3,1:31.0,Turnover by J. Randle (traveling),,80,81
317,3,1:31.0,L. Nance enters the game for B. Lopez,,80,81
318,3,1:31.0,K. Kuzma enters the game for J. Randle,,80,81
319,3,1:31.0,,Q. Acy enters the game for J. Okafor,80,81
320,3,1:31.0,,J. Webb enters the game for D. Carroll,80,81
321,3,1:19.0,,D. Russell misses 3-pt jump shot from 29 ft,80,81
322,3,1:15.0,Defensive rebound by B. Ingram,,80,81
323,3,1:08.0,J. Hart makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,83,81
324,3,0:48.0,,D. Russell makes 2-pt layup from 1 ft,83,83
325,3,0:37.0,K. Kuzma makes 2-pt jump shot from 8 ft (assist by J. Clarkson),,85,83
326,3,0:25.0,,D. Russell makes 2-pt layup from 1 ft,85,85
327,3,0:05.0,,Offensive charge foul by B. Ingram (drawn by Q. Acy),85,85
328,3,0:05.0,Turnover by B. Ingram (offensive foul),,85,85
329,3,0:05.0,A. Caruso enters the game for B. Ingram,,85,85
330,3,0:00.0,,D. Russell misses 3-pt jump shot from 30 ft,85,85
331,3,0:00.0,,Offensive rebound by Team,85,85
332,4,11:46.0,,D. Russell misses 2-pt jump shot from 10 ft,85,85
333,4,11:41.0,Defensive rebound by L. Nance,,85,85
334,4,11:22.0,A. Caruso misses 3-pt jump shot from 25 ft,,85,85
335,4,11:19.0,,Defensive rebound by J. Harris,85,85
336,4,11:14.0,,D. Russell makes 2-pt layup from 1 ft,85,87
337,4,10:51.0,J. Clarkson misses 2-pt jump shot from 9 ft (block by Q. Acy),,85,87
338,4,10:49.0,Offensive rebound by C. Brewer,,85,87
339,4,10:47.0,C. Brewer makes 2-pt layup from 1 ft,,87,87
340,4,10:33.0,,D. Russell misses 2-pt layup from 3 ft (block by A. Caruso),87,87
341,4,10:33.0,,Offensive rebound by Team,87,87
342,4,10:27.0,,Q. Acy misses 3-pt jump shot from 24 ft,87,87
343,4,10:23.0,,Offensive rebound by J. Webb,87,87
344,4,10:20.0,,D. Russell misses 3-pt jump shot from 24 ft,87,87
345,4,10:20.0,Defensive rebound by Team,,87,87
346,4,10:01.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by A. Caruso),,90,87
347,4,9:39.0,,Q. Acy misses 3-pt jump shot from 22 ft,90,87
348,4,9:35.0,Defensive rebound by J. Clarkson,,90,87
349,4,9:25.0,L. Nance misses 2-pt hook shot from 3 ft,,90,87
350,4,9:23.0,,Defensive rebound by J. Webb,90,87
351,4,9:20.0,,Turnover by Q. Acy (traveling),90,87
352,4,9:04.0,J. Clarkson makes 3-pt jump shot from 26 ft,,93,87
353,4,9:03.0,,Brooklyn full timeout,93,87
354,4,9:03.0,,D. Carroll enters the game for J. Webb,93,87
355,4,9:03.0,,S. Dinwiddie enters the game for D. Russell,93,87
356,4,9:03.0,,A. Crabbe enters the game for Q. Acy,93,87
357,4,9:03.0,,J. Allen enters the game for C. LeVert,93,87
358,4,8:52.0,,S. Dinwiddie misses 2-pt layup from 2 ft (block by A. Caruso),93,87
359,4,8:51.0,Defensive rebound by L. Nance,,93,87
360,4,8:28.0,J. Clarkson misses 3-pt jump shot from 25 ft,,93,87
361,4,8:25.0,Offensive rebound by L. Nance,,93,87
362,4,8:15.0,Turnover by L. Nance (turnover; steal by J. Allen),,93,87
363,4,8:11.0,,D. Carroll misses 3-pt jump shot from 22 ft,93,87
364,4,8:09.0,Defensive rebound by C. Brewer,,93,87
365,4,7:59.0,C. Brewer makes 2-pt layup at rim (assist by L. Nance),,95,87
366,4,7:33.0,,J. Harris misses 3-pt jump shot from 24 ft,95,87
367,4,7:29.0,,Offensive rebound by J. Allen,95,87
368,4,7:19.0,,S. Dinwiddie misses 2-pt jump shot from 10 ft (block by J. Clarkson),95,87
369,4,7:16.0,Defensive rebound by J. Clarkson,,95,87
370,4,7:15.0,J. Clarkson misses 2-pt layup from 1 ft,,95,87
371,4,7:13.0,Offensive rebound by C. Brewer,,95,87
372,4,7:13.0,C. Brewer misses 2-pt layup at rim,,95,87
373,4,7:13.0,Offensive rebound by Team,,95,87
374,4,7:13.0,,D. Russell enters the game for J. Harris,95,87
375,4,7:13.0,LA Lakers full timeout,,95,87
376,4,7:13.0,B. Ingram enters the game for C. Brewer,,95,87
377,4,7:13.0,J. Hart enters the game for A. Caruso,,95,87
378,4,7:05.0,K. Kuzma misses 3-pt jump shot from 25 ft,,95,87
379,4,7:02.0,,Defensive rebound by J. Allen,95,87
380,4,6:40.0,,A. Crabbe misses 2-pt jump shot from 4 ft,95,87
381,4,6:38.0,Defensive rebound by J. Hart,,95,87
382,4,6:36.0,Shooting foul by D. Russell (drawn by J. Hart),,95,87
383,4,6:36.0,J. Hart misses free throw 1 of 2,,95,87
