,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
380,4,6:29.0,D. Dotson misses 3-pt jump shot from 26 ft,,87,102
381,4,6:26.0,,Defensive rebound by T. Ariza,87,102
382,4,6:16.0,,C. Paul makes 2-pt jump shot from 9 ft,87,104
383,4,5:46.0,Turnover by M. Beasley (lost ball; steal by J. Harden),,87,104
384,4,5:39.0,,C. Paul misses 3-pt jump shot from 26 ft,87,104
385,4,5:39.0,Defensive rebound by Team,,87,104
386,4,5:22.0,M. Beasley makes 2-pt layup from 3 ft (assist by K. O'Quinn),,89,104
387,4,5:05.0,,J. Harden makes 3-pt jump shot from 25 ft,89,107
388,4,4:47.0,Personal foul by C. Paul (drawn by J. Jack),,89,107
389,4,4:36.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by J. Jack),,91,107
390,4,4:36.0,Shooting foul by T. Black (drawn by K. O'Quinn),,91,107
391,4,4:36.0,K. O'Quinn makes free throw 1 of 1,,92,107
392,4,4:29.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Paul),92,110
393,4,4:29.0,New York full timeout,,92,110
394,4,4:29.0,C. Lee enters the game for D. Dotson,,92,110
395,4,4:17.0,J. Jack makes 2-pt jump shot from 20 ft (assist by C. Lee),,94,110
396,4,4:01.0,,J. Harden makes 2-pt layup at rim (assist by C. Paul),94,112
397,4,3:49.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by J. Jack),,96,112
398,4,3:49.0,Shooting foul by T. Black (drawn by K. O'Quinn),,96,112
399,4,3:49.0,,L. Mbah a Moute enters the game for C. Paul,96,112
400,4,3:49.0,K. O'Quinn makes free throw 1 of 1,,97,112
401,4,3:36.0,,J. Harden misses 3-pt jump shot from 28 ft,97,112
402,4,3:32.0,,Offensive rebound by L. Mbah a Moute,97,112
403,4,3:19.0,,T. Ariza misses 3-pt jump shot from 25 ft,97,112
404,4,3:19.0,Defensive rebound by Team,,97,112
405,4,3:19.0,,Loose ball foul by T. Black (drawn by K. O'Quinn),97,112
406,4,3:19.0,K. O'Quinn makes free throw 1 of 2,,98,112
407,4,3:19.0,,C. Capela enters the game for T. Black,98,112
408,4,3:19.0,K. O'Quinn makes free throw 2 of 2,,99,112
409,4,3:01.0,,Turnover by C. Capela (lost ball; steal by K. O'Quinn),99,112
410,4,2:58.0,Turnover by J. Jack (bad pass),,99,112
411,4,2:44.0,,J. Harden misses 2-pt jump shot from 18 ft,99,112
412,4,2:42.0,Defensive rebound by K. O'Quinn,,99,112
413,4,2:37.0,J. Jack misses 3-pt jump shot from 26 ft,,99,112
414,4,2:34.0,,Defensive rebound by J. Harden,99,112
415,4,2:22.0,,P. Tucker misses 3-pt jump shot from 25 ft,99,112
416,4,2:22.0,Defensive rebound by K. O'Quinn,,99,112
417,4,2:22.0,New York full timeout,,99,112
418,4,2:14.0,Offensive foul by K. O'Quinn (drawn by T. Ariza),,99,112
419,4,2:14.0,Turnover by K. O'Quinn (offensive foul),,99,112
420,4,2:04.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),99,114
421,4,1:53.0,T. Hardaway makes 2-pt layup from 2 ft (assist by K. O'Quinn),,101,114
422,4,1:37.0,,J. Harden misses 3-pt jump shot from 26 ft,101,114
423,4,1:36.0,Defensive rebound by Team,,101,114
424,4,1:36.0,,Loose ball foul by C. Capela (drawn by K. O'Quinn),101,114
425,4,1:36.0,K. O'Quinn makes free throw 1 of 2,,102,114
426,4,1:36.0,K. O'Quinn misses free throw 2 of 2,,102,114
427,4,1:33.0,,Defensive rebound by P. Tucker,102,114
428,4,1:14.0,,J. Harden misses 2-pt jump shot from 14 ft,102,114
429,4,1:10.0,Defensive rebound by M. Beasley,,102,114
430,4,1:00.0,M. Beasley misses 3-pt jump shot from 23 ft,,102,114
431,4,0:58.0,,Defensive rebound by P. Tucker,102,114
432,4,0:56.0,,Personal foul by T. Hardaway (drawn by P. Tucker),102,114
433,4,0:56.0,D. Dotson enters the game for T. Hardaway,,102,114
434,4,0:56.0,F. Ntilikina enters the game for C. Lee,,102,114
435,4,0:56.0,W. Hernangómez enters the game for K. O'Quinn,,102,114
436,4,0:56.0,R. Baker enters the game for J. Jack,,102,114
437,4,0:48.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),102,117
438,4,0:30.0,R. Baker misses 2-pt layup from 2 ft,,102,117
439,4,0:28.0,Offensive rebound by M. Beasley,,102,117
440,4,0:25.0,Turnover by M. Beasley (lost ball; steal by L. Mbah a Moute),,102,117
441,4,0:07.0,,J. Harden misses 2-pt jump shot from 7 ft,102,117
442,4,0:05.0,,Offensive rebound by C. Capela,102,117
443,4,0:03.0,,C. Capela misses 2-pt hook shot from 4 ft,102,117
444,4,0:01.0,Defensive rebound by M. Beasley,,102,117
