,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
112,2,10:43.0,Defensive rebound by T. Craig,,40,39
113,2,10:38.0,W. Barton makes 2-pt jump shot from 11 ft (assist by D. Harris),,42,39
114,2,10:38.0,Shooting foul by J. Winslow (drawn by W. Barton),,42,39
115,2,10:38.0,W. Barton makes free throw 1 of 1,,43,39
116,2,10:21.0,,J. Richardson misses 2-pt layup from 1 ft (block by M. Plumlee),43,39
117,2,10:21.0,,Offensive rebound by Team,43,39
118,2,10:07.0,,W. Ellington misses 3-pt jump shot from 24 ft,43,39
119,2,10:04.0,Defensive rebound by M. Plumlee,,43,39
120,2,9:54.0,W. Barton misses 2-pt jump shot from 7 ft,,43,39
121,2,9:51.0,,Defensive rebound by J. Winslow,43,39
122,2,9:40.0,,K. Olynyk misses 3-pt jump shot from 26 ft,43,39
123,2,9:36.0,Defensive rebound by W. Barton,,43,39
124,2,9:31.0,D. Harris misses 3-pt jump shot from 25 ft,,43,39
125,2,9:28.0,Offensive rebound by N. Jokić,,43,39
126,2,9:25.0,M. Plumlee misses 2-pt hook shot from 3 ft (block by K. Olynyk),,43,39
127,2,9:21.0,,Defensive rebound by K. Olynyk,43,39
128,2,9:17.0,,Shooting foul by T. Craig (drawn by K. Olynyk),43,39
129,2,9:17.0,,K. Olynyk makes free throw 1 of 2,43,40
130,2,9:17.0,,R. McGruder enters the game for B. Adebayo,43,40
131,2,9:17.0,,K. Olynyk makes free throw 2 of 2,43,41
132,2,9:03.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Harris),,45,41
133,2,9:03.0,Shooting foul by J. Winslow (drawn by M. Plumlee),,45,41
134,2,9:03.0,M. Plumlee misses free throw 1 of 1,,45,41
135,2,9:03.0,Offensive rebound by T. Craig,,45,41
136,2,9:01.0,T. Craig misses 2-pt layup from 1 ft (block by K. Olynyk),,45,41
137,2,9:00.0,,Defensive rebound by K. Olynyk,45,41
138,2,8:51.0,,R. McGruder makes 2-pt layup from 2 ft (assist by J. Richardson),45,43
139,2,8:27.0,Turnover by N. Jokić (bad pass),,45,43
140,2,8:27.0,J. Murray enters the game for T. Craig,,45,43
141,2,8:27.0,P. Millsap enters the game for W. Barton,,45,43
142,2,8:27.0,W. Chandler enters the game for N. Jokić,,45,43
143,2,8:07.0,,J. Winslow makes 2-pt layup from 1 ft,45,45
144,2,7:56.0,Shooting foul by J. Richardson (drawn by P. Millsap),,45,45
145,2,7:56.0,P. Millsap makes free throw 1 of 2,,46,45
146,2,7:56.0,,J. Johnson enters the game for J. Richardson,46,45
147,2,7:56.0,P. Millsap makes free throw 2 of 2,,47,45
148,2,7:43.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by K. Olynyk),47,48
149,2,7:24.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by D. Harris),,50,48
150,2,7:08.0,,J. Winslow misses 3-pt jump shot from 25 ft,50,48
151,2,7:06.0,Defensive rebound by Team,,50,48
152,2,6:52.0,P. Millsap misses 2-pt jump shot from 8 ft,,50,48
153,2,6:51.0,,Defensive rebound by Team,50,48
154,2,6:51.0,,G. Dragić enters the game for J. Winslow,50,48
155,2,6:51.0,,Miami full timeout,50,48
156,2,6:34.0,,K. Olynyk misses 2-pt jump shot from 18 ft,50,48
157,2,6:32.0,Defensive rebound by P. Millsap,,50,48
158,2,6:27.0,Shooting foul by G. Dragić (drawn by J. Murray),,50,48
159,2,6:27.0,J. Murray misses free throw 1 of 2,,50,48
160,2,6:27.0,Offensive rebound by Team,,50,48
161,2,6:27.0,N. Jokić enters the game for M. Plumlee,,50,48
162,2,6:27.0,J. Murray makes free throw 2 of 2,,51,48
163,2,6:10.0,,K. Olynyk makes 2-pt hook shot from 7 ft,51,50
164,2,5:56.0,Shooting foul by K. Olynyk (drawn by J. Murray),,51,50
165,2,5:56.0,J. Murray makes free throw 1 of 2,,52,50
166,2,5:56.0,W. Barton enters the game for D. Harris,,52,50
167,2,5:56.0,J. Murray makes free throw 2 of 2,,53,50
168,2,5:35.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Johnson),53,52
169,2,5:19.0,N. Jokić makes 2-pt jump shot from 2 ft (assist by J. Murray),,55,52
170,2,5:08.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Johnson),55,54
171,2,4:50.0,W. Barton misses 3-pt jump shot from 25 ft,,55,54
172,2,4:46.0,,Defensive rebound by J. Johnson,55,54
173,2,4:42.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),55,57
174,2,4:40.0,Denver full timeout,,55,57
175,2,4:18.0,N. Jokić makes 3-pt jump shot from 23 ft (assist by J. Murray),,58,57
176,2,3:57.0,,J. Johnson misses 3-pt jump shot from 23 ft,58,57
177,2,3:53.0,Defensive rebound by W. Chandler,,58,57
178,2,3:47.0,J. Murray misses 3-pt jump shot from 24 ft,,58,57
179,2,3:44.0,,Defensive rebound by J. Johnson,58,57
180,2,3:39.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Johnson),58,60
181,2,3:20.0,J. Murray misses 2-pt jump shot from 10 ft,,58,60
182,2,3:18.0,,Defensive rebound by K. Olynyk,58,60
183,2,2:59.0,,Turnover by W. Ellington (bad pass; steal by W. Barton),58,60
184,2,2:45.0,J. Murray misses 2-pt layup from 2 ft,,58,60
185,2,2:43.0,,Defensive rebound by J. Johnson,58,60
186,2,2:41.0,,Turnover by J. Johnson (out of bounds lost ball),58,60
187,2,2:41.0,,B. Adebayo enters the game for W. Ellington,58,60
188,2,2:41.0,,T. Johnson enters the game for K. Olynyk,58,60
189,2,2:41.0,D. Harris enters the game for J. Murray,,58,60
190,2,2:20.0,W. Chandler makes 3-pt jump shot from 23 ft,,61,60
191,2,1:58.0,,Personal foul by D. Harris (drawn by R. McGruder),61,60
192,2,1:54.0,,G. Dragić misses 3-pt jump shot from 26 ft,61,60
193,2,1:51.0,Defensive rebound by W. Chandler,,61,60
194,2,1:41.0,Turnover by P. Millsap (bad pass),,61,60
195,2,1:29.0,,Shooting foul by D. Harris (drawn by B. Adebayo),61,60
196,2,1:29.0,,B. Adebayo misses free throw 1 of 2,61,60
197,2,1:29.0,,Offensive rebound by Team,61,60
198,2,1:29.0,,B. Adebayo misses free throw 2 of 2,61,60
199,2,1:27.0,Defensive rebound by N. Jokić,,61,60
200,2,1:10.0,N. Jokić makes 2-pt hook shot from 5 ft,,63,60
201,2,0:50.0,,G. Dragić misses 2-pt jump shot from 10 ft (block by P. Millsap),63,60
202,2,0:47.0,Defensive rebound by D. Harris,,63,60
203,2,0:45.0,W. Barton misses 3-pt jump shot from 23 ft,,63,60
204,2,0:42.0,,Defensive rebound by T. Johnson,63,60
205,2,0:27.0,,G. Dragić makes 2-pt layup from 1 ft,63,62
206,2,0:07.0,P. Millsap misses 3-pt jump shot from 25 ft,,63,62
207,2,0:07.0,,Defensive rebound by Team,63,62
208,2,0:07.0,,K. Olynyk enters the game for J. Johnson,63,62
209,2,0:07.0,,W. Ellington enters the game for B. Adebayo,63,62
210,2,0:07.0,T. Craig enters the game for W. Barton,,63,62
211,2,0:07.0,M. Beasley enters the game for N. Jokić,,63,62
212,2,0:00.0,,G. Dragić makes 2-pt layup from 1 ft,63,64
213,2,0:00.0,D. Harris misses 3-pt jump shot from 64 ft,,63,64
214,2,0:00.0,Offensive rebound by Team,,63,64
215,3,11:41.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by T. Johnson),63,67
216,3,11:18.0,W. Barton misses 3-pt jump shot from 25 ft,,63,67
217,3,11:15.0,,Defensive rebound by J. Johnson,63,67
218,3,11:05.0,,T. Johnson misses 2-pt jump shot from 12 ft,63,67
219,3,11:05.0,Defensive rebound by Team,,63,67
220,3,10:47.0,N. Jokić misses 2-pt hook shot from 10 ft,,63,67
221,3,10:45.0,,Defensive rebound by B. Adebayo,63,67
222,3,10:34.0,,Personal foul by P. Millsap (drawn by J. Richardson),63,67
223,3,10:27.0,,Shooting foul by N. Jokić (drawn by B. Adebayo),63,67
224,3,10:27.0,,B. Adebayo misses free throw 1 of 2,63,67
225,3,10:27.0,,Offensive rebound by Team,63,67
226,3,10:27.0,,B. Adebayo misses free throw 2 of 2,63,67
227,3,10:24.0,Defensive rebound by N. Jokić,,63,67
228,3,10:15.0,W. Chandler makes 2-pt dunk from 1 ft (assist by N. Jokić),,65,67
229,3,9:57.0,,T. Johnson misses 3-pt jump shot from 22 ft,65,67
230,3,9:54.0,Defensive rebound by P. Millsap,,65,67
231,3,9:40.0,J. Murray misses 2-pt layup at rim,,65,67
232,3,9:37.0,,Defensive rebound by J. Johnson,65,67
233,3,9:33.0,,J. Johnson makes 2-pt layup from 1 ft (assist by T. Johnson),65,69
234,3,9:25.0,Personal foul by T. Johnson (drawn by W. Barton),,65,69
235,3,9:08.0,J. Murray makes 2-pt jump shot from 18 ft,,67,69
236,3,8:57.0,,Turnover by G. Dragić (bad pass; steal by W. Barton),67,69
237,3,8:51.0,W. Barton makes 3-pt jump shot from 25 ft,,70,69
238,3,8:40.0,,Personal block foul by J. Murray (drawn by G. Dragić),70,69
239,3,8:31.0,,G. Dragić misses 2-pt jump shot from 16 ft,70,69
240,3,8:28.0,Defensive rebound by W. Barton,,70,69
241,3,8:17.0,W. Barton misses 2-pt jump shot from 5 ft (block by T. Johnson),,70,69
242,3,8:14.0,,Defensive rebound by G. Dragić,70,69
243,3,8:11.0,,G. Dragić misses 2-pt layup from 1 ft,70,69
244,3,8:08.0,Defensive rebound by N. Jokić,,70,69
245,3,8:01.0,Turnover by J. Murray (out of bounds lost ball),,70,69
246,3,7:48.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by T. Johnson),70,72
247,3,7:37.0,J. Murray misses 3-pt jump shot from 25 ft,,70,72
248,3,7:35.0,,Defensive rebound by T. Johnson,70,72
249,3,7:15.0,,B. Adebayo misses 2-pt layup from 1 ft (block by W. Chandler),70,72
250,3,7:15.0,,Offensive rebound by Team,70,72
251,3,7:15.0,,W. Ellington enters the game for G. Dragić,70,72
252,3,7:15.0,,Miami full timeout,70,72
253,3,7:12.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by W. Ellington),70,74
254,3,6:59.0,Turnover by P. Millsap (lost ball; steal by J. Johnson),,70,74
255,3,6:52.0,,B. Adebayo makes 2-pt layup from 2 ft,70,76
256,3,6:41.0,Personal foul by B. Adebayo (drawn by N. Jokić),,70,76
257,3,6:30.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,72,76
258,3,6:10.0,,J. Richardson makes 2-pt jump shot from 21 ft (assist by B. Adebayo),72,78
259,3,5:53.0,W. Chandler misses 3-pt jump shot from 25 ft,,72,78
260,3,5:51.0,,Defensive rebound by B. Adebayo,72,78
261,3,5:42.0,,W. Ellington misses 3-pt jump shot from 26 ft,72,78
262,3,5:40.0,Defensive rebound by J. Murray,,72,78
263,3,5:37.0,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),,74,78
264,3,5:16.0,,B. Adebayo misses 2-pt jump shot from 4 ft,74,78
265,3,5:14.0,Defensive rebound by P. Millsap,,74,78
266,3,5:05.0,W. Barton misses 3-pt jump shot from 27 ft,,74,78
267,3,5:02.0,,Defensive rebound by T. Johnson,74,78
268,3,4:58.0,,T. Johnson misses 2-pt layup from 1 ft (block by W. Barton),74,78
269,3,4:58.0,,Offensive rebound by Team,74,78
270,3,4:58.0,D. Harris enters the game for N. Jokić,,74,78
271,3,4:58.0,M. Plumlee enters the game for J. Murray,,74,78
272,3,4:55.0,,W. Ellington misses 3-pt jump shot from 22 ft,74,78
273,3,4:52.0,Defensive rebound by M. Plumlee,,74,78
274,3,4:40.0,D. Harris misses 2-pt jump shot from 20 ft,,74,78
275,3,4:39.0,Offensive rebound by W. Chandler,,74,78
276,3,4:38.0,W. Chandler makes 2-pt layup from 1 ft,,76,78
277,3,4:20.0,,T. Johnson misses 2-pt layup from 1 ft,76,78
278,3,4:18.0,,Offensive rebound by B. Adebayo,76,78
279,3,4:17.0,,K. Olynyk enters the game for T. Johnson,76,78
280,3,4:17.0,,J. Winslow enters the game for B. Adebayo,76,78
281,3,4:16.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Richardson),76,81
282,3,4:14.0,Denver full timeout,,76,81
283,3,3:58.0,W. Chandler makes 2-pt layup from 1 ft,,78,81
284,3,3:34.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),78,84
285,3,3:13.0,W. Chandler misses 3-pt jump shot from 23 ft,,78,84
286,3,3:11.0,Offensive rebound by M. Plumlee,,78,84
287,3,2:58.0,Shooting foul by W. Ellington (drawn by D. Harris),,78,84
288,3,2:58.0,,B. Adebayo enters the game for J. Johnson,78,84
289,3,2:58.0,N. Jokić enters the game for P. Millsap,,78,84
290,3,2:58.0,D. Harris makes free throw 1 of 3,,80,84
291,3,2:58.0,D. Harris makes free throw 2 of 3,,80,84
292,3,2:58.0,D. Harris makes free throw 3 of 3,,81,84
293,3,2:41.0,,Turnover by B. Adebayo (bad pass; steal by W. Barton),81,84
294,3,2:32.0,D. Harris misses 3-pt jump shot from 24 ft,,81,84
295,3,2:29.0,,Defensive rebound by B. Adebayo,81,84
296,3,2:20.0,,W. Ellington makes 2-pt layup from 1 ft (assist by J. Winslow),81,86
297,3,1:58.0,Turnover by N. Jokić (lost ball; steal by J. Richardson),,81,86
298,3,1:55.0,,W. Ellington makes 2-pt layup at rim (assist by J. Richardson),81,88
299,3,1:55.0,Violation by W. Barton (def goaltending),,81,88
300,3,1:40.0,W. Barton makes 2-pt layup from 1 ft,,83,88
301,3,1:21.0,,K. Olynyk misses 2-pt layup from 1 ft,83,88
302,3,1:18.0,,Offensive rebound by K. Olynyk,83,88
303,3,1:17.0,,K. Olynyk makes 2-pt jump shot from 5 ft,83,90
304,3,1:17.0,Denver full timeout,,83,90
305,3,1:17.0,T. Craig enters the game for W. Chandler,,83,90
306,3,1:07.0,D. Harris makes 2-pt jump shot from 15 ft,,85,90
307,3,1:07.0,Personal foul by W. Ellington (drawn by D. Harris),,85,90
308,3,1:07.0,D. Harris makes free throw 1 of 1,,86,90
309,3,0:51.0,,J. Richardson misses 2-pt jump shot from 14 ft,86,90
310,3,0:49.0,Defensive rebound by N. Jokić,,86,90
311,3,0:42.0,D. Harris misses 2-pt jump shot from 8 ft (block by J. Richardson),,86,90
312,3,0:42.0,Offensive rebound by Team,,86,90
313,3,0:37.0,N. Jokić makes 3-pt jump shot from 27 ft (assist by D. Harris),,89,90
314,3,0:22.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by W. Ellington),89,92
315,3,0:03.0,W. Barton makes 2-pt layup from 1 ft,,91,92
316,4,11:45.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by D. Harris),,93,92
317,4,11:27.0,,W. Ellington misses 2-pt jump shot from 20 ft,93,92
318,4,11:24.0,Defensive rebound by T. Craig,,93,92
319,4,11:20.0,Shooting foul by W. Ellington (drawn by M. Plumlee),,93,92
320,4,11:20.0,M. Plumlee misses free throw 1 of 2,,93,92
321,4,11:20.0,Offensive rebound by Team,,93,92
322,4,11:20.0,M. Plumlee makes free throw 2 of 2,,94,92
323,4,11:08.0,,J. Winslow makes 2-pt jump shot from 8 ft (assist by G. Dragić),94,94
324,4,10:51.0,J. Murray makes 3-pt jump shot from 26 ft (assist by D. Harris),,97,94
325,4,10:34.0,,Shooting foul by N. Jokić (drawn by G. Dragić),97,94
326,4,10:34.0,,G. Dragić misses free throw 1 of 2,97,94
327,4,10:34.0,,Offensive rebound by Team,97,94
328,4,10:34.0,,G. Dragić makes free throw 2 of 2,97,95
329,4,10:16.0,D. Harris misses 2-pt layup from 1 ft,,97,95
330,4,10:13.0,Offensive rebound by N. Jokić,,97,95
331,4,10:05.0,Shooting foul by J. Winslow (drawn by J. Murray),,97,95
332,4,10:05.0,J. Murray makes free throw 1 of 2,,98,95
333,4,10:05.0,J. Murray makes free throw 2 of 2,,99,95
334,4,9:56.0,Violation by M. Plumlee (kicked ball),,99,95
335,4,9:52.0,,Personal foul by J. Murray (drawn by G. Dragić),99,95
336,4,9:52.0,,J. Johnson enters the game for B. Adebayo,99,95
337,4,9:47.0,,Turnover by G. Dragić (bad pass; steal by N. Jokić),99,95
338,4,9:41.0,Turnover by D. Harris (lost ball; steal by G. Dragić),,99,95
339,4,9:32.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Winslow),99,98
340,4,9:15.0,T. Craig makes 3-pt jump shot from 23 ft (assist by D. Harris),,102,98
341,4,9:00.0,,G. Dragić misses 2-pt jump shot from 9 ft,102,98
342,4,8:56.0,Defensive rebound by M. Plumlee,,102,98
343,4,8:55.0,Turnover by D. Harris (bad pass; steal by K. Olynyk),,102,98
344,4,8:50.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by G. Dragić),102,101
345,4,8:33.0,Personal foul by K. Olynyk (drawn by N. Jokić),,102,101
346,4,8:33.0,P. Millsap enters the game for T. Craig,,102,101
347,4,8:33.0,W. Chandler enters the game for N. Jokić,,102,101
348,4,8:27.0,J. Murray makes 3-pt jump shot from 26 ft (assist by P. Millsap),,105,101
349,4,8:08.0,,J. Johnson makes 2-pt jump shot from 9 ft,105,103
350,4,8:08.0,,Shooting foul by M. Plumlee (drawn by J. Johnson),105,103
351,4,8:08.0,,J. Johnson misses free throw 1 of 1,105,103
352,4,8:04.0,Defensive rebound by D. Harris,,105,103
353,4,7:56.0,J. Murray misses 2-pt layup from 1 ft (block by J. Winslow),,105,103
354,4,7:53.0,,Defensive rebound by K. Olynyk,105,103
355,4,7:43.0,,Turnover by K. Olynyk (lost ball; steal by M. Plumlee),105,103
356,4,7:40.0,W. Chandler makes 2-pt dunk at rim (assist by M. Plumlee),,107,103
357,4,7:40.0,,Miami full timeout,107,103
358,4,7:31.0,,K. Olynyk misses 3-pt jump shot from 23 ft,107,103
359,4,7:29.0,Defensive rebound by P. Millsap,,107,103
360,4,7:15.0,P. Millsap makes 2-pt jump shot from 15 ft,,109,103
361,4,7:05.0,,J. Winslow misses 2-pt jump shot from 8 ft,109,103
362,4,6:58.0,Defensive rebound by P. Millsap,,109,103
363,4,6:45.0,W. Chandler misses 3-pt jump shot from 26 ft,,109,103
364,4,6:41.0,,Defensive rebound by J. Johnson,109,103
365,4,6:34.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by G. Dragić),109,106
366,4,6:09.0,Personal foul by J. Johnson (drawn by P. Millsap),,109,106
367,4,6:09.0,,J. Richardson enters the game for J. Winslow,109,106
368,4,6:09.0,N. Jokić enters the game for M. Plumlee,,109,106
369,4,5:58.0,P. Millsap misses 2-pt jump shot from 6 ft,,109,106
370,4,5:55.0,,Defensive rebound by W. Ellington,109,106
371,4,5:38.0,,G. Dragić misses 2-pt jump shot from 9 ft,109,106
372,4,5:35.0,Defensive rebound by J. Murray,,109,106
373,4,5:34.0,Personal block foul by W. Ellington (drawn by D. Harris),,109,106
374,4,5:34.0,D. Harris makes free throw 1 of 2,,110,106
375,4,5:34.0,D. Harris makes free throw 2 of 2,,111,106
376,4,5:19.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by G. Dragić),111,109
377,4,4:51.0,N. Jokić misses 2-pt jump shot from 15 ft,,111,109
378,4,4:47.0,,Defensive rebound by J. Johnson,111,109
379,4,4:37.0,,J. Johnson makes 2-pt layup at rim,111,111
380,4,4:37.0,Denver full timeout,,111,111
