,QUARTER,TIME_REMAINING,NEW YORK_ACTION,NEW ORLEANS_ACTION,NEW YORK_SCORE,NEW ORLEANS_SCORE
50,1,6:10.0,,New Orleans full timeout,13,13
51,1,5:55.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,13,13
52,1,5:51.0,,Defensive rebound by D. Cousins,13,13
53,1,5:33.0,,D. Cousins makes 3-pt jump shot from 30 ft (assist by R. Rondo),13,16
54,1,5:19.0,,D. Miller enters the game for J. Holiday,13,16
55,1,5:19.0,D. McDermott enters the game for L. Thomas,,13,16
56,1,5:19.0,F. Ntilikina enters the game for J. Jack,,13,16
57,1,5:07.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,13,16
58,1,5:05.0,Offensive rebound by E. Freedom,,13,16
59,1,5:05.0,Shooting foul by E. Moore (drawn by E. Freedom),,13,16
60,1,5:05.0,E. Freedom makes free throw 1 of 2,,14,16
61,1,5:05.0,,D. Cunningham enters the game for D. Cousins,14,16
62,1,5:05.0,E. Freedom makes free throw 2 of 2,,15,16
63,1,4:57.0,,A. Davis makes 2-pt dunk from 2 ft (assist by R. Rondo),15,18
64,1,4:40.0,C. Lee makes 2-pt jump shot from 10 ft,,17,18
65,1,4:26.0,,R. Rondo misses 2-pt layup from 7 ft,17,18
66,1,4:23.0,Defensive rebound by F. Ntilikina,,17,18
67,1,4:17.0,K. Porziņģis makes 2-pt dunk from 2 ft,,19,18
68,1,4:05.0,,R. Rondo misses 3-pt jump shot from 27 ft,19,18
69,1,4:03.0,Defensive rebound by E. Freedom,,19,18
70,1,3:54.0,E. Freedom misses 2-pt layup from 4 ft (block by A. Davis),,19,18
71,1,3:54.0,,Defensive rebound by A. Davis,19,18
72,1,3:51.0,,Personal foul by E. Freedom (drawn by A. Davis),19,18
73,1,3:40.0,,Shooting foul by E. Freedom (drawn by A. Davis),19,18
74,1,3:40.0,,A. Davis misses free throw 1 of 2,19,18
75,1,3:40.0,,Offensive rebound by Team,19,18
76,1,3:40.0,K. O'Quinn enters the game for E. Freedom,,19,18
77,1,3:40.0,,A. Davis misses free throw 2 of 2,19,18
78,1,3:37.0,Defensive rebound by K. Porziņģis,,19,18
79,1,3:24.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,19,18
80,1,3:21.0,,Defensive rebound by E. Moore,19,18
81,1,3:09.0,,Shooting foul by K. O'Quinn (drawn by A. Davis),19,18
82,1,3:09.0,,A. Davis misses free throw 1 of 2,19,18
83,1,3:09.0,,Offensive rebound by Team,19,18
84,1,3:09.0,,J. Nelson enters the game for R. Rondo,19,18
85,1,3:09.0,,A. Davis makes free throw 2 of 2,19,19
86,1,2:55.0,K. O'Quinn makes 2-pt jump shot from 6 ft (assist by C. Lee),,21,19
87,1,2:47.0,,A. Davis misses 2-pt jump shot from 15 ft,21,19
88,1,2:44.0,Defensive rebound by K. Porziņģis,,21,19
89,1,2:37.0,F. Ntilikina misses 2-pt jump shot from 12 ft,,21,19
90,1,2:37.0,,Defensive rebound by A. Davis,21,19
91,1,2:36.0,New York full timeout,,21,19
92,1,2:25.0,,D. Miller misses 3-pt jump shot from 28 ft,21,19
93,1,2:21.0,,Offensive rebound by A. Davis,21,19
94,1,2:17.0,,D. Cunningham misses 3-pt jump shot from 23 ft,21,19
95,1,2:14.0,Defensive rebound by C. Lee,,21,19
96,1,2:06.0,K. Porziņģis makes 2-pt layup from 7 ft (assist by F. Ntilikina),,23,19
97,1,1:48.0,,Turnover by J. Nelson (bad pass; steal by C. Lee),23,19
98,1,1:34.0,Shooting foul by A. Davis (drawn by K. O'Quinn),,23,19
99,1,1:34.0,K. O'Quinn makes free throw 1 of 2,,24,19
100,1,1:34.0,,D. Cousins enters the game for A. Davis,24,19
101,1,1:34.0,M. Beasley enters the game for K. Porziņģis,,24,19
102,1,1:34.0,K. O'Quinn makes free throw 2 of 2,,25,19
103,1,1:25.0,,E. Moore misses 3-pt jump shot from 26 ft,25,19
104,1,1:20.0,,Offensive rebound by D. Cousins,25,19
105,1,1:20.0,,D. Cousins makes 2-pt layup from 3 ft,25,21
106,1,1:03.0,Turnover by K. O'Quinn (out of bounds lost ball),,25,21
107,1,0:45.0,,J. Nelson misses 2-pt jump shot from 10 ft (block by K. O'Quinn),25,21
108,1,0:41.0,Defensive rebound by D. McDermott,,25,21
109,1,0:34.0,D. McDermott makes 3-pt jump shot from 28 ft (assist by F. Ntilikina),,28,21
110,1,0:22.0,,D. Cousins misses 2-pt jump shot from 7 ft,28,21
111,1,0:18.0,Defensive rebound by K. O'Quinn,,28,21
112,1,0:03.0,C. Lee misses 2-pt jump shot from 6 ft,,28,21
113,1,0:01.0,,Defensive rebound by D. Cousins,28,21
114,2,11:51.0,,Violation by J. Nelson (kicked ball),28,21
115,2,11:36.0,,D. Cousins makes 2-pt layup from 7 ft (assist by I. Clark),28,23
116,2,11:21.0,K. O'Quinn makes 2-pt dunk from 2 ft (assist by D. McDermott),,30,23
117,2,11:07.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by D. Cousins),30,26
118,2,10:51.0,D. McDermott misses 2-pt jump shot from 19 ft,,30,26
119,2,10:48.0,,Defensive rebound by D. Cousins,30,26
120,2,10:30.0,,J. Nelson misses 3-pt jump shot from 26 ft,30,26
121,2,10:27.0,Defensive rebound by F. Ntilikina,,30,26
122,2,10:22.0,F. Ntilikina makes 2-pt jump shot from 15 ft,,32,26
123,2,10:00.0,,I. Clark misses 3-pt jump shot from 27 ft,32,26
124,2,9:57.0,Defensive rebound by K. O'Quinn,,32,26
125,2,9:44.0,Shooting foul by I. Clark (drawn by M. Beasley),,32,26
126,2,9:44.0,M. Beasley makes free throw 1 of 2,,33,26
127,2,9:44.0,M. Beasley misses free throw 2 of 2,,33,26
128,2,9:41.0,,Defensive rebound by D. Cunningham,33,26
129,2,9:30.0,,D. Miller misses 3-pt jump shot from 26 ft,33,26
130,2,9:27.0,Defensive rebound by Team,,33,26
131,2,9:13.0,D. McDermott misses 2-pt jump shot from 8 ft,,33,26
132,2,9:11.0,,Defensive rebound by D. Cousins,33,26
133,2,8:56.0,,I. Clark misses 2-pt jump shot from 15 ft,33,26
134,2,8:54.0,,Offensive rebound by D. Cousins,33,26
135,2,8:54.0,,Shooting foul by K. O'Quinn (drawn by D. Cousins),33,26
136,2,8:54.0,,D. Cousins makes free throw 1 of 2,33,27
137,2,8:54.0,,D. Cousins makes free throw 2 of 2,33,28
138,2,8:38.0,M. Beasley makes 2-pt layup from 4 ft (assist by K. O'Quinn),,35,28
139,2,8:27.0,,I. Clark makes 2-pt layup from 2 ft,35,30
140,2,8:27.0,Violation by M. Beasley (def goaltending),,35,30
141,2,8:14.0,M. Beasley makes 2-pt jump shot from 4 ft,,37,30
142,2,8:14.0,Shooting foul by D. Cunningham (drawn by M. Beasley),,37,30
143,2,8:14.0,M. Beasley misses free throw 1 of 1,,37,30
144,2,8:12.0,,Defensive rebound by D. Cunningham,37,30
145,2,7:56.0,,D. Cunningham misses 2-pt jump shot from 12 ft (block by M. Beasley),37,30
146,2,7:48.0,Defensive rebound by K. O'Quinn,,37,30
147,2,7:44.0,M. Beasley makes 2-pt layup from 5 ft,,39,30
148,2,7:32.0,,D. Cousins misses 2-pt jump shot from 18 ft,39,30
149,2,7:30.0,Defensive rebound by D. McDermott,,39,30
150,2,7:28.0,Personal foul by D. Cousins (drawn by K. O'Quinn),,39,30
151,2,7:28.0,,J. Holiday enters the game for J. Nelson,39,30
152,2,7:28.0,,A. Davis enters the game for D. Cunningham,39,30
153,2,7:15.0,M. Beasley misses 2-pt layup from 11 ft,,39,30
154,2,7:10.0,,Defensive rebound by D. Cousins,39,30
155,2,7:09.0,,Turnover by D. Cousins (bad pass; steal by M. Beasley),39,30
156,2,7:03.0,F. Ntilikina makes 2-pt layup from 2 ft,,41,30
157,2,6:54.0,,D. Cousins misses 3-pt jump shot from 29 ft,41,30
158,2,6:49.0,Defensive rebound by M. Beasley,,41,30
159,2,6:45.0,F. Ntilikina misses 2-pt jump shot from 9 ft,,41,30
160,2,6:43.0,Offensive rebound by D. McDermott,,41,30
161,2,6:42.0,D. McDermott misses 2-pt layup from 2 ft,,41,30
162,2,6:42.0,Offensive rebound by D. McDermott,,41,30
163,2,6:38.0,D. McDermott makes 2-pt layup from 2 ft,,43,30
164,2,6:35.0,,New Orleans full timeout,43,30
165,2,6:35.0,,R. Rondo enters the game for I. Clark,43,30
166,2,6:35.0,R. Sessions enters the game for F. Ntilikina,,43,30
167,2,6:23.0,,D. Miller misses 3-pt jump shot from 25 ft,43,30
168,2,6:17.0,Defensive rebound by R. Baker,,43,30
169,2,6:06.0,M. Beasley misses 2-pt layup from 7 ft (block by A. Davis),,43,30
170,2,6:01.0,,Defensive rebound by D. Miller,43,30
171,2,5:56.0,,Personal foul by D. McDermott (drawn by D. Miller),43,30
172,2,5:56.0,,E. Moore enters the game for D. Miller,43,30
173,2,5:46.0,,D. Cousins misses 2-pt jump shot from 8 ft,43,30
174,2,5:44.0,Defensive rebound by Team,,43,30
175,2,5:34.0,D. McDermott makes 2-pt layup from 5 ft (assist by K. O'Quinn),,45,30
176,2,5:21.0,,Shooting foul by R. Sessions (drawn by D. Cousins),45,30
177,2,5:21.0,,D. Cousins makes free throw 1 of 2,45,31
178,2,5:21.0,,D. Cousins makes free throw 2 of 2,45,32
179,2,5:07.0,Personal foul by E. Moore (drawn by R. Sessions),,45,32
180,2,5:07.0,K. Porziņģis enters the game for D. McDermott,,45,32
181,2,4:57.0,R. Sessions misses 2-pt jump shot from 11 ft,,45,32
182,2,4:55.0,,Defensive rebound by J. Holiday,45,32
183,2,4:52.0,,A. Davis makes 2-pt layup from 3 ft (assist by R. Rondo),45,34
184,2,4:52.0,,Shooting foul by K. Porziņģis (drawn by A. Davis),45,34
185,2,4:52.0,,A. Davis makes free throw 1 of 1,45,35
186,2,4:36.0,Shooting foul by J. Holiday (drawn by M. Beasley),,45,35
187,2,4:36.0,M. Beasley makes free throw 1 of 2,,46,35
188,2,4:36.0,,D. Miller enters the game for J. Holiday,46,35
189,2,4:36.0,M. Beasley makes free throw 2 of 2,,47,35
190,2,4:26.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Miller),47,37
191,2,4:26.0,,Shooting foul by R. Baker (drawn by A. Davis),47,37
192,2,4:26.0,C. Lee enters the game for R. Baker,,47,37
193,2,4:26.0,,A. Davis makes free throw 1 of 1,47,38
194,2,4:07.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by C. Lee),,49,38
195,2,3:54.0,,Shooting foul by M. Beasley (drawn by D. Miller),49,38
196,2,3:54.0,,D. Miller makes free throw 1 of 3,49,39
197,2,3:54.0,,D. Miller makes free throw 2 of 3,49,40
198,2,3:54.0,L. Thomas enters the game for R. Sessions,,49,40
199,2,3:54.0,F. Ntilikina enters the game for M. Beasley,,49,40
200,2,3:54.0,,D. Miller makes free throw 3 of 3,49,41
201,2,3:34.0,K. Porziņģis makes 2-pt jump shot from 8 ft (assist by F. Ntilikina),,51,41
202,2,3:21.0,,Personal foul by K. O'Quinn (drawn by R. Rondo),51,41
203,2,3:21.0,,R. Rondo misses free throw 1 of 2,51,41
204,2,3:21.0,,Offensive rebound by Team,51,41
205,2,3:21.0,E. Freedom enters the game for K. O'Quinn,,51,41
206,2,3:21.0,,R. Rondo misses free throw 2 of 2,51,41
207,2,3:18.0,Defensive rebound by L. Thomas,,51,41
208,2,3:00.0,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by F. Ntilikina),,53,41
209,2,2:52.0,,A. Davis misses 3-pt jump shot from 28 ft,53,41
210,2,2:48.0,Defensive rebound by E. Freedom,,53,41
211,2,2:41.0,F. Ntilikina makes 2-pt jump shot from 15 ft,,55,41
212,2,2:32.0,New York full timeout,,55,41
213,2,2:26.0,,E. Moore makes 2-pt jump shot from 6 ft (assist by R. Rondo),55,43
214,2,2:12.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,55,43
215,2,2:08.0,,Defensive rebound by D. Cousins,55,43
216,2,1:56.0,,A. Davis misses 2-pt jump shot from 5 ft (block by L. Thomas),55,43
217,2,1:50.0,,Offensive rebound by A. Davis,55,43
218,2,1:49.0,,A. Davis makes 2-pt layup from 2 ft,55,45
219,2,1:40.0,Shooting foul by R. Rondo (drawn by K. Porziņģis),,55,45
220,2,1:40.0,K. Porziņģis misses free throw 1 of 2,,55,45
221,2,1:40.0,Offensive rebound by Team,,55,45
222,2,1:40.0,K. Porziņģis makes free throw 2 of 2,,56,45
223,2,1:28.0,,E. Moore misses 2-pt jump shot from 11 ft,56,45
224,2,1:24.0,Defensive rebound by F. Ntilikina,,56,45
225,2,1:20.0,Turnover by F. Ntilikina (bad pass; steal by E. Moore),,56,45
226,2,1:15.0,,Turnover by A. Davis (bad pass; steal by F. Ntilikina),56,45
227,2,1:11.0,,Violation by D. Miller (kicked ball),56,45
228,2,0:58.0,F. Ntilikina misses 3-pt jump shot from 27 ft,,56,45
229,2,0:54.0,,Defensive rebound by D. Miller,56,45
230,2,0:42.0,,R. Rondo misses 2-pt layup from 5 ft,56,45
231,2,0:40.0,Defensive rebound by E. Freedom,,56,45
232,2,0:30.0,Turnover by E. Freedom (bad pass; steal by D. Cousins),,56,45
233,2,0:11.0,,D. Cousins misses 2-pt layup from 5 ft (block by K. Porziņģis),56,45
234,2,0:07.0,Defensive rebound by K. Porziņģis,,56,45
235,2,0:03.0,C. Lee misses 3-pt jump shot from 28 ft,,56,45
236,2,0:03.0,,Defensive rebound by D. Miller,56,45
237,2,0:00.0,,A. Davis misses 3-pt jump shot from 41 ft,56,45
238,2,0:00.0,,Offensive rebound by Team,56,45
239,3,11:46.0,,E. Moore misses 2-pt layup from 6 ft,56,45
240,3,11:43.0,Defensive rebound by E. Freedom,,56,45
241,3,11:27.0,J. Jack makes 2-pt jump shot from 9 ft,,58,45
242,3,11:08.0,,E. Moore makes 2-pt layup from 5 ft (assist by J. Holiday),58,47
243,3,10:51.0,C. Lee makes 3-pt jump shot from 27 ft (assist by K. Porziņģis),,61,47
244,3,10:35.0,,J. Holiday misses 3-pt jump shot from 28 ft,61,47
245,3,10:32.0,Defensive rebound by E. Freedom,,61,47
246,3,10:17.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by J. Jack),,63,47
247,3,9:58.0,,E. Moore makes 2-pt layup from 6 ft (assist by D. Cousins),63,49
248,3,9:41.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,63,49
249,3,9:38.0,,Defensive rebound by D. Cousins,63,49
250,3,9:33.0,,R. Rondo misses 2-pt jump shot from 17 ft,63,49
251,3,9:29.0,Defensive rebound by E. Freedom,,63,49
252,3,9:25.0,Personal foul by J. Holiday (drawn by J. Jack),,63,49
253,3,9:15.0,Shooting foul by A. Davis (drawn by K. Porziņģis),,63,49
254,3,9:15.0,K. Porziņģis makes free throw 1 of 2,,64,49
255,3,9:15.0,K. Porziņģis makes free throw 2 of 2,,65,49
256,3,9:07.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by E. Moore),65,52
257,3,8:46.0,J. Jack misses 2-pt jump shot from 17 ft,,65,52
258,3,8:40.0,,Defensive rebound by A. Davis,65,52
259,3,8:36.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by R. Rondo),65,54
260,3,8:36.0,,Shooting foul by K. Porziņģis (drawn by A. Davis),65,54
261,3,8:36.0,,A. Davis makes free throw 1 of 1,65,55
262,3,8:19.0,K. Porziņģis misses 2-pt layup from 6 ft,,65,55
263,3,8:17.0,,Defensive rebound by D. Cousins,65,55
264,3,8:09.0,,A. Davis misses 2-pt jump shot from 6 ft (block by C. Lee),65,55
265,3,8:06.0,Defensive rebound by J. Jack,,65,55
266,3,8:04.0,C. Lee makes 2-pt jump shot from 21 ft (assist by K. Porziņģis),,67,55
267,3,7:50.0,,Turnover by J. Holiday (bad pass; steal by K. Porziņģis),67,55
268,3,7:45.0,J. Jack makes 2-pt jump shot from 12 ft,,69,55
269,3,7:45.0,,New Orleans full timeout,69,55
270,3,7:33.0,,D. Cousins makes 3-pt jump shot from 28 ft (assist by E. Moore),69,58
271,3,7:10.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,69,58
272,3,7:08.0,Offensive rebound by E. Freedom,,69,58
273,3,7:05.0,E. Freedom makes 2-pt layup from 2 ft,,71,58
274,3,6:53.0,,D. Cousins misses 3-pt jump shot from 27 ft,71,58
275,3,6:48.0,Defensive rebound by L. Thomas,,71,58
276,3,6:38.0,J. Jack misses 3-pt jump shot from 23 ft,,71,58
277,3,6:35.0,,Defensive rebound by D. Cousins,71,58
278,3,6:28.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by R. Rondo),71,60
279,3,6:13.0,C. Lee misses 2-pt jump shot from 14 ft,,71,60
280,3,6:10.0,Offensive rebound by L. Thomas,,71,60
281,3,6:09.0,L. Thomas misses 2-pt layup from 3 ft,,71,60
282,3,6:09.0,,Defensive rebound by E. Moore,71,60
283,3,5:51.0,,Shooting foul by K. Porziņģis (drawn by A. Davis),71,60
284,3,5:51.0,,A. Davis makes free throw 1 of 2,71,61
285,3,5:51.0,M. Beasley enters the game for K. Porziņģis,,71,61
286,3,5:51.0,,A. Davis makes free throw 2 of 2,71,62
287,3,5:35.0,E. Freedom makes 2-pt hook shot from 7 ft (assist by M. Beasley),,73,62
288,3,5:24.0,,E. Moore makes 2-pt layup from 7 ft,73,64
289,3,5:08.0,Personal foul by D. Cousins (drawn by J. Jack),,73,64
290,3,5:08.0,D. McDermott enters the game for L. Thomas,,73,64
291,3,5:08.0,F. Ntilikina enters the game for J. Jack,,73,64
292,3,5:08.0,,D. Miller enters the game for D. Cousins,73,64
293,3,4:57.0,M. Beasley makes 2-pt layup from 4 ft,,75,64
294,3,4:45.0,,A. Davis makes 2-pt jump shot from 15 ft,75,66
295,3,4:26.0,M. Beasley misses 2-pt jump shot from 18 ft,,75,66
296,3,4:23.0,,Defensive rebound by R. Rondo,75,66
297,3,4:21.0,,Personal foul by D. McDermott (drawn by R. Rondo),75,66
298,3,4:10.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by R. Rondo),75,68
299,3,3:44.0,E. Freedom misses 2-pt layup from 5 ft (block by A. Davis),,75,68
300,3,3:43.0,Offensive rebound by Team,,75,68
301,3,3:43.0,Turnover by Team (shot clock),,75,68
302,3,3:31.0,,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),75,70
303,3,3:31.0,K. O'Quinn enters the game for E. Freedom,,75,70
304,3,3:31.0,,Shooting foul by K. O'Quinn (drawn by A. Davis),75,70
305,3,3:31.0,,A. Davis makes free throw 1 of 1,75,71
306,3,3:18.0,Turnover by K. O'Quinn (bad pass; steal by E. Moore),,75,71
307,3,3:12.0,,R. Rondo makes 2-pt layup from 6 ft,75,73
308,3,3:12.0,New York full timeout,,75,73
309,3,2:53.0,M. Beasley misses 2-pt jump shot from 7 ft (block by A. Davis),,75,73
310,3,2:49.0,Offensive rebound by K. O'Quinn,,75,73
311,3,2:48.0,K. O'Quinn makes 2-pt layup from 1 ft,,77,73
312,3,2:35.0,,A. Davis misses 2-pt jump shot from 14 ft,77,73
313,3,2:32.0,Defensive rebound by M. Beasley,,77,73
314,3,2:17.0,M. Beasley makes 2-pt dunk from 2 ft (assist by C. Lee),,79,73
315,3,1:59.0,,E. Moore makes 2-pt jump shot from 9 ft (assist by R. Rondo),79,75
316,3,1:49.0,F. Ntilikina misses 2-pt jump shot from 13 ft,,79,75
317,3,1:45.0,,Defensive rebound by D. Miller,79,75
318,3,1:38.0,,A. Davis misses 3-pt jump shot from 28 ft,79,75
319,3,1:35.0,Defensive rebound by M. Beasley,,79,75
320,3,1:27.0,D. McDermott misses 3-pt jump shot from 29 ft,,79,75
321,3,1:22.0,,Defensive rebound by A. Davis,79,75
322,3,1:18.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by R. Rondo),79,78
323,3,0:53.0,M. Beasley misses 2-pt jump shot from 11 ft,,79,78
324,3,0:51.0,,Defensive rebound by A. Davis,79,78
325,3,0:44.0,,A. Davis misses 2-pt layup from 8 ft (block by K. O'Quinn),79,78
326,3,0:41.0,Defensive rebound by M. Beasley,,79,78
327,3,0:41.0,Personal foul by A. Davis (drawn by M. Beasley),,79,78
328,3,0:41.0,,I. Clark enters the game for A. Davis,79,78
329,3,0:41.0,,D. Cousins enters the game for E. Moore,79,78
330,3,0:35.0,,Personal foul by K. O'Quinn (drawn by R. Rondo),79,78
331,3,0:35.0,Turnover by K. O'Quinn (turnover),,79,78
332,3,0:35.0,J. Noah enters the game for K. O'Quinn,,79,78
333,3,0:25.0,,J. Holiday misses 3-pt jump shot from 27 ft,79,78
334,3,0:21.0,Defensive rebound by D. McDermott,,79,78
335,3,0:03.0,C. Lee misses 2-pt jump shot from 17 ft,,79,78
336,3,0:03.0,,Defensive rebound by D. Miller,79,78
337,4,11:44.0,M. Beasley misses 2-pt jump shot from 17 ft,,79,78
338,4,11:41.0,,Defensive rebound by I. Clark,79,78
339,4,11:32.0,,J. Holiday makes 2-pt layup from 3 ft (assist by D. Cousins),79,80
340,4,11:32.0,,Shooting foul by R. Baker (drawn by J. Holiday),79,80
341,4,11:32.0,,J. Holiday makes free throw 1 of 1,79,81
342,4,11:13.0,M. Beasley misses 2-pt jump shot from 7 ft,,79,81
343,4,11:09.0,,Defensive rebound by D. Cousins,79,81
344,4,11:01.0,,D. Cousins misses 2-pt jump shot from 9 ft,79,81
345,4,10:58.0,Defensive rebound by F. Ntilikina,,79,81
346,4,10:46.0,D. McDermott misses 3-pt jump shot from 23 ft,,79,81
347,4,10:43.0,,Defensive rebound by D. Cunningham,79,81
348,4,10:28.0,,Personal foul by R. Baker (drawn by J. Holiday),79,81
349,4,10:28.0,J. Jack enters the game for R. Baker,,79,81
350,4,10:17.0,,Shooting foul by J. Noah (drawn by D. Cousins),79,81
351,4,10:17.0,,D. Cousins makes free throw 1 of 2,79,82
352,4,10:17.0,,D. Cousins misses free throw 2 of 2,79,82
353,4,10:14.0,Defensive rebound by M. Beasley,,79,82
354,4,10:02.0,Personal foul by I. Clark (drawn by F. Ntilikina),,79,82
355,4,10:02.0,K. Porziņģis enters the game for M. Beasley,,79,82
356,4,9:57.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,79,82
357,4,9:54.0,,Defensive rebound by D. Miller,79,82
358,4,9:43.0,,J. Holiday misses 2-pt jump shot from 8 ft,79,82
359,4,9:40.0,Defensive rebound by J. Noah,,79,82
360,4,9:30.0,J. Jack misses 2-pt jump shot from 9 ft,,79,82
361,4,9:24.0,Offensive rebound by J. Noah,,79,82
362,4,9:23.0,J. Noah misses 2-pt layup from 4 ft,,79,82
363,4,9:23.0,,Defensive rebound by D. Cousins,79,82
364,4,9:18.0,,D. Cousins makes 2-pt layup from 6 ft,79,84
365,4,9:05.0,D. McDermott misses 3-pt jump shot from 28 ft,,79,84
366,4,9:05.0,,Defensive rebound by J. Holiday,79,84
367,4,8:57.0,,J. Holiday makes 2-pt jump shot from 9 ft,79,86
368,4,8:56.0,New York full timeout,,79,86
369,4,8:46.0,J. Jack misses 2-pt jump shot from 18 ft,,79,86
370,4,8:42.0,,Defensive rebound by D. Cousins,79,86
371,4,8:34.0,,Personal foul by J. Noah (drawn by D. Cousins),79,86
372,4,8:28.0,,D. Miller misses 3-pt jump shot from 24 ft,79,86
373,4,8:25.0,Defensive rebound by F. Ntilikina,,79,86
374,4,8:19.0,F. Ntilikina makes 2-pt jump shot from 22 ft,,81,86
375,4,7:58.0,,D. Miller makes 2-pt jump shot from 18 ft (assist by D. Cousins),81,88
376,4,7:40.0,J. Jack makes 2-pt jump shot from 7 ft (assist by K. Porziņģis),,83,88
377,4,7:29.0,,J. Holiday misses 3-pt jump shot from 26 ft,83,88
378,4,7:26.0,Defensive rebound by J. Noah,,83,88
379,4,7:08.0,Shooting foul by D. Cunningham (drawn by K. Porziņģis),,83,88
