,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
364,4,5:46.0,Shooting foul by K. Koufos (drawn by G. Dragić),,93,104
365,4,5:46.0,,W. Cauley-Stein enters the game for F. Mason,93,104
366,4,5:46.0,,D. Fox enters the game for G. Temple,93,104
367,4,5:46.0,,B. Bogdanović enters the game for K. Koufos,93,104
368,4,5:46.0,G. Dragić makes free throw 1 of 1,,94,104
369,4,5:23.0,,V. Carter misses 2-pt jump shot from 16 ft,94,104
370,4,5:18.0,,Offensive rebound by B. Bogdanović,94,104
371,4,5:18.0,,B. Bogdanović misses 2-pt layup at rim,94,104
372,4,5:17.0,Defensive rebound by G. Dragić,,94,104
373,4,5:14.0,G. Dragić misses 2-pt hook shot from 10 ft,,94,104
374,4,5:12.0,Offensive rebound by Team,,94,104
