,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
38,1,7:50.0,W. Cauley-Stein misses 2-pt jump shot from 8 ft,,12,7
39,1,7:48.0,Offensive rebound by W. Cauley-Stein,,12,7
40,1,7:46.0,W. Cauley-Stein misses 2-pt hook shot from 13 ft,,12,7
41,1,7:46.0,,Defensive rebound by A. Gordon,12,7
42,1,7:35.0,,Turnover by A. Gordon (bad pass; steal by V. Carter),12,7
43,1,7:32.0,W. Cauley-Stein makes 2-pt dunk at rim,,14,7
44,1,7:32.0,,Orlando full timeout,14,7
45,1,7:32.0,G. Papagiannis enters the game for W. Cauley-Stein,,14,7
46,1,7:16.0,,E. Payton makes 2-pt layup from 1 ft (assist by J. Simmons),14,9
47,1,6:59.0,Personal foul by B. Biyombo (drawn by S. Labissière),,14,9
48,1,6:52.0,B. Bogdanović makes 2-pt jump shot from 16 ft,,16,9
49,1,6:35.0,,E. Fournier misses 2-pt jump shot from 13 ft,16,9
50,1,6:32.0,,Offensive rebound by B. Biyombo,16,9
51,1,6:32.0,,B. Biyombo misses 2-pt layup from 2 ft (block by G. Papagiannis),16,9
52,1,6:32.0,Defensive rebound by G. Papagiannis,,16,9
53,1,6:32.0,Turnover by G. Papagiannis (step out of bounds),,16,9
54,1,6:20.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),16,11
55,1,6:07.0,D. Fox misses 2-pt jump shot from 9 ft,,16,11
56,1,6:07.0,Offensive rebound by G. Papagiannis,,16,11
57,1,6:03.0,G. Papagiannis misses 2-pt layup at rim,,16,11
58,1,6:02.0,,Defensive rebound by E. Payton,16,11
59,1,6:00.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),16,14
60,1,5:37.0,B. Bogdanović makes 2-pt layup from 2 ft,,18,14
61,1,5:23.0,,E. Fournier misses 3-pt jump shot from 25 ft,18,14
62,1,5:21.0,,Offensive rebound by B. Biyombo,18,14
63,1,5:19.0,,E. Payton makes 2-pt layup from 2 ft (assist by B. Biyombo),18,16
64,1,5:00.0,G. Papagiannis misses 2-pt layup from 1 ft,,18,16
65,1,4:58.0,,Defensive rebound by E. Fournier,18,16
66,1,4:52.0,,Shooting foul by B. Bogdanović (drawn by E. Fournier),18,16
67,1,4:52.0,,E. Fournier makes free throw 1 of 2,18,17
68,1,4:52.0,G. Temple enters the game for D. Fox,,18,17
69,1,4:52.0,,E. Fournier makes free throw 2 of 2,18,18
70,1,4:40.0,Turnover by B. Bogdanović (bad pass; steal by E. Payton),,18,18
71,1,4:34.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),18,20
72,1,4:28.0,Sacramento full timeout,,18,20
73,1,4:28.0,W. Cauley-Stein enters the game for S. Labissière,,18,20
74,1,4:28.0,J. Jackson enters the game for G. Papagiannis,,18,20
75,1,4:16.0,G. Temple makes 2-pt jump shot from 13 ft,,20,20
76,1,4:02.0,,A. Gordon misses 2-pt jump shot from 9 ft,20,20
77,1,3:59.0,Defensive rebound by J. Jackson,,20,20
78,1,3:48.0,Turnover by B. Bogdanović (traveling),,20,20
79,1,3:48.0,,S. Mack enters the game for J. Simmons,20,20
80,1,3:38.0,,Personal foul by G. Temple (drawn by E. Fournier),20,20
81,1,3:38.0,B. Hield enters the game for B. Bogdanović,,20,20
82,1,3:28.0,,E. Fournier makes 2-pt jump shot from 20 ft,20,22
83,1,3:02.0,V. Carter misses 2-pt layup from 1 ft (block by B. Biyombo),,20,22
84,1,3:01.0,,Defensive rebound by Team,20,22
85,1,3:01.0,,D. Augustin enters the game for E. Payton,20,22
86,1,3:01.0,,M. Speights enters the game for B. Biyombo,20,22
87,1,2:47.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by D. Augustin),20,25
88,1,2:29.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Temple),,22,25
89,1,2:16.0,,Turnover by A. Gordon (out of bounds lost ball),22,25
90,1,2:00.0,G. Temple makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),,24,25
91,1,1:46.0,,A. Gordon misses 3-pt jump shot from 25 ft,24,25
92,1,1:44.0,Defensive rebound by J. Jackson,,24,25
93,1,1:31.0,W. Cauley-Stein misses 2-pt hook shot from 4 ft,,24,25
94,1,1:31.0,Offensive rebound by Team,,24,25
95,1,1:31.0,,Loose ball foul by E. Fournier (drawn by J. Jackson),24,25
96,1,1:31.0,,M. Hezonja enters the game for A. Gordon,24,25
97,1,1:31.0,M. Richardson enters the game for V. Carter,,24,25
98,1,1:17.0,G. Temple makes 2-pt jump shot from 16 ft (assist by W. Cauley-Stein),,26,25
99,1,1:01.0,,Turnover by M. Hezonja (bad pass; steal by B. Hield),26,25
100,1,0:59.0,W. Cauley-Stein makes 2-pt dunk from 1 ft,,28,25
101,1,0:48.0,,E. Fournier misses 3-pt jump shot from 25 ft,28,25
102,1,0:45.0,Defensive rebound by J. Jackson,,28,25
103,1,0:36.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,28,25
104,1,0:36.0,,Defensive rebound by D. Augustin,28,25
105,1,0:17.0,,D. Augustin makes 2-pt layup from 1 ft,28,27
106,1,0:01.0,M. Richardson misses 2-pt jump shot from 18 ft,,28,27
107,1,0:01.0,Offensive rebound by Team,,28,27
108,2,11:53.0,Violation by B. Hield (kicked ball),,28,27
109,2,11:36.0,,W. Iwundu makes 3-pt jump shot from 22 ft (assist by D. Augustin),28,30
110,2,11:13.0,B. Hield makes 2-pt layup from 3 ft,,30,30
111,2,11:04.0,,M. Speights misses 3-pt jump shot from 26 ft,30,30
112,2,11:01.0,Defensive rebound by M. Richardson,,30,30
113,2,10:48.0,J. Jackson makes 2-pt jump shot from 20 ft (assist by S. Labissière),,32,30
114,2,10:35.0,,M. Hezonja misses 3-pt jump shot from 24 ft,32,30
115,2,10:34.0,,Offensive rebound by Team,32,30
116,2,10:26.0,,M. Speights misses 3-pt jump shot from 25 ft,32,30
117,2,10:22.0,,Offensive rebound by D. Augustin,32,30
118,2,10:22.0,,D. Augustin misses 2-pt layup from 2 ft (block by B. Hield),32,30
119,2,10:22.0,,Offensive rebound by Team,32,30
120,2,10:13.0,,Shooting foul by J. Jackson (drawn by S. Mack),32,30
121,2,10:13.0,,S. Mack makes free throw 1 of 2,32,31
122,2,10:13.0,,S. Mack makes free throw 2 of 2,32,32
123,2,9:54.0,Turnover by B. Hield (bad pass; steal by M. Hezonja),,32,32
124,2,9:53.0,,Shooting foul by M. Richardson (drawn by D. Augustin),32,32
125,2,9:53.0,,D. Augustin makes free throw 1 of 2,32,33
126,2,9:53.0,,D. Augustin makes free throw 2 of 2,32,34
127,2,9:39.0,B. Hield misses 2-pt jump shot from 15 ft,,32,34
128,2,9:34.0,,Defensive rebound by S. Mack,32,34
129,2,9:27.0,,S. Mack makes 2-pt layup from 2 ft,32,36
130,2,9:17.0,Turnover by S. Labissière (lost ball; steal by D. Augustin),,32,36
131,2,9:10.0,,Turnover by M. Speights (lost ball; steal by B. Hield),32,36
132,2,9:05.0,J. Jackson makes 2-pt layup from 1 ft (assist by B. Hield),,34,36
133,2,8:41.0,,M. Hezonja makes 2-pt layup from 3 ft (assist by W. Iwundu),34,38
134,2,8:32.0,G. Temple makes 2-pt jump shot from 18 ft,,36,38
135,2,8:26.0,,Orlando full timeout,36,38
136,2,8:26.0,,K. Birch enters the game for M. Speights,36,38
137,2,8:26.0,D. Fox enters the game for M. Richardson,,36,38
138,2,8:04.0,,S. Mack misses 2-pt layup from 5 ft (block by S. Labissière),36,38
139,2,8:01.0,Defensive rebound by S. Labissière,,36,38
140,2,7:45.0,Shooting foul by M. Hezonja (drawn by S. Labissière),,36,38
141,2,7:45.0,S. Labissière makes free throw 1 of 2,,37,38
142,2,7:45.0,,J. Simmons enters the game for S. Mack,37,38
143,2,7:45.0,S. Labissière makes free throw 2 of 2,,38,38
144,2,7:36.0,,D. Augustin makes 3-pt jump shot from 27 ft (assist by K. Birch),38,41
145,2,7:16.0,G. Temple misses 3-pt jump shot from 23 ft,,38,41
146,2,7:14.0,,Defensive rebound by J. Simmons,38,41
147,2,6:52.0,,W. Iwundu misses 2-pt jump shot from 16 ft,38,41
148,2,6:47.0,Defensive rebound by B. Hield,,38,41
149,2,6:42.0,B. Hield misses 3-pt jump shot from 26 ft,,38,41
150,2,6:39.0,,Defensive rebound by J. Simmons,38,41
151,2,6:31.0,,D. Augustin misses 3-pt jump shot from 27 ft,38,41
152,2,6:28.0,Defensive rebound by S. Labissière,,38,41
153,2,6:20.0,D. Fox makes 2-pt jump shot from 11 ft,,40,41
154,2,6:00.0,,M. Hezonja misses 2-pt jump shot from 21 ft,40,41
155,2,5:56.0,Defensive rebound by J. Jackson,,40,41
156,2,5:51.0,Turnover by J. Jackson (bad pass; steal by M. Hezonja),,40,41
157,2,5:46.0,,Personal foul by D. Fox (drawn by M. Hezonja),40,41
158,2,5:46.0,,E. Fournier enters the game for M. Hezonja,40,41
159,2,5:46.0,,E. Payton enters the game for D. Augustin,40,41
160,2,5:46.0,,A. Gordon enters the game for W. Iwundu,40,41
161,2,5:46.0,B. Bogdanović enters the game for G. Temple,,40,41
162,2,5:28.0,,J. Simmons misses 3-pt jump shot from 25 ft,40,41
163,2,5:25.0,,Offensive rebound by K. Birch,40,41
164,2,5:24.0,,K. Birch misses 2-pt layup from 1 ft,40,41
165,2,5:24.0,Defensive rebound by S. Labissière,,40,41
166,2,5:17.0,D. Fox misses 2-pt jump shot from 20 ft,,40,41
167,2,5:13.0,,Defensive rebound by E. Payton,40,41
168,2,5:11.0,,E. Payton makes 2-pt layup from 2 ft,40,43
169,2,5:11.0,,Shooting foul by B. Hield (drawn by E. Payton),40,43
170,2,5:11.0,,B. Biyombo enters the game for K. Birch,40,43
171,2,5:11.0,W. Cauley-Stein enters the game for S. Labissière,,40,43
172,2,5:11.0,,E. Payton misses free throw 1 of 1,40,43
173,2,5:07.0,Defensive rebound by J. Jackson,,40,43
174,2,5:03.0,Sacramento full timeout,,40,43
175,2,5:03.0,G. Temple enters the game for D. Fox,,40,43
176,2,5:03.0,V. Carter enters the game for J. Jackson,,40,43
177,2,4:53.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,42,43
178,2,4:28.0,,A. Gordon makes 2-pt layup from 2 ft (assist by E. Payton),42,45
179,2,4:19.0,Personal foul by E. Payton (drawn by V. Carter),,42,45
180,2,4:11.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by B. Biyombo),,42,45
181,2,4:07.0,Offensive rebound by B. Hield,,42,45
182,2,4:04.0,V. Carter misses 3-pt jump shot from 24 ft,,42,45
183,2,4:00.0,,Defensive rebound by A. Gordon,42,45
184,2,3:49.0,,E. Payton misses 2-pt layup from 3 ft (block by W. Cauley-Stein),42,45
185,2,3:45.0,Defensive rebound by B. Bogdanović,,42,45
186,2,3:38.0,B. Bogdanović misses 2-pt layup from 2 ft,,42,45
187,2,3:35.0,Offensive rebound by W. Cauley-Stein,,42,45
188,2,3:33.0,G. Temple makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),,45,45
189,2,3:13.0,Offensive charge foul by A. Gordon (drawn by B. Hield),,45,45
190,2,3:13.0,,Turnover by A. Gordon (offensive foul),45,45
191,2,2:55.0,Turnover by B. Bogdanović (bad pass),,45,45
192,2,2:43.0,,Turnover by E. Fournier (lost ball; steal by B. Hield),45,45
193,2,2:39.0,G. Temple makes 2-pt layup from 1 ft,,47,45
194,2,2:39.0,,Orlando full timeout,47,45
195,2,2:26.0,,Personal foul by V. Carter (drawn by E. Fournier),47,45
196,2,2:26.0,,E. Fournier makes free throw 1 of 2,47,46
197,2,2:26.0,,E. Fournier makes free throw 2 of 2,47,47
198,2,2:14.0,B. Hield makes 3-pt jump shot from 26 ft (assist by V. Carter),,50,47
199,2,1:56.0,,B. Biyombo makes 2-pt dunk at rim (assist by E. Fournier),50,49
200,2,1:38.0,Turnover by B. Hield (bad pass; steal by A. Gordon),,50,49
201,2,1:34.0,,A. Gordon makes 2-pt dunk at rim,50,51
202,2,1:20.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by G. Temple),,52,51
203,2,1:04.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),52,53
204,2,0:51.0,Personal foul by B. Biyombo (drawn by W. Cauley-Stein),,52,53
205,2,0:51.0,,S. Mack enters the game for J. Simmons,52,53
206,2,0:42.0,B. Hield misses 2-pt layup from 1 ft,,52,53
207,2,0:40.0,,Defensive rebound by A. Gordon,52,53
208,2,0:31.0,,Turnover by A. Gordon (traveling),52,53
209,2,0:13.0,Turnover by V. Carter (bad pass),,52,53
210,2,0:03.0,,A. Gordon misses 3-pt jump shot from 25 ft,52,53
211,2,0:03.0,Defensive rebound by B. Hield,,52,53
212,2,0:00.0,B. Hield misses 3-pt jump shot from 48 ft,,52,53
213,2,0:00.0,Offensive rebound by Team,,52,53
214,3,11:46.0,,Turnover by A. Gordon (step out of bounds),52,53
215,3,11:28.0,J. Jackson misses 3-pt jump shot from 25 ft,,52,53
216,3,11:25.0,,Defensive rebound by B. Biyombo,52,53
217,3,11:21.0,,Offensive foul by B. Biyombo (drawn by V. Carter),52,53
218,3,11:21.0,,Turnover by B. Biyombo (offensive foul),52,53
219,3,11:05.0,G. Temple misses 3-pt jump shot from 25 ft,,52,53
220,3,11:02.0,,Defensive rebound by J. Simmons,52,53
221,3,10:49.0,,E. Fournier makes 2-pt jump shot from 10 ft,52,55
222,3,10:28.0,V. Carter misses 3-pt jump shot from 25 ft,,52,55
223,3,10:25.0,,Defensive rebound by A. Gordon,52,55
224,3,10:16.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by B. Biyombo),52,58
225,3,9:54.0,G. Temple makes 2-pt jump shot from 10 ft,,54,58
226,3,9:36.0,,J. Simmons makes 2-pt jump shot from 20 ft (assist by B. Biyombo),54,60
227,3,9:23.0,W. Cauley-Stein makes 2-pt dunk at rim,,56,60
228,3,9:05.0,,A. Gordon makes 3-pt jump shot from 22 ft (assist by E. Fournier),56,63
229,3,8:41.0,V. Carter makes 2-pt dunk from 1 ft,,58,63
230,3,8:35.0,,Personal block foul by G. Temple (drawn by E. Payton),58,63
231,3,8:26.0,,E. Fournier misses 3-pt jump shot from 23 ft,58,63
232,3,8:22.0,Defensive rebound by B. Bogdanović,,58,63
233,3,8:02.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Temple),,60,63
234,3,7:37.0,,A. Gordon misses 2-pt layup from 1 ft,60,63
235,3,7:35.0,Defensive rebound by W. Cauley-Stein,,60,63
236,3,7:25.0,B. Bogdanović makes 2-pt jump shot from 12 ft,,62,63
237,3,7:12.0,,J. Simmons makes 3-pt jump shot from 25 ft,62,66
238,3,6:52.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by V. Carter),,64,66
239,3,6:45.0,,J. Simmons makes 2-pt layup from 2 ft,64,68
240,3,6:45.0,,Shooting foul by B. Bogdanović (drawn by J. Simmons),64,68
241,3,6:45.0,,Orlando full timeout,64,68
242,3,6:45.0,S. Labissière enters the game for W. Cauley-Stein,,64,68
243,3,6:45.0,,J. Simmons makes free throw 1 of 1,64,69
244,3,6:33.0,Turnover by B. Bogdanović (bad pass; steal by E. Payton),,64,69
245,3,6:20.0,,B. Biyombo misses 2-pt jump shot from 12 ft,64,69
246,3,6:17.0,Defensive rebound by J. Jackson,,64,69
247,3,5:59.0,V. Carter misses 2-pt layup from 1 ft,,64,69
248,3,5:56.0,,Defensive rebound by E. Payton,64,69
249,3,5:50.0,,E. Payton makes 2-pt layup from 2 ft,64,71
250,3,5:32.0,Shooting foul by B. Biyombo (drawn by S. Labissière),,64,71
251,3,5:32.0,S. Labissière misses free throw 1 of 2,,64,71
252,3,5:32.0,Offensive rebound by Team,,64,71
253,3,5:32.0,,K. Birch enters the game for B. Biyombo,64,71
254,3,5:32.0,M. Richardson enters the game for B. Bogdanović,,64,71
255,3,5:32.0,B. Hield enters the game for V. Carter,,64,71
256,3,5:32.0,S. Labissière makes free throw 2 of 2,,65,71
257,3,5:23.0,,E. Payton makes 3-pt jump shot from 24 ft (assist by E. Fournier),65,74
258,3,5:08.0,J. Jackson misses 3-pt jump shot from 25 ft,,65,74
259,3,5:05.0,,Defensive rebound by A. Gordon,65,74
260,3,4:57.0,,J. Simmons misses 2-pt layup from 6 ft (block by S. Labissière),65,74
261,3,4:53.0,Defensive rebound by J. Jackson,,65,74
262,3,4:44.0,B. Hield makes 3-pt jump shot from 23 ft (assist by G. Temple),,68,74
263,3,4:34.0,,Personal foul by B. Hield (drawn by E. Payton),68,74
264,3,4:22.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),68,76
265,3,4:11.0,S. Labissière misses 2-pt jump shot from 12 ft,,68,76
266,3,4:06.0,,Defensive rebound by E. Payton,68,76
267,3,4:03.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by E. Payton),68,79
268,3,4:02.0,Sacramento full timeout,,68,79
269,3,3:50.0,G. Temple misses 3-pt jump shot from 23 ft,,68,79
270,3,3:46.0,,Defensive rebound by K. Birch,68,79
271,3,3:38.0,,Turnover by E. Payton (turnover),68,79
272,3,3:38.0,,Loose ball foul by E. Payton (drawn by G. Temple),68,79
273,3,3:38.0,W. Cauley-Stein enters the game for J. Jackson,,68,79
274,3,3:20.0,M. Richardson makes 2-pt jump shot from 17 ft (assist by W. Cauley-Stein),,70,79
275,3,2:55.0,,J. Simmons misses 2-pt jump shot from 14 ft,70,79
276,3,2:53.0,,Offensive rebound by K. Birch,70,79
277,3,2:53.0,,Shooting foul by W. Cauley-Stein (drawn by K. Birch),70,79
278,3,2:53.0,,K. Birch makes free throw 1 of 2,70,80
279,3,2:53.0,,D. Augustin enters the game for E. Payton,70,80
280,3,2:53.0,,K. Birch misses free throw 2 of 2,70,80
281,3,2:50.0,Defensive rebound by S. Labissière,,70,80
282,3,2:29.0,B. Hield makes 3-pt jump shot from 22 ft (assist by S. Labissière),,73,80
283,3,2:15.0,,Personal foul by B. Hield (drawn by E. Fournier),73,80
284,3,2:15.0,,E. Fournier makes free throw 1 of 2,73,81
285,3,2:15.0,,E. Fournier makes free throw 2 of 2,73,82
286,3,1:58.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,73,82
287,3,1:56.0,,Defensive rebound by K. Birch,73,82
288,3,1:38.0,,J. Simmons misses 3-pt jump shot from 25 ft (block by S. Labissière),73,82
289,3,1:33.0,Defensive rebound by S. Labissière,,73,82
290,3,1:32.0,B. Hield makes 2-pt layup from 2 ft (assist by S. Labissière),,75,82
291,3,1:13.0,,A. Gordon misses 3-pt jump shot from 25 ft,75,82
292,3,1:11.0,Defensive rebound by S. Labissière,,75,82
293,3,1:07.0,M. Richardson misses 3-pt jump shot from 24 ft,,75,82
294,3,1:03.0,Offensive rebound by W. Cauley-Stein,,75,82
295,3,1:02.0,M. Richardson misses 3-pt jump shot from 23 ft,,75,82
296,3,0:57.0,,Defensive rebound by A. Gordon,75,82
297,3,0:52.0,Offensive charge foul by A. Gordon (drawn by W. Cauley-Stein),,75,82
298,3,0:52.0,,Turnover by A. Gordon (offensive foul),75,82
299,3,0:52.0,,S. Mack enters the game for A. Gordon,75,82
300,3,0:52.0,,M. Hezonja enters the game for E. Fournier,75,82
301,3,0:42.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Temple),,77,82
302,3,0:25.0,,M. Hezonja misses 2-pt layup from 2 ft (block by W. Cauley-Stein),77,82
303,3,0:25.0,Defensive rebound by Team,,77,82
304,3,0:25.0,B. Bogdanović enters the game for S. Labissière,,77,82
305,3,0:03.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,77,82
306,3,0:03.0,,Defensive rebound by K. Birch,77,82
307,4,11:41.0,Turnover by B. Bogdanović (bad pass; steal by K. Birch),,77,82
308,4,11:20.0,,K. Birch makes 2-pt jump shot from 9 ft (assist by D. Augustin),77,84
309,4,11:00.0,Shooting foul by S. Mack (drawn by W. Cauley-Stein),,77,84
310,4,11:00.0,W. Cauley-Stein makes free throw 1 of 2,,78,84
311,4,11:00.0,W. Cauley-Stein makes free throw 2 of 2,,79,84
312,4,10:37.0,,S. Mack misses 3-pt jump shot from 25 ft,79,84
313,4,10:34.0,Defensive rebound by W. Cauley-Stein,,79,84
314,4,10:32.0,B. Hield misses 3-pt jump shot from 26 ft,,79,84
315,4,10:27.0,Offensive rebound by M. Richardson,,79,84
316,4,10:26.0,M. Richardson makes 2-pt layup from 2 ft,,81,84
317,4,10:02.0,,K. Birch misses 2-pt layup from 3 ft (block by M. Richardson),81,84
318,4,10:02.0,,Offensive rebound by Team,81,84
319,4,10:00.0,,K. Birch misses 2-pt jump shot from 12 ft,81,84
320,4,9:55.0,Defensive rebound by B. Hield,,81,84
321,4,9:43.0,G. Temple makes 2-pt jump shot from 18 ft,,83,84
322,4,9:43.0,,Orlando full timeout,83,84
323,4,9:43.0,,E. Payton enters the game for S. Mack,83,84
324,4,9:43.0,S. Labissière enters the game for W. Cauley-Stein,,83,84
325,4,9:31.0,,D. Augustin makes 3-pt jump shot from 25 ft,83,87
326,4,9:12.0,S. Labissière makes 2-pt layup from 2 ft (assist by B. Hield),,85,87
327,4,9:12.0,Shooting foul by K. Birch (drawn by S. Labissière),,85,87
328,4,9:12.0,,E. Fournier enters the game for W. Iwundu,85,87
329,4,9:12.0,S. Labissière makes free throw 1 of 1,,86,87
330,4,8:52.0,,Turnover by D. Augustin (bad pass; steal by M. Richardson),86,87
331,4,8:40.0,M. Richardson misses 2-pt jump shot from 22 ft,,86,87
332,4,8:37.0,,Defensive rebound by K. Birch,86,87
333,4,8:34.0,,E. Fournier misses 3-pt jump shot from 25 ft,86,87
334,4,8:31.0,Defensive rebound by M. Richardson,,86,87
335,4,8:16.0,Turnover by G. Temple (lost ball; steal by D. Augustin),,86,87
336,4,8:14.0,,D. Augustin misses 2-pt layup from 2 ft,86,87
337,4,8:13.0,,Offensive rebound by E. Payton,86,87
338,4,8:12.0,,E. Payton makes 2-pt layup at rim,86,89
339,4,7:49.0,,Offensive charge foul by G. Temple (drawn by D. Augustin),86,89
340,4,7:49.0,Turnover by G. Temple (offensive foul),,86,89
341,4,7:49.0,,A. Gordon enters the game for M. Hezonja,86,89
342,4,7:49.0,,J. Simmons enters the game for D. Augustin,86,89
343,4,7:35.0,,E. Fournier misses 3-pt jump shot from 24 ft,86,89
344,4,7:31.0,Defensive rebound by B. Hield,,86,89
345,4,7:26.0,Sacramento full timeout,,86,89
346,4,7:26.0,,B. Biyombo enters the game for K. Birch,86,89
347,4,7:26.0,V. Carter enters the game for S. Labissière,,86,89
348,4,7:26.0,W. Cauley-Stein enters the game for M. Richardson,,86,89
349,4,7:18.0,Turnover by W. Cauley-Stein (bad pass; steal by E. Payton),,86,89
350,4,7:13.0,,E. Payton makes 2-pt jump shot from 8 ft (assist by A. Gordon),86,91
351,4,6:58.0,G. Temple makes 2-pt layup from 2 ft (assist by V. Carter),,88,91
352,4,6:30.0,,E. Fournier misses 2-pt jump shot from 22 ft,88,91
353,4,6:28.0,Defensive rebound by W. Cauley-Stein,,88,91
354,4,6:22.0,G. Temple makes 3-pt jump shot from 25 ft,,91,91
355,4,6:20.0,,Orlando full timeout,91,91
356,4,6:02.0,,Turnover by B. Biyombo (lost ball; steal by B. Hield),91,91
357,4,5:43.0,B. Bogdanović misses 2-pt layup from 2 ft (block by B. Biyombo),,91,91
358,4,5:39.0,Offensive rebound by W. Cauley-Stein,,91,91
359,4,5:38.0,W. Cauley-Stein misses 2-pt dunk from 2 ft,,91,91
360,4,5:36.0,,Defensive rebound by A. Gordon,91,91
361,4,5:33.0,,B. Biyombo makes 2-pt dunk at rim,91,93
362,4,5:15.0,G. Temple makes 3-pt jump shot from 24 ft (assist by V. Carter),,94,93
363,4,5:00.0,,E. Fournier misses 3-pt jump shot from 25 ft,94,93
364,4,4:57.0,,Offensive rebound by A. Gordon,94,93
365,4,4:55.0,,Shooting foul by W. Cauley-Stein (drawn by A. Gordon),94,93
366,4,4:55.0,,A. Gordon misses free throw 1 of 3,94,93
367,4,4:55.0,,Offensive rebound by Team,94,93
368,4,4:55.0,,A. Gordon makes free throw 2 of 3,94,94
369,4,4:55.0,J. Jackson enters the game for B. Hield,,94,94
370,4,4:55.0,,A. Gordon makes free throw 3 of 3,94,95
371,4,4:37.0,B. Bogdanović misses 3-pt jump shot from 14 ft,,94,95
372,4,4:35.0,,Defensive rebound by B. Biyombo,94,95
373,4,4:22.0,,E. Payton misses 2-pt jump shot from 15 ft,94,95
374,4,4:18.0,Defensive rebound by V. Carter,,94,95
