,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
137,2,9:36.0,T. Daniels misses 3-pt jump shot from 22 ft,,26,38
138,2,9:32.0,,Defensive rebound by P. Siakam,26,38
139,2,9:28.0,,N. Powell misses 3-pt jump shot from 24 ft,26,38
140,2,9:26.0,Defensive rebound by D. Booker,,26,38
141,2,9:20.0,J. Dudley enters the game for D. Bender,,26,38
142,2,9:20.0,T. Warren enters the game for J. Jackson,,26,38
143,2,9:13.0,A. Len makes 2-pt dunk from 1 ft (assist by D. Booker),,28,38
144,2,9:08.0,Technical foul by D. Booker,,28,38
145,2,9:08.0,,C. Miles makes technical free throw,28,39
146,2,9:08.0,,S. Ibaka enters the game for P. Siakam,28,39
147,2,8:45.0,,F. VanVleet misses 3-pt jump shot from 24 ft,28,39
148,2,8:42.0,Defensive rebound by A. Len,,28,39
149,2,8:32.0,A. Len makes 2-pt dunk at rim (assist by J. Dudley),,30,39
150,2,8:32.0,,Toronto full timeout,30,39
151,2,8:32.0,,K. Lowry enters the game for N. Powell,30,39
152,2,8:08.0,,J. Poeltl makes 2-pt layup from 10 ft (assist by F. VanVleet),30,41
153,2,7:56.0,Shooting foul by S. Ibaka (drawn by A. Len),,30,41
154,2,7:56.0,A. Len misses free throw 1 of 2,,30,41
155,2,7:56.0,Offensive rebound by Team,,30,41
156,2,7:56.0,A. Len makes free throw 2 of 2,,31,41
157,2,7:44.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by K. Lowry),31,44
158,2,7:28.0,A. Len misses 2-pt layup from 6 ft (block by J. Poeltl),,31,44
159,2,7:25.0,,Defensive rebound by S. Ibaka,31,44
160,2,7:22.0,,Personal foul by J. Dudley (drawn by C. Miles),31,44
161,2,7:15.0,,J. Poeltl misses 2-pt layup from 3 ft,31,44
162,2,7:13.0,Defensive rebound by T. Daniels,,31,44
163,2,7:13.0,Personal foul by K. Lowry (drawn by D. Booker),,31,44
164,2,7:13.0,,D. DeRozan enters the game for F. VanVleet,31,44
165,2,7:11.0,D. Booker misses 3-pt jump shot from 23 ft,,31,44
166,2,7:07.0,,Defensive rebound by C. Miles,31,44
167,2,7:04.0,,K. Lowry misses 3-pt jump shot from 24 ft,31,44
168,2,7:01.0,Defensive rebound by J. Dudley,,31,44
169,2,6:44.0,T. Daniels misses 3-pt jump shot from 22 ft,,31,44
170,2,6:41.0,,Defensive rebound by K. Lowry,31,44
171,2,6:35.0,,S. Ibaka misses 3-pt jump shot from 25 ft,31,44
172,2,6:34.0,Defensive rebound by A. Len,,31,44
173,2,6:22.0,A. Len misses 2-pt dunk from 6 ft (block by S. Ibaka),,31,44
174,2,6:18.0,,Defensive rebound by K. Lowry,31,44
175,2,6:13.0,,O. Anunoby enters the game for C. Miles,31,44
176,2,6:13.0,M. James enters the game for T. Daniels,,31,44
177,2,6:02.0,,Shooting foul by M. James (drawn by K. Lowry),31,44
178,2,6:02.0,,K. Lowry misses free throw 1 of 2,31,44
179,2,6:02.0,,Offensive rebound by Team,31,44
180,2,6:02.0,,K. Lowry makes free throw 2 of 2,31,45
181,2,5:40.0,T. Warren misses 2-pt jump shot from 19 ft,,31,45
182,2,5:38.0,,Defensive rebound by S. Ibaka,31,45
183,2,5:30.0,,D. DeRozan misses 2-pt jump shot from 11 ft,31,45
184,2,5:28.0,Defensive rebound by D. Booker,,31,45
185,2,5:23.0,T. Warren misses 2-pt layup from 3 ft,,31,45
186,2,5:21.0,,Defensive rebound by J. Poeltl,31,45
187,2,5:17.0,Offensive charge foul by O. Anunoby (drawn by D. Booker),,31,45
188,2,5:17.0,,Turnover by O. Anunoby (offensive foul),31,45
189,2,5:17.0,,N. Powell enters the game for O. Anunoby,31,45
190,2,4:53.0,A. Len makes 2-pt hook shot from 3 ft,,33,45
191,2,4:41.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by N. Powell),33,47
192,2,4:23.0,A. Len makes 2-pt dunk from 1 ft (assist by J. Dudley),,35,47
193,2,4:02.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. DeRozan),35,50
194,2,3:44.0,T. Warren makes 3-pt jump shot from 24 ft (assist by J. Dudley),,38,50
195,2,3:24.0,,J. Valančiūnas enters the game for J. Poeltl,38,50
196,2,3:24.0,G. Monroe enters the game for A. Len,,38,50
197,2,3:16.0,,N. Powell misses 3-pt jump shot from 24 ft,38,50
198,2,3:15.0,,Offensive rebound by Team,38,50
199,2,3:15.0,,Turnover by Team (shot clock),38,50
200,2,3:15.0,Phoenix full timeout,,38,50
201,2,3:02.0,G. Monroe misses 2-pt hook shot from 5 ft,,38,50
202,2,2:59.0,,Defensive rebound by J. Valančiūnas,38,50
203,2,2:49.0,,D. DeRozan misses 2-pt jump shot from 5 ft,38,50
204,2,2:49.0,,Offensive rebound by Team,38,50
205,2,2:49.0,Loose ball foul by D. Booker (drawn by J. Valančiūnas),,38,50
206,2,2:39.0,,Turnover by J. Valančiūnas (lost ball; steal by G. Monroe),38,50
207,2,2:27.0,J. Dudley misses 2-pt layup from 2 ft (block by S. Ibaka),,38,50
208,2,2:25.0,,Defensive rebound by S. Ibaka,38,50
209,2,2:21.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by K. Lowry),38,52
210,2,2:13.0,D. Booker misses 3-pt jump shot from 22 ft,,38,52
211,2,2:09.0,,Defensive rebound by K. Lowry,38,52
212,2,1:58.0,,Turnover by K. Lowry (bad pass; steal by D. Booker),38,52
213,2,1:55.0,M. James makes 2-pt dunk at rim (assist by D. Booker),,40,52
214,2,1:38.0,,N. Powell misses 2-pt layup from 3 ft (block by D. Booker),40,52
215,2,1:35.0,Defensive rebound by D. Booker,,40,52
216,2,1:33.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,42,52
217,2,1:13.0,,Turnover by K. Lowry (bad pass),42,52
218,2,0:57.0,Shooting foul by N. Powell (drawn by J. Dudley),,42,52
219,2,0:57.0,J. Dudley makes free throw 1 of 2,,43,52
220,2,0:57.0,,F. VanVleet enters the game for N. Powell,43,52
221,2,0:57.0,J. Dudley makes free throw 2 of 2,,44,52
222,2,0:48.0,,F. VanVleet misses 3-pt jump shot from 25 ft,44,52
223,2,0:44.0,Defensive rebound by G. Monroe,,44,52
224,2,0:39.0,Shooting foul by F. VanVleet (drawn by D. Booker),,44,52
225,2,0:39.0,D. Booker makes free throw 1 of 2,,45,52
226,2,0:39.0,D. Booker makes free throw 2 of 2,,46,52
227,2,0:27.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),46,55
228,2,0:07.0,D. Booker misses 2-pt layup from 6 ft,,46,55
229,2,0:06.0,,Defensive rebound by J. Valančiūnas,46,55
230,2,0:00.0,,K. Lowry misses 3-pt jump shot from 35 ft,46,55
231,2,0:00.0,Defensive rebound by J. Dudley,,46,55
232,3,11:38.0,Offensive foul by T. Warren (drawn by O. Anunoby),,46,55
233,3,11:38.0,Turnover by T. Warren (offensive foul),,46,55
234,3,11:24.0,,Turnover by O. Anunoby (traveling),46,55
235,3,11:08.0,G. Monroe makes 2-pt layup from 1 ft,,48,55
236,3,11:00.0,,Shooting foul by G. Monroe (drawn by J. Valančiūnas),48,55
237,3,11:00.0,,J. Valančiūnas makes free throw 1 of 2,48,56
238,3,11:00.0,,J. Valančiūnas makes free throw 2 of 2,48,57
239,3,10:51.0,T. Warren misses 2-pt jump shot from 16 ft,,48,57
240,3,10:49.0,,Defensive rebound by D. DeRozan,48,57
241,3,10:39.0,,O. Anunoby makes 3-pt jump shot from 22 ft (assist by D. DeRozan),48,60
242,3,10:18.0,D. Booker makes 3-pt jump shot from 25 ft (assist by M. Chriss),,51,60
243,3,9:55.0,,S. Ibaka misses 2-pt jump shot from 10 ft,51,60
244,3,9:53.0,Defensive rebound by G. Monroe,,51,60
245,3,9:43.0,T. Warren misses 3-pt jump shot from 22 ft,,51,60
246,3,9:40.0,,Defensive rebound by K. Lowry,51,60
247,3,9:20.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),51,62
248,3,9:09.0,,Offensive charge foul by T. Warren (drawn by K. Lowry),51,62
249,3,9:09.0,Turnover by T. Warren (offensive foul),,51,62
250,3,8:53.0,,Turnover by K. Lowry (bad pass; steal by G. Monroe),51,62
251,3,8:48.0,T. Warren misses 2-pt layup from 1 ft (block by S. Ibaka),,51,62
252,3,8:48.0,,Defensive rebound by Team,51,62
253,3,8:48.0,,Personal foul by G. Monroe (drawn by J. Valančiūnas),51,62
254,3,8:42.0,,D. DeRozan misses 2-pt layup from 14 ft (block by T. Ulis),51,62
255,3,8:37.0,Defensive rebound by M. Chriss,,51,62
256,3,8:35.0,D. Booker misses 2-pt jump shot from 8 ft,,51,62
257,3,8:35.0,Offensive rebound by Team,,51,62
258,3,8:27.0,Turnover by T. Warren (lost ball; steal by J. Valančiūnas),,51,62
259,3,8:26.0,,Personal foul by D. Booker (drawn by D. DeRozan),51,62
260,3,8:11.0,,O. Anunoby makes 3-pt jump shot from 24 ft,51,65
261,3,7:58.0,Shooting foul by D. DeRozan (drawn by D. Booker),,51,65
262,3,7:58.0,Technical foul by T. Warren,,51,65
263,3,7:58.0,,D. DeRozan makes technical free throw,51,66
264,3,7:58.0,Technical foul by T. Warren,,51,66
265,3,7:58.0,,D. DeRozan makes technical free throw,51,67
266,3,7:58.0,J. Jackson enters the game for T. Warren,,51,67
267,3,7:58.0,D. Booker makes free throw 1 of 2,,52,67
268,3,7:58.0,D. Booker makes free throw 2 of 2,,53,67
269,3,7:47.0,,D. DeRozan misses 2-pt jump shot from 2 ft,53,67
270,3,7:45.0,Defensive rebound by T. Ulis,,53,67
271,3,7:42.0,D. Booker makes 2-pt layup from 1 ft,,55,67
272,3,7:31.0,,O. Anunoby misses 2-pt layup from 2 ft,55,67
273,3,7:30.0,,Offensive rebound by Team,55,67
274,3,7:23.0,,K. Lowry misses 3-pt jump shot from 25 ft,55,67
275,3,7:19.0,Defensive rebound by G. Monroe,,55,67
276,3,7:13.0,D. Booker misses 2-pt jump shot from 13 ft,,55,67
277,3,7:11.0,,Defensive rebound by D. DeRozan,55,67
278,3,7:10.0,Technical foul by M. Chriss,,55,67
279,3,7:10.0,,D. DeRozan makes technical free throw,55,68
280,3,7:10.0,D. Bender enters the game for M. Chriss,,55,68
281,3,7:04.0,,D. DeRozan makes 2-pt jump shot from 10 ft (assist by K. Lowry),55,70
282,3,7:04.0,,Shooting foul by J. Jackson (drawn by D. DeRozan),55,70
283,3,7:04.0,,D. DeRozan makes free throw 1 of 1,55,71
284,3,6:57.0,D. Booker makes 2-pt jump shot from 14 ft,,57,71
285,3,6:44.0,,Toronto full timeout,57,71
286,3,6:44.0,T. Daniels enters the game for T. Ulis,,57,71
287,3,6:30.0,,Turnover by Team (shot clock),57,71
288,3,6:18.0,Turnover by G. Monroe (bad pass; steal by D. DeRozan),,57,71
289,3,6:13.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by D. DeRozan),57,73
290,3,5:58.0,G. Monroe makes 2-pt layup from 1 ft (assist by D. Booker),,59,73
291,3,5:58.0,Shooting foul by O. Anunoby (drawn by G. Monroe),,59,73
292,3,5:58.0,G. Monroe makes free throw 1 of 1,,60,73
293,3,5:38.0,,D. DeRozan makes 2-pt layup from 3 ft,60,75
294,3,5:22.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Booker),,63,75
295,3,5:05.0,,Turnover by J. Valančiūnas (bad pass; steal by G. Monroe),63,75
296,3,4:59.0,T. Daniels misses 3-pt jump shot from 23 ft,,63,75
297,3,4:57.0,,Defensive rebound by Team,63,75
298,3,4:57.0,,C. Miles enters the game for O. Anunoby,63,75
299,3,4:57.0,A. Len enters the game for G. Monroe,,63,75
300,3,4:41.0,,K. Lowry makes 3-pt jump shot from 25 ft,63,78
301,3,4:31.0,A. Len misses 2-pt jump shot from 17 ft,,63,78
302,3,4:27.0,,Defensive rebound by J. Valančiūnas,63,78
303,3,4:23.0,,Personal foul by D. Bender (drawn by D. DeRozan),63,78
304,3,4:23.0,,J. Poeltl enters the game for J. Valančiūnas,63,78
305,3,4:23.0,,D. DeRozan makes free throw 1 of 2,63,79
306,3,4:23.0,,D. DeRozan makes free throw 2 of 2,63,80
307,3,4:10.0,T. Daniels makes 2-pt jump shot from 15 ft,,65,80
308,3,3:52.0,,S. Ibaka misses 3-pt jump shot from 25 ft,65,80
309,3,3:50.0,Defensive rebound by A. Len,,65,80
310,3,3:45.0,Shooting foul by J. Poeltl (drawn by J. Jackson),,65,80
311,3,3:45.0,J. Jackson makes free throw 1 of 2,,66,80
312,3,3:45.0,,P. Siakam enters the game for S. Ibaka,66,80
313,3,3:45.0,J. Jackson makes free throw 2 of 2,,67,80
314,3,3:36.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by K. Lowry),67,82
315,3,3:25.0,Personal foul by J. Poeltl (drawn by A. Len),,67,82
316,3,3:25.0,Phoenix full timeout,,67,82
317,3,3:25.0,,F. VanVleet enters the game for K. Lowry,67,82
318,3,3:25.0,J. Dudley enters the game for D. Bender,,67,82
319,3,3:18.0,T. Daniels makes 2-pt jump shot from 19 ft (assist by D. Booker),,69,82
320,3,2:56.0,,D. DeRozan misses 3-pt jump shot from 24 ft,69,82
321,3,2:54.0,Defensive rebound by J. Dudley,,69,82
322,3,2:52.0,Personal foul by D. DeRozan (drawn by J. Jackson),,69,82
323,3,2:52.0,J. Jackson makes free throw 1 of 2,,70,82
324,3,2:52.0,J. Jackson makes free throw 2 of 2,,71,82
325,3,2:42.0,,D. DeRozan makes 2-pt jump shot from 13 ft,71,84
326,3,2:29.0,D. Booker misses 2-pt hook shot from 8 ft,,71,84
327,3,2:29.0,,Defensive rebound by Team,71,84
328,3,2:29.0,Loose ball foul by A. Len (drawn by J. Poeltl),,71,84
329,3,2:29.0,,J. Poeltl makes free throw 1 of 2,71,85
330,3,2:29.0,,J. Poeltl makes free throw 2 of 2,71,86
331,3,2:07.0,A. Len makes 2-pt dunk from 1 ft (assist by J. Jackson),,73,86
332,3,1:56.0,,Personal foul by J. Dudley (drawn by C. Miles),73,86
333,3,1:56.0,,C. Miles misses free throw 1 of 2,73,86
334,3,1:56.0,,Offensive rebound by Team,73,86
335,3,1:56.0,T. Ulis enters the game for D. Booker,,73,86
336,3,1:56.0,,C. Miles makes free throw 2 of 2,73,87
337,3,1:44.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by T. Ulis),,76,87
338,3,1:28.0,,D. DeRozan misses 2-pt jump shot from 12 ft,76,87
339,3,1:27.0,,Offensive rebound by J. Poeltl,76,87
340,3,1:27.0,,J. Poeltl makes 2-pt layup from 2 ft,76,89
341,3,1:27.0,,Shooting foul by A. Len (drawn by J. Poeltl),76,89
342,3,1:27.0,,J. Poeltl makes free throw 1 of 1,76,90
343,3,1:12.0,Shooting foul by C. Miles (drawn by A. Len),,76,90
344,3,1:12.0,A. Len misses free throw 1 of 2,,76,90
345,3,1:12.0,Offensive rebound by Team,,76,90
346,3,1:12.0,,N. Powell enters the game for D. DeRozan,76,90
347,3,1:12.0,A. Len makes free throw 2 of 2,,77,90
348,3,0:57.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by F. VanVleet),77,93
349,3,0:41.0,A. Len makes 2-pt layup from 1 ft,,79,93
350,3,0:33.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by F. VanVleet),79,95
351,3,0:13.0,T. Ulis misses 2-pt jump shot from 10 ft,,79,95
352,3,0:10.0,,Defensive rebound by P. Siakam,79,95
353,3,0:07.0,,C. Miles makes 2-pt layup from 1 ft (assist by P. Siakam),79,97
354,3,0:00.0,J. Dudley misses 3-pt jump shot from 25 ft,,79,97
355,3,0:00.0,Offensive rebound by Team,,79,97
356,4,11:46.0,,Turnover by F. VanVleet (bad pass),79,97
357,4,11:31.0,Shooting foul by C. Miles (drawn by G. Monroe),,79,97
358,4,11:31.0,G. Monroe makes free throw 1 of 2,,80,97
359,4,11:31.0,G. Monroe makes free throw 2 of 2,,81,97
360,4,11:15.0,,C. Miles misses 3-pt jump shot from 25 ft,81,97
361,4,11:13.0,Defensive rebound by G. Monroe,,81,97
362,4,11:01.0,Turnover by T. Ulis (bad pass; steal by N. Powell),,81,97
363,4,10:55.0,,Personal foul by J. Dudley (drawn by P. Siakam),81,97
364,4,10:42.0,,F. VanVleet makes 3-pt jump shot from 26 ft,81,100
365,4,10:19.0,Personal foul by P. Siakam (drawn by J. Dudley),,81,100
366,4,10:18.0,D. Booker enters the game for T. Ulis,,81,100
367,4,10:08.0,J. Jackson makes 2-pt hook shot from 7 ft (assist by T. Daniels),,83,100
368,4,10:00.0,,Personal foul by T. Daniels (drawn by F. VanVleet),83,100
369,4,9:54.0,,P. Siakam makes 2-pt layup from 3 ft (assist by F. VanVleet),83,102
370,4,9:32.0,G. Monroe makes 2-pt hook shot from 2 ft,,85,102
371,4,9:32.0,Shooting foul by C. Miles (drawn by G. Monroe),,85,102
372,4,9:32.0,M. James enters the game for T. Daniels,,85,102
373,4,9:32.0,G. Monroe misses free throw 1 of 1,,85,102
374,4,9:32.0,,Defensive rebound by P. Siakam,85,102
375,4,9:19.0,,F. VanVleet misses 2-pt layup from 2 ft,85,102
376,4,9:17.0,Defensive rebound by G. Monroe,,85,102
377,4,9:11.0,Shooting foul by P. Siakam (drawn by G. Monroe),,85,102
378,4,9:11.0,G. Monroe makes free throw 1 of 2,,86,102
379,4,9:11.0,G. Monroe makes free throw 2 of 2,,87,102
380,4,9:09.0,,Turnover by N. Powell (bad pass; steal by M. James),87,102
381,4,9:05.0,M. James makes 2-pt jump shot at rim,,89,102
