,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SAN ANTONIO_ACTION,PHILADELPHIA_SCORE,SAN ANTONIO_SCORE
41,1,7:10.0,Defensive rebound by J. Embiid,,7,5
42,1,6:57.0,J. Embiid misses 2-pt jump shot from 13 ft,,7,5
43,1,6:57.0,Offensive rebound by B. Simmons,,7,5
44,1,6:52.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by B. Simmons),,10,5
45,1,6:34.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by D. Murray),10,7
46,1,6:21.0,D. Šarić misses 2-pt jump shot from 18 ft,,10,7
47,1,6:21.0,,Defensive rebound by D. Murray,10,7
48,1,6:05.0,,L. Aldridge misses 2-pt jump shot from 16 ft,10,7
49,1,6:05.0,Defensive rebound by J. Embiid,,10,7
50,1,5:48.0,B. Simmons makes 2-pt hook shot at rim,,12,7
51,1,5:31.0,,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. Green),12,9
52,1,5:11.0,J. Embiid makes 2-pt jump shot from 12 ft,,14,9
53,1,4:57.0,,P. Gasol misses 3-pt jump shot from 22 ft,14,9
54,1,4:57.0,Defensive rebound by D. Šarić,,14,9
55,1,4:41.0,J. Embiid makes 2-pt jump shot from 15 ft,,16,9
56,1,4:14.0,,D. Green misses 3-pt jump shot from 36 ft,16,9
57,1,4:14.0,,Offensive rebound by Team,16,9
58,1,4:13.0,Loose ball foul by J. Embiid (drawn by P. Gasol),,16,9
59,1,4:13.0,,B. Forbes enters the game for K. Anderson,16,9
60,1,4:13.0,,T. Parker enters the game for D. Murray,16,9
61,1,4:13.0,,D. Bertāns enters the game for P. Gasol,16,9
62,1,4:13.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,16,9
63,1,4:13.0,A. Johnson enters the game for J. Embiid,,16,9
64,1,4:13.0,T. McConnell enters the game for R. Covington,,16,9
65,1,4:02.0,,L. Aldridge misses 2-pt hook shot from 7 ft,16,9
66,1,4:02.0,Defensive rebound by A. Johnson,,16,9
67,1,3:57.0,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),,18,9
68,1,3:37.0,,Turnover by D. Bertāns (bad pass),18,9
69,1,3:37.0,Philadelphia full timeout,,18,9
70,1,3:37.0,,B. Paul enters the game for D. Green,18,9
71,1,3:37.0,J. Young enters the game for D. Šarić,,18,9
72,1,3:37.0,T. Booker enters the game for B. Simmons,,18,9
73,1,3:18.0,J. Anderson makes 2-pt layup from 1 ft (assist by T. McConnell),,20,9
74,1,3:00.0,,D. Bertāns misses 3-pt jump shot from 26 ft,20,9
75,1,2:57.0,Defensive rebound by A. Johnson,,20,9
76,1,2:44.0,J. Young misses 3-pt jump shot from 25 ft,,20,9
77,1,2:39.0,Offensive rebound by T. McConnell,,20,9
78,1,2:29.0,T. McConnell misses 2-pt jump shot from 16 ft,,20,9
79,1,2:26.0,,Defensive rebound by L. Aldridge,20,9
80,1,2:19.0,,T. Parker makes 2-pt jump shot from 14 ft,20,11
81,1,1:56.0,T. Booker misses 2-pt jump shot from 8 ft,,20,11
82,1,1:51.0,Offensive rebound by T. Booker,,20,11
83,1,1:51.0,T. Booker misses 2-pt layup at rim (block by L. Aldridge),,20,11
84,1,1:48.0,,Defensive rebound by B. Forbes,20,11
85,1,1:42.0,,Turnover by D. Bertāns (bad pass; steal by T. McConnell),20,11
86,1,1:35.0,J. Anderson makes 3-pt jump shot from 22 ft (assist by T. McConnell),,23,11
87,1,1:09.0,,D. Bertāns misses 3-pt jump shot from 22 ft,23,11
88,1,1:07.0,Defensive rebound by J. Anderson,,23,11
89,1,0:45.0,J. Anderson misses 2-pt jump shot from 10 ft,,23,11
90,1,0:44.0,,Defensive rebound by D. Bertāns,23,11
91,1,0:41.0,,Personal foul by T. Booker (drawn by L. Aldridge),23,11
92,1,0:41.0,,P. Mills enters the game for L. Aldridge,23,11
93,1,0:41.0,,P. Gasol enters the game for B. Paul,23,11
94,1,0:36.0,,B. Forbes misses 2-pt jump shot from 13 ft,23,11
95,1,0:34.0,Defensive rebound by J. Anderson,,23,11
96,1,0:19.0,T. McConnell makes 2-pt jump shot from 15 ft,,25,11
97,1,0:01.0,,D. Bertāns makes 2-pt layup from 1 ft (assist by T. Parker),25,13
98,2,11:37.0,,B. Forbes misses 2-pt jump shot from 17 ft,25,13
99,2,11:34.0,Defensive rebound by J. Embiid,,25,13
100,2,11:22.0,J. Embiid misses 2-pt layup at rim (block by D. Bertāns),,25,13
101,2,11:19.0,,Defensive rebound by P. Gasol,25,13
102,2,11:15.0,,T. Parker misses 2-pt layup at rim,25,13
103,2,11:15.0,Defensive rebound by T. Booker,,25,13
104,2,11:02.0,J. Embiid misses 2-pt jump shot from 12 ft,,25,13
105,2,11:02.0,,Defensive rebound by B. Forbes,25,13
106,2,10:46.0,,D. Bertāns misses 3-pt jump shot from 25 ft,25,13
107,2,10:46.0,Defensive rebound by R. Covington,,25,13
108,2,10:31.0,J. Embiid misses 3-pt jump shot from 26 ft,,25,13
109,2,10:26.0,,Defensive rebound by T. Parker,25,13
110,2,10:05.0,,T. Parker misses 2-pt layup from 1 ft,25,13
111,2,10:03.0,Defensive rebound by J. Embiid,,25,13
112,2,9:58.0,R. Covington makes 2-pt layup at rim (assist by T. McConnell),,27,13
113,2,9:58.0,,San Antonio full timeout,27,13
114,2,9:58.0,,D. Murray enters the game for T. Parker,27,13
115,2,9:37.0,,D. Murray makes 2-pt jump shot from 11 ft (assist by P. Mills),27,15
116,2,9:17.0,T. Booker makes 2-pt jump shot from 3 ft (assist by J. Embiid),,29,15
117,2,9:03.0,,Personal foul by T. Booker (drawn by P. Gasol),29,15
118,2,9:03.0,,D. Green enters the game for B. Forbes,29,15
119,2,9:03.0,,K. Anderson enters the game for D. Bertāns,29,15
120,2,9:03.0,B. Simmons enters the game for T. McConnell,,29,15
121,2,8:52.0,,D. Green misses 2-pt jump shot from 20 ft,29,15
122,2,8:47.0,Defensive rebound by R. Covington,,29,15
123,2,8:37.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by D. Green),,29,15
124,2,8:34.0,,Defensive rebound by D. Green,29,15
125,2,8:31.0,,D. Murray misses 2-pt layup from 1 ft (block by R. Covington),29,15
126,2,8:31.0,Defensive rebound by R. Covington,,29,15
127,2,8:24.0,T. Booker makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,31,15
128,2,8:11.0,,P. Mills makes 2-pt jump shot from 17 ft,31,17
129,2,7:49.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by R. Covington),,34,17
130,2,7:34.0,,D. Green misses 3-pt jump shot from 23 ft,34,17
131,2,7:34.0,Defensive rebound by J. Embiid,,34,17
132,2,7:19.0,R. Covington misses 3-pt jump shot from 25 ft,,34,17
133,2,7:19.0,,Defensive rebound by D. Murray,34,17
134,2,7:09.0,,D. Green misses 3-pt jump shot from 22 ft,34,17
135,2,7:09.0,Defensive rebound by T. Booker,,34,17
136,2,6:43.0,J. Embiid makes 2-pt hook shot from 12 ft,,36,17
137,2,6:32.0,,P. Gasol misses 2-pt jump shot from 5 ft,36,17
138,2,6:30.0,,Offensive rebound by K. Anderson,36,17
139,2,6:28.0,,K. Anderson misses 2-pt jump shot from 9 ft,36,17
140,2,6:28.0,Defensive rebound by T. Booker,,36,17
141,2,6:20.0,Shooting foul by K. Anderson (drawn by R. Covington),,36,17
142,2,6:20.0,R. Covington makes free throw 1 of 2,,37,17
143,2,6:20.0,,L. Aldridge enters the game for P. Gasol,37,17
144,2,6:20.0,A. Johnson enters the game for J. Embiid,,37,17
145,2,6:20.0,D. Šarić enters the game for T. Booker,,37,17
146,2,6:20.0,R. Covington makes free throw 2 of 2,,38,17
147,2,6:10.0,,Personal foul by T. Luwawu-Cabarrot (drawn by K. Anderson),38,17
148,2,6:05.0,,D. Murray makes 2-pt layup at rim (assist by D. Green),38,19
149,2,5:49.0,Turnover by D. Šarić (out of bounds lost ball),,38,19
150,2,5:33.0,,D. Murray misses 3-pt jump shot from 22 ft,38,19
151,2,5:30.0,,Offensive rebound by D. Green,38,19
152,2,5:30.0,,D. Green makes 2-pt layup at rim,38,21
153,2,5:30.0,Philadelphia full timeout,,38,21
154,2,5:14.0,B. Simmons makes 2-pt jump shot from 17 ft (assist by D. Šarić),,40,21
155,2,4:51.0,,Shooting foul by R. Covington (drawn by D. Green),40,21
156,2,4:51.0,,D. Green makes free throw 1 of 2,40,22
157,2,4:51.0,,B. Forbes enters the game for P. Mills,40,22
158,2,4:51.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,40,22
159,2,4:51.0,,D. Green makes free throw 2 of 2,40,23
160,2,4:40.0,D. Šarić misses 3-pt jump shot from 27 ft,,40,23
161,2,4:37.0,,Defensive rebound by L. Aldridge,40,23
162,2,4:20.0,,L. Aldridge makes 2-pt jump shot from 17 ft,40,25
163,2,3:58.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,43,25
164,2,3:37.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. Green),43,27
165,2,3:22.0,D. Šarić misses 2-pt jump shot from 22 ft,,43,27
166,2,3:19.0,,Defensive rebound by D. Murray,43,27
167,2,3:15.0,,D. Murray misses 2-pt layup from 2 ft,43,27
168,2,3:12.0,Defensive rebound by R. Covington,,43,27
169,2,3:00.0,T. McConnell misses 2-pt layup at rim,,43,27
170,2,3:00.0,,Defensive rebound by K. Anderson,43,27
171,2,2:50.0,,K. Anderson makes 2-pt jump shot from 5 ft (assist by B. Forbes),43,29
172,2,2:30.0,R. Covington misses 2-pt layup from 1 ft,,43,29
173,2,2:30.0,,Defensive rebound by L. Aldridge,43,29
174,2,2:30.0,,Personal foul by A. Johnson (drawn by L. Aldridge),43,29
175,2,2:30.0,J. Anderson enters the game for R. Covington,,43,29
176,2,2:30.0,,San Antonio full timeout,43,29
177,2,2:30.0,J. Embiid enters the game for A. Johnson,,43,29
178,2,2:04.0,,Turnover by Team (shot clock),43,29
179,2,1:40.0,D. Šarić makes 2-pt layup at rim (assist by J. Anderson),,45,29
180,2,1:26.0,,Turnover by D. Murray (bad pass; steal by B. Simmons),45,29
181,2,1:23.0,B. Simmons makes 2-pt dunk from 1 ft,,47,29
182,2,1:02.0,,B. Forbes misses 3-pt jump shot from 25 ft,47,29
183,2,1:00.0,Defensive rebound by J. Anderson,,47,29
184,2,0:43.0,J. Embiid misses 2-pt jump shot from 19 ft,,47,29
185,2,0:40.0,,Defensive rebound by D. Green,47,29
186,2,0:35.0,Violation by B. Simmons (kicked ball),,47,29
187,2,0:22.0,,K. Anderson makes 2-pt jump shot from 18 ft,47,31
188,2,0:08.0,Personal foul by D. Green (drawn by B. Simmons),,47,31
189,2,0:00.0,J. Anderson makes 3-pt jump shot from 26 ft (assist by B. Simmons),,50,31
190,3,11:42.0,,D. Murray misses 2-pt layup from 1 ft,50,31
191,3,11:41.0,,Offensive rebound by Team,50,31
192,3,11:41.0,,Personal foul by D. Šarić (drawn by L. Aldridge),50,31
193,3,11:32.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Green),50,31
194,3,11:23.0,,L. Aldridge makes 2-pt hook shot from 7 ft (assist by D. Murray),50,33
195,3,10:58.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by J. Embiid),,52,33
196,3,10:38.0,,Turnover by D. Murray (bad pass; steal by J. Embiid),52,33
197,3,10:35.0,Shooting foul by D. Green (drawn by D. Šarić),,52,33
198,3,10:35.0,D. Šarić makes free throw 1 of 2,,53,33
199,3,10:35.0,D. Šarić misses free throw 2 of 2,,53,33
200,3,10:31.0,,Defensive rebound by P. Gasol,53,33
201,3,10:20.0,,P. Gasol misses 2-pt dunk from 7 ft,53,33
202,3,10:18.0,Defensive rebound by R. Covington,,53,33
203,3,10:16.0,Shooting foul by P. Gasol (drawn by J. Embiid),,53,33
204,3,10:16.0,J. Embiid misses free throw 1 of 2,,53,33
205,3,10:16.0,Offensive rebound by Team,,53,33
206,3,10:16.0,J. Embiid makes free throw 2 of 2,,54,33
207,3,9:53.0,,Personal foul by J. Embiid (drawn by P. Gasol),54,33
208,3,9:49.0,,Shooting foul by R. Covington (drawn by P. Gasol),54,33
209,3,9:49.0,,P. Gasol makes free throw 1 of 2,54,34
210,3,9:49.0,,P. Gasol makes free throw 2 of 2,54,35
211,3,9:35.0,J. Embiid makes 2-pt jump shot from 11 ft,,56,35
212,3,9:16.0,,D. Green misses 3-pt jump shot from 25 ft,56,35
213,3,9:13.0,Defensive rebound by J. Embiid,,56,35
214,3,9:08.0,Turnover by B. Simmons (bad pass; steal by D. Green),,56,35
215,3,9:04.0,,P. Gasol makes 2-pt layup from 1 ft (assist by K. Anderson),56,37
216,3,9:04.0,,Shooting foul by R. Covington (drawn by P. Gasol),56,37
217,3,9:04.0,,P. Mills enters the game for K. Anderson,56,37
218,3,9:04.0,J. Anderson enters the game for R. Covington,,56,37
219,3,9:04.0,,P. Gasol makes free throw 1 of 1,56,38
220,3,8:54.0,B. Simmons makes 2-pt layup at rim,,58,38
221,3,8:42.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by P. Gasol),58,38
222,3,8:42.0,,P. Gasol makes free throw 1 of 2,58,39
223,3,8:42.0,,P. Gasol misses free throw 2 of 2,58,39
224,3,8:39.0,Defensive rebound by J. Embiid,,58,39
225,3,8:27.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Anderson),,61,39
226,3,8:10.0,,Shooting foul by D. Šarić (drawn by D. Green),61,39
227,3,8:10.0,,D. Green makes free throw 1 of 2,61,40
228,3,8:10.0,,D. Bertāns enters the game for P. Gasol,61,40
229,3,8:10.0,,D. Green misses free throw 2 of 2,61,40
230,3,8:07.0,Defensive rebound by J. Embiid,,61,40
231,3,7:50.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,61,40
232,3,7:46.0,Offensive rebound by J. Embiid,,61,40
233,3,7:44.0,J. Embiid misses 2-pt jump shot from 19 ft (block by P. Mills),,61,40
234,3,7:44.0,Offensive rebound by D. Šarić,,61,40
235,3,7:39.0,D. Šarić misses 2-pt jump shot from 6 ft,,61,40
236,3,7:39.0,,Defensive rebound by D. Murray,61,40
237,3,7:38.0,,Personal foul by B. Simmons (drawn by D. Murray),61,40
238,3,7:38.0,,D. Murray makes free throw 1 of 2,61,41
239,3,7:38.0,,D. Murray makes free throw 2 of 2,61,42
240,3,7:25.0,J. Anderson misses 2-pt jump shot from 1 ft,,61,42
241,3,7:25.0,,Defensive rebound by D. Bertāns,61,42
242,3,7:19.0,,P. Mills misses 3-pt jump shot from 25 ft,61,42
243,3,7:19.0,,Offensive rebound by D. Murray,61,42
244,3,7:14.0,,D. Murray makes 2-pt layup at rim,61,44
245,3,6:57.0,Personal foul by D. Murray (drawn by J. Embiid),,61,44
246,3,6:57.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,61,44
247,3,6:57.0,,San Antonio full timeout,61,44
248,3,6:44.0,D. Šarić misses 2-pt jump shot from 19 ft,,61,44
249,3,6:43.0,Offensive rebound by Team,,61,44
250,3,6:43.0,Turnover by Team (shot clock),,61,44
251,3,6:34.0,,P. Mills misses 3-pt jump shot from 25 ft,61,44
252,3,6:34.0,Defensive rebound by B. Simmons,,61,44
253,3,6:22.0,J. Anderson makes 2-pt dunk from 1 ft (assist by B. Simmons),,63,44
254,3,5:58.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by P. Mills),63,46
255,3,5:47.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by D. Šarić),,66,46
256,3,5:35.0,,D. Murray misses 2-pt layup from 2 ft (block by B. Simmons),66,46
257,3,5:35.0,Defensive rebound by D. Šarić,,66,46
258,3,5:16.0,Personal foul by D. Green (drawn by B. Simmons),,66,46
259,3,5:16.0,A. Johnson enters the game for J. Embiid,,66,46
260,3,5:16.0,,T. Parker enters the game for D. Murray,66,46
261,3,5:16.0,,B. Forbes enters the game for D. Green,66,46
262,3,5:01.0,T. McConnell misses 2-pt jump shot from 14 ft,,66,46
263,3,5:01.0,,Defensive rebound by B. Forbes,66,46
264,3,4:43.0,,L. Aldridge misses 2-pt hook shot from 9 ft,66,46
265,3,4:43.0,Defensive rebound by B. Simmons,,66,46
266,3,4:36.0,Philadelphia full timeout,,66,46
267,3,4:23.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by T. McConnell),,69,46
268,3,4:11.0,,Personal foul by A. Johnson (drawn by L. Aldridge),69,46
269,3,4:11.0,,L. Aldridge makes free throw 1 of 2,69,47
270,3,4:11.0,T. Booker enters the game for D. Šarić,,69,47
271,3,4:11.0,,L. Aldridge makes free throw 2 of 2,69,48
272,3,4:02.0,B. Simmons makes 2-pt dunk from 1 ft (assist by A. Johnson),,71,48
273,3,3:40.0,,P. Mills makes 2-pt layup at rim (assist by D. Bertāns),71,50
274,3,3:35.0,Turnover by B. Simmons (bad pass; steal by D. Bertāns),,71,50
275,3,3:30.0,,B. Forbes misses 3-pt jump shot from 25 ft,71,50
276,3,3:27.0,Defensive rebound by T. McConnell,,71,50
277,3,3:09.0,J. Anderson makes 2-pt jump shot from 19 ft,,73,50
278,3,2:46.0,,D. Bertāns makes 2-pt hook shot from 6 ft (assist by B. Forbes),73,52
279,3,2:26.0,B. Simmons makes 2-pt layup from 1 ft,,75,52
280,3,2:16.0,,Personal foul by J. Anderson (drawn by P. Mills),75,52
281,3,2:16.0,,P. Mills makes free throw 1 of 2,75,53
282,3,2:16.0,,J. Lauvergne enters the game for L. Aldridge,75,53
283,3,2:16.0,J. Young enters the game for A. Johnson,,75,53
284,3,2:16.0,J. Embiid enters the game for B. Simmons,,75,53
285,3,2:16.0,,P. Mills misses free throw 2 of 2,75,53
286,3,2:14.0,Defensive rebound by J. Embiid,,75,53
287,3,2:01.0,J. Embiid makes 2-pt jump shot from 16 ft,,77,53
288,3,1:35.0,,B. Forbes makes 2-pt jump shot from 2 ft,77,55
289,3,1:17.0,T. McConnell makes 3-pt jump shot from 23 ft (assist by J. Embiid),,80,55
290,3,1:05.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Bertāns),80,58
291,3,0:44.0,Shooting foul by P. Mills (drawn by T. Booker),,80,58
292,3,0:44.0,T. Booker makes free throw 1 of 2,,81,58
293,3,0:44.0,T. Booker misses free throw 2 of 2,,81,58
294,3,0:41.0,,Defensive rebound by P. Mills,81,58
295,3,0:38.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by P. Mills),81,61
296,3,0:16.0,J. Embiid misses 2-pt jump shot from 11 ft,,81,61
297,3,0:13.0,,Defensive rebound by J. Lauvergne,81,61
298,3,0:00.0,,D. Bertāns misses 3-pt jump shot from 24 ft,81,61
299,3,0:00.0,,Offensive rebound by Team,81,61
300,4,11:46.0,Shooting foul by D. Bertāns (drawn by J. Embiid),,81,61
301,4,11:46.0,J. Embiid makes free throw 1 of 2,,82,61
302,4,11:46.0,J. Embiid misses free throw 2 of 2,,82,61
303,4,11:44.0,,Defensive rebound by D. Murray,82,61
304,4,11:27.0,,B. Forbes misses 3-pt jump shot from 25 ft,82,61
305,4,11:23.0,,Offensive rebound by D. Bertāns,82,61
306,4,11:17.0,,D. Murray misses 2-pt layup from 1 ft (block by T. Booker),82,61
307,4,11:13.0,Defensive rebound by T. Booker,,82,61
308,4,11:00.0,Shooting foul by D. Bertāns (drawn by J. Embiid),,82,61
309,4,11:00.0,J. Embiid makes free throw 1 of 2,,83,61
310,4,11:00.0,J. Embiid makes free throw 2 of 2,,84,61
311,4,10:41.0,,J. Lauvergne makes 2-pt hook shot at rim (assist by D. Murray),84,63
312,4,10:18.0,J. Embiid misses 2-pt jump shot at rim (block by D. Murray),,84,63
313,4,10:15.0,,Defensive rebound by D. Murray,84,63
314,4,10:11.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Forbes),84,66
315,4,10:09.0,Philadelphia full timeout,,84,66
316,4,10:09.0,,K. Anderson enters the game for T. Parker,84,66
317,4,10:09.0,,L. Aldridge enters the game for D. Bertāns,84,66
318,4,10:09.0,R. Covington enters the game for J. Anderson,,84,66
319,4,10:03.0,Personal foul by B. Forbes (drawn by T. Luwawu-Cabarrot),,84,66
320,4,9:43.0,T. McConnell misses 2-pt jump shot from 11 ft,,84,66
321,4,9:39.0,Offensive rebound by J. Embiid,,84,66
322,4,9:34.0,R. Covington misses 3-pt jump shot from 24 ft,,84,66
323,4,9:31.0,Offensive rebound by T. McConnell,,84,66
324,4,9:16.0,Shooting foul by L. Aldridge (drawn by T. Booker),,84,66
325,4,9:16.0,T. Booker makes free throw 1 of 2,,85,66
326,4,9:16.0,B. Simmons enters the game for T. McConnell,,85,66
327,4,9:16.0,T. Booker makes free throw 2 of 2,,86,66
328,4,8:53.0,,L. Aldridge misses 3-pt jump shot from 25 ft,86,66
329,4,8:50.0,Defensive rebound by T. Booker,,86,66
330,4,8:45.0,Turnover by R. Covington (bad pass),,86,66
331,4,8:34.0,,Shooting foul by J. Embiid (drawn by L. Aldridge),86,66
332,4,8:34.0,,L. Aldridge makes free throw 1 of 2,86,67
333,4,8:34.0,,L. Aldridge makes free throw 2 of 2,86,68
334,4,8:27.0,Turnover by R. Covington (turnover),,86,68
335,4,8:27.0,A. Johnson enters the game for J. Embiid,,86,68
336,4,8:21.0,,Personal foul by T. Luwawu-Cabarrot (drawn by L. Aldridge),86,68
337,4,8:21.0,,P. Mills enters the game for B. Forbes,86,68
338,4,8:21.0,D. Šarić enters the game for T. Booker,,86,68
339,4,8:17.0,,D. Murray makes 2-pt layup at rim (assist by J. Lauvergne),86,70
340,4,8:03.0,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by A. Johnson),,88,70
341,4,7:45.0,,L. Aldridge makes 2-pt jump shot from 13 ft,88,72
342,4,7:27.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,88,72
343,4,7:24.0,,Defensive rebound by J. Lauvergne,88,72
344,4,7:09.0,,Turnover by J. Lauvergne (turnover),88,72
345,4,6:46.0,D. Šarić misses 2-pt jump shot from 15 ft,,88,72
346,4,6:45.0,Offensive rebound by D. Šarić,,88,72
347,4,6:40.0,Turnover by R. Covington (lost ball; steal by D. Murray),,88,72
348,4,6:34.0,,P. Mills misses 3-pt jump shot from 25 ft,88,72
349,4,6:32.0,Defensive rebound by Team,,88,72
350,4,6:22.0,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),,90,72
351,4,6:16.0,,San Antonio full timeout,90,72
352,4,6:05.0,,D. Murray misses 2-pt jump shot from 19 ft,90,72
353,4,6:03.0,Defensive rebound by D. Šarić,,90,72
354,4,5:41.0,A. Johnson makes 2-pt layup at rim (assist by D. Šarić),,92,72
355,4,5:21.0,,L. Aldridge misses 2-pt jump shot from 13 ft,92,72
356,4,5:18.0,Defensive rebound by D. Šarić,,92,72
357,4,4:58.0,Turnover by D. Šarić (lost ball; steal by K. Anderson),,92,72
358,4,4:53.0,,Offensive foul by L. Aldridge (drawn by A. Johnson),92,72
359,4,4:53.0,,Turnover by L. Aldridge (offensive foul),92,72
360,4,4:53.0,J. Embiid enters the game for A. Johnson,,92,72
361,4,4:44.0,Personal foul by D. Murray (drawn by B. Simmons),,92,72
362,4,4:44.0,B. Simmons misses free throw 1 of 2,,92,72
363,4,4:44.0,Offensive rebound by Team,,92,72
364,4,4:44.0,,D. Bertāns enters the game for L. Aldridge,92,72
365,4,4:44.0,B. Simmons makes free throw 2 of 2,,93,72
366,4,4:26.0,,J. Lauvergne misses 2-pt hook shot from 9 ft,93,72
367,4,4:23.0,Defensive rebound by J. Embiid,,93,72
368,4,4:05.0,B. Simmons makes 2-pt jump shot from 3 ft,,95,72
369,4,4:03.0,,San Antonio full timeout,95,72
370,4,4:03.0,,D. Hilliard enters the game for K. Anderson,95,72
371,4,4:03.0,,B. Paul enters the game for P. Mills,95,72
372,4,4:03.0,A. Johnson enters the game for J. Embiid,,95,72
373,4,3:45.0,,J. Lauvergne makes 2-pt hook shot from 8 ft,95,74
374,4,3:21.0,Turnover by B. Simmons (bad pass; steal by D. Bertāns),,95,74
375,4,3:09.0,,D. Bertāns misses 3-pt jump shot from 25 ft,95,74
376,4,3:04.0,Defensive rebound by B. Simmons,,95,74
377,4,2:44.0,B. Simmons makes 2-pt layup at rim,,97,74
378,4,2:43.0,,San Antonio full timeout,97,74
379,4,2:43.0,,B. Forbes enters the game for D. Murray,97,74
380,4,2:43.0,R. Holmes enters the game for T. Luwawu-Cabarrot,,97,74
381,4,2:43.0,J. Young enters the game for D. Šarić,,97,74
382,4,2:43.0,T. McConnell enters the game for B. Simmons,,97,74
