,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MEMPHIS_ACTION,MILWAUKEE_SCORE,MEMPHIS_SCORE
63,1,3:16.0,,Turnover by X. Rathan-Mayes (bad pass),22,22
64,1,3:16.0,,W. Selden enters the game for J. Green,22,22
65,1,3:05.0,E. Bledsoe misses 2-pt layup from 1 ft,,22,22
66,1,3:03.0,Offensive rebound by E. Bledsoe,,22,22
67,1,3:03.0,E. Bledsoe makes 2-pt layup at rim,,24,22
68,1,3:03.0,,Memphis full timeout,24,22
69,1,3:03.0,B. Jennings enters the game for E. Bledsoe,,24,22
70,1,2:43.0,,B. McLemore misses 3-pt jump shot from 22 ft,24,22
71,1,2:40.0,Defensive rebound by T. Zeller,,24,22
72,1,2:28.0,J. Parker misses 2-pt jump shot from 15 ft,,24,22
73,1,2:28.0,Offensive rebound by B. Jennings,,24,22
74,1,2:22.0,S. Brown makes 2-pt jump shot from 8 ft (assist by B. Jennings),,26,22
75,1,2:11.0,,M. Gasol misses 3-pt jump shot from 25 ft,26,22
76,1,2:08.0,Defensive rebound by K. Middleton,,26,22
77,1,2:02.0,Turnover by B. Jennings (bad pass),,26,22
78,1,2:02.0,,D. Davis enters the game for M. Gasol,26,22
79,1,1:45.0,,B. McLemore makes 2-pt jump shot from 13 ft (assist by D. Davis),26,24
80,1,1:34.0,K. Middleton makes 2-pt jump shot from 14 ft (assist by B. Jennings),,28,24
81,1,1:22.0,,C. Parsons misses 3-pt jump shot from 25 ft,28,24
82,1,1:22.0,Defensive rebound by S. Brown,,28,24
83,1,1:14.0,K. Middleton misses 2-pt layup from 5 ft (block by X. Rathan-Mayes),,28,24
84,1,1:14.0,Offensive rebound by K. Middleton,,28,24
85,1,1:04.0,J. Parker makes 2-pt jump shot from 19 ft (assist by B. Jennings),,30,24
86,1,0:46.0,,W. Selden misses 3-pt jump shot from 25 ft,30,24
87,1,0:42.0,Defensive rebound by S. Brown,,30,24
88,1,0:33.0,B. Jennings misses 2-pt jump shot from 11 ft (block by C. Parsons),,30,24
89,1,0:30.0,Offensive rebound by B. Jennings,,30,24
90,1,0:30.0,K. Middleton misses 3-pt jump shot from 26 ft,,30,24
91,1,0:30.0,,Defensive rebound by D. Davis,30,24
92,1,0:23.0,,Turnover by C. Parsons (bad pass; steal by S. Brown),30,24
93,1,0:04.0,S. Brown makes 2-pt layup from 1 ft (assist by B. Jennings),,32,24
94,2,11:50.0,B. Jennings makes 2-pt layup at rim (assist by J. Parker),,34,24
95,2,11:27.0,,C. Parsons makes 3-pt jump shot from 27 ft (assist by D. Davis),34,27
96,2,11:14.0,J. Parker misses 3-pt jump shot from 25 ft,,34,27
97,2,11:12.0,,Defensive rebound by D. Davis,34,27
98,2,11:06.0,,W. Selden misses 2-pt jump shot from 15 ft,34,27
99,2,11:03.0,,Offensive rebound by D. Davis,34,27
100,2,11:03.0,,D. Davis makes 2-pt layup at rim,34,29
101,2,10:50.0,Turnover by G. Antetokounmpo (step out of bounds),,34,29
102,2,10:34.0,,W. Selden misses 2-pt layup from 1 ft,34,29
103,2,10:33.0,Defensive rebound by S. Brown,,34,29
104,2,10:25.0,B. Jennings makes 3-pt jump shot from 23 ft,,37,29
105,2,10:07.0,,B. McLemore makes 2-pt jump shot from 6 ft,37,31
106,2,9:54.0,S. Brown misses 2-pt layup from 7 ft (block by C. Parsons),,37,31
107,2,9:54.0,Offensive rebound by G. Antetokounmpo,,37,31
108,2,9:51.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. McLemore),,37,31
109,2,9:51.0,Offensive rebound by Team,,37,31
110,2,9:51.0,,J. Martin enters the game for W. Selden,37,31
111,2,9:51.0,,D. Brooks enters the game for C. Parsons,37,31
112,2,9:51.0,J. Terry enters the game for J. Parker,,37,31
113,2,9:41.0,Turnover by Team (shot clock),,37,31
114,2,9:26.0,,K. Simmons makes 2-pt jump shot from 4 ft,37,33
115,2,9:12.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by B. Jennings),,40,33
116,2,8:59.0,,Personal foul by G. Antetokounmpo (drawn by J. Martin),40,33
117,2,8:49.0,,J. Martin misses 2-pt jump shot from 21 ft,40,33
118,2,8:45.0,Defensive rebound by B. Jennings,,40,33
119,2,8:40.0,B. Jennings misses 3-pt jump shot from 25 ft,,40,33
120,2,8:37.0,,Defensive rebound by J. Martin,40,33
121,2,8:33.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by J. Martin),40,36
122,2,8:16.0,T. Zeller makes 2-pt layup at rim (assist by B. Jennings),,42,36
123,2,8:00.0,,J. Martin misses 2-pt layup from 1 ft (block by T. Zeller),42,36
124,2,7:57.0,Defensive rebound by T. Zeller,,42,36
125,2,7:55.0,S. Brown makes 2-pt layup at rim (assist by G. Antetokounmpo),,44,36
126,2,7:54.0,,Memphis full timeout,44,36
127,2,7:54.0,,J. Green enters the game for B. McLemore,44,36
128,2,7:54.0,T. Snell enters the game for S. Brown,,44,36
129,2,7:40.0,,D. Brooks misses 2-pt jump shot from 22 ft,44,36
130,2,7:38.0,Defensive rebound by B. Jennings,,44,36
131,2,7:29.0,T. Zeller makes 2-pt jump shot from 10 ft (assist by B. Jennings),,46,36
132,2,7:17.0,,J. Green misses 2-pt jump shot from 16 ft,46,36
133,2,7:17.0,Defensive rebound by B. Jennings,,46,36
134,2,7:11.0,Turnover by G. Antetokounmpo (turnover),,46,36
135,2,6:53.0,,Shooting foul by T. Zeller (drawn by J. Green),46,36
136,2,6:53.0,,J. Green makes free throw 1 of 2,46,37
137,2,6:53.0,,M. Gasol enters the game for D. Davis,46,37
138,2,6:53.0,,J. Green misses free throw 2 of 2,46,37
139,2,6:51.0,,Offensive rebound by M. Gasol,46,37
140,2,6:48.0,,J. Martin misses 3-pt jump shot from 25 ft,46,37
141,2,6:47.0,Defensive rebound by Team,,46,37
142,2,6:47.0,,Loose ball foul by J. Green (drawn by T. Zeller),46,37
143,2,6:27.0,B. Jennings makes 3-pt jump shot from 25 ft,,49,37
144,2,6:04.0,,D. Brooks misses 2-pt layup from 1 ft (block by G. Antetokounmpo),49,37
145,2,6:02.0,Defensive rebound by G. Antetokounmpo,,49,37
146,2,6:01.0,,Offensive charge foul by G. Antetokounmpo (drawn by J. Martin),49,37
147,2,6:01.0,Turnover by G. Antetokounmpo (offensive foul),,49,37
148,2,6:01.0,J. Parker enters the game for G. Antetokounmpo,,49,37
149,2,5:43.0,,M. Gasol makes 2-pt jump shot from 11 ft,49,39
150,2,5:35.0,Shooting foul by K. Simmons (drawn by B. Jennings),,49,39
151,2,5:35.0,B. Jennings makes free throw 1 of 3,,50,39
152,2,5:35.0,B. Jennings makes free throw 2 of 3,,51,39
153,2,5:35.0,B. Jennings makes free throw 3 of 3,,52,39
154,2,5:18.0,,Personal foul by T. Zeller (drawn by M. Gasol),52,39
155,2,5:18.0,K. Middleton enters the game for J. Terry,,52,39
156,2,5:18.0,J. Henson enters the game for T. Zeller,,52,39
157,2,5:06.0,,M. Gasol misses 2-pt jump shot from 7 ft,52,39
158,2,5:01.0,,Offensive rebound by J. Martin,52,39
159,2,5:01.0,,J. Martin makes 2-pt layup at rim,52,41
160,2,4:59.0,Personal foul by K. Simmons (drawn by B. Jennings),,52,41
161,2,4:59.0,,X. Rathan-Mayes enters the game for K. Simmons,52,41
162,2,4:57.0,Turnover by J. Parker (bad pass; steal by J. Green),,52,41
163,2,4:54.0,,Turnover by X. Rathan-Mayes (bad pass; steal by K. Middleton),52,41
164,2,4:49.0,T. Snell misses 3-pt jump shot from 23 ft,,52,41
165,2,4:46.0,,Defensive rebound by X. Rathan-Mayes,52,41
166,2,4:36.0,,J. Green makes 2-pt dunk from 1 ft (assist by J. Martin),52,43
167,2,4:29.0,Milwaukee full timeout,,52,43
168,2,4:29.0,E. Bledsoe enters the game for B. Jennings,,52,43
169,2,4:23.0,T. Snell makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,55,43
170,2,4:00.0,,Turnover by M. Gasol (bad pass; steal by T. Snell),55,43
171,2,3:50.0,T. Snell misses 2-pt jump shot from 13 ft,,55,43
172,2,3:49.0,,Defensive rebound by J. Green,55,43
173,2,3:38.0,,J. Martin makes 3-pt jump shot from 26 ft (assist by M. Gasol),55,46
174,2,3:22.0,Personal foul by J. Green (drawn by K. Middleton),,55,46
175,2,3:22.0,,C. Parsons enters the game for J. Green,55,46
176,2,3:18.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,55,46
177,2,3:13.0,,Defensive rebound by J. Martin,55,46
178,2,3:11.0,,Personal foul by E. Bledsoe (drawn by X. Rathan-Mayes),55,46
179,2,3:07.0,,Personal foul by E. Bledsoe (drawn by X. Rathan-Mayes),55,46
180,2,3:07.0,,X. Rathan-Mayes makes free throw 1 of 2,55,47
181,2,3:07.0,B. Jennings enters the game for E. Bledsoe,,55,47
182,2,3:07.0,,X. Rathan-Mayes misses free throw 2 of 2,55,47
183,2,3:04.0,Defensive rebound by J. Henson,,55,47
184,2,2:49.0,J. Henson misses 2-pt jump shot from 2 ft (block by M. Gasol),,55,47
185,2,2:47.0,,Defensive rebound by C. Parsons,55,47
186,2,2:43.0,,D. Brooks misses 3-pt jump shot from 22 ft,55,47
187,2,2:43.0,Defensive rebound by B. Jennings,,55,47
188,2,2:34.0,,Violation by M. Gasol (kicked ball),55,47
189,2,2:31.0,Personal foul by J. Martin (drawn by K. Middleton),,55,47
190,2,2:31.0,K. Middleton makes free throw 1 of 2,,56,47
191,2,2:31.0,K. Middleton makes free throw 2 of 2,,57,47
192,2,2:17.0,,J. Martin makes 2-pt jump shot from 16 ft (assist by X. Rathan-Mayes),57,49
193,2,1:58.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,59,49
194,2,1:36.0,,X. Rathan-Mayes misses 2-pt jump shot from 9 ft,59,49
195,2,1:34.0,Defensive rebound by K. Middleton,,59,49
196,2,1:22.0,Shooting foul by M. Gasol (drawn by J. Henson),,59,49
197,2,1:22.0,J. Henson misses free throw 1 of 2,,59,49
198,2,1:22.0,Offensive rebound by Team,,59,49
199,2,1:22.0,J. Henson makes free throw 2 of 2,,60,49
200,2,1:07.0,,C. Parsons misses 3-pt jump shot from 25 ft,60,49
201,2,1:04.0,Defensive rebound by J. Parker,,60,49
202,2,1:01.0,Turnover by B. Jennings (bad pass; steal by M. Gasol),,60,49
203,2,0:58.0,,Shooting foul by T. Snell (drawn by J. Martin),60,49
204,2,0:58.0,,J. Martin makes free throw 1 of 2,60,50
205,2,0:58.0,,D. Davis enters the game for M. Gasol,60,50
206,2,0:58.0,,J. Martin misses free throw 2 of 2,60,50
207,2,0:56.0,Defensive rebound by K. Middleton,,60,50
208,2,0:45.0,J. Henson misses 2-pt hook shot from 4 ft,,60,50
209,2,0:41.0,,Defensive rebound by D. Davis,60,50
210,2,0:32.0,,Turnover by J. Martin (lost ball; steal by T. Snell),60,50
211,2,0:26.0,K. Middleton makes 2-pt jump shot from 10 ft (assist by B. Jennings),,62,50
212,2,0:06.0,,X. Rathan-Mayes misses 3-pt jump shot from 25 ft,62,50
213,2,0:03.0,Defensive rebound by J. Parker,,62,50
214,2,0:00.0,J. Henson makes 2-pt layup from 1 ft (assist by B. Jennings),,64,50
215,2,0:00.0,,Violation by D. Davis (def goaltending),64,50
216,3,11:45.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by K. Middleton),,66,50
217,3,11:25.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),66,52
218,3,11:06.0,G. Antetokounmpo makes 2-pt hook shot from 7 ft,,68,52
219,3,10:46.0,,J. Green misses 2-pt jump shot from 20 ft,68,52
220,3,10:44.0,Defensive rebound by G. Antetokounmpo,,68,52
221,3,10:27.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by T. Snell),,71,52
222,3,10:07.0,,D. Brooks makes 2-pt dunk at rim (assist by K. Simmons),71,54
223,3,9:51.0,Turnover by T. Snell (bad pass; steal by J. Green),,71,54
224,3,9:48.0,,J. Martin makes 2-pt dunk at rim (assist by J. Green),71,56
225,3,9:37.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,71,56
226,3,9:34.0,,Defensive rebound by M. Gasol,71,56
227,3,9:28.0,,J. Martin misses 2-pt layup from 1 ft,71,56
228,3,9:25.0,Defensive rebound by J. Henson,,71,56
229,3,9:17.0,Turnover by E. Bledsoe (bad pass),,71,56
230,3,9:02.0,,M. Gasol makes 2-pt layup from 1 ft,71,58
231,3,8:47.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,71,58
232,3,8:42.0,,Defensive rebound by J. Martin,71,58
233,3,8:36.0,,K. Simmons misses 2-pt jump shot from 11 ft,71,58
234,3,8:34.0,Defensive rebound by G. Antetokounmpo,,71,58
235,3,8:27.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,71,58
236,3,8:27.0,,Defensive rebound by Team,71,58
237,3,8:11.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by J. Martin),71,60
238,3,7:55.0,Personal foul by J. Martin (drawn by G. Antetokounmpo),,71,60
239,3,7:43.0,T. Snell makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,74,60
240,3,7:24.0,,Turnover by K. Simmons (step out of bounds),74,60
241,3,7:09.0,K. Middleton makes 2-pt jump shot from 6 ft (assist by T. Snell),,76,60
242,3,6:54.0,,M. Gasol misses 3-pt jump shot from 25 ft,76,60
243,3,6:52.0,Defensive rebound by E. Bledsoe,,76,60
244,3,6:49.0,,Offensive charge foul by G. Antetokounmpo (drawn by J. Green),76,60
245,3,6:49.0,Turnover by G. Antetokounmpo (offensive foul),,76,60
246,3,6:49.0,,Memphis full timeout,76,60
247,3,6:49.0,J. Parker enters the game for G. Antetokounmpo,,76,60
248,3,6:27.0,,D. Brooks makes 2-pt hook shot from 5 ft,76,62
249,3,6:08.0,J. Parker makes 2-pt jump shot from 21 ft,,78,62
250,3,5:50.0,,Personal foul by E. Bledsoe (drawn by M. Gasol),78,62
251,3,5:50.0,,C. Parsons enters the game for J. Martin,78,62
252,3,5:50.0,B. Jennings enters the game for E. Bledsoe,,78,62
253,3,5:34.0,,M. Gasol misses 2-pt jump shot from 12 ft,78,62
254,3,5:31.0,Defensive rebound by B. Jennings,,78,62
255,3,5:29.0,J. Henson makes 2-pt dunk at rim (assist by B. Jennings),,80,62
256,3,5:13.0,,D. Brooks misses 2-pt jump shot from 15 ft,80,62
257,3,5:10.0,,Offensive rebound by M. Gasol,80,62
258,3,5:09.0,,M. Gasol makes 2-pt layup at rim,80,64
259,3,5:00.0,J. Henson misses 2-pt hook shot from 15 ft,,80,64
260,3,4:57.0,,Defensive rebound by C. Parsons,80,64
261,3,4:47.0,,D. Brooks makes 2-pt jump shot from 6 ft,80,66
262,3,4:21.0,K. Middleton misses 2-pt jump shot from 9 ft,,80,66
263,3,4:18.0,,Defensive rebound by M. Gasol,80,66
264,3,4:10.0,,K. Simmons misses 2-pt jump shot from 17 ft,80,66
265,3,4:08.0,Defensive rebound by J. Henson,,80,66
266,3,4:04.0,Personal foul by C. Parsons (drawn by K. Middleton),,80,66
267,3,4:04.0,S. Brown enters the game for T. Snell,,80,66
268,3,4:04.0,T. Zeller enters the game for J. Henson,,80,66
269,3,4:04.0,,X. Rathan-Mayes enters the game for K. Simmons,80,66
270,3,4:00.0,Turnover by J. Parker (step out of bounds),,80,66
271,3,3:46.0,,Personal foul by K. Middleton (drawn by M. Gasol),80,66
272,3,3:37.0,,D. Brooks makes 3-pt jump shot from 23 ft (assist by X. Rathan-Mayes),80,69
273,3,3:17.0,Turnover by K. Middleton (lost ball; steal by D. Brooks),,80,69
274,3,3:09.0,,D. Brooks makes 2-pt layup at rim (assist by X. Rathan-Mayes),80,71
275,3,3:07.0,Milwaukee full timeout,,80,71
276,3,2:50.0,S. Brown makes 2-pt jump shot from 10 ft (assist by B. Jennings),,82,71
277,3,2:29.0,,C. Parsons misses 3-pt jump shot from 25 ft,82,71
278,3,2:25.0,Defensive rebound by T. Zeller,,82,71
279,3,2:19.0,B. Jennings misses 3-pt jump shot from 25 ft,,82,71
280,3,2:16.0,,Defensive rebound by J. Green,82,71
281,3,2:06.0,,X. Rathan-Mayes misses 3-pt jump shot from 26 ft,82,71
282,3,2:04.0,Defensive rebound by J. Parker,,82,71
283,3,1:52.0,T. Zeller makes 2-pt layup from 1 ft (assist by B. Jennings),,84,71
284,3,1:52.0,Shooting foul by X. Rathan-Mayes (drawn by T. Zeller),,84,71
285,3,1:52.0,,D. Davis enters the game for M. Gasol,84,71
286,3,1:52.0,T. Zeller misses free throw 1 of 1,,84,71
287,3,1:50.0,,Defensive rebound by D. Davis,84,71
288,3,1:35.0,,D. Brooks misses 3-pt jump shot from 27 ft,84,71
289,3,1:31.0,,Offensive rebound by J. Green,84,71
290,3,1:31.0,,J. Green misses 2-pt layup at rim,84,71
291,3,1:31.0,Defensive rebound by Team,,84,71
292,3,1:18.0,J. Parker makes 2-pt jump shot from 15 ft,,86,71
293,3,1:03.0,,J. Green makes 2-pt jump shot from 16 ft (assist by D. Brooks),86,73
294,3,0:51.0,Personal foul by D. Brooks (drawn by K. Middleton),,86,73
295,3,0:51.0,K. Middleton makes free throw 1 of 2,,87,73
296,3,0:51.0,,B. McLemore enters the game for J. Green,87,73
297,3,0:51.0,,W. Selden enters the game for D. Brooks,87,73
298,3,0:51.0,K. Middleton makes free throw 2 of 2,,88,73
299,3,0:30.0,,D. Davis misses 2-pt layup from 5 ft,88,73
300,3,0:25.0,Defensive rebound by S. Brown,,88,73
301,3,0:04.0,B. Jennings makes 2-pt jump shot from 17 ft (assist by J. Parker),,90,73
302,3,0:00.0,,W. Selden misses 3-pt jump shot from 26 ft,90,73
303,3,0:00.0,,Offensive rebound by Team,90,73
304,4,11:48.0,,Shooting foul by T. Zeller (drawn by J. Martin),90,73
305,4,11:48.0,,J. Martin makes free throw 1 of 2,90,74
306,4,11:48.0,,J. Martin makes free throw 2 of 2,90,75
307,4,11:39.0,Offensive foul by T. Zeller (drawn by X. Rathan-Mayes),,90,75
308,4,11:39.0,Turnover by T. Zeller (offensive foul),,90,75
309,4,11:23.0,,J. Martin makes 2-pt jump shot from 10 ft (assist by X. Rathan-Mayes),90,77
310,4,11:08.0,Turnover by J. Parker (out of bounds lost ball),,90,77
311,4,10:55.0,,B. McLemore misses 2-pt layup from 5 ft,90,77
312,4,10:55.0,Defensive rebound by Team,,90,77
313,4,10:55.0,,Loose ball foul by D. Davis (drawn by T. Zeller),90,77
314,4,10:35.0,J. Parker misses 3-pt jump shot from 25 ft,,90,77
315,4,10:33.0,Offensive rebound by B. Jennings,,90,77
316,4,10:29.0,B. Jennings misses 3-pt jump shot from 26 ft,,90,77
317,4,10:27.0,Offensive rebound by T. Zeller,,90,77
318,4,10:27.0,Shooting foul by X. Rathan-Mayes (drawn by T. Zeller),,90,77
319,4,10:27.0,T. Zeller makes free throw 1 of 2,,91,77
320,4,10:27.0,G. Antetokounmpo enters the game for J. Parker,,91,77
321,4,10:27.0,T. Zeller makes free throw 2 of 2,,92,77
322,4,10:12.0,,X. Rathan-Mayes misses 2-pt jump shot from 10 ft,92,77
323,4,10:06.0,Defensive rebound by T. Zeller,,92,77
324,4,9:54.0,J. Terry misses 3-pt jump shot from 25 ft,,92,77
325,4,9:50.0,Offensive rebound by J. Terry,,92,77
326,4,9:42.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft,,94,77
327,4,9:29.0,,D. Davis makes 2-pt layup from 1 ft (assist by X. Rathan-Mayes),94,79
328,4,9:09.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,94,79
329,4,9:00.0,,D. Davis makes 2-pt jump shot from 18 ft (assist by W. Selden),94,81
330,4,8:44.0,Turnover by J. Terry (traveling),,94,81
331,4,8:44.0,E. Bledsoe enters the game for B. Jennings,,94,81
332,4,8:34.0,,W. Selden makes 3-pt jump shot from 25 ft (assist by B. McLemore),94,84
333,4,8:18.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Davis),,94,84
334,4,8:12.0,,Turnover by B. McLemore (bad pass; steal by E. Bledsoe),94,84
335,4,8:10.0,G. Antetokounmpo makes 2-pt layup at rim (assist by S. Brown),,96,84
336,4,8:10.0,Shooting foul by X. Rathan-Mayes (drawn by G. Antetokounmpo),,96,84
337,4,8:10.0,T. Snell enters the game for J. Terry,,96,84
338,4,8:10.0,G. Antetokounmpo makes free throw 1 of 1,,97,84
339,4,7:55.0,,J. Martin misses 2-pt jump shot from 20 ft,97,84
340,4,7:51.0,Defensive rebound by E. Bledsoe,,97,84
341,4,7:45.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,97,84
342,4,7:43.0,,Defensive rebound by Team,97,84
343,4,7:35.0,,X. Rathan-Mayes misses 2-pt jump shot from 9 ft (block by T. Zeller),97,84
344,4,7:35.0,,Offensive rebound by D. Davis,97,84
345,4,7:35.0,,D. Davis makes 2-pt layup from 3 ft,97,86
346,4,7:13.0,Turnover by E. Bledsoe (lost ball; steal by X. Rathan-Mayes),,97,86
347,4,7:09.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Davis),97,89
348,4,7:08.0,Milwaukee full timeout,,97,89
349,4,7:08.0,J. Henson enters the game for S. Brown,,97,89
350,4,7:08.0,K. Middleton enters the game for T. Zeller,,97,89
351,4,6:58.0,Personal foul by X. Rathan-Mayes (drawn by E. Bledsoe),,97,89
352,4,6:47.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,97,89
353,4,6:46.0,Offensive rebound by J. Henson,,97,89
354,4,6:46.0,Personal foul by J. Martin (drawn by J. Henson),,97,89
355,4,6:46.0,J. Henson misses free throw 1 of 2,,97,89
356,4,6:46.0,Offensive rebound by Team,,97,89
357,4,6:46.0,J. Henson misses free throw 2 of 2,,97,89
358,4,6:46.0,Offensive rebound by E. Bledsoe,,97,89
359,4,6:46.0,E. Bledsoe misses 2-pt dunk from 1 ft (block by J. Martin),,97,89
360,4,6:46.0,,Defensive rebound by B. McLemore,97,89
361,4,6:34.0,,D. Davis misses 2-pt layup at rim,97,89
362,4,6:30.0,,Offensive rebound by D. Davis,97,89
363,4,6:30.0,,D. Davis makes 2-pt layup at rim,97,91
364,4,6:18.0,E. Bledsoe makes 2-pt layup from 3 ft,,99,91
365,4,6:18.0,Shooting foul by X. Rathan-Mayes (drawn by E. Bledsoe),,99,91
366,4,6:18.0,E. Bledsoe misses free throw 1 of 1,,99,91
367,4,6:12.0,,Defensive rebound by B. McLemore,99,91
368,4,5:58.0,,B. McLemore misses 2-pt jump shot from 13 ft,99,91
369,4,5:53.0,Defensive rebound by K. Middleton,,99,91
370,4,5:51.0,E. Bledsoe makes 2-pt layup at rim,,101,91
371,4,5:38.0,,W. Selden misses 3-pt jump shot from 27 ft,101,91
