,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
50,1,7:00.0,B. Lopez makes 2-pt hook shot from 9 ft,,12,10
51,1,6:45.0,,Shooting foul by B. Ingram (drawn by E. Payton),12,10
52,1,6:45.0,,Orlando full timeout,12,10
53,1,6:45.0,,E. Payton misses free throw 1 of 2,12,10
54,1,6:45.0,,Offensive rebound by Team,12,10
55,1,6:45.0,,E. Payton makes free throw 2 of 2,12,11
56,1,6:23.0,B. Ingram misses 2-pt jump shot from 14 ft,,12,11
57,1,6:20.0,,Defensive rebound by E. Payton,12,11
58,1,6:19.0,,Shooting foul by T. Ennis (drawn by E. Payton),12,11
59,1,6:19.0,,E. Payton misses free throw 1 of 2,12,11
60,1,6:19.0,,Offensive rebound by Team,12,11
61,1,6:19.0,A. Caruso enters the game for T. Ennis,,12,11
62,1,6:19.0,,E. Payton misses free throw 2 of 2,12,11
63,1,6:17.0,Defensive rebound by A. Caruso,,12,11
64,1,6:04.0,B. Ingram misses 2-pt jump shot from 11 ft,,12,11
65,1,5:58.0,,Defensive rebound by E. Payton,12,11
66,1,5:46.0,,M. Speights makes 2-pt jump shot from 16 ft (assist by B. Biyombo),12,13
67,1,5:24.0,A. Caruso misses 3-pt jump shot from 25 ft,,12,13
68,1,5:21.0,,Defensive rebound by E. Fournier,12,13
69,1,5:18.0,,E. Payton makes 2-pt layup at rim (assist by E. Fournier),12,15
70,1,4:58.0,B. Lopez misses 3-pt jump shot from 24 ft,,12,15
71,1,4:54.0,,Defensive rebound by B. Biyombo,12,15
72,1,4:48.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),12,18
73,1,4:46.0,LA Lakers full timeout,,12,18
74,1,4:46.0,,M. Hezonja enters the game for M. Speights,12,18
75,1,4:46.0,K. Kuzma enters the game for B. Lopez,,12,18
76,1,4:31.0,Personal foul by M. Hezonja (drawn by B. Ingram),,12,18
77,1,4:27.0,K. Caldwell-Pope makes 2-pt layup at rim (assist by B. Ingram),,14,18
78,1,4:12.0,,J. Simmons makes 2-pt jump shot from 18 ft,14,20
79,1,3:54.0,A. Caruso makes 2-pt layup from 2 ft (assist by B. Ingram),,16,20
80,1,3:54.0,,Violation by B. Biyombo (def goaltending),16,20
81,1,3:39.0,,J. Simmons misses 2-pt jump shot from 12 ft,16,20
82,1,3:36.0,Defensive rebound by K. Kuzma,,16,20
83,1,3:33.0,K. Kuzma misses 2-pt jump shot from 19 ft,,16,20
84,1,3:28.0,,Defensive rebound by E. Payton,16,20
85,1,3:20.0,,Personal foul by K. Caldwell-Pope (drawn by B. Biyombo),16,20
86,1,3:20.0,,B. Biyombo misses free throw 1 of 2,16,20
87,1,3:20.0,,Offensive rebound by Team,16,20
88,1,3:20.0,,B. Biyombo makes free throw 2 of 2,16,21
89,1,3:01.0,B. Ingram misses 2-pt jump shot from 21 ft,,16,21
90,1,2:56.0,Offensive rebound by A. Caruso,,16,21
91,1,2:52.0,Turnover by A. Caruso (bad pass; steal by E. Fournier),,16,21
92,1,2:48.0,,M. Hezonja makes 2-pt layup from 3 ft (assist by E. Fournier),16,23
93,1,2:31.0,K. Kuzma makes 2-pt layup from 1 ft,,18,23
94,1,2:14.0,,M. Hezonja misses 2-pt jump shot from 6 ft,18,23
95,1,2:11.0,Defensive rebound by J. Randle,,18,23
96,1,2:06.0,J. Randle makes 2-pt layup from 1 ft,,20,23
97,1,1:53.0,,Shooting foul by J. Randle (drawn by J. Simmons),20,23
98,1,1:53.0,,J. Simmons makes free throw 1 of 2,20,24
99,1,1:53.0,,D. Augustin enters the game for E. Payton,20,24
100,1,1:53.0,,K. Birch enters the game for B. Biyombo,20,24
101,1,1:53.0,J. Clarkson enters the game for K. Caldwell-Pope,,20,24
102,1,1:53.0,L. Nance enters the game for J. Randle,,20,24
103,1,1:53.0,,J. Simmons makes free throw 2 of 2,20,25
104,1,1:29.0,Turnover by A. Caruso (bad pass; steal by D. Augustin),,20,25
105,1,1:13.0,,J. Simmons makes 2-pt layup from 1 ft (assist by M. Hezonja),20,27
106,1,1:07.0,Personal foul by J. Simmons (drawn by K. Kuzma),,20,27
107,1,1:07.0,,S. Mack enters the game for J. Simmons,20,27
108,1,1:02.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by A. Caruso),,23,27
109,1,0:49.0,,E. Fournier misses 3-pt jump shot from 25 ft,23,27
110,1,0:47.0,Defensive rebound by J. Clarkson,,23,27
111,1,0:40.0,J. Clarkson misses 3-pt jump shot from 25 ft,,23,27
112,1,0:37.0,,Defensive rebound by D. Augustin,23,27
113,1,0:31.0,,D. Augustin makes 2-pt layup from 1 ft,23,29
114,1,0:17.0,K. Kuzma makes 2-pt layup from 1 ft,,25,29
115,1,0:00.0,,D. Augustin misses 2-pt jump shot from 13 ft,25,29
116,1,0:00.0,Defensive rebound by B. Ingram,,25,29
117,2,11:42.0,A. Caruso misses 2-pt jump shot from 13 ft,,25,29
118,2,11:37.0,,Defensive rebound by K. Birch,25,29
119,2,11:25.0,,D. Augustin makes 3-pt jump shot from 22 ft (assist by S. Mack),25,32
120,2,11:12.0,K. Kuzma misses 2-pt jump shot from 7 ft,,25,32
121,2,11:04.0,Offensive rebound by L. Nance,,25,32
122,2,10:54.0,L. Nance makes 2-pt dunk at rim,,27,32
123,2,10:50.0,,M. Hezonja makes 3-pt jump shot from 28 ft (assist by S. Mack),27,35
124,2,10:27.0,J. Clarkson misses 2-pt jump shot from 19 ft,,27,35
125,2,10:27.0,,Defensive rebound by D. Augustin,27,35
126,2,10:21.0,,D. Augustin misses 3-pt jump shot from 25 ft,27,35
127,2,10:21.0,Defensive rebound by C. Brewer,,27,35
128,2,10:12.0,J. Clarkson misses 2-pt layup from 2 ft (block by W. Iwundu),,27,35
129,2,10:12.0,,Defensive rebound by D. Augustin,27,35
130,2,10:06.0,,Turnover by K. Birch (bad pass; steal by L. Nance),27,35
131,2,9:59.0,K. Kuzma misses 2-pt layup from 2 ft,,27,35
132,2,9:59.0,Offensive rebound by Team,,27,35
133,2,9:41.0,A. Caruso misses 3-pt jump shot from 26 ft,,27,35
134,2,9:41.0,,Defensive rebound by W. Iwundu,27,35
135,2,9:30.0,,Turnover by S. Mack (bad pass; steal by L. Nance),27,35
136,2,9:23.0,K. Kuzma makes 2-pt layup from 3 ft (assist by J. Clarkson),,29,35
137,2,9:07.0,,S. Mack misses 3-pt jump shot from 24 ft,29,35
138,2,9:04.0,Defensive rebound by J. Clarkson,,29,35
139,2,8:58.0,K. Kuzma misses 2-pt jump shot from 15 ft,,29,35
140,2,8:55.0,Offensive rebound by L. Nance,,29,35
141,2,8:47.0,Turnover by J. Clarkson (bad pass; steal by M. Hezonja),,29,35
142,2,8:44.0,,W. Iwundu makes 2-pt layup from 3 ft (assist by M. Hezonja),29,37
143,2,8:44.0,Violation by K. Kuzma (def goaltending),,29,37
144,2,8:28.0,Shooting foul by K. Birch (drawn by L. Nance),,29,37
145,2,8:28.0,L. Nance makes free throw 1 of 2,,30,37
146,2,8:28.0,L. Nance makes free throw 2 of 2,,31,37
147,2,8:12.0,,K. Birch makes 2-pt hook shot from 3 ft (assist by S. Mack),31,39
148,2,8:02.0,K. Kuzma makes 2-pt jump shot from 12 ft,,33,39
149,2,7:48.0,,S. Mack makes 2-pt jump shot from 10 ft,33,41
150,2,7:48.0,,Shooting foul by A. Caruso (drawn by S. Mack),33,41
151,2,7:48.0,,S. Mack makes free throw 1 of 1,33,42
152,2,7:37.0,J. Clarkson misses 3-pt jump shot from 25 ft,,33,42
153,2,7:35.0,,Defensive rebound by M. Hezonja,33,42
154,2,7:16.0,,D. Augustin misses 3-pt jump shot from 25 ft,33,42
155,2,7:13.0,Defensive rebound by A. Caruso,,33,42
156,2,7:11.0,Turnover by K. Kuzma (lost ball; steal by D. Augustin),,33,42
157,2,7:06.0,,D. Augustin makes 2-pt layup from 1 ft,33,44
158,2,7:06.0,LA Lakers full timeout,,33,44
159,2,7:06.0,K. Caldwell-Pope enters the game for A. Caruso,,33,44
160,2,6:55.0,Turnover by C. Brewer (bad pass; steal by W. Iwundu),,33,44
161,2,6:41.0,,Offensive foul by K. Birch (drawn by K. Caldwell-Pope),33,44
162,2,6:41.0,,Turnover by K. Birch (offensive foul),33,44
163,2,6:26.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Clarkson),,35,44
164,2,6:09.0,,K. Birch misses 2-pt layup from 1 ft,35,44
165,2,6:07.0,Defensive rebound by C. Brewer,,35,44
166,2,6:05.0,Shooting foul by W. Iwundu (drawn by C. Brewer),,35,44
167,2,6:05.0,C. Brewer misses free throw 1 of 2,,35,44
168,2,6:05.0,Offensive rebound by Team,,35,44
169,2,6:05.0,C. Brewer makes free throw 2 of 2,,36,44
170,2,6:00.0,,Shooting foul by K. Caldwell-Pope (drawn by S. Mack),36,44
171,2,6:00.0,,S. Mack makes free throw 1 of 2,36,45
172,2,6:00.0,,S. Mack makes free throw 2 of 2,36,46
173,2,5:49.0,K. Kuzma misses 3-pt jump shot from 25 ft,,36,46
174,2,5:45.0,,Defensive rebound by M. Hezonja,36,46
175,2,5:39.0,,M. Hezonja misses 2-pt jump shot from 13 ft,36,46
176,2,5:34.0,,Offensive rebound by W. Iwundu,36,46
177,2,5:25.0,,Turnover by W. Iwundu (bad pass; steal by C. Brewer),36,46
178,2,5:24.0,Turnover by C. Brewer (bad pass),,36,46
179,2,5:24.0,J. Randle enters the game for K. Kuzma,,36,46
180,2,5:24.0,B. Ingram enters the game for C. Brewer,,36,46
181,2,5:12.0,,W. Iwundu makes 2-pt layup from 2 ft (assist by D. Augustin),36,48
182,2,4:59.0,J. Clarkson makes 2-pt layup from 2 ft,,38,48
183,2,4:46.0,,W. Iwundu misses 2-pt jump shot from 17 ft,38,48
184,2,4:43.0,Defensive rebound by J. Randle,,38,48
185,2,4:34.0,Turnover by J. Clarkson (bad pass),,38,48
186,2,4:34.0,,Orlando full timeout,38,48
187,2,4:34.0,,B. Biyombo enters the game for M. Hezonja,38,48
188,2,4:34.0,,M. Speights enters the game for K. Birch,38,48
189,2,4:16.0,,S. Mack misses 3-pt jump shot from 25 ft,38,48
190,2,4:13.0,Defensive rebound by J. Clarkson,,38,48
191,2,3:59.0,J. Clarkson makes 2-pt jump shot from 19 ft,,40,48
192,2,3:44.0,,D. Augustin misses 2-pt layup from 2 ft,40,48
193,2,3:43.0,Defensive rebound by J. Randle,,40,48
194,2,3:39.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by J. Randle),,43,48
195,2,3:33.0,,Orlando full timeout,43,48
196,2,3:33.0,,E. Fournier enters the game for S. Mack,43,48
197,2,3:33.0,,J. Simmons enters the game for D. Augustin,43,48
198,2,3:33.0,,E. Payton enters the game for W. Iwundu,43,48
199,2,3:20.0,,Shooting foul by L. Nance (drawn by M. Speights),43,48
200,2,3:20.0,,M. Speights makes free throw 1 of 2,43,49
201,2,3:20.0,,M. Speights makes free throw 2 of 2,43,50
202,2,3:09.0,Shooting foul by B. Biyombo (drawn by J. Randle),,43,50
203,2,3:09.0,J. Randle makes free throw 1 of 2,,44,50
204,2,3:09.0,J. Randle makes free throw 2 of 2,,45,50
205,2,3:01.0,,Turnover by J. Simmons (bad pass),45,50
206,2,2:38.0,J. Randle makes 2-pt jump shot from 5 ft,,47,50
207,2,2:17.0,,M. Speights makes 3-pt jump shot from 26 ft,47,53
208,2,1:50.0,B. Ingram misses 2-pt layup from 7 ft,,47,53
209,2,1:49.0,Offensive rebound by J. Randle,,47,53
210,2,1:49.0,Turnover by Team (shot clock),,47,53
211,2,1:34.0,,E. Fournier misses 2-pt jump shot from 21 ft,47,53
212,2,1:31.0,Defensive rebound by Team,,47,53
213,2,1:16.0,Turnover by J. Randle (bad pass),,47,53
214,2,1:08.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by E. Payton),47,56
215,2,0:50.0,Shooting block foul by M. Speights (drawn by B. Ingram),,47,56
216,2,0:50.0,B. Ingram makes free throw 1 of 2,,48,56
217,2,0:50.0,,S. Mack enters the game for J. Simmons,48,56
218,2,0:50.0,B. Ingram makes free throw 2 of 2,,49,56
219,2,0:32.0,,M. Speights makes 2-pt jump shot from 12 ft,49,58
220,2,0:32.0,Violation by L. Nance (def goaltending),,49,58
221,2,0:08.0,J. Clarkson makes 2-pt jump shot from 14 ft,,51,58
222,2,0:01.0,,E. Payton misses 2-pt jump shot from 13 ft,51,58
223,2,0:01.0,,Offensive rebound by Team,51,58
224,3,11:48.0,Def 3 sec tech foul by M. Speights,,51,58
225,3,11:48.0,K. Caldwell-Pope makes technical free throw,,52,58
226,3,11:41.0,B. Lopez misses 2-pt jump shot from 13 ft,,52,58
227,3,11:39.0,,Defensive rebound by E. Payton,52,58
228,3,11:19.0,,M. Speights misses 2-pt jump shot from 18 ft,52,58
229,3,11:19.0,,Offensive rebound by M. Speights,52,58
230,3,11:11.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Speights),52,61
231,3,10:59.0,Shooting foul by M. Speights (drawn by B. Lopez),,52,61
232,3,10:59.0,B. Lopez misses free throw 1 of 2,,52,61
233,3,10:59.0,Offensive rebound by Team,,52,61
234,3,10:59.0,B. Lopez makes free throw 2 of 2,,53,61
235,3,10:50.0,,E. Fournier makes 2-pt jump shot from 19 ft,53,63
236,3,10:33.0,B. Lopez misses 2-pt jump shot from 9 ft,,53,63
237,3,10:30.0,,Defensive rebound by E. Payton,53,63
238,3,10:27.0,,E. Payton makes 2-pt layup from 2 ft,53,65
239,3,10:27.0,,Shooting foul by T. Ennis (drawn by E. Payton),53,65
240,3,10:27.0,LA Lakers full timeout,,53,65
241,3,10:27.0,,M. Hezonja enters the game for M. Speights,53,65
242,3,10:27.0,J. Clarkson enters the game for B. Ingram,,53,65
243,3,10:27.0,L. Nance enters the game for J. Randle,,53,65
244,3,10:27.0,C. Brewer enters the game for T. Ennis,,53,65
245,3,10:27.0,A. Caruso enters the game for B. Lopez,,53,65
246,3,10:27.0,,E. Payton makes free throw 1 of 1,53,66
247,3,10:27.0,K. Kuzma enters the game for K. Caldwell-Pope,,53,66
248,3,10:13.0,A. Caruso misses 2-pt layup from 1 ft,,53,66
249,3,10:10.0,,Defensive rebound by E. Payton,53,66
250,3,10:06.0,,E. Fournier misses 3-pt jump shot from 24 ft,53,66
251,3,10:02.0,Defensive rebound by C. Brewer,,53,66
252,3,9:58.0,C. Brewer misses 2-pt layup from 3 ft,,53,66
253,3,9:55.0,Offensive rebound by L. Nance,,53,66
254,3,9:51.0,L. Nance makes 2-pt layup from 1 ft,,55,66
255,3,9:46.0,,Shooting foul by L. Nance (drawn by E. Payton),55,66
256,3,9:46.0,,E. Payton makes free throw 1 of 2,55,67
257,3,9:46.0,,E. Payton misses free throw 2 of 2,55,67
258,3,9:43.0,Defensive rebound by C. Brewer,,55,67
259,3,9:28.0,Turnover by J. Clarkson (bad pass; steal by E. Payton),,55,67
260,3,9:24.0,,Turnover by E. Payton (lost ball; steal by A. Caruso),55,67
261,3,9:17.0,Turnover by A. Caruso (bad pass; steal by E. Payton),,55,67
262,3,9:07.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by E. Payton),55,70
263,3,8:51.0,Personal foul by E. Payton (drawn by A. Caruso),,55,70
264,3,8:51.0,B. Ingram enters the game for A. Caruso,,55,70
265,3,8:45.0,J. Clarkson misses 2-pt jump shot from 13 ft,,55,70
266,3,8:41.0,Offensive rebound by J. Clarkson,,55,70
267,3,8:39.0,J. Clarkson makes 2-pt jump shot from 2 ft,,57,70
268,3,8:18.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by M. Hezonja),57,73
269,3,7:56.0,B. Ingram makes 2-pt jump shot from 5 ft,,59,73
270,3,7:43.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Simmons),59,76
271,3,7:33.0,Shooting foul by M. Hezonja (drawn by K. Kuzma),,59,76
272,3,7:33.0,K. Kuzma makes free throw 1 of 2,,60,76
273,3,7:33.0,K. Kuzma misses free throw 2 of 2,,60,76
274,3,7:31.0,,Defensive rebound by B. Biyombo,60,76
275,3,7:08.0,,M. Hezonja misses 3-pt jump shot from 26 ft,60,76
276,3,7:06.0,Defensive rebound by B. Ingram,,60,76
277,3,7:06.0,Personal foul by B. Biyombo (drawn by B. Ingram),,60,76
278,3,6:50.0,J. Clarkson makes 2-pt jump shot from 8 ft,,62,76
279,3,6:37.0,,E. Payton misses 2-pt jump shot from 19 ft,62,76
280,3,6:34.0,Defensive rebound by B. Ingram,,62,76
281,3,6:31.0,L. Nance makes 2-pt layup from 1 ft (assist by B. Ingram),,64,76
282,3,6:31.0,,Orlando full timeout,64,76
283,3,6:16.0,,J. Simmons misses 2-pt layup from 1 ft,64,76
284,3,6:14.0,Defensive rebound by K. Kuzma,,64,76
285,3,6:04.0,Turnover by B. Ingram (lost ball; steal by E. Payton),,64,76
286,3,5:50.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by J. Simmons),64,79
287,3,5:34.0,K. Kuzma misses 3-pt jump shot from 22 ft,,64,79
288,3,5:32.0,,Defensive rebound by B. Biyombo,64,79
289,3,5:24.0,Violation by C. Brewer (kicked ball),,64,79
290,3,5:15.0,,J. Simmons misses 2-pt jump shot from 15 ft,64,79
291,3,5:12.0,Defensive rebound by K. Kuzma,,64,79
292,3,5:06.0,C. Brewer makes 2-pt layup from 2 ft,,66,79
293,3,4:51.0,,Offensive foul by B. Biyombo (drawn by J. Clarkson),66,79
294,3,4:51.0,,Turnover by B. Biyombo (offensive foul),66,79
295,3,4:35.0,B. Ingram makes 2-pt jump shot from 14 ft,,68,79
296,3,4:25.0,,E. Payton makes 2-pt layup from 2 ft,68,81
297,3,4:13.0,J. Clarkson misses 2-pt jump shot from 14 ft,,68,81
298,3,4:12.0,,Defensive rebound by B. Biyombo,68,81
299,3,4:10.0,,Turnover by E. Payton (bad pass),68,81
300,3,4:10.0,,M. Speights enters the game for B. Biyombo,68,81
301,3,4:10.0,J. Randle enters the game for L. Nance,,68,81
302,3,3:54.0,B. Ingram misses 2-pt jump shot from 17 ft,,68,81
303,3,3:52.0,,Defensive rebound by M. Speights,68,81
304,3,3:42.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by E. Payton),68,84
305,3,3:30.0,Shooting foul by E. Payton (drawn by J. Clarkson),,68,84
306,3,3:30.0,J. Clarkson makes free throw 1 of 2,,69,84
307,3,3:30.0,K. Caldwell-Pope enters the game for C. Brewer,,69,84
308,3,3:30.0,J. Clarkson makes free throw 2 of 2,,70,84
309,3,3:19.0,,E. Payton makes 2-pt layup from 6 ft,70,86
310,3,3:01.0,Shooting foul by M. Speights (drawn by J. Randle),,70,86
311,3,3:01.0,J. Randle misses free throw 1 of 2,,70,86
312,3,3:01.0,Offensive rebound by Team,,70,86
313,3,3:01.0,J. Randle makes free throw 2 of 2,,71,86
314,3,2:48.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by E. Payton),71,89
315,3,2:33.0,Personal foul by E. Payton (drawn by J. Clarkson),,71,89
316,3,2:33.0,J. Clarkson makes free throw 1 of 2,,72,89
317,3,2:33.0,J. Clarkson makes free throw 2 of 2,,73,89
318,3,2:23.0,,E. Payton misses 2-pt layup from 2 ft (block by J. Clarkson),73,89
319,3,2:18.0,Defensive rebound by J. Clarkson,,73,89
320,3,2:17.0,B. Ingram misses 2-pt layup from 4 ft (block by J. Simmons),,73,89
321,3,2:16.0,,Offensive rebound by Team,73,89
322,3,2:04.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by E. Payton),73,91
323,3,1:53.0,Shooting foul by E. Fournier (drawn by J. Randle),,73,91
324,3,1:53.0,J. Randle makes free throw 1 of 2,,74,91
325,3,1:53.0,J. Randle makes free throw 2 of 2,,75,91
326,3,1:53.0,,D. Augustin enters the game for E. Payton,75,91
327,3,1:53.0,,S. Mack enters the game for J. Simmons,75,91
328,3,1:53.0,J. Hart enters the game for B. Ingram,,75,91
329,3,1:35.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by S. Mack),75,94
330,3,1:33.0,Turnover by K. Caldwell-Pope (bad pass; steal by D. Augustin),,75,94
331,3,1:30.0,,Turnover by D. Augustin (lost ball; steal by J. Clarkson),75,94
332,3,1:15.0,K. Kuzma makes 2-pt jump shot from 17 ft (assist by J. Hart),,77,94
333,3,0:58.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by E. Fournier),77,97
334,3,0:53.0,J. Randle makes 2-pt dunk from 1 ft (assist by J. Clarkson),,79,97
335,3,0:45.0,,Shooting foul by J. Randle (drawn by M. Speights),79,97
336,3,0:45.0,,M. Speights makes free throw 1 of 3,79,98
337,3,0:45.0,,M. Speights misses free throw 2 of 3,79,98
338,3,0:45.0,,Offensive rebound by Team,79,98
339,3,0:45.0,,W. Iwundu enters the game for M. Hezonja,79,98
340,3,0:45.0,,M. Speights makes free throw 3 of 3,79,99
341,3,0:42.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,79,99
342,3,0:41.0,Offensive rebound by J. Randle,,79,99
343,3,0:41.0,J. Randle makes 2-pt layup at rim,,81,99
344,3,0:30.0,,D. Augustin misses 3-pt jump shot from 26 ft,81,99
345,3,0:30.0,Defensive rebound by J. Randle,,81,99
346,3,0:05.0,J. Clarkson misses 3-pt jump shot from 25 ft,,81,99
347,3,0:04.0,,Defensive rebound by M. Speights,81,99
348,3,0:04.0,Loose ball foul by J. Randle (drawn by M. Speights),,81,99
349,3,0:04.0,,M. Speights makes free throw 1 of 2,81,100
350,3,0:04.0,,E. Payton enters the game for E. Fournier,81,100
351,3,0:04.0,,M. Speights makes free throw 2 of 2,81,101
352,3,0:02.0,Turnover by J. Randle (bad pass; steal by S. Mack),,81,101
353,3,0:00.0,,M. Speights misses 3-pt jump shot from 38 ft,81,101
354,3,0:00.0,,Offensive rebound by Team,81,101
355,4,11:39.0,,M. Speights misses 3-pt jump shot from 25 ft,81,101
356,4,11:37.0,Defensive rebound by J. Randle,,81,101
357,4,11:32.0,Personal foul by E. Payton (drawn by L. Nance),,81,101
358,4,11:32.0,,B. Biyombo enters the game for E. Payton,81,101
359,4,11:20.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft (block by W. Iwundu),,81,101
360,4,11:17.0,,Defensive rebound by S. Mack,81,101
361,4,11:04.0,,S. Mack misses 2-pt layup from 1 ft,81,101
362,4,11:00.0,,Offensive rebound by D. Augustin,81,101
363,4,10:57.0,,S. Mack misses 3-pt jump shot from 23 ft,81,101
364,4,10:54.0,,Offensive rebound by W. Iwundu,81,101
365,4,10:37.0,,D. Augustin makes 2-pt layup from 2 ft,81,103
366,4,10:24.0,L. Nance misses 2-pt jump shot from 21 ft,,81,103
367,4,10:21.0,,Defensive rebound by B. Biyombo,81,103
368,4,10:00.0,,W. Iwundu makes 2-pt layup from 1 ft,81,105
369,4,9:51.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,81,105
370,4,9:48.0,,Defensive rebound by W. Iwundu,81,105
371,4,9:32.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by S. Mack),81,108
372,4,9:07.0,Turnover by B. Ingram (bad pass; steal by S. Mack),,81,108
373,4,9:04.0,,Shooting foul by K. Caldwell-Pope (drawn by S. Mack),81,108
374,4,9:04.0,,S. Mack makes free throw 1 of 2,81,109
375,4,9:04.0,,S. Mack makes free throw 2 of 2,81,110
376,4,8:44.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,81,110
377,4,8:44.0,,Defensive rebound by Team,81,110
378,4,8:33.0,,Turnover by D. Augustin (lost ball; steal by K. Caldwell-Pope),81,110
379,4,8:30.0,J. Randle makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,83,110
380,4,8:30.0,Shooting foul by M. Speights (drawn by J. Randle),,83,110
381,4,8:30.0,J. Randle makes free throw 1 of 1,,84,110
382,4,8:10.0,,B. Biyombo misses 2-pt jump shot from 14 ft,84,110
