,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
385,4,5:49.0,Shooting foul by J. Johnson (drawn by J. Butler),,95,93
386,4,5:49.0,J. Butler makes free throw 1 of 2,,96,93
387,4,5:49.0,J. Butler makes free throw 2 of 2,,97,93
388,4,5:27.0,,D. Waiters misses 3-pt jump shot from 27 ft,97,93
389,4,5:23.0,Defensive rebound by J. Butler,,97,93
390,4,5:12.0,J. Teague makes 2-pt jump shot from 8 ft,,99,93
391,4,5:00.0,,J. Richardson misses 3-pt jump shot from 26 ft,99,93
392,4,4:57.0,Defensive rebound by K. Towns,,99,93
393,4,4:47.0,J. Teague misses 2-pt jump shot from 5 ft,,99,93
394,4,4:43.0,,Defensive rebound by J. Winslow,99,93
395,4,4:42.0,,D. Waiters makes 2-pt jump shot from 3 ft,99,95
396,4,4:42.0,,Shooting block foul by A. Wiggins (drawn by D. Waiters),99,95
397,4,4:42.0,,G. Dragić enters the game for T. Johnson,99,95
398,4,4:42.0,,B. Adebayo enters the game for J. Johnson,99,95
399,4,4:42.0,,D. Waiters makes free throw 1 of 1,99,96
400,4,4:29.0,Personal foul by J. Richardson (drawn by A. Wiggins),,99,96
401,4,4:29.0,A. Wiggins makes free throw 1 of 2,,100,96
402,4,4:29.0,A. Wiggins makes free throw 2 of 2,,101,96
403,4,4:18.0,,D. Waiters misses 2-pt layup from 8 ft (block by K. Towns),101,96
404,4,4:15.0,,G. Dragić misses 3-pt jump shot from 27 ft,101,96
405,4,4:13.0,,Offensive rebound by D. Waiters,101,96
406,4,4:12.0,,Offensive rebound by B. Adebayo,101,96
407,4,4:12.0,,B. Adebayo misses 2-pt layup from 4 ft,101,96
408,4,4:12.0,,Offensive rebound by B. Adebayo,101,96
409,4,4:12.0,,Shooting foul by K. Towns (drawn by B. Adebayo),101,96
410,4,4:12.0,,B. Adebayo makes free throw 1 of 2,101,97
411,4,4:12.0,,B. Adebayo misses free throw 2 of 2,101,97
412,4,4:09.0,Defensive rebound by K. Towns,,101,97
413,4,3:56.0,J. Teague misses 2-pt jump shot from 12 ft,,101,97
414,4,3:49.0,Offensive rebound by K. Towns,,101,97
415,4,3:39.0,J. Butler misses 2-pt hook shot from 5 ft,,101,97
416,4,3:36.0,,Defensive rebound by B. Adebayo,101,97
417,4,3:27.0,,Turnover by G. Dragić (out of bounds lost ball),101,97
418,4,3:09.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by J. Teague),,104,97
419,4,2:50.0,,D. Waiters makes 2-pt layup from 3 ft,104,99
420,4,2:26.0,Turnover by J. Crawford (lost ball; steal by D. Waiters),,104,99
421,4,2:23.0,,D. Waiters makes 2-pt dunk from 3 ft,104,101
422,4,2:23.0,Minnesota full timeout,,104,101
423,4,2:23.0,T. Gibson enters the game for J. Crawford,,104,101
424,4,2:16.0,Personal foul by B. Adebayo (drawn by J. Butler),,104,101
425,4,2:16.0,,K. Olynyk enters the game for J. Winslow,104,101
426,4,2:16.0,J. Butler makes free throw 1 of 2,,105,101
427,4,2:16.0,J. Butler makes free throw 2 of 2,,106,101
428,4,1:55.0,,D. Waiters makes 2-pt layup from 3 ft,106,103
429,4,1:38.0,Turnover by J. Butler (step out of bounds),,106,103
430,4,1:18.0,,G. Dragić misses 2-pt jump shot from 10 ft,106,103
431,4,1:18.0,,Offensive rebound by Team,106,103
432,4,1:18.0,,Personal foul by K. Towns (drawn by G. Dragić),106,103
433,4,1:14.0,,Personal foul by J. Butler (drawn by K. Olynyk),106,103
434,4,1:14.0,,K. Olynyk makes free throw 1 of 2,106,104
435,4,1:14.0,,K. Olynyk makes free throw 2 of 2,106,105
436,4,1:01.0,A. Wiggins misses 2-pt layup at rim,,106,105
437,4,1:01.0,Offensive rebound by A. Wiggins,,106,105
438,4,1:00.0,A. Wiggins makes 2-pt layup at rim,,108,105
439,4,0:50.0,,Personal foul by J. Butler (drawn by D. Waiters),108,105
440,4,0:50.0,,D. Waiters misses free throw 1 of 2,108,105
441,4,0:50.0,,Offensive rebound by Team,108,105
442,4,0:50.0,,D. Waiters makes free throw 2 of 2,108,106
443,4,0:38.0,A. Wiggins makes 2-pt dunk from 2 ft,,110,106
444,4,0:38.0,,Miami full timeout,110,106
445,4,0:38.0,,T. Johnson enters the game for B. Adebayo,110,106
446,4,0:31.0,,Shooting foul by J. Butler (drawn by D. Waiters),110,106
447,4,0:31.0,,D. Waiters makes free throw 1 of 2,110,107
448,4,0:31.0,,B. Adebayo enters the game for K. Olynyk,110,107
449,4,0:31.0,,J. Winslow enters the game for T. Johnson,110,107
450,4,0:31.0,,D. Waiters makes free throw 2 of 2,110,108
451,4,0:13.0,A. Wiggins misses 2-pt layup from 3 ft,,110,108
452,4,0:12.0,,Miami full timeout,110,108
453,4,0:12.0,,T. Johnson enters the game for B. Adebayo,110,108
454,4,0:12.0,,K. Olynyk enters the game for J. Winslow,110,108
455,4,0:10.0,,Defensive rebound by J. Winslow,110,108
456,4,0:03.0,,D. Waiters makes 2-pt layup from 2 ft,110,110
457,4,0:03.0,Minnesota full timeout,,110,110
458,4,0:03.0,,B. Adebayo enters the game for T. Johnson,110,110
459,4,0:03.0,,J. Winslow enters the game for K. Olynyk,110,110
460,4,0:03.0,J. Crawford enters the game for T. Gibson,,110,110
461,4,0:03.0,Minnesota full timeout,,110,110
462,4,0:03.0,,J. Johnson enters the game for G. Dragić,110,110
463,4,0:00.0,K. Towns misses 3-pt jump shot from 22 ft,,110,110
464,4,0:00.0,Offensive rebound by Team,,110,110
465,1OT,4:40.0,K. Towns misses 2-pt hook shot from 11 ft,,110,110
466,1OT,4:37.0,,Defensive rebound by K. Olynyk,110,110
467,1OT,4:29.0,,Turnover by K. Olynyk (bad pass; steal by T. Gibson),110,110
468,1OT,4:27.0,Personal foul by J. Richardson (drawn by T. Gibson),,110,110
469,1OT,4:13.0,Shooting foul by J. Richardson (drawn by A. Wiggins),,110,110
470,1OT,4:13.0,A. Wiggins makes free throw 1 of 2,,111,110
471,1OT,4:13.0,A. Wiggins misses free throw 2 of 2,,111,110
472,1OT,4:13.0,,Defensive rebound by Team,111,110
473,1OT,4:13.0,,Personal foul by T. Gibson (drawn by K. Olynyk),111,110
474,1OT,3:54.0,,Turnover by J. Richardson (out of bounds lost ball),111,110
475,1OT,3:38.0,J. Teague makes 2-pt jump shot from 8 ft,,113,110
476,1OT,3:23.0,,D. Waiters misses 2-pt jump shot from 12 ft,113,110
477,1OT,3:20.0,Defensive rebound by J. Butler,,113,110
478,1OT,3:03.0,K. Towns makes 3-pt jump shot from 23 ft (assist by J. Teague),,116,110
479,1OT,3:01.0,,Miami full timeout,116,110
480,1OT,2:42.0,,D. Waiters misses 3-pt jump shot from 28 ft,116,110
481,1OT,2:41.0,,Offensive rebound by G. Dragić,116,110
482,1OT,2:41.0,,Personal foul by J. Teague (drawn by G. Dragić),116,110
483,1OT,2:33.0,,Turnover by G. Dragić (bad pass; steal by J. Teague),116,110
484,1OT,2:17.0,Turnover by A. Wiggins (bad pass; steal by D. Waiters),,116,110
485,1OT,2:12.0,,D. Waiters makes 2-pt layup from 2 ft,116,112
486,1OT,1:47.0,J. Teague makes 3-pt jump shot from 25 ft,,119,112
487,1OT,1:31.0,,D. Waiters misses 2-pt layup from 4 ft,119,112
488,1OT,1:28.0,,Offensive rebound by B. Adebayo,119,112
489,1OT,1:28.0,,Turnover by B. Adebayo (bad pass; steal by J. Butler),119,112
490,1OT,1:05.0,A. Wiggins misses 3-pt jump shot from 28 ft,,119,112
491,1OT,0:59.0,,Defensive rebound by G. Dragić,119,112
492,1OT,0:58.0,,G. Dragić misses 2-pt layup from 4 ft (block by K. Towns),119,112
493,1OT,0:57.0,,Offensive rebound by Team,119,112
494,1OT,0:57.0,,Miami full timeout,119,112
495,1OT,0:57.0,,T. Johnson enters the game for B. Adebayo,119,112
496,1OT,0:55.0,,T. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),119,114
497,1OT,0:52.0,Turnover by J. Butler (bad pass; steal by G. Dragić),,119,114
498,1OT,0:49.0,,K. Olynyk makes 3-pt jump shot from 28 ft (assist by J. Richardson),119,117
499,1OT,0:49.0,Minnesota full timeout,,119,117
500,1OT,0:49.0,,B. Adebayo enters the game for K. Olynyk,119,117
501,1OT,0:49.0,,J. Winslow enters the game for T. Johnson,119,117
502,1OT,0:43.0,Shooting foul by J. Winslow (drawn by A. Wiggins),,119,117
503,1OT,0:43.0,A. Wiggins makes free throw 1 of 2,,120,117
504,1OT,0:43.0,,K. Olynyk enters the game for J. Winslow,120,117
505,1OT,0:43.0,A. Wiggins makes free throw 2 of 2,,121,117
506,1OT,0:28.0,,D. Waiters makes 2-pt layup from 3 ft,121,119
507,1OT,0:23.0,Minnesota full timeout,,121,119
508,1OT,0:23.0,,J. Winslow enters the game for K. Olynyk,121,119
509,1OT,0:23.0,J. Crawford enters the game for T. Gibson,,121,119
510,1OT,0:09.0,J. Butler makes 2-pt layup from 4 ft (assist by J. Teague),,123,119
511,1OT,0:05.0,,D. Waiters makes 3-pt jump shot from 25 ft,123,122
512,1OT,0:04.0,Personal foul by G. Dragić (drawn by J. Teague),,123,122
513,1OT,0:04.0,J. Teague makes free throw 1 of 2,,124,122
514,1OT,0:04.0,,K. Olynyk enters the game for J. Winslow,124,122
515,1OT,0:04.0,J. Teague makes free throw 2 of 2,,125,122
516,1OT,0:00.0,,D. Waiters misses 3-pt jump shot from 34 ft,125,122
517,1OT,0:00.0,,Offensive rebound by Team,125,122
