,QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
156,2,3:52.0,,Offensive rebound by S. Adams,42,49
157,2,3:51.0,,S. Adams misses 2-pt layup at rim,42,49
158,2,3:49.0,Defensive rebound by T. Harris,,42,49
159,2,3:38.0,T. Harris misses 3-pt jump shot from 25 ft,,42,49
160,2,3:35.0,,Defensive rebound by C. Anthony,42,49
161,2,3:31.0,,R. Westbrook misses 3-pt jump shot from 25 ft,42,49
162,2,3:28.0,,Offensive rebound by C. Anthony,42,49
163,2,3:27.0,,C. Anthony makes 2-pt layup from 1 ft,42,51
164,2,3:08.0,Shooting foul by C. Anthony (drawn by R. Jackson),,42,51
165,2,3:08.0,R. Jackson makes free throw 1 of 2,,43,51
166,2,3:08.0,R. Jackson makes free throw 2 of 2,,44,51
167,2,2:59.0,,R. Westbrook misses 2-pt layup at rim,44,51
168,2,2:58.0,,Offensive rebound by Team,44,51
169,2,2:58.0,,Oklahoma City full timeout,44,51
170,2,2:56.0,,C. Anthony makes 2-pt jump shot from 13 ft (assist by R. Westbrook),44,53
171,2,2:32.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by A. Bradley),,47,53
172,2,2:15.0,,A. Roberson misses 3-pt jump shot from 22 ft,47,53
173,2,2:11.0,,Offensive rebound by R. Westbrook,47,53
174,2,2:10.0,,R. Westbrook makes 2-pt jump shot from 5 ft,47,55
175,2,1:48.0,A. Bradley misses 3-pt jump shot from 23 ft,,47,55
176,2,1:44.0,,Defensive rebound by Á. Abrines,47,55
177,2,1:37.0,,R. Westbrook misses 2-pt jump shot from 16 ft,47,55
178,2,1:36.0,Defensive rebound by Team,,47,55
179,2,1:36.0,,Loose ball foul by S. Adams (drawn by A. Drummond),47,55
180,2,1:36.0,E. Moreland enters the game for A. Drummond,,47,55
181,2,1:26.0,Turnover by E. Moreland (bad pass; steal by Á. Abrines),,47,55
182,2,1:22.0,,Á. Abrines misses 2-pt layup from 1 ft,47,55
183,2,1:18.0,,Offensive rebound by S. Adams,47,55
184,2,1:18.0,,S. Adams misses 2-pt layup at rim,47,55
185,2,1:17.0,Defensive rebound by E. Moreland,,47,55
186,2,1:13.0,T. Harris makes 2-pt jump shot from 4 ft,,49,55
187,2,0:59.0,,C. Anthony makes 2-pt jump shot from 15 ft (assist by R. Westbrook),49,57
188,2,0:44.0,T. Harris misses 3-pt jump shot from 24 ft,,49,57
189,2,0:42.0,,Defensive rebound by R. Westbrook,49,57
190,2,0:37.0,,R. Westbrook misses 3-pt jump shot from 24 ft,49,57
191,2,0:35.0,,Offensive rebound by Team,49,57
192,2,0:35.0,Loose ball foul by E. Moreland (drawn by S. Adams),,49,57
193,2,0:28.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),49,59
194,2,0:08.0,R. Jackson misses 3-pt jump shot from 26 ft,,49,59
195,2,0:04.0,Offensive rebound by T. Harris,,49,59
196,2,0:04.0,Turnover by A. Bradley (step out of bounds),,49,59
197,2,0:00.0,,R. Westbrook misses 3-pt jump shot from 28 ft,49,59
198,2,0:00.0,,Offensive rebound by Team,49,59
199,3,11:47.0,Turnover by R. Jackson (bad pass; steal by S. Adams),,49,59
200,3,11:41.0,,P. George misses 3-pt jump shot from 25 ft,49,59
201,3,11:38.0,Defensive rebound by A. Drummond,,49,59
202,3,11:25.0,Turnover by A. Drummond (bad pass; steal by A. Roberson),,49,59
203,3,11:23.0,,Shooting foul by S. Johnson (drawn by R. Westbrook),49,59
204,3,11:23.0,,R. Westbrook misses free throw 1 of 2,49,59
205,3,11:23.0,,Offensive rebound by Team,49,59
206,3,11:23.0,,R. Westbrook makes free throw 2 of 2,49,60
207,3,10:59.0,S. Johnson misses 3-pt jump shot from 24 ft,,49,60
208,3,10:56.0,,Defensive rebound by R. Westbrook,49,60
209,3,10:47.0,,S. Adams makes 2-pt dunk at rim (assist by P. George),49,62
210,3,10:21.0,R. Jackson misses 3-pt jump shot from 24 ft,,49,62
211,3,10:18.0,Offensive rebound by A. Drummond,,49,62
212,3,10:15.0,A. Drummond misses 2-pt jump shot from 9 ft,,49,62
213,3,10:12.0,,Defensive rebound by R. Westbrook,49,62
214,3,10:04.0,,P. George misses 2-pt jump shot from 13 ft,49,62
215,3,10:01.0,Defensive rebound by R. Jackson,,49,62
216,3,9:56.0,Offensive foul by A. Drummond (drawn by P. George),,49,62
217,3,9:56.0,Turnover by A. Drummond (offensive foul),,49,62
218,3,9:51.0,,P. George makes 2-pt layup at rim (assist by R. Westbrook),49,64
219,3,9:28.0,S. Johnson makes 3-pt jump shot from 22 ft (assist by A. Bradley),,52,64
220,3,9:10.0,,C. Anthony misses 3-pt jump shot from 24 ft,52,64
221,3,9:08.0,Defensive rebound by Team,,52,64
222,3,9:04.0,Personal foul by S. Adams (drawn by R. Jackson),,52,64
223,3,8:47.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,54,64
224,3,8:26.0,,R. Westbrook misses 2-pt jump shot from 22 ft,54,64
225,3,8:24.0,Defensive rebound by S. Johnson,,54,64
226,3,8:21.0,A. Bradley misses 2-pt layup from 1 ft (block by P. George),,54,64
227,3,8:14.0,,Defensive rebound by S. Adams,54,64
228,3,8:13.0,,Turnover by A. Roberson (bad pass),54,64
229,3,7:55.0,T. Harris makes 2-pt jump shot from 12 ft,,56,64
230,3,7:36.0,,P. George makes 2-pt jump shot from 16 ft (assist by C. Anthony),56,66
231,3,7:18.0,Turnover by A. Drummond (bad pass; steal by R. Westbrook),,56,66
232,3,7:15.0,,R. Westbrook misses 3-pt jump shot from 25 ft,56,66
233,3,7:11.0,Defensive rebound by S. Johnson,,56,66
234,3,6:59.0,T. Harris makes 2-pt jump shot from 5 ft (assist by R. Jackson),,58,66
235,3,6:59.0,,Oklahoma City full timeout,58,66
236,3,6:48.0,,P. George misses 3-pt jump shot from 23 ft,58,66
237,3,6:44.0,Defensive rebound by A. Bradley,,58,66
238,3,6:38.0,Turnover by A. Bradley (bad pass; steal by R. Westbrook),,58,66
239,3,6:34.0,,R. Westbrook makes 2-pt layup from 1 ft,58,68
240,3,6:12.0,A. Drummond makes 2-pt layup from 1 ft (assist by T. Harris),,60,68
241,3,6:12.0,Shooting foul by R. Westbrook (drawn by A. Drummond),,60,68
242,3,6:12.0,A. Drummond misses free throw 1 of 1,,60,68
243,3,6:10.0,,Defensive rebound by R. Westbrook,60,68
244,3,5:57.0,,C. Anthony misses 2-pt jump shot from 19 ft,60,68
245,3,5:55.0,Defensive rebound by T. Harris,,60,68
246,3,5:50.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by S. Johnson),,63,68
247,3,5:29.0,,Turnover by R. Westbrook (lost ball; steal by A. Bradley),63,68
248,3,5:28.0,Personal foul by R. Westbrook (drawn by A. Bradley),,63,68
249,3,5:28.0,,J. Grant enters the game for C. Anthony,63,68
250,3,5:28.0,A. Bradley makes clear path free throw 2 of 2,,64,68
251,3,5:28.0,A. Bradley makes clear path free throw 1 of 2,,65,68
252,3,5:10.0,Turnover by A. Bradley (lost ball; steal by S. Adams),,65,68
253,3,5:06.0,,R. Westbrook misses 2-pt layup from 1 ft (block by S. Johnson),65,68
254,3,5:06.0,,Offensive rebound by Team,65,68
255,3,5:00.0,,S. Adams misses 2-pt layup from 4 ft,65,68
256,3,4:57.0,,Offensive rebound by J. Grant,65,68
257,3,4:57.0,,J. Grant makes 2-pt layup at rim,65,70
258,3,4:35.0,Turnover by A. Bradley (bad pass; steal by P. George),,65,70
259,3,4:29.0,,Turnover by P. George (bad pass; steal by S. Johnson),65,70
260,3,4:15.0,T. Harris misses 3-pt jump shot from 22 ft,,65,70
261,3,4:14.0,Offensive rebound by Team,,65,70
262,3,4:14.0,,Loose ball foul by S. Adams (drawn by A. Drummond),65,70
263,3,4:14.0,I. Smith enters the game for R. Jackson,,65,70
264,3,4:06.0,T. Harris misses 3-pt jump shot from 24 ft,,65,70
265,3,4:03.0,,Defensive rebound by R. Westbrook,65,70
266,3,3:56.0,,P. George makes 2-pt jump shot from 17 ft,65,72
267,3,3:41.0,A. Drummond misses 2-pt layup from 2 ft,,65,72
268,3,3:37.0,Offensive rebound by T. Harris,,65,72
269,3,3:37.0,T. Harris misses 2-pt layup at rim,,65,72
270,3,3:37.0,,Defensive rebound by A. Roberson,65,72
271,3,3:23.0,,R. Westbrook makes 2-pt jump shot from 18 ft,65,74
272,3,3:06.0,T. Harris makes 2-pt jump shot from 11 ft,,67,74
273,3,2:46.0,,S. Adams misses 2-pt layup from 2 ft (block by A. Drummond),67,74
274,3,2:45.0,Defensive rebound by T. Harris,,67,74
275,3,2:41.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by I. Smith),,70,74
276,3,2:20.0,,Personal foul by S. Johnson (drawn by P. George),70,74
277,3,2:20.0,Detroit full timeout,,70,74
278,3,2:20.0,,R. Felton enters the game for R. Westbrook,70,74
279,3,2:20.0,,J. Huestis enters the game for A. Roberson,70,74
280,3,2:20.0,L. Galloway enters the game for A. Bradley,,70,74
281,3,2:05.0,,Turnover by Team (shot clock),70,74
282,3,1:51.0,A. Drummond misses 2-pt layup at rim (block by P. George),,70,74
283,3,1:51.0,Offensive rebound by A. Drummond,,70,74
284,3,1:51.0,Shooting foul by J. Grant (drawn by A. Drummond),,70,74
285,3,1:51.0,A. Drummond makes free throw 1 of 2,,71,74
286,3,1:51.0,A. Drummond misses free throw 2 of 2,,71,74
287,3,1:47.0,Offensive rebound by S. Johnson,,71,74
288,3,1:46.0,Turnover by S. Johnson (bad pass; steal by P. George),,71,74
289,3,1:31.0,,J. Huestis misses 2-pt layup from 2 ft,71,74
290,3,1:30.0,Defensive rebound by I. Smith,,71,74
291,3,1:20.0,A. Drummond makes 2-pt layup from 1 ft,,73,74
292,3,1:06.0,,P. George makes 3-pt jump shot from 25 ft,73,77
293,3,0:49.0,Offensive foul by S. Johnson (drawn by J. Grant),,73,77
294,3,0:49.0,Turnover by S. Johnson (offensive foul),,73,77
295,3,0:42.0,,Turnover by J. Huestis (traveling),73,77
296,3,0:29.0,I. Smith misses 2-pt jump shot from 19 ft,,73,77
297,3,0:26.0,,Defensive rebound by J. Grant,73,77
298,3,0:14.0,,P. George misses 3-pt jump shot from 25 ft,73,77
299,3,0:11.0,Defensive rebound by A. Drummond,,73,77
300,3,0:01.0,S. Johnson misses 3-pt jump shot from 24 ft,,73,77
301,3,0:01.0,Offensive rebound by Team,,73,77
302,4,11:47.0,,P. George misses 3-pt jump shot from 26 ft,73,77
303,4,11:44.0,Defensive rebound by A. Tolliver,,73,77
304,4,11:33.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by A. Drummond),,76,77
305,4,11:16.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Felton),76,79
306,4,11:16.0,,Shooting foul by L. Kennard (drawn by J. Grant),76,79
307,4,11:16.0,,J. Grant misses free throw 1 of 1,76,79
308,4,11:13.0,Defensive rebound by I. Smith,,76,79
309,4,11:04.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by I. Smith),,79,79
310,4,10:46.0,,P. George misses 2-pt layup from 2 ft,79,79
311,4,10:45.0,Defensive rebound by A. Drummond,,79,79
312,4,10:43.0,I. Smith makes 2-pt layup from 1 ft,,81,79
313,4,10:41.0,,Oklahoma City full timeout,81,79
314,4,10:41.0,,A. Roberson enters the game for P. George,81,79
315,4,10:29.0,,C. Anthony misses 2-pt jump shot from 18 ft (block by I. Smith),81,79
316,4,10:27.0,Defensive rebound by A. Tolliver,,81,79
317,4,10:22.0,Turnover by A. Drummond (turnover),,81,79
318,4,10:08.0,,C. Anthony misses 2-pt jump shot from 16 ft,81,79
319,4,10:03.0,,Offensive rebound by J. Huestis,81,79
320,4,9:57.0,,R. Felton misses 2-pt layup from 1 ft (block by A. Drummond),81,79
321,4,9:56.0,,Offensive rebound by Team,81,79
322,4,9:56.0,,P. George enters the game for R. Felton,81,79
323,4,9:56.0,,R. Westbrook enters the game for J. Huestis,81,79
324,4,9:51.0,,C. Anthony makes 2-pt jump shot from 9 ft,81,81
325,4,9:24.0,A. Drummond makes 2-pt jump shot from 5 ft,,83,81
326,4,9:09.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),83,84
327,4,8:51.0,A. Tolliver misses 3-pt jump shot from 24 ft,,83,84
328,4,8:49.0,,Defensive rebound by R. Westbrook,83,84
329,4,8:37.0,,J. Grant misses 3-pt jump shot from 22 ft,83,84
330,4,8:33.0,Defensive rebound by A. Drummond,,83,84
331,4,8:27.0,I. Smith makes 2-pt layup at rim,,85,84
332,4,8:14.0,,P. George misses 2-pt layup from 1 ft,85,84
333,4,8:13.0,Defensive rebound by A. Drummond,,85,84
334,4,7:58.0,Offensive foul by A. Drummond (drawn by J. Grant),,85,84
335,4,7:58.0,Turnover by A. Drummond (offensive foul),,85,84
336,4,7:58.0,,S. Adams enters the game for J. Grant,85,84
337,4,7:38.0,,P. George misses 3-pt jump shot from 25 ft,85,84
338,4,7:35.0,Defensive rebound by A. Drummond,,85,84
339,4,7:29.0,I. Smith misses 2-pt layup from 1 ft (block by S. Adams),,85,84
340,4,7:25.0,,Defensive rebound by R. Westbrook,85,84
341,4,7:14.0,,C. Anthony misses 2-pt jump shot from 16 ft,85,84
342,4,7:11.0,Defensive rebound by L. Kennard,,85,84
343,4,7:03.0,A. Tolliver misses 3-pt jump shot from 25 ft,,85,84
344,4,7:02.0,,Defensive rebound by P. George,85,84
345,4,7:02.0,,Oklahoma City full timeout,85,84
346,4,6:45.0,,Turnover by R. Westbrook (lost ball; steal by A. Tolliver),85,84
347,4,6:40.0,L. Kennard makes 3-pt jump shot from 24 ft (assist by L. Galloway),,88,84
348,4,6:26.0,,R. Westbrook makes 2-pt layup from 1 ft,88,86
349,4,6:10.0,L. Galloway misses 3-pt jump shot from 24 ft (block by A. Roberson),,88,86
350,4,6:09.0,,Defensive rebound by Team,88,86
351,4,6:09.0,Loose ball foul by L. Galloway (drawn by C. Anthony),,88,86
352,4,5:56.0,,R. Westbrook misses 2-pt jump shot from 6 ft,88,86
353,4,5:53.0,Defensive rebound by A. Drummond,,88,86
354,4,5:44.0,L. Kennard misses 3-pt jump shot from 24 ft,,88,86
355,4,5:43.0,Offensive rebound by A. Drummond,,88,86
356,4,5:43.0,A. Drummond makes 2-pt dunk at rim,,90,86
357,4,5:30.0,,P. George makes 2-pt jump shot from 14 ft (assist by R. Westbrook),90,88
358,4,5:22.0,Detroit full timeout,,90,88
359,4,5:22.0,T. Harris enters the game for L. Kennard,,90,88
360,4,5:22.0,S. Johnson enters the game for L. Galloway,,90,88
361,4,5:22.0,R. Jackson enters the game for I. Smith,,90,88
362,4,5:22.0,A. Bradley enters the game for A. Tolliver,,90,88
363,4,5:04.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,92,88
364,4,4:43.0,,P. George makes 3-pt jump shot from 23 ft (assist by C. Anthony),92,91
365,4,4:19.0,R. Jackson misses 3-pt jump shot from 25 ft,,92,91
366,4,4:17.0,,Defensive rebound by Team,92,91
367,4,4:03.0,,R. Westbrook misses 3-pt jump shot from 24 ft,92,91
368,4,4:00.0,Defensive rebound by A. Drummond,,92,91
369,4,3:50.0,A. Bradley misses 3-pt jump shot from 23 ft,,92,91
370,4,3:47.0,,Defensive rebound by S. Adams,92,91
371,4,3:41.0,,R. Westbrook misses 2-pt jump shot from 15 ft,92,91
372,4,3:35.0,,Offensive rebound by S. Adams,92,91
373,4,3:29.0,,Turnover by R. Westbrook (bad pass; steal by R. Jackson),92,91
374,4,3:26.0,Turnover by S. Johnson (bad pass; steal by P. George),,92,91
375,4,3:23.0,,C. Anthony misses 2-pt jump shot from 11 ft,92,91
376,4,3:18.0,Defensive rebound by A. Drummond,,92,91
377,4,3:09.0,A. Bradley misses 3-pt jump shot from 22 ft,,92,91
378,4,3:06.0,Offensive rebound by T. Harris,,92,91
379,4,3:04.0,A. Bradley makes 2-pt layup at rim (assist by T. Harris),,94,91
380,4,2:41.0,,C. Anthony misses 3-pt jump shot from 25 ft,94,91
381,4,2:38.0,Defensive rebound by S. Johnson,,94,91
382,4,2:32.0,Turnover by A. Drummond (bad pass; steal by C. Anthony),,94,91
383,4,2:31.0,,Personal take foul by R. Jackson (drawn by R. Westbrook),94,91
384,4,2:20.0,,R. Westbrook makes 2-pt layup from 1 ft,94,93
