,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
25,1,8:12.0,,Offensive rebound by Team,8,11
26,1,8:12.0,,K. Bazemore makes free throw 2 of 2,8,12
27,1,8:00.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,10,12
28,1,7:46.0,,Turnover by T. Prince (out of bounds lost ball),10,12
29,1,7:34.0,Personal foul by T. Prince (drawn by S. Curry),,10,12
30,1,7:22.0,D. Green misses 3-pt jump shot from 24 ft,,10,12
31,1,7:19.0,Offensive rebound by Team,,10,12
32,1,7:14.0,Shooting foul by D. Schröder (drawn by S. Curry),,10,12
33,1,7:14.0,S. Curry makes free throw 1 of 3,,11,12
34,1,7:14.0,S. Curry makes free throw 2 of 3,,12,12
35,1,7:14.0,S. Curry makes free throw 3 of 3,,13,12
36,1,6:57.0,,T. Prince misses 2-pt jump shot from 16 ft (block by K. Durant),13,12
37,1,6:54.0,Defensive rebound by K. Thompson,,13,12
38,1,6:53.0,,Atlanta full timeout,13,12
39,1,6:50.0,Turnover by K. Durant (bad pass; steal by T. Prince),,13,12
40,1,6:39.0,,K. Bazemore makes 2-pt jump shot from 13 ft,13,14
41,1,6:26.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,16,14
42,1,6:05.0,,Personal foul by K. Thompson (drawn by K. Bazemore),16,14
43,1,6:00.0,,Turnover by K. Bazemore (bad pass; steal by K. Thompson),16,14
44,1,5:55.0,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),,18,14
45,1,5:34.0,,Turnover by T. Prince (lost ball; steal by J. McGee),18,14
46,1,5:24.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,21,14
47,1,5:13.0,,D. Schröder makes 2-pt layup from 1 ft,21,16
48,1,5:13.0,Violation by J. McGee (def goaltending),,21,16
49,1,4:56.0,J. McGee makes 2-pt layup from 1 ft (assist by K. Thompson),,23,16
50,1,4:45.0,,D. Schröder misses 3-pt jump shot from 24 ft,23,16
51,1,4:43.0,,Offensive rebound by D. Dedmon,23,16
52,1,4:43.0,,D. Dedmon makes 2-pt layup from 1 ft,23,18
53,1,4:43.0,Violation by J. McGee (def goaltending),,23,18
54,1,4:43.0,Golden State full timeout,,23,18
55,1,4:43.0,,T. Dorsey enters the game for D. Dedmon,23,18
56,1,4:43.0,,M. Muscala enters the game for K. Bazemore,23,18
57,1,4:43.0,Z. Pachulia enters the game for D. Green,,23,18
58,1,4:43.0,A. Iguodala enters the game for J. McGee,,23,18
59,1,4:27.0,K. Durant makes 2-pt jump shot from 14 ft (assist by A. Iguodala),,25,18
60,1,4:13.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Schröder),25,20
61,1,3:54.0,A. Iguodala misses 2-pt jump shot from 16 ft,,25,20
62,1,3:51.0,,Defensive rebound by T. Prince,25,20
63,1,3:43.0,,T. Prince misses 2-pt layup from 1 ft,25,20
64,1,3:40.0,Defensive rebound by A. Iguodala,,25,20
65,1,3:37.0,K. Thompson misses 3-pt jump shot from 25 ft,,25,20
66,1,3:32.0,,Defensive rebound by T. Dorsey,25,20
67,1,3:20.0,,D. Schröder makes 2-pt layup from 1 ft,25,22
68,1,2:59.0,A. Iguodala misses 3-pt jump shot from 23 ft,,25,22
69,1,2:56.0,,Defensive rebound by J. Collins,25,22
70,1,2:50.0,,J. Collins makes 2-pt layup at rim (assist by D. Schröder),25,24
71,1,2:33.0,S. Curry misses 2-pt layup from 1 ft,,25,24
72,1,2:28.0,,Defensive rebound by D. Schröder,25,24
73,1,2:23.0,,T. Prince misses 2-pt jump shot from 7 ft,25,24
74,1,2:19.0,Defensive rebound by Z. Pachulia,,25,24
75,1,2:13.0,Z. Pachulia makes 2-pt jump shot from 12 ft (assist by A. Iguodala),,27,24
76,1,1:55.0,,Shooting foul by A. Iguodala (drawn by D. Schröder),27,24
77,1,1:55.0,,D. Schröder makes free throw 1 of 2,27,25
78,1,1:55.0,,M. Plumlee enters the game for T. Prince,27,25
79,1,1:55.0,,I. Taylor enters the game for J. Collins,27,25
80,1,1:55.0,,J. Morris enters the game for T. Dorsey,27,25
81,1,1:55.0,N. Young enters the game for K. Thompson,,27,25
82,1,1:55.0,D. Green enters the game for K. Durant,,27,25
83,1,1:55.0,,D. Schröder makes free throw 2 of 2,27,26
84,1,1:44.0,S. Curry misses 2-pt layup at rim,,27,26
85,1,1:43.0,,Defensive rebound by Team,27,26
86,1,1:43.0,,T. Dorsey enters the game for D. Schröder,27,26
87,1,1:31.0,,I. Taylor makes 2-pt jump shot from 9 ft,27,28
88,1,1:22.0,Golden State full timeout,,27,28
89,1,1:22.0,Q. Cook enters the game for S. Curry,,27,28
90,1,1:10.0,Turnover by A. Iguodala (turnover),,27,28
91,1,0:56.0,,M. Plumlee makes 2-pt hook shot from 12 ft (assist by T. Dorsey),27,30
92,1,0:41.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,30,30
93,1,0:28.0,,I. Taylor misses 2-pt layup at rim,30,30
94,1,0:24.0,Defensive rebound by Z. Pachulia,,30,30
95,1,0:06.0,N. Young makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,33,30
96,1,0:00.0,,Shooting foul by Q. Cook (drawn by I. Taylor),33,30
97,1,0:00.0,,I. Taylor makes free throw 1 of 2,33,31
98,1,0:00.0,,I. Taylor misses free throw 2 of 2,33,31
99,1,0:00.0,Defensive rebound by D. Green,,33,31
100,2,11:49.0,N. Young makes 3-pt jump shot from 25 ft (assist by D. West),,36,31
101,2,11:40.0,,Turnover by I. Taylor (step out of bounds),36,31
102,2,11:40.0,,M. Delaney enters the game for T. Dorsey,36,31
103,2,11:26.0,D. West misses 2-pt layup from 8 ft,,36,31
104,2,11:26.0,Offensive rebound by Team,,36,31
105,2,11:26.0,,Loose ball foul by I. Taylor (drawn by D. Green),36,31
106,2,11:18.0,Personal foul by M. Delaney (drawn by N. Young),,36,31
107,2,11:12.0,Shooting foul by M. Delaney (drawn by N. Young),,36,31
108,2,11:12.0,N. Young makes free throw 1 of 2,,37,31
109,2,11:12.0,N. Young makes free throw 2 of 2,,38,31
110,2,11:02.0,,M. Muscala misses 3-pt jump shot from 25 ft,38,31
111,2,10:57.0,Defensive rebound by A. Iguodala,,38,31
112,2,10:53.0,D. West makes 2-pt jump shot from 11 ft (assist by N. Young),,40,31
113,2,10:33.0,,M. Delaney misses 2-pt jump shot from 22 ft,40,31
114,2,10:32.0,Defensive rebound by Team,,40,31
115,2,10:26.0,N. Young makes 3-pt jump shot from 22 ft (assist by D. West),,43,31
116,2,10:23.0,,Atlanta full timeout,43,31
117,2,10:23.0,,D. Dedmon enters the game for J. Morris,43,31
118,2,10:23.0,,K. Bazemore enters the game for M. Muscala,43,31
119,2,10:23.0,O. Casspi enters the game for A. Iguodala,,43,31
120,2,10:08.0,,I. Taylor misses 2-pt jump shot from 7 ft,43,31
121,2,10:05.0,Defensive rebound by D. Green,,43,31
122,2,9:46.0,Q. Cook misses 3-pt jump shot from 23 ft,,43,31
123,2,9:40.0,,Defensive rebound by M. Plumlee,43,31
124,2,9:18.0,,D. Dedmon misses 3-pt jump shot from 24 ft,43,31
125,2,9:18.0,,Offensive rebound by Team,43,31
126,2,9:18.0,,Turnover by Team (shot clock),43,31
127,2,9:04.0,D. West misses 2-pt jump shot from 11 ft,,43,31
128,2,9:00.0,,Defensive rebound by I. Taylor,43,31
129,2,8:52.0,Loose ball foul by D. West (drawn by M. Delaney),,43,31
130,2,8:45.0,,M. Plumlee misses 2-pt layup from 1 ft,43,31
131,2,8:42.0,Defensive rebound by Q. Cook,,43,31
132,2,8:42.0,Personal foul by I. Taylor (drawn by Q. Cook),,43,31
133,2,8:42.0,,J. Collins enters the game for M. Plumlee,43,31
134,2,8:36.0,Turnover by D. West (bad pass),,43,31
135,2,8:25.0,,D. Dedmon makes 2-pt jump shot from 15 ft (assist by I. Taylor),43,33
136,2,8:08.0,Turnover by D. Green (bad pass; steal by D. Dedmon),,43,33
137,2,8:04.0,,K. Bazemore makes 2-pt jump shot from 22 ft (assist by M. Delaney),43,35
138,2,7:54.0,Turnover by Q. Cook (traveling),,43,35
139,2,7:54.0,K. Thompson enters the game for D. Green,,43,35
140,2,7:54.0,K. Durant enters the game for N. Young,,43,35
141,2,7:41.0,,D. Dedmon misses 2-pt jump shot from 13 ft,43,35
142,2,7:38.0,,Offensive rebound by D. Dedmon,43,35
143,2,7:34.0,,K. Bazemore misses 2-pt layup from 1 ft,43,35
144,2,7:34.0,,Offensive rebound by Team,43,35
145,2,7:34.0,Loose ball foul by D. West (drawn by D. Dedmon),,43,35
146,2,7:27.0,,Turnover by I. Taylor (lost ball; steal by D. West),43,35
147,2,7:23.0,Turnover by K. Durant (bad pass; steal by K. Bazemore),,43,35
148,2,7:18.0,,K. Bazemore makes 3-pt jump shot from 25 ft,43,38
149,2,7:18.0,Golden State full timeout,,43,38
150,2,7:18.0,,D. Schröder enters the game for I. Taylor,43,38
151,2,7:18.0,S. Curry enters the game for Q. Cook,,43,38
152,2,7:01.0,K. Thompson misses 3-pt jump shot from 25 ft,,43,38
153,2,6:57.0,,Defensive rebound by M. Delaney,43,38
154,2,6:48.0,,K. Bazemore misses 3-pt jump shot from 25 ft,43,38
155,2,6:45.0,Defensive rebound by O. Casspi,,43,38
156,2,6:37.0,O. Casspi misses 3-pt jump shot from 24 ft,,43,38
157,2,6:33.0,,Defensive rebound by K. Bazemore,43,38
158,2,6:22.0,,D. Schröder makes 2-pt layup from 1 ft,43,40
159,2,6:01.0,K. Thompson makes 2-pt jump shot from 14 ft,,45,40
160,2,5:44.0,,D. Dedmon misses 2-pt hook shot from 11 ft,45,40
161,2,5:41.0,Defensive rebound by D. West,,45,40
162,2,5:29.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,48,40
163,2,5:13.0,,D. Schröder makes 2-pt jump shot from 18 ft,48,42
164,2,4:53.0,S. Curry makes 2-pt jump shot from 17 ft (assist by K. Durant),,50,42
165,2,4:53.0,Shooting foul by D. Schröder (drawn by S. Curry),,50,42
166,2,4:53.0,,T. Prince enters the game for M. Delaney,50,42
167,2,4:53.0,D. Green enters the game for D. West,,50,42
168,2,4:53.0,J. Bell enters the game for O. Casspi,,50,42
169,2,4:53.0,S. Curry makes free throw 1 of 1,,51,42
170,2,4:47.0,,Personal foul by K. Thompson (drawn by D. Schröder),51,42
171,2,4:38.0,,J. Collins misses 2-pt layup from 2 ft,51,42
172,2,4:31.0,Defensive rebound by J. Bell,,51,42
173,2,4:23.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,54,42
174,2,4:13.0,,T. Prince misses 3-pt jump shot from 24 ft,54,42
175,2,4:10.0,,Offensive rebound by J. Collins,54,42
176,2,4:08.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by J. Collins),54,45
177,2,3:51.0,J. Bell misses 2-pt layup from 1 ft (block by J. Collins),,54,45
178,2,3:47.0,,Defensive rebound by J. Collins,54,45
179,2,3:45.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),54,48
180,2,3:27.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,56,48
181,2,3:26.0,,Atlanta full timeout,56,48
182,2,3:26.0,,M. Muscala enters the game for D. Dedmon,56,48
183,2,3:13.0,,K. Bazemore misses 2-pt jump shot from 13 ft,56,48
184,2,3:11.0,,Offensive rebound by Team,56,48
185,2,3:00.0,,Turnover by T. Prince (bad pass; steal by D. Green),56,48
186,2,2:58.0,J. Bell misses 2-pt layup from 1 ft (block by K. Bazemore),,56,48
187,2,2:58.0,Offensive rebound by Team,,56,48
188,2,2:55.0,K. Durant makes 2-pt jump shot from 18 ft (assist by S. Curry),,58,48
189,2,2:37.0,,M. Muscala misses 3-pt jump shot from 22 ft (block by K. Thompson),58,48
190,2,2:37.0,,Offensive rebound by Team,58,48
191,2,2:37.0,A. Iguodala enters the game for K. Thompson,,58,48
192,2,2:31.0,,D. Schröder misses 2-pt jump shot from 22 ft,58,48
193,2,2:27.0,Defensive rebound by A. Iguodala,,58,48
194,2,2:14.0,Turnover by A. Iguodala (out of bounds lost ball),,58,48
195,2,2:00.0,,Turnover by K. Bazemore (bad pass; steal by S. Curry),58,48
196,2,1:51.0,S. Curry misses 3-pt jump shot from 25 ft,,58,48
197,2,1:46.0,Offensive rebound by J. Bell,,58,48
198,2,1:46.0,J. Bell misses 2-pt layup at rim,,58,48
199,2,1:45.0,,Defensive rebound by J. Collins,58,48
200,2,1:45.0,,Turnover by J. Collins (bad pass; steal by S. Curry),58,48
201,2,1:45.0,Shooting foul by K. Bazemore (drawn by S. Curry),,58,48
202,2,1:45.0,S. Curry makes free throw 1 of 2,,59,48
203,2,1:45.0,,D. Dedmon enters the game for J. Collins,59,48
204,2,1:45.0,,T. Dorsey enters the game for K. Bazemore,59,48
205,2,1:45.0,K. Thompson enters the game for J. Bell,,59,48
206,2,1:45.0,S. Curry makes free throw 2 of 2,,60,48
207,2,1:24.0,,D. Schröder makes 2-pt layup from 1 ft,60,50
208,2,1:04.0,S. Curry misses 3-pt jump shot from 24 ft,,60,50
209,2,1:01.0,,Defensive rebound by T. Prince,60,50
210,2,0:50.0,,T. Dorsey misses 2-pt jump shot from 23 ft,60,50
211,2,0:48.0,Defensive rebound by K. Thompson,,60,50
212,2,0:39.0,K. Durant misses 2-pt jump shot from 6 ft,,60,50
213,2,0:36.0,,Defensive rebound by M. Muscala,60,50
214,2,0:27.0,,Turnover by D. Schröder (bad pass),60,50
215,2,0:27.0,N. Young enters the game for A. Iguodala,,60,50
216,2,0:27.0,,M. Delaney enters the game for M. Muscala,60,50
217,2,0:04.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),,62,50
218,2,0:02.0,,Personal take foul by D. Green (drawn by D. Schröder),62,50
219,2,0:02.0,A. Iguodala enters the game for K. Thompson,,62,50
220,2,0:02.0,J. Bell enters the game for S. Curry,,62,50
221,2,0:02.0,Q. Cook enters the game for D. Green,,62,50
222,2,0:00.0,,T. Prince misses 2-pt jump shot from 16 ft,62,50
223,2,0:00.0,,Offensive rebound by Team,62,50
224,3,11:42.0,J. McGee misses 2-pt layup from 1 ft,,62,50
225,3,11:41.0,,Defensive rebound by Team,62,50
226,3,11:25.0,,D. Dedmon misses 2-pt hook shot from 7 ft,62,50
227,3,11:22.0,Defensive rebound by J. McGee,,62,50
228,3,11:17.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,65,50
229,3,10:52.0,,K. Bazemore misses 3-pt jump shot from 25 ft,65,50
230,3,10:49.0,Defensive rebound by K. Durant,,65,50
231,3,10:43.0,S. Curry misses 3-pt jump shot from 23 ft,,65,50
232,3,10:38.0,,Defensive rebound by D. Schröder,65,50
233,3,10:36.0,,Shooting foul by D. Green (drawn by D. Dedmon),65,50
234,3,10:36.0,,D. Dedmon makes free throw 1 of 2,65,51
235,3,10:36.0,,D. Dedmon makes free throw 2 of 2,65,52
236,3,10:19.0,Personal foul by D. Schröder (drawn by S. Curry),,65,52
237,3,10:11.0,K. Durant makes 2-pt jump shot from 20 ft (assist by S. Curry),,67,52
238,3,9:54.0,,D. Dedmon misses 3-pt jump shot from 24 ft,67,52
239,3,9:50.0,Defensive rebound by D. Green,,67,52
240,3,9:43.0,S. Curry misses 3-pt jump shot from 22 ft,,67,52
241,3,9:40.0,,Defensive rebound by D. Dedmon,67,52
242,3,9:37.0,,T. Prince misses 3-pt jump shot from 25 ft,67,52
243,3,9:35.0,,Offensive rebound by Team,67,52
244,3,9:35.0,Loose ball foul by J. McGee (drawn by D. Dedmon),,67,52
245,3,9:27.0,,D. Dedmon misses 2-pt jump shot from 14 ft,67,52
246,3,9:23.0,Defensive rebound by J. McGee,,67,52
247,3,9:18.0,Turnover by D. Green (lost ball; steal by T. Prince),,67,52
248,3,9:12.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Schröder),67,55
249,3,9:05.0,Turnover by J. McGee (bad pass; steal by K. Bazemore),,67,55
250,3,8:57.0,,Shooting foul by K. Durant (drawn by K. Bazemore),67,55
251,3,8:57.0,,K. Bazemore makes free throw 1 of 2,67,56
252,3,8:57.0,Z. Pachulia enters the game for J. McGee,,67,56
253,3,8:57.0,,K. Bazemore makes free throw 2 of 2,67,57
254,3,8:45.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),,69,57
255,3,8:33.0,,T. Prince misses 3-pt jump shot from 28 ft,69,57
256,3,8:29.0,Defensive rebound by S. Curry,,69,57
257,3,8:25.0,K. Durant makes 2-pt jump shot from 19 ft,,71,57
258,3,7:58.0,,D. Dedmon misses 3-pt jump shot from 22 ft,71,57
259,3,7:54.0,Defensive rebound by D. Green,,71,57
260,3,7:52.0,Turnover by K. Durant (traveling),,71,57
261,3,7:42.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Dedmon),71,60
262,3,7:25.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),,73,60
263,3,7:08.0,,K. Bazemore makes 2-pt layup from 1 ft,73,62
264,3,7:08.0,,Shooting foul by Z. Pachulia (drawn by K. Bazemore),73,62
265,3,7:08.0,,K. Bazemore makes free throw 1 of 1,73,63
266,3,7:00.0,Offensive foul by K. Thompson (drawn by K. Bazemore),,73,63
267,3,7:00.0,Turnover by K. Thompson (offensive foul),,73,63
268,3,6:38.0,,K. Bazemore makes 2-pt jump shot from 19 ft,73,65
269,3,6:24.0,Personal foul by T. Prince (drawn by K. Durant),,73,65
270,3,6:24.0,,Atlanta full timeout,73,65
271,3,6:24.0,,M. Muscala enters the game for D. Dedmon,73,65
272,3,6:24.0,,M. Delaney enters the game for D. Schröder,73,65
273,3,6:24.0,Q. Cook enters the game for S. Curry,,73,65
274,3,6:13.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),,75,65
275,3,5:58.0,,T. Prince misses 3-pt jump shot from 25 ft,75,65
276,3,5:54.0,Defensive rebound by Z. Pachulia,,75,65
277,3,5:48.0,K. Durant misses 3-pt jump shot from 25 ft,,75,65
278,3,5:46.0,,Defensive rebound by J. Collins,75,65
279,3,5:37.0,,T. Prince misses 3-pt jump shot from 24 ft,75,65
280,3,5:34.0,Defensive rebound by Z. Pachulia,,75,65
281,3,5:25.0,Shooting foul by K. Bazemore (drawn by K. Thompson),,75,65
282,3,5:25.0,K. Thompson makes free throw 1 of 2,,76,65
283,3,5:25.0,A. Iguodala enters the game for D. Green,,76,65
284,3,5:25.0,K. Thompson misses free throw 2 of 2,,76,65
285,3,5:22.0,,Defensive rebound by J. Collins,76,65
286,3,5:10.0,,Shooting foul by K. Thompson (drawn by M. Delaney),76,65
287,3,5:10.0,,M. Delaney makes free throw 1 of 3,76,66
288,3,5:10.0,,M. Delaney makes free throw 2 of 3,76,67
289,3,5:10.0,N. Young enters the game for K. Thompson,,76,67
290,3,5:10.0,,M. Delaney makes free throw 3 of 3,76,68
291,3,4:53.0,Personal foul by J. Collins (drawn by A. Iguodala),,76,68
292,3,4:49.0,K. Durant makes 2-pt jump shot from 13 ft (assist by Z. Pachulia),,78,68
293,3,4:40.0,,J. Collins makes 2-pt dunk from 1 ft (assist by M. Delaney),78,70
294,3,4:40.0,,Shooting foul by A. Iguodala (drawn by J. Collins),78,70
295,3,4:40.0,,D. Schröder enters the game for K. Bazemore,78,70
296,3,4:40.0,J. Bell enters the game for Z. Pachulia,,78,70
297,3,4:40.0,,J. Collins makes free throw 1 of 1,78,71
298,3,4:30.0,K. Durant makes 2-pt jump shot from 15 ft,,80,71
299,3,4:09.0,,Turnover by J. Collins (traveling),80,71
300,3,3:55.0,Q. Cook makes 2-pt jump shot from 15 ft (assist by J. Bell),,82,71
301,3,3:42.0,,D. Schröder misses 3-pt jump shot from 24 ft,82,71
302,3,3:40.0,Defensive rebound by Team,,82,71
303,3,3:40.0,,M. Plumlee enters the game for T. Prince,82,71
304,3,3:40.0,,J. Morris enters the game for J. Collins,82,71
305,3,3:27.0,K. Durant misses 2-pt jump shot from 16 ft,,82,71
306,3,3:23.0,,Defensive rebound by M. Muscala,82,71
307,3,3:11.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by M. Delaney),82,74
308,3,2:52.0,N. Young misses 3-pt jump shot from 22 ft,,82,74
309,3,2:48.0,,Defensive rebound by D. Schröder,82,74
310,3,2:44.0,,D. Schröder misses 3-pt jump shot from 25 ft,82,74
311,3,2:40.0,Defensive rebound by J. Bell,,82,74
312,3,2:37.0,Shooting foul by D. Schröder (drawn by Q. Cook),,82,74
313,3,2:37.0,Golden State full timeout,,82,74
314,3,2:37.0,Q. Cook makes free throw 1 of 2,,83,74
315,3,2:37.0,Q. Cook makes free throw 2 of 2,,84,74
316,3,2:28.0,,Turnover by D. Schröder (bad pass; steal by J. Bell),84,74
317,3,2:25.0,Turnover by J. Bell (bad pass),,84,74
318,3,2:13.0,,Offensive foul by M. Muscala (drawn by N. Young),84,74
319,3,2:13.0,,Turnover by M. Muscala (offensive foul),84,74
320,3,1:54.0,N. Young makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,87,74
321,3,1:33.0,,J. Morris makes 2-pt jump shot from 12 ft (assist by M. Delaney),87,76
322,3,1:16.0,A. Iguodala misses 3-pt jump shot from 24 ft,,87,76
323,3,1:12.0,,Defensive rebound by D. Schröder,87,76
324,3,0:56.0,,J. Morris misses 2-pt layup from 4 ft (block by K. Durant),87,76
325,3,0:56.0,Defensive rebound by J. Bell,,87,76
326,3,0:49.0,Turnover by J. Bell (bad pass; steal by M. Delaney),,87,76
327,3,0:48.0,,M. Delaney makes 3-pt jump shot from 23 ft,87,79
328,3,0:38.0,K. Durant makes 2-pt jump shot from 12 ft,,89,79
329,3,0:29.0,,D. Schröder makes 2-pt jump shot from 6 ft,89,81
330,3,0:13.0,Personal foul by M. Delaney (drawn by K. Durant),,89,81
331,3,0:13.0,K. Durant makes free throw 1 of 2,,90,81
332,3,0:13.0,D. Green enters the game for J. Bell,,90,81
333,3,0:13.0,,T. Prince enters the game for M. Plumlee,90,81
334,3,0:13.0,K. Durant misses free throw 2 of 2,,90,81
335,3,0:12.0,,Defensive rebound by T. Prince,90,81
336,3,0:00.0,,D. Schröder makes 3-pt jump shot from 35 ft (assist by M. Muscala),90,84
337,4,11:47.0,,D. Schröder misses 3-pt jump shot from 22 ft,90,84
338,4,11:47.0,,Offensive rebound by Team,90,84
339,4,11:47.0,Loose ball foul by N. Young (drawn by M. Muscala),,90,84
340,4,11:32.0,,Turnover by Team (shot clock),90,84
341,4,11:20.0,D. West misses 2-pt jump shot from 20 ft,,90,84
342,4,11:15.0,,Defensive rebound by M. Muscala,90,84
343,4,10:59.0,,Turnover by D. Schröder (bad pass; steal by D. West),90,84
344,4,10:48.0,D. West makes 2-pt jump shot from 12 ft,,92,84
345,4,10:29.0,,Turnover by D. Schröder (lost ball; steal by N. Young),92,84
346,4,10:23.0,N. Young misses 3-pt jump shot from 25 ft,,92,84
347,4,10:19.0,,Defensive rebound by J. Morris,92,84
348,4,10:09.0,,M. Muscala makes 3-pt jump shot from 22 ft (assist by I. Taylor),92,87
349,4,9:47.0,Shooting foul by D. Dedmon (drawn by D. West),,92,87
350,4,9:47.0,D. West makes free throw 1 of 2,,93,87
351,4,9:47.0,,T. Dorsey enters the game for D. Schröder,93,87
352,4,9:47.0,D. West makes free throw 2 of 2,,94,87
353,4,9:31.0,,Offensive foul by D. Dedmon (drawn by N. Young),94,87
354,4,9:31.0,,Turnover by D. Dedmon (offensive foul),94,87
355,4,9:15.0,K. Thompson misses 2-pt jump shot from 19 ft,,94,87
356,4,9:12.0,,Defensive rebound by D. Dedmon,94,87
357,4,8:57.0,,I. Taylor misses 2-pt layup from 1 ft,94,87
358,4,8:54.0,Defensive rebound by D. Green,,94,87
359,4,8:47.0,N. Young makes 2-pt jump shot from 18 ft (assist by D. Green),,96,87
360,4,8:45.0,,Atlanta full timeout,96,87
361,4,8:45.0,,K. Bazemore enters the game for T. Dorsey,96,87
362,4,8:27.0,,K. Bazemore misses 2-pt jump shot from 19 ft,96,87
363,4,8:24.0,Defensive rebound by D. West,,96,87
364,4,8:02.0,D. Green misses 3-pt jump shot from 28 ft,,96,87
365,4,7:59.0,,Defensive rebound by M. Muscala,96,87
366,4,7:40.0,,J. Morris misses 2-pt jump shot from 19 ft,96,87
367,4,7:37.0,Defensive rebound by A. Iguodala,,96,87
368,4,7:32.0,D. West makes 2-pt layup from 1 ft (assist by A. Iguodala),,98,87
369,4,7:15.0,,K. Bazemore misses 2-pt layup from 7 ft,98,87
370,4,7:11.0,Defensive rebound by D. Green,,98,87
371,4,7:06.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,101,87
372,4,7:05.0,,Atlanta full timeout,101,87
373,4,7:05.0,,T. Prince enters the game for J. Morris,101,87
374,4,7:05.0,,D. Schröder enters the game for I. Taylor,101,87
375,4,7:05.0,,J. Collins enters the game for M. Muscala,101,87
376,4,6:57.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Schröder),101,90
377,4,6:31.0,N. Young misses 3-pt jump shot from 22 ft,,101,90
378,4,6:27.0,,Defensive rebound by D. Dedmon,101,90
379,4,6:18.0,,D. Schröder misses 2-pt jump shot from 21 ft (block by A. Iguodala),101,90
380,4,6:18.0,Defensive rebound by K. Thompson,,101,90
381,4,6:13.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Thompson),,103,90
382,4,5:53.0,,J. Collins makes 2-pt hook shot from 12 ft,103,92
383,4,5:42.0,D. West misses 2-pt jump shot from 19 ft,,103,92
384,4,5:39.0,,Defensive rebound by J. Collins,103,92
