,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA CLIPPERS_ACTION,WASHINGTON_SCORE,LA CLIPPERS_SCORE
108,2,11:01.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by I. Mahinmi),,30,33
109,2,10:40.0,,A. Rivers misses 3-pt jump shot from 26 ft,30,33
110,2,10:35.0,Defensive rebound by M. Scott,,30,33
111,2,10:29.0,M. Scott makes 2-pt jump shot from 6 ft (assist by J. Meeks),,32,33
112,2,10:29.0,Shooting foul by A. Rivers (drawn by M. Scott),,32,33
113,2,10:29.0,M. Scott misses free throw 1 of 1,,32,33
114,2,10:23.0,,Defensive rebound by L. Williams,32,33
115,2,10:18.0,,L. Williams misses 2-pt jump shot from 17 ft,32,33
116,2,10:08.0,Defensive rebound by M. Scott,,32,33
117,2,10:06.0,Personal foul by J. Wilson (drawn by I. Mahinmi),,32,33
118,2,10:06.0,,S. Thornwell enters the game for J. Evans,32,33
119,2,9:51.0,Turnover by Team (shot clock),,32,33
120,2,9:39.0,,J. Wilson makes 2-pt dunk from 1 ft (assist by A. Rivers),32,35
121,2,9:19.0,Shooting foul by A. Rivers (drawn by K. Oubre),,32,35
122,2,9:19.0,K. Oubre misses free throw 1 of 2,,32,35
123,2,9:19.0,Offensive rebound by Team,,32,35
124,2,9:19.0,K. Oubre misses free throw 2 of 2,,32,35
125,2,9:18.0,Offensive rebound by Team,,32,35
126,2,9:09.0,Shooting foul by M. Harrell (drawn by I. Mahinmi),,32,35
127,2,9:09.0,I. Mahinmi makes free throw 1 of 2,,33,35
128,2,9:09.0,,D. Gallinari enters the game for J. Wilson,33,35
129,2,9:09.0,I. Mahinmi makes free throw 2 of 2,,34,35
130,2,8:50.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by A. Rivers),34,37
131,2,8:38.0,J. Meeks misses 3-pt jump shot from 25 ft,,34,37
132,2,8:35.0,,Defensive rebound by S. Thornwell,34,37
133,2,8:27.0,,L. Williams makes 2-pt layup from 1 ft (assist by A. Rivers),34,39
134,2,8:25.0,Washington full timeout,,34,39
135,2,8:04.0,M. Scott makes 2-pt jump shot from 12 ft (assist by T. Satoranský),,36,39
136,2,7:49.0,,A. Rivers makes 2-pt layup from 1 ft (assist by M. Harrell),36,41
137,2,7:33.0,M. Scott makes 2-pt layup from 4 ft (assist by T. Satoranský),,38,41
138,2,7:33.0,Shooting foul by S. Thornwell (drawn by M. Scott),,38,41
139,2,7:33.0,M. Scott makes free throw 1 of 1,,39,41
140,2,7:15.0,,D. Gallinari makes 2-pt jump shot from 20 ft (assist by L. Williams),39,43
141,2,6:59.0,J. Meeks misses 2-pt layup from 2 ft,,39,43
142,2,6:56.0,,Defensive rebound by M. Harrell,39,43
143,2,6:46.0,,Shooting foul by K. Oubre (drawn by M. Harrell),39,43
144,2,6:46.0,,M. Harrell makes free throw 1 of 2,39,44
145,2,6:46.0,O. Porter enters the game for K. Oubre,,39,44
146,2,6:46.0,B. Beal enters the game for J. Meeks,,39,44
147,2,6:46.0,,M. Harrell makes free throw 2 of 2,39,45
148,2,6:26.0,T. Satoranský misses 3-pt jump shot from 23 ft,,39,45
149,2,6:17.0,Offensive rebound by O. Porter,,39,45
150,2,6:17.0,O. Porter makes 2-pt layup at rim,,41,45
151,2,6:06.0,,M. Harrell makes 2-pt jump shot from 7 ft,41,47
152,2,5:51.0,I. Mahinmi makes 2-pt hook shot from 7 ft (assist by O. Porter),,43,47
153,2,5:44.0,,D. Jordan enters the game for M. Harrell,43,47
154,2,5:44.0,M. Morris enters the game for M. Scott,,43,47
155,2,5:29.0,,Turnover by D. Gallinari (bad pass; steal by O. Porter),43,47
156,2,5:22.0,Turnover by M. Morris (lost ball; steal by D. Gallinari),,43,47
157,2,5:14.0,,D. Jordan misses 2-pt dunk from 1 ft,43,47
158,2,5:13.0,Defensive rebound by O. Porter,,43,47
159,2,5:13.0,Personal take foul by L. Williams (drawn by O. Porter),,43,47
160,2,5:13.0,O. Porter makes free throw 1 of 2,,44,47
161,2,5:13.0,,W. Johnson enters the game for L. Williams,44,47
162,2,5:13.0,M. Gortat enters the game for I. Mahinmi,,44,47
163,2,5:13.0,O. Porter makes free throw 2 of 2,,45,47
164,2,5:02.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by A. Rivers),45,50
165,2,4:40.0,T. Satoranský misses 3-pt jump shot from 24 ft,,45,50
166,2,4:33.0,,Defensive rebound by D. Jordan,45,50
167,2,4:26.0,,S. Thornwell misses 3-pt jump shot from 23 ft,45,50
168,2,4:26.0,Defensive rebound by O. Porter,,45,50
169,2,4:13.0,B. Beal misses 2-pt jump shot from 16 ft,,45,50
170,2,4:13.0,,Defensive rebound by D. Gallinari,45,50
171,2,3:55.0,,Personal foul by T. Satoranský (drawn by S. Thornwell),45,50
172,2,3:55.0,T. Frazier enters the game for T. Satoranský,,45,50
173,2,3:44.0,,A. Rivers makes 3-pt jump shot from 26 ft,45,53
174,2,3:24.0,M. Morris misses 3-pt jump shot from 24 ft,,45,53
175,2,3:21.0,,Defensive rebound by D. Jordan,45,53
176,2,3:09.0,,A. Rivers misses 2-pt layup from 1 ft (block by M. Gortat),45,53
177,2,3:09.0,,Offensive rebound by Team,45,53
178,2,3:09.0,,LA Clippers full timeout,45,53
179,2,3:04.0,,D. Gallinari misses 2-pt jump shot from 11 ft,45,53
180,2,2:58.0,Defensive rebound by M. Gortat,,45,53
181,2,2:50.0,B. Beal makes 2-pt layup from 1 ft,,47,53
182,2,2:30.0,,L. Williams enters the game for S. Thornwell,47,53
183,2,2:24.0,,A. Rivers makes 3-pt jump shot from 25 ft,47,56
184,2,2:06.0,O. Porter misses 3-pt jump shot from 25 ft,,47,56
185,2,2:02.0,,Defensive rebound by L. Williams,47,56
186,2,1:50.0,,D. Jordan misses 2-pt hook shot from 4 ft,47,56
187,2,1:47.0,Defensive rebound by M. Gortat,,47,56
188,2,1:36.0,O. Porter makes 2-pt jump shot from 10 ft (assist by M. Gortat),,49,56
189,2,1:10.0,,A. Rivers misses 2-pt jump shot from 9 ft,49,56
190,2,1:01.0,,Offensive rebound by D. Jordan,49,56
191,2,1:01.0,,D. Jordan makes 2-pt layup at rim,49,58
192,2,0:47.0,M. Morris misses 3-pt jump shot from 24 ft,,49,58
193,2,0:44.0,,Defensive rebound by D. Jordan,49,58
194,2,0:40.0,,Shooting foul by T. Frazier (drawn by L. Williams),49,58
195,2,0:40.0,,L. Williams makes free throw 1 of 2,49,59
196,2,0:40.0,,S. Thornwell enters the game for A. Rivers,49,59
197,2,0:40.0,,L. Williams makes free throw 2 of 2,49,60
198,2,0:32.0,B. Beal misses 2-pt jump shot from 14 ft,,49,60
199,2,0:28.0,,Defensive rebound by D. Jordan,49,60
200,2,0:10.0,,D. Gallinari makes 2-pt layup at rim (assist by L. Williams),49,62
201,2,0:01.0,T. Frazier misses 2-pt layup from 3 ft (block by D. Jordan),,49,62
202,2,0:00.0,,Defensive rebound by Team,49,62
203,3,11:46.0,Turnover by T. Frazier (bad pass; steal by W. Johnson),,49,62
204,3,11:35.0,,Turnover by W. Johnson (lost ball; steal by O. Porter),49,62
205,3,11:26.0,M. Gortat makes 2-pt layup at rim (assist by M. Morris),,51,62
206,3,11:26.0,Shooting foul by A. Rivers (drawn by M. Gortat),,51,62
207,3,11:26.0,M. Gortat makes free throw 1 of 1,,52,62
208,3,11:05.0,,S. Thornwell makes 2-pt layup from 1 ft (assist by A. Rivers),52,64
209,3,10:42.0,T. Frazier misses 2-pt jump shot from 18 ft,,52,64
210,3,10:34.0,,Defensive rebound by W. Johnson,52,64
211,3,10:19.0,,W. Johnson makes 2-pt layup from 1 ft (assist by D. Gallinari),52,66
212,3,10:08.0,O. Porter misses 3-pt jump shot from 24 ft,,52,66
213,3,10:08.0,,Defensive rebound by D. Gallinari,52,66
214,3,9:54.0,,D. Gallinari misses 2-pt jump shot from 19 ft,52,66
215,3,9:52.0,Defensive rebound by M. Morris,,52,66
216,3,9:41.0,,Offensive charge foul by M. Morris (drawn by D. Gallinari),52,66
217,3,9:41.0,Turnover by M. Morris (offensive foul),,52,66
218,3,9:22.0,,Turnover by A. Rivers (step out of bounds),52,66
219,3,9:00.0,M. Gortat makes 2-pt layup from 1 ft (assist by T. Frazier),,54,66
220,3,8:47.0,,D. Gallinari misses 2-pt jump shot from 23 ft,54,66
221,3,8:44.0,Defensive rebound by M. Gortat,,54,66
222,3,8:37.0,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Gortat),,57,66
223,3,8:37.0,,LA Clippers full timeout,57,66
224,3,8:13.0,,D. Gallinari misses 2-pt jump shot from 12 ft,57,66
225,3,8:11.0,Defensive rebound by T. Frazier,,57,66
226,3,7:56.0,,L. Williams enters the game for S. Thornwell,57,66
227,3,7:53.0,Turnover by M. Morris (turnover; steal by W. Johnson),,57,66
228,3,7:50.0,,Shooting foul by M. Morris (drawn by D. Jordan),57,66
229,3,7:50.0,,D. Jordan makes free throw 1 of 2,57,67
230,3,7:50.0,M. Scott enters the game for M. Morris,,57,67
231,3,7:50.0,,D. Jordan misses free throw 2 of 2,57,67
232,3,7:47.0,Defensive rebound by M. Gortat,,57,67
233,3,7:30.0,B. Beal makes 3-pt jump shot from 24 ft (assist by T. Frazier),,60,67
234,3,7:11.0,,A. Rivers misses 2-pt jump shot from 8 ft,60,67
235,3,7:09.0,Defensive rebound by O. Porter,,60,67
236,3,7:06.0,O. Porter makes 2-pt dunk from 2 ft (assist by M. Scott),,62,67
237,3,6:49.0,,W. Johnson misses 3-pt jump shot from 22 ft,62,67
238,3,6:45.0,Defensive rebound by M. Gortat,,62,67
239,3,6:36.0,Turnover by M. Gortat (turnover),,62,67
240,3,6:36.0,,J. Evans enters the game for W. Johnson,62,67
241,3,6:22.0,,Shooting foul by M. Gortat (drawn by D. Jordan),62,67
242,3,6:22.0,,D. Jordan makes free throw 1 of 2,62,68
243,3,6:22.0,,D. Jordan misses free throw 2 of 2,62,68
244,3,6:18.0,Defensive rebound by O. Porter,,62,68
245,3,6:10.0,B. Beal makes 3-pt jump shot from 24 ft (assist by T. Frazier),,65,68
246,3,5:52.0,,L. Williams makes 2-pt jump shot from 10 ft,65,70
247,3,5:41.0,B. Beal misses 2-pt jump shot from 17 ft,,65,70
248,3,5:37.0,,Defensive rebound by D. Jordan,65,70
249,3,5:29.0,,L. Williams misses 2-pt jump shot from 13 ft,65,70
250,3,5:26.0,Defensive rebound by O. Porter,,65,70
251,3,5:21.0,O. Porter makes 2-pt jump shot from 19 ft,,67,70
252,3,5:03.0,,Turnover by J. Evans (bad pass; steal by T. Frazier),67,70
253,3,5:03.0,Personal take foul by D. Jordan (drawn by T. Frazier),,67,70
254,3,5:03.0,,J. Wilson enters the game for D. Gallinari,67,70
255,3,5:03.0,,C. Williams enters the game for A. Rivers,67,70
256,3,4:50.0,B. Beal misses 3-pt jump shot from 25 ft,,67,70
257,3,4:46.0,Offensive rebound by T. Frazier,,67,70
258,3,4:39.0,B. Beal makes 2-pt layup from 2 ft (assist by M. Gortat),,69,70
259,3,4:25.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Williams),69,72
260,3,4:03.0,Turnover by M. Gortat (bad pass; steal by D. Jordan),,69,72
261,3,3:58.0,,Shooting foul by T. Frazier (drawn by L. Williams),69,72
262,3,3:58.0,,L. Williams makes free throw 1 of 3,69,73
263,3,3:58.0,,L. Williams makes free throw 2 of 3,69,74
264,3,3:58.0,,L. Williams makes free throw 3 of 3,69,75
265,3,3:42.0,O. Porter misses 2-pt jump shot from 15 ft,,69,75
266,3,3:37.0,,Defensive rebound by D. Jordan,69,75
267,3,3:29.0,,Turnover by J. Wilson (lost ball; steal by O. Porter),69,75
268,3,3:23.0,Shooting foul by D. Jordan (drawn by B. Beal),,69,75
269,3,3:23.0,B. Beal makes free throw 1 of 2,,70,75
270,3,3:23.0,T. Satoranský enters the game for T. Frazier,,70,75
271,3,3:23.0,B. Beal makes free throw 2 of 2,,71,75
272,3,3:08.0,,D. Jordan misses 2-pt hook shot from 4 ft,71,75
273,3,3:05.0,Defensive rebound by O. Porter,,71,75
274,3,3:00.0,B. Beal misses 3-pt jump shot from 25 ft,,71,75
275,3,2:57.0,,Defensive rebound by C. Williams,71,75
276,3,2:42.0,,L. Williams misses 2-pt jump shot from 13 ft,71,75
277,3,2:39.0,Defensive rebound by O. Porter,,71,75
278,3,2:29.0,B. Beal makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,74,75
279,3,2:09.0,,J. Evans misses 2-pt jump shot from 19 ft,74,75
280,3,2:07.0,Defensive rebound by M. Gortat,,74,75
281,3,2:04.0,Shooting foul by L. Williams (drawn by O. Porter),,74,75
282,3,2:04.0,Washington full timeout,,74,75
283,3,2:04.0,,A. Rivers enters the game for D. Jordan,74,75
284,3,2:04.0,,M. Harrell enters the game for C. Williams,74,75
285,3,2:04.0,K. Oubre enters the game for B. Beal,,74,75
286,3,2:04.0,I. Mahinmi enters the game for M. Gortat,,74,75
287,3,2:04.0,O. Porter misses free throw 1 of 2,,74,75
288,3,2:04.0,Offensive rebound by Team,,74,75
289,3,2:04.0,O. Porter makes free throw 2 of 2,,75,75
290,3,1:49.0,,LA Clippers full timeout,75,75
291,3,1:40.0,,L. Williams makes 3-pt jump shot from 27 ft,75,78
292,3,1:21.0,M. Scott makes 3-pt jump shot from 25 ft (assist by O. Porter),,78,78
293,3,1:01.0,,M. Harrell makes 2-pt hook shot from 6 ft,78,80
294,3,0:50.0,M. Scott misses 2-pt jump shot from 17 ft,,78,80
295,3,0:41.0,Offensive rebound by T. Satoranský,,78,80
296,3,0:41.0,T. Satoranský misses 2-pt layup at rim,,78,80
297,3,0:40.0,,Defensive rebound by M. Harrell,78,80
298,3,0:31.0,,L. Williams makes 3-pt jump shot from 26 ft,78,83
299,3,0:13.0,M. Scott makes 3-pt jump shot from 23 ft (assist by O. Porter),,81,83
300,3,0:05.0,,L. Williams makes 2-pt jump shot from 16 ft,81,85
301,3,0:05.0,,Shooting foul by K. Oubre (drawn by L. Williams),81,85
302,3,0:05.0,,S. Thornwell enters the game for J. Evans,81,85
303,3,0:05.0,,C. Williams enters the game for A. Rivers,81,85
304,3,0:05.0,,L. Williams misses free throw 1 of 1,81,85
305,3,0:03.0,Defensive rebound by O. Porter,,81,85
306,3,0:01.0,Turnover by O. Porter (lost ball; steal by M. Harrell),,81,85
307,3,0:01.0,,L. Williams misses 3-pt jump shot from 46 ft,81,85
308,3,0:00.0,,Offensive rebound by Team,81,85
309,4,11:51.0,,L. Williams misses 3-pt jump shot from 27 ft,81,85
310,4,11:46.0,Defensive rebound by M. Scott,,81,85
311,4,11:32.0,K. Oubre misses 3-pt jump shot from 23 ft,,81,85
312,4,11:24.0,Offensive rebound by I. Mahinmi,,81,85
313,4,11:24.0,I. Mahinmi makes 2-pt layup at rim,,83,85
314,4,11:06.0,,M. Harrell makes 2-pt layup from 1 ft,83,87
315,4,10:57.0,Personal foul by J. Evans (drawn by T. Satoranský),,83,87
316,4,10:57.0,,S. Thornwell enters the game for J. Evans,83,87
317,4,10:57.0,B. Beal enters the game for O. Porter,,83,87
318,4,10:51.0,B. Beal makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,86,87
319,4,10:33.0,,A. Rivers misses 3-pt jump shot from 27 ft,86,87
320,4,10:28.0,Defensive rebound by M. Scott,,86,87
321,4,10:11.0,M. Scott makes 2-pt jump shot from 14 ft,,88,87
322,4,9:53.0,,Turnover by L. Williams (out of bounds lost ball),88,87
323,4,9:36.0,T. Satoranský makes 2-pt jump shot from 16 ft (assist by I. Mahinmi),,90,87
324,4,9:34.0,,LA Clippers full timeout,90,87
325,4,9:16.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by A. Rivers),90,90
326,4,8:56.0,I. Mahinmi misses 2-pt hook shot from 9 ft,,90,90
327,4,8:53.0,,Defensive rebound by M. Harrell,90,90
328,4,8:47.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by L. Williams),90,92
329,4,8:34.0,Shooting foul by M. Harrell (drawn by B. Beal),,90,92
330,4,8:34.0,B. Beal misses free throw 1 of 2,,90,92
331,4,8:34.0,Offensive rebound by Team,,90,92
332,4,8:34.0,,D. Jordan enters the game for M. Harrell,90,92
333,4,8:34.0,B. Beal makes free throw 2 of 2,,91,92
334,4,8:18.0,,A. Rivers misses 3-pt jump shot from 26 ft,91,92
335,4,8:13.0,Defensive rebound by I. Mahinmi,,91,92
336,4,8:10.0,B. Beal misses 3-pt jump shot from 27 ft,,91,92
337,4,8:03.0,Offensive rebound by T. Satoranský,,91,92
338,4,8:00.0,M. Scott misses 3-pt jump shot from 24 ft,,91,92
339,4,7:59.0,Offensive rebound by T. Satoranský,,91,92
340,4,7:57.0,Shooting foul by D. Gallinari (drawn by I. Mahinmi),,91,92
341,4,7:57.0,I. Mahinmi makes free throw 1 of 2,,92,92
342,4,7:57.0,,W. Johnson enters the game for S. Thornwell,92,92
343,4,7:57.0,I. Mahinmi makes free throw 2 of 2,,93,92
344,4,7:40.0,,D. Gallinari misses 3-pt jump shot from 26 ft,93,92
345,4,7:36.0,Defensive rebound by T. Satoranský,,93,92
346,4,7:27.0,B. Beal misses 2-pt jump shot from 9 ft,,93,92
347,4,7:24.0,,Defensive rebound by D. Jordan,93,92
348,4,7:19.0,,A. Rivers makes 2-pt layup from 1 ft,93,94
349,4,7:19.0,Violation by M. Scott (def goaltending),,93,94
350,4,7:08.0,T. Satoranský makes 2-pt layup from 1 ft (assist by M. Scott),,95,94
351,4,6:53.0,,Personal foul by M. Scott (drawn by D. Jordan),95,94
352,4,6:43.0,,A. Rivers misses 2-pt layup from 2 ft (block by I. Mahinmi),95,94
353,4,6:43.0,,Offensive rebound by Team,95,94
354,4,6:41.0,,Turnover by D. Gallinari (traveling),95,94
355,4,6:23.0,Turnover by M. Scott (traveling),,95,94
356,4,6:02.0,,L. Williams misses 2-pt jump shot from 10 ft,95,94
357,4,6:00.0,Defensive rebound by M. Scott,,95,94
358,4,5:57.0,Personal foul by W. Johnson (drawn by B. Beal),,95,94
359,4,5:45.0,Turnover by M. Scott (bad pass),,95,94
360,4,5:32.0,,W. Johnson misses 3-pt jump shot from 23 ft,95,94
361,4,5:26.0,,Offensive rebound by D. Jordan,95,94
362,4,5:15.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by A. Rivers),95,97
363,4,5:13.0,Washington full timeout,,95,97
364,4,5:13.0,O. Porter enters the game for K. Oubre,,95,97
365,4,4:50.0,O. Porter makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,98,97
366,4,4:38.0,,Shooting foul by M. Scott (drawn by L. Williams),98,97
367,4,4:38.0,,L. Williams makes free throw 1 of 2,98,98
368,4,4:38.0,,L. Williams makes free throw 2 of 2,98,99
369,4,4:24.0,B. Beal misses 2-pt layup from 1 ft (block by W. Johnson),,98,99
370,4,4:24.0,,Defensive rebound by Team,98,99
371,4,4:03.0,,L. Williams misses 3-pt jump shot from 25 ft,98,99
372,4,4:00.0,Defensive rebound by M. Scott,,98,99
373,4,3:47.0,O. Porter makes 2-pt jump shot from 10 ft (assist by T. Satoranský),,100,99
374,4,3:28.0,,D. Gallinari misses 3-pt jump shot from 26 ft,100,99
375,4,3:24.0,Defensive rebound by T. Satoranský,,100,99
376,4,3:16.0,I. Mahinmi misses 2-pt hook shot from 2 ft,,100,99
377,4,3:13.0,,Defensive rebound by D. Jordan,100,99
378,4,3:07.0,,D. Gallinari makes 2-pt jump shot from 18 ft (assist by L. Williams),100,101
379,4,2:51.0,B. Beal misses 2-pt jump shot from 11 ft (block by A. Rivers),,100,101
380,4,2:49.0,,Defensive rebound by D. Jordan,100,101
381,4,2:37.0,,D. Jordan misses 2-pt layup from 1 ft,100,101
