,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
383,4,6:06.0,M. Delaney makes 2-pt jump shot from 16 ft,,93,81
384,4,5:52.0,,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),93,83
385,4,5:39.0,Turnover by D. Schröder (bad pass; steal by M. Plumlee),,93,83
386,4,5:36.0,,M. Plumlee makes 2-pt dunk from 1 ft,93,85
387,4,5:18.0,Personal foul by M. Plumlee (drawn by D. Schröder),,93,85
388,4,5:18.0,M. Muscala enters the game for E. İlyasova,,93,85
389,4,5:10.0,M. Delaney misses 3-pt jump shot from 22 ft,,93,85
390,4,5:08.0,,Defensive rebound by G. Harris,93,85
391,4,5:07.0,,Turnover by G. Harris (bad pass),93,85
392,4,4:57.0,Personal block foul by M. Plumlee (drawn by D. Schröder),,93,85
393,4,4:57.0,D. Schröder makes free throw 1 of 2,,94,85
394,4,4:57.0,D. Schröder makes free throw 2 of 2,,95,85
395,4,4:48.0,,N. Jokić misses 3-pt jump shot from 25 ft,95,85
396,4,4:47.0,,Offensive rebound by Team,95,85
397,4,4:37.0,,J. Murray misses 2-pt jump shot from 10 ft,95,85
398,4,4:31.0,Defensive rebound by D. Dedmon,,95,85
399,4,4:31.0,Personal foul by N. Jokić (drawn by D. Dedmon),,95,85
400,4,4:31.0,D. Dedmon makes free throw 1 of 2,,96,85
401,4,4:31.0,D. Dedmon makes free throw 2 of 2,,97,85
402,4,4:19.0,,G. Harris makes 2-pt jump shot from 16 ft (assist by M. Plumlee),97,87
403,4,4:00.0,D. Schröder misses 2-pt layup from 4 ft (block by N. Jokić),,97,87
404,4,4:00.0,Offensive rebound by Team,,97,87
405,4,3:55.0,M. Muscala makes 2-pt jump shot from 6 ft (assist by M. Delaney),,99,87
406,4,3:36.0,,Turnover by M. Plumlee (lost ball; steal by D. Schröder),99,87
407,4,3:30.0,M. Muscala makes 3-pt jump shot from 22 ft (assist by T. Prince),,102,87
408,4,3:29.0,,Denver full timeout,102,87
409,4,3:29.0,K. Bazemore enters the game for M. Delaney,,102,87
410,4,3:29.0,E. İlyasova enters the game for D. Dedmon,,102,87
411,4,3:14.0,,J. Murray makes 2-pt layup from 2 ft,102,89
412,4,3:14.0,,Shooting foul by M. Muscala (drawn by J. Murray),102,89
413,4,3:14.0,,T. Lyles enters the game for N. Jokić,102,89
414,4,3:14.0,,J. Murray makes free throw 1 of 1,102,90
415,4,3:02.0,Shooting foul by T. Lyles (drawn by D. Schröder),,102,90
416,4,3:02.0,D. Schröder makes free throw 1 of 2,,103,90
417,4,3:02.0,D. Schröder makes free throw 2 of 2,,104,90
418,4,2:50.0,,G. Harris misses 2-pt jump shot from 6 ft,104,90
419,4,2:48.0,Defensive rebound by T. Prince,,104,90
420,4,2:27.0,K. Bazemore makes 2-pt jump shot from 18 ft,,106,90
421,4,2:16.0,,W. Barton makes 3-pt jump shot from 24 ft,106,93
422,4,1:58.0,D. Schröder misses 2-pt layup from 1 ft (block by G. Harris),,106,93
423,4,1:52.0,,Defensive rebound by G. Harris,106,93
424,4,1:52.0,,Shooting foul by E. İlyasova (drawn by T. Lyles),106,93
425,4,1:52.0,,T. Lyles makes free throw 1 of 2,106,94
426,4,1:52.0,,T. Craig enters the game for G. Harris,106,94
427,4,1:52.0,,T. Lyles makes free throw 2 of 2,106,95
428,4,1:33.0,D. Schröder misses 2-pt jump shot from 15 ft,,106,95
429,4,1:32.0,Offensive rebound by Team,,106,95
430,4,1:32.0,Turnover by K. Bazemore (bad pass; steal by J. Murray),,106,95
431,4,1:28.0,,Turnover by W. Barton (bad pass),106,95
432,4,1:15.0,Personal take foul by T. Lyles (drawn by D. Schröder),,106,95
433,4,1:15.0,D. Schröder makes free throw 1 of 2,,107,95
434,4,1:15.0,J. Collins enters the game for E. İlyasova,,107,95
435,4,1:15.0,D. Schröder makes free throw 2 of 2,,108,95
436,4,1:03.0,,J. Murray makes 2-pt jump shot from 8 ft (assist by T. Craig),108,97
437,4,0:42.0,D. Schröder misses 3-pt jump shot from 25 ft,,108,97
438,4,0:38.0,,Defensive rebound by M. Plumlee,108,97
439,4,0:34.0,,J. Murray misses 3-pt jump shot from 25 ft,108,97
440,4,0:32.0,Defensive rebound by J. Collins,,108,97
441,4,0:31.0,Turnover by J. Collins (bad pass; steal by T. Craig),,108,97
442,4,0:30.0,,Turnover by T. Craig (bad pass; steal by M. Muscala),108,97
443,4,0:30.0,Personal foul by T. Lyles (drawn by M. Muscala),,108,97
444,4,0:30.0,M. Muscala makes free throw 1 of 2,,109,97
445,4,0:30.0,M. Muscala makes free throw 2 of 2,,110,97
446,4,0:29.0,,R. Jefferson enters the game for T. Lyles,110,97
447,4,0:29.0,T. Cavanaugh enters the game for T. Prince,,110,97
448,4,0:29.0,T. Dorsey enters the game for D. Schröder,,110,97
449,4,0:29.0,I. Taylor enters the game for K. Bazemore,,110,97
450,4,0:22.0,,J. Murray misses 2-pt layup from 3 ft (block by J. Collins),110,97
451,4,0:21.0,,Offensive rebound by Team,110,97
452,4,0:14.0,,W. Barton misses 3-pt jump shot from 25 ft,110,97
453,4,0:10.0,Defensive rebound by T. Cavanaugh,,110,97
