,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
379,4,6:05.0,Defensive rebound by T. Ferguson,,111,111
380,4,5:51.0,R. Westbrook makes 2-pt jump shot from 12 ft,,113,111
381,4,5:34.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by K. Lowry),113,114
382,4,5:20.0,R. Westbrook makes 3-pt jump shot from 29 ft,,116,114
383,4,5:07.0,,Shooting foul by R. Westbrook (drawn by K. Lowry),116,114
384,4,5:07.0,,K. Lowry makes free throw 1 of 3,116,115
385,4,5:07.0,,K. Lowry makes free throw 2 of 3,116,116
386,4,5:07.0,Oklahoma City full timeout,,116,116
387,4,5:07.0,,D. DeRozan enters the game for D. Wright,116,116
388,4,5:07.0,C. Brewer enters the game for Á. Abrines,,116,116
389,4,5:07.0,C. Anthony enters the game for T. Ferguson,,116,116
390,4,5:07.0,P. George enters the game for P. Patterson,,116,116
391,4,5:07.0,,K. Lowry makes free throw 3 of 3,116,117
392,4,4:52.0,C. Anthony misses 3-pt jump shot from 26 ft,,116,117
393,4,4:49.0,Offensive rebound by R. Westbrook,,116,117
394,4,4:43.0,R. Westbrook misses 2-pt jump shot from 10 ft,,116,117
395,4,4:41.0,Offensive rebound by R. Westbrook,,116,117
396,4,4:39.0,R. Westbrook misses 2-pt layup from 2 ft,,116,117
397,4,4:39.0,Offensive rebound by R. Westbrook,,116,117
398,4,4:35.0,R. Westbrook makes 2-pt layup at rim,,118,117
399,4,4:20.0,,Personal foul by R. Westbrook (drawn by J. Valančiūnas),118,117
400,4,4:20.0,,S. Ibaka enters the game for J. Valančiūnas,118,117
401,4,4:18.0,,C. Miles makes 2-pt dunk at rim (assist by K. Lowry),118,119
402,4,3:55.0,C. Anthony misses 2-pt jump shot from 12 ft,,118,119
403,4,3:52.0,,Defensive rebound by D. DeRozan,118,119
404,4,3:47.0,,K. Lowry misses 3-pt jump shot from 26 ft,118,119
405,4,3:45.0,Defensive rebound by R. Westbrook,,118,119
406,4,3:36.0,Shooting foul by K. Lowry (drawn by R. Westbrook),,118,119
407,4,3:36.0,R. Westbrook misses free throw 1 of 2,,118,119
408,4,3:36.0,Offensive rebound by Team,,118,119
409,4,3:36.0,R. Westbrook makes free throw 2 of 2,,119,119
410,4,3:18.0,,Offensive foul by K. Lowry (drawn by C. Brewer),119,119
411,4,3:18.0,,Turnover by K. Lowry (offensive foul),119,119
412,4,3:18.0,,D. Wright enters the game for K. Lowry,119,119
413,4,3:02.0,R. Westbrook makes 2-pt layup from 1 ft,,121,119
414,4,2:40.0,,S. Ibaka misses 2-pt hook shot from 5 ft,121,119
415,4,2:37.0,,Offensive rebound by D. Wright,121,119
416,4,2:36.0,,D. Wright misses 2-pt layup from 2 ft,121,119
417,4,2:34.0,Defensive rebound by C. Anthony,,121,119
418,4,2:18.0,R. Westbrook makes 2-pt layup from 1 ft,,123,119
419,4,2:18.0,,Toronto full timeout,123,119
420,4,2:08.0,,Shooting foul by C. Anthony (drawn by D. Wright),123,119
421,4,2:08.0,Technical foul by C. Anthony,,123,119
422,4,2:08.0,,D. DeRozan misses technical free throw,123,119
423,4,2:08.0,,Offensive rebound by Team,123,119
424,4,2:08.0,,D. Wright makes free throw 1 of 2,123,120
425,4,2:08.0,,D. Wright makes free throw 2 of 2,123,121
426,4,1:52.0,R. Westbrook misses 2-pt jump shot from 14 ft,,123,121
427,4,1:50.0,,Defensive rebound by C. Miles,123,121
428,4,1:41.0,,Shooting block foul by C. Brewer (drawn by D. DeRozan),123,121
429,4,1:41.0,,D. DeRozan makes free throw 1 of 2,123,122
430,4,1:41.0,,D. DeRozan makes free throw 2 of 2,123,123
431,4,1:20.0,Turnover by P. George (lost ball; steal by S. Ibaka),,123,123
432,4,1:13.0,,Turnover by D. DeRozan (lost ball; steal by C. Brewer),123,123
433,4,1:09.0,Shooting foul by P. Siakam (drawn by P. George),,123,123
434,4,1:09.0,P. George makes free throw 1 of 2,,124,123
435,4,1:09.0,P. George makes free throw 2 of 2,,125,123
436,4,1:09.0,,Loose ball foul by S. Ibaka (drawn by S. Adams),125,123
437,4,1:09.0,S. Adams misses free throw 1 of 1,,125,123
438,4,1:09.0,,Defensive rebound by S. Ibaka,125,123
439,4,0:54.0,,D. Wright makes 2-pt layup from 1 ft (assist by D. DeRozan),125,125
440,4,0:39.0,R. Westbrook makes 2-pt layup from 1 ft,,127,125
441,4,0:30.0,,D. DeRozan misses 2-pt layup from 1 ft,127,125
442,4,0:29.0,Defensive rebound by S. Adams,,127,125
443,4,0:12.0,R. Westbrook makes 2-pt jump shot from 16 ft,,129,125
444,4,0:11.0,,Technical foul by D. DeRozan,129,125
445,4,0:11.0,,Toronto full timeout,129,125
446,4,0:11.0,P. George makes technical free throw,,130,125
447,4,0:08.0,,Turnover by C. Miles (bad pass; steal by C. Anthony),130,125
448,4,0:08.0,Oklahoma City full timeout,,130,125
449,4,0:08.0,,Technical foul by D. DeRozan,130,125
450,4,0:08.0,,N. Powell enters the game for D. DeRozan,130,125
451,4,0:08.0,,Technical foul by S. Ibaka,130,125
452,4,0:08.0,P. George makes technical free throw,,131,125
453,4,0:08.0,P. George makes technical free throw,,132,125
454,4,0:08.0,P. George misses technical free throw,,132,125
455,4,0:08.0,Offensive rebound by Team,,132,125
