,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
385,4,8:49.0,,Defensive rebound by A. Iguodala,99,96
386,4,8:47.0,,K. Thompson misses 3-pt jump shot from 26 ft,99,96
387,4,8:43.0,,Offensive rebound by D. West,99,96
388,4,8:39.0,,D. West makes 2-pt layup from 1 ft,99,98
389,4,8:27.0,O. Porter makes 2-pt layup from 2 ft,,101,98
390,4,8:05.0,,K. Durant misses 2-pt layup from 2 ft (block by K. Oubre),101,98
391,4,8:00.0,,Turnover by K. Durant (bad pass; steal by T. Frazier),101,98
392,4,7:59.0,,Offensive rebound by K. Durant,101,98
393,4,7:55.0,Turnover by T. Frazier (lost ball; steal by O. Casspi),,101,98
394,4,7:52.0,,K. Thompson misses 3-pt jump shot from 25 ft,101,98
395,4,7:51.0,Defensive rebound by I. Mahinmi,,101,98
396,4,7:48.0,Washington full timeout,,101,98
397,4,7:48.0,J. Wall enters the game for T. Frazier,,101,98
398,4,7:48.0,M. Gortat enters the game for I. Mahinmi,,101,98
399,4,7:48.0,J. Meeks misses 3-pt jump shot from 28 ft (block by K. Durant),,101,98
400,4,7:35.0,,Defensive rebound by D. West,101,98
401,4,7:27.0,,K. Thompson makes 2-pt layup at rim (assist by D. West),101,100
402,4,7:03.0,M. Gortat misses 2-pt hook shot from 6 ft,,101,100
403,4,6:59.0,,Defensive rebound by D. West,101,100
404,4,6:49.0,,D. West makes 2-pt layup from 3 ft (assist by O. Casspi),101,102
405,4,6:35.0,Shooting foul by D. West (drawn by J. Wall),,101,102
406,4,6:35.0,J. Wall makes free throw 1 of 2,,102,102
407,4,6:35.0,J. Wall makes free throw 2 of 2,,103,102
408,4,6:22.0,,K. Thompson misses 2-pt jump shot from 20 ft,103,102
409,4,6:17.0,Defensive rebound by J. Meeks,,103,102
410,4,5:59.0,J. Wall misses 3-pt jump shot from 28 ft,,103,102
411,4,5:54.0,,Defensive rebound by O. Casspi,103,102
412,4,5:49.0,,D. West makes 2-pt jump shot from 17 ft (assist by K. Durant),103,104
413,4,5:29.0,J. Meeks misses 2-pt jump shot from 16 ft,,103,104
414,4,5:25.0,Offensive rebound by Team,,103,104
415,4,5:25.0,,S. Curry enters the game for O. Casspi,103,104
416,4,5:19.0,J. Wall misses 2-pt jump shot from 17 ft (block by K. Thompson),,103,104
417,4,5:14.0,Offensive rebound by M. Gortat,,103,104
418,4,5:12.0,O. Porter makes 3-pt jump shot from 27 ft,,106,104
419,4,4:57.0,,K. Durant makes 3-pt jump shot from 28 ft,106,107
420,4,4:33.0,O. Porter makes 3-pt jump shot from 22 ft (assist by J. Wall),,109,107
421,4,4:32.0,,Golden State full timeout,109,107
422,4,4:32.0,,K. Looney enters the game for D. West,109,107
423,4,4:21.0,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),109,109
424,4,3:57.0,M. Gortat misses 2-pt jump shot from 6 ft,,109,109
425,4,3:51.0,,Defensive rebound by K. Looney,109,109
426,4,3:43.0,,A. Iguodala misses 3-pt jump shot from 22 ft,109,109
427,4,3:37.0,Defensive rebound by K. Oubre,,109,109
428,4,3:35.0,Turnover by J. Wall (bad pass),,109,109
429,4,3:13.0,,A. Iguodala makes 2-pt layup at rim (assist by S. Curry),109,111
430,4,3:02.0,J. Wall misses 2-pt layup from 2 ft,,109,111
431,4,2:58.0,,Defensive rebound by K. Thompson,109,111
432,4,2:56.0,,K. Looney makes 2-pt layup from 1 ft (assist by A. Iguodala),109,113
433,4,2:56.0,,Shooting foul by K. Oubre (drawn by K. Looney),109,113
434,4,2:56.0,M. Scott enters the game for M. Gortat,,109,113
435,4,2:56.0,Washington full timeout,,109,113
436,4,2:56.0,,K. Looney makes free throw 1 of 1,109,114
437,4,2:48.0,J. Meeks misses 2-pt jump shot from 18 ft,,109,114
438,4,2:44.0,,Defensive rebound by S. Curry,109,114
439,4,2:40.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),109,116
440,4,2:23.0,O. Porter misses 2-pt jump shot from 5 ft,,109,116
441,4,2:18.0,,Defensive rebound by K. Looney,109,116
442,4,2:17.0,,K. Thompson misses 3-pt jump shot from 24 ft,109,116
443,4,2:11.0,Defensive rebound by J. Meeks,,109,116
444,4,2:08.0,Personal foul by K. Looney (drawn by J. Wall),,109,116
445,4,1:59.0,J. Wall makes 2-pt jump shot from 12 ft,,111,116
446,4,1:46.0,,Turnover by K. Durant (traveling),111,116
447,4,1:41.0,J. Wall makes 2-pt layup from 1 ft,,113,116
448,4,1:41.0,,Golden State full timeout,113,116
449,4,1:20.0,,K. Durant makes 2-pt jump shot from 16 ft,113,118
450,4,1:13.0,Shooting foul by K. Durant (drawn by J. Wall),,113,118
451,4,1:13.0,J. Wall misses free throw 1 of 2,,113,118
452,4,1:13.0,Offensive rebound by Team,,113,118
453,4,1:13.0,J. Wall makes free throw 2 of 2,,114,118
454,4,0:51.0,,S. Curry misses 3-pt jump shot from 29 ft,114,118
455,4,0:48.0,Defensive rebound by M. Scott,,114,118
456,4,0:46.0,J. Wall misses 3-pt jump shot from 27 ft,,114,118
457,4,0:41.0,,Defensive rebound by S. Curry,114,118
458,4,0:30.0,,Turnover by S. Curry (bad pass),114,118
459,4,0:23.0,J. Meeks misses 3-pt jump shot from 23 ft,,114,118
460,4,0:19.0,Offensive rebound by O. Porter,,114,118
461,4,0:18.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by M. Scott),,117,118
462,4,0:10.0,,Personal foul by J. Meeks (drawn by K. Thompson),117,118
463,4,0:09.0,,Personal foul by O. Porter (drawn by K. Durant),117,118
464,4,0:09.0,,K. Durant makes free throw 1 of 2,117,119
465,4,0:09.0,M. Gortat enters the game for J. Meeks,,117,119
466,4,0:09.0,,K. Durant makes free throw 2 of 2,117,120
467,4,0:09.0,Washington full timeout,,117,120
468,4,0:09.0,J. Meeks enters the game for K. Oubre,,117,120
469,4,0:04.0,J. Wall misses 3-pt jump shot from 25 ft,,117,120
470,4,0:01.0,Offensive rebound by Team,,117,120
471,4,0:00.0,J. Meeks misses 3-pt jump shot from 23 ft,,117,120
472,4,0:00.0,Offensive rebound by Team,,117,120
