,QUARTER,TIME_REMAINING,DENVER_ACTION,ORLANDO_ACTION,DENVER_SCORE,ORLANDO_SCORE
385,4,3:33.0,,M. Hezonja makes 2-pt jump shot from 15 ft (assist by S. Mack),98,85
386,4,3:13.0,Personal foul by J. Simmons (drawn by E. Mudiay),,98,85
387,4,3:05.0,G. Harris makes 2-pt layup from 2 ft,,100,85
388,4,3:05.0,,M. Speights enters the game for N. Vučević,100,85
389,4,3:05.0,,A. Afflalo enters the game for D. Augustin,100,85
390,4,3:05.0,,W. Iwundu enters the game for J. Simmons,100,85
391,4,2:48.0,,A. Afflalo makes 2-pt jump shot from 7 ft,100,87
392,4,2:24.0,G. Harris misses 2-pt jump shot from 16 ft,,100,87
393,4,2:19.0,,Defensive rebound by M. Speights,100,87
394,4,2:03.0,,W. Iwundu makes 2-pt jump shot from 19 ft (assist by S. Mack),100,89
395,4,2:03.0,,Loose ball foul by M. Speights (drawn by K. Faried),100,89
396,4,2:03.0,K. Faried misses free throw 1 of 2,,100,89
397,4,2:03.0,Offensive rebound by Team,,100,89
398,4,2:03.0,K. Faried makes free throw 2 of 2,,101,89
399,4,1:49.0,,W. Iwundu misses 2-pt layup from 4 ft (block by K. Faried),101,89
400,4,1:45.0,Defensive rebound by W. Barton,,101,89
401,4,1:25.0,E. Mudiay misses 3-pt jump shot from 25 ft,,101,89
402,4,1:25.0,,Defensive rebound by S. Mack,101,89
403,4,1:18.0,,Shooting foul by G. Harris (drawn by S. Mack),101,89
404,4,1:18.0,,S. Mack misses free throw 1 of 2,101,89
405,4,1:18.0,,Offensive rebound by Team,101,89
406,4,1:18.0,,S. Mack misses free throw 2 of 2,101,89
407,4,1:15.0,Defensive rebound by E. Mudiay,,101,89
408,4,0:55.0,K. Faried makes 2-pt layup from 2 ft (assist by E. Mudiay),,103,89
409,4,0:47.0,,S. Mack misses 2-pt jump shot from 7 ft,103,89
410,4,0:45.0,Defensive rebound by W. Barton,,103,89
411,4,0:26.0,W. Barton misses 2-pt layup from 6 ft,,103,89
412,4,0:23.0,Offensive rebound by W. Chandler,,103,89
413,4,0:01.0,Turnover by Team (shot clock),,103,89
414,4,0:00.0,,M. Speights misses 3-pt jump shot from 29 ft,103,89
415,4,0:00.0,,Offensive rebound by Team,103,89
