,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
34,1,7:41.0,,M. Teodosić makes 3-pt jump shot from 28 ft (assist by A. Bradley),3,10
35,1,7:35.0,Shooting foul by M. Teodosić (drawn by J. Grant),,3,10
36,1,7:35.0,J. Grant makes free throw 1 of 2,,4,10
37,1,7:35.0,,T. Wallace enters the game for M. Teodosić,4,10
38,1,7:35.0,J. Grant makes free throw 2 of 2,,5,10
39,1,7:11.0,,A. Bradley misses 2-pt jump shot from 21 ft,5,10
40,1,7:09.0,Defensive rebound by J. Grant,,5,10
41,1,7:05.0,J. Grant makes 2-pt jump shot from 13 ft,,7,10
42,1,6:44.0,,D. Jordan misses 2-pt hook shot from 7 ft,7,10
43,1,6:43.0,,Offensive rebound by D. Gallinari,7,10
44,1,6:41.0,,D. Gallinari misses 2-pt layup from 2 ft,7,10
45,1,6:39.0,Defensive rebound by R. Lopez,,7,10
46,1,6:33.0,Z. LaVine misses 2-pt layup at rim (block by T. Harris),,7,10
47,1,6:30.0,,Defensive rebound by D. Jordan,7,10
48,1,6:19.0,,T. Wallace misses 2-pt hook shot from 6 ft,7,10
49,1,6:14.0,,Offensive rebound by D. Gallinari,7,10
50,1,6:14.0,,D. Gallinari misses 2-pt layup at rim,7,10
51,1,6:13.0,Defensive rebound by Z. LaVine,,7,10
52,1,6:00.0,Z. LaVine misses 3-pt jump shot from 26 ft,,7,10
53,1,6:00.0,,Defensive rebound by D. Jordan,7,10
54,1,5:46.0,,T. Harris misses 2-pt layup from 1 ft (block by R. Lopez),7,10
55,1,5:44.0,Defensive rebound by Z. LaVine,,7,10
56,1,5:31.0,P. Zipser makes 2-pt jump shot from 15 ft (assist by R. Lopez),,9,10
57,1,5:29.0,,LA Clippers full timeout,9,10
58,1,5:29.0,,L. Williams enters the game for D. Gallinari,9,10
59,1,5:29.0,D. Valentine enters the game for Z. LaVine,,9,10
60,1,5:12.0,,T. Harris misses 2-pt jump shot from 4 ft,9,10
61,1,5:10.0,Defensive rebound by R. Lopez,,9,10
62,1,5:06.0,Personal foul by T. Wallace (drawn by P. Zipser),,9,10
63,1,5:02.0,D. Valentine misses 2-pt jump shot from 15 ft,,9,10
64,1,5:00.0,,Defensive rebound by Team,9,10
65,1,4:42.0,,T. Harris makes 2-pt layup from 2 ft,9,12
66,1,4:39.0,Personal foul by T. Wallace (drawn by J. Grant),,9,12
67,1,4:39.0,B. Portis enters the game for P. Zipser,,9,12
68,1,4:28.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by R. Lopez),,12,12
69,1,4:07.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by L. Williams),12,15
70,1,3:47.0,R. Lopez misses 2-pt jump shot from 21 ft,,12,15
71,1,3:44.0,,Defensive rebound by D. Jordan,12,15
72,1,3:38.0,,D. Jordan misses 2-pt layup from 2 ft (block by D. Valentine),12,15
73,1,3:34.0,,Offensive rebound by D. Jordan,12,15
74,1,3:33.0,,D. Jordan makes 2-pt dunk from 1 ft,12,17
75,1,3:25.0,D. Valentine misses 3-pt jump shot from 23 ft,,12,17
76,1,3:23.0,,Defensive rebound by T. Harris,12,17
77,1,3:11.0,,L. Williams misses 2-pt jump shot from 17 ft,12,17
78,1,3:07.0,Defensive rebound by J. Grant,,12,17
79,1,2:57.0,B. Portis misses 2-pt hook shot from 4 ft,,12,17
80,1,2:55.0,,Defensive rebound by D. Jordan,12,17
81,1,2:40.0,,A. Bradley misses 2-pt jump shot from 14 ft,12,17
82,1,2:36.0,Defensive rebound by B. Portis,,12,17
83,1,2:21.0,R. Lopez makes 2-pt layup from 1 ft (assist by D. Valentine),,14,17
84,1,2:21.0,Shooting foul by A. Bradley (drawn by R. Lopez),,14,17
85,1,2:21.0,Chicago full timeout,,14,17
86,1,2:21.0,,M. Harrell enters the game for D. Jordan,14,17
87,1,2:21.0,,D. Gallinari enters the game for A. Bradley,14,17
88,1,2:21.0,,W. Johnson enters the game for T. Harris,14,17
89,1,2:21.0,R. Lopez makes free throw 1 of 1,,15,17
90,1,2:05.0,,M. Harrell misses 2-pt hook shot from 9 ft,15,17
91,1,2:03.0,Defensive rebound by B. Portis,,15,17
92,1,1:51.0,Turnover by R. Lopez (traveling),,15,17
93,1,1:37.0,,M. Harrell makes 2-pt layup from 1 ft (assist by T. Wallace),15,19
94,1,1:24.0,B. Portis makes 2-pt hook shot from 7 ft,,17,19
95,1,1:14.0,,D. Gallinari misses 3-pt jump shot from 25 ft,17,19
96,1,1:11.0,Defensive rebound by J. Grant,,17,19
97,1,0:57.0,R. Lopez misses 2-pt hook shot from 3 ft,,17,19
98,1,0:54.0,,Defensive rebound by T. Wallace,17,19
99,1,0:50.0,,W. Johnson makes 3-pt jump shot from 22 ft (assist by L. Williams),17,22
100,1,0:24.0,J. Grant misses 2-pt jump shot from 21 ft,,17,22
101,1,0:20.0,,Defensive rebound by W. Johnson,17,22
102,1,0:09.0,,Personal take foul by D. Valentine (drawn by L. Williams),17,22
103,1,0:09.0,,M. Teodosić enters the game for T. Wallace,17,22
104,1,0:09.0,C. Felício enters the game for J. Grant,,17,22
105,1,0:09.0,D. Nwaba enters the game for R. Lopez,,17,22
106,1,0:04.0,,L. Williams misses 3-pt jump shot from 23 ft,17,22
107,1,0:02.0,,M. Harrell misses 2-pt dunk from 1 ft,17,22
108,1,0:02.0,,Offensive rebound by M. Harrell,17,22
109,1,0:01.0,Defensive rebound by D. Valentine,,17,22
110,2,11:45.0,Turnover by B. Portis (lost ball; steal by D. Gallinari),,17,22
111,2,11:40.0,,L. Williams misses 2-pt jump shot from 6 ft,17,22
112,2,11:36.0,Defensive rebound by C. Felício,,17,22
113,2,11:30.0,B. Portis misses 2-pt jump shot from 17 ft,,17,22
114,2,11:26.0,,Defensive rebound by D. Gallinari,17,22
115,2,11:18.0,,Shooting foul by D. Nwaba (drawn by L. Williams),17,22
116,2,11:18.0,,L. Williams makes free throw 1 of 2,17,23
117,2,11:18.0,,L. Williams makes free throw 2 of 2,17,24
118,2,11:07.0,C. Felício makes 2-pt layup from 2 ft (assist by D. Valentine),,19,24
119,2,10:59.0,,Turnover by M. Harrell (traveling),19,24
120,2,10:41.0,C. Felício misses 2-pt jump shot from 17 ft,,19,24
121,2,10:37.0,,Defensive rebound by M. Teodosić,19,24
122,2,10:35.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by M. Teodosić),19,26
123,2,10:09.0,C. Felício misses 2-pt hook shot from 10 ft,,19,26
124,2,10:09.0,Offensive rebound by Team,,19,26
125,2,10:09.0,,Loose ball foul by W. Johnson (drawn by B. Portis),19,26
126,2,10:03.0,D. Valentine misses 3-pt jump shot from 26 ft,,19,26
127,2,10:00.0,,Defensive rebound by M. Teodosić,19,26
128,2,9:43.0,,Turnover by W. Johnson (lost ball; steal by R. Arcidiacono),19,26
129,2,9:34.0,B. Portis misses 2-pt jump shot from 19 ft,,19,26
130,2,9:32.0,,Defensive rebound by W. Johnson,19,26
131,2,9:28.0,,L. Williams makes 2-pt layup from 2 ft,19,28
132,2,9:25.0,Chicago full timeout,,19,28
133,2,9:25.0,Z. LaVine enters the game for R. Arcidiacono,,19,28
134,2,9:08.0,D. Nwaba misses 2-pt hook shot from 2 ft,,19,28
135,2,9:05.0,Offensive rebound by C. Felício,,19,28
136,2,9:05.0,C. Felício makes 2-pt layup at rim,,21,28
137,2,8:54.0,,Personal foul by C. Felício (drawn by D. Gallinari),21,28
138,2,8:48.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by L. Williams),21,31
139,2,8:29.0,D. Valentine makes 2-pt jump shot from 10 ft (assist by B. Portis),,23,31
140,2,8:23.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),23,33
141,2,8:06.0,D. Valentine misses 3-pt jump shot from 23 ft,,23,33
142,2,8:03.0,,Defensive rebound by M. Harrell,23,33
143,2,8:00.0,,Shooting foul by Z. LaVine (drawn by L. Williams),23,33
144,2,8:00.0,,L. Williams makes free throw 1 of 3,23,34
145,2,8:00.0,,L. Williams makes free throw 2 of 3,23,35
146,2,8:00.0,P. Zipser enters the game for C. Felício,,23,35
147,2,8:00.0,,L. Williams makes free throw 3 of 3,23,36
148,2,7:51.0,P. Zipser makes 3-pt jump shot from 24 ft (assist by D. Valentine),,26,36
149,2,7:38.0,,D. Gallinari makes 2-pt layup from 3 ft,26,38
150,2,7:19.0,Z. LaVine makes 2-pt layup from 2 ft,,28,38
151,2,7:10.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by M. Teodosić),28,40
152,2,7:10.0,,Shooting foul by P. Zipser (drawn by D. Gallinari),28,40
153,2,7:10.0,,D. Gallinari makes free throw 1 of 1,28,41
154,2,6:56.0,,A. Bradley enters the game for W. Johnson,28,41
155,2,6:51.0,D. Valentine misses 3-pt jump shot from 26 ft,,28,41
156,2,6:51.0,,Defensive rebound by D. Gallinari,28,41
157,2,6:44.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),28,43
158,2,6:44.0,Chicago full timeout,,28,43
159,2,6:44.0,R. Lopez enters the game for B. Portis,,28,43
160,2,6:44.0,J. Grant enters the game for D. Nwaba,,28,43
161,2,6:44.0,J. Holiday enters the game for D. Valentine,,28,43
162,2,6:27.0,P. Zipser makes 3-pt jump shot from 27 ft (assist by J. Grant),,31,43
163,2,6:15.0,,Personal foul by P. Zipser (drawn by D. Gallinari),31,43
164,2,6:15.0,,D. Gallinari makes free throw 1 of 2,31,44
165,2,6:15.0,,D. Gallinari makes free throw 2 of 2,31,45
166,2,6:02.0,Shooting foul by A. Bradley (drawn by Z. LaVine),,31,45
167,2,6:02.0,Z. LaVine makes free throw 1 of 2,,32,45
168,2,6:02.0,Z. LaVine makes free throw 2 of 2,,33,45
169,2,5:49.0,,L. Williams misses 3-pt jump shot from 28 ft,33,45
170,2,5:47.0,Defensive rebound by Z. LaVine,,33,45
171,2,5:31.0,J. Grant misses 3-pt jump shot from 27 ft,,33,45
172,2,5:27.0,,Defensive rebound by M. Harrell,33,45
173,2,5:20.0,,M. Harrell misses 2-pt layup from 4 ft,33,45
174,2,5:17.0,,Offensive rebound by M. Teodosić,33,45
175,2,5:11.0,,M. Teodosić misses 3-pt jump shot from 27 ft,33,45
176,2,5:08.0,Defensive rebound by Z. LaVine,,33,45
177,2,4:59.0,P. Zipser makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,36,45
178,2,4:51.0,,Personal foul by J. Holiday (drawn by L. Williams),36,45
179,2,4:51.0,,L. Williams makes free throw 1 of 2,36,46
180,2,4:51.0,,D. Jordan enters the game for M. Harrell,36,46
181,2,4:51.0,,T. Harris enters the game for D. Gallinari,36,46
182,2,4:51.0,,L. Williams makes free throw 2 of 2,36,47
183,2,4:42.0,J. Holiday misses 3-pt jump shot from 25 ft,,36,47
184,2,4:39.0,,Defensive rebound by A. Bradley,36,47
185,2,4:35.0,,Turnover by A. Bradley (bad pass),36,47
186,2,4:35.0,,T. Wallace enters the game for M. Teodosić,36,47
187,2,4:23.0,Turnover by P. Zipser (out of bounds lost ball),,36,47
188,2,4:23.0,,LA Clippers full timeout,36,47
189,2,4:23.0,B. Portis enters the game for P. Zipser,,36,47
190,2,4:02.0,,T. Harris makes 2-pt jump shot from 4 ft (assist by A. Bradley),36,49
191,2,3:41.0,Z. LaVine misses 2-pt jump shot from 1 ft,,36,49
192,2,3:37.0,,Defensive rebound by T. Wallace,36,49
193,2,3:29.0,,T. Wallace misses 2-pt jump shot from 11 ft,36,49
194,2,3:27.0,Defensive rebound by J. Grant,,36,49
195,2,3:06.0,R. Lopez makes 2-pt jump shot from 13 ft (assist by Z. LaVine),,38,49
196,2,2:48.0,,Turnover by L. Williams (bad pass; steal by Z. LaVine),38,49
197,2,2:44.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,41,49
198,2,2:24.0,D. Nwaba enters the game for Z. LaVine,,41,49
199,2,2:15.0,,T. Harris makes 2-pt layup from 2 ft,41,51
200,2,2:06.0,R. Lopez makes 2-pt dunk from 1 ft (assist by B. Portis),,43,51
201,2,1:49.0,,T. Harris misses 2-pt jump shot from 17 ft,43,51
202,2,1:44.0,,Offensive rebound by A. Bradley,43,51
203,2,1:44.0,,A. Bradley makes 2-pt layup at rim,43,53
204,2,1:32.0,B. Portis misses 3-pt jump shot from 25 ft,,43,53
205,2,1:29.0,,Defensive rebound by T. Wallace,43,53
206,2,1:23.0,,L. Williams makes 2-pt jump shot from 18 ft,43,55
207,2,1:09.0,R. Lopez misses 2-pt hook shot from 4 ft,,43,55
208,2,1:04.0,Offensive rebound by B. Portis,,43,55
209,2,1:04.0,B. Portis makes 2-pt layup at rim,,45,55
210,2,1:00.0,,L. Williams makes 2-pt jump shot from 10 ft (assist by T. Wallace),45,57
211,2,0:52.0,Z. LaVine enters the game for D. Nwaba,,45,57
212,2,0:51.0,J. Holiday makes 2-pt layup from 2 ft (assist by J. Grant),,47,57
213,2,0:38.0,,Turnover by A. Bradley (out of bounds lost ball),47,57
214,2,0:33.0,Z. LaVine makes 2-pt dunk from 1 ft,,49,57
215,2,0:11.0,,L. Williams misses 3-pt jump shot from 25 ft,49,57
216,2,0:08.0,,Offensive rebound by T. Wallace,49,57
217,2,0:08.0,,T. Wallace misses 2-pt hook shot from 4 ft,49,57
218,2,0:08.0,Defensive rebound by B. Portis,,49,57
219,2,0:01.0,Z. LaVine makes 3-pt jump shot from 25 ft,,52,57
220,3,11:47.0,P. Zipser misses 3-pt jump shot from 25 ft,,52,57
221,3,11:44.0,,Defensive rebound by M. Teodosić,52,57
222,3,11:33.0,,M. Teodosić misses 3-pt jump shot from 25 ft,52,57
223,3,11:31.0,,Offensive rebound by D. Jordan,52,57
224,3,11:09.0,,Turnover by D. Gallinari (traveling),52,57
225,3,11:08.0,Shooting foul by D. Jordan (drawn by R. Lopez),,52,57
226,3,11:08.0,R. Lopez makes free throw 1 of 2,,53,57
227,3,11:08.0,R. Lopez makes free throw 2 of 2,,54,57
228,3,11:00.0,,M. Teodosić makes 2-pt layup from 1 ft,54,59
229,3,10:49.0,Shooting foul by M. Teodosić (drawn by J. Grant),,54,59
230,3,10:49.0,J. Grant makes free throw 1 of 2,,55,59
231,3,10:49.0,J. Grant makes free throw 2 of 2,,56,59
232,3,10:36.0,,M. Teodosić misses 2-pt jump shot from 17 ft,56,59
233,3,10:32.0,Defensive rebound by J. Holiday,,56,59
234,3,10:23.0,J. Grant misses 3-pt jump shot from 26 ft,,56,59
235,3,10:19.0,,Defensive rebound by D. Jordan,56,59
236,3,10:03.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by T. Harris),56,62
237,3,9:37.0,J. Holiday misses 3-pt jump shot from 25 ft,,56,62
238,3,9:33.0,Offensive rebound by R. Lopez,,56,62
239,3,9:33.0,R. Lopez misses 2-pt layup at rim,,56,62
240,3,9:33.0,Offensive rebound by R. Lopez,,56,62
241,3,9:30.0,R. Lopez misses 2-pt layup at rim,,56,62
242,3,9:29.0,,Defensive rebound by M. Teodosić,56,62
243,3,9:22.0,,M. Teodosić makes 3-pt jump shot from 25 ft (assist by A. Bradley),56,65
244,3,9:08.0,P. Zipser makes 3-pt jump shot from 24 ft (assist by J. Holiday),,59,65
245,3,8:51.0,,T. Harris makes 2-pt dunk from 1 ft,59,67
246,3,8:37.0,Turnover by J. Holiday (bad pass; steal by M. Teodosić),,59,67
247,3,8:32.0,,A. Bradley makes 2-pt dunk from 2 ft (assist by T. Harris),59,69
248,3,8:31.0,Chicago full timeout,,59,69
249,3,8:19.0,Z. LaVine misses 3-pt jump shot from 24 ft,,59,69
250,3,8:17.0,,Defensive rebound by T. Harris,59,69
251,3,8:17.0,,Personal foul by P. Zipser (drawn by D. Gallinari),59,69
252,3,8:03.0,,D. Gallinari misses 2-pt jump shot from 16 ft,59,69
253,3,7:57.0,,Offensive rebound by D. Jordan,59,69
254,3,7:57.0,,D. Jordan misses 2-pt layup at rim,59,69
255,3,7:56.0,Defensive rebound by J. Grant,,59,69
256,3,7:53.0,Z. LaVine makes 2-pt layup from 2 ft (assist by P. Zipser),,61,69
257,3,7:34.0,,T. Harris makes 2-pt layup from 2 ft (assist by D. Gallinari),61,71
258,3,7:18.0,P. Zipser misses 2-pt jump shot from 22 ft,,61,71
259,3,7:15.0,,Defensive rebound by D. Gallinari,61,71
260,3,7:09.0,,D. Gallinari makes 2-pt layup from 1 ft,61,73
261,3,6:43.0,J. Holiday makes 2-pt jump shot from 16 ft (assist by P. Zipser),,63,73
262,3,6:29.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Bradley),63,76
263,3,6:11.0,R. Lopez misses 2-pt jump shot from 7 ft,,63,76
264,3,6:09.0,,Defensive rebound by D. Gallinari,63,76
265,3,5:59.0,,T. Harris misses 2-pt jump shot from 9 ft,63,76
266,3,5:56.0,Defensive rebound by R. Lopez,,63,76
267,3,5:51.0,J. Grant makes 2-pt layup from 1 ft,,65,76
268,3,5:51.0,,Violation by T. Harris (def goaltending),65,76
269,3,5:41.0,,Offensive foul by D. Jordan (drawn by J. Grant),65,76
270,3,5:41.0,,Turnover by D. Jordan (offensive foul),65,76
271,3,5:41.0,,W. Johnson enters the game for D. Gallinari,65,76
272,3,5:41.0,,T. Wallace enters the game for M. Teodosić,65,76
273,3,5:26.0,Z. LaVine misses 2-pt hook shot from 8 ft,,65,76
274,3,5:23.0,,Defensive rebound by W. Johnson,65,76
275,3,5:09.0,,D. Jordan misses 2-pt hook shot from 3 ft,65,76
276,3,5:07.0,Defensive rebound by P. Zipser,,65,76
277,3,5:01.0,Shooting foul by W. Johnson (drawn by Z. LaVine),,65,76
278,3,5:01.0,Z. LaVine makes free throw 1 of 2,,66,76
279,3,5:01.0,Z. LaVine makes free throw 2 of 2,,67,76
280,3,5:01.0,,LA Clippers full timeout,67,76
281,3,5:01.0,B. Portis enters the game for P. Zipser,,67,76
282,3,4:35.0,,T. Harris misses 2-pt jump shot from 13 ft,67,76
283,3,4:34.0,Defensive rebound by Z. LaVine,,67,76
284,3,4:20.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by B. Portis),,70,76
285,3,4:06.0,,W. Johnson misses 2-pt jump shot from 20 ft,70,76
286,3,4:03.0,Defensive rebound by Z. LaVine,,70,76
287,3,3:56.0,R. Lopez misses 2-pt dunk from 1 ft,,70,76
288,3,3:55.0,,Defensive rebound by D. Jordan,70,76
289,3,3:51.0,,Shooting foul by Z. LaVine (drawn by T. Wallace),70,76
290,3,3:51.0,,T. Wallace makes free throw 1 of 2,70,77
291,3,3:51.0,,L. Williams enters the game for A. Bradley,70,77
292,3,3:51.0,D. Valentine enters the game for Z. LaVine,,70,77
293,3,3:51.0,,T. Wallace makes free throw 2 of 2,70,78
294,3,3:39.0,Turnover by B. Portis (bad pass; steal by W. Johnson),,70,78
295,3,3:35.0,,Shooting foul by D. Valentine (drawn by T. Wallace),70,78
296,3,3:35.0,,T. Wallace makes free throw 1 of 2,70,79
297,3,3:35.0,,T. Wallace makes free throw 2 of 2,70,80
298,3,3:24.0,D. Valentine makes 2-pt jump shot from 7 ft,,72,80
299,3,3:09.0,,T. Harris makes 2-pt jump shot from 12 ft,72,82
300,3,2:58.0,J. Holiday misses 3-pt jump shot from 23 ft,,72,82
301,3,2:55.0,,Defensive rebound by W. Johnson,72,82
302,3,2:52.0,,L. Williams makes 2-pt layup at rim,72,84
303,3,2:36.0,D. Valentine misses 3-pt jump shot from 26 ft,,72,84
304,3,2:34.0,Offensive rebound by R. Lopez,,72,84
305,3,2:18.0,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Lopez),,75,84
306,3,2:03.0,,Turnover by T. Wallace (bad pass; steal by D. Valentine),75,84
307,3,2:01.0,Shooting foul by T. Harris (drawn by B. Portis),,75,84
308,3,2:01.0,B. Portis makes free throw 1 of 2,,76,84
309,3,2:01.0,,M. Harrell enters the game for D. Jordan,76,84
310,3,2:01.0,B. Portis makes free throw 2 of 2,,77,84
311,3,1:45.0,,T. Wallace makes 2-pt jump shot from 5 ft (assist by L. Williams),77,86
312,3,1:41.0,Shooting foul by W. Johnson (drawn by D. Valentine),,77,86
313,3,1:41.0,D. Valentine makes free throw 1 of 2,,78,86
314,3,1:41.0,D. Valentine makes free throw 2 of 2,,79,86
315,3,1:25.0,,Turnover by L. Williams (bad pass; steal by B. Portis),79,86
316,3,1:22.0,Turnover by B. Portis (lost ball; steal by W. Johnson),,79,86
317,3,1:20.0,,Shooting foul by D. Valentine (drawn by T. Harris),79,86
318,3,1:20.0,,T. Harris misses free throw 1 of 2,79,86
319,3,1:20.0,,Offensive rebound by Team,79,86
320,3,1:20.0,,T. Harris makes free throw 2 of 2,79,87
321,3,1:08.0,Turnover by J. Holiday (step out of bounds),,79,87
322,3,0:56.0,,L. Williams misses 2-pt jump shot from 17 ft,79,87
323,3,0:54.0,Defensive rebound by J. Holiday,,79,87
324,3,0:43.0,,Offensive charge foul by J. Grant (drawn by M. Harrell),79,87
325,3,0:43.0,Turnover by J. Grant (offensive foul),,79,87
326,3,0:43.0,C. Felício enters the game for R. Lopez,,79,87
327,3,0:34.0,,T. Harris misses 3-pt jump shot from 24 ft,79,87
328,3,0:32.0,Defensive rebound by J. Holiday,,79,87
329,3,0:27.0,J. Grant misses 3-pt jump shot from 26 ft,,79,87
330,3,0:25.0,Offensive rebound by B. Portis,,79,87
331,3,0:25.0,Shooting foul by W. Johnson (drawn by B. Portis),,79,87
332,3,0:25.0,B. Portis makes free throw 1 of 2,,80,87
333,3,0:25.0,R. Arcidiacono enters the game for J. Grant,,80,87
334,3,0:25.0,B. Portis makes free throw 2 of 2,,81,87
335,3,0:02.0,,L. Williams misses 3-pt jump shot from 26 ft,81,87
336,3,0:02.0,Defensive rebound by B. Portis,,81,87
337,4,11:38.0,,Shooting foul by B. Portis (drawn by D. Gallinari),81,87
338,4,11:38.0,,D. Gallinari makes free throw 1 of 2,81,88
339,4,11:38.0,,D. Gallinari makes free throw 2 of 2,81,89
340,4,11:13.0,R. Arcidiacono makes 2-pt jump shot from 3 ft (assist by D. Nwaba),,83,89
341,4,10:48.0,,M. Harrell misses 2-pt hook shot from 9 ft,83,89
342,4,10:47.0,Defensive rebound by B. Portis,,83,89
343,4,10:42.0,B. Portis misses 3-pt jump shot from 25 ft,,83,89
344,4,10:42.0,,Defensive rebound by T. Wallace,83,89
345,4,10:30.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by M. Harrell),83,92
346,4,10:12.0,D. Valentine misses 3-pt jump shot from 26 ft,,83,92
347,4,10:12.0,,Defensive rebound by M. Harrell,83,92
348,4,10:01.0,,Turnover by D. Gallinari (turnover),83,92
349,4,10:01.0,,Loose ball foul by D. Gallinari (drawn by B. Portis),83,92
350,4,10:01.0,,M. Teodosić enters the game for W. Johnson,83,92
351,4,9:46.0,Personal foul by T. Wallace (drawn by C. Felício),,83,92
352,4,9:29.0,D. Valentine misses 2-pt layup from 1 ft,,83,92
353,4,9:25.0,Offensive rebound by B. Portis,,83,92
354,4,9:25.0,B. Portis misses 2-pt layup at rim,,83,92
355,4,9:24.0,Offensive rebound by B. Portis,,83,92
356,4,9:24.0,B. Portis misses 2-pt layup at rim,,83,92
357,4,9:23.0,,Defensive rebound by D. Gallinari,83,92
358,4,9:20.0,,L. Williams misses 3-pt jump shot from 25 ft,83,92
359,4,9:17.0,Defensive rebound by B. Portis,,83,92
360,4,9:10.0,Shooting foul by L. Williams (drawn by D. Nwaba),,83,92
361,4,9:10.0,D. Nwaba makes free throw 1 of 2,,84,92
362,4,9:10.0,D. Nwaba makes free throw 2 of 2,,85,92
363,4,8:58.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by M. Teodosić),85,94
364,4,8:39.0,R. Arcidiacono misses 3-pt jump shot from 24 ft,,85,94
365,4,8:35.0,,Defensive rebound by L. Williams,85,94
366,4,8:34.0,,Shooting foul by D. Valentine (drawn by T. Wallace),85,94
367,4,8:34.0,,T. Wallace makes free throw 1 of 2,85,95
368,4,8:34.0,Z. LaVine enters the game for R. Arcidiacono,,85,95
369,4,8:34.0,,T. Wallace makes free throw 2 of 2,85,96
370,4,8:23.0,B. Portis misses 3-pt jump shot from 24 ft,,85,96
371,4,8:21.0,,Defensive rebound by T. Wallace,85,96
372,4,8:17.0,,M. Harrell makes 2-pt layup from 2 ft (assist by T. Wallace),85,98
373,4,8:17.0,Chicago full timeout,,85,98
374,4,8:17.0,P. Zipser enters the game for C. Felício,,85,98
375,4,8:05.0,Z. LaVine misses 2-pt layup from 2 ft,,85,98
376,4,8:02.0,,Defensive rebound by M. Harrell,85,98
377,4,7:58.0,,L. Williams makes 2-pt layup from 1 ft (assist by T. Wallace),85,100
378,4,7:46.0,D. Valentine misses 2-pt jump shot from 17 ft,,85,100
379,4,7:45.0,Offensive rebound by B. Portis,,85,100
380,4,7:45.0,,Loose ball foul by M. Teodosić (drawn by B. Portis),85,100
381,4,7:45.0,J. Holiday enters the game for D. Valentine,,85,100
382,4,7:35.0,P. Zipser misses 2-pt jump shot from 6 ft,,85,100
383,4,7:33.0,Offensive rebound by B. Portis,,85,100
