,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
36,1,7:12.0,J. Nurkić misses 2-pt layup from 1 ft,,11,13
37,1,7:12.0,,Defensive rebound by Team,11,13
38,1,7:04.0,,Shooting foul by E. Turner (drawn by D. DeRozan),11,13
39,1,7:04.0,,D. DeRozan makes free throw 1 of 3,11,14
40,1,7:04.0,,D. DeRozan makes free throw 2 of 3,11,15
41,1,7:04.0,,D. DeRozan makes free throw 3 of 3,11,16
42,1,6:53.0,Offensive foul by J. Nurkić (drawn by K. Lowry),,11,16
43,1,6:53.0,Turnover by J. Nurkić (offensive foul),,11,16
44,1,6:53.0,,Toronto full timeout,11,16
45,1,6:43.0,,K. Lowry makes 2-pt jump shot from 11 ft,11,18
46,1,6:24.0,Turnover by D. Lillard (bad pass; steal by K. Lowry),,11,18
47,1,6:16.0,,S. Ibaka misses 3-pt jump shot from 26 ft,11,18
48,1,6:13.0,Defensive rebound by J. Nurkić,,11,18
49,1,6:06.0,Turnover by C. McCollum (out of bounds lost ball),,11,18
50,1,5:54.0,,J. Valančiūnas makes 2-pt hook shot from 8 ft,11,20
51,1,5:37.0,Personal foul by K. Lowry (drawn by E. Turner),,11,20
52,1,5:37.0,Z. Collins enters the game for A. Aminu,,11,20
53,1,5:37.0,E. Davis enters the game for J. Nurkić,,11,20
54,1,5:32.0,E. Turner misses 2-pt jump shot from 17 ft,,11,20
55,1,5:29.0,,Defensive rebound by S. Ibaka,11,20
56,1,5:19.0,,S. Ibaka misses 2-pt jump shot from 13 ft,11,20
57,1,5:17.0,,Offensive rebound by J. Valančiūnas,11,20
58,1,5:17.0,,J. Valančiūnas misses 2-pt layup at rim (block by E. Davis),11,20
59,1,5:17.0,,Offensive rebound by Team,11,20
60,1,5:12.0,,D. DeRozan misses 2-pt jump shot from 16 ft,11,20
61,1,5:12.0,Defensive rebound by E. Davis,,11,20
62,1,5:01.0,Personal foul by S. Ibaka (drawn by D. Lillard),,11,20
63,1,5:01.0,P. Connaughton enters the game for C. McCollum,,11,20
64,1,4:52.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by E. Turner),,14,20
65,1,4:40.0,,O. Anunoby misses 3-pt jump shot from 25 ft,14,20
66,1,4:37.0,,Offensive rebound by K. Lowry,14,20
67,1,4:26.0,,Shooting foul by E. Davis (drawn by J. Valančiūnas),14,20
68,1,4:26.0,,J. Valančiūnas makes free throw 1 of 2,14,21
69,1,4:26.0,,P. Siakam enters the game for S. Ibaka,14,21
70,1,4:26.0,,J. Valančiūnas makes free throw 2 of 2,14,22
71,1,4:19.0,Turnover by E. Turner (bad pass; steal by D. DeRozan),,14,22
72,1,4:02.0,,D. DeRozan misses 3-pt jump shot from 26 ft,14,22
73,1,3:58.0,,Offensive rebound by J. Valančiūnas,14,22
74,1,3:55.0,,Shooting foul by Z. Collins (drawn by K. Lowry),14,22
75,1,3:55.0,,K. Lowry makes free throw 1 of 2,14,23
76,1,3:55.0,,K. Lowry misses free throw 2 of 2,14,23
77,1,3:53.0,Defensive rebound by Z. Collins,,14,23
78,1,3:41.0,E. Davis misses 2-pt hook shot from 8 ft,,14,23
79,1,3:39.0,,Defensive rebound by J. Valančiūnas,14,23
80,1,3:32.0,,K. Lowry misses 2-pt jump shot from 16 ft,14,23
81,1,3:30.0,Defensive rebound by E. Davis,,14,23
82,1,3:23.0,Shooting foul by K. Lowry (drawn by D. Lillard),,14,23
83,1,3:23.0,D. Lillard misses free throw 1 of 2,,14,23
84,1,3:23.0,Offensive rebound by Team,,14,23
85,1,3:23.0,,F. VanVleet enters the game for O. Anunoby,14,23
86,1,3:23.0,S. Napier enters the game for P. Connaughton,,14,23
87,1,3:23.0,D. Lillard makes free throw 2 of 2,,15,23
88,1,3:14.0,,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by D. DeRozan),15,25
89,1,3:14.0,Portland full timeout,,15,25
90,1,3:14.0,,D. Wright enters the game for K. Lowry,15,25
91,1,3:14.0,,J. Poeltl enters the game for J. Valančiūnas,15,25
92,1,2:54.0,Turnover by S. Napier (bad pass; steal by J. Poeltl),,15,25
93,1,2:41.0,,P. Siakam makes 2-pt jump shot from 13 ft (assist by D. Wright),15,27
94,1,2:15.0,Personal foul by F. VanVleet (drawn by Z. Collins),,15,27
95,1,2:15.0,Z. Collins misses free throw 1 of 2,,15,27
96,1,2:15.0,Offensive rebound by Team,,15,27
97,1,2:15.0,Z. Collins makes free throw 2 of 2,,16,27
98,1,2:02.0,,D. DeRozan misses 2-pt jump shot from 9 ft,16,27
99,1,1:59.0,Defensive rebound by E. Davis,,16,27
100,1,1:51.0,D. Lillard misses 2-pt jump shot from 14 ft,,16,27
101,1,1:48.0,,Defensive rebound by J. Poeltl,16,27
102,1,1:44.0,,F. VanVleet makes 3-pt jump shot from 22 ft (assist by D. DeRozan),16,30
103,1,1:23.0,S. Napier misses 2-pt jump shot from 19 ft,,16,30
104,1,1:21.0,,Defensive rebound by F. VanVleet,16,30
105,1,1:00.0,,D. DeRozan makes 2-pt jump shot from 15 ft,16,32
106,1,0:45.0,D. Lillard makes 2-pt layup from 1 ft,,18,32
107,1,0:34.0,,D. DeRozan makes 3-pt jump shot from 25 ft,18,35
108,1,0:14.0,Z. Collins misses 3-pt jump shot from 25 ft,,18,35
109,1,0:11.0,,Defensive rebound by J. Poeltl,18,35
110,1,0:04.0,,Shooting foul by Z. Collins (drawn by D. DeRozan),18,35
111,1,0:04.0,,D. DeRozan makes free throw 1 of 2,18,36
112,1,0:04.0,C. McCollum enters the game for E. Turner,,18,36
113,1,0:04.0,,D. DeRozan makes free throw 2 of 2,18,37
114,2,11:42.0,,Shooting foul by Z. Collins (drawn by P. Siakam),18,37
115,2,11:42.0,,P. Siakam makes free throw 1 of 2,18,38
116,2,11:42.0,A. Aminu enters the game for Z. Collins,,18,38
117,2,11:42.0,,P. Siakam makes free throw 2 of 2,18,39
118,2,11:27.0,P. Connaughton misses 2-pt layup from 1 ft,,18,39
119,2,11:24.0,,Defensive rebound by D. Wright,18,39
120,2,11:12.0,,D. Wright misses 2-pt layup from 2 ft,18,39
121,2,11:08.0,,Offensive rebound by J. Poeltl,18,39
122,2,11:08.0,,J. Poeltl makes 2-pt layup at rim,18,41
123,2,10:56.0,Shooting foul by F. VanVleet (drawn by E. Davis),,18,41
124,2,10:56.0,E. Davis makes free throw 1 of 2,,19,41
125,2,10:56.0,E. Davis makes free throw 2 of 2,,20,41
126,2,10:37.0,,F. VanVleet makes 2-pt layup from 1 ft,20,43
127,2,10:25.0,C. McCollum misses 3-pt jump shot from 25 ft,,20,43
128,2,10:24.0,,Defensive rebound by Team,20,43
129,2,10:10.0,,P. Siakam misses 3-pt jump shot from 26 ft,20,43
130,2,10:07.0,,Offensive rebound by D. Wright,20,43
131,2,10:00.0,,D. Wright misses 2-pt layup from 2 ft,20,43
132,2,9:58.0,,Offensive rebound by P. Siakam,20,43
133,2,9:56.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. Siakam),20,46
134,2,9:56.0,Portland full timeout,,20,46
135,2,9:46.0,Turnover by S. Napier (bad pass),,20,46
136,2,9:46.0,J. Nurkić enters the game for P. Connaughton,,20,46
137,2,9:46.0,D. Lillard enters the game for E. Davis,,20,46
138,2,9:26.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by N. Powell),20,49
139,2,9:06.0,D. Lillard makes 3-pt jump shot from 26 ft,,23,49
140,2,8:37.0,,F. VanVleet misses 2-pt jump shot from 6 ft (block by C. McCollum),23,49
141,2,8:37.0,Defensive rebound by A. Aminu,,23,49
142,2,8:27.0,C. McCollum makes 2-pt jump shot from 4 ft,,25,49
143,2,8:13.0,,F. VanVleet misses 3-pt jump shot from 25 ft,25,49
144,2,8:13.0,Defensive rebound by D. Lillard,,25,49
145,2,8:02.0,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),,27,49
146,2,8:01.0,,Toronto full timeout,27,49
147,2,8:01.0,,J. Valančiūnas enters the game for J. Poeltl,27,49
148,2,8:01.0,,K. Lowry enters the game for D. Wright,27,49
149,2,7:44.0,,P. Siakam misses 2-pt jump shot from 12 ft,27,49
150,2,7:40.0,Defensive rebound by C. McCollum,,27,49
151,2,7:33.0,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),,29,49
152,2,7:12.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,29,49
153,2,7:10.0,Defensive rebound by J. Nurkić,,29,49
154,2,7:03.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,32,49
155,2,6:43.0,,N. Powell makes 2-pt jump shot from 11 ft,32,51
156,2,6:24.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,34,51
157,2,6:24.0,Shooting foul by P. Siakam (drawn by J. Nurkić),,34,51
158,2,6:24.0,,D. DeRozan enters the game for F. VanVleet,34,51
159,2,6:24.0,,S. Ibaka enters the game for P. Siakam,34,51
160,2,6:24.0,J. Nurkić makes free throw 1 of 1,,35,51
161,2,6:07.0,,Turnover by S. Ibaka (bad pass; steal by J. Nurkić),35,51
162,2,6:00.0,C. McCollum misses 2-pt jump shot from 13 ft,,35,51
163,2,5:54.0,Offensive rebound by C. McCollum,,35,51
164,2,5:54.0,C. McCollum makes 2-pt layup at rim,,37,51
165,2,5:37.0,,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by D. DeRozan),37,54
166,2,5:21.0,C. McCollum makes 2-pt jump shot from 10 ft (assist by D. Lillard),,39,54
167,2,5:06.0,,D. DeRozan misses 2-pt jump shot from 3 ft,39,54
168,2,5:05.0,,Offensive rebound by J. Valančiūnas,39,54
169,2,5:05.0,,J. Valančiūnas misses 2-pt layup from 10 ft,39,54
170,2,5:04.0,Defensive rebound by Team,,39,54
171,2,4:50.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,41,54
172,2,4:49.0,,Toronto full timeout,41,54
173,2,4:49.0,,O. Anunoby enters the game for N. Powell,41,54
174,2,4:33.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),41,57
175,2,4:18.0,C. McCollum misses 3-pt jump shot from 26 ft,,41,57
176,2,4:15.0,,Defensive rebound by S. Ibaka,41,57
177,2,4:10.0,,K. Lowry makes 3-pt jump shot from 26 ft,41,60
178,2,4:00.0,Personal block foul by D. DeRozan (drawn by D. Lillard),,41,60
179,2,3:49.0,J. Nurkić misses 2-pt layup from 2 ft (block by J. Valančiūnas),,41,60
180,2,3:49.0,,Defensive rebound by Team,41,60
181,2,3:49.0,E. Turner enters the game for S. Napier,,41,60
182,2,3:41.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),41,63
183,2,3:25.0,Turnover by A. Aminu (offensive goaltending),,41,63
184,2,3:11.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,41,65
185,2,3:11.0,Portland full timeout,,41,65
186,2,2:48.0,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),,43,65
187,2,2:32.0,,D. DeRozan makes 2-pt jump shot from 22 ft,43,67
188,2,2:12.0,Shooting foul by J. Valančiūnas (drawn by J. Nurkić),,43,67
189,2,2:12.0,J. Nurkić makes free throw 1 of 2,,44,67
190,2,2:12.0,J. Nurkić makes free throw 2 of 2,,45,67
191,2,2:05.0,,D. DeRozan makes 2-pt layup at rim,45,69
192,2,1:51.0,D. Lillard makes 3-pt jump shot from 27 ft,,48,69
193,2,1:32.0,,K. Lowry misses 3-pt jump shot from 24 ft,48,69
194,2,1:30.0,Defensive rebound by E. Turner,,48,69
195,2,1:22.0,Turnover by D. Lillard (lost ball; steal by O. Anunoby),,48,69
196,2,1:20.0,,Shooting foul by D. Lillard (drawn by O. Anunoby),48,69
197,2,1:20.0,,O. Anunoby makes free throw 1 of 2,48,70
198,2,1:20.0,,O. Anunoby makes free throw 2 of 2,48,71
199,2,1:11.0,D. Lillard misses 3-pt jump shot from 26 ft,,48,71
200,2,1:06.0,,Defensive rebound by D. DeRozan,48,71
201,2,1:02.0,,D. DeRozan makes 3-pt jump shot from 26 ft,48,74
202,2,0:47.0,E. Turner makes 2-pt layup from 1 ft (assist by D. Lillard),,50,74
203,2,0:31.0,,D. DeRozan misses 3-pt jump shot from 25 ft,50,74
204,2,0:29.0,,Offensive rebound by K. Lowry,50,74
205,2,0:05.0,,D. DeRozan misses 2-pt jump shot from 18 ft (block by D. Lillard),50,74
206,2,0:02.0,Defensive rebound by D. Lillard,,50,74
207,2,0:00.0,C. McCollum makes 2-pt jump shot from 14 ft,,52,74
208,3,11:48.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),52,76
209,3,11:32.0,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),,54,76
210,3,11:07.0,,K. Lowry misses 3-pt jump shot from 26 ft,54,76
211,3,11:04.0,,Offensive rebound by O. Anunoby,54,76
212,3,10:59.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by O. Anunoby),54,79
213,3,10:44.0,Shooting foul by J. Valančiūnas (drawn by J. Nurkić),,54,79
214,3,10:44.0,J. Nurkić misses free throw 1 of 2,,54,79
215,3,10:44.0,Offensive rebound by Team,,54,79
216,3,10:44.0,J. Nurkić makes free throw 2 of 2,,55,79
217,3,10:34.0,,Shooting foul by E. Turner (drawn by D. DeRozan),55,79
218,3,10:34.0,,D. DeRozan makes free throw 1 of 2,55,80
219,3,10:34.0,,D. DeRozan misses free throw 2 of 2,55,80
220,3,10:33.0,Defensive rebound by E. Turner,,55,80
221,3,10:23.0,C. McCollum makes 2-pt jump shot from 6 ft,,57,80
222,3,10:06.0,,S. Ibaka makes 2-pt jump shot from 9 ft,57,82
223,3,9:52.0,D. Lillard misses 3-pt jump shot from 27 ft,,57,82
224,3,9:49.0,,Defensive rebound by J. Valančiūnas,57,82
225,3,9:36.0,,D. DeRozan misses 3-pt jump shot from 22 ft,57,82
226,3,9:32.0,,Offensive rebound by J. Valančiūnas,57,82
227,3,9:31.0,,J. Valančiūnas makes 2-pt layup at rim,57,84
228,3,9:16.0,E. Turner misses 2-pt layup from 1 ft,,57,84
229,3,9:16.0,,Defensive rebound by Team,57,84
230,3,9:06.0,,D. DeRozan misses 2-pt jump shot from 13 ft,57,84
231,3,9:06.0,Defensive rebound by A. Aminu,,57,84
232,3,8:54.0,D. Lillard misses 2-pt jump shot from 1 ft,,57,84
233,3,8:54.0,,Defensive rebound by O. Anunoby,57,84
234,3,8:42.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Nurkić),57,84
235,3,8:40.0,Personal foul by O. Anunoby (drawn by D. Lillard),,57,84
236,3,8:34.0,J. Nurkić makes 2-pt layup from 7 ft (assist by C. McCollum),,59,84
237,3,8:12.0,,J. Valančiūnas misses 3-pt jump shot from 27 ft,59,84
238,3,8:10.0,,Offensive rebound by Team,59,84
239,3,7:58.0,,O. Anunoby misses 2-pt hook shot from 3 ft,59,84
240,3,7:56.0,Defensive rebound by A. Aminu,,59,84
241,3,7:51.0,D. Lillard makes 2-pt jump shot from 19 ft,,61,84
242,3,7:39.0,,S. Ibaka misses 3-pt jump shot from 25 ft,61,84
243,3,7:37.0,Defensive rebound by A. Aminu,,61,84
244,3,7:28.0,E. Turner misses 3-pt jump shot from 23 ft,,61,84
245,3,7:24.0,,Defensive rebound by S. Ibaka,61,84
246,3,7:16.0,,K. Lowry misses 3-pt jump shot from 29 ft,61,84
247,3,7:14.0,Defensive rebound by J. Nurkić,,61,84
248,3,7:05.0,D. Lillard makes 2-pt jump shot from 7 ft,,63,84
249,3,6:58.0,,Toronto full timeout,63,84
250,3,6:51.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,63,84
251,3,6:49.0,,Offensive rebound by K. Lowry,63,84
252,3,6:42.0,,K. Lowry makes 2-pt jump shot from 12 ft,63,86
253,3,6:22.0,C. McCollum misses 3-pt jump shot from 26 ft,,63,86
254,3,6:22.0,,Defensive rebound by Team,63,86
255,3,6:22.0,Loose ball foul by J. Nurkić (drawn by J. Valančiūnas),,63,86
256,3,6:12.0,,K. Lowry misses 3-pt jump shot from 26 ft,63,86
257,3,6:07.0,Defensive rebound by E. Turner,,63,86
258,3,6:00.0,E. Turner misses 2-pt jump shot from 15 ft,,63,86
259,3,6:00.0,Offensive rebound by Team,,63,86
260,3,6:00.0,,Loose ball foul by J. Valančiūnas (drawn by J. Nurkić),63,86
261,3,5:52.0,D. Lillard misses 2-pt layup from 2 ft,,63,86
262,3,5:51.0,,Defensive rebound by Team,63,86
263,3,5:35.0,,J. Valančiūnas misses 2-pt layup from 2 ft,63,86
264,3,5:32.0,Defensive rebound by A. Aminu,,63,86
265,3,5:25.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,66,86
266,3,5:02.0,,D. DeRozan makes 3-pt jump shot from 26 ft (assist by S. Ibaka),66,89
267,3,4:46.0,D. Lillard makes 2-pt layup from 1 ft,,68,89
268,3,4:37.0,,Shooting foul by J. Nurkić (drawn by K. Lowry),68,89
269,3,4:37.0,,K. Lowry makes free throw 1 of 2,68,90
270,3,4:37.0,,F. VanVleet enters the game for O. Anunoby,68,90
271,3,4:37.0,,J. Poeltl enters the game for J. Valančiūnas,68,90
272,3,4:37.0,S. Napier enters the game for E. Turner,,68,90
273,3,4:37.0,,K. Lowry makes free throw 2 of 2,68,91
274,3,4:22.0,D. Lillard misses 3-pt jump shot from 27 ft,,68,91
275,3,4:20.0,,Defensive rebound by J. Poeltl,68,91
276,3,4:04.0,,Turnover by D. DeRozan (out of bounds lost ball),68,91
277,3,3:50.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,70,91
278,3,3:41.0,,K. Lowry misses 2-pt jump shot from 21 ft,70,91
279,3,3:37.0,Defensive rebound by J. Nurkić,,70,91
280,3,3:24.0,C. McCollum makes 2-pt layup from 1 ft,,72,91
281,3,3:10.0,,F. VanVleet misses 2-pt layup from 3 ft,72,91
282,3,3:08.0,Defensive rebound by A. Aminu,,72,91
283,3,2:59.0,Shooting foul by S. Ibaka (drawn by A. Aminu),,72,91
284,3,2:59.0,Portland full timeout,,72,91
285,3,2:59.0,,D. Wright enters the game for K. Lowry,72,91
286,3,2:59.0,,P. Siakam enters the game for S. Ibaka,72,91
287,3,2:59.0,Z. Collins enters the game for J. Nurkić,,72,91
288,3,2:59.0,A. Aminu makes free throw 1 of 2,,73,91
289,3,2:59.0,A. Aminu makes free throw 2 of 2,,74,91
290,3,2:36.0,,F. VanVleet misses 2-pt jump shot from 12 ft,74,91
291,3,2:33.0,Defensive rebound by A. Aminu,,74,91
292,3,2:22.0,Shooting foul by P. Siakam (drawn by D. Lillard),,74,91
293,3,2:22.0,D. Lillard makes free throw 1 of 2,,75,91
294,3,2:22.0,P. Connaughton enters the game for C. McCollum,,75,91
295,3,2:22.0,D. Lillard makes free throw 2 of 2,,76,91
296,3,2:10.0,,D. DeRozan makes 2-pt jump shot from 6 ft,76,93
297,3,1:47.0,Shooting foul by P. Siakam (drawn by D. Lillard),,76,93
298,3,1:47.0,D. Lillard makes free throw 1 of 2,,77,93
299,3,1:47.0,D. Lillard makes free throw 2 of 2,,78,93
300,3,1:22.0,,P. Siakam misses 3-pt jump shot from 23 ft,78,93
301,3,1:21.0,,Offensive rebound by Team,78,93
302,3,1:21.0,Loose ball foul by Z. Collins (drawn by J. Poeltl),,78,93
303,3,1:17.0,,F. VanVleet makes 2-pt jump shot from 5 ft,78,95
304,3,1:17.0,,Shooting foul by S. Napier (drawn by F. VanVleet),78,95
305,3,1:17.0,,F. VanVleet makes free throw 1 of 1,78,96
306,3,0:59.0,Z. Collins misses 2-pt layup from 2 ft (block by J. Poeltl),,78,96
307,3,0:56.0,,Defensive rebound by F. VanVleet,78,96
308,3,0:54.0,,F. VanVleet misses 2-pt layup from 3 ft,78,96
309,3,0:52.0,,Offensive rebound by D. DeRozan,78,96
310,3,0:52.0,,D. DeRozan misses 2-pt layup at rim,78,96
311,3,0:51.0,,Offensive rebound by P. Siakam,78,96
312,3,0:51.0,,P. Siakam makes 2-pt layup at rim,78,98
313,3,0:36.0,D. Lillard makes 2-pt layup from 1 ft,,80,98
314,3,0:29.0,,D. DeRozan makes 3-pt jump shot from 27 ft,80,101
315,3,0:16.0,D. Lillard misses 3-pt jump shot from 27 ft,,80,101
316,3,0:13.0,,Defensive rebound by D. Wright,80,101
317,3,0:08.0,E. Davis enters the game for A. Aminu,,80,101
318,3,0:00.0,,D. DeRozan misses 3-pt jump shot from 29 ft,80,101
319,3,0:00.0,,Offensive rebound by Team,80,101
320,4,11:40.0,S. Napier misses 3-pt jump shot from 26 ft,,80,101
321,4,11:36.0,,Defensive rebound by P. Siakam,80,101
322,4,11:32.0,,Shooting foul by Z. Collins (drawn by P. Siakam),80,101
323,4,11:32.0,,P. Siakam makes free throw 1 of 2,80,102
324,4,11:32.0,,P. Siakam makes free throw 2 of 2,80,103
325,4,11:14.0,E. Davis makes 2-pt hook shot from 5 ft,,82,103
326,4,10:49.0,,N. Powell misses 2-pt jump shot from 10 ft,82,103
327,4,10:46.0,,Offensive rebound by F. VanVleet,82,103
328,4,10:40.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by D. Wright),82,106
329,4,10:29.0,Portland full timeout,,82,106
330,4,10:29.0,N. Vonleh enters the game for Z. Collins,,82,106
331,4,10:22.0,Shooting foul by P. Siakam (drawn by C. McCollum),,82,106
332,4,10:22.0,C. McCollum misses free throw 1 of 2,,82,106
333,4,10:22.0,Offensive rebound by Team,,82,106
334,4,10:22.0,C. McCollum makes free throw 2 of 2,,83,106
335,4,9:59.0,,D. Wright misses 2-pt jump shot from 9 ft,83,106
336,4,9:56.0,,Offensive rebound by P. Siakam,83,106
337,4,9:56.0,,P. Siakam misses 2-pt layup at rim,83,106
338,4,9:54.0,,Offensive rebound by P. Siakam,83,106
339,4,9:54.0,,P. Siakam makes 2-pt layup at rim,83,108
340,4,9:41.0,D. Lillard makes 2-pt layup from 1 ft,,85,108
341,4,9:25.0,,F. VanVleet makes 2-pt layup at rim,85,110
342,4,9:10.0,Shooting foul by D. Wright (drawn by S. Napier),,85,110
343,4,9:10.0,S. Napier misses free throw 1 of 2,,85,110
344,4,9:10.0,Offensive rebound by Team,,85,110
345,4,9:10.0,P. Connaughton enters the game for D. Lillard,,85,110
346,4,9:10.0,S. Napier makes free throw 2 of 2,,86,110
347,4,8:57.0,,N. Powell makes 2-pt layup from 1 ft (assist by D. Wright),86,112
348,4,8:43.0,E. Davis makes 2-pt jump shot from 5 ft (assist by C. McCollum),,88,112
349,4,8:24.0,,F. VanVleet misses 3-pt jump shot from 25 ft,88,112
350,4,8:24.0,Defensive rebound by Team,,88,112
351,4,8:24.0,,Loose ball foul by J. Poeltl (drawn by E. Davis),88,112
352,4,8:00.0,Turnover by Team (shot clock),,88,112
353,4,7:47.0,,P. Siakam makes 3-pt jump shot from 22 ft (assist by N. Powell),88,115
354,4,7:36.0,Shooting foul by J. Poeltl (drawn by C. McCollum),,88,115
355,4,7:36.0,C. McCollum misses free throw 1 of 2,,88,115
356,4,7:36.0,Offensive rebound by Team,,88,115
357,4,7:36.0,M. Leonard enters the game for E. Davis,,88,115
358,4,7:36.0,C. McCollum makes free throw 2 of 2,,89,115
359,4,7:25.0,,D. Wright misses 3-pt jump shot from 27 ft,89,115
360,4,7:21.0,Defensive rebound by P. Connaughton,,89,115
361,4,7:13.0,C. McCollum makes 2-pt jump shot from 6 ft (assist by P. Connaughton),,91,115
362,4,6:49.0,,N. Powell makes 2-pt jump shot from 21 ft,91,117
363,4,6:42.0,Portland full timeout,,91,117
364,4,6:42.0,,O. Anunoby enters the game for P. Siakam,91,117
365,4,6:42.0,J. Layman enters the game for C. McCollum,,91,117
366,4,6:42.0,M. Harkless enters the game for S. Napier,,91,117
367,4,6:30.0,P. Connaughton misses 2-pt jump shot from 17 ft,,91,117
368,4,6:26.0,,Defensive rebound by F. VanVleet,91,117
369,4,6:19.0,,Turnover by J. Poeltl (bad pass; steal by J. Layman),91,117
370,4,6:15.0,Shooting foul by J. Poeltl (drawn by N. Vonleh),,91,117
371,4,6:15.0,N. Vonleh makes free throw 1 of 2,,92,117
372,4,6:15.0,N. Vonleh misses free throw 2 of 2,,92,117
373,4,6:09.0,Offensive rebound by J. Layman,,92,117
374,4,5:53.0,Shooting foul by O. Anunoby (drawn by P. Connaughton),,92,117
375,4,5:53.0,P. Connaughton makes free throw 1 of 2,,93,117
376,4,5:53.0,P. Connaughton misses free throw 2 of 2,,93,117
377,4,5:50.0,,Defensive rebound by N. Powell,93,117
378,4,5:33.0,,F. VanVleet makes 3-pt jump shot from 22 ft (assist by N. Powell),93,120
379,4,5:15.0,J. Layman misses 2-pt jump shot from 12 ft,,93,120
380,4,5:13.0,,Defensive rebound by F. VanVleet,93,120
