,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
388,4,6:53.0,D. McDermott makes 2-pt layup at rim (assist by K. O'Quinn),,99,74
389,4,6:37.0,,T. Daniels makes 2-pt jump shot from 10 ft,99,76
390,4,6:17.0,D. McDermott misses 2-pt hook shot from 2 ft,,99,76
391,4,6:14.0,,Defensive rebound by M. Chriss,99,76
392,4,6:09.0,,T. Warren makes 2-pt layup from 1 ft,99,78
393,4,6:09.0,,Shooting foul by M. Beasley (drawn by T. Warren),99,78
394,4,6:09.0,,T. Warren misses free throw 1 of 1,99,78
395,4,6:07.0,Defensive rebound by Team,,99,78
396,4,5:51.0,T. Burke makes 2-pt jump shot from 21 ft,,101,78
397,4,5:32.0,,J. Jackson misses 2-pt jump shot from 18 ft,101,78
398,4,5:28.0,Defensive rebound by M. Beasley,,101,78
399,4,5:15.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by D. McDermott),,103,78
400,4,5:15.0,,Phoenix full timeout,103,78
401,4,5:15.0,,D. House enters the game for T. Warren,103,78
402,4,5:02.0,,T. Daniels misses 3-pt jump shot from 24 ft,103,78
403,4,5:00.0,Defensive rebound by Team,,103,78
404,4,4:44.0,M. Beasley misses 2-pt hook shot from 1 ft,,103,78
405,4,4:41.0,Offensive rebound by M. Beasley,,103,78
406,4,4:41.0,Turnover by M. Beasley (out of bounds lost ball),,103,78
407,4,4:41.0,,A. Peters enters the game for T. Daniels,103,78
408,4,4:28.0,,D. House misses 3-pt jump shot from 24 ft,103,78
409,4,4:24.0,Defensive rebound by D. McDermott,,103,78
410,4,4:18.0,T. Hardaway misses 2-pt jump shot from 21 ft,,103,78
411,4,4:15.0,,Defensive rebound by J. Jackson,103,78
412,4,4:08.0,,M. Chriss misses 3-pt jump shot from 22 ft,103,78
413,4,4:05.0,Defensive rebound by M. Beasley,,103,78
414,4,4:01.0,New York full timeout,,103,78
415,4,4:01.0,,T. Ulis enters the game for I. Canaan,103,78
416,4,4:01.0,R. Baker enters the game for T. Hardaway,,103,78
417,4,4:01.0,W. Hernangómez enters the game for M. Beasley,,103,78
418,4,3:49.0,T. Burke misses 2-pt jump shot from 21 ft,,103,78
419,4,3:46.0,Offensive rebound by K. O'Quinn,,103,78
420,4,3:46.0,Shooting foul by A. Peters (drawn by K. O'Quinn),,103,78
421,4,3:46.0,K. O'Quinn makes free throw 1 of 2,,104,78
422,4,3:46.0,F. Ntilikina enters the game for T. Burke,,104,78
423,4,3:46.0,K. O'Quinn makes free throw 2 of 2,,105,78
424,4,3:27.0,,M. Chriss misses 2-pt layup at rim (block by K. O'Quinn),105,78
425,4,3:24.0,Defensive rebound by D. McDermott,,105,78
426,4,3:15.0,Turnover by K. O'Quinn (traveling),,105,78
427,4,2:51.0,,J. Jackson makes 2-pt jump shot from 20 ft (assist by M. Chriss),105,80
428,4,2:27.0,K. O'Quinn misses 2-pt layup from 1 ft,,105,80
429,4,2:25.0,,Defensive rebound by M. Chriss,105,80
430,4,2:21.0,,A. Peters misses 3-pt jump shot from 24 ft,105,80
431,4,2:18.0,Defensive rebound by R. Baker,,105,80
432,4,2:09.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,105,80
433,4,2:08.0,,Defensive rebound by Team,105,80
434,4,2:08.0,Loose ball foul by K. O'Quinn (drawn by J. Jackson),,105,80
435,4,1:55.0,,Personal foul by R. Baker (drawn by J. Jackson),105,80
436,4,1:55.0,,J. Jackson makes free throw 1 of 2,105,81
437,4,1:55.0,,J. Jackson makes free throw 2 of 2,105,82
438,4,1:41.0,W. Hernangómez misses 2-pt layup from 2 ft,,105,82
439,4,1:39.0,,Defensive rebound by J. Jackson,105,82
440,4,1:35.0,,J. Jackson misses 2-pt layup at rim,105,82
441,4,1:32.0,,Offensive rebound by A. Peters,105,82
442,4,1:29.0,,D. House makes 3-pt jump shot from 22 ft (assist by A. Peters),105,85
443,4,1:09.0,D. McDermott misses 2-pt layup from 1 ft (block by M. Chriss),,105,85
444,4,1:06.0,,Defensive rebound by J. Jackson,105,85
445,4,1:03.0,,A. Peters misses 3-pt jump shot from 22 ft,105,85
446,4,0:59.0,,Offensive rebound by D. House,105,85
447,4,0:58.0,,D. House misses 2-pt layup from 1 ft (block by K. O'Quinn),105,85
448,4,0:58.0,Defensive rebound by R. Baker,,105,85
449,4,0:53.0,Personal foul by D. House (drawn by W. Hernangómez),,105,85
450,4,0:45.0,K. O'Quinn misses 2-pt jump shot from 20 ft,,105,85
451,4,0:41.0,,Defensive rebound by D. House,105,85
452,4,0:34.0,,A. Peters misses 3-pt jump shot from 23 ft,105,85
453,4,0:30.0,Defensive rebound by R. Baker,,105,85
454,4,0:24.0,F. Ntilikina makes 2-pt layup at rim (assist by R. Baker),,107,85
455,4,0:07.0,,Turnover by T. Ulis (bad pass; steal by K. O'Quinn),107,85
