,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
29,1,9:14.0,,J. Jackson misses free throw 2 of 2,10,6
30,1,9:12.0,Defensive rebound by L. Ball,,10,6
31,1,9:09.0,B. Ingram makes 2-pt dunk from 1 ft (assist by C. Brewer),,12,6
32,1,9:09.0,Shooting foul by J. Jackson (drawn by B. Ingram),,12,6
33,1,9:09.0,B. Ingram makes free throw 1 of 1,,13,6
34,1,8:58.0,,T. Warren misses 2-pt layup at rim,13,6
35,1,8:57.0,,T. Chandler misses 2-pt layup at rim,13,6
36,1,8:57.0,,Offensive rebound by T. Chandler,13,6
37,1,8:57.0,,Offensive rebound by T. Chandler,13,6
38,1,8:55.0,,Shooting foul by B. Lopez (drawn by T. Chandler),13,6
39,1,8:55.0,,T. Chandler misses free throw 1 of 2,13,6
40,1,8:55.0,,Offensive rebound by Team,13,6
41,1,8:55.0,,T. Chandler makes free throw 2 of 2,13,7
42,1,8:44.0,B. Ingram misses 2-pt jump shot from 14 ft,,13,7
43,1,8:44.0,,Defensive rebound by T. Chandler,13,7
44,1,8:38.0,,D. Booker makes 3-pt jump shot from 26 ft,13,10
45,1,8:29.0,L. Ball misses 2-pt layup from 1 ft (block by T. Chandler),,13,10
46,1,8:29.0,,Defensive rebound by D. Booker,13,10
47,1,8:15.0,,T. Warren misses 2-pt jump shot from 6 ft,13,10
48,1,8:13.0,Defensive rebound by L. Nance,,13,10
49,1,8:05.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),,16,10
50,1,7:46.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,16,13
51,1,7:32.0,L. Ball misses 3-pt jump shot from 23 ft,,16,13
52,1,7:29.0,,Defensive rebound by D. Booker,16,13
53,1,7:24.0,,E. Bledsoe misses 3-pt jump shot from 22 ft,16,13
54,1,7:22.0,Defensive rebound by L. Ball,,16,13
55,1,7:20.0,Shooting foul by T. Chandler (drawn by L. Ball),,16,13
56,1,7:20.0,L. Ball makes free throw 1 of 2,,17,13
57,1,7:20.0,,M. Chriss enters the game for T. Warren,17,13
58,1,7:20.0,,M. James enters the game for E. Bledsoe,17,13
59,1,7:20.0,LA Lakers full timeout,,17,13
60,1,7:20.0,L. Ball misses free throw 2 of 2,,17,13
61,1,7:18.0,,Defensive rebound by M. Chriss,17,13
62,1,7:08.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Booker),17,16
63,1,6:58.0,Turnover by L. Nance (traveling),,17,16
64,1,6:45.0,,Turnover by J. Jackson (bad pass; steal by C. Brewer),17,16
65,1,6:43.0,C. Brewer makes 2-pt layup from 1 ft,,19,16
66,1,6:43.0,,Violation by M. Chriss (def goaltending),19,16
67,1,6:32.0,,D. Booker makes 2-pt jump shot from 13 ft,19,18
68,1,6:18.0,Personal foul by T. Chandler (drawn by B. Lopez),,19,18
69,1,6:18.0,B. Lopez makes free throw 1 of 2,,20,18
70,1,6:18.0,,A. Len enters the game for T. Chandler,20,18
71,1,6:18.0,B. Lopez makes free throw 2 of 2,,21,18
72,1,6:07.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Booker),21,21
73,1,5:44.0,C. Brewer misses 2-pt layup from 2 ft (block by M. Chriss),,21,21
74,1,5:41.0,,Defensive rebound by A. Len,21,21
75,1,5:26.0,,A. Len misses 2-pt layup from 1 ft,21,21
76,1,5:25.0,,A. Len misses 2-pt layup at rim,21,21
77,1,5:25.0,,Offensive rebound by A. Len,21,21
78,1,5:24.0,,Offensive rebound by A. Len,21,21
79,1,5:24.0,,A. Len makes 2-pt layup at rim,21,23
80,1,5:11.0,L. Ball makes 3-pt jump shot from 24 ft,,24,23
81,1,4:58.0,J. Clarkson enters the game for C. Brewer,,24,23
82,1,4:58.0,J. Randle enters the game for L. Nance,,24,23
83,1,4:51.0,,D. Booker misses 3-pt jump shot from 25 ft,24,23
84,1,4:51.0,Defensive rebound by L. Ball,,24,23
85,1,4:44.0,Shooting foul by A. Len (drawn by J. Randle),,24,23
86,1,4:44.0,J. Randle misses free throw 1 of 2,,24,23
87,1,4:44.0,Offensive rebound by Team,,24,23
88,1,4:44.0,J. Randle makes free throw 2 of 2,,25,23
89,1,4:35.0,,M. James makes 2-pt jump shot from 10 ft,25,25
90,1,4:21.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by L. Ball),,28,25
91,1,4:08.0,,M. James misses 3-pt jump shot from 25 ft,28,25
92,1,4:03.0,Defensive rebound by J. Clarkson,,28,25
93,1,3:56.0,L. Ball makes 2-pt jump shot from 12 ft,,30,25
94,1,3:35.0,,A. Len misses 2-pt layup from 1 ft,30,25
95,1,3:33.0,Defensive rebound by B. Lopez,,30,25
96,1,3:26.0,B. Lopez misses 3-pt jump shot from 24 ft,,30,25
97,1,3:24.0,,Defensive rebound by M. Chriss,30,25
98,1,3:18.0,,Phoenix full timeout,30,25
99,1,3:18.0,,T. Daniels enters the game for D. Booker,30,25
100,1,3:18.0,,E. Bledsoe enters the game for J. Jackson,30,25
101,1,3:18.0,,T. Warren enters the game for M. James,30,25
102,1,3:18.0,K. Kuzma enters the game for B. Lopez,,30,25
103,1,3:18.0,A. Bogut enters the game for B. Ingram,,30,25
104,1,3:14.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Chriss),30,28
105,1,2:58.0,J. Clarkson misses 2-pt jump shot from 16 ft,,30,28
106,1,2:55.0,,Defensive rebound by A. Len,30,28
107,1,2:48.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,30,28
108,1,2:44.0,Defensive rebound by L. Ball,,30,28
109,1,2:44.0,Shooting foul by T. Daniels (drawn by J. Randle),,30,28
110,1,2:44.0,J. Randle makes free throw 1 of 2,,31,28
111,1,2:44.0,J. Randle misses free throw 2 of 2,,31,28
112,1,2:41.0,,Defensive rebound by T. Warren,31,28
113,1,2:26.0,,T. Daniels misses 3-pt jump shot from 26 ft,31,28
114,1,2:22.0,Defensive rebound by J. Randle,,31,28
115,1,2:17.0,L. Ball misses 3-pt jump shot from 25 ft,,31,28
116,1,2:15.0,,Defensive rebound by M. Chriss,31,28
117,1,2:12.0,,Shooting foul by L. Ball (drawn by E. Bledsoe),31,28
118,1,2:12.0,,E. Bledsoe misses free throw 1 of 2,31,28
119,1,2:12.0,,Offensive rebound by Team,31,28
120,1,2:12.0,A. Caruso enters the game for L. Ball,,31,28
121,1,2:12.0,,E. Bledsoe misses free throw 2 of 2,31,28
122,1,2:10.0,Defensive rebound by A. Bogut,,31,28
123,1,2:00.0,Turnover by J. Randle (lost ball; steal by E. Bledsoe),,31,28
124,1,1:55.0,,T. Warren misses 3-pt jump shot from 25 ft,31,28
125,1,1:53.0,Defensive rebound by A. Caruso,,31,28
126,1,1:47.0,J. Randle misses 2-pt jump shot from 13 ft,,31,28
127,1,1:47.0,,Defensive rebound by E. Bledsoe,31,28
128,1,1:39.0,,M. Chriss makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),31,31
129,1,1:31.0,LA Lakers full timeout,,31,31
130,1,1:24.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,34,31
131,1,1:01.0,,Turnover by A. Len (turnover),34,31
132,1,0:52.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by A. Caruso),,37,31
133,1,0:52.0,Shooting foul by T. Daniels (drawn by J. Clarkson),,37,31
134,1,0:52.0,J. Clarkson makes free throw 1 of 1,,38,31
135,1,0:45.0,,Personal foul by J. Clarkson (drawn by E. Bledsoe),38,31
136,1,0:45.0,,E. Bledsoe makes free throw 1 of 2,38,32
137,1,0:45.0,,E. Bledsoe makes free throw 2 of 2,38,33
138,1,0:35.0,Turnover by J. Randle (traveling),,38,33
139,1,0:29.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,38,36
140,1,0:07.0,J. Clarkson makes 2-pt jump shot from 11 ft,,40,36
141,1,0:00.0,,E. Bledsoe misses 2-pt layup from 10 ft,40,36
142,1,0:00.0,Defensive rebound by Team,,40,36
143,2,11:49.0,,Shooting block foul by A. Bogut (drawn by T. Warren),40,36
144,2,11:49.0,,T. Warren makes free throw 1 of 2,40,37
145,2,11:49.0,,T. Warren makes free throw 2 of 2,40,38
146,2,11:35.0,J. Randle makes 2-pt dunk at rim (assist by A. Bogut),,42,38
147,2,11:26.0,,T. Warren makes 2-pt jump shot from 11 ft,42,40
148,2,11:18.0,Shooting foul by D. Bender (drawn by J. Randle),,42,40
149,2,11:18.0,J. Randle makes free throw 1 of 2,,43,40
150,2,11:18.0,J. Randle makes free throw 2 of 2,,44,40
151,2,11:06.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),44,42
152,2,10:50.0,Def 3 sec tech foul by T. Chandler,,44,42
153,2,10:50.0,J. Clarkson makes technical free throw,,45,42
154,2,10:48.0,Turnover by J. Randle (out of bounds lost ball),,45,42
155,2,10:37.0,,D. Booker misses 2-pt jump shot from 22 ft,45,42
156,2,10:35.0,Defensive rebound by A. Bogut,,45,42
157,2,10:25.0,J. Randle makes 2-pt jump shot from 21 ft (assist by J. Clarkson),,47,42
158,2,10:11.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),47,44
159,2,9:58.0,J. Randle misses 2-pt jump shot from 7 ft,,47,44
160,2,9:55.0,,Defensive rebound by T. Chandler,47,44
161,2,9:39.0,,D. Bender misses 3-pt jump shot from 24 ft,47,44
162,2,9:37.0,Defensive rebound by A. Bogut,,47,44
163,2,9:27.0,Turnover by A. Caruso (bad pass; steal by T. Warren),,47,44
164,2,9:23.0,,T. Warren makes 2-pt layup at rim,47,46
165,2,9:06.0,J. Clarkson misses 3-pt jump shot from 25 ft,,47,46
166,2,9:05.0,,Defensive rebound by D. Bender,47,46
167,2,9:01.0,,D. Booker makes 3-pt jump shot from 26 ft,47,49
168,2,8:59.0,LA Lakers full timeout,,47,49
169,2,8:59.0,B. Ingram enters the game for J. Randle,,47,49
170,2,8:50.0,A. Bogut misses 2-pt hook shot from 7 ft,,47,49
171,2,8:48.0,,Defensive rebound by T. Chandler,47,49
172,2,8:41.0,,Turnover by T. Warren (traveling),47,49
173,2,8:33.0,Offensive foul by A. Bogut (drawn by M. James),,47,49
174,2,8:33.0,Turnover by A. Bogut (offensive foul),,47,49
175,2,8:24.0,,Turnover by D. Booker (traveling),47,49
176,2,8:08.0,A. Caruso misses 2-pt jump shot from 10 ft,,47,49
177,2,8:06.0,,Defensive rebound by D. Bender,47,49
178,2,7:59.0,,Shooting foul by B. Ingram (drawn by T. Warren),47,49
179,2,7:59.0,,T. Warren misses free throw 1 of 2,47,49
180,2,7:59.0,,Offensive rebound by Team,47,49
181,2,7:59.0,L. Ball enters the game for A. Caruso,,47,49
182,2,7:59.0,B. Lopez enters the game for A. Bogut,,47,49
183,2,7:59.0,,T. Warren makes free throw 2 of 2,47,50
184,2,7:48.0,K. Kuzma makes 2-pt dunk at rim (assist by L. Ball),,49,50
185,2,7:31.0,,M. James makes 2-pt jump shot from 18 ft,49,52
186,2,7:18.0,L. Ball misses 2-pt jump shot from 5 ft (block by D. Bender),,49,52
187,2,7:14.0,,Defensive rebound by D. Bender,49,52
188,2,7:09.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by D. Booker),49,55
189,2,6:57.0,Personal foul by D. Booker (drawn by J. Clarkson),,49,55
190,2,6:57.0,,A. Len enters the game for T. Chandler,49,55
191,2,6:57.0,C. Brewer enters the game for J. Clarkson,,49,55
192,2,6:44.0,B. Lopez misses 3-pt jump shot from 24 ft,,49,55
193,2,6:40.0,,Defensive rebound by T. Warren,49,55
194,2,6:27.0,,Turnover by D. Bender (lost ball; steal by C. Brewer),49,55
195,2,6:22.0,K. Kuzma makes 2-pt layup from 1 ft,,51,55
196,2,6:04.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Booker),51,57
197,2,5:49.0,K. Kuzma makes 2-pt layup from 2 ft (assist by B. Lopez),,53,57
198,2,5:31.0,,T. Warren makes 2-pt jump shot from 18 ft,53,59
199,2,5:16.0,B. Ingram misses 2-pt jump shot from 14 ft,,53,59
200,2,5:13.0,,Defensive rebound by D. Booker,53,59
201,2,4:59.0,,D. Booker makes 2-pt jump shot from 12 ft (assist by T. Warren),53,61
202,2,4:45.0,K. Kuzma makes 2-pt layup at rim (assist by B. Lopez),,55,61
203,2,4:31.0,,Shooting foul by B. Lopez (drawn by D. Booker),55,61
204,2,4:31.0,,Phoenix full timeout,55,61
205,2,4:31.0,,M. Chriss enters the game for D. Bender,55,61
206,2,4:31.0,,E. Bledsoe enters the game for M. James,55,61
207,2,4:31.0,L. Nance enters the game for K. Kuzma,,55,61
208,2,4:31.0,,D. Booker misses free throw 1 of 2,55,61
209,2,4:31.0,,Offensive rebound by Team,55,61
210,2,4:31.0,,D. Booker makes free throw 2 of 2,55,62
211,2,4:23.0,L. Ball makes 3-pt jump shot from 25 ft,,58,62
212,2,4:10.0,Violation by B. Lopez (kicked ball),,58,62
213,2,4:06.0,,Shooting foul by B. Ingram (drawn by T. Warren),58,62
214,2,4:06.0,,T. Warren makes free throw 1 of 2,58,63
215,2,4:06.0,,T. Warren makes free throw 2 of 2,58,64
216,2,3:45.0,Turnover by B. Lopez (bad pass; steal by D. Booker),,58,64
217,2,3:34.0,,D. Booker makes 3-pt jump shot from 22 ft (assist by T. Warren),58,67
218,2,3:21.0,L. Ball misses 2-pt layup from 4 ft,,58,67
219,2,3:19.0,,Defensive rebound by T. Warren,58,67
220,2,3:16.0,,D. Booker misses 3-pt jump shot from 26 ft,58,67
221,2,3:11.0,Defensive rebound by B. Lopez,,58,67
222,2,3:04.0,B. Ingram makes 2-pt layup from 2 ft,,60,67
223,2,3:04.0,Shooting foul by A. Len (drawn by B. Ingram),,60,67
224,2,3:04.0,B. Ingram misses free throw 1 of 1,,60,67
225,2,3:02.0,,Defensive rebound by M. Chriss,60,67
226,2,2:53.0,,M. Chriss misses 2-pt jump shot from 15 ft,60,67
227,2,2:50.0,Defensive rebound by B. Ingram,,60,67
228,2,2:42.0,Shooting foul by A. Len (drawn by B. Ingram),,60,67
229,2,2:42.0,B. Ingram makes free throw 1 of 2,,61,67
230,2,2:42.0,,J. Jackson enters the game for A. Len,61,67
231,2,2:42.0,K. Kuzma enters the game for B. Lopez,,61,67
232,2,2:42.0,B. Ingram makes free throw 2 of 2,,62,67
233,2,2:36.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,62,67
234,2,2:34.0,Defensive rebound by L. Ball,,62,67
235,2,2:32.0,C. Brewer misses 2-pt dunk from 1 ft (block by M. Chriss),,62,67
236,2,2:32.0,Offensive rebound by Team,,62,67
237,2,2:31.0,Personal foul by T. Warren (drawn by L. Nance),,62,67
238,2,2:31.0,,Technical foul by T. Warren,62,67
239,2,2:31.0,K. Kuzma makes technical free throw,,63,67
240,2,2:31.0,L. Nance makes free throw 1 of 2,,64,67
241,2,2:31.0,L. Nance makes free throw 2 of 2,,65,67
242,2,2:18.0,,T. Warren makes 2-pt jump shot from 9 ft,65,69
243,2,2:01.0,K. Kuzma misses 3-pt jump shot from 25 ft,,65,69
244,2,2:00.0,,Defensive rebound by M. Chriss,65,69
245,2,1:56.0,,J. Jackson misses 2-pt layup from 3 ft (block by B. Ingram),65,69
246,2,1:53.0,Defensive rebound by B. Ingram,,65,69
247,2,1:48.0,Turnover by B. Ingram (bad pass; steal by D. Booker),,65,69
248,2,1:44.0,,T. Warren makes 2-pt dunk at rim (assist by D. Booker),65,71
249,2,1:29.0,L. Nance makes 2-pt jump shot from 16 ft (assist by L. Ball),,67,71
250,2,1:05.0,,Turnover by D. Booker (bad pass; steal by L. Ball),67,71
251,2,1:03.0,Turnover by L. Ball (bad pass),,67,71
252,2,0:49.0,,Personal foul by L. Ball (drawn by M. Chriss),67,71
253,2,0:49.0,,M. Chriss makes free throw 1 of 2,67,72
254,2,0:49.0,,M. Chriss makes free throw 2 of 2,67,73
255,2,0:41.0,L. Ball misses 2-pt jump shot from 13 ft (block by E. Bledsoe),,67,73
256,2,0:39.0,,Defensive rebound by D. Booker,67,73
257,2,0:35.0,A. Caruso enters the game for L. Ball,,67,73
258,2,0:30.0,,Turnover by D. Booker (traveling),67,73
259,2,0:08.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by A. Caruso),,70,73
260,2,0:02.0,,T. Warren misses 2-pt jump shot from 12 ft,70,73
261,2,0:00.0,Defensive rebound by L. Nance,,70,73
262,2,0:00.0,L. Nance misses 3-pt jump shot from 69 ft,,70,73
263,2,0:00.0,Offensive rebound by Team,,70,73
264,3,11:46.0,,Offensive foul by T. Chandler (drawn by L. Nance),70,73
265,3,11:46.0,,Turnover by T. Chandler (offensive foul),70,73
266,3,11:36.0,Turnover by L. Nance (bad pass; steal by E. Bledsoe),,70,73
267,3,11:32.0,,E. Bledsoe makes 2-pt layup at rim,70,75
268,3,11:26.0,B. Ingram makes 2-pt jump shot from 20 ft (assist by C. Brewer),,72,75
269,3,11:09.0,,J. Jackson misses 3-pt jump shot from 25 ft,72,75
270,3,11:06.0,Defensive rebound by B. Lopez,,72,75
271,3,11:05.0,Turnover by L. Ball (bad pass),,72,75
272,3,10:57.0,,Personal foul by B. Ingram (drawn by D. Booker),72,75
273,3,10:48.0,,T. Warren misses 2-pt layup from 1 ft,72,75
274,3,10:47.0,Defensive rebound by L. Nance,,72,75
275,3,10:42.0,L. Ball misses 3-pt jump shot from 25 ft,,72,75
276,3,10:40.0,,Defensive rebound by D. Booker,72,75
277,3,10:34.0,,J. Jackson misses 2-pt layup from 8 ft (block by L. Nance),72,75
278,3,10:30.0,Defensive rebound by L. Ball,,72,75
279,3,10:18.0,B. Ingram makes 2-pt layup from 1 ft,,74,75
280,3,10:00.0,,J. Jackson misses 2-pt jump shot from 1 ft,74,75
281,3,9:54.0,,Offensive rebound by T. Chandler,74,75
282,3,9:54.0,,T. Chandler makes 2-pt layup at rim,74,77
283,3,9:44.0,L. Ball makes 2-pt layup from 1 ft,,76,77
284,3,9:40.0,,Personal foul by C. Brewer (drawn by D. Booker),76,77
285,3,9:34.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,76,77
286,3,9:31.0,Defensive rebound by B. Lopez,,76,77
287,3,9:19.0,L. Nance misses 2-pt hook shot from 7 ft,,76,77
288,3,9:16.0,,Defensive rebound by D. Booker,76,77
289,3,9:14.0,,Shooting foul by B. Lopez (drawn by J. Jackson),76,77
290,3,9:14.0,,J. Jackson misses free throw 1 of 2,76,77
291,3,9:14.0,,Offensive rebound by Team,76,77
292,3,9:14.0,,J. Jackson misses free throw 2 of 2,76,77
293,3,9:12.0,Defensive rebound by B. Lopez,,76,77
294,3,9:06.0,C. Brewer makes 2-pt layup at rim (assist by L. Ball),,78,77
295,3,8:50.0,,J. Jackson makes 2-pt jump shot from 20 ft,78,79
296,3,8:37.0,L. Ball misses 3-pt jump shot from 26 ft,,78,79
297,3,8:35.0,Offensive rebound by C. Brewer,,78,79
298,3,8:34.0,C. Brewer misses 2-pt jump shot from 6 ft,,78,79
299,3,8:32.0,Offensive rebound by L. Ball,,78,79
300,3,8:32.0,L. Ball makes 2-pt layup at rim,,80,79
301,3,8:32.0,,Phoenix full timeout,80,79
302,3,8:16.0,,E. Bledsoe makes 2-pt layup from 1 ft,80,81
303,3,7:56.0,L. Nance misses 2-pt jump shot from 5 ft,,80,81
304,3,7:51.0,Offensive rebound by L. Nance,,80,81
305,3,7:51.0,L. Nance makes 2-pt layup at rim,,82,81
306,3,7:40.0,,E. Bledsoe misses 2-pt layup from 1 ft,82,81
307,3,7:40.0,Defensive rebound by Team,,82,81
308,3,7:40.0,,M. Chriss enters the game for J. Jackson,82,81
309,3,7:31.0,L. Ball misses 2-pt jump shot from 17 ft,,82,81
310,3,7:29.0,,Defensive rebound by Team,82,81
311,3,7:17.0,,Turnover by T. Warren (traveling),82,81
312,3,7:05.0,Turnover by B. Ingram (lost ball; steal by T. Warren),,82,81
313,3,7:00.0,,Offensive foul by E. Bledsoe (drawn by C. Brewer),82,81
314,3,7:00.0,,Turnover by E. Bledsoe (offensive foul),82,81
315,3,6:50.0,Turnover by B. Lopez (turnover),,82,81
316,3,6:31.0,,T. Warren makes 2-pt layup at rim (assist by D. Booker),82,83
317,3,6:18.0,L. Ball makes 3-pt jump shot from 25 ft,,85,83
318,3,6:03.0,,Turnover by T. Chandler (bad pass; steal by C. Brewer),85,83
319,3,6:02.0,,Technical foul by D. Booker,85,83
320,3,6:02.0,,M. James enters the game for M. Chriss,85,83
321,3,6:02.0,C. Brewer makes flagrant free throw 1 of 2,,91,83
322,3,6:02.0,C. Brewer misses flagrant free throw 2 of 2,,91,83
323,3,5:40.0,B. Lopez misses 2-pt layup,,91,83
324,3,5:38.0,Offensive rebound by Team,,91,83
325,3,5:36.0,B. Ingram misses 2-pt layup,,91,83
326,3,5:36.0,,Defensive rebound by D. Booker,91,83
327,3,5:28.0,,Turnover by D. Booker (bad pass; steal by B. Lopez),91,83
328,3,5:23.0,L. Nance makes 2-pt layup at rim (assist by L. Ball),,87,83
329,3,5:00.0,,T. Warren misses 2-pt layup from 4 ft,87,83
330,3,4:58.0,Defensive rebound by B. Lopez,,87,83
331,3,4:49.0,B. Ingram makes 3-pt jump shot from 23 ft,,90,83
332,3,4:48.0,,Phoenix full timeout,90,83
333,3,4:48.0,,A. Len enters the game for E. Bledsoe,90,83
334,3,4:48.0,,M. Chriss enters the game for T. Chandler,90,83
335,3,4:41.0,,D. Booker makes 2-pt jump shot from 20 ft (assist by A. Len),91,85
336,3,4:23.0,Shooting foul by M. Chriss (drawn by B. Lopez),,91,85
337,3,4:23.0,B. Lopez makes free throw 1 of 2,,92,85
338,3,4:23.0,B. Lopez makes free throw 2 of 2,,93,85
339,3,4:07.0,,M. James misses 3-pt jump shot from 23 ft,93,85
340,3,4:05.0,Defensive rebound by B. Lopez,,93,85
341,3,3:50.0,L. Ball misses 2-pt layup from 2 ft (block by M. Chriss),,93,85
342,3,3:48.0,,Turnover by M. Chriss (bad pass; steal by L. Nance),93,85
343,3,3:45.0,,Defensive rebound by M. Chriss,93,85
344,3,3:41.0,L. Nance misses 2-pt hook shot from 6 ft (block by A. Len),,93,85
345,3,3:41.0,,Defensive rebound by D. Booker,93,85
346,3,3:32.0,,Turnover by D. Booker (lost ball; steal by L. Nance),93,85
347,3,3:28.0,B. Lopez makes 2-pt dunk at rim (assist by L. Nance),,95,85
348,3,3:10.0,,D. Booker misses 3-pt jump shot from 25 ft,95,85
349,3,3:10.0,Defensive rebound by L. Nance,,95,85
350,3,2:58.0,L. Ball misses 2-pt layup from 1 ft (block by M. James),,95,85
351,3,2:55.0,,Defensive rebound by T. Warren,95,85
352,3,2:55.0,,Personal foul by C. Brewer (drawn by T. Warren),95,85
353,3,2:55.0,,J. Jackson enters the game for D. Booker,95,85
354,3,2:55.0,K. Kuzma enters the game for B. Lopez,,95,85
355,3,2:41.0,,Shooting foul by C. Brewer (drawn by M. James),95,85
356,3,2:41.0,,M. James makes free throw 1 of 2,95,86
357,3,2:41.0,J. Clarkson enters the game for C. Brewer,,95,86
358,3,2:41.0,,M. James makes free throw 2 of 2,95,87
359,3,2:23.0,L. Nance makes 2-pt dunk from 1 ft (assist by K. Kuzma),,97,87
360,3,2:06.0,,Personal foul by L. Nance (drawn by A. Len),97,87
361,3,2:06.0,,A. Len makes free throw 1 of 2,97,88
362,3,2:06.0,,A. Len makes free throw 2 of 2,97,89
363,3,2:01.0,Offensive foul by L. Nance (drawn by M. James),,97,89
364,3,2:01.0,Turnover by L. Nance (offensive foul),,97,89
365,3,1:55.0,,Turnover by T. Warren (traveling),97,89
366,3,1:55.0,J. Randle enters the game for L. Nance,,97,89
367,3,1:45.0,L. Ball makes 2-pt jump shot from 10 ft,,99,89
368,3,1:31.0,,T. Warren makes 3-pt jump shot from 22 ft (assist by M. James),99,92
369,3,1:27.0,L. Ball makes 3-pt jump shot from 26 ft,,102,92
370,3,1:18.0,,M. James makes 3-pt jump shot from 24 ft,102,95
371,3,1:08.0,Turnover by L. Ball (out of bounds lost ball),,102,95
372,3,1:08.0,,Personal foul by L. Ball (drawn by M. James),102,95
373,3,1:08.0,,M. James makes free throw 1 of 2,102,96
374,3,1:08.0,T. Ennis enters the game for L. Ball,,102,96
375,3,1:08.0,,M. James makes free throw 2 of 2,102,97
376,3,0:54.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Randle),,105,97
377,3,0:43.0,,M. James makes 2-pt layup from 1 ft,105,99
378,3,0:28.0,Shooting foul by M. Chriss (drawn by K. Kuzma),,105,99
379,3,0:28.0,K. Kuzma makes free throw 1 of 2,,106,99
380,3,0:28.0,,D. Booker enters the game for M. Chriss,106,99
381,3,0:28.0,C. Brewer enters the game for B. Ingram,,106,99
382,3,0:28.0,K. Kuzma misses free throw 2 of 2,,106,99
383,3,0:26.0,,Defensive rebound by A. Len,106,99
384,3,0:06.0,,M. James misses 2-pt jump shot from 19 ft,106,99
385,3,0:04.0,Defensive rebound by J. Clarkson,,106,99
386,3,0:00.0,J. Clarkson misses 2-pt jump shot from 10 ft,,106,99
387,3,0:00.0,Offensive rebound by Team,,106,99
388,4,11:45.0,J. Clarkson makes 2-pt jump shot from 7 ft,,108,99
389,4,11:40.0,,Personal foul by T. Ennis (drawn by M. James),108,99
390,4,11:26.0,,Offensive foul by A. Len (drawn by J. Clarkson),108,99
391,4,11:26.0,,Turnover by A. Len (offensive foul),108,99
392,4,11:21.0,Personal block foul by M. James (drawn by T. Ennis),,108,99
393,4,11:21.0,,Turnover by M. James (turnover),108,99
