,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
77,1,2:44.0,,P. Connaughton misses 2-pt jump shot from 7 ft,23,21
78,1,2:37.0,,Offensive rebound by A. Aminu,23,21
79,1,2:32.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by D. Lillard),23,24
80,1,2:13.0,J. Green misses 3-pt jump shot from 22 ft,,23,24
81,1,2:11.0,,Defensive rebound by E. Turner,23,24
82,1,2:05.0,,E. Turner misses 2-pt jump shot from 16 ft,23,24
83,1,2:04.0,Defensive rebound by L. James,,23,24
84,1,2:04.0,Personal foul by E. Turner (drawn by J. Green),,23,24
85,1,2:04.0,Cleveland full timeout,,23,24
86,1,2:04.0,A. Žižić enters the game for J. Green,,23,24
87,1,1:52.0,Turnover by L. James (bad pass),,23,24
88,1,1:38.0,,D. Lillard makes 2-pt jump shot from 14 ft,23,26
89,1,1:25.0,J. Clarkson makes 2-pt jump shot from 13 ft,,25,26
90,1,1:09.0,,D. Lillard misses 3-pt jump shot from 27 ft,25,26
91,1,1:07.0,Defensive rebound by L. James,,25,26
92,1,1:00.0,L. James makes 2-pt layup at rim,,27,26
93,1,0:45.0,,A. Aminu misses 2-pt layup from 4 ft (block by K. Korver),27,26
94,1,0:43.0,Defensive rebound by K. Korver,,27,26
95,1,0:32.0,J. Clarkson makes 2-pt jump shot from 14 ft,,29,26
96,1,0:16.0,,D. Lillard misses 3-pt jump shot from 25 ft,29,26
97,1,0:14.0,,Offensive rebound by E. Davis,29,26
98,1,0:00.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by E. Turner),29,29
99,2,11:43.0,A. Žižić misses 2-pt hook shot from 3 ft,,29,29
100,2,11:42.0,,Defensive rebound by E. Davis,29,29
101,2,11:30.0,,E. Turner makes 2-pt jump shot from 7 ft,29,31
102,2,11:14.0,R. Hood makes 2-pt jump shot from 12 ft,,31,31
103,2,10:45.0,,E. Davis misses 2-pt layup from 2 ft (block by A. Žižić),31,31
104,2,10:43.0,Defensive rebound by Team,,31,31
105,2,10:31.0,R. Hood misses 2-pt jump shot from 16 ft,,31,31
106,2,10:29.0,,Defensive rebound by S. Napier,31,31
107,2,10:21.0,,S. Napier misses 2-pt layup from 1 ft (block by A. Žižić),31,31
108,2,10:18.0,Defensive rebound by R. Hood,,31,31
109,2,10:11.0,J. Holland makes 3-pt jump shot from 22 ft (assist by J. Clarkson),,34,31
110,2,9:54.0,,C. McCollum makes 2-pt jump shot from 16 ft,34,33
111,2,9:40.0,J. Clarkson misses 2-pt jump shot from 15 ft,,34,33
112,2,9:38.0,,Defensive rebound by Z. Collins,34,33
113,2,9:30.0,,C. McCollum makes 2-pt jump shot from 15 ft,34,35
114,2,9:00.0,J. Clarkson makes 2-pt jump shot from 3 ft,,36,35
115,2,8:44.0,,E. Turner makes 2-pt jump shot from 6 ft,36,37
116,2,8:28.0,J. Clarkson misses 3-pt jump shot from 25 ft,,36,37
117,2,8:26.0,,Defensive rebound by E. Davis,36,37
118,2,8:19.0,,C. McCollum makes 2-pt jump shot from 12 ft,36,39
119,2,8:19.0,Cleveland full timeout,,36,39
120,2,8:08.0,Turnover by J. Clarkson (step out of bounds),,36,39
121,2,7:57.0,,C. McCollum makes 2-pt layup from 1 ft,36,41
122,2,7:46.0,Turnover by J. Holland (traveling),,36,41
123,2,7:46.0,J. Green enters the game for A. Žižić,,36,41
124,2,7:31.0,,E. Turner misses 3-pt jump shot from 24 ft,36,41
125,2,7:28.0,,Offensive rebound by Z. Collins,36,41
126,2,7:27.0,,Z. Collins misses 2-pt hook shot from 1 ft,36,41
127,2,7:27.0,Defensive rebound by J. Clarkson,,36,41
128,2,7:23.0,Shooting foul by E. Turner (drawn by J. Clarkson),,36,41
129,2,7:23.0,J. Clarkson misses free throw 1 of 2,,36,41
130,2,7:23.0,Offensive rebound by Team,,36,41
131,2,7:23.0,,A. Aminu enters the game for E. Davis,36,41
132,2,7:23.0,L. James enters the game for J. Holland,,36,41
133,2,7:23.0,J. Clarkson makes free throw 2 of 2,,37,41
134,2,7:02.0,,C. McCollum misses 3-pt jump shot from 24 ft,37,41
135,2,7:01.0,Defensive rebound by L. James,,37,41
136,2,6:57.0,Shooting foul by A. Aminu (drawn by L. James),,37,41
137,2,6:57.0,L. James misses free throw 1 of 2,,37,41
138,2,6:57.0,Offensive rebound by Team,,37,41
139,2,6:57.0,L. James makes free throw 2 of 2,,38,41
140,2,6:41.0,,C. McCollum misses 2-pt layup from 2 ft,38,41
141,2,6:41.0,,Offensive rebound by Z. Collins,38,41
142,2,6:41.0,,Z. Collins misses 2-pt layup at rim,38,41
143,2,6:41.0,,Offensive rebound by Team,38,41
144,2,6:41.0,Loose ball foul by J. Green (drawn by Z. Collins),,38,41
145,2,6:33.0,,E. Turner misses 2-pt jump shot from 5 ft,38,41
146,2,6:30.0,Defensive rebound by L. James,,38,41
147,2,6:27.0,L. James makes 2-pt layup from 1 ft,,40,41
148,2,6:08.0,,Z. Collins makes 2-pt jump shot from 12 ft (assist by E. Turner),40,43
149,2,5:54.0,J. Clarkson misses 2-pt jump shot from 2 ft,,40,43
150,2,5:51.0,Offensive rebound by J. Green,,40,43
151,2,5:51.0,J. Green misses 2-pt dunk at rim,,40,43
152,2,5:50.0,,Defensive rebound by E. Turner,40,43
153,2,5:38.0,,C. McCollum misses 2-pt jump shot from 2 ft,40,43
154,2,5:37.0,,Offensive rebound by E. Turner,40,43
155,2,5:37.0,,E. Turner makes 2-pt layup at rim,40,45
156,2,5:37.0,Cleveland full timeout,,40,45
157,2,5:37.0,,J. Nurkić enters the game for E. Turner,40,45
158,2,5:37.0,,D. Lillard enters the game for C. McCollum,40,45
159,2,5:37.0,,M. Harkless enters the game for Z. Collins,40,45
160,2,5:37.0,G. Hill enters the game for J. Smith,,40,45
161,2,5:37.0,K. Korver enters the game for J. Clarkson,,40,45
162,2,5:23.0,Shooting foul by M. Harkless (drawn by L. James),,40,45
163,2,5:23.0,L. James makes free throw 1 of 2,,41,45
164,2,5:23.0,L. James makes free throw 2 of 2,,42,45
165,2,5:08.0,,Shooting foul by R. Hood (drawn by M. Harkless),42,45
166,2,5:08.0,,M. Harkless makes free throw 1 of 2,42,46
167,2,5:08.0,,M. Harkless misses free throw 2 of 2,42,46
168,2,5:06.0,Defensive rebound by L. James,,42,46
169,2,4:56.0,R. Hood misses 3-pt jump shot from 25 ft,,42,46
170,2,4:54.0,,Defensive rebound by J. Nurkić,42,46
171,2,4:47.0,,Offensive foul by J. Nurkić (drawn by R. Hood),42,46
172,2,4:47.0,,Turnover by J. Nurkić (offensive foul),42,46
173,2,4:35.0,K. Korver misses 3-pt jump shot from 24 ft,,42,46
174,2,4:33.0,Offensive rebound by G. Hill,,42,46
175,2,4:26.0,L. James makes 2-pt dunk at rim (assist by J. Green),,44,46
176,2,4:08.0,,D. Lillard makes 2-pt jump shot from 17 ft (assist by S. Napier),44,48
177,2,3:46.0,L. James makes 2-pt jump shot from 8 ft,,46,48
178,2,3:30.0,,A. Aminu makes 2-pt layup from 1 ft (assist by J. Nurkić),46,50
179,2,3:19.0,J. Green misses 3-pt jump shot from 25 ft,,46,50
180,2,3:18.0,,Defensive rebound by J. Nurkić,46,50
181,2,3:11.0,,M. Harkless makes 2-pt layup at rim (assist by D. Lillard),46,52
182,2,2:50.0,L. James misses 3-pt jump shot from 27 ft,,46,52
183,2,2:49.0,Offensive rebound by Team,,46,52
184,2,2:49.0,,C. McCollum enters the game for S. Napier,46,52
185,2,2:49.0,J. Smith enters the game for R. Hood,,46,52
186,2,2:47.0,J. Smith misses 3-pt jump shot from 24 ft,,46,52
187,2,2:46.0,,Defensive rebound by Team,46,52
188,2,2:37.0,,Personal foul by K. Korver (drawn by M. Harkless),46,52
189,2,2:30.0,,J. Nurkić misses 2-pt hook shot from 4 ft,46,52
190,2,2:30.0,Defensive rebound by Team,,46,52
191,2,2:22.0,K. Korver misses 3-pt jump shot from 24 ft,,46,52
192,2,2:21.0,,Defensive rebound by J. Nurkić,46,52
193,2,2:02.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Harkless),46,55
194,2,1:43.0,Shooting foul by M. Harkless (drawn by J. Green),,46,55
195,2,1:43.0,J. Green makes free throw 1 of 2,,47,55
196,2,1:43.0,,E. Turner enters the game for M. Harkless,47,55
197,2,1:43.0,J. Green makes free throw 2 of 2,,48,55
198,2,1:36.0,,Personal foul by J. Green (drawn by J. Nurkić),48,55
199,2,1:27.0,,E. Turner misses 3-pt jump shot from 22 ft,48,55
200,2,1:24.0,Defensive rebound by L. James,,48,55
201,2,1:18.0,L. James misses 2-pt layup from 1 ft,,48,55
202,2,1:17.0,,Defensive rebound by J. Nurkić,48,55
203,2,1:08.0,,J. Nurkić misses 2-pt layup from 2 ft,48,55
204,2,1:07.0,Defensive rebound by J. Green,,48,55
205,2,1:07.0,Personal foul by J. Nurkić (drawn by J. Green),,48,55
206,2,1:07.0,J. Green makes free throw 1 of 2,,49,55
207,2,1:07.0,J. Clarkson enters the game for G. Hill,,49,55
208,2,1:07.0,J. Green misses free throw 2 of 2,,49,55
209,2,1:04.0,,Defensive rebound by A. Aminu,49,55
210,2,0:52.0,,J. Nurkić misses 2-pt hook shot from 1 ft (block by L. James),49,55
211,2,0:50.0,Defensive rebound by K. Korver,,49,55
212,2,0:50.0,Personal foul by J. Nurkić (drawn by L. James),,49,55
213,2,0:50.0,L. James misses free throw 1 of 2,,49,55
214,2,0:50.0,Offensive rebound by Team,,49,55
215,2,0:50.0,,E. Davis enters the game for J. Nurkić,49,55
216,2,0:50.0,J. Holland enters the game for J. Green,,49,55
217,2,0:50.0,L. James makes free throw 2 of 2,,50,55
218,2,0:35.0,,Shooting block foul by J. Clarkson (drawn by D. Lillard),50,55
219,2,0:35.0,,D. Lillard makes free throw 1 of 2,50,56
220,2,0:35.0,,P. Connaughton enters the game for E. Turner,50,56
221,2,0:35.0,,D. Lillard makes free throw 2 of 2,50,57
222,2,0:29.0,L. James makes 2-pt layup from 1 ft,,52,57
223,2,0:16.0,,Personal foul by J. Clarkson (drawn by D. Lillard),52,57
224,2,0:16.0,,D. Lillard makes free throw 1 of 2,52,58
225,2,0:16.0,,S. Napier enters the game for E. Davis,52,58
226,2,0:16.0,,D. Lillard makes free throw 2 of 2,52,59
227,2,0:00.0,L. James makes 2-pt jump shot from 16 ft,,54,59
228,3,11:47.0,J. Green makes 2-pt dunk from 1 ft (assist by L. James),,56,59
229,3,11:31.0,,Turnover by J. Nurkić (bad pass; steal by L. James),56,59
230,3,11:26.0,Turnover by L. James (bad pass; steal by M. Harkless),,56,59
231,3,11:20.0,,Turnover by D. Lillard (bad pass; steal by G. Hill),56,59
232,3,11:10.0,R. Hood misses 3-pt jump shot from 25 ft,,56,59
233,3,11:08.0,,Defensive rebound by J. Nurkić,56,59
234,3,11:01.0,,C. McCollum makes 3-pt jump shot from 25 ft,56,62
235,3,10:43.0,L. James makes 3-pt jump shot from 25 ft (assist by K. Korver),,59,62
236,3,10:22.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by A. Aminu),59,65
237,3,9:56.0,R. Hood makes 3-pt jump shot from 23 ft,,62,65
238,3,9:39.0,,J. Nurkić misses 2-pt hook shot from 3 ft,62,65
239,3,9:39.0,,Offensive rebound by A. Aminu,62,65
240,3,9:39.0,,Personal foul by L. James (drawn by A. Aminu),62,65
241,3,9:32.0,,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),62,67
242,3,9:16.0,J. Green misses 2-pt layup from 1 ft,,62,67
243,3,9:14.0,,Defensive rebound by M. Harkless,62,67
244,3,9:09.0,,D. Lillard makes 2-pt layup at rim (assist by C. McCollum),62,69
245,3,8:55.0,Turnover by L. James (bad pass; steal by C. McCollum),,62,69
246,3,8:52.0,,C. McCollum misses 3-pt jump shot from 24 ft,62,69
247,3,8:52.0,,Offensive rebound by M. Harkless,62,69
248,3,8:50.0,,M. Harkless makes 2-pt layup at rim,62,71
249,3,8:50.0,Cleveland full timeout,,62,71
250,3,8:50.0,J. Smith enters the game for R. Hood,,62,71
251,3,8:34.0,J. Smith misses 2-pt jump shot from 15 ft,,62,71
252,3,8:32.0,,Defensive rebound by J. Nurkić,62,71
253,3,8:16.0,,M. Harkless makes 2-pt jump shot from 2 ft (assist by J. Nurkić),62,73
254,3,7:53.0,L. James makes 2-pt jump shot from 19 ft,,64,73
255,3,7:36.0,,M. Harkless misses 3-pt jump shot from 25 ft,64,73
256,3,7:36.0,Defensive rebound by Team,,64,73
257,3,7:21.0,L. James makes 2-pt jump shot from 12 ft,,66,73
258,3,6:56.0,,M. Harkless misses 2-pt jump shot from 1 ft,66,73
259,3,6:54.0,Defensive rebound by J. Green,,66,73
260,3,6:47.0,L. James misses 3-pt jump shot from 24 ft,,66,73
261,3,6:44.0,,Defensive rebound by D. Lillard,66,73
262,3,6:30.0,,D. Lillard misses 2-pt jump shot from 1 ft,66,73
263,3,6:30.0,,Offensive rebound by J. Nurkić,66,73
264,3,6:30.0,,Shooting foul by J. Smith (drawn by J. Nurkić),66,73
265,3,6:30.0,,J. Nurkić misses free throw 1 of 2,66,73
266,3,6:30.0,,Offensive rebound by Team,66,73
267,3,6:30.0,,J. Nurkić misses free throw 2 of 2,66,73
268,3,6:27.0,Defensive rebound by L. James,,66,73
269,3,6:20.0,Offensive foul by J. Green (drawn by J. Nurkić),,66,73
270,3,6:20.0,Turnover by J. Green (offensive foul),,66,73
271,3,6:06.0,,Personal foul by L. James (drawn by M. Harkless),66,73
272,3,5:53.0,,C. McCollum misses 3-pt jump shot from 25 ft,66,73
273,3,5:51.0,Defensive rebound by J. Smith,,66,73
274,3,5:45.0,Shooting foul by J. Nurkić (drawn by J. Smith),,66,73
275,3,5:45.0,J. Smith misses free throw 1 of 2,,66,73
276,3,5:45.0,Offensive rebound by Team,,66,73
277,3,5:45.0,,E. Davis enters the game for J. Nurkić,66,73
278,3,5:45.0,J. Smith misses free throw 2 of 2,,66,73
279,3,5:43.0,,Defensive rebound by M. Harkless,66,73
280,3,5:34.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),66,76
281,3,5:07.0,L. James misses 2-pt jump shot from 11 ft,,66,76
282,3,5:04.0,,Defensive rebound by E. Davis,66,76
283,3,4:57.0,,C. McCollum makes 2-pt jump shot from 3 ft,66,78
284,3,4:43.0,Turnover by L. James (bad pass; steal by M. Harkless),,66,78
285,3,4:35.0,,D. Lillard makes 3-pt jump shot from 29 ft,66,81
286,3,4:35.0,Cleveland full timeout,,66,81
287,3,4:18.0,J. Green misses 3-pt jump shot from 23 ft,,66,81
288,3,4:14.0,,Defensive rebound by E. Davis,66,81
289,3,4:06.0,,Offensive foul by E. Davis (drawn by G. Hill),66,81
290,3,4:06.0,,Turnover by E. Davis (offensive foul),66,81
291,3,3:54.0,Def 3 sec tech foul by E. Davis,,66,81
292,3,3:54.0,K. Korver makes technical free throw,,67,81
293,3,3:42.0,J. Green makes 3-pt jump shot from 24 ft (assist by G. Hill),,70,81
294,3,3:19.0,,C. McCollum misses 2-pt jump shot from 16 ft,70,81
295,3,3:16.0,Defensive rebound by L. James,,70,81
296,3,3:12.0,Shooting foul by C. McCollum (drawn by L. James),,70,81
297,3,3:12.0,L. James misses free throw 1 of 2,,70,81
298,3,3:12.0,Offensive rebound by Team,,70,81
299,3,3:12.0,,E. Turner enters the game for C. McCollum,70,81
300,3,3:12.0,,P. Connaughton enters the game for M. Harkless,70,81
301,3,3:12.0,L. James misses free throw 2 of 2,,70,81
302,3,3:09.0,,Defensive rebound by A. Aminu,70,81
303,3,3:00.0,,Personal foul by G. Hill (drawn by D. Lillard),70,81
304,3,2:49.0,,A. Aminu misses 3-pt jump shot from 24 ft,70,81
305,3,2:47.0,Defensive rebound by G. Hill,,70,81
306,3,2:41.0,L. James misses 2-pt jump shot from 12 ft,,70,81
307,3,2:40.0,,Defensive rebound by A. Aminu,70,81
308,3,2:29.0,,P. Connaughton misses 3-pt jump shot from 26 ft,70,81
309,3,2:27.0,,Offensive rebound by E. Davis,70,81
310,3,2:24.0,,Turnover by E. Davis (turnover; steal by L. James),70,81
311,3,2:17.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Green),,73,81
312,3,2:16.0,,Portland full timeout,73,81
313,3,2:06.0,,D. Lillard misses 3-pt jump shot from 27 ft,73,81
314,3,2:03.0,Defensive rebound by J. Green,,73,81
315,3,1:52.0,K. Korver misses 3-pt jump shot from 24 ft,,73,81
316,3,1:48.0,,Defensive rebound by E. Turner,73,81
317,3,1:43.0,,D. Lillard makes 2-pt layup at rim (assist by E. Turner),73,83
318,3,1:26.0,Turnover by L. James (traveling),,73,83
319,3,1:26.0,J. Clarkson enters the game for G. Hill,,73,83
320,3,1:08.0,,E. Turner misses 2-pt jump shot from 7 ft,73,83
321,3,1:05.0,Defensive rebound by L. James,,73,83
322,3,1:00.0,L. James misses 3-pt jump shot from 25 ft,,73,83
323,3,0:59.0,,Defensive rebound by E. Turner,73,83
324,3,0:47.0,,Personal foul by L. James (drawn by D. Lillard),73,83
325,3,0:47.0,,D. Lillard makes free throw 1 of 2,73,84
326,3,0:47.0,J. Holland enters the game for L. James,,73,84
327,3,0:47.0,,S. Napier enters the game for A. Aminu,73,84
328,3,0:47.0,,D. Lillard makes free throw 2 of 2,73,85
329,3,0:33.0,J. Green makes 2-pt dunk at rim,,75,85
330,3,0:16.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by D. Lillard),75,88
331,3,0:06.0,Personal take foul by E. Davis (drawn by J. Clarkson),,75,88
332,3,0:00.0,J. Clarkson makes 2-pt layup from 1 ft,,77,88
333,4,11:39.0,,S. Napier misses 2-pt layup from 3 ft,77,88
334,4,11:38.0,Defensive rebound by J. Clarkson,,77,88
335,4,11:19.0,J. Green makes 2-pt jump shot from 8 ft,,79,88
336,4,11:00.0,,C. McCollum makes 2-pt layup from 1 ft,79,90
337,4,10:43.0,Turnover by J. Smith (bad pass),,79,90
338,4,10:30.0,,S. Napier makes 2-pt jump shot from 9 ft (assist by E. Davis),79,92
339,4,10:29.0,Cleveland full timeout,,79,92
340,4,10:29.0,L. James enters the game for J. Green,,79,92
341,4,10:29.0,,P. Connaughton enters the game for Z. Collins,79,92
342,4,10:13.0,J. Holland misses 3-pt jump shot from 24 ft,,79,92
343,4,10:10.0,,Defensive rebound by C. McCollum,79,92
344,4,9:53.0,,S. Napier makes 2-pt jump shot from 16 ft,79,94
345,4,9:45.0,J. Holland makes 2-pt layup from 1 ft (assist by L. James),,81,94
346,4,9:29.0,,C. McCollum makes 2-pt layup from 2 ft (assist by E. Turner),81,96
347,4,9:13.0,J. Clarkson makes 2-pt jump shot from 14 ft,,83,96
348,4,8:59.0,,Personal foul by L. James (drawn by P. Connaughton),83,96
349,4,8:51.0,,S. Napier misses 3-pt jump shot from 28 ft,83,96
350,4,8:48.0,,Offensive rebound by P. Connaughton,83,96
351,4,8:40.0,,Shooting foul by J. Holland (drawn by C. McCollum),83,96
352,4,8:40.0,,C. McCollum makes free throw 1 of 2,83,97
353,4,8:40.0,K. Korver enters the game for J. Smith,,83,97
354,4,8:40.0,,C. McCollum makes free throw 2 of 2,83,98
355,4,8:31.0,J. Clarkson misses 3-pt jump shot from 24 ft,,83,98
356,4,8:29.0,,Defensive rebound by E. Davis,83,98
357,4,8:06.0,,S. Napier misses 2-pt jump shot from 13 ft,83,98
358,4,8:05.0,Defensive rebound by G. Hill,,83,98
359,4,7:58.0,K. Korver makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,86,98
360,4,7:39.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by E. Turner),86,101
361,4,7:25.0,L. James makes 2-pt layup at rim,,88,101
362,4,7:09.0,,P. Connaughton makes 2-pt dunk at rim (assist by C. McCollum),88,103
363,4,6:47.0,L. James misses 2-pt layup from 1 ft (block by P. Connaughton),,88,103
364,4,6:44.0,,Defensive rebound by P. Connaughton,88,103
365,4,6:42.0,,C. McCollum misses 3-pt jump shot from 26 ft,88,103
366,4,6:40.0,,Offensive rebound by Team,88,103
367,4,6:40.0,Loose ball foul by K. Korver (drawn by E. Turner),,88,103
368,4,6:40.0,,D. Lillard enters the game for S. Napier,88,103
369,4,6:32.0,,C. McCollum misses 2-pt layup from 1 ft,88,103
370,4,6:31.0,Defensive rebound by J. Holland,,88,103
371,4,6:30.0,L. James makes 2-pt layup from 1 ft,,90,103
372,4,6:30.0,Shooting foul by P. Connaughton (drawn by L. James),,90,103
373,4,6:30.0,L. James misses free throw 1 of 1,,90,103
374,4,6:26.0,,Defensive rebound by E. Turner,90,103
375,4,6:05.0,,D. Lillard misses 2-pt layup at rim,90,103
376,4,6:04.0,Defensive rebound by J. Holland,,90,103
377,4,5:57.0,G. Hill makes 3-pt jump shot from 22 ft (assist by J. Clarkson),,93,103
378,4,5:57.0,,Portland full timeout,93,103
379,4,5:57.0,,A. Aminu enters the game for E. Turner,93,103
380,4,5:57.0,,M. Harkless enters the game for E. Davis,93,103
381,4,5:40.0,,C. McCollum misses 3-pt jump shot from 22 ft,93,103
382,4,5:38.0,Defensive rebound by L. James,,93,103
383,4,5:29.0,J. Clarkson misses 3-pt jump shot from 23 ft,,93,103
384,4,5:25.0,,Defensive rebound by D. Lillard,93,103
385,4,5:20.0,,C. McCollum misses 2-pt layup from 2 ft (block by G. Hill),93,103
386,4,5:20.0,Defensive rebound by Team,,93,103
387,4,5:03.0,K. Korver misses 3-pt jump shot from 24 ft,,93,103
388,4,5:01.0,,Defensive rebound by A. Aminu,93,103
389,4,4:48.0,,D. Lillard makes 2-pt jump shot from 23 ft,93,105
390,4,4:41.0,Cleveland full timeout,,93,105
391,4,4:41.0,,E. Turner enters the game for P. Connaughton,93,105
392,4,4:25.0,K. Korver makes 2-pt layup at rim (assist by L. James),,95,105
393,4,4:04.0,,D. Lillard misses 3-pt jump shot from 25 ft,95,105
394,4,4:00.0,Defensive rebound by J. Clarkson,,95,105
