,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
137,2,8:13.0,,J. Lamb makes 2-pt layup from 1 ft,42,40
138,2,7:55.0,S. Labissière makes 2-pt hook shot from 9 ft (assist by G. Hill),,44,40
139,2,7:34.0,,J. Lamb makes 2-pt layup from 1 ft,44,42
140,2,7:18.0,J. Jackson misses 2-pt jump shot from 11 ft,,44,42
141,2,7:16.0,,Defensive rebound by M. Carter-Williams,44,42
142,2,7:13.0,,Shooting foul by G. Papagiannis (drawn by F. Kaminsky),44,42
143,2,7:13.0,,F. Kaminsky makes free throw 1 of 2,44,43
144,2,7:13.0,,K. Walker enters the game for M. Monk,44,43
145,2,7:13.0,W. Cauley-Stein enters the game for S. Labissière,,44,43
146,2,7:13.0,,F. Kaminsky makes free throw 2 of 2,44,44
147,2,6:59.0,B. Hield misses 2-pt jump shot from 17 ft,,44,44
148,2,6:57.0,,Defensive rebound by J. O'Bryant,44,44
149,2,6:45.0,,J. O'Bryant misses 3-pt jump shot from 24 ft,44,44
150,2,6:42.0,Defensive rebound by W. Cauley-Stein,,44,44
151,2,6:33.0,B. Hield misses 2-pt jump shot from 9 ft,,44,44
152,2,6:32.0,,Defensive rebound by Team,44,44
153,2,6:32.0,,Charlotte full timeout,44,44
154,2,6:32.0,D. Fox enters the game for J. Jackson,,44,44
155,2,6:15.0,,J. O'Bryant makes 2-pt layup from 1 ft (assist by F. Kaminsky),44,46
156,2,5:58.0,D. Fox misses 2-pt layup from 3 ft,,44,46
157,2,5:56.0,,Defensive rebound by K. Walker,44,46
158,2,5:49.0,,F. Kaminsky misses 2-pt layup from 2 ft,44,46
159,2,5:47.0,,Offensive rebound by J. O'Bryant,44,46
160,2,5:43.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),44,49
161,2,5:22.0,Personal foul by M. Carter-Williams (drawn by B. Hield),,44,49
162,2,5:22.0,,N. Batum enters the game for M. Carter-Williams,44,49
163,2,5:22.0,B. Bogdanović enters the game for G. Papagiannis,,44,49
164,2,5:22.0,K. Koufos enters the game for B. Hield,,44,49
165,2,5:08.0,D. Fox makes 3-pt jump shot from 24 ft (assist by K. Koufos),,47,49
166,2,4:51.0,,Shooting foul by B. Bogdanović (drawn by K. Walker),47,49
167,2,4:51.0,,K. Walker makes free throw 1 of 2,47,50
168,2,4:51.0,,D. Howard enters the game for J. Lamb,47,50
169,2,4:51.0,,M. Williams enters the game for J. O'Bryant,47,50
170,2,4:51.0,,T. Graham enters the game for F. Kaminsky,47,50
171,2,4:51.0,,K. Walker makes free throw 2 of 2,47,51
172,2,4:36.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,47,51
173,2,4:33.0,,Defensive rebound by K. Walker,47,51
174,2,4:29.0,,K. Walker makes 3-pt jump shot from 25 ft,47,54
175,2,4:19.0,Personal foul by D. Howard (drawn by D. Fox),,47,54
176,2,4:19.0,J. Jackson enters the game for G. Hill,,47,54
177,2,4:19.0,V. Carter enters the game for B. Bogdanović,,47,54
178,2,4:09.0,J. Jackson makes 2-pt jump shot from 1 ft,,49,54
179,2,4:09.0,,Violation by D. Howard (def goaltending),49,54
180,2,3:54.0,,K. Walker misses 2-pt jump shot from 18 ft,49,54
181,2,3:51.0,Defensive rebound by K. Koufos,,49,54
182,2,3:41.0,W. Cauley-Stein misses 2-pt hook shot from 9 ft,,49,54
183,2,3:39.0,,Defensive rebound by M. Williams,49,54
184,2,3:31.0,,N. Batum makes 2-pt jump shot from 16 ft,49,56
185,2,3:18.0,D. Fox makes 2-pt jump shot from 16 ft,,51,56
186,2,2:59.0,,N. Batum misses 3-pt jump shot from 25 ft,51,56
187,2,2:55.0,Defensive rebound by W. Cauley-Stein,,51,56
188,2,2:47.0,W. Cauley-Stein makes 2-pt jump shot from 19 ft (assist by D. Fox),,53,56
189,2,2:29.0,,N. Batum makes 2-pt jump shot from 13 ft,53,58
190,2,2:29.0,,Shooting foul by J. Jackson (drawn by N. Batum),53,58
191,2,2:29.0,Sacramento full timeout,,53,58
192,2,2:29.0,,N. Batum makes free throw 1 of 1,53,59
193,2,2:14.0,D. Fox misses 3-pt jump shot from 25 ft,,53,59
194,2,2:11.0,Offensive rebound by K. Koufos,,53,59
195,2,1:57.0,K. Koufos makes 2-pt jump shot from 9 ft (assist by D. Fox),,55,59
196,2,1:43.0,,Turnover by N. Batum (bad pass; steal by K. Koufos),55,59
197,2,1:30.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,55,59
198,2,1:28.0,,Defensive rebound by N. Batum,55,59
199,2,1:18.0,,M. Williams makes 3-pt jump shot from 28 ft (assist by N. Batum),55,62
200,2,0:52.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,55,62
201,2,0:48.0,Offensive rebound by K. Koufos,,55,62
202,2,0:48.0,K. Koufos misses 2-pt layup at rim,,55,62
203,2,0:48.0,,Defensive rebound by D. Howard,55,62
204,2,0:44.0,,T. Graham makes 3-pt jump shot from 24 ft (assist by D. Howard),55,65
205,2,0:34.0,D. Fox misses 2-pt jump shot from 18 ft,,55,65
206,2,0:34.0,,Defensive rebound by D. Howard,55,65
207,2,0:08.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by K. Walker),55,67
208,2,0:00.0,W. Cauley-Stein misses 3-pt jump shot from 25 ft,,55,67
209,2,0:00.0,Offensive rebound by Team,,55,67
210,3,11:43.0,B. Bogdanović misses 2-pt jump shot from 3 ft,,55,67
211,3,11:41.0,,Defensive rebound by D. Howard,55,67
212,3,11:31.0,,M. Williams misses 2-pt layup at rim,55,67
213,3,11:31.0,,Offensive rebound by D. Howard,55,67
214,3,11:31.0,,Shooting foul by V. Carter (drawn by D. Howard),55,67
215,3,11:31.0,,D. Howard misses free throw 1 of 2,55,67
216,3,11:31.0,,Offensive rebound by Team,55,67
217,3,11:31.0,,D. Howard makes free throw 2 of 2,55,68
218,3,11:12.0,V. Carter makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,58,68
219,3,10:44.0,,K. Walker misses 2-pt jump shot from 17 ft (block by V. Carter),58,68
220,3,10:44.0,,Offensive rebound by Team,58,68
221,3,10:44.0,,Turnover by Team (shot clock),58,68
222,3,10:32.0,Offensive foul by K. Koufos (drawn by K. Walker),,58,68
223,3,10:32.0,Turnover by K. Koufos (offensive foul),,58,68
224,3,10:17.0,,Offensive foul by M. Williams (drawn by W. Cauley-Stein),58,68
225,3,10:17.0,,Turnover by M. Williams (offensive foul),58,68
226,3,10:07.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,58,68
227,3,10:03.0,,Defensive rebound by K. Walker,58,68
228,3,9:56.0,,Turnover by K. Walker (bad pass; steal by K. Koufos),58,68
229,3,9:52.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,58,68
230,3,9:50.0,,Defensive rebound by M. Williams,58,68
231,3,9:41.0,,D. Howard misses 2-pt hook shot from 5 ft,58,68
232,3,9:39.0,Defensive rebound by D. Fox,,58,68
233,3,9:34.0,D. Fox misses 2-pt layup from 2 ft (block by D. Howard),,58,68
234,3,9:34.0,,Defensive rebound by Team,58,68
235,3,9:21.0,,K. Walker misses 3-pt jump shot from 25 ft,58,68
236,3,9:18.0,Defensive rebound by W. Cauley-Stein,,58,68
237,3,9:12.0,K. Koufos misses 2-pt layup from 2 ft,,58,68
238,3,9:07.0,Offensive rebound by K. Koufos,,58,68
239,3,9:07.0,K. Koufos makes 2-pt layup at rim,,60,68
240,3,8:49.0,,N. Batum makes 2-pt layup from 4 ft,60,70
241,3,8:30.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by D. Howard),,60,70
242,3,8:27.0,,Defensive rebound by D. Howard,60,70
243,3,8:13.0,,N. Batum misses 3-pt jump shot from 25 ft,60,70
244,3,8:10.0,Defensive rebound by V. Carter,,60,70
245,3,8:03.0,B. Bogdanović misses 2-pt layup from 2 ft (block by D. Howard),,60,70
246,3,8:00.0,,Defensive rebound by T. Graham,60,70
247,3,7:57.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by T. Graham),60,73
248,3,7:56.0,Sacramento full timeout,,60,73
249,3,7:56.0,S. Labissière enters the game for K. Koufos,,60,73
250,3,7:31.0,D. Fox makes 2-pt jump shot from 9 ft,,62,73
251,3,7:05.0,,K. Walker misses 2-pt layup from 3 ft (block by V. Carter),62,73
252,3,7:03.0,,Offensive rebound by Team,62,73
253,3,7:03.0,,Turnover by Team (shot clock),62,73
254,3,6:51.0,W. Cauley-Stein misses 2-pt layup from 6 ft (block by D. Howard),,62,73
255,3,6:51.0,Offensive rebound by W. Cauley-Stein,,62,73
256,3,6:45.0,W. Cauley-Stein makes 2-pt dunk from 1 ft,,64,73
257,3,6:30.0,,K. Walker misses 3-pt jump shot from 23 ft,64,73
258,3,6:30.0,Defensive rebound by S. Labissière,,64,73
259,3,6:25.0,D. Fox misses 2-pt layup from 3 ft (block by K. Walker),,64,73
260,3,6:25.0,,Defensive rebound by Team,64,73
261,3,6:14.0,,Turnover by K. Walker (bad pass; steal by B. Bogdanović),64,73
262,3,5:57.0,Def 3 sec tech foul by D. Howard,,64,73
263,3,5:57.0,B. Bogdanović makes technical free throw,,65,73
264,3,5:47.0,Shooting foul by M. Williams (drawn by W. Cauley-Stein),,65,73
265,3,5:47.0,W. Cauley-Stein misses free throw 1 of 2,,65,73
266,3,5:47.0,Offensive rebound by Team,,65,73
267,3,5:47.0,W. Cauley-Stein makes free throw 2 of 2,,66,73
268,3,5:31.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),66,76
269,3,5:16.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,66,76
270,3,5:14.0,,Defensive rebound by D. Howard,66,76
271,3,5:09.0,,K. Walker misses 3-pt jump shot from 25 ft,66,76
272,3,5:05.0,Defensive rebound by V. Carter,,66,76
273,3,4:59.0,Shooting foul by D. Howard (drawn by S. Labissière),,66,76
274,3,4:59.0,S. Labissière misses free throw 1 of 2,,66,76
275,3,4:59.0,Offensive rebound by Team,,66,76
276,3,4:59.0,J. Jackson enters the game for V. Carter,,66,76
277,3,4:59.0,S. Labissière makes free throw 2 of 2,,67,76
278,3,4:45.0,,Offensive foul by D. Howard,67,76
279,3,4:45.0,,Turnover by D. Howard (offensive foul),67,76
280,3,4:45.0,,Technical foul by D. Howard,67,76
281,3,4:45.0,B. Bogdanović makes technical free throw,,68,76
282,3,4:28.0,W. Cauley-Stein misses 2-pt layup from 6 ft,,68,76
283,3,4:26.0,,Defensive rebound by D. Howard,68,76
284,3,4:15.0,,M. Williams makes 2-pt dunk from 1 ft (assist by K. Walker),68,78
285,3,3:57.0,B. Bogdanović misses 2-pt jump shot from 21 ft,,68,78
286,3,3:53.0,,Defensive rebound by N. Batum,68,78
287,3,3:46.0,,N. Batum misses 2-pt jump shot from 16 ft,68,78
288,3,3:43.0,,Offensive rebound by T. Graham,68,78
289,3,3:43.0,,T. Graham misses 2-pt layup at rim,68,78
290,3,3:43.0,Defensive rebound by Team,,68,78
291,3,3:43.0,,F. Kaminsky enters the game for M. Williams,68,78
292,3,3:43.0,,J. Lamb enters the game for T. Graham,68,78
293,3,3:43.0,B. Hield enters the game for D. Fox,,68,78
294,3,3:43.0,G. Hill enters the game for B. Bogdanović,,68,78
295,3,3:32.0,S. Labissière misses 3-pt jump shot from 25 ft,,68,78
296,3,3:27.0,,Defensive rebound by D. Howard,68,78
297,3,3:17.0,,Shooting foul by G. Hill (drawn by D. Howard),68,78
298,3,3:17.0,,D. Howard misses free throw 1 of 2,68,78
299,3,3:17.0,,Offensive rebound by Team,68,78
300,3,3:17.0,,D. Howard makes free throw 2 of 2,68,79
301,3,2:59.0,J. Jackson misses 2-pt jump shot from 18 ft,,68,79
302,3,2:55.0,,Defensive rebound by K. Walker,68,79
303,3,2:50.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),68,82
304,3,2:48.0,Sacramento full timeout,,68,82
305,3,2:35.0,S. Labissière makes 2-pt hook shot from 4 ft,,70,82
306,3,2:35.0,,Violation by D. Howard (def goaltending),70,82
307,3,2:28.0,,Offensive foul by D. Howard (drawn by G. Hill),70,82
308,3,2:28.0,,Turnover by D. Howard (offensive foul),70,82
309,3,2:12.0,B. Hield misses 2-pt layup from 2 ft (block by D. Howard),,70,82
310,3,2:08.0,,Defensive rebound by J. Lamb,70,82
311,3,2:02.0,,J. Lamb misses 2-pt jump shot from 18 ft,70,82
312,3,2:01.0,,Offensive rebound by Team,70,82
313,3,2:01.0,Loose ball foul by S. Labissière (drawn by D. Howard),,70,82
314,3,2:01.0,,J. O'Bryant enters the game for D. Howard,70,82
315,3,1:56.0,,J. Lamb makes 2-pt dunk at rim (assist by N. Batum),70,84
316,3,1:50.0,S. Labissière makes 2-pt layup from 2 ft,,72,84
317,3,1:50.0,Shooting foul by J. O'Bryant (drawn by S. Labissière),,72,84
318,3,1:50.0,,M. Carter-Williams enters the game for N. Batum,72,84
319,3,1:50.0,S. Labissière makes free throw 1 of 1,,73,84
320,3,1:31.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by J. Lamb),73,86
321,3,1:23.0,Offensive foul by S. Labissière (drawn by M. Carter-Williams),,73,86
322,3,1:23.0,Turnover by S. Labissière (offensive foul),,73,86
323,3,1:23.0,G. Papagiannis enters the game for W. Cauley-Stein,,73,86
324,3,1:08.0,,J. O'Bryant makes 3-pt jump shot from 27 ft (assist by K. Walker),73,89
325,3,0:43.0,Turnover by Team (shot clock),,73,89
326,3,0:43.0,,Personal foul by G. Hill (drawn by K. Walker),73,89
327,3,0:35.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by K. Walker),73,92
328,3,0:21.0,G. Papagiannis makes 2-pt jump shot from 9 ft (assist by G. Hill),,75,92
329,3,0:00.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,75,92
330,3,0:00.0,,Offensive rebound by Team,75,92
331,4,11:49.0,,K. Walker misses 3-pt jump shot from 26 ft,75,92
332,4,11:45.0,Defensive rebound by J. Jackson,,75,92
333,4,11:32.0,S. Labissière misses 2-pt jump shot from 16 ft,,75,92
334,4,11:27.0,,Defensive rebound by J. Lamb,75,92
335,4,11:23.0,,Personal foul by J. Jackson (drawn by J. Lamb),75,92
336,4,11:05.0,,K. Walker misses 3-pt jump shot from 25 ft,75,92
337,4,11:01.0,,Offensive rebound by F. Kaminsky,75,92
338,4,10:52.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by J. O'Bryant),75,95
339,4,10:41.0,G. Papagiannis makes 2-pt jump shot from 19 ft (assist by G. Hill),,77,95
340,4,10:22.0,,J. O'Bryant misses 2-pt jump shot from 13 ft,77,95
341,4,10:19.0,Defensive rebound by B. Hield,,77,95
342,4,10:00.0,J. Jackson misses 2-pt jump shot from 17 ft,,77,95
343,4,9:57.0,,Defensive rebound by J. O'Bryant,77,95
344,4,9:51.0,,J. O'Bryant misses 3-pt jump shot from 24 ft,77,95
345,4,9:47.0,Defensive rebound by B. Hield,,77,95
346,4,9:43.0,J. Jackson makes 2-pt dunk at rim (assist by B. Hield),,79,95
347,4,9:29.0,,Turnover by K. Walker (lost ball; steal by G. Hill),79,95
348,4,9:25.0,Shooting foul by F. Kaminsky (drawn by B. Hield),,79,95
349,4,9:25.0,B. Hield makes free throw 1 of 2,,80,95
350,4,9:25.0,B. Hield makes free throw 2 of 2,,81,95
351,4,9:10.0,,J. O'Bryant misses 2-pt layup from 1 ft,81,95
352,4,9:08.0,Defensive rebound by B. Hield,,81,95
353,4,9:00.0,G. Papagiannis misses 2-pt layup from 3 ft (block by K. Walker),,81,95
354,4,8:54.0,,Defensive rebound by K. Walker,81,95
355,4,8:52.0,,K. Walker misses 2-pt layup from 1 ft,81,95
356,4,8:47.0,,Offensive rebound by M. Carter-Williams,81,95
357,4,8:47.0,,M. Carter-Williams makes 2-pt layup at rim,81,97
358,4,8:34.0,G. Papagiannis misses 2-pt jump shot from 2 ft,,81,97
359,4,8:32.0,,Defensive rebound by K. Walker,81,97
360,4,8:21.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,81,97
361,4,8:17.0,,Offensive rebound by M. Carter-Williams,81,97
362,4,8:15.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,81,97
363,4,8:15.0,Defensive rebound by G. Papagiannis,,81,97
364,4,8:15.0,Sacramento full timeout,,81,97
365,4,8:15.0,,N. Batum enters the game for J. O'Bryant,81,97
366,4,8:15.0,,M. Williams enters the game for K. Walker,81,97
367,4,8:15.0,D. Fox enters the game for G. Hill,,81,97
368,4,8:15.0,W. Cauley-Stein enters the game for J. Jackson,,81,97
369,4,8:15.0,B. Bogdanović enters the game for G. Papagiannis,,81,97
370,4,7:52.0,W. Cauley-Stein misses 2-pt jump shot from 9 ft,,81,97
371,4,7:49.0,,Defensive rebound by F. Kaminsky,81,97
372,4,7:32.0,,Turnover by N. Batum (bad pass; steal by D. Fox),81,97
373,4,7:22.0,D. Fox makes 2-pt layup from 1 ft,,83,97
374,4,7:22.0,Shooting foul by M. Carter-Williams (drawn by D. Fox),,83,97
375,4,7:22.0,D. Fox makes free throw 1 of 1,,84,97
376,4,7:13.0,,Personal foul by D. Fox (drawn by M. Carter-Williams),84,97
377,4,7:01.0,,M. Carter-Williams makes 2-pt layup from 7 ft,84,99
378,4,6:48.0,S. Labissière makes 2-pt hook shot from 7 ft (assist by W. Cauley-Stein),,86,99
379,4,6:31.0,,J. Lamb misses 2-pt jump shot from 8 ft,86,99
