,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
387,4,3:39.0,,B. Forbes makes 3-pt jump shot from 25 ft,66,104
388,4,3:21.0,K. Birch makes 2-pt jump shot from 7 ft,,68,104
389,4,2:55.0,,J. Lauvergne misses 2-pt hook shot from 8 ft,68,104
390,4,2:55.0,Defensive rebound by M. Speights,,68,104
391,4,2:47.0,W. Iwundu misses 2-pt jump shot from 15 ft,,68,104
392,4,2:47.0,,Defensive rebound by J. Lauvergne,68,104
393,4,2:31.0,,J. Lauvergne makes 2-pt hook shot from 8 ft (assist by D. Bertāns),68,106
394,4,2:14.0,W. Iwundu makes 2-pt jump shot from 20 ft (assist by A. Afflalo),,70,106
395,4,1:57.0,,D. Murray misses 2-pt jump shot from 14 ft,70,106
396,4,1:54.0,Defensive rebound by K. Birch,,70,106
397,4,1:43.0,A. Afflalo makes 2-pt jump shot from 12 ft,,72,106
398,4,1:27.0,,Turnover by B. Paul (step out of bounds),72,106
399,4,1:15.0,A. Afflalo misses 2-pt jump shot from 15 ft,,72,106
400,4,1:11.0,,Defensive rebound by D. Bertāns,72,106
401,4,1:04.0,,Turnover by D. Bertāns (bad pass; steal by K. Birch),72,106
402,4,1:00.0,Turnover by R. Purvis (lost ball; steal by B. Forbes),,72,106
403,4,0:55.0,,J. Lauvergne misses 2-pt hook shot from 1 ft,72,106
404,4,0:54.0,,Offensive rebound by J. Lauvergne,72,106
405,4,0:54.0,,J. Lauvergne makes 2-pt layup from 1 ft,72,108
406,4,0:37.0,M. Speights misses 2-pt jump shot from 15 ft,,72,108
407,4,0:37.0,,Defensive rebound by D. Murray,72,108
408,4,0:29.0,,Turnover by D. Murray (out of bounds lost ball),72,108
409,4,0:12.0,W. Iwundu misses 2-pt layup from 2 ft,,72,108
410,4,0:09.0,Offensive rebound by K. Birch,,72,108
411,4,0:07.0,K. Birch misses 2-pt layup from 2 ft (block by B. Paul),,72,108
412,4,0:07.0,,Defensive rebound by J. Lauvergne,72,108
