,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MINNESOTA_ACTION,PHILADELPHIA_SCORE,MINNESOTA_SCORE
387,4,5:53.0,J. Redick makes 3-pt jump shot from 24 ft (assist by T. Booker),,80,86
388,4,5:37.0,,K. Towns misses 3-pt jump shot from 24 ft,80,86
389,4,5:34.0,,Offensive rebound by J. Butler,80,86
390,4,5:27.0,,J. Teague makes 2-pt jump shot from 15 ft,80,88
391,4,5:09.0,J. Redick makes 2-pt jump shot from 22 ft (assist by T. Booker),,82,88
392,4,4:51.0,,Turnover by J. Teague (bad pass; steal by B. Simmons),82,88
393,4,4:48.0,J. Redick misses 3-pt jump shot from 23 ft,,82,88
394,4,4:44.0,Offensive rebound by T. Booker,,82,88
395,4,4:38.0,J. Embiid makes 2-pt layup from 1 ft (assist by T. Booker),,84,88
396,4,4:31.0,,Minnesota full timeout,84,88
397,4,4:31.0,,A. Wiggins enters the game for J. Crawford,84,88
398,4,4:31.0,R. Holmes enters the game for T. Booker,,84,88
399,4,4:26.0,,Offensive foul by J. Butler (drawn by R. Holmes),84,88
400,4,4:26.0,,Turnover by J. Butler (offensive foul),84,88
401,4,4:12.0,Turnover by B. Simmons (bad pass; steal by T. Gibson),,84,88
402,4,3:51.0,,J. Teague misses 2-pt jump shot from 15 ft,84,88
403,4,3:50.0,,Offensive rebound by T. Gibson,84,88
404,4,3:50.0,,Shooting foul by J. Embiid (drawn by T. Gibson),84,88
405,4,3:50.0,,T. Gibson misses free throw 1 of 2,84,88
406,4,3:50.0,,Offensive rebound by Team,84,88
407,4,3:50.0,,T. Gibson misses free throw 2 of 2,84,88
408,4,3:48.0,Defensive rebound by J. Embiid,,84,88
409,4,3:28.0,Turnover by J. Embiid (bad pass; steal by J. Butler),,84,88
410,4,3:22.0,,J. Butler makes 2-pt dunk at rim,84,90
411,4,3:22.0,Philadelphia full timeout,,84,90
412,4,3:08.0,Def 3 sec tech foul by T. Gibson,,84,90
413,4,3:08.0,J. Redick makes technical free throw,,85,90
414,4,3:02.0,J. Embiid misses 2-pt jump shot from 9 ft,,85,90
415,4,2:59.0,Offensive rebound by D. Šarić,,85,90
416,4,2:48.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Embiid),,88,90
417,4,2:25.0,,J. Butler misses 2-pt jump shot from 15 ft,88,90
418,4,2:22.0,Defensive rebound by J. Embiid,,88,90
419,4,2:17.0,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),,90,90
420,4,2:17.0,Shooting foul by T. Gibson (drawn by R. Holmes),,90,90
421,4,2:17.0,R. Holmes makes free throw 1 of 1,,91,90
422,4,2:05.0,,A. Wiggins makes 2-pt jump shot from 19 ft,91,92
423,4,1:45.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Embiid),,94,92
424,4,1:34.0,,J. Teague makes 2-pt jump shot from 7 ft,94,94
425,4,1:17.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Embiid),,96,94
426,4,1:13.0,,Minnesota full timeout,96,94
427,4,1:04.0,,A. Wiggins misses 3-pt jump shot from 23 ft,96,94
428,4,1:02.0,,Offensive rebound by T. Gibson,96,94
429,4,1:01.0,,J. Butler misses 3-pt jump shot from 24 ft,96,94
430,4,1:01.0,,Offensive rebound by A. Wiggins,96,94
431,4,0:56.0,,A. Wiggins misses 2-pt layup at rim,96,94
432,4,0:56.0,,Offensive rebound by A. Wiggins,96,94
433,4,0:47.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by A. Wiggins),96,97
434,4,0:32.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Redick),,98,97
435,4,0:32.0,Shooting foul by T. Gibson (drawn by B. Simmons),,98,97
436,4,0:32.0,B. Simmons misses free throw 1 of 1,,98,97
437,4,0:30.0,,Defensive rebound by K. Towns,98,97
438,4,0:17.0,,J. Butler makes 3-pt jump shot from 25 ft,98,100
439,4,0:16.0,Philadelphia full timeout,,98,100
440,4,0:14.0,Shooting foul by K. Towns (drawn by J. Embiid),,98,100
441,4,0:14.0,J. Embiid makes free throw 1 of 2,,99,100
442,4,0:14.0,J. Embiid makes free throw 2 of 2,,100,100
443,4,0:01.0,,J. Butler misses 2-pt jump shot from 19 ft,100,100
444,4,0:01.0,Defensive rebound by J. Embiid,,100,100
445,1OT,4:35.0,,J. Teague misses 2-pt jump shot from 13 ft,100,100
446,1OT,4:32.0,Defensive rebound by B. Simmons,,100,100
447,1OT,4:27.0,Shooting foul by T. Gibson (drawn by D. Šarić),,100,100
448,1OT,4:27.0,,G. Dieng enters the game for T. Gibson,100,100
449,1OT,4:27.0,D. Šarić makes free throw 1 of 2,,101,100
450,1OT,4:27.0,D. Šarić misses free throw 2 of 2,,101,100
451,1OT,4:25.0,,Defensive rebound by G. Dieng,101,100
452,1OT,4:22.0,,Personal foul by R. Holmes (drawn by J. Teague),101,100
453,1OT,4:04.0,,J. Butler misses 2-pt layup from 1 ft,101,100
454,1OT,4:03.0,,Offensive rebound by K. Towns,101,100
455,1OT,4:01.0,,K. Towns misses 2-pt layup at rim,101,100
456,1OT,4:01.0,Defensive rebound by R. Holmes,,101,100
457,1OT,3:50.0,J. Embiid makes 2-pt jump shot from 18 ft,,103,100
458,1OT,3:28.0,,K. Towns misses 3-pt jump shot from 24 ft,103,100
459,1OT,3:25.0,Defensive rebound by B. Simmons,,103,100
460,1OT,3:08.0,Personal foul by J. Teague (drawn by B. Simmons),,103,100
461,1OT,3:02.0,Shooting foul by J. Teague (drawn by J. Redick),,103,100
462,1OT,3:02.0,J. Redick makes free throw 1 of 3,,104,100
463,1OT,3:02.0,J. Redick makes free throw 2 of 3,,105,100
464,1OT,3:02.0,J. Redick makes free throw 3 of 3,,106,100
465,1OT,2:49.0,,A. Wiggins makes 2-pt jump shot from 15 ft,106,102
466,1OT,2:32.0,B. Simmons misses 2-pt layup from 1 ft,,106,102
467,1OT,2:30.0,,Defensive rebound by G. Dieng,106,102
468,1OT,2:19.0,,J. Butler misses 2-pt jump shot from 13 ft,106,102
469,1OT,2:16.0,Defensive rebound by R. Holmes,,106,102
470,1OT,2:03.0,B. Simmons makes 2-pt dunk from 2 ft (assist by J. Embiid),,108,102
471,1OT,1:58.0,,Minnesota full timeout,108,102
472,1OT,1:56.0,,Shooting foul by R. Holmes (drawn by K. Towns),108,102
473,1OT,1:56.0,,K. Towns makes free throw 1 of 2,108,103
474,1OT,1:56.0,,K. Towns makes free throw 2 of 2,108,104
475,1OT,1:39.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by J. Redick),,111,104
476,1OT,1:22.0,,J. Teague misses 3-pt jump shot from 25 ft,111,104
477,1OT,1:20.0,,Offensive rebound by G. Dieng,111,104
478,1OT,1:12.0,,K. Towns misses 2-pt layup at rim,111,104
479,1OT,1:08.0,Defensive rebound by J. Embiid,,111,104
480,1OT,1:07.0,Personal take foul by A. Wiggins (drawn by B. Simmons),,111,104
481,1OT,1:07.0,B. Simmons makes free throw 1 of 2,,112,104
482,1OT,1:07.0,B. Simmons misses free throw 2 of 2,,112,104
483,1OT,1:05.0,,Defensive rebound by K. Towns,112,104
484,1OT,0:59.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by G. Dieng),112,107
485,1OT,0:54.0,Philadelphia full timeout,,112,107
486,1OT,0:54.0,Philadelphia full timeout,,112,107
487,1OT,0:54.0,T. McConnell enters the game for R. Holmes,,112,107
488,1OT,0:49.0,Personal take foul by A. Wiggins (drawn by J. Embiid),,112,107
489,1OT,0:49.0,J. Embiid makes free throw 1 of 2,,113,107
490,1OT,0:49.0,J. Embiid makes free throw 2 of 2,,114,107
491,1OT,0:41.0,,Offensive foul by K. Towns (drawn by D. Šarić),114,107
492,1OT,0:41.0,,Turnover by K. Towns (offensive foul),114,107
493,1OT,0:39.0,Personal take foul by J. Teague (drawn by J. Redick),,114,107
494,1OT,0:39.0,J. Redick makes free throw 1 of 2,,115,107
495,1OT,0:39.0,R. Holmes enters the game for J. Embiid,,115,107
496,1OT,0:39.0,J. Redick makes free throw 2 of 2,,116,107
497,1OT,0:39.0,,Minnesota full timeout,116,107
498,1OT,0:39.0,,Turnover by A. Wiggins (bad pass),116,107
499,1OT,0:15.0,Turnover by Team (shot clock),,116,107
500,1OT,0:11.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by K. Towns),116,110
501,1OT,0:09.0,Personal take foul by K. Towns (drawn by J. Redick),,116,110
502,1OT,0:09.0,J. Redick makes free throw 1 of 2,,117,110
503,1OT,0:09.0,J. Redick makes free throw 2 of 2,,118,110
504,1OT,0:02.0,,J. Butler misses 3-pt jump shot from 25 ft,118,110
505,1OT,0:00.0,,Offensive rebound by K. Towns,118,110
506,1OT,0:00.0,,K. Towns makes 2-pt jump shot from 3 ft,118,112
