,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
386,4,6:50.0,,Defensive rebound by D. Sabonis,88,109
387,4,6:36.0,,C. Joseph misses 3-pt jump shot from 23 ft,88,109
388,4,6:33.0,,Offensive rebound by T. Young,88,109
389,4,6:32.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),88,112
390,4,6:16.0,Turnover by Z. Pachulia (bad pass; steal by V. Oladipo),,88,112
391,4,6:13.0,,V. Oladipo makes 2-pt dunk at rim,88,114
392,4,5:53.0,Q. Cook makes 2-pt jump shot from 20 ft (assist by J. Bell),,90,114
393,4,5:36.0,,Turnover by C. Joseph (step out of bounds),90,114
394,4,5:19.0,K. Looney makes 2-pt layup at rim,,92,114
395,4,4:54.0,,D. Sabonis makes 3-pt jump shot from 23 ft (assist by C. Joseph),92,117
396,4,4:33.0,J. Bell makes 2-pt layup from 1 ft (assist by Q. Cook),,94,117
397,4,4:10.0,,V. Oladipo makes 2-pt layup from 2 ft,94,119
398,4,3:59.0,Personal foul by T. Young (drawn by N. Young),,94,119
399,4,3:59.0,,J. Young enters the game for V. Oladipo,94,119
400,4,3:59.0,,T. Booker enters the game for T. Young,94,119
401,4,3:55.0,Shooting foul by D. Sabonis (drawn by Z. Pachulia),,94,119
402,4,3:55.0,Z. Pachulia makes free throw 1 of 2,,95,119
403,4,3:55.0,,G. Robinson enters the game for B. Bogdanović,95,119
404,4,3:55.0,Z. Pachulia misses free throw 2 of 2,,95,119
405,4,3:55.0,,Defensive rebound by D. Sabonis,95,119
406,4,3:40.0,,T. Booker misses 2-pt jump shot from 10 ft,95,119
407,4,3:37.0,Defensive rebound by J. Bell,,95,119
408,4,3:32.0,Personal foul by D. Sabonis (drawn by Z. Pachulia),,95,119
409,4,3:27.0,Q. Cook makes 2-pt layup from 1 ft (assist by J. Bell),,97,119
410,4,3:06.0,,G. Robinson misses 3-pt jump shot from 25 ft,97,119
411,4,3:03.0,Defensive rebound by Z. Pachulia,,97,119
412,4,3:03.0,,T. Leaf enters the game for D. Sabonis,97,119
413,4,2:51.0,Q. Cook makes 3-pt jump shot from 25 ft,,100,119
414,4,2:33.0,,J. Young misses 2-pt jump shot from 17 ft,100,119
415,4,2:31.0,,Offensive rebound by T. Booker,100,119
416,4,2:30.0,,T. Booker makes 2-pt layup from 1 ft,100,121
417,4,2:26.0,Personal foul by T. Booker (drawn by Z. Pachulia),,100,121
418,4,2:26.0,Z. Pachulia makes free throw 1 of 2,,101,121
419,4,2:26.0,Z. Pachulia makes free throw 2 of 2,,102,121
420,4,2:10.0,,J. Young makes 2-pt dunk at rim,102,123
421,4,1:53.0,Turnover by Q. Cook (bad pass; steal by G. Robinson),,102,123
422,4,1:36.0,Offensive charge foul by J. Young (drawn by Z. Pachulia),,102,123
423,4,1:36.0,,Turnover by J. Young (offensive foul),102,123
424,4,1:23.0,Z. Pachulia makes 2-pt jump shot from 6 ft,,104,123
425,4,1:05.0,,J. Young makes 3-pt jump shot from 27 ft (assist by G. Robinson),104,126
426,4,0:52.0,Q. Cook makes 2-pt jump shot from 22 ft,,106,126
427,4,0:29.0,,T. Booker misses 3-pt jump shot from 26 ft,106,126
428,4,0:25.0,Defensive rebound by N. Young,,106,126
429,4,0:17.0,Q. Cook misses 3-pt jump shot from 27 ft,,106,126
430,4,0:13.0,,Defensive rebound by T. Leaf,106,126
