,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
40,1,6:34.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),8,15
41,1,6:34.0,,Away from play foul by D. Howard (drawn by M. Gortat),8,15
42,1,6:34.0,,M. Gortat makes free throw 1 of 1,8,16
43,1,6:34.0,,Washington full timeout,8,16
44,1,6:15.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft,,10,16
45,1,5:54.0,,Turnover by M. Gortat (bad pass; steal by M. Kidd-Gilchrist),10,16
46,1,5:45.0,D. Howard makes 2-pt hook shot from 8 ft (assist by N. Batum),,12,16
47,1,5:22.0,,M. Morris misses 3-pt jump shot from 23 ft,12,16
48,1,5:18.0,,Offensive rebound by M. Gortat,12,16
49,1,5:16.0,,J. Wall misses 2-pt jump shot from 20 ft,12,16
50,1,5:13.0,Defensive rebound by D. Howard,,12,16
51,1,5:09.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,15,16
52,1,4:53.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),15,19
53,1,4:40.0,Shooting foul by O. Porter (drawn by N. Batum),,15,19
54,1,4:40.0,N. Batum makes free throw 1 of 2,,16,19
55,1,4:40.0,,K. Oubre enters the game for O. Porter,16,19
56,1,4:40.0,N. Batum makes free throw 2 of 2,,17,19
57,1,4:23.0,,K. Oubre misses 3-pt jump shot from 25 ft,17,19
58,1,4:19.0,,Offensive rebound by M. Morris,17,19
59,1,4:15.0,,B. Beal misses 2-pt jump shot from 13 ft,17,19
60,1,4:14.0,,Offensive rebound by M. Gortat,17,19
61,1,4:07.0,,J. Wall makes 2-pt jump shot from 17 ft,17,21
62,1,3:52.0,Shooting foul by M. Gortat (drawn by M. Williams),,17,21
63,1,3:52.0,M. Williams makes free throw 1 of 2,,18,21
64,1,3:52.0,,I. Mahinmi enters the game for M. Gortat,18,21
65,1,3:52.0,M. Williams makes free throw 2 of 2,,19,21
66,1,3:43.0,,Turnover by M. Morris (out of bounds lost ball),19,21
67,1,3:43.0,F. Kaminsky enters the game for M. Williams,,19,21
68,1,3:29.0,F. Kaminsky misses 2-pt jump shot from 16 ft,,19,21
69,1,3:26.0,,Defensive rebound by I. Mahinmi,19,21
70,1,3:07.0,,K. Oubre misses 2-pt jump shot from 12 ft,19,21
71,1,3:06.0,,Offensive rebound by I. Mahinmi,19,21
72,1,3:06.0,,Shooting foul by M. Kidd-Gilchrist (drawn by I. Mahinmi),19,21
73,1,3:06.0,,I. Mahinmi makes free throw 1 of 2,19,22
74,1,3:06.0,,T. Satoranský enters the game for J. Wall,19,22
75,1,3:06.0,D. Bacon enters the game for M. Kidd-Gilchrist,,19,22
76,1,3:06.0,,I. Mahinmi misses free throw 2 of 2,19,22
77,1,3:04.0,Defensive rebound by D. Howard,,19,22
78,1,2:55.0,D. Howard misses 2-pt layup from 6 ft,,19,22
79,1,2:51.0,Offensive rebound by D. Howard,,19,22
80,1,2:51.0,D. Howard makes 2-pt layup from 2 ft,,21,22
81,1,2:37.0,,M. Morris misses 2-pt layup from 6 ft (block by D. Howard),21,22
82,1,2:34.0,Defensive rebound by N. Batum,,21,22
83,1,2:27.0,Turnover by F. Kaminsky (traveling),,21,22
84,1,2:27.0,Charlotte full timeout,,21,22
85,1,2:27.0,,M. Scott enters the game for M. Morris,21,22
86,1,2:27.0,M. Monk enters the game for K. Walker,,21,22
87,1,2:09.0,,T. Satoranský makes 2-pt jump shot from 9 ft,21,24
88,1,1:56.0,Turnover by N. Batum (bad pass; steal by I. Mahinmi),,21,24
89,1,1:47.0,,M. Scott makes 2-pt jump shot from 12 ft (assist by I. Mahinmi),21,26
90,1,1:30.0,W. Hernangómez enters the game for N. Batum,,21,26
91,1,1:30.0,T. Graham enters the game for D. Howard,,21,26
92,1,1:24.0,Personal foul by M. Scott (drawn by W. Hernangómez),,21,26
93,1,1:19.0,M. Monk makes 2-pt layup from 4 ft,,23,26
94,1,1:02.0,,T. Satoranský makes 2-pt layup at rim (assist by I. Mahinmi),23,28
95,1,0:49.0,F. Kaminsky misses 2-pt layup from 4 ft (block by I. Mahinmi),,23,28
96,1,0:49.0,Offensive rebound by W. Hernangómez,,23,28
97,1,0:48.0,W. Hernangómez makes 2-pt layup from 1 ft,,25,28
98,1,0:35.0,,M. Scott misses 2-pt jump shot from 16 ft,25,28
99,1,0:33.0,Defensive rebound by F. Kaminsky,,25,28
100,1,0:26.0,Turnover by M. Monk (bad pass; steal by K. Oubre),,25,28
101,1,0:22.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by K. Oubre),25,30
102,1,0:00.0,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by T. Graham),,27,30
103,2,11:43.0,Turnover by M. Monk (out of bounds lost ball),,27,30
104,2,11:31.0,,K. Oubre misses 2-pt layup from 8 ft,27,30
105,2,11:29.0,Defensive rebound by F. Kaminsky,,27,30
106,2,11:19.0,M. Monk makes 3-pt jump shot from 26 ft (assist by D. Bacon),,30,30
107,2,11:01.0,,Personal foul by W. Hernangómez (drawn by I. Mahinmi),30,30
108,2,10:56.0,,T. Satoranský misses 2-pt jump shot from 11 ft,30,30
109,2,10:52.0,Defensive rebound by F. Kaminsky,,30,30
110,2,10:43.0,M. Monk misses 3-pt jump shot from 25 ft,,30,30
111,2,10:43.0,,Defensive rebound by O. Porter,30,30
112,2,10:22.0,,K. Oubre misses 3-pt jump shot from 26 ft,30,30
113,2,10:18.0,Defensive rebound by W. Hernangómez,,30,30
114,2,9:59.0,F. Kaminsky makes 2-pt jump shot from 10 ft (assist by T. Graham),,32,30
115,2,9:39.0,,K. Oubre misses 3-pt jump shot from 23 ft,32,30
116,2,9:36.0,Defensive rebound by W. Hernangómez,,32,30
117,2,9:30.0,Turnover by M. Monk (bad pass),,32,30
118,2,9:21.0,,Personal foul by T. Graham (drawn by M. Scott),32,30
119,2,9:17.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by T. Satoranský),32,32
120,2,9:03.0,M. Monk misses 2-pt jump shot from 12 ft,,32,32
121,2,9:01.0,Offensive rebound by W. Hernangómez,,32,32
122,2,9:01.0,Shooting foul by K. Oubre (drawn by W. Hernangómez),,32,32
123,2,9:01.0,W. Hernangómez makes free throw 1 of 2,,33,32
124,2,9:01.0,W. Hernangómez makes free throw 2 of 2,,34,32
125,2,8:51.0,,Personal foul by W. Hernangómez (drawn by K. Oubre),34,32
126,2,8:44.0,,K. Oubre makes 2-pt layup at rim (assist by T. Satoranský),34,34
127,2,8:29.0,D. Bacon misses 3-pt jump shot from 25 ft,,34,34
128,2,8:26.0,,Defensive rebound by T. Satoranský,34,34
129,2,8:20.0,,K. Oubre misses 3-pt jump shot from 24 ft,34,34
130,2,8:19.0,,Offensive rebound by I. Mahinmi,34,34
131,2,8:19.0,Loose ball foul by D. Bacon (drawn by M. Scott),,34,34
132,2,8:13.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),34,37
133,2,7:52.0,M. Monk makes 2-pt layup from 2 ft (assist by F. Kaminsky),,36,37
134,2,7:44.0,,Washington full timeout,36,37
135,2,7:44.0,,J. Wall enters the game for I. Mahinmi,36,37
136,2,7:37.0,,M. Scott misses 3-pt jump shot from 25 ft,36,37
137,2,7:33.0,,Offensive rebound by J. Wall,36,37
138,2,7:28.0,,J. Wall makes 2-pt layup at rim,36,39
139,2,7:09.0,W. Hernangómez makes 2-pt dunk from 2 ft (assist by M. Monk),,38,39
140,2,6:56.0,,O. Porter makes 3-pt jump shot from 26 ft,38,42
141,2,6:27.0,W. Hernangómez misses 2-pt jump shot from 18 ft,,38,42
142,2,6:24.0,,Defensive rebound by K. Oubre,38,42
143,2,6:13.0,,K. Oubre misses 2-pt jump shot from 18 ft,38,42
144,2,6:08.0,Defensive rebound by W. Hernangómez,,38,42
145,2,5:57.0,,B. Beal enters the game for K. Oubre,38,42
146,2,5:57.0,K. Walker enters the game for T. Graham,,38,42
147,2,5:53.0,D. Bacon misses 2-pt jump shot from 19 ft,,38,42
148,2,5:49.0,,Defensive rebound by J. Wall,38,42
149,2,5:43.0,,J. Wall misses 2-pt layup from 2 ft,38,42
150,2,5:41.0,Defensive rebound by W. Hernangómez,,38,42
151,2,5:34.0,W. Hernangómez makes 2-pt dunk at rim (assist by D. Bacon),,40,42
152,2,5:32.0,,Washington full timeout,40,42
153,2,5:32.0,D. Howard enters the game for W. Hernangómez,,40,42
154,2,5:32.0,N. Batum enters the game for M. Monk,,40,42
155,2,5:32.0,,M. Gortat enters the game for M. Scott,40,42
156,2,5:21.0,,M. Gortat misses 2-pt jump shot from 12 ft,40,42
157,2,5:17.0,Defensive rebound by F. Kaminsky,,40,42
158,2,5:05.0,D. Howard makes 2-pt hook shot from 5 ft,,42,42
159,2,4:51.0,,O. Porter misses 3-pt jump shot from 24 ft,42,42
160,2,4:48.0,Defensive rebound by N. Batum,,42,42
161,2,4:43.0,Personal foul by T. Satoranský (drawn by N. Batum),,42,42
162,2,4:43.0,M. Williams enters the game for D. Bacon,,42,42
163,2,4:43.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,42,42
164,2,4:29.0,D. Howard makes 2-pt layup from 2 ft,,44,42
165,2,4:18.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),44,45
166,2,3:52.0,Personal foul by M. Gortat (drawn by D. Howard),,44,45
167,2,3:44.0,Personal foul by B. Beal (drawn by D. Howard),,44,45
168,2,3:36.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,44,45
169,2,3:33.0,,Defensive rebound by M. Gortat,44,45
170,2,3:22.0,,J. Wall misses 2-pt jump shot from 17 ft,44,45
171,2,3:18.0,Defensive rebound by M. Williams,,44,45
172,2,3:07.0,M. Williams makes 3-pt jump shot from 28 ft (assist by K. Walker),,47,45
173,2,2:51.0,,B. Beal misses 2-pt jump shot from 17 ft,47,45
174,2,2:47.0,Defensive rebound by M. Williams,,47,45
175,2,2:36.0,D. Howard misses 2-pt jump shot from 16 ft,,47,45
176,2,2:32.0,,Defensive rebound by B. Beal,47,45
177,2,2:17.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by O. Porter),47,47
178,2,2:01.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),,49,47
179,2,1:50.0,,B. Beal misses 3-pt jump shot from 24 ft,49,47
180,2,1:48.0,Defensive rebound by D. Howard,,49,47
181,2,1:44.0,,Offensive charge foul by D. Howard (drawn by M. Gortat),49,47
182,2,1:44.0,Turnover by D. Howard (offensive foul),,49,47
183,2,1:44.0,,K. Oubre enters the game for T. Satoranský,49,47
184,2,1:44.0,D. Bacon enters the game for M. Kidd-Gilchrist,,49,47
185,2,1:26.0,,J. Wall misses 2-pt jump shot from 16 ft,49,47
186,2,1:24.0,Defensive rebound by D. Howard,,49,47
187,2,1:15.0,Turnover by K. Walker (lost ball; steal by B. Beal),,49,47
188,2,1:08.0,,K. Oubre misses 2-pt layup from 7 ft (block by M. Williams),49,47
189,2,1:04.0,,Offensive rebound by O. Porter,49,47
190,2,0:54.0,,Turnover by B. Beal (out of bounds lost ball),49,47
191,2,0:44.0,Shooting foul by B. Beal (drawn by D. Howard),,49,47
192,2,0:44.0,D. Howard makes free throw 1 of 2,,50,47
193,2,0:44.0,,T. Satoranský enters the game for B. Beal,50,47
194,2,0:44.0,D. Howard makes free throw 2 of 2,,51,47
195,2,0:30.0,,M. Gortat misses 2-pt hook shot from 3 ft,51,47
196,2,0:28.0,Defensive rebound by D. Howard,,51,47
197,2,0:17.0,Turnover by D. Bacon (bad pass; steal by M. Gortat),,51,47
198,2,0:03.0,,J. Wall makes 3-pt jump shot from 25 ft,51,50
199,3,11:50.0,K. Walker misses 3-pt jump shot from 24 ft,,51,50
200,3,11:46.0,Offensive rebound by D. Howard,,51,50
201,3,11:44.0,M. Williams misses 3-pt jump shot from 24 ft,,51,50
202,3,11:41.0,,Defensive rebound by B. Beal,51,50
203,3,11:32.0,,O. Porter makes 2-pt jump shot from 8 ft (assist by J. Wall),51,52
204,3,11:32.0,Violation by D. Howard (def goaltending),,51,52
205,3,11:13.0,M. Kidd-Gilchrist misses 2-pt jump shot from 11 ft,,51,52
206,3,11:10.0,,Defensive rebound by O. Porter,51,52
207,3,11:03.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),51,55
208,3,10:46.0,M. Williams misses 3-pt jump shot from 24 ft,,51,55
209,3,10:43.0,,Defensive rebound by O. Porter,51,55
210,3,10:37.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Gortat),51,58
211,3,10:20.0,N. Batum misses 3-pt jump shot from 25 ft,,51,58
212,3,10:17.0,,Defensive rebound by O. Porter,51,58
213,3,10:12.0,,J. Wall misses 2-pt jump shot from 18 ft,51,58
214,3,10:09.0,,Offensive rebound by M. Gortat,51,58
215,3,10:03.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),51,61
216,3,10:03.0,Charlotte full timeout,,51,61
217,3,9:51.0,Personal foul by J. Wall (drawn by K. Walker),,51,61
218,3,9:45.0,K. Walker misses 3-pt jump shot from 24 ft,,51,61
219,3,9:43.0,,Defensive rebound by M. Scott,51,61
220,3,9:25.0,,M. Scott misses 2-pt jump shot from 15 ft,51,61
221,3,9:20.0,Defensive rebound by M. Williams,,51,61
222,3,9:06.0,M. Williams makes 2-pt layup at rim (assist by N. Batum),,53,61
223,3,8:47.0,,O. Porter misses 3-pt jump shot from 26 ft,53,61
224,3,8:44.0,Defensive rebound by M. Kidd-Gilchrist,,53,61
225,3,8:30.0,D. Howard makes 2-pt hook shot from 7 ft,,55,61
226,3,8:30.0,Shooting foul by M. Gortat (drawn by D. Howard),,55,61
227,3,8:30.0,D. Howard makes free throw 1 of 1,,56,61
228,3,8:13.0,,J. Wall misses 2-pt jump shot from 19 ft,56,61
229,3,8:09.0,Defensive rebound by M. Kidd-Gilchrist,,56,61
230,3,8:03.0,Turnover by M. Kidd-Gilchrist (traveling),,56,61
231,3,7:50.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),56,64
232,3,7:32.0,M. Kidd-Gilchrist makes 2-pt jump shot from 12 ft (assist by M. Williams),,58,64
233,3,7:11.0,,O. Porter misses 3-pt jump shot from 26 ft,58,64
234,3,7:08.0,Defensive rebound by N. Batum,,58,64
235,3,6:59.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Wall),,58,64
236,3,6:53.0,,J. Wall makes 2-pt layup from 2 ft (assist by M. Gortat),58,66
237,3,6:39.0,Shooting foul by M. Scott (drawn by D. Howard),,58,66
238,3,6:39.0,D. Howard misses free throw 1 of 2,,58,66
239,3,6:39.0,Offensive rebound by Team,,58,66
240,3,6:39.0,D. Howard misses free throw 2 of 2,,58,66
241,3,6:36.0,,Defensive rebound by M. Scott,58,66
242,3,6:24.0,,J. Wall misses 2-pt jump shot from 12 ft,58,66
243,3,6:22.0,Defensive rebound by D. Howard,,58,66
244,3,6:18.0,Turnover by K. Walker (out of bounds lost ball),,58,66
245,3,6:08.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by M. Scott),58,68
246,3,5:47.0,D. Howard makes 2-pt layup at rim,,60,68
247,3,5:26.0,,J. Wall misses 3-pt jump shot from 25 ft,60,68
248,3,5:23.0,,Offensive rebound by O. Porter,60,68
249,3,5:21.0,,O. Porter makes 3-pt jump shot from 23 ft,60,71
250,3,5:04.0,D. Howard misses 2-pt jump shot from 20 ft,,60,71
251,3,5:01.0,,Defensive rebound by M. Scott,60,71
252,3,4:47.0,,B. Beal makes 2-pt layup from 2 ft,60,73
253,3,4:30.0,M. Williams misses 3-pt jump shot from 23 ft,,60,73
254,3,4:27.0,Offensive rebound by D. Howard,,60,73
255,3,4:23.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,63,73
256,3,4:06.0,,M. Gortat misses 2-pt jump shot from 14 ft,63,73
257,3,4:03.0,Defensive rebound by D. Howard,,63,73
258,3,3:53.0,N. Batum misses 3-pt jump shot from 26 ft,,63,73
259,3,3:50.0,Offensive rebound by K. Walker,,63,73
260,3,3:50.0,K. Walker makes 2-pt jump shot from 17 ft,,65,73
261,3,3:48.0,,Washington full timeout,65,73
262,3,3:48.0,,T. Satoranský enters the game for O. Porter,65,73
263,3,3:48.0,F. Kaminsky enters the game for M. Williams,,65,73
264,3,3:37.0,,M. Gortat makes 2-pt dunk from 2 ft (assist by J. Wall),65,75
265,3,3:26.0,Personal foul by M. Gortat (drawn by K. Walker),,65,75
266,3,3:18.0,Shooting foul by J. Wall (drawn by D. Howard),,65,75
267,3,3:18.0,D. Howard makes free throw 1 of 2,,66,75
268,3,3:18.0,,I. Mahinmi enters the game for M. Gortat,66,75
269,3,3:18.0,D. Howard misses free throw 2 of 2,,66,75
270,3,3:16.0,,Defensive rebound by T. Satoranský,66,75
271,3,2:59.0,,M. Scott makes 2-pt hook shot from 4 ft (assist by I. Mahinmi),66,77
272,3,2:46.0,Shooting foul by I. Mahinmi (drawn by D. Howard),,66,77
273,3,2:46.0,D. Howard misses free throw 1 of 2,,66,77
274,3,2:46.0,Offensive rebound by Team,,66,77
275,3,2:46.0,,K. Oubre enters the game for J. Wall,66,77
276,3,2:46.0,M. Monk enters the game for M. Kidd-Gilchrist,,66,77
277,3,2:46.0,D. Bacon enters the game for K. Walker,,66,77
278,3,2:46.0,D. Howard misses free throw 2 of 2,,66,77
279,3,2:44.0,,Defensive rebound by T. Satoranský,66,77
280,3,2:37.0,,B. Beal misses 3-pt jump shot from 26 ft,66,77
281,3,2:33.0,Defensive rebound by M. Monk,,66,77
282,3,2:26.0,M. Monk makes 2-pt layup at rim,,68,77
283,3,2:08.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by B. Beal),68,80
284,3,1:57.0,,Violation by T. Satoranský (kicked ball),68,80
285,3,1:57.0,T. Graham enters the game for N. Batum,,68,80
286,3,1:57.0,W. Hernangómez enters the game for D. Howard,,68,80
287,3,1:50.0,D. Bacon makes 2-pt jump shot from 18 ft (assist by T. Graham),,70,80
288,3,1:28.0,,M. Scott makes 2-pt hook shot from 10 ft,70,82
289,3,1:28.0,,Shooting foul by W. Hernangómez (drawn by M. Scott),70,82
290,3,1:28.0,,M. Scott makes free throw 1 of 1,70,83
291,3,1:18.0,Personal foul by T. Satoranský (drawn by W. Hernangómez),,70,83
292,3,1:18.0,W. Hernangómez misses free throw 1 of 2,,70,83
293,3,1:18.0,Offensive rebound by Team,,70,83
294,3,1:18.0,W. Hernangómez makes free throw 2 of 2,,71,83
295,3,1:08.0,,Shooting foul by W. Hernangómez (drawn by I. Mahinmi),71,83
296,3,1:08.0,,I. Mahinmi misses free throw 1 of 2,71,83
297,3,1:08.0,,Offensive rebound by Team,71,83
298,3,1:08.0,,I. Mahinmi makes free throw 2 of 2,71,84
299,3,0:51.0,M. Monk makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),,74,84
300,3,0:39.0,,K. Oubre misses 3-pt jump shot from 26 ft,74,84
301,3,0:36.0,Defensive rebound by W. Hernangómez,,74,84
302,3,0:31.0,M. Monk misses 3-pt jump shot from 25 ft,,74,84
303,3,0:28.0,,Defensive rebound by M. Scott,74,84
304,3,0:09.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by B. Beal),74,87
305,3,0:01.0,D. Bacon misses 2-pt jump shot from 17 ft,,74,87
306,3,0:01.0,Offensive rebound by Team,,74,87
307,4,11:48.0,,Shooting foul by T. Graham (drawn by K. Oubre),74,87
308,4,11:48.0,,K. Oubre makes free throw 1 of 2,74,88
309,4,11:48.0,,K. Oubre makes free throw 2 of 2,74,89
310,4,11:39.0,M. Monk makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),,77,89
311,4,11:19.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by B. Beal),77,92
312,4,10:56.0,D. Bacon makes 2-pt jump shot from 3 ft (assist by M. Monk),,79,92
313,4,10:38.0,,Turnover by B. Beal (palming),79,92
314,4,10:25.0,M. Monk misses 2-pt jump shot from 20 ft,,79,92
315,4,10:23.0,Offensive rebound by Team,,79,92
316,4,10:23.0,,Loose ball foul by I. Mahinmi (drawn by W. Hernangómez),79,92
317,4,10:20.0,Shooting foul by O. Porter (drawn by F. Kaminsky),,79,92
318,4,10:20.0,F. Kaminsky makes free throw 1 of 2,,80,92
319,4,10:20.0,F. Kaminsky makes free throw 2 of 2,,81,92
320,4,10:10.0,,Offensive foul by K. Oubre (drawn by T. Graham),81,92
321,4,10:10.0,,Turnover by K. Oubre (offensive foul),81,92
322,4,9:53.0,W. Hernangómez misses 2-pt jump shot from 10 ft,,81,92
323,4,9:50.0,,Defensive rebound by K. Oubre,81,92
324,4,9:38.0,,O. Porter misses 2-pt jump shot from 20 ft,81,92
325,4,9:34.0,Defensive rebound by W. Hernangómez,,81,92
326,4,9:25.0,D. Bacon misses 2-pt layup from 5 ft,,81,92
327,4,9:22.0,,Defensive rebound by O. Porter,81,92
328,4,9:17.0,,T. Satoranský misses 2-pt jump shot from 3 ft,81,92
329,4,9:14.0,Defensive rebound by F. Kaminsky,,81,92
330,4,9:01.0,Shooting foul by T. Satoranský (drawn by T. Graham),,81,92
331,4,9:01.0,T. Graham misses free throw 1 of 2,,81,92
332,4,9:01.0,Offensive rebound by Team,,81,92
333,4,9:01.0,,J. Wall enters the game for B. Beal,81,92
334,4,9:01.0,T. Graham misses free throw 2 of 2,,81,92
335,4,9:01.0,K. Walker enters the game for D. Bacon,,81,92
336,4,8:57.0,,Defensive rebound by K. Oubre,81,92
337,4,8:36.0,,T. Satoranský misses 2-pt jump shot from 11 ft,81,92
338,4,8:33.0,Defensive rebound by F. Kaminsky,,81,92
339,4,8:27.0,M. Monk misses 2-pt jump shot from 16 ft,,81,92
340,4,8:26.0,Offensive rebound by Team,,81,92
341,4,8:26.0,,Loose ball foul by I. Mahinmi (drawn by W. Hernangómez),81,92
342,4,8:14.0,F. Kaminsky misses 2-pt jump shot from 1 ft (block by O. Porter),,81,92
343,4,8:14.0,Offensive rebound by Team,,81,92
344,4,8:06.0,Turnover by K. Walker (bad pass; steal by K. Oubre),,81,92
345,4,7:52.0,,Turnover by J. Wall (bad pass; steal by K. Walker),81,92
346,4,7:47.0,K. Walker makes 2-pt layup at rim,,83,92
347,4,7:31.0,,Turnover by J. Wall (lost ball; steal by F. Kaminsky),83,92
348,4,7:27.0,Turnover by M. Monk (lost ball; steal by T. Satoranský),,83,92
349,4,7:22.0,,K. Oubre misses 3-pt jump shot from 27 ft,83,92
350,4,7:18.0,,Offensive rebound by J. Wall,83,92
351,4,7:17.0,,J. Wall misses 3-pt jump shot from 25 ft,83,92
352,4,7:13.0,Defensive rebound by K. Walker,,83,92
353,4,7:06.0,K. Walker misses 2-pt layup from 3 ft (block by O. Porter),,83,92
354,4,7:03.0,,Defensive rebound by O. Porter,83,92
355,4,7:00.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),83,95
356,4,6:58.0,Technical foul by K. Walker,,83,95
357,4,6:58.0,,Washington full timeout,83,95
358,4,6:58.0,D. Howard enters the game for T. Graham,,83,95
359,4,6:58.0,N. Batum enters the game for W. Hernangómez,,83,95
360,4,6:58.0,,K. Oubre misses technical free throw,83,95
361,4,6:58.0,Defensive rebound by Team,,83,95
362,4,6:34.0,K. Walker misses 3-pt jump shot from 25 ft,,83,95
363,4,6:32.0,,Defensive rebound by K. Oubre,83,95
364,4,6:20.0,,I. Mahinmi misses 2-pt layup from 1 ft,83,95
365,4,6:16.0,Defensive rebound by D. Howard,,83,95
366,4,6:12.0,M. Monk makes 2-pt dunk from 1 ft (assist by K. Walker),,85,95
367,4,5:53.0,,Personal foul by K. Walker (drawn by O. Porter),85,95
368,4,5:53.0,,B. Beal enters the game for I. Mahinmi,85,95
369,4,5:53.0,,M. Gortat enters the game for T. Satoranský,85,95
370,4,5:46.0,,O. Porter misses 3-pt jump shot from 26 ft,85,95
371,4,5:40.0,Defensive rebound by N. Batum,,85,95
372,4,5:29.0,D. Howard makes 2-pt layup from 1 ft (assist by M. Monk),,87,95
373,4,5:19.0,,J. Wall makes 2-pt layup from 2 ft,87,97
374,4,5:19.0,,Shooting foul by M. Monk (drawn by J. Wall),87,97
375,4,5:19.0,,J. Wall makes free throw 1 of 1,87,98
376,4,5:07.0,M. Monk misses 3-pt jump shot from 24 ft,,87,98
377,4,5:07.0,Offensive rebound by Team,,87,98
378,4,5:07.0,,Loose ball foul by M. Gortat (drawn by D. Howard),87,98
