,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
385,4,5:24.0,M. Hezonja enters the game for N. Vučević,,91,112
386,4,5:11.0,A. Afflalo misses 2-pt jump shot from 11 ft,,91,112
387,4,5:06.0,Offensive rebound by B. Biyombo,,91,112
388,4,5:06.0,B. Biyombo misses 2-pt layup at rim,,91,112
389,4,5:05.0,,Defensive rebound by P. Millsap,91,112
390,4,4:53.0,,W. Barton makes 2-pt layup from 1 ft,91,114
391,4,4:52.0,,W. Barton misses 2-pt layup from 1 ft,91,114
392,4,4:47.0,,Offensive rebound by W. Barton,91,114
393,4,4:37.0,B. Biyombo makes 2-pt jump shot from 7 ft (assist by S. Mack),,93,114
394,4,4:17.0,,P. Millsap misses 3-pt jump shot from 26 ft,93,114
395,4,4:14.0,Defensive rebound by M. Speights,,93,114
396,4,4:05.0,Personal foul by J. Murray (drawn by A. Afflalo),,93,114
397,4,3:59.0,M. Hezonja misses 3-pt jump shot from 26 ft,,93,114
398,4,3:56.0,,Defensive rebound by W. Barton,93,114
399,4,3:33.0,,J. Murray misses 2-pt jump shot from 21 ft,93,114
400,4,3:30.0,,Offensive rebound by P. Millsap,93,114
401,4,3:28.0,,P. Millsap misses 2-pt layup from 2 ft,93,114
402,4,3:24.0,Defensive rebound by M. Hezonja,,93,114
403,4,3:21.0,Shooting foul by P. Millsap (drawn by B. Biyombo),,93,114
404,4,3:21.0,B. Biyombo makes free throw 1 of 2,,94,114
405,4,3:21.0,B. Biyombo makes free throw 2 of 2,,95,114
406,4,2:57.0,,J. Murray makes 2-pt jump shot from 11 ft (assist by N. Jokić),95,116
407,4,2:35.0,M. Speights makes 2-pt hook shot from 6 ft (assist by S. Mack),,97,116
408,4,2:12.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),97,119
409,4,1:57.0,S. Mack misses 2-pt jump shot from 13 ft,,97,119
410,4,1:53.0,Offensive rebound by B. Biyombo,,97,119
411,4,1:53.0,B. Biyombo misses 2-pt layup at rim,,97,119
412,4,1:52.0,,Defensive rebound by N. Jokić,97,119
413,4,1:52.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by N. Jokić),97,121
414,4,1:48.0,Personal foul by J. Murray (drawn by M. Hezonja),,97,121
415,4,1:48.0,M. Hezonja misses free throw 1 of 2,,97,121
416,4,1:48.0,Offensive rebound by Team,,97,121
417,4,1:48.0,,E. Mudiay enters the game for P. Millsap,97,121
418,4,1:48.0,,T. Lyles enters the game for N. Jokić,97,121
419,4,1:48.0,,M. Beasley enters the game for W. Chandler,97,121
420,4,1:48.0,,J. Hernangómez enters the game for J. Murray,97,121
421,4,1:48.0,M. Hezonja makes free throw 2 of 2,,98,121
422,4,1:30.0,,T. Lyles makes 2-pt dunk from 2 ft (assist by W. Barton),98,123
423,4,1:20.0,M. Speights makes 2-pt jump shot from 9 ft,,100,123
424,4,1:06.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by W. Barton),100,125
425,4,1:01.0,Shooting foul by W. Barton (drawn by S. Mack),,100,125
426,4,1:01.0,S. Mack makes free throw 1 of 2,,101,125
427,4,1:01.0,S. Mack makes free throw 2 of 2,,102,125
428,4,0:44.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,102,125
429,4,0:41.0,Defensive rebound by A. Afflalo,,102,125
430,4,0:32.0,M. Speights makes 2-pt jump shot from 11 ft,,104,125
431,4,0:07.0,,Turnover by Team (shot clock),104,125
432,4,0:03.0,M. Speights makes 3-pt jump shot from 30 ft (assist by S. Mack),,107,125
