,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
42,1,6:58.0,,Defensive rebound by D. Nowitzki,11,8
43,1,6:54.0,,Shooting foul by K. Walker (drawn by D. Finney-Smith),11,8
44,1,6:54.0,,Dallas full timeout,11,8
45,1,6:54.0,,D. McDermott enters the game for D. Nowitzki,11,8
46,1,6:54.0,,N. Noel enters the game for D. Powell,11,8
47,1,6:54.0,,D. Finney-Smith makes free throw 1 of 2,11,9
48,1,6:54.0,,D. Finney-Smith misses free throw 2 of 2,11,9
49,1,6:52.0,Defensive rebound by D. Howard,,11,9
50,1,6:38.0,Turnover by K. Walker (bad pass; steal by N. Noel),,11,9
51,1,6:31.0,,H. Barnes makes 3-pt jump shot from 25 ft,11,12
52,1,6:09.0,M. Williams makes 2-pt jump shot from 12 ft (assist by J. Lamb),,13,12
53,1,5:56.0,,Turnover by H. Barnes (bad pass; steal by J. Lamb),13,12
54,1,5:49.0,Turnover by K. Walker (bad pass; steal by D. Finney-Smith),,13,12
55,1,5:43.0,,H. Barnes misses 2-pt layup at rim,13,12
56,1,5:42.0,,Offensive rebound by D. Smith,13,12
57,1,5:41.0,,D. Smith misses 2-pt layup at rim,13,12
58,1,5:40.0,,Offensive rebound by H. Barnes,13,12
59,1,5:39.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,13,12
60,1,5:36.0,,Offensive rebound by D. Smith,13,12
61,1,5:33.0,,D. McDermott misses 3-pt jump shot from 25 ft,13,12
62,1,5:30.0,Defensive rebound by M. Kidd-Gilchrist,,13,12
63,1,5:15.0,K. Walker misses 3-pt jump shot from 24 ft,,13,12
64,1,5:15.0,,Defensive rebound by N. Noel,13,12
65,1,5:02.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),13,15
66,1,4:43.0,Turnover by D. Howard (lost ball; steal by N. Noel),,13,15
67,1,4:37.0,,D. McDermott makes 2-pt layup at rim (assist by D. Smith),13,17
68,1,4:24.0,K. Walker misses 2-pt jump shot from 22 ft,,13,17
69,1,4:22.0,,Defensive rebound by N. Noel,13,17
70,1,4:16.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),13,20
71,1,4:14.0,Charlotte full timeout,,13,20
72,1,4:14.0,,J. Barea enters the game for D. Smith,13,20
73,1,4:14.0,F. Kaminsky enters the game for M. Williams,,13,20
74,1,4:14.0,D. Bacon enters the game for J. Lamb,,13,20
75,1,3:53.0,M. Kidd-Gilchrist makes 2-pt jump shot from 13 ft,,15,20
76,1,3:35.0,,D. Finney-Smith misses 2-pt jump shot from 9 ft,15,20
77,1,3:35.0,Defensive rebound by D. Howard,,15,20
78,1,3:24.0,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,,15,20
79,1,3:21.0,,Defensive rebound by D. McDermott,15,20
80,1,3:10.0,,J. Barea misses 3-pt jump shot from 25 ft,15,20
81,1,3:08.0,Defensive rebound by D. Howard,,15,20
82,1,3:00.0,D. Bacon misses 2-pt jump shot from 15 ft,,15,20
83,1,2:56.0,,Defensive rebound by N. Noel,15,20
84,1,2:47.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by J. Barea),15,22
85,1,2:34.0,,Y. Ferrell enters the game for D. Finney-Smith,15,22
86,1,2:34.0,T. Graham enters the game for M. Kidd-Gilchrist,,15,22
87,1,2:34.0,M. Monk enters the game for K. Walker,,15,22
88,1,2:29.0,D. Howard makes 2-pt dunk at rim (assist by F. Kaminsky),,17,22
89,1,2:11.0,,H. Barnes misses 3-pt jump shot from 24 ft,17,22
90,1,2:08.0,Defensive rebound by D. Bacon,,17,22
91,1,2:03.0,M. Monk misses 3-pt jump shot from 25 ft,,17,22
92,1,2:01.0,,Defensive rebound by N. Noel,17,22
93,1,1:46.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),17,25
94,1,1:29.0,D. Bacon makes 2-pt jump shot from 11 ft (assist by T. Graham),,19,25
95,1,1:29.0,Shooting foul by D. McDermott (drawn by D. Bacon),,19,25
96,1,1:29.0,,D. Nowitzki enters the game for H. Barnes,19,25
97,1,1:29.0,W. Hernangómez enters the game for D. Howard,,19,25
98,1,1:29.0,D. Bacon makes free throw 1 of 1,,20,25
99,1,1:10.0,,J. Barea makes 2-pt jump shot from 18 ft,20,27
100,1,0:55.0,F. Kaminsky makes 2-pt jump shot from 6 ft,,22,27
101,1,0:33.0,,Turnover by J. Barea (bad pass; steal by D. Bacon),22,27
102,1,0:30.0,Turnover by F. Kaminsky (out of bounds lost ball),,22,27
103,1,0:18.0,,D. McDermott misses 3-pt jump shot from 25 ft,22,27
104,1,0:15.0,Defensive rebound by M. Monk,,22,27
105,1,0:04.0,M. Monk misses 3-pt jump shot from 24 ft,,22,27
106,1,0:02.0,,Defensive rebound by N. Noel,22,27
107,1,0:00.0,,J. Barea misses 3-pt jump shot from 56 ft,22,27
108,1,0:00.0,,Offensive rebound by Team,22,27
109,2,11:40.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,22,27
110,2,11:38.0,Defensive rebound by Team,,22,27
111,2,11:28.0,M. Monk makes 2-pt dunk from 1 ft (assist by W. Hernangómez),,24,27
112,2,11:04.0,,Y. Ferrell misses 3-pt jump shot from 23 ft,24,27
113,2,11:01.0,Defensive rebound by F. Kaminsky,,24,27
114,2,10:50.0,Turnover by M. Monk (bad pass; steal by Y. Ferrell),,24,27
115,2,10:43.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,24,27
116,2,10:39.0,Defensive rebound by D. Bacon,,24,27
117,2,10:34.0,D. Bacon misses 2-pt jump shot from 13 ft,,24,27
118,2,10:34.0,Offensive rebound by Team,,24,27
119,2,10:34.0,,Loose ball foul by D. Nowitzki (drawn by W. Hernangómez),24,27
120,2,10:27.0,M. Monk misses 2-pt jump shot from 14 ft,,24,27
121,2,10:23.0,,Defensive rebound by D. Nowitzki,24,27
122,2,10:20.0,,Shooting block foul by W. Hernangómez (drawn by J. Barea),24,27
123,2,10:20.0,,J. Barea misses free throw 1 of 2,24,27
124,2,10:20.0,,Offensive rebound by Team,24,27
125,2,10:20.0,,J. Barea makes free throw 2 of 2,24,28
126,2,10:06.0,W. Hernangómez misses 2-pt hook shot from 3 ft,,24,28
127,2,10:04.0,,Defensive rebound by D. Nowitzki,24,28
128,2,10:01.0,,Turnover by Y. Ferrell (out of bounds lost ball),24,28
129,2,9:50.0,F. Kaminsky misses 2-pt jump shot from 18 ft,,24,28
130,2,9:47.0,,Defensive rebound by D. Powell,24,28
131,2,9:40.0,,Y. Ferrell makes 2-pt layup from 1 ft,24,30
132,2,9:27.0,M. Monk makes 3-pt jump shot from 24 ft,,27,30
133,2,9:14.0,,Turnover by J. Barea (bad pass; steal by D. Bacon),27,30
134,2,9:11.0,Turnover by D. Bacon (bad pass; steal by Y. Ferrell),,27,30
135,2,9:08.0,,Turnover by D. Powell (bad pass; steal by M. Monk),27,30
136,2,8:59.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by D. Bacon),,30,30
137,2,8:58.0,,Dallas full timeout,30,30
138,2,8:46.0,,D. McDermott misses 2-pt layup from 7 ft (block by W. Hernangómez),30,30
139,2,8:46.0,Defensive rebound by F. Kaminsky,,30,30
140,2,8:39.0,M. Monk misses 2-pt layup at rim,,30,30
141,2,8:37.0,,Defensive rebound by D. Nowitzki,30,30
142,2,8:29.0,,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by J. Barea),30,32
143,2,8:10.0,Shooting foul by D. Nowitzki (drawn by W. Hernangómez),,30,32
144,2,8:10.0,W. Hernangómez makes free throw 1 of 2,,31,32
145,2,8:10.0,W. Hernangómez makes free throw 2 of 2,,32,32
146,2,7:54.0,,D. Powell misses 2-pt layup from 2 ft,32,32
147,2,7:52.0,Defensive rebound by W. Hernangómez,,32,32
148,2,7:38.0,F. Kaminsky misses 2-pt jump shot from 3 ft,,32,32
149,2,7:36.0,,Defensive rebound by D. Nowitzki,32,32
150,2,7:31.0,,Turnover by J. Barea (lost ball; steal by W. Hernangómez),32,32
151,2,7:28.0,Shooting foul by Y. Ferrell (drawn by F. Kaminsky),,32,32
152,2,7:28.0,F. Kaminsky makes free throw 1 of 2,,33,32
153,2,7:28.0,F. Kaminsky makes free throw 2 of 2,,34,32
154,2,7:16.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),34,35
155,2,7:04.0,T. Graham makes 3-pt jump shot from 22 ft (assist by M. Monk),,37,35
156,2,6:51.0,,J. Barea misses 3-pt jump shot from 25 ft,37,35
157,2,6:49.0,Defensive rebound by F. Kaminsky,,37,35
158,2,6:39.0,W. Hernangómez misses 2-pt layup at rim,,37,35
159,2,6:36.0,,Defensive rebound by D. Nowitzki,37,35
160,2,6:34.0,,Turnover by D. Nowitzki (lost ball; steal by T. Graham),37,35
161,2,6:30.0,M. Monk makes 3-pt jump shot from 24 ft (assist by D. Bacon),,40,35
162,2,6:28.0,,Dallas full timeout,40,35
163,2,6:28.0,,D. Smith enters the game for Y. Ferrell,40,35
164,2,6:28.0,,D. Finney-Smith enters the game for D. McDermott,40,35
165,2,6:28.0,,N. Noel enters the game for D. Nowitzki,40,35
166,2,6:28.0,,H. Barnes enters the game for D. Powell,40,35
167,2,6:28.0,J. Lamb enters the game for M. Monk,,40,35
168,2,6:28.0,K. Walker enters the game for T. Graham,,40,35
169,2,6:20.0,,Personal foul by D. Bacon (drawn by H. Barnes),40,35
170,2,6:05.0,,H. Barnes misses 2-pt jump shot from 7 ft,40,35
171,2,6:02.0,Defensive rebound by W. Hernangómez,,40,35
172,2,5:46.0,D. Bacon misses 2-pt jump shot from 11 ft,,40,35
173,2,5:43.0,,Defensive rebound by D. Finney-Smith,40,35
174,2,5:29.0,,N. Noel makes 2-pt layup at rim (assist by J. Barea),40,37
175,2,5:14.0,F. Kaminsky makes 2-pt jump shot from 9 ft (assist by K. Walker),,42,37
176,2,4:51.0,,J. Barea misses 2-pt jump shot from 8 ft,42,37
177,2,4:49.0,Defensive rebound by K. Walker,,42,37
178,2,4:44.0,K. Walker makes 3-pt jump shot from 22 ft (assist by F. Kaminsky),,45,37
179,2,4:29.0,,H. Barnes misses 3-pt jump shot from 25 ft,45,37
180,2,4:26.0,Defensive rebound by W. Hernangómez,,45,37
181,2,4:19.0,,Y. Ferrell enters the game for J. Barea,45,37
182,2,4:19.0,M. Williams enters the game for D. Bacon,,45,37
183,2,4:19.0,M. Kidd-Gilchrist enters the game for W. Hernangómez,,45,37
184,2,4:19.0,D. Howard enters the game for F. Kaminsky,,45,37
185,2,4:09.0,J. Lamb makes 2-pt jump shot from 12 ft,,47,37
186,2,3:56.0,,D. Smith makes 2-pt dunk at rim,47,39
187,2,3:42.0,Shooting foul by N. Noel (drawn by D. Howard),,47,39
188,2,3:42.0,D. Howard makes free throw 1 of 2,,48,39
189,2,3:42.0,D. Howard makes free throw 2 of 2,,49,39
190,2,3:31.0,,D. Smith misses 3-pt jump shot from 25 ft,49,39
191,2,3:27.0,Defensive rebound by D. Howard,,49,39
192,2,3:16.0,Turnover by K. Walker (bad pass; steal by D. Finney-Smith),,49,39
193,2,3:07.0,,N. Noel misses 2-pt jump shot from 12 ft (block by D. Howard),49,39
194,2,3:04.0,Defensive rebound by J. Lamb,,49,39
195,2,2:58.0,Turnover by J. Lamb (lost ball; steal by N. Noel),,49,39
196,2,2:41.0,,Y. Ferrell makes 2-pt jump shot from 17 ft,49,41
197,2,2:29.0,Personal foul by Y. Ferrell (drawn by J. Lamb),,49,41
198,2,2:29.0,J. Lamb misses free throw 1 of 2,,49,41
199,2,2:29.0,Offensive rebound by Team,,49,41
200,2,2:29.0,J. Lamb misses free throw 2 of 2,,49,41
201,2,2:27.0,,Defensive rebound by N. Noel,49,41
202,2,2:17.0,,Shooting foul by K. Walker (drawn by Y. Ferrell),49,41
203,2,2:17.0,,Y. Ferrell makes free throw 1 of 2,49,42
204,2,2:17.0,,Y. Ferrell misses free throw 2 of 2,49,42
205,2,2:14.0,Defensive rebound by D. Howard,,49,42
206,2,2:12.0,Personal take foul by D. Finney-Smith (drawn by D. Howard),,49,42
207,2,2:12.0,D. Howard makes free throw 1 of 2,,50,42
208,2,2:12.0,D. Howard misses free throw 2 of 2,,50,42
209,2,2:10.0,,Defensive rebound by H. Barnes,50,42
210,2,1:57.0,,H. Barnes misses 2-pt jump shot from 12 ft,50,42
211,2,1:54.0,Defensive rebound by D. Howard,,50,42
212,2,1:43.0,J. Lamb makes 2-pt jump shot from 11 ft,,52,42
213,2,1:28.0,,N. Noel makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),52,44
214,2,1:12.0,M. Kidd-Gilchrist misses 2-pt hook shot from 8 ft,,52,44
215,2,1:10.0,Offensive rebound by J. Lamb,,52,44
216,2,1:09.0,J. Lamb misses 2-pt layup at rim,,52,44
217,2,1:07.0,Offensive rebound by M. Kidd-Gilchrist,,52,44
218,2,1:05.0,M. Kidd-Gilchrist misses 2-pt dunk at rim (block by N. Noel),,52,44
219,2,1:03.0,,Defensive rebound by N. Noel,52,44
220,2,1:01.0,,D. Smith makes 2-pt jump shot from 7 ft,52,46
221,2,0:46.0,K. Walker makes 2-pt jump shot from 15 ft,,54,46
222,2,0:32.0,,D. Smith misses 2-pt jump shot from 20 ft,54,46
223,2,0:30.0,Defensive rebound by M. Kidd-Gilchrist,,54,46
224,2,0:06.0,Turnover by K. Walker (turnover; steal by N. Noel),,54,46
225,2,0:01.0,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Smith),54,46
226,2,0:01.0,,D. Smith makes free throw 1 of 2,54,47
227,2,0:01.0,,D. Smith makes free throw 2 of 2,54,48
228,2,0:00.0,D. Howard misses 3-pt jump shot from 55 ft,,54,48
229,2,0:00.0,Offensive rebound by Team,,54,48
230,3,11:52.0,,D. Powell misses 3-pt jump shot from 25 ft,54,48
231,3,11:48.0,Defensive rebound by D. Howard,,54,48
232,3,11:30.0,K. Walker misses 3-pt jump shot from 25 ft,,54,48
233,3,11:28.0,,Defensive rebound by D. Nowitzki,54,48
234,3,11:17.0,,D. Smith misses 2-pt jump shot from 14 ft,54,48
235,3,11:14.0,Defensive rebound by M. Williams,,54,48
236,3,10:55.0,Personal foul by D. Powell (drawn by D. Howard),,54,48
237,3,10:48.0,D. Howard misses 2-pt jump shot from 20 ft,,54,48
238,3,10:46.0,,Defensive rebound by H. Barnes,54,48
239,3,10:30.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Powell),54,51
240,3,10:13.0,J. Lamb misses 2-pt jump shot from 17 ft,,54,51
241,3,10:11.0,,Defensive rebound by D. Nowitzki,54,51
242,3,10:03.0,,H. Barnes misses 2-pt jump shot from 12 ft,54,51
243,3,10:03.0,Defensive rebound by D. Howard,,54,51
244,3,9:51.0,M. Kidd-Gilchrist misses 2-pt layup from 4 ft,,54,51
245,3,9:49.0,,Defensive rebound by D. Powell,54,51
246,3,9:42.0,,Personal foul by D. Howard (drawn by H. Barnes),54,51
247,3,9:42.0,,M. Kleber enters the game for D. Powell,54,51
248,3,9:31.0,,D. Finney-Smith misses 2-pt hook shot from 8 ft,54,51
249,3,9:28.0,Defensive rebound by D. Howard,,54,51
250,3,9:19.0,J. Lamb misses 3-pt jump shot from 24 ft,,54,51
251,3,9:18.0,Offensive rebound by M. Williams,,54,51
252,3,9:17.0,M. Williams misses 3-pt jump shot from 25 ft,,54,51
253,3,9:16.0,Offensive rebound by Team,,54,51
254,3,9:15.0,,Loose ball foul by D. Smith (drawn by D. Howard),54,51
255,3,9:07.0,Shooting foul by M. Kleber (drawn by D. Howard),,54,51
256,3,9:07.0,D. Howard makes free throw 1 of 2,,55,51
257,3,9:07.0,D. Howard misses free throw 2 of 2,,55,51
258,3,9:04.0,,Defensive rebound by M. Kleber,55,51
259,3,8:52.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,55,51
260,3,8:49.0,Defensive rebound by M. Williams,,55,51
261,3,8:29.0,J. Lamb makes 3-pt jump shot from 23 ft,,58,51
262,3,8:13.0,,Shooting foul by J. Lamb (drawn by D. Smith),58,51
263,3,8:13.0,,D. Smith makes free throw 1 of 2,58,52
264,3,8:13.0,,D. Smith misses free throw 2 of 2,58,52
265,3,8:09.0,,Offensive rebound by H. Barnes,58,52
266,3,8:08.0,,H. Barnes makes 2-pt dunk from 1 ft,58,54
267,3,7:44.0,Shooting block foul by M. Kleber (drawn by K. Walker),,58,54
268,3,7:44.0,K. Walker makes free throw 1 of 2,,59,54
269,3,7:44.0,K. Walker makes free throw 2 of 2,,60,54
270,3,7:32.0,,M. Kleber misses 3-pt jump shot from 25 ft,60,54
271,3,7:29.0,Defensive rebound by M. Williams,,60,54
272,3,7:24.0,K. Walker misses 3-pt jump shot from 24 ft,,60,54
273,3,7:21.0,,Defensive rebound by D. Finney-Smith,60,54
274,3,7:11.0,,M. Kleber misses 2-pt layup at rim (block by M. Kidd-Gilchrist),60,54
275,3,7:09.0,Defensive rebound by D. Howard,,60,54
276,3,6:53.0,M. Williams makes 3-pt jump shot from 25 ft (assist by D. Howard),,63,54
277,3,6:52.0,,Dallas full timeout,63,54
278,3,6:52.0,,D. McDermott enters the game for D. Finney-Smith,63,54
279,3,6:52.0,,J. Barea enters the game for D. Nowitzki,63,54
280,3,6:52.0,,N. Noel enters the game for M. Kleber,63,54
281,3,6:32.0,,N. Noel misses 2-pt jump shot from 11 ft,63,54
282,3,6:29.0,Defensive rebound by D. Howard,,63,54
283,3,6:16.0,D. Howard makes 2-pt layup at rim (assist by J. Lamb),,65,54
284,3,5:52.0,,H. Barnes misses 3-pt jump shot from 24 ft,65,54
285,3,5:49.0,Defensive rebound by D. Howard,,65,54
286,3,5:35.0,D. Howard misses 2-pt jump shot from 19 ft,,65,54
287,3,5:30.0,,Defensive rebound by D. Smith,65,54
288,3,5:26.0,,D. Smith misses 3-pt jump shot from 26 ft,65,54
289,3,5:22.0,Defensive rebound by M. Williams,,65,54
290,3,5:16.0,J. Lamb misses 2-pt jump shot from 19 ft,,65,54
291,3,5:09.0,Offensive rebound by M. Williams,,65,54
292,3,5:09.0,M. Williams makes 2-pt layup at rim,,67,54
293,3,4:52.0,,Turnover by N. Noel (lost ball; steal by K. Walker),67,54
294,3,4:45.0,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,,67,54
295,3,4:43.0,,Defensive rebound by N. Noel,67,54
296,3,4:36.0,,D. Smith makes 2-pt layup at rim,67,56
297,3,4:13.0,D. Howard makes 2-pt dunk from 1 ft (assist by M. Williams),,69,56
298,3,3:54.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Barea),69,59
299,3,3:29.0,Shooting foul by D. McDermott (drawn by J. Lamb),,69,59
300,3,3:29.0,J. Lamb makes free throw 1 of 2,,70,59
301,3,3:29.0,D. Bacon enters the game for M. Williams,,70,59
302,3,3:29.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,70,59
303,3,3:29.0,J. Lamb makes free throw 2 of 2,,71,59
304,3,3:13.0,,H. Barnes misses 3-pt jump shot from 24 ft,71,59
305,3,3:09.0,Defensive rebound by D. Howard,,71,59
306,3,3:02.0,Turnover by K. Walker (bad pass; steal by J. Barea),,71,59
307,3,2:55.0,,D. McDermott misses 2-pt layup from 1 ft,71,59
308,3,2:49.0,Defensive rebound by D. Howard,,71,59
309,3,2:41.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,74,59
310,3,2:21.0,,D. Smith makes 3-pt jump shot from 22 ft (assist by H. Barnes),74,62
311,3,2:01.0,K. Walker makes 2-pt jump shot from 15 ft,,76,62
312,3,1:48.0,,D. McDermott makes 3-pt jump shot from 22 ft (assist by D. Smith),76,65
313,3,1:46.0,Charlotte full timeout,,76,65
314,3,1:46.0,M. Monk enters the game for J. Lamb,,76,65
315,3,1:46.0,T. Graham enters the game for K. Walker,,76,65
316,3,1:34.0,Turnover by F. Kaminsky (bad pass; steal by D. McDermott),,76,65
317,3,1:25.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by H. Barnes),76,68
318,3,1:10.0,M. Monk misses 2-pt jump shot from 3 ft,,76,68
319,3,1:08.0,,Defensive rebound by N. Noel,76,68
320,3,1:03.0,,H. Barnes misses 3-pt jump shot from 25 ft,76,68
321,3,0:59.0,Defensive rebound by D. Howard,,76,68
322,3,0:40.0,M. Monk makes 3-pt jump shot from 22 ft (assist by D. Howard),,79,68
323,3,0:31.0,,J. Barea makes 2-pt jump shot from 8 ft,79,70
324,3,0:14.0,M. Monk misses 2-pt jump shot from 17 ft,,79,70
325,3,0:12.0,,Defensive rebound by J. Barea,79,70
326,3,0:00.0,,J. Barea misses 2-pt jump shot from 15 ft,79,70
327,3,0:00.0,,Offensive rebound by Team,79,70
328,4,11:48.0,D. Bacon makes 2-pt jump shot from 5 ft (assist by F. Kaminsky),,81,70
329,4,11:32.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,81,70
330,4,11:30.0,Defensive rebound by D. Bacon,,81,70
331,4,11:24.0,D. Bacon misses 2-pt jump shot from 20 ft,,81,70
332,4,11:21.0,,Defensive rebound by J. Barea,81,70
333,4,11:14.0,,Y. Ferrell makes 2-pt layup at rim (assist by J. Barea),81,72
334,4,11:00.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,81,72
335,4,10:56.0,,Defensive rebound by Y. Ferrell,81,72
336,4,10:52.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,81,72
337,4,10:50.0,Defensive rebound by F. Kaminsky,,81,72
338,4,10:37.0,W. Hernangómez misses 2-pt layup from 1 ft (block by D. Powell),,81,72
339,4,10:35.0,,Defensive rebound by D. Powell,81,72
340,4,10:33.0,,Turnover by D. Powell (bad pass; steal by M. Monk),81,72
341,4,10:29.0,M. Monk misses 2-pt layup from 2 ft,,81,72
342,4,10:25.0,Offensive rebound by W. Hernangómez,,81,72
343,4,10:17.0,M. Monk misses 2-pt layup from 2 ft (block by D. Nowitzki),,81,72
344,4,10:17.0,,Defensive rebound by D. Nowitzki,81,72
345,4,10:10.0,,Shooting foul by F. Kaminsky (drawn by D. McDermott),81,72
346,4,10:10.0,,D. McDermott makes free throw 1 of 3,81,73
347,4,10:10.0,,D. McDermott makes free throw 2 of 3,81,74
348,4,10:10.0,,D. McDermott makes free throw 3 of 3,81,75
349,4,9:50.0,D. Bacon misses 2-pt jump shot from 9 ft,,81,75
350,4,9:50.0,Offensive rebound by T. Graham,,81,75
351,4,9:50.0,T. Graham misses 2-pt layup from 1 ft (block by Y. Ferrell),,81,75
352,4,9:48.0,Offensive rebound by T. Graham,,81,75
353,4,9:44.0,T. Graham misses 2-pt layup from 1 ft,,81,75
354,4,9:44.0,Offensive rebound by W. Hernangómez,,81,75
355,4,9:44.0,Shooting foul by D. Powell (drawn by W. Hernangómez),,81,75
356,4,9:44.0,W. Hernangómez makes free throw 1 of 2,,82,75
357,4,9:44.0,W. Hernangómez misses free throw 2 of 2,,82,75
358,4,9:42.0,,Defensive rebound by D. Powell,82,75
359,4,9:28.0,,J. Barea makes 2-pt jump shot from 8 ft,82,77
360,4,9:20.0,Personal foul by D. McDermott (drawn by D. Bacon),,82,77
361,4,9:14.0,D. Bacon misses 2-pt jump shot from 18 ft,,82,77
362,4,9:11.0,,Defensive rebound by D. Powell,82,77
363,4,9:01.0,,Shooting foul by T. Graham (drawn by D. Powell),82,77
364,4,9:01.0,,D. Powell makes free throw 1 of 2,82,78
365,4,9:01.0,,D. Powell makes free throw 2 of 2,82,79
366,4,8:44.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,82,79
367,4,8:42.0,,Defensive rebound by D. Powell,82,79
368,4,8:32.0,,Y. Ferrell misses 3-pt jump shot from 22 ft,82,79
369,4,8:30.0,,Offensive rebound by Team,82,79
370,4,8:24.0,,J. Barea misses 3-pt jump shot from 25 ft,82,79
371,4,8:21.0,Defensive rebound by T. Graham,,82,79
372,4,8:17.0,Offensive foul by W. Hernangómez (drawn by J. Barea),,82,79
373,4,8:17.0,Turnover by W. Hernangómez (offensive foul),,82,79
374,4,8:04.0,,Personal foul by T. Graham (drawn by D. Powell),82,79
375,4,8:04.0,K. Walker enters the game for T. Graham,,82,79
376,4,7:52.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,82,79
377,4,7:47.0,Defensive rebound by D. Bacon,,82,79
378,4,7:44.0,Personal foul by D. Powell (drawn by F. Kaminsky),,82,79
