,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
181,2,4:20.0,,K. Towns makes 2-pt layup at rim,39,56
182,2,3:57.0,J. Green misses 2-pt layup from 2 ft,,39,56
183,2,3:55.0,,Defensive rebound by K. Towns,39,56
184,2,3:51.0,,A. Wiggins makes 2-pt dunk at rim (assist by T. Jones),39,58
185,2,3:51.0,Cleveland full timeout,,39,58
186,2,3:51.0,J. Crowder enters the game for T. Thompson,,39,58
187,2,3:51.0,D. Wade enters the game for J. Green,,39,58
188,2,3:34.0,J. Smith misses 3-pt jump shot from 26 ft,,39,58
189,2,3:32.0,,Defensive rebound by T. Gibson,39,58
190,2,3:23.0,,A. Wiggins misses 3-pt jump shot from 24 ft,39,58
191,2,3:18.0,Defensive rebound by L. James,,39,58
192,2,3:14.0,D. Wade makes 2-pt layup from 1 ft (assist by L. James),,41,58
193,2,3:14.0,Shooting foul by T. Gibson (drawn by D. Wade),,41,58
194,2,3:14.0,D. Wade makes free throw 1 of 1,,42,58
195,2,3:00.0,Violation by J. Smith (kicked ball),,42,58
196,2,2:49.0,,K. Towns misses 2-pt jump shot from 14 ft,42,58
197,2,2:47.0,Defensive rebound by D. Wade,,42,58
198,2,2:43.0,Turnover by D. Wade (lost ball; steal by T. Jones),,42,58
199,2,2:39.0,,T. Jones makes 2-pt dunk from 1 ft (assist by J. Butler),42,60
200,2,2:27.0,D. Wade misses 3-pt jump shot from 23 ft,,42,60
201,2,2:23.0,,Defensive rebound by T. Gibson,42,60
202,2,2:16.0,,A. Wiggins makes 2-pt layup at rim,42,62
203,2,1:59.0,J. Smith misses 3-pt jump shot from 26 ft,,42,62
204,2,1:55.0,,Defensive rebound by J. Butler,42,62
205,2,1:44.0,,Offensive foul by K. Towns (drawn by K. Love),42,62
206,2,1:44.0,,Turnover by K. Towns (offensive foul),42,62
207,2,1:44.0,,G. Dieng enters the game for K. Towns,42,62
208,2,1:27.0,Turnover by L. James (bad pass),,42,62
209,2,1:10.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by J. Butler),42,64
210,2,0:57.0,Turnover by J. Smith (bad pass; steal by J. Butler),,42,64
211,2,0:52.0,,Turnover by J. Butler (out of bounds lost ball),42,64
212,2,0:45.0,D. Wade misses 2-pt layup from 2 ft,,42,64
213,2,0:43.0,,Defensive rebound by A. Wiggins,42,64
214,2,0:38.0,,J. Butler misses 2-pt layup at rim,42,64
215,2,0:36.0,,Offensive rebound by T. Gibson,42,64
216,2,0:35.0,,T. Gibson misses 2-pt layup from 1 ft,42,64
217,2,0:35.0,,Offensive rebound by T. Gibson,42,64
218,2,0:34.0,,T. Gibson makes 2-pt layup from 1 ft,42,66
219,2,0:13.0,L. James misses 3-pt jump shot from 24 ft,,42,66
220,2,0:07.0,Offensive rebound by K. Love,,42,66
221,2,0:07.0,K. Love misses 2-pt layup at rim,,42,66
222,2,0:06.0,,Defensive rebound by T. Gibson,42,66
223,2,0:00.0,,J. Butler makes 3-pt jump shot from 24 ft,42,69
224,3,11:41.0,,T. Gibson makes 2-pt layup from 2 ft (assist by K. Towns),42,71
225,3,11:24.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by L. James),,45,71
226,3,11:05.0,,Personal foul by J. Crowder (drawn by K. Towns),45,71
227,3,10:56.0,,T. Gibson misses 2-pt jump shot from 14 ft,45,71
228,3,10:53.0,Defensive rebound by L. James,,45,71
229,3,10:44.0,L. James misses 3-pt jump shot from 24 ft,,45,71
230,3,10:40.0,,Defensive rebound by J. Butler,45,71
231,3,10:25.0,Offensive charge foul by J. Butler (drawn by I. Thomas),,45,71
232,3,10:25.0,,Turnover by J. Butler (offensive foul),45,71
233,3,10:12.0,I. Thomas makes 2-pt layup at rim,,47,71
234,3,9:46.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),47,73
235,3,9:33.0,J. Crowder misses 3-pt jump shot from 24 ft,,47,73
236,3,9:33.0,,Defensive rebound by T. Gibson,47,73
237,3,9:19.0,,J. Butler makes 2-pt jump shot from 12 ft,47,75
238,3,9:02.0,Turnover by I. Thomas (bad pass; steal by J. Butler),,47,75
239,3,8:57.0,,J. Butler makes 3-pt jump shot from 24 ft,47,78
240,3,8:57.0,Cleveland full timeout,,47,78
241,3,8:40.0,Shooting foul by T. Gibson (drawn by L. James),,47,78
242,3,8:40.0,L. James misses free throw 1 of 2,,47,78
243,3,8:40.0,Offensive rebound by Team,,47,78
244,3,8:40.0,L. James misses free throw 2 of 2,,47,78
245,3,8:38.0,,Defensive rebound by K. Towns,47,78
246,3,8:23.0,,T. Jones misses 3-pt jump shot from 24 ft,47,78
247,3,8:16.0,,Offensive rebound by K. Towns,47,78
248,3,8:16.0,,K. Towns makes 2-pt dunk at rim,47,80
249,3,8:08.0,I. Thomas misses 2-pt layup from 2 ft (block by K. Towns),,47,80
250,3,8:07.0,Offensive rebound by I. Thomas,,47,80
251,3,8:07.0,I. Thomas makes 2-pt layup from 2 ft,,49,80
252,3,7:41.0,,T. Gibson misses 2-pt jump shot from 12 ft,49,80
253,3,7:41.0,,Offensive rebound by Team,49,80
254,3,7:39.0,Loose ball foul by L. James (drawn by K. Towns),,49,80
255,3,7:21.0,,T. Gibson makes 2-pt jump shot from 4 ft (assist by K. Towns),49,82
256,3,7:01.0,K. Love makes 3-pt jump shot from 23 ft (assist by I. Thomas),,52,82
257,3,6:47.0,Technical foul by I. Thomas,,52,82
258,3,6:47.0,D. Wade enters the game for I. Thomas,,52,82
259,3,6:47.0,,A. Wiggins makes flagrant free throw 1 of 2,52,83
260,3,6:47.0,,A. Wiggins makes flagrant free throw 2 of 2,52,84
261,3,6:31.0,,A. Wiggins misses 2-pt jump shot from 21 ft,52,84
262,3,6:29.0,Defensive rebound by K. Love,,52,84
263,3,6:23.0,J. Smith misses 3-pt jump shot from 21 ft,,52,84
264,3,6:23.0,,Defensive rebound by J. Butler,52,84
265,3,6:12.0,,T. Gibson makes 2-pt layup at rim (assist by J. Butler),52,86
266,3,5:52.0,L. James makes 3-pt jump shot from 24 ft,,55,86
267,3,5:28.0,,T. Gibson makes 2-pt layup at rim (assist by T. Jones),55,88
268,3,5:16.0,D. Wade misses 2-pt jump shot from 12 ft,,55,88
269,3,5:14.0,,Defensive rebound by K. Towns,55,88
270,3,5:09.0,,A. Wiggins misses 2-pt jump shot from 4 ft,55,88
271,3,5:07.0,,Offensive rebound by A. Wiggins,55,88
272,3,5:06.0,,A. Wiggins misses 2-pt layup from 1 ft (block by L. James),55,88
273,3,5:06.0,,Offensive rebound by J. Butler,55,88
274,3,5:01.0,,J. Butler misses 3-pt jump shot from 25 ft,55,88
275,3,5:01.0,,Offensive rebound by K. Towns,55,88
276,3,4:51.0,T. Thompson enters the game for K. Love,,55,88
277,3,4:38.0,,K. Towns makes 3-pt jump shot from 24 ft,55,91
278,3,4:24.0,J. Smith misses 3-pt jump shot from 22 ft,,55,91
279,3,4:21.0,,Defensive rebound by T. Gibson,55,91
280,3,4:12.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Butler),55,94
281,3,4:09.0,Cleveland full timeout,,55,94
282,3,4:09.0,C. Osman enters the game for J. Smith,,55,94
283,3,4:09.0,K. Korver enters the game for L. James,,55,94
284,3,4:09.0,J. Green enters the game for J. Crowder,,55,94
285,3,3:46.0,D. Wade misses 2-pt jump shot from 13 ft,,55,94
286,3,3:45.0,Offensive rebound by T. Thompson,,55,94
287,3,3:45.0,T. Thompson misses 2-pt layup at rim,,55,94
288,3,3:44.0,,Defensive rebound by T. Gibson,55,94
289,3,3:32.0,,A. Wiggins misses 2-pt jump shot from 16 ft,55,94
290,3,3:29.0,Defensive rebound by D. Wade,,55,94
291,3,3:24.0,Turnover by D. Wade (out of bounds lost ball),,55,94
292,3,3:24.0,,G. Dieng enters the game for J. Butler,55,94
293,3,3:24.0,,J. Crawford enters the game for K. Towns,55,94
294,3,3:14.0,,T. Jones misses 3-pt jump shot from 26 ft,55,94
295,3,3:12.0,,Offensive rebound by T. Jones,55,94
296,3,3:09.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by T. Jones),55,96
297,3,2:57.0,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Wade),,57,96
298,3,2:33.0,,J. Crawford misses 3-pt jump shot from 26 ft,57,96
299,3,2:29.0,Defensive rebound by D. Wade,,57,96
300,3,2:22.0,J. Green makes 2-pt jump shot from 19 ft (assist by D. Wade),,59,96
301,3,2:00.0,,A. Wiggins makes 2-pt jump shot from 21 ft,59,98
302,3,1:44.0,C. Osman makes 3-pt jump shot from 24 ft (assist by D. Wade),,62,98
303,3,1:27.0,,T. Gibson misses 3-pt jump shot from 26 ft,62,98
304,3,1:24.0,Defensive rebound by D. Wade,,62,98
305,3,1:16.0,Turnover by T. Thompson (offensive goaltending),,62,98
306,3,0:57.0,,Shooting foul by K. Korver (drawn by A. Wiggins),62,98
307,3,0:57.0,,A. Wiggins makes free throw 1 of 2,62,99
308,3,0:57.0,,A. Wiggins makes free throw 2 of 2,62,100
309,3,0:41.0,D. Wade misses 2-pt layup from 1 ft,,62,100
310,3,0:41.0,,Defensive rebound by G. Dieng,62,100
311,3,0:33.0,,Turnover by T. Jones (bad pass),62,100
312,3,0:28.0,J. Green makes 2-pt layup from 1 ft,,64,100
313,3,0:28.0,Shooting foul by T. Gibson (drawn by J. Green),,64,100
314,3,0:28.0,J. Green makes free throw 1 of 1,,65,100
315,3,0:06.0,,G. Dieng makes 2-pt dunk from 2 ft (assist by A. Wiggins),65,102
316,3,0:04.0,Personal take foul by A. Wiggins (drawn by D. Wade),,65,102
317,3,0:04.0,D. Wade makes free throw 1 of 2,,66,102
318,3,0:04.0,D. Wade makes free throw 2 of 2,,67,102
319,3,0:00.0,,A. Wiggins misses 3-pt jump shot from 26 ft,67,102
320,3,0:00.0,,Offensive rebound by Team,67,102
321,4,11:40.0,C. Osman makes 2-pt layup from 3 ft,,69,102
322,4,11:40.0,Shooting foul by G. Dieng (drawn by C. Osman),,69,102
323,4,11:40.0,C. Osman makes free throw 1 of 1,,70,102
324,4,11:22.0,,J. Crawford makes 2-pt layup from 2 ft,70,104
325,4,11:22.0,,Shooting foul by T. Thompson (drawn by J. Crawford),70,104
326,4,11:22.0,,J. Crawford misses free throw 1 of 1,70,104
327,4,11:19.0,Defensive rebound by C. Osman,,70,104
328,4,11:15.0,Personal foul by G. Dieng (drawn by D. Wade),,70,104
329,4,11:11.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Wade),,73,104
330,4,10:48.0,,G. Dieng misses 3-pt jump shot from 23 ft,73,104
331,4,10:46.0,Defensive rebound by K. Korver,,73,104
332,4,10:41.0,J. Green misses 3-pt jump shot from 25 ft,,73,104
333,4,10:38.0,,Defensive rebound by K. Towns,73,104
334,4,10:32.0,,Shooting foul by J. Green (drawn by G. Dieng),73,104
335,4,10:32.0,,G. Dieng makes free throw 1 of 2,73,105
336,4,10:32.0,,G. Dieng makes free throw 2 of 2,73,106
337,4,10:21.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Wade),,76,106
338,4,10:01.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Crawford),76,108
339,4,9:44.0,T. Thompson makes 2-pt hook shot from 3 ft (assist by K. Korver),,78,108
340,4,9:19.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by G. Dieng),78,111
341,4,8:57.0,J. Green misses 3-pt jump shot from 25 ft,,78,111
342,4,8:54.0,,Defensive rebound by J. Crawford,78,111
343,4,8:50.0,,N. Bjelica makes 2-pt layup at rim (assist by J. Crawford),78,113
344,4,8:41.0,Offensive foul by D. Wade (drawn by A. Brooks),,78,113
345,4,8:41.0,Turnover by D. Wade (offensive foul),,78,113
346,4,8:41.0,,M. Georges-Hunt enters the game for K. Towns,78,113
347,4,8:41.0,J. Calderón enters the game for D. Wade,,78,113
348,4,8:22.0,,J. Crawford misses 2-pt layup from 3 ft,78,113
349,4,8:22.0,,Offensive rebound by G. Dieng,78,113
350,4,8:19.0,,G. Dieng misses 2-pt layup from 1 ft,78,113
351,4,8:19.0,Defensive rebound by T. Thompson,,78,113
352,4,8:07.0,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Green),,81,113
353,4,8:03.0,,Minnesota full timeout,81,113
354,4,7:48.0,,A. Brooks makes 2-pt layup from 1 ft (assist by G. Dieng),81,115
355,4,7:25.0,K. Korver misses 2-pt jump shot from 21 ft,,81,115
356,4,7:24.0,Offensive rebound by Team,,81,115
357,4,7:24.0,Turnover by Team (shot clock),,81,115
358,4,7:11.0,,A. Brooks misses 3-pt jump shot from 26 ft,81,115
359,4,7:08.0,Defensive rebound by T. Thompson,,81,115
360,4,6:59.0,K. Korver makes 2-pt jump shot from 20 ft,,83,115
361,4,6:35.0,,M. Georges-Hunt makes 2-pt jump shot from 12 ft,83,117
362,4,6:26.0,C. Osman misses 2-pt jump shot from 16 ft,,83,117
363,4,6:21.0,,Defensive rebound by A. Brooks,83,117
364,4,6:09.0,,Personal foul by J. Calderón (drawn by A. Brooks),83,117
365,4,6:09.0,C. Frye enters the game for T. Thompson,,83,117
366,4,5:57.0,,J. Crawford misses 2-pt jump shot from 15 ft,83,117
367,4,5:54.0,Defensive rebound by K. Korver,,83,117
368,4,5:45.0,C. Frye makes 2-pt layup from 1 ft (assist by J. Calderón),,85,117
369,4,5:24.0,,N. Bjelica makes 2-pt jump shot from 8 ft,85,119
370,4,5:09.0,Turnover by J. Green (bad pass; steal by A. Brooks),,85,119
371,4,5:04.0,,M. Georges-Hunt misses 3-pt jump shot from 26 ft,85,119
372,4,5:01.0,Defensive rebound by J. Green,,85,119
373,4,4:54.0,K. Korver misses 3-pt jump shot from 24 ft,,85,119
374,4,4:49.0,,Defensive rebound by G. Dieng,85,119
375,4,4:31.0,,J. Crawford misses 3-pt jump shot from 26 ft,85,119
376,4,4:27.0,,Offensive rebound by A. Brooks,85,119
377,4,4:08.0,,G. Dieng misses 2-pt jump shot from 9 ft,85,119
378,4,4:07.0,Defensive rebound by Team,,85,119
379,4,4:07.0,,Loose ball foul by N. Bjelica (drawn by C. Osman),85,119
380,4,4:07.0,,S. Muhammad enters the game for J. Crawford,85,119
381,4,3:54.0,J. Green makes 2-pt layup from 3 ft (assist by K. Korver),,87,119
382,4,3:36.0,,A. Brooks misses 2-pt jump shot from 9 ft,87,119
383,4,3:32.0,,Offensive rebound by A. Brooks,87,119
384,4,3:32.0,,N. Bjelica misses 2-pt layup from 1 ft,87,119
385,4,3:28.0,,Offensive rebound by G. Dieng,87,119
386,4,3:28.0,,G. Dieng makes 2-pt layup at rim,87,121
387,4,3:14.0,C. Frye makes 3-pt jump shot from 24 ft (assist by J. Green),,90,121
388,4,2:51.0,,S. Muhammad misses 2-pt layup from 1 ft,90,121
