,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
218,2,1:46.0,,K. Walker makes 2-pt layup from 2 ft,51,51
219,2,1:30.0,P. George makes 2-pt layup at rim (assist by R. Westbrook),,53,51
220,2,1:12.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),53,54
221,2,0:46.0,R. Westbrook makes 2-pt jump shot from 20 ft,,55,54
222,2,0:30.0,,K. Walker misses 2-pt layup from 2 ft (block by S. Adams),55,54
223,2,0:30.0,,Offensive rebound by D. Howard,55,54
224,2,0:30.0,,D. Howard makes 2-pt layup at rim,55,56
225,2,0:30.0,Offensive foul by R. Westbrook (drawn by N. Batum),,55,56
226,2,0:30.0,Turnover by R. Westbrook (offensive foul),,55,56
227,2,0:15.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),55,59
228,2,0:01.0,R. Westbrook misses 3-pt jump shot from 26 ft,,55,59
229,2,0:01.0,,Defensive rebound by D. Howard,55,59
230,3,11:49.0,,D. Howard makes 2-pt layup from 1 ft (assist by M. Williams),55,61
231,3,11:34.0,C. Anthony misses 3-pt jump shot from 25 ft,,55,61
232,3,11:31.0,,Defensive rebound by D. Howard,55,61
233,3,11:23.0,,M. Williams misses 3-pt jump shot from 23 ft,55,61
234,3,11:22.0,Defensive rebound by Team,,55,61
235,3,11:07.0,S. Adams misses 2-pt layup from 2 ft,,55,61
236,3,11:02.0,Offensive rebound by S. Adams,,55,61
237,3,11:02.0,S. Adams makes 2-pt dunk at rim,,57,61
238,3,10:50.0,,K. Walker misses 3-pt jump shot from 23 ft,57,61
239,3,10:47.0,Defensive rebound by P. George,,57,61
240,3,10:43.0,Shooting foul by K. Walker (drawn by R. Westbrook),,57,61
241,3,10:43.0,R. Westbrook makes free throw 1 of 2,,58,61
242,3,10:43.0,R. Westbrook misses free throw 2 of 2,,58,61
243,3,10:38.0,Offensive rebound by R. Westbrook,,58,61
244,3,10:30.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,60,61
245,3,10:08.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,60,61
246,3,10:06.0,Defensive rebound by C. Anthony,,60,61
247,3,9:54.0,R. Westbrook misses 2-pt jump shot from 19 ft,,60,61
248,3,9:50.0,,Defensive rebound by M. Kidd-Gilchrist,60,61
249,3,9:45.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),60,64
250,3,9:29.0,P. George misses 2-pt jump shot from 11 ft,,60,64
251,3,9:26.0,Offensive rebound by S. Adams,,60,64
252,3,9:24.0,P. George misses 3-pt jump shot from 25 ft,,60,64
253,3,9:21.0,,Defensive rebound by Team,60,64
254,3,9:13.0,,Turnover by K. Walker (bad pass),60,64
255,3,8:54.0,R. Westbrook misses 2-pt jump shot from 13 ft,,60,64
256,3,8:51.0,,Defensive rebound by M. Williams,60,64
257,3,8:43.0,,K. Walker misses 2-pt jump shot from 2 ft,60,64
258,3,8:41.0,,Offensive rebound by D. Howard,60,64
259,3,8:39.0,,N. Batum misses 3-pt jump shot from 25 ft,60,64
260,3,8:37.0,Defensive rebound by C. Anthony,,60,64
261,3,8:32.0,C. Anthony makes 2-pt jump shot from 15 ft,,62,64
262,3,8:15.0,,M. Williams misses 3-pt jump shot from 23 ft,62,64
263,3,8:12.0,Defensive rebound by C. Anthony,,62,64
264,3,8:06.0,C. Anthony misses 2-pt jump shot from 20 ft,,62,64
265,3,8:03.0,,Defensive rebound by N. Batum,62,64
266,3,7:58.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by S. Adams),62,64
267,3,7:52.0,Shooting foul by K. Walker (drawn by R. Westbrook),,62,64
268,3,7:52.0,R. Westbrook makes free throw 1 of 2,,63,64
269,3,7:52.0,R. Westbrook makes free throw 2 of 2,,64,64
270,3,7:38.0,,N. Batum makes 2-pt jump shot from 12 ft,64,66
271,3,7:18.0,T. Ferguson misses 3-pt jump shot from 25 ft,,64,66
272,3,7:16.0,,Defensive rebound by M. Williams,64,66
273,3,7:09.0,,N. Batum misses 3-pt jump shot from 24 ft (block by P. George),64,66
274,3,7:05.0,Defensive rebound by C. Anthony,,64,66
275,3,6:57.0,C. Anthony misses 2-pt jump shot from 8 ft,,64,66
276,3,6:57.0,Offensive rebound by C. Anthony,,64,66
277,3,6:57.0,Shooting foul by D. Howard (drawn by C. Anthony),,64,66
278,3,6:57.0,,Charlotte full timeout,64,66
279,3,6:57.0,C. Anthony makes free throw 1 of 2,,65,66
280,3,6:57.0,C. Anthony misses free throw 2 of 2,,65,66
281,3,6:52.0,Offensive rebound by P. George,,65,66
282,3,6:49.0,R. Westbrook misses 2-pt jump shot from 11 ft,,65,66
283,3,6:47.0,,Defensive rebound by M. Kidd-Gilchrist,65,66
284,3,6:37.0,,Personal foul by T. Ferguson (drawn by N. Batum),65,66
285,3,6:34.0,,Turnover by N. Batum (bad pass),65,66
286,3,6:19.0,C. Anthony makes 2-pt jump shot from 19 ft,,67,66
287,3,6:06.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,67,66
288,3,6:06.0,Defensive rebound by R. Westbrook,,67,66
289,3,5:53.0,C. Anthony misses 2-pt jump shot from 17 ft,,67,66
290,3,5:53.0,,Defensive rebound by D. Howard,67,66
291,3,5:38.0,,K. Walker misses 3-pt jump shot from 25 ft,67,66
292,3,5:38.0,Defensive rebound by S. Adams,,67,66
293,3,5:31.0,C. Anthony misses 3-pt jump shot from 26 ft,,67,66
294,3,5:31.0,Offensive rebound by S. Adams,,67,66
295,3,5:19.0,P. George misses 2-pt jump shot from 15 ft,,67,66
296,3,5:16.0,,Defensive rebound by M. Williams,67,66
297,3,5:14.0,,Personal foul by S. Adams (drawn by K. Walker),67,66
298,3,5:14.0,,T. Graham enters the game for M. Williams,67,66
299,3,5:14.0,J. Grant enters the game for T. Ferguson,,67,66
300,3,5:04.0,,D. Howard misses 2-pt layup from 2 ft (block by S. Adams),67,66
301,3,5:03.0,Defensive rebound by S. Adams,,67,66
302,3,5:02.0,Personal foul by D. Howard (drawn by S. Adams),,67,66
303,3,5:02.0,Oklahoma City full timeout,,67,66
304,3,4:49.0,Turnover by S. Adams (out of bounds lost ball),,67,66
305,3,4:25.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,67,66
306,3,4:21.0,Defensive rebound by R. Westbrook,,67,66
307,3,4:19.0,Turnover by R. Westbrook (bad pass),,67,66
308,3,3:59.0,,K. Walker misses 2-pt layup from 2 ft (block by R. Westbrook),67,66
309,3,3:59.0,,Offensive rebound by Team,67,66
310,3,3:59.0,,J. Lamb enters the game for M. Kidd-Gilchrist,67,66
311,3,3:55.0,,N. Batum misses 2-pt jump shot from 20 ft,67,66
312,3,3:52.0,Defensive rebound by R. Westbrook,,67,66
313,3,3:43.0,P. George misses 2-pt jump shot from 18 ft,,67,66
314,3,3:39.0,Offensive rebound by S. Adams,,67,66
315,3,3:36.0,Offensive foul by S. Adams (drawn by T. Graham),,67,66
316,3,3:36.0,Turnover by S. Adams (offensive foul),,67,66
317,3,3:22.0,,Turnover by T. Graham (step out of bounds),67,66
318,3,3:22.0,,F. Kaminsky enters the game for D. Howard,67,66
319,3,3:22.0,P. Patterson enters the game for S. Adams,,67,66
320,3,3:09.0,R. Westbrook misses 2-pt layup from 2 ft,,67,66
321,3,3:06.0,Offensive rebound by R. Westbrook,,67,66
322,3,3:05.0,R. Westbrook makes 2-pt layup from 1 ft,,69,66
323,3,2:47.0,,N. Batum makes 2-pt jump shot from 16 ft,69,68
324,3,2:31.0,P. Patterson misses 3-pt jump shot from 25 ft,,69,68
325,3,2:26.0,,Defensive rebound by T. Graham,69,68
326,3,2:20.0,,J. Lamb misses 2-pt layup from 2 ft (block by J. Grant),69,68
327,3,2:17.0,Defensive rebound by C. Anthony,,69,68
328,3,2:07.0,C. Anthony misses 2-pt jump shot from 9 ft,,69,68
329,3,2:04.0,,Defensive rebound by J. Lamb,69,68
330,3,1:54.0,,K. Walker makes 3-pt jump shot from 25 ft,69,71
331,3,1:33.0,R. Westbrook misses 3-pt jump shot from 26 ft,,69,71
332,3,1:30.0,,Defensive rebound by F. Kaminsky,69,71
333,3,1:17.0,,K. Walker misses 2-pt jump shot from 16 ft,69,71
334,3,1:12.0,,Offensive rebound by F. Kaminsky,69,71
335,3,1:12.0,,F. Kaminsky makes 2-pt layup at rim,69,73
336,3,1:01.0,P. Patterson misses 2-pt layup from 7 ft,,69,73
337,3,0:59.0,Offensive rebound by P. Patterson,,69,73
338,3,0:59.0,Shooting foul by T. Graham (drawn by P. Patterson),,69,73
339,3,0:59.0,P. Patterson makes free throw 1 of 2,,70,73
340,3,0:59.0,,M. Carter-Williams enters the game for N. Batum,70,73
341,3,0:59.0,,M. Monk enters the game for K. Walker,70,73
342,3,0:59.0,J. Huestis enters the game for R. Westbrook,,70,73
343,3,0:59.0,R. Felton enters the game for C. Anthony,,70,73
344,3,0:59.0,P. Patterson makes free throw 2 of 2,,71,73
345,3,0:49.0,,Personal foul by P. Patterson (drawn by M. Carter-Williams),71,73
346,3,0:34.0,,T. Graham misses 2-pt jump shot from 11 ft,71,73
347,3,0:31.0,Defensive rebound by P. Patterson,,71,73
348,3,0:16.0,P. George makes 2-pt layup from 1 ft,,73,73
349,3,0:00.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft,73,76
350,4,11:40.0,R. Felton misses 2-pt jump shot from 19 ft,,73,76
351,4,11:36.0,,Defensive rebound by J. Lamb,73,76
352,4,11:30.0,,J. Lamb misses 2-pt layup from 1 ft,73,76
353,4,11:24.0,,Offensive rebound by M. Carter-Williams,73,76
354,4,11:24.0,,M. Carter-Williams makes 2-pt layup at rim,73,78
355,4,11:14.0,J. Huestis makes 3-pt jump shot from 23 ft (assist by R. Felton),,76,78
356,4,10:47.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,76,78
357,4,10:44.0,Defensive rebound by P. Patterson,,76,78
358,4,10:37.0,Á. Abrines makes 3-pt jump shot from 23 ft (assist by R. Felton),,79,78
359,4,10:25.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),79,80
360,4,10:25.0,,Shooting foul by J. Huestis (drawn by J. Lamb),79,80
361,4,10:25.0,,J. Lamb misses free throw 1 of 1,79,80
362,4,10:25.0,Defensive rebound by J. Huestis,,79,80
363,4,10:10.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by R. Felton),,82,80
364,4,9:45.0,,Turnover by M. Carter-Williams (bad pass; steal by J. Huestis),82,80
365,4,9:38.0,Shooting foul by F. Kaminsky (drawn by J. Grant),,82,80
366,4,9:38.0,J. Grant makes free throw 1 of 2,,83,80
367,4,9:38.0,J. Grant makes free throw 2 of 2,,84,80
368,4,9:25.0,,M. Monk misses 3-pt jump shot from 24 ft,84,80
369,4,9:22.0,Defensive rebound by J. Grant,,84,80
370,4,9:09.0,R. Felton misses 2-pt layup from 2 ft,,84,80
371,4,9:03.0,Offensive rebound by R. Felton,,84,80
372,4,9:03.0,R. Felton makes 2-pt layup at rim,,86,80
373,4,8:47.0,,J. Lamb misses 2-pt layup from 2 ft (block by J. Huestis),86,80
374,4,8:44.0,Defensive rebound by J. Grant,,86,80
375,4,8:34.0,J. Huestis misses 3-pt jump shot from 25 ft,,86,80
376,4,8:31.0,,Defensive rebound by T. Graham,86,80
377,4,8:22.0,,J. Lamb makes 2-pt layup from 1 ft (assist by M. Monk),86,82
378,4,8:02.0,R. Felton makes 2-pt layup from 1 ft,,88,82
379,4,7:42.0,,J. Lamb makes 2-pt jump shot from 12 ft,88,84
380,4,7:18.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Felton),,91,84
381,4,6:56.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,91,84
382,4,6:52.0,,Offensive rebound by J. Lamb,91,84
383,4,6:49.0,,J. Lamb misses 2-pt jump shot from 11 ft,91,84
384,4,6:46.0,Defensive rebound by J. Huestis,,91,84
