,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
381,4,5:26.0,B. Forbes misses 2-pt jump shot from 5 ft,,79,103
382,4,5:22.0,Offensive rebound by K. Anderson,,79,103
383,4,5:22.0,J. Lauvergne makes 2-pt dunk from 2 ft (assist by K. Anderson),,81,103
384,4,5:06.0,,Technical foul by K. Oubre,81,103
385,4,5:06.0,B. Forbes makes technical free throw,,82,103
386,4,5:06.0,,Turnover by R. Sessions (bad pass),82,103
387,4,4:59.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by B. Forbes),,85,103
388,4,4:45.0,,Shooting foul by J. Lauvergne (drawn by J. Smith),85,103
389,4,4:45.0,,J. Smith makes free throw 1 of 2,85,104
390,4,4:45.0,,J. Smith makes free throw 2 of 2,85,105
391,4,4:39.0,J. Lauvergne makes 2-pt dunk from 2 ft (assist by B. Forbes),,87,105
392,4,4:24.0,,J. Smith makes 2-pt jump shot from 11 ft (assist by R. Sessions),87,107
393,4,4:19.0,Shooting foul by K. Oubre (drawn by K. Anderson),,87,107
394,4,4:19.0,K. Anderson misses free throw 1 of 2,,87,107
395,4,4:19.0,Offensive rebound by Team,,87,107
396,4,4:19.0,K. Anderson makes free throw 2 of 2,,88,107
397,4,4:06.0,,J. Meeks misses 3-pt jump shot from 24 ft,88,107
398,4,4:03.0,Defensive rebound by Team,,88,107
399,4,4:03.0,,Loose ball foul by I. Mahinmi,88,107
400,4,4:03.0,,Technical foul by I. Mahinmi,88,107
401,4,4:03.0,B. Forbes makes technical free throw,,89,107
402,4,4:03.0,B. Paul misses free throw 1 of 2,,89,107
403,4,4:03.0,Offensive rebound by Team,,89,107
404,4,4:03.0,B. Paul misses free throw 2 of 2,,89,107
405,4,4:00.0,,Defensive rebound by K. Oubre,89,107
406,4,3:43.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by K. Oubre),89,110
407,4,3:30.0,Shooting foul by K. Oubre (drawn by J. Lauvergne),,89,110
408,4,3:30.0,J. Lauvergne makes free throw 1 of 2,,90,110
409,4,3:30.0,,T. Frazier enters the game for K. Oubre,90,110
410,4,3:30.0,J. Lauvergne misses free throw 2 of 2,,90,110
411,4,3:29.0,,Defensive rebound by J. Smith,90,110
412,4,3:14.0,,J. Smith misses 3-pt jump shot from 23 ft,90,110
413,4,3:10.0,Defensive rebound by B. Forbes,,90,110
414,4,3:05.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by B. Forbes),,93,110
415,4,2:49.0,,Turnover by R. Sessions (bad pass),93,110
416,4,2:49.0,San Antonio full timeout,,93,110
417,4,2:31.0,Turnover by J. Lauvergne (bad pass),,93,110
418,4,2:15.0,,J. Meeks misses 3-pt jump shot from 26 ft,93,110
419,4,2:11.0,Defensive rebound by J. Lauvergne,,93,110
420,4,2:07.0,B. Forbes makes 2-pt layup from 2 ft,,95,110
421,4,2:07.0,Shooting foul by T. Frazier (drawn by B. Forbes),,95,110
422,4,2:07.0,B. Forbes makes free throw 1 of 1,,96,110
423,4,1:58.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by K. Anderson),96,110
424,4,1:58.0,Defensive rebound by K. Anderson,,96,110
425,4,1:48.0,D. Bertāns misses 3-pt jump shot from 25 ft,,96,110
426,4,1:44.0,,Defensive rebound by R. Sessions,96,110
427,4,1:44.0,,Personal foul by K. Anderson (drawn by R. Sessions),96,110
428,4,1:44.0,,R. Sessions makes free throw 1 of 2,96,111
429,4,1:44.0,,R. Sessions makes free throw 2 of 2,96,112
430,4,1:35.0,K. Anderson makes 2-pt jump shot from 15 ft,,98,112
431,4,1:34.0,Loose ball foul by K. Anderson (drawn by R. Sessions),,98,112
432,4,1:34.0,,R. Sessions makes free throw 1 of 2,98,113
433,4,1:34.0,,R. Sessions misses free throw 2 of 2,98,113
434,4,1:30.0,Defensive rebound by K. Anderson,,98,113
435,4,1:27.0,B. Forbes makes 2-pt layup from 2 ft (assist by K. Anderson),,100,113
436,4,1:10.0,,Personal foul by D. Bertāns (drawn by T. Frazier),100,113
437,4,1:10.0,,T. Frazier misses free throw 1 of 2,100,113
438,4,1:10.0,,Offensive rebound by Team,100,113
439,4,1:10.0,,T. Frazier makes free throw 2 of 2,100,114
440,4,1:03.0,B. Paul misses 2-pt layup from 4 ft,,100,114
441,4,1:03.0,Offensive rebound by J. Lauvergne,,100,114
442,4,1:03.0,J. Lauvergne makes 2-pt layup at rim,,102,114
443,4,0:39.0,,Turnover by R. Sessions (bad pass; steal by K. Anderson),102,114
444,4,0:36.0,K. Anderson makes 2-pt layup from 2 ft (assist by B. Paul),,104,114
445,4,0:15.0,,J. Meeks makes 2-pt jump shot from 16 ft,104,116
446,4,0:08.0,B. Paul makes 2-pt jump shot from 19 ft (assist by B. Forbes),,106,116
