,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
53,1,5:20.0,,J. Brown misses 2-pt layup from 3 ft (block by E. Turner),15,7
54,1,5:17.0,Defensive rebound by E. Turner,,15,7
55,1,5:12.0,C. McCollum misses 2-pt jump shot from 15 ft,,15,7
56,1,5:09.0,Offensive rebound by A. Aminu,,15,7
57,1,5:07.0,A. Aminu misses 2-pt hook shot from 2 ft,,15,7
58,1,5:07.0,,Defensive rebound by J. Brown,15,7
59,1,4:47.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by D. Theis),15,10
60,1,4:29.0,Turnover by D. Lillard (bad pass; steal by J. Brown),,15,10
61,1,4:26.0,,Turnover by A. Horford (bad pass),15,10
62,1,4:26.0,P. Connaughton enters the game for C. McCollum,,15,10
63,1,4:26.0,E. Davis enters the game for A. Aminu,,15,10
64,1,4:26.0,Z. Collins enters the game for J. Nurkić,,15,10
65,1,4:08.0,E. Turner misses 2-pt jump shot from 14 ft,,15,10
66,1,4:04.0,,Defensive rebound by A. Nader,15,10
67,1,3:44.0,,A. Horford misses 2-pt jump shot from 9 ft,15,10
68,1,3:40.0,Defensive rebound by Z. Collins,,15,10
69,1,3:31.0,D. Lillard misses 3-pt jump shot from 31 ft,,15,10
70,1,3:29.0,,Defensive rebound by A. Nader,15,10
71,1,3:21.0,,A. Nader misses 3-pt jump shot from 27 ft,15,10
72,1,3:17.0,Defensive rebound by Z. Collins,,15,10
73,1,3:10.0,D. Lillard makes 3-pt jump shot from 29 ft,,18,10
74,1,3:10.0,Shooting foul by J. Brown (drawn by D. Lillard),,18,10
75,1,3:10.0,M. Harkless enters the game for E. Turner,,18,10
76,1,3:10.0,D. Lillard makes free throw 1 of 1,,19,10
77,1,2:53.0,,Turnover by A. Horford (bad pass; steal by M. Harkless),19,10
78,1,2:47.0,D. Lillard misses 2-pt layup from 4 ft (block by S. Ojeleye),,19,10
79,1,2:47.0,Offensive rebound by Team,,19,10
80,1,2:47.0,Portland full timeout,,19,10
81,1,2:35.0,E. Davis misses 2-pt layup from 9 ft (block by A. Horford),,19,10
82,1,2:33.0,,Defensive rebound by J. Brown,19,10
83,1,2:27.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,19,10
84,1,2:25.0,Defensive rebound by E. Davis,,19,10
85,1,2:18.0,Shooting foul by A. Horford (drawn by P. Connaughton),,19,10
86,1,2:18.0,P. Connaughton makes free throw 1 of 2,,20,10
87,1,2:18.0,P. Connaughton makes free throw 2 of 2,,21,10
88,1,2:05.0,,A. Nader misses 2-pt layup from 3 ft (block by Z. Collins),21,10
89,1,2:05.0,,Offensive rebound by Team,21,10
90,1,2:05.0,,J. Tatum enters the game for A. Nader,21,10
91,1,2:05.0,,G. Yabusele enters the game for S. Ojeleye,21,10
92,1,2:05.0,,T. Rozier enters the game for A. Horford,21,10
93,1,1:53.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by T. Rozier),21,13
94,1,1:34.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by D. Lillard),,24,13
95,1,1:19.0,,D. Theis makes 2-pt jump shot from 8 ft (assist by T. Rozier),24,15
96,1,0:56.0,Turnover by P. Connaughton (bad pass; steal by G. Yabusele),,24,15
97,1,0:49.0,,Shooting foul by Z. Collins (drawn by G. Yabusele),24,15
98,1,0:49.0,,G. Yabusele makes free throw 1 of 3,24,16
99,1,0:49.0,,G. Yabusele misses free throw 2 of 3,24,16
100,1,0:49.0,,Offensive rebound by Team,24,16
101,1,0:49.0,,K. Allen enters the game for J. Brown,24,16
102,1,0:49.0,C. McCollum enters the game for Z. Collins,,24,16
103,1,0:49.0,,G. Yabusele misses free throw 3 of 3,24,16
104,1,0:48.0,,Offensive rebound by D. Theis,24,16
105,1,0:37.0,,T. Rozier misses 2-pt jump shot from 20 ft,24,16
106,1,0:34.0,Defensive rebound by D. Lillard,,24,16
107,1,0:30.0,D. Lillard misses 3-pt jump shot from 26 ft,,24,16
108,1,0:28.0,,Defensive rebound by Team,24,16
109,1,0:28.0,,J. Brown enters the game for K. Allen,24,16
110,1,0:09.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),24,19
111,1,0:02.0,E. Davis makes 2-pt layup at rim (assist by C. McCollum),,26,19
112,1,0:01.0,,J. Brown misses 3-pt jump shot from 67 ft,26,19
113,1,0:01.0,,Offensive rebound by Team,26,19
114,2,11:45.0,,Shooting foul by E. Davis (drawn by D. Theis),26,19
115,2,11:45.0,,D. Theis makes free throw 1 of 2,26,20
116,2,11:45.0,,D. Theis makes free throw 2 of 2,26,21
117,2,11:25.0,P. Connaughton misses 3-pt jump shot from 31 ft,,26,21
118,2,11:22.0,,Defensive rebound by A. Nader,26,21
119,2,11:06.0,,A. Nader misses 3-pt jump shot from 26 ft,26,21
120,2,11:04.0,Defensive rebound by E. Davis,,26,21
121,2,10:56.0,C. McCollum makes 2-pt jump shot from 8 ft,,28,21
122,2,10:34.0,,J. Tatum misses 2-pt jump shot from 16 ft,28,21
123,2,10:31.0,Defensive rebound by E. Davis,,28,21
124,2,10:17.0,Turnover by P. Connaughton (out of bounds lost ball),,28,21
125,2,10:03.0,,G. Yabusele misses 3-pt jump shot from 25 ft,28,21
126,2,10:01.0,Defensive rebound by M. Harkless,,28,21
127,2,9:51.0,E. Davis makes 2-pt dunk from 1 ft (assist by C. McCollum),,30,21
128,2,9:34.0,,Shooting foul by P. Connaughton (drawn by A. Nader),30,21
129,2,9:34.0,,A. Nader misses free throw 1 of 2,30,21
130,2,9:34.0,,Offensive rebound by Team,30,21
131,2,9:34.0,,A. Nader makes free throw 2 of 2,30,22
132,2,9:20.0,C. McCollum makes 2-pt hook shot from 7 ft,,32,22
133,2,9:08.0,,Personal foul by M. Harkless (drawn by J. Tatum),32,22
134,2,9:04.0,,D. Theis misses 2-pt jump shot from 20 ft,32,22
135,2,9:00.0,Defensive rebound by E. Davis,,32,22
136,2,8:49.0,Shooting foul by A. Nader (drawn by E. Davis),,32,22
137,2,8:49.0,E. Davis makes free throw 1 of 2,,33,22
138,2,8:49.0,E. Davis misses free throw 2 of 2,,33,22
139,2,8:48.0,,Defensive rebound by D. Theis,33,22
140,2,8:32.0,,A. Nader makes 3-pt jump shot from 25 ft,33,25
141,2,8:14.0,C. McCollum makes 3-pt jump shot from 22 ft (assist by Z. Collins),,36,25
142,2,7:52.0,,T. Rozier makes 3-pt jump shot from 27 ft (assist by G. Yabusele),36,28
143,2,7:35.0,C. McCollum misses 2-pt jump shot from 5 ft,,36,28
144,2,7:32.0,Offensive rebound by E. Davis,,36,28
145,2,7:30.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by E. Davis),,39,28
146,2,7:08.0,,A. Nader makes 3-pt jump shot from 26 ft (assist by T. Rozier),39,31
147,2,6:50.0,P. Connaughton misses 3-pt jump shot from 25 ft,,39,31
148,2,6:50.0,,Defensive rebound by T. Rozier,39,31
149,2,6:41.0,,G. Yabusele makes 3-pt jump shot from 25 ft (assist by T. Rozier),39,34
150,2,6:30.0,Portland full timeout,,39,34
151,2,6:30.0,,J. Brown enters the game for J. Tatum,39,34
152,2,6:30.0,,S. Ojeleye enters the game for T. Rozier,39,34
153,2,6:30.0,,A. Horford enters the game for D. Theis,39,34
154,2,6:30.0,,A. Baynes enters the game for G. Yabusele,39,34
155,2,6:30.0,E. Turner enters the game for P. Connaughton,,39,34
156,2,6:30.0,J. Nurkić enters the game for E. Davis,,39,34
157,2,6:30.0,A. Aminu enters the game for Z. Collins,,39,34
158,2,6:18.0,M. Harkless misses 2-pt layup from 2 ft (block by A. Baynes),,39,34
159,2,6:15.0,,Defensive rebound by A. Baynes,39,34
160,2,6:04.0,,A. Nader misses 3-pt jump shot from 26 ft,39,34
161,2,6:01.0,Defensive rebound by E. Turner,,39,34
162,2,5:45.0,Turnover by C. McCollum (bad pass),,39,34
163,2,5:45.0,D. Lillard enters the game for C. McCollum,,39,34
164,2,5:35.0,,A. Horford makes 2-pt dunk from 2 ft,39,36
165,2,5:14.0,A. Aminu misses 3-pt jump shot from 24 ft,,39,36
166,2,5:11.0,,Defensive rebound by A. Baynes,39,36
167,2,5:00.0,,J. Brown misses 2-pt layup from 3 ft,39,36
168,2,4:58.0,Defensive rebound by J. Nurkić,,39,36
169,2,4:45.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by A. Aminu),,42,36
170,2,4:29.0,,A. Horford makes 2-pt jump shot from 9 ft,42,38
171,2,4:10.0,Personal foul by A. Nader (drawn by D. Lillard),,42,38
172,2,4:04.0,D. Lillard misses 3-pt jump shot from 28 ft,,42,38
173,2,4:00.0,Offensive rebound by J. Nurkić,,42,38
174,2,3:50.0,D. Lillard misses 3-pt jump shot from 25 ft,,42,38
175,2,3:48.0,Offensive rebound by Team,,42,38
176,2,3:42.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by J. Nurkić),,45,38
177,2,3:24.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,45,38
178,2,3:21.0,Defensive rebound by A. Aminu,,45,38
179,2,3:11.0,A. Aminu misses 3-pt jump shot from 26 ft,,45,38
180,2,3:09.0,,Defensive rebound by A. Horford,45,38
181,2,3:09.0,,Boston full timeout,45,38
182,2,3:09.0,,T. Rozier enters the game for A. Nader,45,38
183,2,3:09.0,,J. Tatum enters the game for S. Ojeleye,45,38
184,2,2:49.0,,T. Rozier misses 2-pt jump shot from 19 ft,45,38
185,2,2:47.0,Defensive rebound by M. Harkless,,45,38
186,2,2:31.0,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Lillard),,48,38
187,2,2:07.0,,Turnover by A. Baynes (lost ball; steal by J. Nurkić),48,38
188,2,1:56.0,J. Nurkić makes 2-pt hook shot from 2 ft,,50,38
189,2,1:37.0,,J. Brown misses 3-pt jump shot from 26 ft,50,38
190,2,1:32.0,Defensive rebound by D. Lillard,,50,38
191,2,1:30.0,M. Harkless makes 2-pt dunk from 2 ft (assist by D. Lillard),,52,38
192,2,1:15.0,,Offensive foul by A. Horford (drawn by D. Lillard),52,38
193,2,1:15.0,,Turnover by A. Horford (offensive foul),52,38
194,2,1:15.0,,S. Ojeleye enters the game for A. Baynes,52,38
195,2,1:00.0,D. Lillard misses 3-pt jump shot from 25 ft,,52,38
196,2,0:57.0,,Defensive rebound by S. Ojeleye,52,38
197,2,0:53.0,,Turnover by T. Rozier (traveling),52,38
198,2,0:53.0,C. McCollum enters the game for A. Aminu,,52,38
199,2,0:33.0,J. Nurkić misses 2-pt layup from 1 ft,,52,38
200,2,0:31.0,Offensive rebound by M. Harkless,,52,38
201,2,0:31.0,M. Harkless misses 2-pt dunk at rim,,52,38
202,2,0:29.0,,Defensive rebound by S. Ojeleye,52,38
203,2,0:26.0,,Turnover by J. Brown (traveling),52,38
204,2,0:03.0,C. McCollum makes 2-pt layup from 3 ft,,54,38
205,2,0:00.0,,T. Rozier misses 3-pt jump shot from 56 ft,54,38
206,2,0:00.0,,Offensive rebound by Team,54,38
207,3,11:48.0,,T. Rozier misses 2-pt layup from 3 ft (block by J. Nurkić),54,38
208,3,11:47.0,,Offensive rebound by A. Horford,54,38
209,3,11:46.0,,Shooting foul by J. Nurkić (drawn by A. Horford),54,38
210,3,11:46.0,,A. Horford makes free throw 1 of 2,54,39
211,3,11:46.0,,A. Horford makes free throw 2 of 2,54,40
212,3,11:33.0,Def 3 sec tech foul by A. Horford,,54,40
213,3,11:33.0,D. Lillard makes technical free throw,,55,40
214,3,11:30.0,C. McCollum misses 2-pt jump shot from 16 ft,,55,40
215,3,11:29.0,,Defensive rebound by A. Baynes,55,40
216,3,11:12.0,,J. Tatum misses 2-pt layup from 1 ft (block by J. Nurkić),55,40
217,3,11:12.0,Defensive rebound by J. Nurkić,,55,40
218,3,11:01.0,E. Turner misses 2-pt jump shot from 12 ft,,55,40
219,3,10:58.0,,Defensive rebound by A. Baynes,55,40
220,3,10:46.0,,A. Horford makes 2-pt jump shot from 9 ft,55,42
221,3,10:25.0,J. Nurkić misses 2-pt hook shot from 2 ft,,55,42
222,3,10:23.0,,Defensive rebound by A. Horford,55,42
223,3,10:12.0,,A. Horford misses 2-pt hook shot from 9 ft,55,42
224,3,10:12.0,Defensive rebound by A. Aminu,,55,42
225,3,9:45.0,A. Aminu makes 2-pt hook shot from 1 ft,,57,42
226,3,9:30.0,,J. Tatum misses 3-pt jump shot from 25 ft,57,42
227,3,9:27.0,Defensive rebound by J. Nurkić,,57,42
228,3,9:09.0,D. Lillard misses 2-pt layup from 3 ft,,57,42
229,3,9:06.0,,Defensive rebound by J. Brown,57,42
230,3,9:01.0,,J. Brown misses 2-pt layup from 3 ft (block by A. Aminu),57,42
231,3,8:59.0,,Offensive rebound by A. Baynes,57,42
232,3,8:58.0,,A. Baynes makes 2-pt dunk at rim,57,44
233,3,8:43.0,C. McCollum misses 2-pt jump shot from 21 ft,,57,44
234,3,8:39.0,,Defensive rebound by A. Horford,57,44
235,3,8:31.0,,A. Baynes makes 2-pt jump shot from 12 ft (assist by J. Brown),57,46
236,3,8:09.0,J. Nurkić misses 2-pt layup from 3 ft,,57,46
237,3,8:08.0,,Defensive rebound by A. Horford,57,46
238,3,7:58.0,,J. Brown makes 2-pt jump shot from 11 ft,57,48
239,3,7:57.0,Portland full timeout,,57,48
240,3,7:46.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),,60,48
241,3,7:29.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by J. Tatum),60,51
242,3,7:13.0,Shooting foul by J. Tatum (drawn by D. Lillard),,60,51
243,3,7:13.0,D. Lillard misses free throw 1 of 2,,60,51
244,3,7:13.0,Offensive rebound by Team,,60,51
245,3,7:13.0,D. Lillard makes free throw 2 of 2,,61,51
246,3,6:52.0,,J. Brown misses 3-pt jump shot from 23 ft,61,51
247,3,6:47.0,Defensive rebound by D. Lillard,,61,51
248,3,6:42.0,D. Lillard misses 3-pt jump shot from 25 ft,,61,51
249,3,6:38.0,,Defensive rebound by A. Horford,61,51
250,3,6:26.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Tatum),61,54
251,3,6:06.0,A. Aminu misses 3-pt jump shot from 27 ft,,61,54
252,3,6:04.0,,Defensive rebound by T. Rozier,61,54
253,3,6:01.0,,Shooting foul by A. Aminu (drawn by A. Horford),61,54
254,3,6:01.0,,A. Horford makes free throw 1 of 2,61,55
255,3,6:01.0,,S. Ojeleye enters the game for J. Tatum,61,55
256,3,6:01.0,,A. Horford makes free throw 2 of 2,61,56
257,3,5:54.0,Personal foul by J. Brown (drawn by C. McCollum),,61,56
258,3,5:46.0,D. Lillard misses 2-pt jump shot from 8 ft,,61,56
259,3,5:42.0,,Defensive rebound by S. Ojeleye,61,56
260,3,5:35.0,,A. Baynes makes 2-pt jump shot from 13 ft (assist by J. Brown),61,58
261,3,5:19.0,J. Nurkić misses 2-pt jump shot from 16 ft,,61,58
262,3,5:16.0,,Defensive rebound by A. Horford,61,58
263,3,5:03.0,,T. Rozier makes 2-pt jump shot from 19 ft (assist by A. Horford),61,60
264,3,4:44.0,C. McCollum misses 3-pt jump shot from 23 ft,,61,60
265,3,4:42.0,,Defensive rebound by S. Ojeleye,61,60
266,3,4:36.0,,T. Rozier misses 2-pt jump shot from 8 ft,61,60
267,3,4:31.0,Defensive rebound by C. McCollum,,61,60
268,3,4:23.0,C. McCollum makes 2-pt jump shot from 1 ft,,63,60
269,3,4:08.0,,Shooting foul by J. Nurkić (drawn by A. Baynes),63,60
270,3,4:08.0,,A. Baynes makes free throw 1 of 2,63,61
271,3,4:08.0,,D. Theis enters the game for A. Horford,63,61
272,3,4:08.0,P. Connaughton enters the game for E. Turner,,63,61
273,3,4:08.0,M. Harkless enters the game for C. McCollum,,63,61
274,3,4:08.0,,A. Baynes makes free throw 2 of 2,63,62
275,3,3:54.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by J. Nurkić),,65,62
276,3,3:31.0,,T. Rozier makes 2-pt jump shot from 17 ft (assist by D. Theis),65,64
277,3,3:14.0,M. Harkless misses 2-pt layup from 4 ft,,65,64
278,3,3:13.0,Offensive rebound by M. Harkless,,65,64
279,3,3:13.0,E. Davis enters the game for A. Aminu,,65,64
280,3,3:13.0,Z. Collins enters the game for J. Nurkić,,65,64
281,3,3:12.0,M. Harkless misses 2-pt jump shot from 5 ft (block by D. Theis),,65,64
282,3,3:11.0,Offensive rebound by Team,,65,64
283,3,3:11.0,Personal foul by S. Ojeleye (drawn by D. Lillard),,65,64
284,3,3:11.0,,J. Tatum enters the game for J. Brown,65,64
285,3,3:07.0,D. Lillard misses 3-pt jump shot from 25 ft,,65,64
286,3,3:03.0,,Defensive rebound by A. Baynes,65,64
287,3,2:53.0,,T. Rozier misses 3-pt jump shot from 26 ft,65,64
288,3,2:50.0,Defensive rebound by M. Harkless,,65,64
289,3,2:45.0,D. Lillard makes 2-pt layup from 2 ft,,67,64
290,3,2:45.0,Shooting foul by D. Theis (drawn by D. Lillard),,67,64
291,3,2:45.0,,Boston full timeout,67,64
292,3,2:45.0,,A. Nader enters the game for A. Baynes,67,64
293,3,2:45.0,D. Lillard makes free throw 1 of 1,,68,64
294,3,2:36.0,,Personal foul by P. Connaughton (drawn by A. Nader),68,64
295,3,2:31.0,,S. Ojeleye makes 3-pt jump shot from 27 ft (assist by T. Rozier),68,67
296,3,2:13.0,E. Davis misses 2-pt layup from 3 ft,,68,67
297,3,2:11.0,,Defensive rebound by D. Theis,68,67
298,3,2:07.0,,T. Rozier misses 2-pt jump shot from 7 ft,68,67
299,3,2:05.0,,Offensive rebound by D. Theis,68,67
300,3,2:05.0,,Personal foul by M. Harkless (drawn by D. Theis),68,67
301,3,2:05.0,,D. Theis misses free throw 1 of 2,68,67
302,3,2:05.0,,Offensive rebound by Team,68,67
303,3,2:05.0,,D. Theis misses free throw 2 of 2,68,67
304,3,2:05.0,Defensive rebound by M. Harkless,,68,67
305,3,1:53.0,Turnover by D. Lillard (bad pass; steal by S. Ojeleye),,68,67
306,3,1:43.0,,Offensive foul by J. Tatum (drawn by P. Connaughton),68,67
307,3,1:43.0,,Turnover by J. Tatum (offensive foul),68,67
308,3,1:25.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,71,67
309,3,1:20.0,,Turnover by D. Theis (bad pass; steal by E. Davis),71,67
310,3,1:19.0,Shooting foul by D. Theis (drawn by D. Lillard),,71,67
311,3,1:19.0,D. Lillard makes free throw 1 of 2,,72,67
312,3,1:19.0,D. Lillard makes free throw 2 of 2,,73,67
313,3,1:07.0,,Shooting foul by M. Harkless (drawn by J. Tatum),73,67
314,3,1:07.0,,J. Tatum makes free throw 1 of 2,73,68
315,3,1:07.0,,J. Tatum makes free throw 2 of 2,73,69
316,3,0:48.0,P. Connaughton misses 2-pt layup from 3 ft,,73,69
317,3,0:45.0,,Defensive rebound by T. Rozier,73,69
318,3,0:35.0,,J. Tatum misses 3-pt jump shot from 27 ft,73,69
319,3,0:31.0,,Offensive rebound by D. Theis,73,69
320,3,0:13.0,,A. Nader misses 2-pt dunk from 3 ft (block by Z. Collins),73,69
321,3,0:12.0,Defensive rebound by Team,,73,69
322,3,0:12.0,C. McCollum enters the game for Z. Collins,,73,69
323,3,0:01.0,D. Lillard misses 2-pt jump shot from 8 ft,,73,69
324,3,0:01.0,,Defensive rebound by A. Nader,73,69
325,4,11:43.0,C. McCollum makes 2-pt jump shot from 17 ft,,75,69
326,4,11:14.0,,A. Horford makes 2-pt layup from 1 ft (assist by A. Nader),75,71
327,4,10:49.0,C. McCollum misses 2-pt jump shot from 14 ft,,75,71
328,4,10:47.0,,Defensive rebound by A. Horford,75,71
329,4,10:33.0,,D. Theis makes 2-pt layup from 1 ft (assist by A. Horford),75,73
330,4,10:13.0,A. Aminu misses 2-pt layup from 2 ft,,75,73
331,4,10:13.0,Offensive rebound by Team,,75,73
332,4,10:11.0,C. McCollum misses 3-pt jump shot from 22 ft,,75,73
333,4,10:08.0,,Defensive rebound by D. Theis,75,73
334,4,9:56.0,,A. Horford misses 2-pt jump shot from 10 ft,75,73
335,4,9:54.0,Defensive rebound by A. Aminu,,75,73
336,4,9:44.0,C. McCollum misses 2-pt layup from 2 ft (block by A. Horford),,75,73
337,4,9:41.0,,Defensive rebound by J. Tatum,75,73
338,4,9:27.0,,A. Nader misses 3-pt jump shot from 24 ft,75,73
339,4,9:23.0,,Offensive rebound by D. Theis,75,73
340,4,9:16.0,,J. Tatum makes 2-pt jump shot from 12 ft,75,75
341,4,8:53.0,A. Aminu misses 3-pt jump shot from 28 ft,,75,75
342,4,8:46.0,Offensive rebound by P. Connaughton,,75,75
343,4,8:45.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by E. Davis),,78,75
344,4,8:23.0,,Turnover by J. Tatum (out of bounds lost ball),78,75
345,4,8:09.0,P. Connaughton misses 2-pt hook shot from 2 ft,,78,75
346,4,8:08.0,Offensive rebound by E. Davis,,78,75
347,4,8:08.0,E. Davis makes 2-pt layup at rim,,80,75
348,4,7:49.0,,D. Theis misses 2-pt jump shot from 13 ft,80,75
349,4,7:46.0,Defensive rebound by M. Harkless,,80,75
350,4,7:38.0,C. McCollum misses 2-pt jump shot from 18 ft,,80,75
351,4,7:35.0,,Defensive rebound by D. Theis,80,75
352,4,7:28.0,,Turnover by J. Tatum (bad pass; steal by E. Davis),80,75
353,4,7:24.0,Personal foul by D. Theis (drawn by C. McCollum),,80,75
354,4,7:24.0,,T. Rozier enters the game for D. Theis,80,75
355,4,7:24.0,,A. Baynes enters the game for A. Nader,80,75
356,4,7:24.0,D. Lillard enters the game for P. Connaughton,,80,75
357,4,7:18.0,Shooting foul by A. Baynes (drawn by C. McCollum),,80,75
358,4,7:18.0,C. McCollum makes free throw 1 of 2,,81,75
359,4,7:18.0,,J. Brown enters the game for J. Tatum,81,75
360,4,7:18.0,J. Nurkić enters the game for E. Davis,,81,75
361,4,7:18.0,C. McCollum misses free throw 2 of 2,,81,75
362,4,7:18.0,,Defensive rebound by A. Baynes,81,75
363,4,7:02.0,,T. Rozier misses 3-pt jump shot from 25 ft,81,75
364,4,7:00.0,,Offensive rebound by T. Rozier,81,75
365,4,6:58.0,,T. Rozier makes 2-pt jump shot from 7 ft,81,77
366,4,6:41.0,M. Harkless misses 2-pt layup from 3 ft,,81,77
367,4,6:41.0,Offensive rebound by M. Harkless,,81,77
368,4,6:39.0,M. Harkless makes 2-pt layup from 1 ft,,83,77
369,4,6:28.0,,Offensive foul by A. Baynes (drawn by D. Lillard),83,77
370,4,6:28.0,,Turnover by A. Baynes (offensive foul),83,77
371,4,6:28.0,,Boston full timeout,83,77
372,4,6:14.0,C. McCollum misses 2-pt jump shot from 1 ft,,83,77
373,4,6:14.0,Offensive rebound by C. McCollum,,83,77
374,4,6:14.0,C. McCollum misses 2-pt layup from 1 ft,,83,77
375,4,6:14.0,,Defensive rebound by J. Brown,83,77
376,4,6:14.0,,Personal foul by J. Nurkić (drawn by A. Baynes),83,77
377,4,5:55.0,,J. Brown makes 2-pt layup from 1 ft,83,79
378,4,5:37.0,J. Nurkić makes 2-pt layup from 1 ft (assist by C. McCollum),,85,79
379,4,5:26.0,,Personal foul by J. Nurkić (drawn by T. Rozier),85,79
380,4,5:26.0,,J. Tatum enters the game for A. Baynes,85,79
381,4,5:17.0,,T. Rozier misses 3-pt jump shot from 26 ft,85,79
382,4,5:17.0,Defensive rebound by J. Nurkić,,85,79
383,4,5:04.0,D. Lillard misses 2-pt jump shot from 19 ft,,85,79
384,4,5:00.0,,Defensive rebound by J. Brown,85,79
385,4,4:57.0,,Personal foul by A. Aminu (drawn by J. Brown),85,79
386,4,4:42.0,,S. Ojeleye misses 3-pt jump shot from 25 ft,85,79
