,QUARTER,TIME_REMAINING,BOSTON_ACTION,HOUSTON_ACTION,BOSTON_SCORE,HOUSTON_SCORE
89,1,1:25.0,,E. Gordon misses 3-pt jump shot from 24 ft,25,30
90,1,1:23.0,Defensive rebound by G. Monroe,,25,30
91,1,1:14.0,T. Rozier makes 2-pt jump shot from 11 ft,,27,30
92,1,0:53.0,,J. Johnson misses 2-pt hook shot from 6 ft,27,30
93,1,0:52.0,Defensive rebound by G. Monroe,,27,30
94,1,0:45.0,Shooting foul by N. Hilário (drawn by G. Monroe),,27,30
95,1,0:45.0,G. Monroe makes free throw 1 of 2,,28,30
96,1,0:45.0,G. Monroe makes free throw 2 of 2,,29,30
97,1,0:36.0,,C. Paul misses 3-pt jump shot from 25 ft,29,30
98,1,0:34.0,Defensive rebound by M. Morris,,29,30
99,1,0:24.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),,32,30
100,1,0:07.0,,Personal foul by T. Rozier (drawn by C. Paul),32,30
101,2,11:40.0,J. Tatum misses 2-pt layup from 1 ft (block by L. Mbah a Moute),,32,30
102,2,11:39.0,Offensive rebound by G. Monroe,,32,30
103,2,11:34.0,G. Monroe makes 2-pt jump shot from 5 ft,,34,30
104,2,11:14.0,,L. Mbah a Moute misses 2-pt jump shot from 7 ft (block by G. Monroe),34,30
105,2,11:13.0,Defensive rebound by Team,,34,30
106,2,11:03.0,T. Rozier makes 2-pt jump shot from 21 ft,,36,30
107,2,10:45.0,,N. Hilário makes 2-pt jump shot from 16 ft (assist by C. Paul),36,32
108,2,10:29.0,M. Morris makes 2-pt layup at rim (assist by J. Tatum),,38,32
109,2,10:04.0,,J. Johnson misses 3-pt jump shot from 25 ft,38,32
110,2,10:02.0,Defensive rebound by G. Monroe,,38,32
111,2,9:56.0,Shooting foul by L. Mbah a Moute (drawn by J. Tatum),,38,32
112,2,9:56.0,J. Tatum makes free throw 1 of 2,,39,32
113,2,9:56.0,J. Tatum makes free throw 2 of 2,,40,32
114,2,9:48.0,,Shooting foul by M. Smart (drawn by E. Gordon),40,32
115,2,9:48.0,,E. Gordon misses free throw 1 of 2,40,32
116,2,9:48.0,,Offensive rebound by Team,40,32
117,2,9:48.0,,C. Capela enters the game for J. Johnson,40,32
118,2,9:48.0,,P. Tucker enters the game for L. Mbah a Moute,40,32
119,2,9:48.0,,J. Harden enters the game for N. Hilário,40,32
120,2,9:48.0,,E. Gordon makes free throw 2 of 2,40,33
121,2,9:33.0,M. Morris makes 2-pt jump shot from 8 ft,,42,33
122,2,9:33.0,Shooting foul by C. Paul (drawn by M. Morris),,42,33
123,2,9:33.0,M. Morris misses free throw 1 of 1,,42,33
124,2,9:33.0,,Defensive rebound by C. Capela,42,33
125,2,9:21.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),42,36
126,2,9:09.0,J. Tatum makes 2-pt jump shot from 20 ft (assist by M. Morris),,44,36
127,2,9:02.0,,Shooting foul by G. Monroe (drawn by E. Gordon),44,36
128,2,9:02.0,,E. Gordon makes free throw 1 of 2,44,37
129,2,9:02.0,,E. Gordon makes free throw 2 of 2,44,38
130,2,8:41.0,Personal foul by C. Paul,,44,38
131,2,8:41.0,,Technical foul by C. Paul,44,38
132,2,8:41.0,M. Smart makes technical free throw,,45,38
133,2,8:29.0,G. Monroe makes 2-pt hook shot from 6 ft,,47,38
134,2,8:11.0,,C. Paul makes 2-pt jump shot from 14 ft,47,40
135,2,7:53.0,M. Morris misses 3-pt jump shot from 23 ft,,47,40
136,2,7:49.0,,Defensive rebound by P. Tucker,47,40
137,2,7:44.0,,J. Harden misses 3-pt jump shot from 25 ft,47,40
138,2,7:42.0,,Offensive rebound by E. Gordon,47,40
139,2,7:33.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),47,43
140,2,7:29.0,Boston full timeout,,47,43
141,2,7:29.0,,T. Ariza enters the game for C. Paul,47,43
142,2,7:29.0,A. Horford enters the game for M. Smart,,47,43
143,2,7:29.0,K. Irving enters the game for G. Monroe,,47,43
144,2,7:05.0,T. Rozier misses 2-pt jump shot from 14 ft,,47,43
145,2,7:03.0,,Defensive rebound by C. Capela,47,43
146,2,6:51.0,,E. Gordon misses 3-pt jump shot from 24 ft,47,43
147,2,6:47.0,Defensive rebound by A. Horford,,47,43
148,2,6:39.0,Turnover by A. Horford (bad pass; steal by J. Harden),,47,43
149,2,6:30.0,,Shooting foul by T. Rozier (drawn by J. Harden),47,43
150,2,6:30.0,,J. Harden makes free throw 1 of 2,47,44
151,2,6:30.0,J. Brown enters the game for J. Tatum,,47,44
152,2,6:30.0,,J. Harden makes free throw 2 of 2,47,45
153,2,6:16.0,J. Brown misses 2-pt jump shot from 14 ft,,47,45
154,2,6:14.0,,Defensive rebound by C. Capela,47,45
155,2,6:07.0,,Personal foul by J. Brown (drawn by J. Harden),47,45
156,2,5:53.0,,J. Harden misses 3-pt jump shot from 24 ft,47,45
157,2,5:51.0,Defensive rebound by T. Rozier,,47,45
158,2,5:31.0,A. Horford misses 2-pt jump shot from 7 ft,,47,45
159,2,5:30.0,,Defensive rebound by C. Capela,47,45
160,2,5:24.0,,P. Tucker misses 3-pt jump shot from 22 ft,47,45
161,2,5:21.0,Defensive rebound by K. Irving,,47,45
162,2,5:13.0,K. Irving makes 2-pt jump shot from 12 ft,,49,45
163,2,5:13.0,Shooting foul by E. Gordon (drawn by K. Irving),,49,45
164,2,5:13.0,,C. Paul enters the game for E. Gordon,49,45
165,2,5:13.0,K. Irving makes free throw 1 of 1,,50,45
166,2,5:01.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),50,47
167,2,4:48.0,K. Irving misses 3-pt jump shot from 25 ft,,50,47
168,2,4:45.0,,Defensive rebound by C. Capela,50,47
169,2,4:22.0,,J. Harden makes 3-pt jump shot from 23 ft,50,50
170,2,3:57.0,A. Horford misses 2-pt hook shot from 8 ft,,50,50
171,2,3:56.0,Offensive rebound by Team,,50,50
172,2,3:56.0,M. Smart enters the game for J. Brown,,50,50
173,2,3:48.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,53,50
174,2,3:36.0,Violation by A. Horford (kicked ball),,53,50
175,2,3:32.0,,Personal foul by K. Irving (drawn by J. Harden),53,50
176,2,3:32.0,,J. Harden makes free throw 1 of 2,53,51
177,2,3:32.0,,J. Harden makes free throw 2 of 2,53,52
178,2,3:18.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by A. Horford),,56,52
179,2,3:04.0,,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),56,54
180,2,2:42.0,T. Rozier misses 2-pt jump shot from 6 ft (block by P. Tucker),,56,54
181,2,2:41.0,,Defensive rebound by C. Capela,56,54
182,2,2:40.0,,Turnover by C. Capela (traveling),56,54
183,2,2:40.0,,Houston full timeout,56,54
184,2,2:30.0,A. Horford makes 2-pt hook shot from 7 ft,,58,54
185,2,2:16.0,,T. Ariza makes 2-pt layup at rim,58,56
186,2,2:16.0,,Shooting foul by K. Irving (drawn by T. Ariza),58,56
187,2,2:16.0,G. Monroe enters the game for M. Morris,,58,56
188,2,2:16.0,,T. Ariza makes free throw 1 of 1,58,57
189,2,2:00.0,T. Rozier makes 2-pt jump shot from 7 ft,,60,57
190,2,1:47.0,,Turnover by P. Tucker (traveling),60,57
191,2,1:29.0,M. Smart makes 2-pt layup at rim,,62,57
192,2,1:22.0,,Personal foul by G. Monroe (drawn by J. Harden),62,57
193,2,1:22.0,,J. Harden misses free throw 1 of 2,62,57
194,2,1:22.0,,Offensive rebound by Team,62,57
195,2,1:22.0,,J. Harden makes free throw 2 of 2,62,58
196,2,1:06.0,G. Monroe misses 2-pt layup from 4 ft (block by C. Capela),,62,58
197,2,1:04.0,,Defensive rebound by J. Harden,62,58
198,2,0:58.0,,C. Capela misses 2-pt dunk at rim,62,58
199,2,0:57.0,Defensive rebound by M. Smart,,62,58
200,2,0:54.0,G. Monroe misses 2-pt jump shot from 5 ft,,62,58
201,2,0:53.0,Offensive rebound by A. Horford,,62,58
202,2,0:52.0,A. Horford makes 2-pt layup at rim,,64,58
203,2,0:29.0,,C. Capela misses 2-pt hook shot from 5 ft (block by M. Smart),64,58
204,2,0:26.0,,Offensive rebound by C. Capela,64,58
205,2,0:26.0,,C. Capela misses 2-pt layup at rim,64,58
206,2,0:26.0,,Offensive rebound by T. Ariza,64,58
207,2,0:24.0,,T. Ariza misses 2-pt layup at rim,64,58
208,2,0:21.0,Defensive rebound by Team,,64,58
209,2,0:00.0,M. Smart misses 2-pt jump shot from 20 ft,,64,58
210,2,0:00.0,Offensive rebound by Team,,64,58
211,3,11:43.0,K. Irving makes 2-pt jump shot from 4 ft,,66,58
212,3,11:27.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),66,61
213,3,11:13.0,K. Irving misses 3-pt jump shot from 25 ft,,66,61
214,3,11:10.0,,Defensive rebound by T. Ariza,66,61
215,3,11:04.0,,J. Harden misses 3-pt jump shot from 25 ft,66,61
216,3,11:02.0,Defensive rebound by J. Tatum,,66,61
217,3,10:47.0,Turnover by A. Baynes (turnover),,66,61
218,3,10:40.0,,Personal foul by J. Brown,66,61
219,3,10:40.0,Technical foul by J. Brown,,66,61
220,3,10:40.0,,J. Harden makes technical free throw,66,62
221,3,10:38.0,,T. Ariza misses 3-pt jump shot from 25 ft,66,62
222,3,10:33.0,Defensive rebound by J. Brown,,66,62
223,3,10:29.0,J. Brown misses 2-pt dunk at rim,,66,62
224,3,10:28.0,Offensive rebound by A. Baynes,,66,62
225,3,10:25.0,A. Baynes makes 2-pt dunk at rim,,68,62
226,3,10:02.0,,C. Paul misses 3-pt jump shot from 23 ft,68,62
227,3,9:59.0,,Offensive rebound by T. Ariza,68,62
228,3,9:36.0,,C. Paul misses 2-pt jump shot from 15 ft,68,62
229,3,9:36.0,,Offensive rebound by Team,68,62
230,3,9:36.0,,Turnover by Team (shot clock),68,62
231,3,9:20.0,K. Irving misses 2-pt layup at rim,,68,62
232,3,9:20.0,Offensive rebound by A. Baynes,,68,62
233,3,9:20.0,Shooting foul by C. Paul (drawn by A. Baynes),,68,62
234,3,9:20.0,A. Baynes makes free throw 1 of 2,,69,62
235,3,9:20.0,A. Baynes makes free throw 2 of 2,,70,62
236,3,9:08.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),70,65
237,3,8:52.0,Personal foul by P. Tucker (drawn by A. Horford),,70,65
238,3,8:38.0,A. Horford misses 2-pt jump shot from 14 ft,,70,65
239,3,8:35.0,,Defensive rebound by P. Tucker,70,65
240,3,8:20.0,,Shooting foul by A. Baynes (drawn by C. Capela),70,65
241,3,8:20.0,,C. Capela makes free throw 1 of 2,70,66
242,3,8:20.0,M. Smart enters the game for J. Brown,,70,66
243,3,8:20.0,,C. Capela makes free throw 2 of 2,70,67
244,3,8:10.0,K. Irving makes 2-pt jump shot from 15 ft,,72,67
245,3,7:53.0,,C. Paul misses 3-pt jump shot from 24 ft,72,67
246,3,7:52.0,Defensive rebound by J. Tatum,,72,67
247,3,7:41.0,J. Tatum makes 2-pt jump shot from 18 ft,,74,67
248,3,7:34.0,,Personal foul by M. Smart (drawn by J. Harden),74,67
249,3,7:22.0,Offensive charge foul by J. Harden (drawn by A. Baynes),,74,67
250,3,7:22.0,,Turnover by J. Harden (offensive foul),74,67
251,3,7:22.0,,E. Gordon enters the game for C. Paul,74,67
252,3,7:06.0,A. Baynes misses 2-pt hook shot from 10 ft,,74,67
253,3,7:04.0,,Defensive rebound by C. Capela,74,67
254,3,6:59.0,,T. Ariza misses 3-pt jump shot from 23 ft,74,67
255,3,6:56.0,Defensive rebound by A. Horford,,74,67
256,3,6:52.0,,Houston full timeout,74,67
257,3,6:52.0,,L. Mbah a Moute enters the game for P. Tucker,74,67
258,3,6:40.0,M. Smart misses 3-pt jump shot from 23 ft,,74,67
259,3,6:37.0,Offensive rebound by A. Horford,,74,67
260,3,6:33.0,J. Tatum misses 2-pt jump shot from 17 ft,,74,67
261,3,6:31.0,,Defensive rebound by J. Harden,74,67
262,3,6:22.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),74,70
263,3,5:57.0,Turnover by A. Horford (bad pass; steal by J. Harden),,74,70
264,3,5:53.0,,T. Ariza makes 3-pt jump shot from 22 ft (assist by E. Gordon),74,73
265,3,5:51.0,Boston full timeout,,74,73
266,3,5:51.0,M. Morris enters the game for J. Tatum,,74,73
267,3,5:51.0,J. Brown enters the game for A. Baynes,,74,73
268,3,5:28.0,J. Brown misses 3-pt jump shot from 24 ft,,74,73
269,3,5:25.0,,Defensive rebound by J. Harden,74,73
270,3,5:17.0,,J. Harden misses 2-pt jump shot from 15 ft,74,73
271,3,5:14.0,Defensive rebound by M. Morris,,74,73
272,3,5:06.0,J. Brown misses 2-pt layup from 3 ft (block by J. Harden),,74,73
273,3,5:04.0,,Defensive rebound by J. Harden,74,73
274,3,5:02.0,,Turnover by J. Harden (bad pass; steal by K. Irving),74,73
275,3,4:58.0,K. Irving misses 2-pt layup from 1 ft (block by L. Mbah a Moute),,74,73
276,3,4:57.0,Offensive rebound by M. Smart,,74,73
277,3,4:57.0,M. Smart misses 2-pt layup from 1 ft,,74,73
278,3,4:57.0,Offensive rebound by Team,,74,73
279,3,4:41.0,M. Smart misses 2-pt jump shot from 10 ft,,74,73
280,3,4:41.0,,Defensive rebound by C. Capela,74,73
281,3,4:37.0,,Shooting foul by M. Morris (drawn by L. Mbah a Moute),74,73
282,3,4:37.0,Technical foul by M. Morris,,74,73
283,3,4:37.0,,J. Harden makes technical free throw,74,74
284,3,4:37.0,,L. Mbah a Moute makes free throw 1 of 2,74,75
285,3,4:37.0,,N. Hilário enters the game for C. Capela,74,75
286,3,4:37.0,G. Monroe enters the game for A. Horford,,74,75
287,3,4:37.0,,L. Mbah a Moute makes free throw 2 of 2,74,76
288,3,4:27.0,K. Irving misses 3-pt jump shot from 23 ft,,74,76
289,3,4:25.0,,Defensive rebound by E. Gordon,74,76
290,3,4:17.0,,N. Hilário misses 2-pt jump shot from 13 ft,74,76
291,3,4:15.0,Defensive rebound by G. Monroe,,74,76
292,3,4:07.0,G. Monroe makes 2-pt layup at rim (assist by K. Irving),,76,76
293,3,3:50.0,,E. Gordon makes 3-pt jump shot from 25 ft,76,79
294,3,3:28.0,K. Irving makes 3-pt jump shot from 26 ft,,79,79
295,3,3:08.0,,Turnover by L. Mbah a Moute (bad pass),79,79
296,3,3:08.0,,J. Johnson enters the game for T. Ariza,79,79
297,3,2:52.0,K. Irving misses 2-pt layup from 4 ft,,79,79
298,3,2:51.0,,Defensive rebound by N. Hilário,79,79
299,3,2:46.0,,J. Harden makes 2-pt layup at rim,79,81
300,3,2:26.0,M. Smart makes 2-pt jump shot from 9 ft,,81,81
301,3,2:25.0,,J. Harden makes technical free throw,81,82
302,3,2:25.0,,C. Paul enters the game for J. Harden,81,82
303,3,2:07.0,,J. Johnson misses 2-pt jump shot from 17 ft,81,82
304,3,2:05.0,,Offensive rebound by N. Hilário,81,82
305,3,2:03.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,81,82
306,3,2:00.0,Defensive rebound by K. Irving,,81,82
307,3,1:48.0,M. Smart misses 2-pt layup at rim,,81,82
308,3,1:46.0,,Defensive rebound by N. Hilário,81,82
309,3,1:36.0,,N. Hilário makes 2-pt hook shot from 3 ft (assist by J. Johnson),81,84
310,3,1:26.0,M. Smart makes 2-pt layup at rim (assist by K. Irving),,83,84
311,3,1:15.0,Violation by G. Monroe (kicked ball),,83,84
312,3,1:15.0,T. Rozier enters the game for K. Irving,,83,84
313,3,1:09.0,,N. Hilário misses 2-pt layup from 1 ft,83,84
314,3,1:07.0,,Offensive rebound by N. Hilário,83,84
315,3,1:06.0,,N. Hilário makes 2-pt layup at rim,83,86
316,3,0:51.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Smart),,85,86
317,3,0:35.0,,Turnover by C. Paul (bad pass; steal by J. Brown),85,86
318,3,0:31.0,M. Smart makes 2-pt layup at rim (assist by J. Brown),,87,86
319,3,0:19.0,,L. Mbah a Moute misses 3-pt jump shot from 22 ft,87,86
320,3,0:17.0,Defensive rebound by M. Smart,,87,86
321,3,0:04.0,Personal foul by J. Johnson (drawn by T. Rozier),,87,86
322,3,0:04.0,Boston full timeout,,87,86
323,3,0:04.0,,T. Ariza enters the game for C. Paul,87,86
324,3,0:03.0,G. Monroe makes 2-pt layup at rim (assist by M. Smart),,89,86
325,3,0:00.0,,T. Ariza misses 3-pt jump shot from 34 ft,89,86
326,3,0:00.0,,Offensive rebound by Team,89,86
327,4,11:48.0,,N. Hilário makes 2-pt dunk at rim (assist by C. Paul),89,88
328,4,11:31.0,M. Smart misses 2-pt jump shot from 7 ft,,89,88
329,4,11:29.0,,Defensive rebound by N. Hilário,89,88
330,4,11:19.0,,E. Gordon misses 3-pt jump shot from 25 ft,89,88
331,4,11:17.0,Defensive rebound by J. Tatum,,89,88
332,4,11:07.0,G. Monroe makes 2-pt layup at rim (assist by M. Smart),,91,88
333,4,10:53.0,,C. Paul makes 2-pt jump shot from 15 ft,91,90
334,4,10:48.0,Shooting foul by N. Hilário (drawn by G. Monroe),,91,90
335,4,10:48.0,G. Monroe makes free throw 1 of 2,,92,90
336,4,10:48.0,J. Brown enters the game for M. Smart,,92,90
337,4,10:48.0,G. Monroe makes free throw 2 of 2,,93,90
338,4,10:36.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by J. Johnson),93,93
339,4,10:11.0,M. Morris misses 2-pt jump shot from 11 ft,,93,93
340,4,10:07.0,Offensive rebound by J. Brown,,93,93
341,4,10:07.0,J. Brown makes 2-pt layup at rim,,95,93
342,4,9:58.0,,C. Paul misses 2-pt layup at rim (block by G. Monroe),95,93
343,4,9:58.0,,Offensive rebound by Team,95,93
344,4,9:54.0,,T. Ariza misses 3-pt jump shot from 26 ft,95,93
345,4,9:52.0,Defensive rebound by Team,,95,93
346,4,9:41.0,Personal block foul by T. Ariza (drawn by J. Tatum),,95,93
347,4,9:30.0,J. Tatum misses 2-pt jump shot from 9 ft,,95,93
348,4,9:29.0,,Defensive rebound by C. Paul,95,93
349,4,9:25.0,,C. Paul makes 3-pt jump shot from 25 ft,95,96
350,4,9:02.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Tatum),,98,96
351,4,8:47.0,,N. Hilário misses 2-pt layup at rim,98,96
352,4,8:45.0,Defensive rebound by G. Monroe,,98,96
353,4,8:34.0,M. Morris misses 2-pt hook shot from 4 ft,,98,96
354,4,8:34.0,Offensive rebound by Team,,98,96
355,4,8:34.0,,C. Capela enters the game for J. Johnson,98,96
356,4,8:34.0,,P. Tucker enters the game for N. Hilário,98,96
357,4,8:34.0,,J. Harden enters the game for T. Ariza,98,96
358,4,8:26.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Tatum),,101,96
359,4,8:13.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by C. Paul),101,99
360,4,8:00.0,T. Rozier makes 2-pt layup at rim (assist by G. Monroe),,103,99
361,4,7:49.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),103,102
362,4,7:34.0,G. Monroe misses 2-pt hook shot from 5 ft,,103,102
363,4,7:33.0,,Defensive rebound by P. Tucker,103,102
364,4,7:25.0,,Turnover by E. Gordon (lost ball; steal by M. Morris),103,102
365,4,7:20.0,Personal foul by P. Tucker (drawn by J. Tatum),,103,102
366,4,7:20.0,K. Irving enters the game for J. Brown,,103,102
367,4,7:08.0,M. Morris makes 2-pt dunk at rim,,105,102
368,4,6:47.0,,J. Harden misses 2-pt layup at rim,105,102
369,4,6:44.0,Defensive rebound by T. Rozier,,105,102
370,4,6:28.0,M. Morris makes 3-pt jump shot from 27 ft,,108,102
371,4,6:26.0,,Houston full timeout,108,102
372,4,6:26.0,,T. Ariza enters the game for C. Paul,108,102
373,4,6:26.0,A. Horford enters the game for G. Monroe,,108,102
374,4,6:10.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ariza),108,105
375,4,5:51.0,Personal foul by T. Ariza (drawn by A. Horford),,108,105
376,4,5:44.0,A. Horford misses 2-pt jump shot from 11 ft,,108,105
377,4,5:41.0,,Defensive rebound by C. Capela,108,105
378,4,5:23.0,,Turnover by P. Tucker (bad pass; steal by M. Morris),108,105
379,4,5:21.0,Turnover by M. Morris (bad pass; steal by C. Capela),,108,105
380,4,5:09.0,,E. Gordon misses 2-pt layup from 5 ft,108,105
381,4,5:08.0,,Offensive rebound by Team,108,105
382,4,5:08.0,M. Smart enters the game for T. Rozier,,108,105
383,4,4:58.0,,P. Tucker misses 3-pt jump shot from 23 ft,108,105
384,4,4:56.0,Defensive rebound by Team,,108,105
385,4,4:56.0,,Loose ball foul by C. Capela (drawn by M. Smart),108,105
386,4,4:56.0,M. Smart makes free throw 1 of 2,,109,105
387,4,4:56.0,,C. Paul enters the game for E. Gordon,109,105
388,4,4:56.0,M. Smart makes free throw 2 of 2,,110,105
389,4,4:40.0,,J. Harden misses 3-pt jump shot from 23 ft,110,105
390,4,4:38.0,,Offensive rebound by C. Capela,110,105
391,4,4:33.0,,T. Ariza misses 3-pt jump shot from 24 ft,110,105
