,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
38,1,6:45.0,,Offensive rebound by D. Howard,10,7
39,1,6:45.0,,D. Howard makes 2-pt layup at rim,10,9
40,1,6:38.0,W. Chandler misses 3-pt jump shot from 26 ft,,10,9
41,1,6:38.0,,Defensive rebound by Team,10,9
42,1,6:38.0,Loose ball foul by P. Millsap (drawn by M. Williams),,10,9
43,1,6:38.0,,Charlotte full timeout,10,9
44,1,6:18.0,,D. Bacon misses 2-pt jump shot from 15 ft,10,9
45,1,6:16.0,,Offensive rebound by D. Howard,10,9
46,1,6:05.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),10,12
47,1,5:42.0,N. Jokić makes 2-pt jump shot from 13 ft,,12,12
48,1,5:23.0,,Shooting foul by W. Chandler (drawn by J. Lamb),12,12
49,1,5:23.0,,J. Lamb makes free throw 1 of 2,12,13
50,1,5:23.0,M. Plumlee enters the game for N. Jokić,,12,13
51,1,5:23.0,W. Barton enters the game for W. Chandler,,12,13
52,1,5:23.0,,J. Lamb misses free throw 2 of 2,12,13
53,1,5:20.0,Defensive rebound by P. Millsap,,12,13
54,1,5:03.0,Turnover by M. Plumlee (turnover),,12,13
55,1,5:03.0,,F. Kaminsky enters the game for M. Williams,12,13
56,1,4:49.0,,D. Howard misses 2-pt hook shot from 5 ft,12,13
57,1,4:45.0,Defensive rebound by P. Millsap,,12,13
58,1,4:34.0,G. Harris misses 3-pt jump shot from 27 ft,,12,13
59,1,4:31.0,,Defensive rebound by D. Howard,12,13
60,1,4:21.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),12,16
61,1,4:09.0,Turnover by G. Harris (traveling),,12,16
62,1,4:09.0,,M. Monk enters the game for D. Howard,12,16
63,1,4:09.0,,J. O'Bryant enters the game for K. Walker,12,16
64,1,4:09.0,E. Mudiay enters the game for J. Murray,,12,16
65,1,3:51.0,,F. Kaminsky makes 2-pt jump shot from 8 ft,12,18
66,1,3:50.0,Denver full timeout,,12,18
67,1,3:37.0,Turnover by M. Plumlee (lost ball; steal by M. Monk),,12,18
68,1,3:34.0,,M. Monk makes 2-pt layup from 1 ft,12,20
69,1,3:34.0,Violation by M. Plumlee (def goaltending),,12,20
70,1,3:13.0,M. Plumlee misses 2-pt layup from 7 ft,,12,20
71,1,3:10.0,,Defensive rebound by J. O'Bryant,12,20
72,1,3:05.0,,J. O'Bryant makes 3-pt jump shot from 25 ft (assist by M. Monk),12,23
73,1,2:47.0,P. Millsap makes 2-pt hook shot from 5 ft,,14,23
74,1,2:26.0,,M. Monk misses 3-pt jump shot from 24 ft,14,23
75,1,2:23.0,Defensive rebound by E. Mudiay,,14,23
76,1,2:12.0,P. Millsap misses 2-pt jump shot from 7 ft,,14,23
77,1,2:09.0,,Defensive rebound by D. Bacon,14,23
78,1,2:07.0,,Personal foul by W. Barton (drawn by D. Bacon),14,23
79,1,2:07.0,,T. Graham enters the game for J. Lamb,14,23
80,1,2:07.0,N. Jokić enters the game for G. Harris,,14,23
81,1,2:07.0,W. Chandler enters the game for P. Millsap,,14,23
82,1,2:01.0,,M. Monk misses 3-pt jump shot from 25 ft,14,23
83,1,1:58.0,Defensive rebound by M. Plumlee,,14,23
84,1,1:50.0,W. Barton makes 2-pt layup from 2 ft,,16,23
85,1,1:50.0,Shooting foul by M. Monk (drawn by W. Barton),,16,23
86,1,1:50.0,W. Barton makes free throw 1 of 1,,17,23
87,1,1:35.0,,J. O'Bryant makes 2-pt jump shot from 18 ft,17,25
88,1,1:13.0,E. Mudiay misses 2-pt jump shot from 2 ft,,17,25
89,1,1:13.0,Offensive rebound by Team,,17,25
90,1,1:13.0,,Loose ball foul by T. Graham (drawn by M. Plumlee),17,25
91,1,1:13.0,M. Plumlee misses free throw 2 of 2,,17,25
92,1,1:13.0,,Defensive rebound by M. Monk,17,25
93,1,1:13.0,M. Plumlee makes free throw 1 of 2,,18,25
94,1,0:53.0,,J. O'Bryant misses 2-pt jump shot from 13 ft,18,25
95,1,0:49.0,Defensive rebound by W. Barton,,18,25
96,1,0:45.0,W. Barton makes 2-pt layup from 1 ft,,20,25
97,1,0:38.0,,F. Kaminsky misses 2-pt layup from 1 ft,20,25
98,1,0:38.0,Defensive rebound by N. Jokić,,20,25
99,1,0:29.0,E. Mudiay misses 2-pt jump shot from 17 ft,,20,25
100,1,0:29.0,,Defensive rebound by D. Bacon,20,25
101,1,0:10.0,,Personal foul by E. Mudiay (drawn by J. O'Bryant),20,25
102,1,0:06.0,,M. Monk makes 2-pt dunk from 1 ft,20,27
103,1,0:00.0,N. Jokić makes 3-pt jump shot from 31 ft (assist by E. Mudiay),,23,27
104,2,11:42.0,W. Barton misses 2-pt layup from 1 ft,,23,27
105,2,11:36.0,,Defensive rebound by J. O'Bryant,23,27
106,2,11:31.0,,M. Monk misses 3-pt jump shot from 25 ft,23,27
107,2,11:29.0,,Offensive rebound by Team,23,27
108,2,11:23.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,23,27
109,2,11:19.0,Defensive rebound by E. Mudiay,,23,27
110,2,11:13.0,E. Mudiay misses 2-pt jump shot from 3 ft,,23,27
111,2,11:13.0,,Defensive rebound by Team,23,27
112,2,11:05.0,Violation by W. Barton (kicked ball),,23,27
113,2,10:58.0,,M. Monk makes 2-pt jump shot from 18 ft (assist by J. O'Bryant),23,29
114,2,10:44.0,W. Barton misses 3-pt jump shot from 25 ft,,23,29
115,2,10:42.0,,Defensive rebound by Team,23,29
116,2,10:27.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by D. Bacon),23,31
117,2,10:23.0,Denver full timeout,,23,31
118,2,10:08.0,N. Jokić misses 2-pt hook shot from 9 ft,,23,31
119,2,10:05.0,,Defensive rebound by T. Graham,23,31
120,2,9:58.0,,J. O'Bryant misses 3-pt jump shot from 25 ft,23,31
121,2,9:54.0,Defensive rebound by W. Barton,,23,31
122,2,9:47.0,E. Mudiay misses 3-pt jump shot from 26 ft,,23,31
123,2,9:42.0,,Defensive rebound by D. Bacon,23,31
124,2,9:35.0,,D. Bacon makes 2-pt jump shot from 14 ft,23,33
125,2,9:31.0,Turnover by E. Mudiay (bad pass),,23,33
126,2,9:31.0,,Charlotte full timeout,23,33
127,2,9:31.0,,J. Lamb enters the game for T. Graham,23,33
128,2,9:19.0,,F. Kaminsky makes 2-pt hook shot from 2 ft,23,35
129,2,9:06.0,N. Jokić makes 2-pt layup at rim (assist by W. Barton),,25,35
130,2,9:06.0,Shooting foul by D. Bacon (drawn by N. Jokić),,25,35
131,2,9:06.0,N. Jokić makes free throw 1 of 1,,26,35
132,2,8:56.0,,Turnover by J. O'Bryant (traveling),26,35
133,2,8:48.0,W. Barton misses 2-pt jump shot from 13 ft,,26,35
134,2,8:45.0,Offensive rebound by K. Faried,,26,35
135,2,8:41.0,E. Mudiay misses 2-pt jump shot from 14 ft,,26,35
136,2,8:40.0,Offensive rebound by E. Mudiay,,26,35
137,2,8:39.0,E. Mudiay misses 2-pt layup at rim (block by D. Bacon),,26,35
138,2,8:33.0,,Defensive rebound by D. Bacon,26,35
139,2,8:27.0,,M. Monk makes 3-pt jump shot from 26 ft,26,38
140,2,8:17.0,Personal foul by M. Monk (drawn by E. Mudiay),,26,38
141,2,8:17.0,,K. Walker enters the game for D. Bacon,26,38
142,2,8:17.0,P. Millsap enters the game for E. Mudiay,,26,38
143,2,8:17.0,J. Murray enters the game for K. Faried,,26,38
144,2,8:05.0,P. Millsap misses 3-pt jump shot from 23 ft,,26,38
145,2,8:01.0,Offensive rebound by J. Murray,,26,38
146,2,7:59.0,M. Beasley misses 3-pt jump shot from 25 ft,,26,38
147,2,7:50.0,Offensive rebound by M. Beasley,,26,38
148,2,7:47.0,Personal foul by F. Kaminsky (drawn by N. Jokić),,26,38
149,2,7:42.0,J. Murray misses 3-pt jump shot from 25 ft,,26,38
150,2,7:38.0,,Defensive rebound by F. Kaminsky,26,38
151,2,7:27.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by J. Lamb),26,41
152,2,7:14.0,J. Murray makes 2-pt jump shot from 8 ft,,28,41
153,2,6:54.0,,F. Kaminsky makes 2-pt jump shot from 12 ft,28,43
154,2,6:42.0,N. Jokić makes 2-pt jump shot from 10 ft (assist by J. Murray),,30,43
155,2,6:27.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),30,46
156,2,6:16.0,J. Murray misses 2-pt jump shot from 15 ft,,30,46
157,2,6:10.0,Offensive rebound by N. Jokić,,30,46
158,2,6:07.0,J. Murray misses 2-pt jump shot from 10 ft,,30,46
159,2,6:05.0,Offensive rebound by N. Jokić,,30,46
160,2,6:03.0,M. Beasley makes 2-pt layup from 1 ft (assist by J. Murray),,32,46
161,2,5:46.0,,J. O'Bryant misses 3-pt jump shot from 22 ft,32,46
162,2,5:41.0,,Offensive rebound by F. Kaminsky,32,46
163,2,5:38.0,,M. Monk misses 3-pt jump shot from 25 ft,32,46
164,2,5:36.0,Defensive rebound by W. Barton,,32,46
165,2,5:31.0,W. Barton misses 3-pt jump shot from 25 ft,,32,46
166,2,5:29.0,,Defensive rebound by M. Monk,32,46
167,2,5:29.0,,Personal foul by W. Barton (drawn by M. Monk),32,46
168,2,5:29.0,,D. Howard enters the game for J. O'Bryant,32,46
169,2,5:29.0,M. Plumlee enters the game for W. Barton,,32,46
170,2,5:29.0,G. Harris enters the game for N. Jokić,,32,46
171,2,5:29.0,W. Chandler enters the game for M. Beasley,,32,46
172,2,5:08.0,,Turnover by K. Walker (bad pass; steal by M. Plumlee),32,46
173,2,5:02.0,W. Chandler misses 3-pt jump shot from 23 ft,,32,46
174,2,5:02.0,Offensive rebound by Team,,32,46
175,2,4:53.0,G. Harris misses 2-pt jump shot from 17 ft,,32,46
176,2,4:48.0,Offensive rebound by J. Murray,,32,46
177,2,4:42.0,M. Plumlee misses 2-pt jump shot from 13 ft,,32,46
178,2,4:38.0,,Defensive rebound by D. Howard,32,46
179,2,4:25.0,,J. Lamb makes 2-pt jump shot from 14 ft,32,48
180,2,4:00.0,Turnover by Team (shot clock),,32,48
181,2,4:00.0,,M. Williams enters the game for M. Monk,32,48
182,2,4:00.0,,D. Bacon enters the game for F. Kaminsky,32,48
183,2,3:51.0,,Shooting foul by W. Chandler (drawn by D. Howard),32,48
184,2,3:51.0,,D. Howard makes free throw 1 of 2,32,49
185,2,3:51.0,N. Jokić enters the game for M. Plumlee,,32,49
186,2,3:51.0,,D. Howard misses free throw 2 of 2,32,49
187,2,3:48.0,Defensive rebound by W. Chandler,,32,49
188,2,3:35.0,P. Millsap misses 2-pt jump shot from 8 ft (block by J. Lamb),,32,49
189,2,3:35.0,Offensive rebound by Team,,32,49
190,2,3:30.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Murray),,34,49
191,2,3:15.0,,Turnover by D. Howard (bad pass; steal by J. Murray),34,49
192,2,3:08.0,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Chandler),,37,49
193,2,2:42.0,,K. Walker makes 2-pt jump shot from 12 ft,37,51
194,2,2:29.0,G. Harris misses 2-pt jump shot from 12 ft,,37,51
195,2,2:26.0,Offensive rebound by N. Jokić,,37,51
196,2,2:22.0,J. Murray misses 3-pt jump shot from 22 ft,,37,51
197,2,2:19.0,,Defensive rebound by M. Williams,37,51
198,2,2:07.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),37,54
199,2,1:50.0,J. Murray misses 2-pt jump shot from 19 ft,,37,54
200,2,1:47.0,,Defensive rebound by D. Howard,37,54
201,2,1:42.0,,M. Williams makes 2-pt layup from 1 ft (assist by J. Lamb),37,56
202,2,1:41.0,Denver full timeout,,37,56
203,2,1:41.0,,F. Kaminsky enters the game for D. Howard,37,56
204,2,1:27.0,Turnover by J. Murray (traveling),,37,56
205,2,1:10.0,,D. Bacon makes 3-pt jump shot from 22 ft (assist by F. Kaminsky),37,59
206,2,0:59.0,G. Harris misses 3-pt jump shot from 27 ft,,37,59
207,2,0:56.0,,Defensive rebound by K. Walker,37,59
208,2,0:56.0,,Personal foul by G. Harris (drawn by K. Walker),37,59
209,2,0:48.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),37,62
210,2,0:32.0,Turnover by G. Harris (traveling),,37,62
211,2,0:14.0,,J. Lamb misses 3-pt jump shot from 24 ft,37,62
212,2,0:10.0,Defensive rebound by W. Chandler,,37,62
213,2,0:03.0,G. Harris misses 2-pt layup at rim,,37,62
214,2,0:02.0,Offensive rebound by G. Harris,,37,62
215,2,0:02.0,G. Harris makes 2-pt layup at rim,,39,62
216,3,11:51.0,N. Jokić makes 2-pt jump shot from 7 ft (assist by W. Chandler),,41,62
217,3,11:25.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,41,62
218,3,11:23.0,Defensive rebound by P. Millsap,,41,62
219,3,11:23.0,,Loose ball foul by D. Howard (drawn by N. Jokić),41,62
220,3,11:03.0,Turnover by N. Jokić (traveling),,41,62
221,3,10:53.0,,Shooting foul by N. Jokić (drawn by D. Howard),41,62
222,3,10:53.0,,D. Howard makes free throw 1 of 2,41,63
223,3,10:53.0,,D. Howard makes free throw 2 of 2,41,64
224,3,10:41.0,Personal foul by M. Williams (drawn by P. Millsap),,41,64
225,3,10:38.0,G. Harris misses 2-pt jump shot from 8 ft,,41,64
226,3,10:35.0,,Defensive rebound by D. Howard,41,64
227,3,10:25.0,,Personal foul by J. Murray (drawn by M. Kidd-Gilchrist),41,64
228,3,10:16.0,,J. Lamb makes 3-pt jump shot from 24 ft,41,67
229,3,9:59.0,G. Harris makes 2-pt jump shot from 12 ft,,43,67
230,3,9:34.0,,Shooting foul by J. Murray (drawn by J. Lamb),43,67
231,3,9:34.0,,J. Lamb makes free throw 1 of 2,43,68
232,3,9:34.0,,J. Lamb makes free throw 2 of 2,43,69
233,3,9:19.0,N. Jokić makes 2-pt jump shot from 9 ft,,45,69
234,3,9:07.0,,Turnover by D. Howard (turnover),45,69
235,3,8:56.0,G. Harris misses 3-pt jump shot from 28 ft,,45,69
236,3,8:52.0,,Defensive rebound by D. Howard,45,69
237,3,8:48.0,,Shooting foul by N. Jokić (drawn by D. Howard),45,69
238,3,8:48.0,,D. Howard misses free throw 1 of 2,45,69
239,3,8:48.0,,Offensive rebound by Team,45,69
240,3,8:48.0,,D. Howard makes free throw 2 of 2,45,70
241,3,8:30.0,P. Millsap misses 3-pt jump shot from 26 ft,,45,70
242,3,8:27.0,,Defensive rebound by J. Lamb,45,70
243,3,8:24.0,,M. Williams makes 2-pt layup from 1 ft (assist by J. Lamb),45,72
244,3,8:05.0,N. Jokić misses 2-pt layup from 1 ft,,45,72
245,3,8:00.0,Offensive rebound by N. Jokić,,45,72
246,3,8:00.0,N. Jokić makes 2-pt layup at rim,,47,72
247,3,7:52.0,,K. Walker misses 2-pt jump shot from 19 ft,47,72
248,3,7:49.0,Defensive rebound by G. Harris,,47,72
249,3,7:41.0,W. Chandler misses 2-pt layup from 2 ft,,47,72
250,3,7:38.0,Offensive rebound by W. Chandler,,47,72
251,3,7:36.0,G. Harris makes 3-pt jump shot from 26 ft (assist by W. Chandler),,50,72
252,3,7:22.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by J. Lamb),50,74
253,3,6:58.0,N. Jokić misses 2-pt jump shot from 12 ft,,50,74
254,3,6:55.0,,Defensive rebound by D. Howard,50,74
255,3,6:46.0,,M. Williams misses 3-pt jump shot from 23 ft,50,74
256,3,6:43.0,Defensive rebound by N. Jokić,,50,74
257,3,6:37.0,W. Chandler misses 3-pt jump shot from 24 ft,,50,74
258,3,6:37.0,,Defensive rebound by Team,50,74
259,3,6:37.0,,Charlotte full timeout,50,74
260,3,6:19.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,50,74
261,3,6:16.0,,Offensive rebound by M. Williams,50,74
262,3,6:14.0,,Turnover by M. Williams (bad pass; steal by G. Harris),50,74
263,3,6:11.0,Turnover by W. Chandler (bad pass),,50,74
264,3,5:56.0,,D. Bacon enters the game for M. Kidd-Gilchrist,50,74
265,3,5:49.0,,D. Howard misses 2-pt layup from 1 ft,50,74
266,3,5:44.0,Defensive rebound by W. Chandler,,50,74
267,3,5:40.0,W. Chandler makes 2-pt jump shot from 19 ft,,52,74
268,3,5:09.0,,D. Howard makes 2-pt dunk from 2 ft (assist by J. Lamb),52,76
269,3,4:59.0,N. Jokić makes 2-pt jump shot from 20 ft (assist by J. Murray),,54,76
270,3,4:43.0,,Shooting foul by W. Chandler (drawn by D. Howard),54,76
271,3,4:43.0,,D. Howard misses free throw 1 of 2,54,76
272,3,4:43.0,,Offensive rebound by Team,54,76
273,3,4:43.0,,F. Kaminsky enters the game for M. Williams,54,76
274,3,4:43.0,M. Plumlee enters the game for P. Millsap,,54,76
275,3,4:43.0,W. Barton enters the game for J. Murray,,54,76
276,3,4:43.0,,D. Howard makes free throw 2 of 2,54,77
277,3,4:23.0,G. Harris misses 2-pt jump shot from 9 ft,,54,77
278,3,4:19.0,Offensive rebound by M. Plumlee,,54,77
279,3,4:19.0,M. Plumlee makes 2-pt dunk at rim,,56,77
280,3,4:11.0,,Turnover by D. Howard (turnover),56,77
281,3,3:57.0,W. Barton misses 2-pt layup from 5 ft,,56,77
282,3,3:55.0,,Defensive rebound by J. Lamb,56,77
283,3,3:52.0,,K. Walker misses 2-pt layup at rim,56,77
284,3,3:48.0,Defensive rebound by N. Jokić,,56,77
285,3,3:48.0,Turnover by G. Harris (lost ball; steal by J. Lamb),,56,77
286,3,3:48.0,,Personal foul by G. Harris (drawn by J. Lamb),56,77
287,3,3:48.0,,J. Lamb makes free throw 1 of 2,56,78
288,3,3:48.0,,M. Monk enters the game for K. Walker,56,78
289,3,3:48.0,J. Murray enters the game for N. Jokić,,56,78
290,3,3:48.0,,J. Lamb makes free throw 2 of 2,56,79
291,3,3:34.0,M. Plumlee makes 2-pt layup from 3 ft (assist by G. Harris),,58,79
292,3,3:21.0,,D. Howard misses 2-pt layup at rim,58,79
293,3,3:21.0,,Offensive rebound by D. Howard,58,79
294,3,3:21.0,,Shooting foul by M. Plumlee (drawn by D. Howard),58,79
295,3,3:21.0,,D. Howard misses free throw 1 of 2,58,79
296,3,3:21.0,,Offensive rebound by Team,58,79
297,3,3:21.0,,D. Howard makes free throw 2 of 2,58,80
298,3,3:10.0,W. Chandler misses 2-pt jump shot from 5 ft,,58,80
299,3,3:06.0,,Defensive rebound by D. Howard,58,80
300,3,2:56.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by D. Bacon),58,83
301,3,2:39.0,W. Barton misses 2-pt layup from 3 ft (block by D. Howard),,58,83
302,3,2:35.0,,Defensive rebound by D. Howard,58,83
303,3,2:28.0,,Turnover by J. Lamb (bad pass; steal by M. Plumlee),58,83
304,3,2:25.0,G. Harris makes 2-pt dunk at rim (assist by W. Barton),,60,83
305,3,2:09.0,,Turnover by D. Howard (lost ball; steal by M. Plumlee),60,83
306,3,2:06.0,Shooting foul by J. Lamb (drawn by J. Murray),,60,83
307,3,2:06.0,Denver full timeout,,60,83
308,3,2:06.0,,T. Graham enters the game for J. Lamb,60,83
309,3,2:06.0,J. Murray makes free throw 1 of 2,,61,83
310,3,2:06.0,J. Murray makes free throw 2 of 2,,62,83
311,3,1:51.0,,Turnover by M. Monk (bad pass; steal by W. Barton),62,83
312,3,1:33.0,J. Murray misses 2-pt jump shot from 12 ft,,62,83
313,3,1:28.0,Offensive rebound by W. Barton,,62,83
314,3,1:27.0,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),,65,83
315,3,1:10.0,,F. Kaminsky makes 2-pt jump shot from 15 ft,65,85
316,3,0:58.0,Personal foul by D. Bacon (drawn by G. Harris),,65,85
317,3,0:58.0,E. Mudiay enters the game for J. Murray,,65,85
318,3,0:53.0,Shooting foul by D. Howard (drawn by W. Barton),,65,85
319,3,0:53.0,W. Barton misses free throw 1 of 2,,65,85
320,3,0:53.0,Offensive rebound by Team,,65,85
321,3,0:53.0,,J. O'Bryant enters the game for D. Howard,65,85
322,3,0:53.0,W. Barton misses free throw 2 of 2,,65,85
323,3,0:51.0,,Defensive rebound by F. Kaminsky,65,85
324,3,0:37.0,,T. Graham misses 2-pt jump shot from 17 ft,65,85
325,3,0:33.0,Defensive rebound by M. Plumlee,,65,85
326,3,0:29.0,W. Barton misses 2-pt layup from 1 ft,,65,85
327,3,0:27.0,,Defensive rebound by T. Graham,65,85
328,3,0:08.0,,M. Monk misses 2-pt jump shot from 19 ft,65,85
329,3,0:05.0,Defensive rebound by W. Barton,,65,85
330,3,0:00.0,G. Harris makes 3-pt jump shot from 31 ft (assist by W. Barton),,68,85
331,4,11:49.0,,Personal foul by W. Chandler (drawn by M. Monk),68,85
332,4,11:40.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,68,85
333,4,11:38.0,Defensive rebound by Team,,68,85
334,4,11:24.0,W. Chandler makes 2-pt dunk at rim,,70,85
335,4,11:12.0,,Personal foul by W. Barton (drawn by F. Kaminsky),70,85
336,4,11:04.0,,F. Kaminsky misses 2-pt jump shot from 7 ft (block by W. Chandler),70,85
337,4,11:00.0,Defensive rebound by M. Plumlee,,70,85
338,4,10:56.0,W. Barton makes 2-pt layup from 2 ft,,72,85
339,4,10:56.0,,Charlotte full timeout,72,85
340,4,10:56.0,,K. Walker enters the game for D. Bacon,72,85
341,4,10:38.0,,K. Walker makes 2-pt jump shot from 19 ft,72,87
342,4,10:23.0,W. Barton makes 2-pt layup from 2 ft,,74,87
343,4,9:58.0,,Turnover by F. Kaminsky (traveling),74,87
344,4,9:50.0,,Offensive charge foul by M. Plumlee (drawn by J. O'Bryant),74,87
345,4,9:50.0,Turnover by M. Plumlee (offensive foul),,74,87
346,4,9:40.0,,K. Walker misses 2-pt layup from 2 ft,74,87
347,4,9:38.0,Defensive rebound by M. Plumlee,,74,87
348,4,9:35.0,E. Mudiay misses 3-pt jump shot from 23 ft,,74,87
349,4,9:31.0,,Defensive rebound by K. Walker,74,87
350,4,9:23.0,,K. Walker makes 3-pt jump shot from 25 ft,74,90
351,4,9:12.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by W. Chandler),,76,90
352,4,9:12.0,Shooting foul by F. Kaminsky (drawn by M. Plumlee),,76,90
353,4,9:12.0,M. Plumlee misses free throw 1 of 1,,76,90
354,4,9:09.0,,Defensive rebound by F. Kaminsky,76,90
355,4,9:00.0,,M. Monk misses 3-pt jump shot from 25 ft,76,90
356,4,8:54.0,Defensive rebound by W. Barton,,76,90
357,4,8:47.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by W. Barton),,79,90
358,4,8:30.0,,F. Kaminsky makes 2-pt layup from 3 ft,79,92
359,4,8:18.0,Turnover by E. Mudiay (bad pass; steal by M. Monk),,79,92
360,4,8:12.0,,M. Monk makes 2-pt jump shot from 20 ft,79,94
361,4,8:12.0,Denver full timeout,,79,94
362,4,8:01.0,W. Chandler misses 2-pt jump shot from 18 ft,,79,94
363,4,7:59.0,,Defensive rebound by K. Walker,79,94
364,4,7:45.0,,M. Monk misses 3-pt jump shot from 24 ft,79,94
365,4,7:42.0,Defensive rebound by M. Plumlee,,79,94
366,4,7:31.0,W. Chandler misses 2-pt jump shot from 8 ft,,79,94
367,4,7:28.0,Offensive rebound by E. Mudiay,,79,94
368,4,7:28.0,Shooting foul by J. O'Bryant (drawn by E. Mudiay),,79,94
369,4,7:28.0,E. Mudiay makes free throw 1 of 2,,80,94
370,4,7:28.0,,D. Howard enters the game for J. O'Bryant,80,94
371,4,7:28.0,G. Harris enters the game for M. Beasley,,80,94
372,4,7:28.0,E. Mudiay makes free throw 2 of 2,,81,94
373,4,7:20.0,,Shooting foul by W. Barton (drawn by K. Walker),81,94
374,4,7:20.0,,K. Walker makes free throw 1 of 3,81,95
375,4,7:20.0,,K. Walker makes free throw 2 of 3,81,96
376,4,7:20.0,N. Jokić enters the game for W. Chandler,,81,96
377,4,7:20.0,P. Millsap enters the game for M. Plumlee,,81,96
378,4,7:20.0,,K. Walker makes free throw 3 of 3,81,97
379,4,7:01.0,E. Mudiay misses 2-pt layup from 3 ft (block by D. Howard),,81,97
380,4,6:57.0,,Defensive rebound by D. Howard,81,97
381,4,6:50.0,,Personal foul by E. Mudiay (drawn by D. Howard),81,97
382,4,6:50.0,J. Murray enters the game for E. Mudiay,,81,97
383,4,6:46.0,,T. Graham misses 2-pt layup from 2 ft,81,97
384,4,6:43.0,Defensive rebound by W. Barton,,81,97
385,4,6:34.0,J. Murray misses 2-pt jump shot from 13 ft,,81,97
386,4,6:32.0,,Defensive rebound by K. Walker,81,97
387,4,6:32.0,,Personal foul by W. Barton (drawn by K. Walker),81,97
388,4,6:32.0,,K. Walker makes free throw 1 of 2,81,98
389,4,6:32.0,,M. Williams enters the game for T. Graham,81,98
