,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHARLOTTE_ACTION,TORONTO_SCORE,CHARLOTTE_SCORE
47,1,5:18.0,,M. Kidd-Gilchrist misses 2-pt dunk from 1 ft (block by S. Ibaka),17,10
48,1,5:11.0,,Offensive rebound by J. Lamb,17,10
49,1,5:11.0,,J. Lamb makes 2-pt layup at rim,17,12
50,1,5:06.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by O. Anunoby),,20,12
51,1,4:57.0,,Shooting foul by O. Anunoby (drawn by J. Lamb),20,12
52,1,4:57.0,,J. Lamb misses free throw 1 of 2,20,12
53,1,4:57.0,,Offensive rebound by Team,20,12
54,1,4:57.0,,F. Kaminsky enters the game for M. Williams,20,12
55,1,4:57.0,,J. Lamb makes free throw 2 of 2,20,13
56,1,4:39.0,Turnover by D. DeRozan (bad pass; steal by M. Kidd-Gilchrist),,20,13
57,1,4:29.0,,F. Kaminsky misses 3-pt jump shot from 30 ft,20,13
58,1,4:27.0,,Offensive rebound by D. Howard,20,13
59,1,4:27.0,,Shooting foul by K. Lowry (drawn by D. Howard),20,13
60,1,4:27.0,,D. Howard makes free throw 1 of 2,20,14
61,1,4:27.0,J. Poeltl enters the game for O. Anunoby,,20,14
62,1,4:27.0,N. Powell enters the game for J. Valančiūnas,,20,14
63,1,4:27.0,,D. Howard makes free throw 2 of 2,20,15
64,1,4:11.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by N. Powell),,22,15
65,1,3:51.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by D. Howard),22,17
66,1,3:40.0,Turnover by D. DeRozan (bad pass),,22,17
67,1,3:23.0,,D. Howard makes 2-pt layup from 1 ft,22,19
68,1,3:09.0,Turnover by S. Ibaka (bad pass; steal by F. Kaminsky),,22,19
69,1,3:04.0,,Personal foul by J. Poeltl (drawn by D. Howard),22,19
70,1,3:04.0,Toronto full timeout,,22,19
71,1,3:04.0,F. VanVleet enters the game for K. Lowry,,22,19
72,1,2:52.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,22,19
73,1,2:47.0,,Offensive rebound by M. Kidd-Gilchrist,22,19
74,1,2:44.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,22,21
75,1,2:29.0,D. DeRozan misses 2-pt jump shot from 20 ft,,22,21
76,1,2:26.0,,Defensive rebound by D. Howard,22,21
77,1,2:18.0,,K. Walker misses 3-pt jump shot from 24 ft,22,21
78,1,2:13.0,Defensive rebound by N. Powell,,22,21
79,1,2:05.0,,J. O'Bryant enters the game for D. Howard,22,21
80,1,2:05.0,,M. Carter-Williams enters the game for M. Kidd-Gilchrist,22,21
81,1,2:05.0,,N. Batum enters the game for K. Walker,22,21
82,1,2:05.0,P. Siakam enters the game for S. Ibaka,,22,21
83,1,1:54.0,F. VanVleet misses 2-pt jump shot from 20 ft,,22,21
84,1,1:51.0,,Defensive rebound by N. Batum,22,21
85,1,1:45.0,,J. Lamb makes 2-pt jump shot from 6 ft,22,23
86,1,1:24.0,J. Poeltl misses 2-pt hook shot from 7 ft,,22,23
87,1,1:21.0,,Defensive rebound by J. O'Bryant,22,23
88,1,1:10.0,,J. O'Bryant makes 2-pt jump shot from 13 ft (assist by J. Lamb),22,25
89,1,0:53.0,N. Powell misses 3-pt jump shot from 22 ft,,22,25
90,1,0:50.0,,Defensive rebound by M. Carter-Williams,22,25
91,1,0:44.0,,Shooting foul by D. DeRozan (drawn by M. Carter-Williams),22,25
92,1,0:44.0,,M. Carter-Williams misses free throw 1 of 2,22,25
93,1,0:44.0,,Offensive rebound by Team,22,25
94,1,0:44.0,D. Wright enters the game for D. DeRozan,,22,25
95,1,0:44.0,,M. Carter-Williams makes free throw 2 of 2,22,26
96,1,0:35.0,N. Powell misses 2-pt layup from 4 ft (block by J. O'Bryant),,22,26
97,1,0:32.0,,Defensive rebound by J. Lamb,22,26
98,1,0:28.0,,J. Lamb misses 2-pt layup from 2 ft,22,26
99,1,0:25.0,Defensive rebound by P. Siakam,,22,26
100,1,0:01.0,D. Wright misses 3-pt jump shot from 24 ft,,22,26
101,1,0:01.0,,Defensive rebound by N. Batum,22,26
102,2,11:46.0,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),,24,26
103,2,11:28.0,,M. Carter-Williams misses 3-pt jump shot from 22 ft,24,26
104,2,11:28.0,,Offensive rebound by Team,24,26
105,2,11:28.0,Loose ball foul by P. Siakam (drawn by J. O'Bryant),,24,26
106,2,11:24.0,,J. Lamb makes 2-pt dunk from 1 ft (assist by N. Batum),24,28
107,2,11:07.0,N. Powell makes 2-pt layup from 1 ft (assist by P. Siakam),,26,28
108,2,10:51.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,26,28
109,2,10:51.0,,Offensive rebound by Team,26,28
110,2,10:51.0,Loose ball foul by P. Siakam (drawn by F. Kaminsky),,26,28
111,2,10:43.0,,J. O'Bryant misses 3-pt jump shot from 25 ft,26,28
112,2,10:38.0,Defensive rebound by P. Siakam,,26,28
113,2,10:32.0,Shooting foul by J. Lamb (drawn by P. Siakam),,26,28
114,2,10:32.0,P. Siakam makes free throw 1 of 2,,27,28
115,2,10:32.0,P. Siakam makes free throw 2 of 2,,28,28
116,2,10:15.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),28,31
117,2,10:04.0,Shooting foul by M. Carter-Williams (drawn by P. Siakam),,28,31
118,2,10:04.0,P. Siakam makes free throw 1 of 2,,29,31
119,2,10:04.0,P. Siakam makes free throw 2 of 2,,30,31
120,2,9:49.0,,J. O'Bryant misses 2-pt jump shot from 18 ft,30,31
121,2,9:44.0,Defensive rebound by P. Siakam,,30,31
122,2,9:25.0,P. Siakam misses 3-pt jump shot from 22 ft,,30,31
123,2,9:21.0,Offensive rebound by J. Poeltl,,30,31
124,2,9:20.0,P. Siakam misses 2-pt layup from 1 ft,,30,31
125,2,9:15.0,Offensive rebound by J. Poeltl,,30,31
126,2,9:15.0,J. Poeltl makes 2-pt layup at rim,,32,31
127,2,9:01.0,,Personal foul by P. Siakam (drawn by N. Batum),32,31
128,2,9:01.0,O. Anunoby enters the game for P. Siakam,,32,31
129,2,8:48.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,32,31
130,2,8:45.0,Defensive rebound by J. Poeltl,,32,31
131,2,8:26.0,N. Powell misses 3-pt jump shot from 22 ft,,32,31
132,2,8:23.0,,Defensive rebound by F. Kaminsky,32,31
133,2,8:14.0,,Offensive foul by M. Carter-Williams (drawn by J. Poeltl),32,31
134,2,8:14.0,,Turnover by M. Carter-Williams (offensive foul),32,31
135,2,8:02.0,Personal foul by M. Carter-Williams (drawn by F. VanVleet),,32,31
136,2,8:02.0,,K. Walker enters the game for M. Carter-Williams,32,31
137,2,7:53.0,O. Anunoby makes 3-pt jump shot from 22 ft (assist by D. Wright),,35,31
138,2,7:33.0,,J. O'Bryant misses 2-pt layup from 1 ft,35,31
139,2,7:30.0,Defensive rebound by F. VanVleet,,35,31
140,2,7:24.0,J. Poeltl makes 2-pt layup from 2 ft (assist by F. VanVleet),,37,31
141,2,7:15.0,,Charlotte full timeout,37,31
142,2,7:15.0,,D. Howard enters the game for N. Batum,37,31
143,2,7:15.0,,M. Kidd-Gilchrist enters the game for J. O'Bryant,37,31
144,2,7:15.0,J. Valančiūnas enters the game for N. Powell,,37,31
145,2,7:15.0,K. Lowry enters the game for J. Poeltl,,37,31
146,2,6:58.0,,J. Lamb makes 2-pt jump shot from 15 ft,37,33
147,2,6:41.0,F. VanVleet makes 3-pt jump shot from 26 ft,,40,33
148,2,6:21.0,,J. Lamb makes 2-pt jump shot from 13 ft,40,35
149,2,6:08.0,J. Valančiūnas misses 3-pt jump shot from 24 ft,,40,35
150,2,6:05.0,,Defensive rebound by M. Kidd-Gilchrist,40,35
151,2,5:56.0,,Personal foul by J. Valančiūnas (drawn by D. Howard),40,35
152,2,5:56.0,S. Ibaka enters the game for F. VanVleet,,40,35
153,2,5:56.0,D. DeRozan enters the game for D. Wright,,40,35
154,2,5:56.0,,M. Williams enters the game for F. Kaminsky,40,35
155,2,5:47.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,40,35
156,2,5:42.0,Defensive rebound by K. Lowry,,40,35
157,2,5:34.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,43,35
158,2,5:18.0,,K. Walker misses 2-pt layup from 2 ft,43,35
159,2,5:15.0,Defensive rebound by J. Valančiūnas,,43,35
160,2,5:05.0,D. DeRozan makes 2-pt layup from 2 ft,,45,35
161,2,4:54.0,,J. Lamb makes 2-pt jump shot from 18 ft,45,37
162,2,4:35.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,48,37
163,2,4:21.0,,Personal foul by J. Valančiūnas (drawn by J. Lamb),48,37
164,2,4:21.0,,J. Lamb misses free throw 1 of 2,48,37
165,2,4:21.0,,Offensive rebound by Team,48,37
166,2,4:21.0,,J. Lamb makes free throw 2 of 2,48,38
167,2,4:04.0,K. Lowry makes 3-pt jump shot from 30 ft (assist by D. DeRozan),,51,38
168,2,3:46.0,,J. Lamb makes 2-pt jump shot from 19 ft (assist by M. Kidd-Gilchrist),51,40
169,2,3:37.0,Turnover by K. Lowry (bad pass),,51,40
170,2,3:37.0,,N. Batum enters the game for M. Kidd-Gilchrist,51,40
171,2,3:25.0,,J. Lamb misses 2-pt jump shot from 18 ft,51,40
172,2,3:21.0,Defensive rebound by S. Ibaka,,51,40
173,2,3:13.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by D. DeRozan),,53,40
174,2,3:11.0,,Charlotte full timeout,53,40
175,2,3:11.0,,M. Kidd-Gilchrist enters the game for J. Lamb,53,40
176,2,3:11.0,J. Poeltl enters the game for J. Valančiūnas,,53,40
177,2,3:03.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),53,42
178,2,2:43.0,Personal foul by M. Kidd-Gilchrist (drawn by J. Poeltl),,53,42
179,2,2:30.0,K. Lowry misses 2-pt jump shot from 13 ft,,53,42
180,2,2:27.0,,Defensive rebound by M. Kidd-Gilchrist,53,42
181,2,2:23.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. Poeltl),53,42
182,2,2:23.0,,Offensive rebound by Team,53,42
183,2,2:18.0,,M. Williams misses 3-pt jump shot from 27 ft,53,42
184,2,2:13.0,Defensive rebound by K. Lowry,,53,42
185,2,2:10.0,Turnover by K. Lowry (bad pass; steal by K. Walker),,53,42
186,2,2:02.0,,M. Kidd-Gilchrist misses 2-pt hook shot from 4 ft,53,42
187,2,1:59.0,Defensive rebound by J. Poeltl,,53,42
188,2,1:46.0,S. Ibaka makes 2-pt jump shot from 14 ft,,55,42
189,2,1:28.0,,Shooting foul by S. Ibaka (drawn by M. Kidd-Gilchrist),55,42
190,2,1:28.0,,M. Kidd-Gilchrist misses free throw 1 of 2,55,42
191,2,1:28.0,,Offensive rebound by Team,55,42
192,2,1:28.0,,M. Kidd-Gilchrist makes free throw 2 of 2,55,43
193,2,1:13.0,S. Ibaka makes 2-pt hook shot from 10 ft (assist by K. Lowry),,57,43
194,2,1:06.0,,Offensive foul by D. Howard (drawn by J. Poeltl),57,43
195,2,1:06.0,,Turnover by D. Howard (offensive foul),57,43
196,2,0:56.0,D. DeRozan makes 2-pt layup from 12 ft,,59,43
197,2,0:56.0,Shooting foul by D. Howard (drawn by D. DeRozan),,59,43
198,2,0:56.0,D. DeRozan makes free throw 1 of 1,,60,43
199,2,0:47.0,,K. Walker makes 2-pt jump shot from 14 ft,60,45
200,2,0:33.0,D. DeRozan makes 3-pt jump shot from 26 ft (assist by O. Anunoby),,63,45
201,2,0:25.0,,Shooting foul by J. Poeltl (drawn by K. Walker),63,45
202,2,0:25.0,,K. Walker makes free throw 1 of 2,63,46
203,2,0:25.0,,K. Walker makes free throw 2 of 2,63,47
204,2,0:03.0,D. DeRozan misses 2-pt layup from 10 ft,,63,47
205,2,0:03.0,Offensive rebound by J. Poeltl,,63,47
206,2,0:03.0,J. Poeltl misses 2-pt layup from 1 ft,,63,47
207,2,0:03.0,Offensive rebound by Team,,63,47
208,2,0:00.0,J. Poeltl misses 2-pt jump shot from 19 ft,,63,47
209,2,0:00.0,Offensive rebound by Team,,63,47
210,3,11:40.0,J. Valančiūnas misses 2-pt layup from 4 ft (block by M. Kidd-Gilchrist),,63,47
211,3,11:36.0,Offensive rebound by D. DeRozan,,63,47
212,3,11:33.0,K. Lowry misses 3-pt jump shot from 24 ft,,63,47
213,3,11:31.0,,Defensive rebound by K. Walker,63,47
214,3,11:31.0,,Shooting foul by S. Ibaka (drawn by M. Williams),63,47
215,3,11:31.0,,M. Williams makes free throw 1 of 2,63,48
216,3,11:31.0,,M. Williams makes free throw 2 of 2,63,49
217,3,11:17.0,D. DeRozan misses 2-pt jump shot from 12 ft,,63,49
218,3,11:13.0,,Defensive rebound by M. Kidd-Gilchrist,63,49
219,3,11:07.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),63,52
220,3,10:49.0,J. Valančiūnas misses 2-pt hook shot from 9 ft,,63,52
221,3,10:46.0,,Defensive rebound by D. Howard,63,52
222,3,10:41.0,,K. Walker misses 3-pt jump shot from 26 ft,63,52
223,3,10:38.0,Defensive rebound by J. Valančiūnas,,63,52
224,3,10:24.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by K. Lowry),,65,52
225,3,10:02.0,,Turnover by N. Batum (bad pass; steal by J. Valančiūnas),65,52
226,3,9:52.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by S. Ibaka),,68,52
227,3,9:33.0,,M. Williams misses 3-pt jump shot from 26 ft,68,52
228,3,9:30.0,Defensive rebound by O. Anunoby,,68,52
229,3,9:30.0,Personal foul by D. Howard (drawn by O. Anunoby),,68,52
230,3,9:11.0,Turnover by D. DeRozan (lost ball; steal by K. Walker),,68,52
231,3,9:06.0,,M. Williams misses 3-pt jump shot from 23 ft,68,52
232,3,9:03.0,Defensive rebound by J. Valančiūnas,,68,52
233,3,8:59.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,70,52
234,3,8:42.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),70,52
235,3,8:42.0,,D. Howard misses free throw 1 of 2,70,52
236,3,8:42.0,,Offensive rebound by Team,70,52
237,3,8:42.0,,D. Howard makes free throw 2 of 2,70,53
238,3,8:33.0,S. Ibaka misses 3-pt jump shot from 26 ft,,70,53
239,3,8:33.0,,Defensive rebound by D. Howard,70,53
240,3,8:29.0,,Turnover by D. Howard (bad pass),70,53
241,3,8:22.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),,73,53
242,3,8:01.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,73,53
243,3,8:01.0,,Offensive rebound by D. Howard,73,53
244,3,7:58.0,,Shooting foul by J. Valančiūnas (drawn by D. Howard),73,53
245,3,7:58.0,,D. Howard makes free throw 1 of 2,73,54
246,3,7:58.0,J. Poeltl enters the game for J. Valančiūnas,,73,54
247,3,7:58.0,,D. Howard makes free throw 2 of 2,73,55
248,3,7:49.0,Turnover by D. DeRozan (lost ball; steal by K. Walker),,73,55
249,3,7:42.0,,K. Walker misses 3-pt jump shot from 23 ft,73,55
250,3,7:39.0,,Offensive rebound by M. Williams,73,55
251,3,7:36.0,,M. Williams misses 2-pt layup from 1 ft (block by J. Poeltl),73,55
252,3,7:32.0,Defensive rebound by O. Anunoby,,73,55
253,3,7:26.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by D. DeRozan),,75,55
254,3,7:05.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,75,55
255,3,7:01.0,Defensive rebound by K. Lowry,,75,55
256,3,6:54.0,Turnover by O. Anunoby (bad pass; steal by M. Kidd-Gilchrist),,75,55
257,3,6:52.0,,Shooting foul by K. Lowry (drawn by M. Kidd-Gilchrist),75,55
258,3,6:52.0,,Charlotte full timeout,75,55
259,3,6:52.0,,J. Lamb enters the game for N. Batum,75,55
260,3,6:52.0,,M. Kidd-Gilchrist misses free throw 1 of 2,75,55
261,3,6:52.0,,Offensive rebound by Team,75,55
262,3,6:52.0,,M. Kidd-Gilchrist makes free throw 2 of 2,75,56
263,3,6:51.0,Personal take foul by M. Williams (drawn by K. Lowry),,75,56
264,3,6:51.0,,N. Batum enters the game for M. Kidd-Gilchrist,75,56
265,3,6:39.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by K. Lowry),,78,56
266,3,6:18.0,,D. Howard makes 2-pt layup from 1 ft (assist by K. Walker),78,58
267,3,6:08.0,J. Poeltl makes 2-pt layup from 1 ft (assist by K. Lowry),,80,58
268,3,5:49.0,,J. Lamb misses 2-pt layup from 3 ft,80,58
269,3,5:43.0,,Offensive rebound by D. Howard,80,58
270,3,5:43.0,,D. Howard makes 2-pt layup at rim,80,60
271,3,5:35.0,D. DeRozan misses 3-pt jump shot from 25 ft,,80,60
272,3,5:31.0,,Defensive rebound by M. Williams,80,60
273,3,5:26.0,,Personal foul by K. Lowry (drawn by K. Walker),80,60
274,3,5:26.0,,K. Walker misses free throw 1 of 2,80,60
275,3,5:26.0,,Offensive rebound by Team,80,60
276,3,5:26.0,,K. Walker makes free throw 2 of 2,80,61
277,3,5:01.0,K. Lowry misses 3-pt jump shot from 25 ft,,80,61
278,3,4:58.0,,Defensive rebound by M. Williams,80,61
279,3,4:54.0,,K. Walker misses 2-pt layup from 1 ft,80,61
280,3,4:52.0,Defensive rebound by J. Poeltl,,80,61
281,3,4:52.0,Turnover by J. Poeltl (out of bounds lost ball),,80,61
282,3,4:52.0,,F. Kaminsky enters the game for M. Williams,80,61
283,3,4:49.0,,D. Howard makes 2-pt dunk at rim (assist by N. Batum),80,63
284,3,4:36.0,D. DeRozan makes 2-pt jump shot from 12 ft (assist by J. Poeltl),,82,63
285,3,4:18.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),82,65
286,3,4:06.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by J. Poeltl),,85,65
287,3,3:50.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by N. Batum),85,68
288,3,3:50.0,,Shooting foul by K. Lowry (drawn by J. Lamb),85,68
289,3,3:50.0,F. VanVleet enters the game for K. Lowry,,85,68
290,3,3:50.0,,J. Lamb makes free throw 1 of 1,85,69
291,3,3:50.0,Toronto full timeout,,85,69
292,3,3:50.0,P. Siakam enters the game for S. Ibaka,,85,69
293,3,3:36.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,88,69
294,3,3:12.0,,D. Howard makes 2-pt hook shot from 7 ft,88,71
295,3,2:58.0,D. DeRozan makes 2-pt jump shot from 8 ft,,90,71
296,3,2:58.0,Shooting foul by D. Howard (drawn by D. DeRozan),,90,71
297,3,2:58.0,D. DeRozan makes free throw 1 of 1,,91,71
298,3,2:37.0,,Turnover by J. Lamb (bad pass; steal by P. Siakam),91,71
299,3,2:26.0,D. DeRozan makes 2-pt jump shot from 18 ft,,93,71
300,3,2:15.0,,Shooting foul by J. Poeltl (drawn by K. Walker),93,71
301,3,2:15.0,,K. Walker makes free throw 1 of 2,93,72
302,3,2:15.0,,J. O'Bryant enters the game for D. Howard,93,72
303,3,2:15.0,N. Powell enters the game for O. Anunoby,,93,72
304,3,2:15.0,,K. Walker makes free throw 2 of 2,93,73
305,3,2:05.0,Shooting foul by J. O'Bryant (drawn by D. DeRozan),,93,73
306,3,2:05.0,D. DeRozan makes free throw 1 of 2,,94,73
307,3,2:05.0,,M. Carter-Williams enters the game for N. Batum,94,73
308,3,2:05.0,,M. Monk enters the game for K. Walker,94,73
309,3,2:05.0,D. DeRozan misses free throw 2 of 2,,94,73
310,3,2:01.0,,Defensive rebound by J. O'Bryant,94,73
311,3,1:50.0,,J. Lamb misses 2-pt layup from 4 ft (block by J. Poeltl),94,73
312,3,1:50.0,,Offensive rebound by Team,94,73
313,3,1:43.0,,J. Lamb makes 2-pt layup from 1 ft,94,75
314,3,1:32.0,D. DeRozan makes 3-pt jump shot from 25 ft (assist by P. Siakam),,97,75
315,3,1:16.0,,Shooting foul by N. Powell (drawn by J. Lamb),97,75
316,3,1:16.0,,J. Lamb makes free throw 1 of 2,97,76
317,3,1:16.0,,J. Lamb makes free throw 2 of 2,97,77
318,3,0:59.0,F. VanVleet misses 3-pt jump shot from 23 ft,,97,77
319,3,0:56.0,Offensive rebound by J. Poeltl,,97,77
320,3,0:48.0,Turnover by N. Powell (lost ball; steal by F. Kaminsky),,97,77
321,3,0:39.0,,F. Kaminsky misses 2-pt hook shot from 6 ft,97,77
322,3,0:39.0,,Offensive rebound by Team,97,77
323,3,0:39.0,Loose ball foul by P. Siakam (drawn by J. O'Bryant),,97,77
324,3,0:39.0,,J. O'Bryant misses free throw 1 of 2,97,77
325,3,0:39.0,,Offensive rebound by Team,97,77
326,3,0:39.0,,J. O'Bryant misses free throw 2 of 2,97,77
327,3,0:36.0,Defensive rebound by P. Siakam,,97,77
328,3,0:32.0,Personal foul by M. Carter-Williams (drawn by D. DeRozan),,97,77
329,3,0:32.0,D. DeRozan makes free throw 1 of 2,,98,77
330,3,0:32.0,D. DeRozan makes free throw 2 of 2,,99,77
331,3,0:22.0,,Shooting foul by J. Poeltl (drawn by J. Lamb),99,77
332,3,0:22.0,,J. Lamb makes free throw 1 of 2,99,78
333,3,0:22.0,,J. Lamb makes free throw 2 of 2,99,79
334,3,0:03.0,F. VanVleet misses 3-pt jump shot from 27 ft,,99,79
335,3,0:03.0,,Defensive rebound by J. O'Bryant,99,79
336,4,11:54.0,,Turnover by M. Carter-Williams (bad pass; steal by F. VanVleet),99,79
337,4,11:47.0,P. Siakam makes 2-pt dunk from 2 ft (assist by F. VanVleet),,101,79
338,4,11:28.0,,J. Lamb misses 2-pt jump shot from 15 ft,101,79
339,4,11:28.0,,Offensive rebound by M. Carter-Williams,101,79
340,4,11:28.0,,Shooting foul by P. Siakam (drawn by M. Carter-Williams),101,79
341,4,11:28.0,,M. Carter-Williams makes free throw 1 of 2,101,80
342,4,11:28.0,,M. Carter-Williams makes free throw 2 of 2,101,81
343,4,11:04.0,F. VanVleet misses 2-pt layup from 3 ft,,101,81
344,4,11:04.0,Offensive rebound by J. Poeltl,,101,81
345,4,11:04.0,Offensive foul by J. Poeltl (drawn by J. O'Bryant),,101,81
346,4,11:04.0,Turnover by J. Poeltl (offensive foul),,101,81
347,4,10:51.0,,M. Monk misses 3-pt jump shot from 24 ft,101,81
348,4,10:47.0,Defensive rebound by F. VanVleet,,101,81
349,4,10:31.0,Personal foul by J. O'Bryant (drawn by D. Wright),,101,81
350,4,10:21.0,P. Siakam makes 2-pt layup from 4 ft (assist by F. VanVleet),,103,81
351,4,9:54.0,,M. Monk makes 2-pt jump shot from 15 ft (assist by J. Lamb),103,83
352,4,9:48.0,Turnover by F. VanVleet (bad pass; steal by M. Monk),,103,83
353,4,9:42.0,,M. Monk makes 3-pt jump shot from 25 ft,103,86
354,4,9:41.0,Toronto full timeout,,103,86
355,4,9:41.0,S. Ibaka enters the game for P. Siakam,,103,86
356,4,9:25.0,F. VanVleet misses 2-pt layup from 4 ft,,103,86
357,4,9:25.0,,Defensive rebound by Team,103,86
358,4,9:25.0,Loose ball foul by J. Poeltl (drawn by J. O'Bryant),,103,86
359,4,9:25.0,O. Anunoby enters the game for J. Poeltl,,103,86
360,4,9:11.0,,J. O'Bryant makes 2-pt layup from 1 ft,103,88
361,4,8:55.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by N. Powell),,105,88
362,4,8:33.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,105,88
363,4,8:30.0,Defensive rebound by F. VanVleet,,105,88
364,4,8:11.0,O. Anunoby misses 3-pt jump shot from 25 ft,,105,88
365,4,8:07.0,,Defensive rebound by J. Lamb,105,88
366,4,7:58.0,,J. Lamb misses 2-pt layup from 3 ft,105,88
367,4,7:57.0,,Offensive rebound by J. O'Bryant,105,88
