,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MILWAUKEE_ACTION,HOUSTON_SCORE,MILWAUKEE_SCORE
381,4,5:43.0,Turnover by T. Ariza (bad pass; steal by K. Middleton),,101,90
382,4,5:39.0,,Turnover by K. Middleton (bad pass; steal by J. Harden),101,90
383,4,5:35.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,103,90
384,4,5:25.0,,Shooting foul by C. Capela (drawn by G. Antetokounmpo),103,90
385,4,5:25.0,,G. Antetokounmpo makes free throw 1 of 2,103,91
386,4,5:25.0,E. Gordon enters the game for C. Paul,,103,91
387,4,5:25.0,,G. Antetokounmpo makes free throw 2 of 2,103,92
388,4,5:10.0,Personal foul by E. Bledsoe (drawn by T. Ariza),,103,92
389,4,4:56.0,J. Harden misses 2-pt jump shot from 9 ft,,103,92
390,4,4:53.0,,Defensive rebound by G. Antetokounmpo,103,92
391,4,4:39.0,,K. Middleton misses 3-pt jump shot from 26 ft,103,92
392,4,4:36.0,Defensive rebound by J. Harden,,103,92
393,4,4:17.0,L. Mbah a Moute misses 3-pt jump shot from 26 ft,,103,92
394,4,4:14.0,,Defensive rebound by S. Brown,103,92
395,4,4:06.0,,G. Antetokounmpo misses 2-pt layup at rim,103,92
396,4,4:04.0,Defensive rebound by T. Ariza,,103,92
397,4,3:54.0,J. Harden misses 2-pt layup from 4 ft,,103,92
398,4,3:52.0,Offensive rebound by L. Mbah a Moute,,103,92
399,4,3:50.0,E. Gordon misses 3-pt jump shot from 27 ft,,103,92
400,4,3:47.0,Offensive rebound by C. Capela,,103,92
401,4,3:45.0,Shooting foul by G. Antetokounmpo (drawn by L. Mbah a Moute),,103,92
402,4,3:45.0,L. Mbah a Moute misses free throw 1 of 2,,103,92
403,4,3:45.0,Offensive rebound by Team,,103,92
404,4,3:45.0,,J. Terry enters the game for E. Bledsoe,103,92
405,4,3:45.0,P. Tucker enters the game for C. Capela,,103,92
406,4,3:45.0,Houston full timeout,,103,92
407,4,3:45.0,L. Mbah a Moute makes free throw 2 of 2,,104,92
408,4,3:30.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,104,94
409,4,3:30.0,,Shooting foul by T. Ariza (drawn by G. Antetokounmpo),104,94
410,4,3:30.0,C. Paul enters the game for L. Mbah a Moute,,104,94
411,4,3:30.0,,G. Antetokounmpo misses free throw 1 of 1,104,94
412,4,3:27.0,Defensive rebound by E. Gordon,,104,94
413,4,3:03.0,E. Gordon misses 2-pt jump shot from 12 ft,,104,94
414,4,3:01.0,Offensive rebound by E. Gordon,,104,94
415,4,2:53.0,,E. Bledsoe enters the game for T. Snell,104,94
416,4,2:39.0,J. Harden misses 3-pt jump shot from 27 ft,,104,94
417,4,2:36.0,,Defensive rebound by K. Middleton,104,94
418,4,2:14.0,,K. Middleton makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),104,97
419,4,1:47.0,T. Ariza misses 2-pt jump shot from 17 ft,,104,97
420,4,1:44.0,,Defensive rebound by K. Middleton,104,97
421,4,1:39.0,,Turnover by K. Middleton (lost ball; steal by J. Harden),104,97
422,4,1:14.0,J. Harden misses 3-pt jump shot from 23 ft,,104,97
423,4,1:10.0,,Defensive rebound by S. Brown,104,97
424,4,1:06.0,,S. Brown makes 2-pt layup from 1 ft,104,99
425,4,0:45.0,C. Paul makes 2-pt layup from 4 ft,,106,99
426,4,0:45.0,,Milwaukee full timeout,106,99
427,4,0:30.0,,K. Middleton misses 3-pt jump shot from 26 ft,106,99
428,4,0:29.0,Defensive rebound by C. Paul,,106,99
429,4,0:29.0,Personal take foul by K. Middleton (drawn by C. Paul),,106,99
430,4,0:29.0,C. Paul makes free throw 1 of 2,,107,99
431,4,0:29.0,C. Paul makes free throw 2 of 2,,108,99
432,4,0:29.0,,Milwaukee full timeout,108,99
433,4,0:25.0,,S. Brown misses 3-pt jump shot from 26 ft,108,99
434,4,0:25.0,Defensive rebound by Team,,108,99
435,4,0:24.0,Personal take foul by K. Middleton (drawn by E. Gordon),,108,99
436,4,0:24.0,E. Gordon makes free throw 1 of 2,,109,99
437,4,0:24.0,E. Gordon makes free throw 2 of 2,,110,99
438,4,0:20.0,,Turnover by G. Antetokounmpo (bad pass; steal by T. Ariza),110,99
439,4,0:16.0,Turnover by T. Ariza (turnover),,110,99
440,4,0:03.0,,J. Terry misses 3-pt jump shot from 23 ft,110,99
441,4,0:00.0,Defensive rebound by T. Ariza,,110,99
