,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA CLIPPERS_ACTION,CLEVELAND_SCORE,LA CLIPPERS_SCORE
43,1,6:01.0,Turnover by Team (shot clock),,9,17
44,1,5:49.0,,D. Jordan misses 2-pt dunk from 2 ft (block by L. James),9,17
45,1,5:48.0,Defensive rebound by J. Smith,,9,17
46,1,5:48.0,Personal foul by A. Rivers (drawn by L. James),,9,17
47,1,5:45.0,L. Nance misses 2-pt jump shot from 20 ft,,9,17
48,1,5:41.0,,Defensive rebound by D. Jordan,9,17
49,1,5:35.0,,D. Jordan misses 2-pt layup from 2 ft,9,17
50,1,5:33.0,Defensive rebound by L. James,,9,17
51,1,5:30.0,L. James makes 2-pt layup at rim,,11,17
52,1,5:21.0,,Personal foul by G. Hill (drawn by A. Rivers),11,17
53,1,5:14.0,,Shooting foul by L. Nance (drawn by T. Harris),11,17
54,1,5:14.0,,T. Harris makes free throw 1 of 2,11,18
55,1,5:14.0,K. Korver enters the game for R. Hood,,11,18
56,1,5:14.0,,T. Harris makes free throw 2 of 2,11,19
57,1,4:57.0,J. Smith misses 3-pt jump shot from 26 ft,,11,19
58,1,4:54.0,,Defensive rebound by D. Jordan,11,19
59,1,4:47.0,,D. Jordan makes 2-pt layup from 2 ft (assist by L. Williams),11,21
60,1,4:22.0,L. James makes 2-pt jump shot from 18 ft,,13,21
61,1,4:12.0,,A. Rivers misses 3-pt jump shot from 25 ft,13,21
62,1,4:10.0,,Offensive rebound by D. Jordan,13,21
63,1,4:00.0,,T. Harris misses 3-pt jump shot from 23 ft,13,21
64,1,3:58.0,Defensive rebound by L. Nance,,13,21
65,1,3:44.0,K. Korver misses 3-pt jump shot from 23 ft,,13,21
66,1,3:42.0,Offensive rebound by L. Nance,,13,21
67,1,3:41.0,K. Korver misses 3-pt jump shot from 25 ft,,13,21
68,1,3:39.0,,Defensive rebound by Team,13,21
69,1,3:39.0,,LA Clippers full timeout,13,21
70,1,3:39.0,,M. Teodosić enters the game for L. Williams,13,21
71,1,3:39.0,J. Green enters the game for L. Nance,,13,21
72,1,3:20.0,,S. Thornwell makes 2-pt jump shot from 13 ft (assist by T. Harris),13,23
73,1,3:01.0,J. Green misses 2-pt jump shot from 22 ft,,13,23
74,1,2:57.0,,Defensive rebound by T. Harris,13,23
75,1,2:50.0,,D. Jordan misses 2-pt hook shot from 5 ft,13,23
76,1,2:46.0,Defensive rebound by K. Korver,,13,23
77,1,2:36.0,G. Hill makes 2-pt jump shot from 18 ft (assist by K. Korver),,15,23
78,1,2:19.0,,A. Rivers makes 2-pt layup from 2 ft,15,25
79,1,1:56.0,J. Green misses 3-pt jump shot from 25 ft,,15,25
80,1,1:53.0,,Defensive rebound by S. Thornwell,15,25
81,1,1:40.0,,T. Harris misses 2-pt layup from 1 ft,15,25
82,1,1:37.0,Defensive rebound by J. Smith,,15,25
83,1,1:35.0,Turnover by J. Smith (bad pass),,15,25
84,1,1:35.0,,M. Harrell enters the game for D. Jordan,15,25
85,1,1:35.0,J. Clarkson enters the game for J. Smith,,15,25
86,1,1:18.0,,M. Harrell misses 2-pt layup from 1 ft (block by K. Korver),15,25
87,1,1:16.0,,Offensive rebound by Team,15,25
88,1,1:16.0,C. Osman enters the game for G. Hill,,15,25
89,1,1:12.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by M. Teodosić),15,28
90,1,0:52.0,L. James misses 2-pt layup from 1 ft,,15,28
91,1,0:50.0,,Defensive rebound by T. Harris,15,28
92,1,0:48.0,,S. Thornwell makes 2-pt dunk from 1 ft (assist by M. Teodosić),15,30
93,1,0:39.0,Personal foul by S. Thornwell (drawn by L. James),,15,30
94,1,0:39.0,,J. Evans enters the game for A. Rivers,15,30
95,1,0:32.0,J. Green makes 2-pt dunk from 1 ft (assist by L. James),,17,30
96,1,0:17.0,,S. Thornwell makes 2-pt layup from 1 ft (assist by M. Teodosić),17,32
97,1,0:05.0,Turnover by L. James (bad pass),,17,32
98,1,0:05.0,,L. Williams enters the game for J. Evans,17,32
99,1,0:00.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by T. Harris),17,35
100,2,11:46.0,J. Clarkson misses 2-pt jump shot from 21 ft,,17,35
101,2,11:43.0,Offensive rebound by A. Žižić,,17,35
102,2,11:40.0,Shooting foul by M. Harrell (drawn by C. Osman),,17,35
103,2,11:40.0,C. Osman misses free throw 1 of 2,,17,35
104,2,11:40.0,Offensive rebound by Team,,17,35
105,2,11:40.0,C. Osman makes free throw 2 of 2,,18,35
106,2,11:18.0,,B. Marjanović misses 2-pt hook shot from 5 ft,18,35
107,2,11:16.0,Defensive rebound by J. Green,,18,35
108,2,11:04.0,A. Žižić makes 2-pt layup from 2 ft (assist by J. Clarkson),,20,35
109,2,10:53.0,,L. Williams misses 2-pt layup from 1 ft,20,35
110,2,10:53.0,,Offensive rebound by Team,20,35
111,2,10:53.0,Loose ball foul by J. Green (drawn by B. Marjanović),,20,35
112,2,10:41.0,,M. Harrell makes 2-pt hook shot from 9 ft (assist by J. Evans),20,37
113,2,10:28.0,J. Clarkson misses 2-pt jump shot from 1 ft,,20,37
114,2,10:26.0,Offensive rebound by A. Žižić,,20,37
115,2,10:25.0,A. Žižić makes 2-pt layup at rim,,22,37
116,2,10:06.0,,M. Harrell makes 2-pt jump shot from 12 ft (assist by L. Williams),22,39
117,2,10:06.0,Violation by K. Korver (def goaltending),,22,39
118,2,9:54.0,Turnover by J. Green (traveling),,22,39
119,2,9:42.0,,Turnover by M. Teodosić (bad pass; steal by J. Clarkson),22,39
120,2,9:36.0,C. Osman makes 2-pt layup from 1 ft (assist by J. Green),,24,39
121,2,9:30.0,,Turnover by M. Harrell (bad pass; steal by C. Osman),24,39
122,2,9:26.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Korver),,27,39
123,2,9:19.0,,Personal foul by C. Osman (drawn by L. Williams),27,39
124,2,9:16.0,,L. Williams misses 3-pt jump shot from 30 ft,27,39
125,2,9:12.0,Defensive rebound by J. Clarkson,,27,39
126,2,9:06.0,K. Korver misses 3-pt jump shot from 25 ft,,27,39
127,2,9:06.0,,Defensive rebound by L. Williams,27,39
128,2,8:58.0,,Turnover by L. Williams (bad pass; steal by K. Korver),27,39
129,2,8:54.0,J. Green misses 2-pt dunk from 1 ft,,27,39
130,2,8:53.0,,Defensive rebound by Team,27,39
131,2,8:39.0,,Shooting foul by K. Korver (drawn by M. Harrell),27,39
132,2,8:39.0,,M. Harrell misses free throw 1 of 2,27,39
133,2,8:39.0,,Offensive rebound by Team,27,39
134,2,8:39.0,,M. Harrell makes free throw 2 of 2,27,40
135,2,8:21.0,J. Green makes 2-pt jump shot from 12 ft,,29,40
136,2,8:05.0,,M. Harrell makes 2-pt layup at rim (assist by J. Evans),29,42
137,2,7:55.0,Personal foul by J. Evans (drawn by J. Clarkson),,29,42
138,2,7:55.0,,A. Rivers enters the game for J. Evans,29,42
139,2,7:51.0,J. Clarkson makes 3-pt jump shot from 26 ft,,32,42
140,2,7:51.0,Shooting foul by M. Teodosić (drawn by J. Clarkson),,32,42
141,2,7:51.0,,D. Jordan enters the game for B. Marjanović,32,42
142,2,7:51.0,J. Clarkson makes free throw 1 of 1,,33,42
143,2,7:32.0,,Personal foul by A. Žižić (drawn by D. Jordan),33,42
144,2,7:32.0,,S. Thornwell enters the game for M. Teodosić,33,42
145,2,7:32.0,L. James enters the game for J. Green,,33,42
146,2,7:25.0,,L. Williams makes 2-pt jump shot from 19 ft,33,44
147,2,7:13.0,Shooting foul by A. Rivers (drawn by J. Clarkson),,33,44
148,2,7:13.0,J. Clarkson makes free throw 1 of 2,,34,44
149,2,7:13.0,J. Clarkson makes free throw 2 of 2,,35,44
150,2,6:54.0,,A. Rivers makes 3-pt jump shot from 28 ft,35,47
151,2,6:37.0,L. James misses 3-pt jump shot from 26 ft,,35,47
152,2,6:34.0,,Defensive rebound by D. Jordan,35,47
153,2,6:26.0,,Turnover by A. Rivers (bad pass; steal by L. James),35,47
154,2,6:21.0,J. Clarkson misses 2-pt layup from 1 ft,,35,47
155,2,6:18.0,,Defensive rebound by M. Harrell,35,47
156,2,6:17.0,,L. Williams misses 3-pt jump shot from 24 ft,35,47
157,2,6:17.0,,Offensive rebound by D. Jordan,35,47
158,2,6:12.0,,Turnover by D. Jordan (bad pass; steal by L. James),35,47
159,2,6:07.0,L. James misses 2-pt layup from 1 ft,,35,47
160,2,6:04.0,,Defensive rebound by M. Harrell,35,47
161,2,5:57.0,,M. Harrell makes 2-pt jump shot from 5 ft (assist by A. Rivers),35,49
162,2,5:57.0,,Shooting foul by A. Žižić (drawn by M. Harrell),35,49
163,2,5:57.0,Cleveland full timeout,,35,49
164,2,5:57.0,J. Smith enters the game for C. Osman,,35,49
165,2,5:57.0,G. Hill enters the game for K. Korver,,35,49
166,2,5:57.0,L. Nance enters the game for A. Žižić,,35,49
167,2,5:57.0,,M. Harrell makes free throw 1 of 1,35,50
168,2,5:40.0,J. Clarkson misses 3-pt jump shot from 25 ft,,35,50
169,2,5:35.0,,Defensive rebound by L. Williams,35,50
170,2,5:31.0,,M. Harrell makes 2-pt layup from 1 ft,35,52
171,2,5:17.0,L. Nance makes 2-pt jump shot from 20 ft (assist by G. Hill),,37,52
172,2,4:52.0,,L. Williams makes 2-pt layup from 2 ft,37,54
173,2,4:40.0,J. Smith misses 3-pt jump shot from 23 ft,,37,54
174,2,4:38.0,,Defensive rebound by D. Jordan,37,54
175,2,4:30.0,,A. Rivers makes 2-pt layup from 2 ft,37,56
176,2,4:19.0,Turnover by G. Hill (bad pass; steal by D. Jordan),,37,56
177,2,4:12.0,,A. Rivers misses 3-pt jump shot from 25 ft,37,56
178,2,4:10.0,,Offensive rebound by M. Harrell,37,56
179,2,4:08.0,,M. Harrell misses 2-pt layup from 2 ft (block by G. Hill),37,56
180,2,4:04.0,,Offensive rebound by M. Harrell,37,56
181,2,4:04.0,,M. Harrell misses 2-pt layup at rim,37,56
182,2,4:02.0,,Offensive rebound by D. Jordan,37,56
183,2,3:51.0,,M. Harrell misses 2-pt jump shot from 10 ft,37,56
184,2,3:48.0,Defensive rebound by L. James,,37,56
185,2,3:42.0,J. Smith makes 3-pt jump shot from 22 ft (assist by L. James),,40,56
186,2,3:14.0,,Turnover by M. Harrell (lost ball; steal by J. Smith),40,56
187,2,3:08.0,J. Smith misses 2-pt layup from 3 ft (block by M. Harrell),,40,56
188,2,3:08.0,Offensive rebound by Team,,40,56
189,2,3:08.0,,T. Harris enters the game for M. Harrell,40,56
190,2,3:08.0,J. Green enters the game for J. Clarkson,,40,56
191,2,3:01.0,Personal foul by D. Jordan (drawn by L. Nance),,40,56
192,2,3:01.0,L. Nance misses free throw 1 of 2,,40,56
193,2,3:01.0,Offensive rebound by Team,,40,56
194,2,3:01.0,J. Calderón enters the game for G. Hill,,40,56
195,2,3:01.0,L. Nance misses free throw 2 of 2,,40,56
196,2,3:00.0,,Defensive rebound by D. Jordan,40,56
197,2,2:59.0,,Personal take foul by J. Calderón (drawn by D. Jordan),40,56
198,2,2:59.0,,LA Clippers full timeout,40,56
199,2,2:59.0,,M. Teodosić enters the game for L. Williams,40,56
200,2,2:59.0,G. Hill enters the game for J. Calderón,,40,56
201,2,2:59.0,,D. Jordan makes free throw 1 of 2,40,57
202,2,2:59.0,,D. Jordan misses free throw 2 of 2,40,57
203,2,2:54.0,Defensive rebound by L. Nance,,40,57
204,2,2:40.0,Def 3 sec tech foul by D. Jordan,,40,57
205,2,2:40.0,G. Hill makes technical free throw,,41,57
206,2,2:40.0,K. Korver enters the game for L. Nance,,41,57
207,2,2:33.0,L. James makes 2-pt layup from 1 ft (assist by K. Korver),,43,57
208,2,2:28.0,,Personal take foul by J. Smith (drawn by D. Jordan),43,57
209,2,2:28.0,,D. Jordan misses free throw 1 of 2,43,57
210,2,2:28.0,,Offensive rebound by Team,43,57
211,2,2:28.0,,D. Jordan misses free throw 2 of 2,43,57
212,2,2:26.0,Defensive rebound by L. James,,43,57
213,2,2:08.0,J. Green misses 2-pt hook shot from 5 ft,,43,57
214,2,2:07.0,,Defensive rebound by T. Harris,43,57
215,2,2:07.0,,Personal take foul by J. Smith (drawn by D. Jordan),43,57
216,2,2:07.0,,D. Jordan misses free throw 1 of 2,43,57
217,2,2:07.0,,Offensive rebound by Team,43,57
218,2,2:07.0,,D. Jordan makes free throw 2 of 2,43,58
219,2,1:57.0,J. Green misses 3-pt jump shot from 27 ft,,43,58
220,2,1:53.0,,Defensive rebound by D. Jordan,43,58
221,2,1:32.0,,S. Thornwell misses 3-pt jump shot from 26 ft,43,58
222,2,1:30.0,Defensive rebound by L. James,,43,58
223,2,1:27.0,J. Smith misses 3-pt jump shot from 25 ft,,43,58
224,2,1:24.0,,Defensive rebound by T. Harris,43,58
225,2,1:11.0,,A. Rivers misses 2-pt layup from 1 ft,43,58
226,2,1:07.0,Defensive rebound by G. Hill,,43,58
227,2,1:04.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,46,58
228,2,0:44.0,,T. Harris misses 2-pt jump shot from 13 ft,46,58
229,2,0:44.0,,Offensive rebound by D. Jordan,46,58
230,2,0:44.0,,D. Jordan makes 2-pt dunk at rim,46,60
231,2,0:44.0,,Shooting foul by K. Korver (drawn by D. Jordan),46,60
232,2,0:44.0,,L. Williams enters the game for M. Teodosić,46,60
233,2,0:44.0,,D. Jordan makes free throw 1 of 1,46,61
234,2,0:27.0,G. Hill misses 3-pt jump shot from 26 ft,,46,61
235,2,0:25.0,,Defensive rebound by D. Jordan,46,61
236,2,0:05.0,,T. Harris misses 2-pt jump shot from 5 ft,46,61
237,2,0:03.0,Defensive rebound by L. James,,46,61
238,2,0:01.0,Shooting foul by S. Thornwell (drawn by G. Hill),,46,61
239,2,0:01.0,G. Hill misses free throw 1 of 2,,46,61
240,2,0:01.0,Offensive rebound by Team,,46,61
241,2,0:01.0,C. Osman enters the game for J. Smith,,46,61
242,2,0:01.0,G. Hill makes free throw 2 of 2,,47,61
243,2,0:00.0,,S. Thornwell misses 3-pt jump shot from 45 ft,47,61
244,2,0:00.0,,Offensive rebound by Team,47,61
245,3,11:46.0,G. Hill misses 3-pt jump shot from 22 ft,,47,61
246,3,11:44.0,Offensive rebound by L. Nance,,47,61
247,3,11:37.0,Turnover by L. James (bad pass; steal by A. Rivers),,47,61
248,3,11:31.0,,T. Harris makes 2-pt layup from 1 ft,47,63
249,3,11:18.0,L. Nance makes 2-pt jump shot from 10 ft (assist by G. Hill),,49,63
250,3,11:04.0,,T. Harris misses 3-pt jump shot from 26 ft,49,63
251,3,11:01.0,Defensive rebound by G. Hill,,49,63
252,3,10:54.0,L. James makes 3-pt jump shot from 27 ft (assist by G. Hill),,52,63
253,3,10:38.0,,Turnover by A. Rivers (lost ball; steal by G. Hill),52,63
254,3,10:36.0,Turnover by L. James (out of bounds lost ball),,52,63
255,3,10:21.0,,L. Williams misses 2-pt jump shot from 19 ft,52,63
256,3,10:17.0,Defensive rebound by L. Nance,,52,63
257,3,10:03.0,Turnover by C. Osman (lost ball; steal by A. Rivers),,52,63
258,3,9:54.0,,A. Rivers misses 3-pt jump shot from 26 ft,52,63
259,3,9:51.0,Defensive rebound by L. James,,52,63
260,3,9:45.0,L. Nance misses 2-pt layup from 3 ft,,52,63
261,3,9:45.0,,Defensive rebound by D. Jordan,52,63
262,3,9:45.0,,LA Clippers full timeout,52,63
263,3,9:23.0,,Turnover by D. Jordan (turnover),52,63
264,3,9:09.0,Shooting foul by S. Thornwell (drawn by L. Nance),,52,63
265,3,9:09.0,L. Nance makes free throw 1 of 2,,53,63
266,3,9:09.0,L. Nance makes free throw 2 of 2,,54,63
267,3,8:50.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by L. Williams),54,66
268,3,8:36.0,G. Hill makes 3-pt jump shot from 26 ft,,57,66
269,3,8:31.0,,Personal take foul by C. Osman (drawn by L. Williams),57,66
270,3,8:31.0,J. Clarkson enters the game for C. Osman,,57,66
271,3,8:17.0,,Personal foul by J. Clarkson (drawn by A. Rivers),57,66
272,3,8:10.0,,D. Jordan misses 2-pt layup from 4 ft (block by L. James),57,66
273,3,8:04.0,,Offensive rebound by A. Rivers,57,66
274,3,8:04.0,,A. Rivers makes 2-pt layup at rim,57,68
275,3,7:49.0,L. James makes 2-pt layup from 3 ft,,59,68
276,3,7:39.0,,S. Thornwell makes 2-pt layup at rim (assist by T. Harris),59,70
277,3,7:39.0,,Shooting foul by J. Smith (drawn by S. Thornwell),59,70
278,3,7:39.0,,S. Thornwell makes free throw 1 of 1,59,71
279,3,7:19.0,L. Nance makes 2-pt dunk from 1 ft (assist by J. Smith),,61,71
280,3,7:10.0,,L. Williams misses 2-pt layup from 2 ft (block by L. Nance),61,71
281,3,7:10.0,,Offensive rebound by Team,61,71
282,3,6:55.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by L. Williams),61,74
283,3,6:28.0,J. Clarkson makes 2-pt layup from 2 ft,,63,74
284,3,6:08.0,,T. Harris misses 3-pt jump shot from 25 ft,63,74
285,3,6:05.0,Defensive rebound by G. Hill,,63,74
286,3,5:45.0,J. Smith misses 3-pt jump shot from 25 ft,,63,74
287,3,5:43.0,,Defensive rebound by T. Harris,63,74
288,3,5:35.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by A. Rivers),63,77
289,3,5:32.0,Cleveland full timeout,,63,77
290,3,5:07.0,J. Clarkson misses 2-pt layup from 2 ft,,63,77
291,3,5:05.0,,Defensive rebound by D. Jordan,63,77
292,3,4:58.0,,S. Thornwell misses 2-pt jump shot from 11 ft,63,77
293,3,4:55.0,Defensive rebound by L. Nance,,63,77
294,3,4:47.0,Turnover by L. James (lost ball; steal by S. Thornwell),,63,77
295,3,4:29.0,,A. Rivers misses 2-pt layup from 1 ft,63,77
296,3,4:24.0,,Offensive rebound by D. Jordan,63,77
297,3,4:24.0,,D. Jordan makes 2-pt dunk at rim,63,79
298,3,4:10.0,L. Nance makes 2-pt dunk from 2 ft (assist by L. James),,65,79
299,3,4:02.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),65,81
300,3,4:02.0,,Shooting foul by G. Hill (drawn by D. Jordan),65,81
301,3,4:02.0,J. Green enters the game for J. Smith,,65,81
302,3,4:02.0,K. Korver enters the game for L. Nance,,65,81
303,3,4:02.0,,D. Jordan misses free throw 1 of 1,65,81
304,3,4:02.0,Defensive rebound by Team,,65,81
305,3,3:52.0,L. James makes 3-pt jump shot from 28 ft (assist by G. Hill),,68,81
306,3,3:37.0,,D. Jordan misses 2-pt layup from 2 ft (block by K. Korver),68,81
307,3,3:32.0,Defensive rebound by K. Korver,,68,81
308,3,3:30.0,L. James misses 3-pt jump shot from 27 ft,,68,81
309,3,3:26.0,,Defensive rebound by D. Jordan,68,81
310,3,3:18.0,,L. Williams misses 3-pt jump shot from 28 ft,68,81
311,3,3:15.0,Defensive rebound by J. Clarkson,,68,81
312,3,3:12.0,J. Clarkson makes 2-pt layup from 1 ft,,70,81
313,3,2:44.0,,T. Harris misses 3-pt jump shot from 27 ft,70,81
314,3,2:41.0,Defensive rebound by L. James,,70,81
315,3,2:38.0,Personal foul by D. Jordan (drawn by J. Green),,70,81
316,3,2:38.0,,M. Teodosić enters the game for S. Thornwell,70,81
317,3,2:21.0,L. James makes 2-pt dunk from 1 ft,,72,81
318,3,2:13.0,,Offensive foul by M. Teodosić (drawn by G. Hill),72,81
319,3,2:13.0,,Turnover by M. Teodosić (offensive foul),72,81
320,3,2:13.0,,M. Harrell enters the game for D. Jordan,72,81
321,3,1:58.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by L. James),,75,81
322,3,1:48.0,,Personal foul by G. Hill (drawn by L. Williams),75,81
323,3,1:48.0,,L. Williams misses free throw 1 of 2,75,81
324,3,1:48.0,,Offensive rebound by Team,75,81
325,3,1:48.0,,L. Williams misses free throw 2 of 2,75,81
326,3,1:46.0,Defensive rebound by L. James,,75,81
327,3,1:39.0,L. James makes 2-pt layup from 2 ft,,77,81
328,3,1:22.0,,A. Rivers misses 2-pt layup from 1 ft,77,81
329,3,1:19.0,Defensive rebound by J. Green,,77,81
330,3,1:13.0,L. James misses 2-pt layup at rim,,77,81
331,3,1:10.0,,Defensive rebound by M. Harrell,77,81
332,3,1:04.0,,L. Williams misses 2-pt jump shot from 6 ft,77,81
333,3,1:04.0,,Offensive rebound by Team,77,81
334,3,1:04.0,Loose ball foul by L. James (drawn by M. Harrell),,77,81
335,3,1:04.0,,M. Harrell makes free throw 1 of 2,77,82
336,3,1:04.0,,J. Evans enters the game for L. Williams,77,82
337,3,1:04.0,,M. Harrell makes free throw 2 of 2,77,83
338,3,0:51.0,Personal foul by J. Evans (drawn by L. James),,77,83
339,3,0:36.0,Turnover by L. James (bad pass; steal by A. Rivers),,77,83
340,3,0:20.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by T. Harris),77,85
341,3,0:01.0,Shooting foul by T. Harris (drawn by L. James),,77,85
342,3,0:01.0,L. James misses free throw 1 of 2,,77,85
343,3,0:01.0,Offensive rebound by Team,,77,85
344,3,0:01.0,L. James misses free throw 2 of 2,,77,85
345,3,0:00.0,,Defensive rebound by M. Teodosić,77,85
346,4,11:45.0,,M. Harrell makes 2-pt jump shot from 13 ft (assist by M. Teodosić),77,87
347,4,11:33.0,Personal foul by M. Teodosić (drawn by K. Korver),,77,87
348,4,11:26.0,Shooting foul by J. Evans (drawn by J. Clarkson),,77,87
349,4,11:26.0,J. Clarkson makes free throw 1 of 2,,78,87
350,4,11:26.0,J. Clarkson makes free throw 2 of 2,,79,87
351,4,11:15.0,,M. Teodosić makes 3-pt jump shot from 25 ft,79,90
352,4,11:07.0,Offensive foul by J. Clarkson (drawn by J. Evans),,79,90
353,4,11:07.0,Turnover by J. Clarkson (offensive foul),,79,90
354,4,10:57.0,,Turnover by M. Teodosić (bad pass),79,90
355,4,10:50.0,K. Korver misses 3-pt jump shot from 25 ft,,79,90
356,4,10:47.0,,Defensive rebound by J. Evans,79,90
357,4,10:43.0,,Personal foul by K. Korver (drawn by M. Harrell),79,90
358,4,10:36.0,,M. Harrell makes 2-pt hook shot from 3 ft (assist by M. Teodosić),79,92
359,4,10:24.0,J. Clarkson misses 2-pt jump shot from 17 ft,,79,92
360,4,10:23.0,,Defensive rebound by B. Marjanović,79,92
361,4,10:23.0,,Personal foul by L. Nance (drawn by B. Marjanović),79,92
362,4,10:11.0,,M. Harrell misses 2-pt layup from 2 ft,79,92
363,4,10:09.0,Defensive rebound by K. Korver,,79,92
364,4,10:00.0,J. Smith makes 2-pt jump shot from 15 ft,,81,92
365,4,9:50.0,,Turnover by M. Teodosić (bad pass; steal by J. Smith),81,92
366,4,9:41.0,Turnover by J. Clarkson (lost ball; steal by B. Marjanović),,81,92
367,4,9:28.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by M. Teodosić),81,94
368,4,9:10.0,J. Green misses 3-pt jump shot from 26 ft,,81,94
369,4,9:08.0,,Defensive rebound by M. Teodosić,81,94
370,4,9:07.0,,Personal take foul by J. Clarkson (drawn by M. Harrell),81,94
371,4,9:07.0,L. James enters the game for K. Korver,,81,94
372,4,8:58.0,,M. Teodosić misses 3-pt jump shot from 23 ft,81,94
373,4,8:55.0,,Offensive rebound by B. Marjanović,81,94
374,4,8:53.0,,B. Marjanović makes 2-pt layup from 1 ft,81,96
375,4,8:33.0,L. James makes 2-pt jump shot from 5 ft,,83,96
376,4,8:23.0,,Turnover by L. Williams (bad pass; steal by L. Nance),83,96
377,4,8:21.0,Personal foul by M. Teodosić (drawn by L. James),,83,96
378,4,8:21.0,,S. Thornwell enters the game for J. Evans,83,96
379,4,8:09.0,J. Clarkson makes 3-pt jump shot from 28 ft (assist by J. Smith),,86,96
380,4,7:52.0,,S. Thornwell misses 2-pt jump shot from 7 ft,86,96
381,4,7:47.0,,Offensive rebound by B. Marjanović,86,96
382,4,7:47.0,,B. Marjanović makes 2-pt dunk at rim,86,98
383,4,7:38.0,J. Smith makes 2-pt jump shot from 19 ft,,88,98
384,4,7:25.0,,L. Williams misses 2-pt jump shot from 15 ft,88,98
385,4,7:23.0,,Offensive rebound by L. Williams,88,98
386,4,7:22.0,,L. Williams makes 2-pt jump shot from 14 ft,88,100
387,4,7:22.0,Cleveland full timeout,,88,100
388,4,7:04.0,J. Smith misses 2-pt jump shot from 5 ft,,88,100
389,4,7:02.0,,Defensive rebound by S. Thornwell,88,100
390,4,6:38.0,,M. Teodosić misses 2-pt jump shot from 20 ft,88,100
