,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
381,4,2:42.0,,M. Williams misses 3-pt jump shot from 23 ft,109,85
382,4,2:39.0,Defensive rebound by J. Nelson,,109,85
383,4,2:20.0,I. Clark misses 2-pt layup from 2 ft,,109,85
384,4,2:16.0,,Defensive rebound by J. Mickey,109,85
385,4,2:00.0,,Personal foul by C. Diallo (drawn by J. Mickey),109,85
386,4,2:00.0,New Orleans full timeout,,109,85
387,4,2:00.0,,J. Mickey makes free throw 1 of 2,109,86
388,4,2:00.0,,J. Mickey makes free throw 2 of 2,109,87
389,4,1:47.0,I. Clark misses 3-pt jump shot from 26 ft,,109,87
390,4,1:40.0,,Defensive rebound by W. Ellington,109,87
391,4,1:39.0,,W. Ellington makes 2-pt layup from 2 ft,109,89
392,4,1:27.0,Turnover by E. Moore (out of bounds lost ball),,109,89
393,4,1:14.0,,J. Mickey makes 2-pt hook shot from 9 ft (assist by D. Walton),109,91
394,4,0:53.0,E. Moore misses 2-pt jump shot from 4 ft,,109,91
395,4,0:51.0,,Defensive rebound by Team,109,91
396,4,0:36.0,,W. Ellington makes 3-pt jump shot from 27 ft (assist by D. Walton),109,94
397,4,0:14.0,C. Cooke misses 2-pt layup from 2 ft,,109,94
398,4,0:11.0,,Defensive rebound by M. Williams,109,94
399,4,0:03.0,,Turnover by M. Williams (lost ball; steal by C. Diallo),109,94
