,QUARTER,TIME_REMAINING,DETROIT_ACTION,SAN ANTONIO_ACTION,DETROIT_SCORE,SAN ANTONIO_SCORE
385,4,5:41.0,Defensive rebound by S. Johnson,,86,82
386,4,5:21.0,R. Jackson misses 2-pt jump shot from 16 ft,,86,82
387,4,5:18.0,,Defensive rebound by P. Mills,86,82
388,4,5:14.0,,R. Gay misses 3-pt jump shot from 25 ft,86,82
389,4,5:12.0,Defensive rebound by A. Drummond,,86,82
390,4,5:12.0,Personal foul by M. Ginóbili (drawn by A. Drummond),,86,82
391,4,4:57.0,R. Jackson misses 2-pt jump shot from 8 ft,,86,82
392,4,4:54.0,,Defensive rebound by R. Gay,86,82
393,4,4:53.0,,Personal foul by A. Bradley (drawn by R. Gay),86,82
394,4,4:42.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),86,85
395,4,4:24.0,Offensive foul by A. Drummond (drawn by R. Gay),,86,85
396,4,4:24.0,Turnover by A. Drummond (offensive foul),,86,85
397,4,4:12.0,,D. Green misses 3-pt jump shot from 22 ft,86,85
398,4,4:09.0,Defensive rebound by S. Johnson,,86,85
399,4,3:49.0,T. Harris misses 2-pt jump shot from 14 ft,,86,85
400,4,3:44.0,,Defensive rebound by L. Aldridge,86,85
401,4,3:39.0,,R. Gay makes 2-pt layup from 3 ft,86,87
402,4,3:39.0,,Shooting foul by T. Harris (drawn by R. Gay),86,87
403,4,3:39.0,,R. Gay makes free throw 1 of 1,86,88
404,4,3:19.0,A. Drummond misses 2-pt layup at rim (block by D. Green),,86,88
405,4,3:15.0,,Defensive rebound by L. Aldridge,86,88
406,4,3:11.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),86,90
407,4,3:11.0,Detroit full timeout,,86,90
408,4,2:56.0,R. Jackson makes 2-pt jump shot from 13 ft,,88,90
409,4,2:40.0,,M. Ginóbili misses 2-pt layup from 2 ft (block by A. Drummond),88,90
410,4,2:36.0,,Offensive rebound by P. Mills,88,90
411,4,2:34.0,,L. Aldridge makes 2-pt hook shot from 2 ft (assist by P. Mills),88,92
412,4,2:13.0,R. Jackson misses 2-pt jump shot from 13 ft,,88,92
413,4,2:11.0,,Defensive rebound by L. Aldridge,88,92
414,4,2:10.0,,Turnover by L. Aldridge (bad pass; steal by S. Johnson),88,92
415,4,2:05.0,A. Bradley misses 3-pt jump shot from 25 ft,,88,92
416,4,2:05.0,,Defensive rebound by R. Gay,88,92
417,4,1:51.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),88,94
418,4,1:44.0,Shooting foul by L. Aldridge (drawn by R. Jackson),,88,94
419,4,1:44.0,R. Jackson makes free throw 1 of 2,,89,94
420,4,1:44.0,R. Jackson misses free throw 2 of 2,,89,94
421,4,1:42.0,Offensive rebound by Team,,89,94
422,4,1:26.0,R. Jackson misses 3-pt jump shot from 22 ft,,89,94
423,4,1:22.0,,Defensive rebound by L. Aldridge,89,94
424,4,1:02.0,,L. Aldridge misses 2-pt hook shot from 4 ft,89,94
425,4,1:00.0,Defensive rebound by S. Johnson,,89,94
426,4,0:57.0,Personal foul by D. Green (drawn by S. Johnson),,89,94
427,4,0:57.0,S. Johnson makes free throw 1 of 2,,90,94
428,4,0:57.0,S. Johnson makes free throw 2 of 2,,91,94
429,4,0:36.0,,Turnover by M. Ginóbili (lost ball; steal by S. Johnson),91,94
430,4,0:28.0,R. Jackson misses 2-pt jump shot from 8 ft (block by D. Green),,91,94
431,4,0:23.0,Offensive rebound by A. Drummond,,91,94
432,4,0:23.0,A. Drummond makes 2-pt layup at rim,,93,94
433,4,0:05.0,,R. Gay misses 3-pt jump shot from 25 ft,93,94
434,4,0:05.0,,Offensive rebound by Team,93,94
435,4,0:05.0,Loose ball foul by T. Harris (drawn by L. Aldridge),,93,94
436,4,0:05.0,,L. Aldridge makes free throw 1 of 2,93,95
437,4,0:05.0,E. Moreland enters the game for T. Harris,,93,95
438,4,0:05.0,,L. Aldridge makes free throw 2 of 2,93,96
439,4,0:05.0,Detroit full timeout,,93,96
440,4,0:05.0,A. Tolliver enters the game for S. Johnson,,93,96
441,4,0:05.0,T. Harris enters the game for E. Moreland,,93,96
442,4,0:02.0,T. Harris misses 3-pt jump shot from 26 ft (block by R. Gay),,93,96
443,4,0:02.0,,Defensive rebound by D. Green,93,96
