,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
47,1,5:13.0,,T. Maker enters the game for J. Henson,18,15
48,1,5:13.0,M. Chalmers enters the game for M. Conley,,18,15
49,1,5:01.0,,Turnover by M. Brogdon (bad pass; steal by J. Ennis),18,15
50,1,4:54.0,J. Ennis misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,18,15
51,1,4:47.0,,Defensive rebound by T. Maker,18,15
52,1,4:44.0,,K. Middleton makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),18,18
53,1,4:32.0,D. Brooks misses 2-pt jump shot from 14 ft,,18,18
54,1,4:30.0,,Defensive rebound by K. Middleton,18,18
55,1,4:24.0,,T. Snell makes 2-pt dunk at rim (assist by G. Antetokounmpo),18,20
56,1,4:20.0,Memphis full timeout,,18,20
57,1,4:20.0,,D. Liggins enters the game for T. Snell,18,20
58,1,4:20.0,T. Evans enters the game for J. Ennis,,18,20
59,1,4:17.0,Personal foul by M. Brogdon (drawn by M. Chalmers),,18,20
60,1,4:17.0,C. Parsons enters the game for J. Martin,,18,20
61,1,4:17.0,B. McLemore enters the game for D. Brooks,,18,20
62,1,4:03.0,Shooting foul by M. Brogdon (drawn by M. Chalmers),,18,20
63,1,4:03.0,M. Chalmers makes free throw 1 of 2,,19,20
64,1,4:03.0,M. Chalmers makes free throw 2 of 2,,20,20
65,1,3:53.0,,M. Brogdon makes 3-pt jump shot from 26 ft,20,23
66,1,3:42.0,T. Evans misses 3-pt jump shot from 27 ft,,20,23
67,1,3:37.0,,Defensive rebound by G. Antetokounmpo,20,23
68,1,3:23.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,20,23
69,1,3:20.0,Defensive rebound by M. Gasol,,20,23
70,1,3:04.0,M. Gasol makes 2-pt hook shot from 7 ft (assist by C. Parsons),,22,23
71,1,2:53.0,,M. Brogdon makes 2-pt jump shot from 15 ft,22,25
72,1,2:40.0,,M. Dellavedova enters the game for G. Antetokounmpo,22,25
73,1,2:40.0,B. Wright enters the game for M. Gasol,,22,25
74,1,2:30.0,C. Parsons makes 3-pt jump shot from 27 ft (assist by M. Chalmers),,25,25
75,1,2:11.0,,Def 3 sec tech foul by T. Evans,25,25
76,1,2:11.0,,K. Middleton makes technical free throw,25,26
77,1,2:00.0,,M. Brogdon misses 2-pt layup at rim,25,26
78,1,1:59.0,,Offensive rebound by T. Maker,25,26
79,1,1:59.0,,Shooting foul by M. Chalmers (drawn by T. Maker),25,26
80,1,1:59.0,,T. Maker misses free throw 1 of 2,25,26
81,1,1:59.0,,Offensive rebound by Team,25,26
82,1,1:59.0,,T. Maker makes free throw 2 of 2,25,27
83,1,1:46.0,B. Wright misses 2-pt layup from 4 ft (block by T. Maker),,25,27
84,1,1:43.0,Offensive rebound by B. Wright,,25,27
85,1,1:42.0,B. Wright makes 2-pt layup at rim,,27,27
86,1,1:33.0,,M. Brogdon misses 2-pt layup from 1 ft (block by B. Wright),27,27
87,1,1:28.0,,Offensive rebound by T. Maker,27,27
88,1,1:27.0,,T. Maker makes 2-pt layup from 1 ft,27,29
89,1,1:05.0,Turnover by T. Evans (bad pass; steal by D. Liggins),,27,29
90,1,0:57.0,,T. Maker makes 2-pt jump shot from 12 ft (assist by M. Dellavedova),27,31
91,1,0:35.0,M. Chalmers makes 2-pt jump shot from 19 ft,,29,31
92,1,0:16.0,,M. Brogdon makes 3-pt jump shot from 27 ft,29,34
93,1,0:06.0,Memphis full timeout,,29,34
94,1,0:00.0,Turnover by M. Chalmers (lost ball; steal by D. Liggins),,29,34
95,2,11:51.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by M. Dellavedova),29,36
96,2,11:30.0,M. Chalmers misses 3-pt jump shot from 23 ft,,29,36
97,2,11:26.0,,Defensive rebound by M. Brogdon,29,36
98,2,11:15.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,29,36
99,2,11:12.0,Defensive rebound by C. Parsons,,29,36
100,2,11:07.0,B. Wright makes 2-pt dunk from 1 ft (assist by C. Parsons),,31,36
101,2,10:56.0,,Personal foul by B. McLemore (drawn by M. Dellavedova),31,36
102,2,10:41.0,,M. Brogdon misses 3-pt jump shot from 26 ft,31,36
103,2,10:36.0,Defensive rebound by M. Chalmers,,31,36
104,2,10:35.0,Shooting foul by M. Brogdon (drawn by M. Chalmers),,31,36
105,2,10:35.0,M. Chalmers makes free throw 1 of 2,,32,36
106,2,10:35.0,,T. Snell enters the game for M. Brogdon,32,36
107,2,10:35.0,M. Chalmers makes free throw 2 of 2,,33,36
108,2,10:25.0,,M. Dellavedova misses 2-pt layup from 1 ft,33,36
109,2,10:25.0,Defensive rebound by T. Evans,,33,36
110,2,10:10.0,Shooting foul by D. Liggins (drawn by T. Evans),,33,36
111,2,10:10.0,T. Evans makes free throw 1 of 2,,34,36
112,2,10:10.0,T. Evans makes free throw 2 of 2,,35,36
113,2,10:10.0,J. Ennis enters the game for B. McLemore,,35,36
114,2,10:02.0,,G. Antetokounmpo makes 2-pt dunk at rim,35,38
115,2,9:45.0,T. Evans makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,38,38
116,2,9:35.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,38,38
117,2,9:35.0,Defensive rebound by T. Evans,,38,38
118,2,9:25.0,Personal foul by M. Dellavedova (drawn by T. Evans),,38,38
119,2,9:17.0,Shooting foul by M. Dellavedova (drawn by M. Chalmers),,38,38
120,2,9:17.0,M. Chalmers makes free throw 1 of 2,,39,38
121,2,9:17.0,M. Chalmers makes free throw 2 of 2,,40,38
122,2,8:56.0,,Shooting foul by M. Chalmers (drawn by G. Antetokounmpo),40,38
123,2,8:56.0,,G. Antetokounmpo makes free throw 1 of 2,40,39
124,2,8:56.0,,G. Antetokounmpo makes free throw 2 of 2,40,40
125,2,8:42.0,B. Wright makes 2-pt hook shot from 8 ft (assist by T. Evans),,42,40
126,2,8:38.0,,E. Bledsoe enters the game for M. Dellavedova,42,40
127,2,8:28.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,42,40
128,2,8:25.0,Defensive rebound by M. Chalmers,,42,40
129,2,8:23.0,B. Wright makes 2-pt layup from 1 ft (assist by M. Chalmers),,44,40
130,2,8:08.0,,Shooting foul by T. Evans (drawn by G. Antetokounmpo),44,40
131,2,8:08.0,,G. Antetokounmpo makes free throw 1 of 2,44,41
132,2,8:08.0,,J. Henson enters the game for T. Maker,44,41
133,2,8:08.0,M. Conley enters the game for T. Evans,,44,41
134,2,8:08.0,D. Brooks enters the game for C. Parsons,,44,41
135,2,8:08.0,,G. Antetokounmpo makes free throw 2 of 2,44,42
136,2,7:54.0,B. Wright makes 2-pt layup from 1 ft (assist by J. Ennis),,46,42
137,2,7:43.0,,Shooting foul by J. Ennis (drawn by E. Bledsoe),46,42
138,2,7:43.0,,E. Bledsoe makes free throw 1 of 2,46,43
139,2,7:43.0,,E. Bledsoe misses free throw 2 of 2,46,43
140,2,7:41.0,,Offensive rebound by E. Bledsoe,46,43
141,2,7:27.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,46,43
142,2,7:27.0,,Offensive rebound by J. Henson,46,43
143,2,7:27.0,,J. Henson makes 2-pt hook shot from 4 ft,46,45
144,2,7:27.0,,Shooting foul by D. Brooks (drawn by J. Henson),46,45
145,2,7:27.0,,J. Henson makes free throw 1 of 1,46,46
146,2,7:27.0,M. Gasol enters the game for B. Wright,,46,46
147,2,7:02.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,49,46
148,2,6:50.0,,D. Liggins makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),49,49
149,2,6:30.0,D. Brooks makes 2-pt dunk from 1 ft (assist by M. Gasol),,51,49
150,2,6:30.0,Shooting foul by J. Henson (drawn by D. Brooks),,51,49
151,2,6:30.0,,Milwaukee full timeout,51,49
152,2,6:30.0,,K. Middleton enters the game for D. Liggins,51,49
153,2,6:30.0,D. Brooks makes free throw 1 of 1,,52,49
154,2,6:09.0,,E. Bledsoe makes 2-pt layup at rim,52,51
155,2,5:51.0,M. Conley makes 3-pt jump shot from 27 ft (assist by M. Gasol),,55,51
156,2,5:34.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,55,51
157,2,5:31.0,Defensive rebound by M. Gasol,,55,51
158,2,5:21.0,Shooting foul by J. Henson (drawn by M. Conley),,55,51
159,2,5:21.0,M. Conley misses free throw 1 of 2,,55,51
160,2,5:21.0,Offensive rebound by Team,,55,51
161,2,5:21.0,,T. Maker enters the game for J. Henson,55,51
162,2,5:21.0,M. Conley makes free throw 2 of 2,,56,51
163,2,5:12.0,,Turnover by G. Antetokounmpo (bad pass),56,51
164,2,4:57.0,M. Chalmers makes 3-pt jump shot from 27 ft (assist by M. Gasol),,59,51
165,2,4:43.0,,T. Snell misses 3-pt jump shot from 23 ft,59,51
166,2,4:41.0,Defensive rebound by M. Chalmers,,59,51
167,2,4:26.0,M. Chalmers makes 2-pt jump shot from 12 ft,,61,51
168,2,4:24.0,,Milwaukee full timeout,61,51
169,2,4:00.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,61,51
170,2,3:57.0,Defensive rebound by J. Ennis,,61,51
171,2,3:44.0,M. Gasol misses 2-pt jump shot from 13 ft,,61,51
172,2,3:40.0,,Defensive rebound by T. Maker,61,51
173,2,3:37.0,,E. Bledsoe misses 2-pt layup at rim,61,51
174,2,3:34.0,Defensive rebound by M. Gasol,,61,51
175,2,3:26.0,Turnover by M. Chalmers (traveling),,61,51
176,2,3:25.0,T. Evans enters the game for M. Chalmers,,61,51
177,2,3:08.0,,Personal foul by T. Evans (drawn by E. Bledsoe),61,51
178,2,3:08.0,,E. Bledsoe makes free throw 1 of 2,61,52
179,2,3:08.0,,E. Bledsoe makes free throw 2 of 2,61,53
180,2,2:48.0,T. Evans makes 2-pt layup from 1 ft,,63,53
181,2,2:33.0,,G. Antetokounmpo makes 2-pt hook shot from 9 ft (assist by K. Middleton),63,55
182,2,2:11.0,M. Conley misses 2-pt jump shot from 9 ft,,63,55
183,2,2:09.0,,Defensive rebound by Team,63,55
184,2,1:47.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,63,55
185,2,1:42.0,Defensive rebound by D. Brooks,,63,55
186,2,1:28.0,M. Gasol makes 2-pt jump shot from 3 ft,,65,55
187,2,1:11.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),65,57
188,2,0:52.0,D. Brooks misses 3-pt jump shot from 23 ft,,65,57
189,2,0:48.0,,Defensive rebound by E. Bledsoe,65,57
190,2,0:38.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,65,57
191,2,0:36.0,,Offensive rebound by G. Antetokounmpo,65,57
192,2,0:35.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,65,59
193,2,0:31.0,Turnover by M. Gasol (lost ball; steal by T. Snell),,65,59
194,2,0:31.0,,Personal foul by M. Gasol (drawn by T. Snell),65,59
195,2,0:31.0,,T. Snell misses free throw 1 of 2,65,59
196,2,0:31.0,,Offensive rebound by Team,65,59
197,2,0:31.0,,T. Snell makes free throw 2 of 2,65,60
198,2,0:16.0,M. Gasol misses 2-pt jump shot from 9 ft,,65,60
199,2,0:13.0,,Defensive rebound by T. Maker,65,60
200,2,0:00.0,,K. Middleton misses 2-pt jump shot from 4 ft,65,60
201,2,0:00.0,,Offensive rebound by G. Antetokounmpo,65,60
202,2,0:00.0,,G. Antetokounmpo misses 2-pt layup at rim,65,60
203,2,0:00.0,Defensive rebound by J. Ennis,,65,60
204,3,11:35.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,65,60
205,3,11:31.0,,Offensive rebound by G. Antetokounmpo,65,60
206,3,11:29.0,,T. Snell makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),65,63
207,3,11:00.0,Turnover by J. Martin (lost ball; steal by G. Antetokounmpo),,65,63
208,3,10:43.0,,J. Henson misses 2-pt hook shot from 3 ft,65,63
209,3,10:41.0,Defensive rebound by J. Ennis,,65,63
210,3,10:31.0,,Offensive charge foul by M. Gasol (drawn by K. Middleton),65,63
211,3,10:31.0,Turnover by M. Gasol (offensive foul),,65,63
212,3,10:13.0,,K. Middleton misses 2-pt jump shot from 6 ft,65,63
213,3,10:13.0,,Offensive rebound by Team,65,63
214,3,10:13.0,Loose ball foul by D. Brooks (drawn by J. Henson),,65,63
215,3,10:00.0,,E. Bledsoe makes 2-pt jump shot from 12 ft,65,65
216,3,9:38.0,M. Conley misses 3-pt jump shot from 28 ft,,65,65
217,3,9:38.0,Offensive rebound by Team,,65,65
218,3,9:38.0,,Loose ball foul by K. Middleton (drawn by J. Martin),65,65
219,3,9:28.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),,68,65
220,3,9:23.0,,Shooting foul by D. Brooks (drawn by E. Bledsoe),68,65
221,3,9:23.0,,E. Bledsoe makes free throw 1 of 2,68,66
222,3,9:23.0,T. Evans enters the game for D. Brooks,,68,66
223,3,9:23.0,,E. Bledsoe makes free throw 2 of 2,68,67
224,3,9:05.0,J. Martin misses 2-pt hook shot from 2 ft,,68,67
225,3,9:02.0,Offensive rebound by J. Martin,,68,67
226,3,8:59.0,M. Conley misses 2-pt layup from 3 ft,,68,67
227,3,8:56.0,Offensive rebound by J. Martin,,68,67
228,3,8:53.0,M. Conley misses 3-pt jump shot from 25 ft,,68,67
229,3,8:49.0,,Defensive rebound by E. Bledsoe,68,67
230,3,8:38.0,,J. Henson makes 2-pt hook shot from 7 ft (assist by E. Bledsoe),68,69
231,3,8:23.0,M. Gasol misses 3-pt jump shot from 28 ft,,68,69
232,3,8:23.0,,Defensive rebound by Team,68,69
233,3,8:10.0,,K. Middleton makes 2-pt jump shot from 14 ft,68,71
234,3,8:09.0,Memphis full timeout,,68,71
235,3,7:48.0,J. Martin misses 2-pt layup from 2 ft,,68,71
236,3,7:45.0,,Defensive rebound by K. Middleton,68,71
237,3,7:36.0,,T. Snell misses 3-pt jump shot from 22 ft,68,71
238,3,7:33.0,,Offensive rebound by J. Henson,68,71
239,3,7:31.0,,Shooting foul by M. Conley (drawn by G. Antetokounmpo),68,71
240,3,7:31.0,,G. Antetokounmpo makes free throw 1 of 2,68,72
241,3,7:31.0,C. Parsons enters the game for J. Martin,,68,72
242,3,7:31.0,,G. Antetokounmpo makes free throw 2 of 2,68,73
243,3,7:13.0,M. Gasol makes 2-pt jump shot from 8 ft,,70,73
244,3,7:04.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,70,75
245,3,6:44.0,M. Gasol misses 2-pt jump shot from 7 ft (block by J. Henson),,70,75
246,3,6:43.0,,Defensive rebound by Team,70,75
247,3,6:43.0,,M. Brogdon enters the game for E. Bledsoe,70,75
248,3,6:32.0,,T. Snell misses 2-pt jump shot from 8 ft,70,75
249,3,6:31.0,,Offensive rebound by Team,70,75
250,3,6:31.0,,D. Liggins enters the game for T. Snell,70,75
251,3,6:22.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),70,77
252,3,6:05.0,Personal foul by J. Henson (drawn by M. Gasol),,70,77
253,3,6:05.0,,T. Maker enters the game for J. Henson,70,77
254,3,6:05.0,B. Wright enters the game for J. Ennis,,70,77
255,3,6:05.0,M. Chalmers enters the game for M. Gasol,,70,77
256,3,5:51.0,B. Wright misses 2-pt hook shot from 7 ft,,70,77
257,3,5:48.0,,Defensive rebound by K. Middleton,70,77
258,3,5:40.0,,M. Brogdon misses 2-pt jump shot from 18 ft,70,77
259,3,5:38.0,Defensive rebound by M. Chalmers,,70,77
260,3,5:23.0,C. Parsons misses 2-pt jump shot from 18 ft,,70,77
261,3,5:19.0,,Defensive rebound by K. Middleton,70,77
262,3,5:16.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,70,77
263,3,5:12.0,Defensive rebound by T. Evans,,70,77
264,3,5:06.0,T. Evans makes 2-pt layup at rim,,72,77
265,3,4:51.0,Offensive charge foul by G. Antetokounmpo (drawn by C. Parsons),,72,77
266,3,4:51.0,,Turnover by G. Antetokounmpo (offensive foul),72,77
267,3,4:39.0,B. Wright misses 2-pt layup from 4 ft,,72,77
268,3,4:36.0,,Defensive rebound by T. Maker,72,77
269,3,4:29.0,,M. Brogdon misses 2-pt jump shot from 12 ft,72,77
270,3,4:26.0,Defensive rebound by T. Evans,,72,77
271,3,4:12.0,Turnover by M. Chalmers (discontinued dribble),,72,77
272,3,3:56.0,,D. Liggins misses 3-pt jump shot from 23 ft,72,77
273,3,3:53.0,Defensive rebound by B. Wright,,72,77
274,3,3:45.0,B. Wright misses 2-pt layup from 2 ft,,72,77
275,3,3:42.0,,Defensive rebound by G. Antetokounmpo,72,77
276,3,3:41.0,,Personal foul by C. Parsons (drawn by G. Antetokounmpo),72,77
277,3,3:21.0,,Turnover by Team (shot clock),72,77
278,3,3:09.0,T. Evans misses 2-pt jump shot from 19 ft,,72,77
279,3,3:04.0,,Defensive rebound by G. Antetokounmpo,72,77
280,3,3:02.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,72,79
281,3,3:02.0,,Shooting foul by M. Chalmers (drawn by G. Antetokounmpo),72,79
282,3,3:02.0,B. McLemore enters the game for M. Conley,,72,79
283,3,3:02.0,,G. Antetokounmpo makes free throw 1 of 1,72,80
284,3,2:46.0,,Milwaukee full timeout,72,80
285,3,2:37.0,T. Evans misses 2-pt jump shot from 2 ft,,72,80
286,3,2:35.0,,Defensive rebound by G. Antetokounmpo,72,80
287,3,2:32.0,,Turnover by K. Middleton (bad pass),72,80
288,3,2:15.0,Turnover by B. McLemore (bad pass; steal by D. Liggins),,72,80
289,3,2:12.0,,D. Liggins misses 2-pt layup from 3 ft,72,80
290,3,2:12.0,Defensive rebound by Team,,72,80
291,3,1:56.0,Turnover by B. McLemore (traveling),,72,80
292,3,1:39.0,,K. Middleton misses 3-pt jump shot from 27 ft,72,80
293,3,1:36.0,Defensive rebound by C. Parsons,,72,80
294,3,1:31.0,,M. Dellavedova enters the game for G. Antetokounmpo,72,80
295,3,1:21.0,,Offensive charge foul by B. McLemore (drawn by D. Liggins),72,80
296,3,1:21.0,Turnover by B. McLemore (offensive foul),,72,80
297,3,0:58.0,,Shooting foul by B. McLemore (drawn by T. Maker),72,80
298,3,0:58.0,,T. Maker misses free throw 1 of 2,72,80
299,3,0:58.0,,Offensive rebound by Team,72,80
300,3,0:58.0,,T. Maker makes free throw 2 of 2,72,81
301,3,0:56.0,Personal foul by D. Liggins (drawn by T. Evans),,72,81
302,3,0:50.0,Personal foul by D. Liggins (drawn by M. Chalmers),,72,81
303,3,0:50.0,M. Chalmers makes free throw 2 of 2,,73,81
304,3,0:50.0,M. Chalmers misses free throw 1 of 2,,73,81
305,3,0:50.0,Offensive rebound by Team,,73,81
306,3,0:32.0,,K. Middleton misses 2-pt jump shot from 3 ft,73,81
307,3,0:32.0,Defensive rebound by C. Parsons,,73,81
308,3,0:27.0,T. Evans makes 2-pt layup at rim (assist by C. Parsons),,75,81
309,3,0:07.0,,D. Liggins makes 3-pt jump shot from 25 ft (assist by M. Brogdon),75,84
310,3,0:01.0,T. Evans makes 2-pt layup from 3 ft,,77,84
311,4,11:40.0,T. Evans makes 2-pt layup from 1 ft,,79,84
312,4,11:27.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,79,84
313,4,11:23.0,Defensive rebound by M. Gasol,,79,84
314,4,11:09.0,,Offensive charge foul by M. Chalmers (drawn by D. Liggins),79,84
315,4,11:09.0,Turnover by M. Chalmers (offensive foul),,79,84
316,4,10:56.0,,T. Maker misses 2-pt layup from 4 ft,79,84
317,4,10:54.0,Defensive rebound by M. Chalmers,,79,84
318,4,10:51.0,T. Evans makes 2-pt layup at rim (assist by M. Chalmers),,81,84
319,4,10:38.0,,Shooting foul by M. Gasol (drawn by G. Antetokounmpo),81,84
320,4,10:38.0,,G. Antetokounmpo misses free throw 1 of 2,81,84
321,4,10:38.0,,Offensive rebound by Team,81,84
322,4,10:38.0,,G. Antetokounmpo misses free throw 2 of 2,81,84
323,4,10:35.0,Defensive rebound by T. Evans,,81,84
324,4,10:22.0,T. Evans makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,84,84
325,4,10:02.0,,Turnover by M. Dellavedova (bad pass; steal by M. Chalmers),84,84
326,4,9:52.0,,J. Henson enters the game for T. Maker,84,84
327,4,9:48.0,,Offensive charge foul by M. Chalmers (drawn by M. Brogdon),84,84
328,4,9:48.0,Turnover by M. Chalmers (offensive foul),,84,84
329,4,9:29.0,,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),84,87
330,4,9:20.0,Shooting foul by G. Antetokounmpo (drawn by M. Gasol),,84,87
331,4,9:20.0,M. Gasol makes free throw 1 of 2,,85,87
332,4,9:20.0,M. Conley enters the game for M. Chalmers,,85,87
333,4,9:20.0,D. Brooks enters the game for B. McLemore,,85,87
334,4,9:20.0,M. Gasol makes free throw 2 of 2,,86,87
335,4,9:04.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,86,87
336,4,9:02.0,Defensive rebound by T. Evans,,86,87
337,4,8:57.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by T. Evans),,89,87
338,4,8:27.0,,M. Brogdon misses 2-pt jump shot from 6 ft,89,87
339,4,8:21.0,,Offensive rebound by J. Henson,89,87
340,4,8:21.0,,J. Henson makes 2-pt layup at rim,89,89
341,4,8:08.0,T. Evans makes 3-pt jump shot from 27 ft (assist by M. Gasol),,92,89
342,4,7:54.0,,M. Brogdon misses 3-pt jump shot from 26 ft,92,89
343,4,7:51.0,Defensive rebound by M. Gasol,,92,89
344,4,7:39.0,T. Evans makes 2-pt layup from 1 ft,,94,89
345,4,7:39.0,,Milwaukee full timeout,94,89
346,4,7:39.0,,E. Bledsoe enters the game for M. Dellavedova,94,89
347,4,7:39.0,,T. Snell enters the game for M. Brogdon,94,89
348,4,7:39.0,,K. Middleton enters the game for D. Liggins,94,89
349,4,7:25.0,,K. Middleton makes 2-pt jump shot from 17 ft,94,91
350,4,7:05.0,M. Gasol misses 3-pt jump shot from 28 ft,,94,91
351,4,7:01.0,,Defensive rebound by G. Antetokounmpo,94,91
352,4,6:48.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Henson),94,93
353,4,6:32.0,Shooting foul by K. Middleton (drawn by D. Brooks),,94,93
354,4,6:32.0,D. Brooks makes free throw 1 of 2,,95,93
355,4,6:32.0,J. Ennis enters the game for C. Parsons,,95,93
356,4,6:32.0,D. Brooks makes free throw 2 of 2,,96,93
357,4,6:11.0,,T. Snell makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),96,96
358,4,5:45.0,M. Conley misses 2-pt jump shot from 14 ft,,96,96
359,4,5:42.0,,Defensive rebound by E. Bledsoe,96,96
360,4,5:31.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Henson),96,98
361,4,5:07.0,J. Ennis misses 3-pt jump shot from 24 ft,,96,98
362,4,5:03.0,,Defensive rebound by J. Henson,96,98
363,4,4:58.0,,E. Bledsoe makes 2-pt layup from 2 ft,96,100
364,4,4:58.0,Memphis full timeout,,96,100
365,4,4:49.0,Personal foul by E. Bledsoe (drawn by T. Evans),,96,100
366,4,4:35.0,Shooting foul by K. Middleton (drawn by M. Gasol),,96,100
367,4,4:35.0,M. Gasol misses free throw 1 of 2,,96,100
368,4,4:35.0,Offensive rebound by Team,,96,100
369,4,4:35.0,M. Chalmers enters the game for J. Ennis,,96,100
370,4,4:35.0,M. Gasol makes free throw 2 of 2,,97,100
371,4,4:24.0,,Personal foul by M. Conley (drawn by J. Henson),97,100
372,4,4:21.0,,Turnover by E. Bledsoe (bad pass),97,100
373,4,4:04.0,M. Gasol misses 2-pt jump shot from 7 ft (block by J. Henson),,97,100
374,4,4:01.0,,Defensive rebound by T. Snell,97,100
375,4,3:56.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by T. Snell),97,103
376,4,3:39.0,T. Evans makes 2-pt layup from 1 ft,,99,103
