,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
68,1,3:22.0,,Defensive rebound by D. Carroll,16,24
69,1,3:19.0,,D. Carroll misses 3-pt jump shot from 24 ft,16,24
70,1,3:15.0,,Offensive rebound by J. Allen,16,24
71,1,3:15.0,,J. Allen makes 2-pt layup from 1 ft,16,26
72,1,2:58.0,Turnover by D. Lillard (bad pass; steal by J. Allen),,16,26
73,1,2:58.0,,Personal foul by D. Lillard (drawn by C. LeVert),16,26
74,1,2:58.0,,Brooklyn full timeout,16,26
75,1,2:58.0,,S. Kilpatrick enters the game for D. Carroll,16,26
76,1,2:58.0,E. Davis enters the game for J. Nurkić,,16,26
77,1,2:48.0,,J. Harris misses 3-pt jump shot from 22 ft (block by J. Layman),16,26
78,1,2:47.0,,Offensive rebound by Team,16,26
79,1,2:37.0,,C. LeVert misses 2-pt layup from 1 ft,16,26
80,1,2:35.0,Defensive rebound by E. Turner,,16,26
81,1,2:25.0,D. Lillard makes 3-pt jump shot from 29 ft,,19,26
82,1,2:01.0,,S. Kilpatrick makes 2-pt layup from 9 ft (assist by J. Harris),19,28
83,1,1:48.0,E. Turner misses 3-pt jump shot from 26 ft,,19,28
84,1,1:43.0,,Defensive rebound by T. Booker,19,28
85,1,1:35.0,,J. Allen makes 2-pt hook shot from 6 ft (assist by J. Harris),19,30
86,1,1:19.0,E. Turner makes 2-pt jump shot from 16 ft (assist by D. Lillard),,21,30
87,1,1:12.0,,T. Booker makes 2-pt layup from 2 ft (assist by S. Kilpatrick),21,32
88,1,0:58.0,D. Lillard misses 2-pt jump shot from 19 ft,,21,32
89,1,0:58.0,Offensive rebound by Team,,21,32
90,1,0:55.0,C. McCollum enters the game for D. Lillard,,21,32
91,1,0:42.0,E. Turner makes 2-pt jump shot from 19 ft,,23,32
92,1,0:32.0,,J. Allen misses 2-pt layup from 1 ft (block by E. Davis),23,32
93,1,0:28.0,Defensive rebound by M. Harkless,,23,32
94,1,0:25.0,C. McCollum misses 2-pt jump shot from 13 ft,,23,32
95,1,0:25.0,Offensive rebound by E. Davis,,23,32
96,1,0:21.0,E. Davis misses 2-pt layup from 1 ft,,23,32
97,1,0:21.0,,Defensive rebound by C. LeVert,23,32
98,1,0:02.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by J. Layman),23,32
99,1,0:02.0,Defensive rebound by C. McCollum,,23,32
100,1,0:01.0,Personal foul by J. Allen (drawn by C. McCollum),,23,32
101,1,0:00.0,C. McCollum misses 3-pt jump shot from 39 ft,,23,32
102,1,0:00.0,Offensive rebound by Team,,23,32
103,2,11:36.0,C. McCollum misses 3-pt jump shot from 25 ft,,23,32
104,2,11:34.0,,Defensive rebound by J. Harris,23,32
105,2,11:23.0,,J. Allen misses 2-pt layup from 1 ft (block by M. Harkless),23,32
106,2,11:17.0,,Offensive rebound by J. Allen,23,32
107,2,11:13.0,,S. Kilpatrick misses 2-pt jump shot from 8 ft,23,32
108,2,11:13.0,,Offensive rebound by Team,23,32
109,2,11:12.0,,Turnover by S. Kilpatrick (traveling),23,32
110,2,10:49.0,S. Napier misses 2-pt jump shot from 19 ft,,23,32
111,2,10:44.0,,Defensive rebound by J. Harris,23,32
112,2,10:41.0,,J. Harris misses 3-pt jump shot from 24 ft,23,32
113,2,10:37.0,Defensive rebound by E. Davis,,23,32
114,2,10:29.0,E. Turner misses 2-pt jump shot from 19 ft,,23,32
115,2,10:26.0,,Defensive rebound by J. Allen,23,32
116,2,10:15.0,,T. Booker makes 2-pt hook shot from 6 ft,23,34
117,2,9:52.0,E. Turner makes 2-pt hook shot from 7 ft,,25,34
118,2,9:31.0,,T. Booker misses 2-pt hook shot from 6 ft,25,34
119,2,9:28.0,Defensive rebound by E. Davis,,25,34
120,2,9:16.0,Shooting foul by J. Harris (drawn by S. Napier),,25,34
121,2,9:16.0,S. Napier makes free throw 1 of 2,,26,34
122,2,9:16.0,,T. Zeller enters the game for J. Allen,26,34
123,2,9:16.0,S. Napier makes free throw 2 of 2,,27,34
124,2,9:06.0,,Turnover by C. LeVert (bad pass),27,34
125,2,8:50.0,E. Turner misses 2-pt jump shot from 14 ft,,27,34
126,2,8:47.0,,Defensive rebound by T. Booker,27,34
127,2,8:44.0,,Turnover by J. Harris (traveling),27,34
128,2,8:44.0,,R. Hollis-Jefferson enters the game for T. Booker,27,34
129,2,8:32.0,C. McCollum makes 2-pt jump shot from 17 ft,,29,34
130,2,8:31.0,,Brooklyn full timeout,29,34
131,2,8:22.0,,Shooting foul by C. McCollum (drawn by C. LeVert),29,34
132,2,8:22.0,,C. LeVert misses free throw 1 of 2,29,34
133,2,8:22.0,,Offensive rebound by Team,29,34
134,2,8:22.0,,A. Crabbe enters the game for S. Kilpatrick,29,34
135,2,8:22.0,,C. LeVert makes free throw 2 of 2,29,35
136,2,8:08.0,C. McCollum makes 2-pt jump shot from 11 ft (assist by E. Davis),,31,35
137,2,7:55.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Harris),31,38
138,2,7:31.0,E. Turner misses 2-pt jump shot from 13 ft,,31,38
139,2,7:28.0,,Defensive rebound by Team,31,38
140,2,7:12.0,,T. Zeller misses 2-pt hook shot from 9 ft,31,38
141,2,7:10.0,Defensive rebound by E. Davis,,31,38
142,2,7:01.0,S. Napier misses 2-pt jump shot from 19 ft,,31,38
143,2,6:58.0,,Defensive rebound by R. Hollis-Jefferson,31,38
144,2,6:52.0,,A. Crabbe misses 2-pt jump shot from 15 ft,31,38
145,2,6:49.0,,Offensive rebound by A. Crabbe,31,38
146,2,6:48.0,,A. Crabbe misses 2-pt layup at rim,31,38
147,2,6:48.0,,Offensive rebound by T. Zeller,31,38
148,2,6:46.0,,T. Zeller misses 2-pt layup at rim (block by M. Harkless),31,38
149,2,6:46.0,,Offensive rebound by T. Zeller,31,38
150,2,6:45.0,,T. Zeller makes 2-pt layup at rim,31,40
151,2,6:27.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by E. Turner),,33,40
152,2,6:13.0,,Shooting foul by E. Davis (drawn by C. LeVert),33,40
153,2,6:13.0,,C. LeVert makes free throw 1 of 2,33,41
154,2,6:13.0,,S. Dinwiddie enters the game for J. Harris,33,41
155,2,6:13.0,J. Nurkić enters the game for E. Turner,,33,41
156,2,6:13.0,D. Lillard enters the game for E. Davis,,33,41
157,2,6:13.0,,C. LeVert makes free throw 2 of 2,33,42
158,2,5:58.0,M. Harkless makes 2-pt dunk from 2 ft (assist by J. Nurkić),,35,42
159,2,5:45.0,,R. Hollis-Jefferson makes 2-pt jump shot from 16 ft,35,44
160,2,5:34.0,S. Napier misses 3-pt jump shot from 24 ft,,35,44
161,2,5:30.0,,Defensive rebound by S. Dinwiddie,35,44
162,2,5:18.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,35,46
163,2,5:17.0,,D. Carroll enters the game for T. Zeller,35,46
164,2,5:17.0,N. Vonleh enters the game for M. Harkless,,35,46
165,2,4:59.0,J. Nurkić makes 2-pt layup at rim (assist by C. McCollum),,37,46
166,2,4:39.0,,A. Crabbe misses 2-pt jump shot from 17 ft,37,46
167,2,4:36.0,Defensive rebound by N. Vonleh,,37,46
168,2,4:28.0,J. Nurkić makes 2-pt jump shot from 5 ft (assist by D. Lillard),,39,46
169,2,4:12.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by J. Nurkić),39,46
170,2,4:10.0,Defensive rebound by J. Nurkić,,39,46
171,2,4:06.0,Shooting foul by S. Dinwiddie (drawn by D. Lillard),,39,46
172,2,4:06.0,D. Lillard makes free throw 1 of 2,,40,46
173,2,4:06.0,,J. Harris enters the game for C. LeVert,40,46
174,2,4:06.0,D. Lillard misses free throw 2 of 2,,40,46
175,2,4:04.0,,Defensive rebound by D. Carroll,40,46
176,2,3:49.0,,D. Carroll misses 2-pt layup from 1 ft,40,46
177,2,3:49.0,Defensive rebound by J. Nurkić,,40,46
178,2,3:39.0,D. Lillard makes 2-pt layup from 3 ft,,42,46
179,2,3:28.0,,S. Dinwiddie misses 2-pt jump shot from 17 ft,42,46
180,2,3:25.0,Defensive rebound by N. Vonleh,,42,46
181,2,3:17.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),,45,46
182,2,3:16.0,,Brooklyn full timeout,45,46
183,2,3:16.0,,J. Allen enters the game for J. Harris,45,46
184,2,3:00.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by N. Vonleh),45,46
185,2,2:55.0,Defensive rebound by D. Lillard,,45,46
186,2,2:47.0,Turnover by J. Nurkić (lost ball; steal by R. Hollis-Jefferson),,45,46
187,2,2:40.0,,D. Carroll makes 2-pt jump shot from 10 ft,45,48
188,2,2:17.0,S. Napier misses 3-pt jump shot from 24 ft,,45,48
189,2,2:17.0,,Defensive rebound by Team,45,48
190,2,2:17.0,Loose ball foul by N. Vonleh (drawn by S. Dinwiddie),,45,48
191,2,2:05.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,45,48
192,2,2:02.0,Defensive rebound by D. Lillard,,45,48
193,2,1:55.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,47,48
194,2,1:33.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by A. Crabbe),47,51
195,2,1:19.0,J. Nurkić misses 2-pt jump shot from 8 ft,,47,51
196,2,1:15.0,Offensive rebound by S. Napier,,47,51
197,2,1:09.0,Shooting foul by A. Crabbe (drawn by D. Lillard),,47,51
198,2,1:09.0,D. Lillard makes free throw 1 of 2,,48,51
199,2,1:09.0,D. Lillard makes free throw 2 of 2,,49,51
200,2,0:58.0,,A. Crabbe misses 3-pt jump shot from 25 ft,49,51
201,2,0:56.0,,Offensive rebound by J. Allen,49,51
202,2,0:56.0,,J. Allen makes 2-pt layup at rim,49,53
203,2,0:39.0,D. Lillard misses 2-pt jump shot from 11 ft,,49,53
204,2,0:35.0,,Defensive rebound by A. Crabbe,49,53
205,2,0:30.0,,S. Dinwiddie misses 3-pt jump shot from 29 ft,49,53
206,2,0:28.0,Defensive rebound by Team,,49,53
207,2,0:28.0,P. Connaughton enters the game for N. Vonleh,,49,53
208,2,0:09.0,C. McCollum makes 2-pt layup at rim,,51,53
209,2,0:03.0,,D. Carroll misses 2-pt jump shot from 14 ft,51,53
210,2,0:00.0,Defensive rebound by J. Nurkić,,51,53
211,3,11:44.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,53,53
212,3,11:31.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Carroll),53,55
213,3,11:19.0,J. Nurkić makes 2-pt jump shot from 8 ft (assist by D. Lillard),,55,55
214,3,11:04.0,,A. Crabbe misses 3-pt jump shot from 25 ft,55,55
215,3,11:01.0,,Offensive rebound by T. Zeller,55,55
216,3,10:51.0,,S. Dinwiddie makes 3-pt jump shot from 22 ft (assist by T. Zeller),55,58
217,3,10:38.0,P. Connaughton makes 2-pt layup from 1 ft (assist by J. Nurkić),,57,58
218,3,10:25.0,,Shooting foul by P. Connaughton (drawn by D. Carroll),57,58
219,3,10:25.0,,D. Carroll makes free throw 1 of 3,57,59
220,3,10:25.0,,D. Carroll misses free throw 2 of 3,57,59
221,3,10:25.0,,Offensive rebound by Team,57,59
222,3,10:25.0,,D. Carroll makes free throw 3 of 3,57,60
223,3,10:12.0,D. Lillard misses 2-pt jump shot from 17 ft,,57,60
224,3,10:09.0,,Defensive rebound by D. Carroll,57,60
225,3,10:06.0,,D. Carroll misses 2-pt layup from 1 ft,57,60
226,3,10:03.0,Defensive rebound by J. Nurkić,,57,60
227,3,10:01.0,J. Nurkić makes 2-pt layup from 1 ft,,59,60
228,3,10:01.0,Shooting foul by T. Zeller (drawn by J. Nurkić),,59,60
229,3,10:01.0,J. Nurkić misses free throw 1 of 1,,59,60
230,3,9:59.0,,Defensive rebound by R. Hollis-Jefferson,59,60
231,3,9:44.0,,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,59,60
232,3,9:40.0,Defensive rebound by J. Nurkić,,59,60
233,3,9:35.0,D. Lillard makes 2-pt layup from 2 ft,,61,60
234,3,9:30.0,,Shooting foul by J. Nurkić (drawn by T. Zeller),61,60
235,3,9:30.0,,T. Zeller makes free throw 1 of 2,61,61
236,3,9:30.0,,T. Zeller makes free throw 2 of 2,61,62
237,3,9:22.0,J. Nurkić makes 2-pt jump shot from 21 ft (assist by C. McCollum),,63,62
238,3,9:05.0,,A. Crabbe misses 3-pt jump shot from 25 ft,63,62
239,3,9:03.0,Defensive rebound by D. Lillard,,63,62
240,3,8:50.0,C. McCollum misses 3-pt jump shot from 23 ft,,63,62
241,3,8:47.0,,Defensive rebound by A. Crabbe,63,62
242,3,8:39.0,,T. Zeller makes 2-pt layup from 3 ft (assist by S. Dinwiddie),63,64
243,3,8:26.0,D. Lillard misses 2-pt jump shot from 10 ft,,63,64
244,3,8:24.0,Offensive rebound by D. Lillard,,63,64
245,3,8:21.0,D. Lillard misses 2-pt jump shot from 15 ft,,63,64
246,3,8:21.0,Offensive rebound by J. Nurkić,,63,64
247,3,8:19.0,J. Nurkić makes 2-pt layup at rim,,65,64
248,3,8:12.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,65,64
249,3,8:12.0,Defensive rebound by P. Connaughton,,65,64
250,3,7:59.0,Shooting foul by A. Crabbe (drawn by N. Vonleh),,65,64
251,3,7:59.0,N. Vonleh misses free throw 1 of 2,,65,64
252,3,7:59.0,Offensive rebound by Team,,65,64
253,3,7:59.0,N. Vonleh makes free throw 2 of 2,,66,64
254,3,7:49.0,,T. Zeller misses 3-pt jump shot from 23 ft,66,64
255,3,7:45.0,,Offensive rebound by D. Carroll,66,64
256,3,7:38.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),66,66
257,3,7:19.0,N. Vonleh makes 2-pt jump shot from 17 ft (assist by C. McCollum),,68,66
258,3,7:04.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Dinwiddie),68,68
259,3,7:04.0,,Shooting foul by J. Nurkić (drawn by R. Hollis-Jefferson),68,68
260,3,7:04.0,,R. Hollis-Jefferson makes free throw 1 of 1,68,69
261,3,6:44.0,N. Vonleh makes 2-pt hook shot from 10 ft (assist by P. Connaughton),,70,69
262,3,6:25.0,,Turnover by R. Hollis-Jefferson (traveling),70,69
263,3,6:25.0,,Brooklyn full timeout,70,69
264,3,6:12.0,N. Vonleh makes 2-pt dunk at rim (assist by D. Lillard),,72,69
265,3,6:03.0,,Personal foul by P. Connaughton (drawn by D. Carroll),72,69
266,3,5:51.0,,Personal foul by D. Lillard (drawn by S. Dinwiddie),72,69
267,3,5:51.0,,S. Dinwiddie misses free throw 1 of 2,72,69
268,3,5:51.0,,Offensive rebound by Team,72,69
269,3,5:51.0,,S. Dinwiddie makes free throw 2 of 2,72,70
270,3,5:33.0,J. Nurkić makes 2-pt layup from 1 ft (assist by P. Connaughton),,74,70
271,3,5:15.0,,T. Zeller makes 2-pt hook shot from 4 ft (assist by S. Dinwiddie),74,72
272,3,5:03.0,D. Lillard makes 2-pt jump shot from 16 ft,,76,72
273,3,4:43.0,,R. Hollis-Jefferson makes 2-pt layup from 5 ft,76,74
274,3,4:31.0,D. Lillard makes 2-pt jump shot from 21 ft,,78,74
275,3,4:11.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),78,77
276,3,3:56.0,J. Nurkić misses 2-pt jump shot from 17 ft,,78,77
277,3,3:54.0,,Defensive rebound by D. Carroll,78,77
278,3,3:48.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft,78,80
279,3,3:48.0,Portland full timeout,,78,80
280,3,3:48.0,,J. Harris enters the game for R. Hollis-Jefferson,78,80
281,3,3:48.0,,J. Allen enters the game for A. Crabbe,78,80
282,3,3:48.0,,T. Booker enters the game for T. Zeller,78,80
283,3,3:48.0,E. Davis enters the game for C. McCollum,,78,80
284,3,3:48.0,E. Turner enters the game for P. Connaughton,,78,80
285,3,3:48.0,J. Layman enters the game for J. Nurkić,,78,80
286,3,3:38.0,J. Layman misses 2-pt jump shot from 20 ft,,78,80
287,3,3:35.0,,Defensive rebound by J. Allen,78,80
288,3,3:18.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,78,80
289,3,3:15.0,Defensive rebound by E. Davis,,78,80
290,3,3:09.0,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),,80,80
291,3,2:48.0,,J. Harris makes 2-pt jump shot from 10 ft,80,82
292,3,2:31.0,J. Layman misses 2-pt jump shot from 11 ft,,80,82
293,3,2:31.0,,Defensive rebound by Team,80,82
294,3,2:31.0,Loose ball foul by E. Davis (drawn by J. Allen),,80,82
295,3,2:31.0,,C. LeVert enters the game for S. Dinwiddie,80,82
296,3,2:31.0,,S. Kilpatrick enters the game for D. Carroll,80,82
297,3,2:31.0,,J. Allen makes free throw 1 of 2,80,83
298,3,2:31.0,M. Harkless enters the game for N. Vonleh,,80,83
299,3,2:31.0,,J. Allen makes free throw 2 of 2,80,84
300,3,2:13.0,E. Turner makes 2-pt jump shot from 11 ft,,82,84
301,3,1:53.0,,J. Allen misses 2-pt jump shot from 16 ft,82,84
302,3,1:51.0,Defensive rebound by E. Turner,,82,84
303,3,1:42.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by E. Turner),,85,84
304,3,1:27.0,,Personal foul by D. Lillard (drawn by J. Harris),85,84
305,3,1:27.0,,J. Harris makes free throw 1 of 2,85,85
306,3,1:27.0,,J. Harris makes free throw 2 of 2,85,86
307,3,1:13.0,J. Layman misses 2-pt layup at rim,,85,86
308,3,1:11.0,,Defensive rebound by T. Booker,85,86
309,3,1:08.0,,S. Kilpatrick makes 2-pt layup at rim,85,88
310,3,0:54.0,Shooting foul by J. Harris (drawn by E. Davis),,85,88
311,3,0:54.0,E. Davis makes free throw 1 of 2,,86,88
312,3,0:54.0,E. Davis misses free throw 2 of 2,,86,88
313,3,0:52.0,,Defensive rebound by C. LeVert,86,88
314,3,0:45.0,Violation by M. Harkless (kicked ball),,86,88
315,3,0:41.0,,T. Booker makes 2-pt hook shot from 7 ft (assist by J. Harris),86,90
316,3,0:36.0,Shooting foul by C. LeVert (drawn by D. Lillard),,86,90
317,3,0:36.0,D. Lillard makes free throw 1 of 3,,87,90
318,3,0:36.0,D. Lillard makes free throw 2 of 3,,88,90
319,3,0:36.0,D. Lillard makes free throw 3 of 3,,89,90
320,3,0:30.0,,T. Booker misses 3-pt jump shot from 24 ft,89,90
321,3,0:27.0,,Offensive rebound by J. Allen,89,90
322,3,0:07.0,,C. LeVert makes 2-pt layup from 2 ft,89,92
323,3,0:01.0,D. Lillard makes 3-pt jump shot from 28 ft,,92,92
324,3,0:00.0,,S. Kilpatrick misses 3-pt jump shot from 59 ft,92,92
325,3,0:00.0,,Offensive rebound by Team,92,92
326,4,11:46.0,,T. Booker misses 2-pt hook shot from 6 ft,92,92
327,4,11:44.0,Defensive rebound by E. Davis,,92,92
328,4,11:26.0,E. Turner misses 2-pt jump shot from 10 ft,,92,92
329,4,11:25.0,Offensive rebound by E. Davis,,92,92
330,4,11:25.0,E. Davis misses 2-pt layup at rim,,92,92
331,4,11:25.0,Offensive rebound by E. Davis,,92,92
332,4,11:25.0,Turnover by E. Davis (out of bounds lost ball),,92,92
333,4,11:11.0,,Turnover by C. LeVert (bad pass; steal by E. Turner),92,92
334,4,11:07.0,M. Harkless makes 2-pt dunk from 1 ft (assist by C. McCollum),,94,92
335,4,10:59.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by T. Booker),94,95
336,4,10:43.0,Turnover by E. Turner (bad pass),,94,95
337,4,10:36.0,,J. Allen misses 2-pt layup from 3 ft,94,95
338,4,10:34.0,Defensive rebound by C. McCollum,,94,95
339,4,10:32.0,Shooting block foul by C. LeVert (drawn by C. McCollum),,94,95
340,4,10:32.0,C. McCollum makes free throw 1 of 2,,95,95
341,4,10:32.0,C. McCollum makes free throw 2 of 2,,96,95
342,4,10:20.0,,T. Booker misses 2-pt layup from 5 ft (block by M. Harkless),96,95
343,4,10:20.0,,Offensive rebound by C. LeVert,96,95
344,4,10:15.0,,C. LeVert makes 2-pt layup from 1 ft,96,97
345,4,10:06.0,E. Turner misses 2-pt jump shot from 13 ft,,96,97
346,4,10:05.0,Offensive rebound by M. Harkless,,96,97
347,4,10:05.0,M. Harkless misses 2-pt layup from 1 ft,,96,97
348,4,10:04.0,Offensive rebound by M. Harkless,,96,97
349,4,10:04.0,M. Harkless makes 2-pt layup from 1 ft,,98,97
350,4,10:04.0,Shooting foul by J. Harris (drawn by M. Harkless),,98,97
351,4,10:04.0,M. Harkless misses free throw 1 of 1,,98,97
352,4,10:01.0,,Defensive rebound by T. Booker,98,97
353,4,9:52.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by C. LeVert),98,99
354,4,9:52.0,,Shooting foul by M. Harkless (drawn by S. Kilpatrick),98,99
355,4,9:52.0,,S. Kilpatrick makes free throw 1 of 1,98,100
356,4,9:32.0,Turnover by S. Napier (bad pass; steal by J. Allen),,98,100
357,4,9:27.0,,T. Booker makes 2-pt layup at rim (assist by J. Harris),98,102
358,4,9:26.0,Portland full timeout,,98,102
359,4,9:15.0,S. Napier misses 3-pt jump shot from 24 ft,,98,102
360,4,9:12.0,Offensive rebound by E. Davis,,98,102
361,4,9:05.0,E. Turner makes 2-pt jump shot from 10 ft,,100,102
362,4,8:54.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by C. LeVert),100,105
363,4,8:39.0,E. Turner makes 3-pt jump shot from 25 ft (assist by C. McCollum),,103,105
364,4,8:26.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),103,108
365,4,8:09.0,C. McCollum makes 2-pt jump shot from 5 ft,,105,108
366,4,7:58.0,,Turnover by S. Kilpatrick (bad pass; steal by E. Davis),105,108
367,4,7:50.0,C. McCollum makes 2-pt jump shot from 15 ft,,107,108
368,4,7:29.0,,T. Booker makes 2-pt layup at rim,107,110
369,4,7:15.0,Personal foul by J. Allen (drawn by E. Davis),,107,110
370,4,7:15.0,,A. Crabbe enters the game for S. Kilpatrick,107,110
371,4,7:15.0,,S. Dinwiddie enters the game for J. Harris,107,110
372,4,7:15.0,J. Nurkić enters the game for E. Davis,,107,110
373,4,7:15.0,D. Lillard enters the game for S. Napier,,107,110
374,4,7:11.0,C. McCollum misses 2-pt jump shot from 13 ft,,107,110
