,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
382,4,8:19.0,Offensive rebound by A. Davis,,94,97
383,4,8:19.0,A. Davis makes 2-pt layup at rim,,96,97
384,4,7:56.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,96,97
385,4,7:56.0,,Offensive rebound by T. Zeller,96,97
386,4,7:56.0,Offensive charge foul by T. Zeller (drawn by N. Mirotić),,96,97
387,4,7:56.0,,Turnover by T. Zeller (offensive foul),96,97
388,4,7:44.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),,99,97
389,4,7:31.0,,Personal foul by R. Rondo (drawn by G. Antetokounmpo),99,97
390,4,7:31.0,,K. Middleton enters the game for J. Parker,99,97
391,4,7:21.0,,J. Terry misses 3-pt jump shot from 23 ft,99,97
392,4,7:21.0,Defensive rebound by Team,,99,97
393,4,7:12.0,I. Clark misses 2-pt jump shot from 19 ft,,99,97
394,4,7:12.0,,Defensive rebound by K. Middleton,99,97
395,4,7:05.0,,G. Antetokounmpo misses 2-pt dunk from 1 ft,99,97
396,4,7:02.0,Defensive rebound by I. Clark,,99,97
397,4,6:59.0,N. Mirotić misses 3-pt jump shot from 26 ft,,99,97
398,4,6:57.0,,Defensive rebound by S. Brown,99,97
399,4,6:51.0,,Personal foul by A. Davis (drawn by G. Antetokounmpo),99,97
400,4,6:51.0,,Milwaukee full timeout,99,97
401,4,6:51.0,,E. Bledsoe enters the game for S. Brown,99,97
402,4,6:51.0,J. Holiday enters the game for R. Rondo,,99,97
403,4,6:51.0,C. Diallo enters the game for A. Davis,,99,97
404,4,6:37.0,,J. Terry misses 2-pt hook shot from 6 ft,99,97
405,4,6:34.0,Defensive rebound by C. Diallo,,99,97
406,4,6:23.0,Turnover by N. Mirotić (traveling),,99,97
407,4,6:23.0,,T. Snell enters the game for J. Terry,99,97
408,4,6:13.0,,Shooting foul by J. Holiday (drawn by G. Antetokounmpo),99,97
409,4,6:13.0,,G. Antetokounmpo makes free throw 1 of 2,99,98
410,4,6:13.0,A. Davis enters the game for C. Diallo,,99,98
411,4,6:13.0,,G. Antetokounmpo makes free throw 2 of 2,99,99
412,4,6:02.0,J. Holiday makes 2-pt jump shot from 16 ft,,101,99
413,4,5:49.0,,E. Bledsoe makes 2-pt layup from 1 ft,101,101
414,4,5:35.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,103,101
415,4,5:22.0,,G. Antetokounmpo misses 2-pt layup from 5 ft (block by A. Davis),103,101
416,4,5:19.0,Defensive rebound by A. Davis,,103,101
417,4,5:16.0,J. Holiday makes 2-pt layup at rim,,105,101
418,4,5:03.0,,Personal foul by I. Clark (drawn by E. Bledsoe),105,101
419,4,5:03.0,,E. Bledsoe makes free throw 1 of 2,105,102
420,4,5:03.0,,J. Henson enters the game for T. Zeller,105,102
421,4,5:03.0,,E. Bledsoe makes free throw 2 of 2,105,103
422,4,4:53.0,J. Holiday makes 2-pt layup at rim,,107,103
423,4,4:29.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by K. Middleton),107,106
424,4,4:16.0,N. Mirotić misses 3-pt jump shot from 28 ft,,107,106
425,4,4:14.0,,Defensive rebound by T. Snell,107,106
426,4,4:06.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,107,106
427,4,4:06.0,Defensive rebound by A. Davis,,107,106
428,4,3:53.0,A. Davis misses 3-pt jump shot from 28 ft,,107,106
429,4,3:49.0,,Defensive rebound by G. Antetokounmpo,107,106
430,4,3:39.0,,Shooting foul by N. Mirotić (drawn by G. Antetokounmpo),107,106
431,4,3:39.0,,G. Antetokounmpo makes free throw 1 of 2,107,107
432,4,3:39.0,R. Rondo enters the game for I. Clark,,107,107
433,4,3:39.0,,G. Antetokounmpo makes free throw 2 of 2,107,108
434,4,3:39.0,New Orleans full timeout,,107,108
435,4,3:39.0,E. Moore enters the game for D. Miller,,107,108
436,4,3:18.0,Personal foul by E. Bledsoe (drawn by J. Holiday),,107,108
437,4,3:05.0,J. Holiday makes 3-pt jump shot from 26 ft,,110,108
438,4,2:44.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,110,108
439,4,2:42.0,Defensive rebound by A. Davis,,110,108
440,4,2:26.0,J. Holiday makes 2-pt jump shot from 13 ft,,112,108
441,4,1:57.0,,Turnover by Team (shot clock),112,108
442,4,1:37.0,J. Holiday misses 2-pt layup from 2 ft,,112,108
443,4,1:35.0,,Defensive rebound by J. Henson,112,108
444,4,1:30.0,,E. Bledsoe makes 2-pt layup at rim,112,110
445,4,1:13.0,A. Davis misses 2-pt jump shot from 19 ft,,112,110
446,4,1:11.0,,Defensive rebound by Team,112,110
447,4,0:50.0,,K. Middleton makes 2-pt jump shot from 13 ft,112,112
448,4,0:50.0,New Orleans full timeout,,112,112
449,4,0:41.0,E. Moore makes 2-pt layup at rim (assist by R. Rondo),,114,112
450,4,0:32.0,,E. Bledsoe makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),114,114
451,4,0:14.0,E. Moore misses 2-pt jump shot from 10 ft,,114,114
452,4,0:14.0,Offensive rebound by Team,,114,114
453,4,0:14.0,,Loose ball foul by G. Antetokounmpo (drawn by A. Davis),114,114
454,4,0:14.0,New Orleans full timeout,,114,114
455,4,0:00.0,N. Mirotić misses 3-pt jump shot from 28 ft,,114,114
456,4,0:00.0,Offensive rebound by Team,,114,114
457,1OT,4:46.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),114,116
458,1OT,4:26.0,N. Mirotić makes 2-pt hook shot from 5 ft (assist by R. Rondo),,116,116
459,1OT,4:03.0,,Turnover by T. Snell (bad pass; steal by R. Rondo),116,116
460,1OT,3:54.0,N. Mirotić misses 2-pt jump shot from 13 ft,,116,116
461,1OT,3:54.0,Offensive rebound by Team,,116,116
462,1OT,3:52.0,,Loose ball foul by K. Middleton (drawn by A. Davis),116,116
463,1OT,3:33.0,J. Holiday makes 2-pt jump shot from 13 ft,,118,116
464,1OT,3:16.0,,Shooting foul by A. Davis (drawn by J. Henson),118,116
465,1OT,3:16.0,,J. Henson makes free throw 1 of 2,118,117
466,1OT,3:16.0,,J. Henson misses free throw 2 of 2,118,117
467,1OT,3:14.0,Defensive rebound by N. Mirotić,,118,117
468,1OT,2:49.0,R. Rondo makes 2-pt layup at rim,,120,117
469,1OT,2:29.0,,T. Snell misses 3-pt jump shot from 23 ft,120,117
470,1OT,2:27.0,Defensive rebound by J. Holiday,,120,117
471,1OT,2:06.0,Turnover by Team (shot clock),,120,117
472,1OT,1:50.0,,K. Middleton makes 2-pt jump shot from 14 ft,120,119
473,1OT,1:25.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by J. Holiday),,123,119
474,1OT,1:25.0,,Milwaukee full timeout,123,119
475,1OT,1:09.0,,Shooting foul by E. Moore (drawn by K. Middleton),123,119
476,1OT,1:09.0,,K. Middleton makes free throw 1 of 2,123,120
477,1OT,1:09.0,,K. Middleton makes free throw 2 of 2,123,121
478,1OT,1:00.0,J. Holiday misses 2-pt layup from 7 ft,,123,121
479,1OT,1:00.0,Offensive rebound by Team,,123,121
480,1OT,0:50.0,J. Holiday misses 2-pt jump shot from 19 ft,,123,121
481,1OT,0:48.0,,Defensive rebound by J. Henson,123,121
482,1OT,0:34.0,,K. Middleton misses 2-pt jump shot from 14 ft (block by N. Mirotić),123,121
483,1OT,0:34.0,Defensive rebound by Team,,123,121
484,1OT,0:16.0,A. Davis misses 2-pt jump shot from 20 ft,,123,121
485,1OT,0:13.0,Offensive rebound by R. Rondo,,123,121
486,1OT,0:11.0,Personal take foul by G. Antetokounmpo (drawn by A. Davis),,123,121
487,1OT,0:11.0,New Orleans full timeout,,123,121
488,1OT,0:11.0,Turnover by R. Rondo (bad pass),,123,121
489,1OT,0:10.0,,Milwaukee full timeout,123,121
490,1OT,0:10.0,,J. Terry enters the game for J. Henson,123,121
491,1OT,0:10.0,I. Clark enters the game for N. Mirotić,,123,121
492,1OT,0:10.0,D. Liggins enters the game for R. Rondo,,123,121
493,1OT,0:00.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,123,121
494,1OT,0:00.0,,Offensive rebound by K. Middleton,123,121
