,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SAN ANTONIO_ACTION,NEW YORK_SCORE,SAN ANTONIO_SCORE
37,1,7:14.0,Turnover by L. Thomas (bad pass; steal by T. Parker),,9,13
38,1,7:11.0,,T. Parker makes 2-pt layup from 1 ft,9,15
39,1,6:53.0,L. Thomas misses 2-pt jump shot from 20 ft,,9,15
40,1,6:51.0,Offensive rebound by K. Porziņģis,,9,15
41,1,6:48.0,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by J. Jack),,11,15
42,1,6:35.0,,T. Parker makes 2-pt layup from 3 ft,11,17
43,1,6:21.0,C. Lee makes 2-pt jump shot from 18 ft,,13,17
44,1,6:04.0,,T. Parker makes 2-pt layup at rim,13,19
45,1,5:44.0,K. Porziņģis misses 2-pt jump shot from 7 ft,,13,19
46,1,5:41.0,,Defensive rebound by K. Anderson,13,19
47,1,5:35.0,,Shooting foul by K. Porziņģis (drawn by L. Aldridge),13,19
48,1,5:35.0,,L. Aldridge makes free throw 1 of 2,13,20
49,1,5:35.0,,M. Ginóbili enters the game for T. Parker,13,20
50,1,5:35.0,,R. Gay enters the game for D. Green,13,20
51,1,5:35.0,,P. Mills enters the game for P. Gasol,13,20
52,1,5:35.0,M. Beasley enters the game for L. Thomas,,13,20
53,1,5:35.0,,L. Aldridge misses free throw 2 of 2,13,20
54,1,5:33.0,Defensive rebound by E. Freedom,,13,20
55,1,5:20.0,E. Freedom misses 2-pt jump shot from 8 ft (block by L. Aldridge),,13,20
56,1,5:16.0,,Defensive rebound by L. Aldridge,13,20
57,1,5:04.0,,P. Mills misses 2-pt jump shot from 16 ft,13,20
58,1,5:01.0,Defensive rebound by J. Jack,,13,20
59,1,4:52.0,E. Freedom makes 2-pt jump shot from 7 ft (assist by J. Jack),,15,20
60,1,4:33.0,,L. Aldridge makes 2-pt jump shot from 7 ft,15,22
61,1,4:20.0,J. Jack misses 2-pt jump shot from 6 ft (block by L. Aldridge),,15,22
62,1,4:17.0,,Defensive rebound by K. Anderson,15,22
63,1,4:13.0,,P. Mills misses 3-pt jump shot from 23 ft,15,22
64,1,4:08.0,Defensive rebound by E. Freedom,,15,22
65,1,4:00.0,Turnover by E. Freedom (out of bounds lost ball),,15,22
66,1,3:41.0,,Def 3 sec tech foul by K. Porziņģis,15,22
67,1,3:41.0,,P. Mills makes technical free throw,15,23
68,1,3:41.0,K. O'Quinn enters the game for E. Freedom,,15,23
69,1,3:37.0,,P. Mills makes 3-pt jump shot from 25 ft,15,26
70,1,3:29.0,New York full timeout,,15,26
71,1,3:29.0,,P. Gasol enters the game for K. Anderson,15,26
72,1,3:29.0,,B. Forbes enters the game for L. Aldridge,15,26
73,1,3:29.0,F. Ntilikina enters the game for J. Jack,,15,26
74,1,3:22.0,K. O'Quinn makes 2-pt dunk at rim (assist by M. Beasley),,17,26
75,1,3:03.0,,P. Mills misses 3-pt jump shot from 25 ft,17,26
76,1,3:03.0,Defensive rebound by M. Beasley,,17,26
77,1,2:47.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,17,26
78,1,2:47.0,,Defensive rebound by P. Gasol,17,26
79,1,2:39.0,,R. Gay misses 3-pt jump shot from 22 ft,17,26
80,1,2:39.0,Defensive rebound by K. O'Quinn,,17,26
81,1,2:25.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,17,26
82,1,2:24.0,Offensive rebound by M. Beasley,,17,26
83,1,2:23.0,M. Beasley makes 2-pt layup from 2 ft,,19,26
84,1,2:23.0,Shooting foul by P. Gasol (drawn by M. Beasley),,19,26
85,1,2:23.0,M. Beasley makes free throw 1 of 1,,20,26
86,1,2:05.0,,P. Gasol makes 2-pt jump shot from 14 ft (assist by M. Ginóbili),20,28
87,1,1:37.0,C. Lee misses 3-pt jump shot from 25 ft,,20,28
88,1,1:32.0,,Defensive rebound by B. Forbes,20,28
89,1,1:28.0,,Turnover by P. Mills (lost ball; steal by F. Ntilikina),20,28
90,1,1:22.0,K. Porziņģis makes 2-pt dunk from 2 ft (assist by F. Ntilikina),,22,28
91,1,1:04.0,,B. Forbes misses 2-pt jump shot from 20 ft (block by K. Porziņģis),22,28
92,1,1:03.0,,Offensive rebound by Team,22,28
93,1,1:03.0,D. McDermott enters the game for K. Porziņģis,,22,28
94,1,0:59.0,,Turnover by M. Ginóbili (bad pass; steal by C. Lee),22,28
95,1,0:54.0,D. McDermott misses 3-pt jump shot from 23 ft,,22,28
96,1,0:50.0,,Defensive rebound by P. Gasol,22,28
97,1,0:32.0,,P. Gasol makes 2-pt layup from 7 ft (assist by P. Mills),22,30
98,1,0:14.0,K. O'Quinn makes 2-pt jump shot from 2 ft (assist by M. Beasley),,24,30
99,1,0:00.0,,R. Gay makes 2-pt jump shot from 20 ft (assist by P. Mills),24,32
100,2,11:47.0,F. Ntilikina misses 2-pt jump shot from 15 ft,,24,32
101,2,11:43.0,,Defensive rebound by R. Gay,24,32
102,2,11:24.0,,P. Gasol misses 3-pt jump shot from 24 ft,24,32
103,2,11:17.0,Defensive rebound by F. Ntilikina,,24,32
104,2,11:11.0,M. Beasley makes 2-pt layup from 1 ft,,26,32
105,2,11:00.0,,P. Gasol misses 2-pt jump shot from 18 ft,26,32
106,2,10:54.0,,Offensive rebound by R. Gay,26,32
107,2,10:53.0,,P. Mills misses 2-pt layup at rim,26,32
108,2,10:53.0,Defensive rebound by M. Beasley,,26,32
109,2,10:47.0,D. McDermott misses 3-pt jump shot from 25 ft,,26,32
110,2,10:47.0,,Defensive rebound by M. Ginóbili,26,32
111,2,10:29.0,,R. Gay misses 2-pt hook shot from 1 ft (block by M. Beasley),26,32
112,2,10:27.0,Defensive rebound by K. O'Quinn,,26,32
113,2,10:27.0,Personal foul by M. Ginóbili (drawn by F. Ntilikina),,26,32
114,2,10:27.0,,T. Parker enters the game for P. Mills,26,32
115,2,10:27.0,,L. Aldridge enters the game for P. Gasol,26,32
116,2,10:15.0,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),,28,32
117,2,10:12.0,,San Antonio full timeout,28,32
118,2,10:12.0,,K. Anderson enters the game for M. Ginóbili,28,32
119,2,10:12.0,,D. Green enters the game for R. Gay,28,32
120,2,10:01.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by T. Parker),28,35
121,2,9:45.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by F. Ntilikina),,31,35
122,2,9:20.0,,L. Aldridge makes 2-pt jump shot from 10 ft,31,37
123,2,9:05.0,Personal foul by T. Parker (drawn by D. McDermott),,31,37
124,2,8:59.0,Shooting foul by K. Anderson (drawn by D. McDermott),,31,37
125,2,8:59.0,D. McDermott makes free throw 1 of 2,,32,37
126,2,8:59.0,D. McDermott makes free throw 2 of 2,,33,37
127,2,8:45.0,,B. Forbes makes 2-pt jump shot from 8 ft (assist by L. Aldridge),33,39
128,2,8:29.0,M. Beasley makes 2-pt dunk at rim (assist by F. Ntilikina),,35,39
129,2,8:12.0,,T. Parker makes 2-pt layup from 3 ft,35,41
130,2,7:57.0,D. McDermott makes 2-pt dunk at rim (assist by K. O'Quinn),,37,41
131,2,7:41.0,,D. Green makes 3-pt jump shot from 23 ft (assist by B. Forbes),37,44
132,2,7:22.0,K. O'Quinn misses 2-pt jump shot from 8 ft,,37,44
133,2,7:21.0,Offensive rebound by M. Beasley,,37,44
134,2,7:19.0,R. Baker misses 2-pt jump shot from 1 ft,,37,44
135,2,7:19.0,,Defensive rebound by D. Green,37,44
136,2,7:10.0,,T. Parker misses 2-pt layup from 2 ft,37,44
137,2,7:10.0,,Offensive rebound by K. Anderson,37,44
138,2,7:10.0,,Shooting foul by M. Beasley (drawn by K. Anderson),37,44
139,2,7:10.0,,K. Anderson makes free throw 1 of 2,37,45
140,2,7:10.0,,K. Anderson makes free throw 2 of 2,37,46
141,2,7:04.0,Personal foul by B. Forbes (drawn by D. McDermott),,37,46
142,2,6:58.0,Turnover by M. Beasley (step out of bounds),,37,46
143,2,6:47.0,,Personal foul by K. O'Quinn (drawn by D. Green),37,46
144,2,6:35.0,,Turnover by K. Anderson (turnover),37,46
145,2,6:21.0,F. Ntilikina makes 2-pt jump shot from 22 ft,,39,46
146,2,6:03.0,,Personal foul by K. O'Quinn (drawn by L. Aldridge),39,46
147,2,6:03.0,,R. Gay enters the game for T. Parker,39,46
148,2,6:03.0,,M. Ginóbili enters the game for B. Forbes,39,46
149,2,6:03.0,,P. Mills enters the game for K. Anderson,39,46
150,2,6:03.0,C. Lee enters the game for K. O'Quinn,,39,46
151,2,6:03.0,K. Porziņģis enters the game for R. Baker,,39,46
152,2,5:59.0,,Turnover by P. Mills (bad pass; steal by M. Beasley),39,46
153,2,5:54.0,F. Ntilikina makes 2-pt dunk from 1 ft (assist by M. Beasley),,41,46
154,2,5:29.0,,L. Aldridge misses 3-pt jump shot from 25 ft,41,46
155,2,5:26.0,,Offensive rebound by R. Gay,41,46
156,2,5:11.0,,L. Aldridge misses 2-pt layup from 4 ft,41,46
157,2,5:09.0,Defensive rebound by K. Porziņģis,,41,46
158,2,5:00.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,41,46
159,2,5:00.0,,Defensive rebound by D. Green,41,46
160,2,4:52.0,,Shooting foul by M. Beasley (drawn by R. Gay),41,46
161,2,4:52.0,,R. Gay makes free throw 1 of 2,41,47
162,2,4:52.0,J. Jack enters the game for D. McDermott,,41,47
163,2,4:52.0,,R. Gay misses free throw 2 of 2,41,47
164,2,4:49.0,Defensive rebound by M. Beasley,,41,47
165,2,4:34.0,Shooting foul by D. Green (drawn by K. Porziņģis),,41,47
166,2,4:34.0,,T. Parker enters the game for D. Green,41,47
167,2,4:33.0,K. Porziņģis misses free throw 2 of 2,,41,47
168,2,4:33.0,,Defensive rebound by L. Aldridge,41,47
169,2,4:33.0,K. Porziņģis makes free throw 1 of 2,,42,47
170,2,4:15.0,,Turnover by P. Mills (bad pass),42,47
171,2,4:05.0,Shooting foul by T. Parker (drawn by M. Beasley),,42,47
172,2,4:05.0,M. Beasley makes free throw 1 of 2,,43,47
173,2,4:05.0,,B. Forbes enters the game for P. Mills,43,47
174,2,4:05.0,M. Beasley makes free throw 2 of 2,,44,47
175,2,3:50.0,,L. Aldridge misses 2-pt jump shot from 17 ft,44,47
176,2,3:47.0,Defensive rebound by F. Ntilikina,,44,47
177,2,3:33.0,F. Ntilikina misses 2-pt jump shot from 10 ft,,44,47
178,2,3:30.0,,Defensive rebound by R. Gay,44,47
179,2,3:26.0,,B. Forbes misses 3-pt jump shot from 23 ft,44,47
180,2,3:26.0,Defensive rebound by J. Jack,,44,47
181,2,3:18.0,Shooting foul by L. Aldridge (drawn by K. Porziņģis),,44,47
182,2,3:18.0,K. Porziņģis makes free throw 1 of 2,,45,47
183,2,3:18.0,K. Porziņģis makes free throw 2 of 2,,46,47
184,2,3:05.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),46,49
185,2,3:00.0,New York full timeout,,46,49
186,2,2:47.0,K. Porziņģis misses 2-pt jump shot from 10 ft,,46,49
187,2,2:44.0,Offensive rebound by K. Porziņģis,,46,49
188,2,2:42.0,C. Lee misses 3-pt jump shot from 25 ft,,46,49
189,2,2:42.0,,Defensive rebound by T. Parker,46,49
190,2,2:30.0,,R. Gay misses 2-pt layup from 1 ft (block by K. Porziņģis),46,49
191,2,2:27.0,,Offensive rebound by R. Gay,46,49
192,2,2:25.0,,R. Gay misses 2-pt jump shot from 1 ft (block by K. Porziņģis),46,49
193,2,2:21.0,Defensive rebound by M. Beasley,,46,49
194,2,2:16.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),,49,49
195,2,1:57.0,,Personal foul by M. Beasley (drawn by L. Aldridge),49,49
196,2,1:57.0,,L. Aldridge makes free throw 1 of 2,49,50
197,2,1:57.0,,P. Gasol enters the game for R. Gay,49,50
198,2,1:57.0,E. Freedom enters the game for M. Beasley,,49,50
199,2,1:57.0,,L. Aldridge misses free throw 2 of 2,49,50
200,2,1:54.0,Defensive rebound by C. Lee,,49,50
201,2,1:33.0,E. Freedom misses 2-pt jump shot from 14 ft,,49,50
202,2,1:30.0,,Defensive rebound by T. Parker,49,50
203,2,1:15.0,,Turnover by M. Ginóbili (bad pass; steal by F. Ntilikina),49,50
204,2,1:07.0,E. Freedom misses 2-pt layup from 1 ft,,49,50
205,2,1:05.0,,Defensive rebound by P. Gasol,49,50
206,2,0:56.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by T. Parker),49,52
207,2,0:36.0,C. Lee makes 2-pt jump shot from 13 ft (assist by F. Ntilikina),,51,52
208,2,0:31.0,,Shooting foul by E. Freedom (drawn by T. Parker),51,52
209,2,0:31.0,,T. Parker makes free throw 1 of 2,51,53
210,2,0:31.0,,T. Parker makes free throw 2 of 2,51,54
211,2,0:08.0,C. Lee misses 2-pt jump shot from 10 ft,,51,54
212,2,0:05.0,Offensive rebound by K. Porziņģis,,51,54
213,2,0:05.0,K. Porziņģis misses 2-pt layup from 1 ft,,51,54
214,2,0:05.0,Offensive rebound by E. Freedom,,51,54
215,2,0:04.0,E. Freedom makes 2-pt layup at rim,,53,54
216,2,0:00.0,,T. Parker misses 2-pt jump shot from 13 ft,53,54
217,2,0:00.0,,Offensive rebound by Team,53,54
218,3,11:43.0,Turnover by E. Freedom (turnover),,53,54
219,3,11:23.0,,L. Aldridge misses 2-pt jump shot from 12 ft,53,54
220,3,11:20.0,Defensive rebound by E. Freedom,,53,54
221,3,11:03.0,C. Lee makes 2-pt jump shot from 19 ft,,55,54
222,3,10:43.0,,Shooting foul by L. Thomas (drawn by P. Gasol),55,54
223,3,10:43.0,,P. Gasol misses free throw 1 of 2,55,54
224,3,10:43.0,,Offensive rebound by Team,55,54
225,3,10:43.0,,P. Gasol makes free throw 2 of 2,55,55
226,3,10:32.0,J. Jack misses 2-pt jump shot from 12 ft,,55,55
227,3,10:32.0,,Defensive rebound by Team,55,55
228,3,10:32.0,Loose ball foul by E. Freedom (drawn by P. Gasol),,55,55
229,3,10:11.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),55,58
230,3,9:54.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by L. Thomas),,57,58
231,3,9:39.0,,K. Anderson makes 2-pt jump shot from 9 ft (assist by P. Gasol),57,60
232,3,9:29.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,57,60
233,3,9:27.0,,Defensive rebound by P. Gasol,57,60
234,3,9:21.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Gasol),57,62
235,3,9:08.0,C. Lee misses 2-pt jump shot from 12 ft,,57,62
236,3,9:06.0,,Defensive rebound by P. Gasol,57,62
237,3,9:06.0,,Personal foul by J. Jack (drawn by T. Parker),57,62
238,3,8:52.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Green),57,64
239,3,8:35.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by J. Jack),,59,64
240,3,8:16.0,,L. Aldridge misses 2-pt layup from 2 ft,59,64
241,3,8:14.0,,Offensive rebound by L. Aldridge,59,64
242,3,8:13.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),59,67
243,3,8:13.0,New York full timeout,,59,67
244,3,7:58.0,Shooting foul by K. Anderson (drawn by K. Porziņģis),,59,67
245,3,7:58.0,K. Porziņģis makes free throw 1 of 2,,60,67
246,3,7:58.0,K. Porziņģis makes free throw 2 of 2,,61,67
247,3,7:42.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),61,70
248,3,7:24.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by E. Freedom),,63,70
249,3,7:02.0,,L. Aldridge misses 2-pt hook shot from 7 ft,63,70
250,3,7:00.0,Defensive rebound by K. Porziņģis,,63,70
251,3,6:53.0,J. Jack makes 2-pt jump shot from 18 ft,,65,70
252,3,6:34.0,,L. Aldridge misses 2-pt jump shot from 16 ft,65,70
253,3,6:32.0,Defensive rebound by J. Jack,,65,70
254,3,6:29.0,Shooting foul by D. Green (drawn by C. Lee),,65,70
255,3,6:29.0,C. Lee makes free throw 1 of 2,,66,70
256,3,6:29.0,,B. Forbes enters the game for T. Parker,66,70
257,3,6:29.0,,R. Gay enters the game for L. Aldridge,66,70
258,3,6:29.0,,D. Murray enters the game for D. Green,66,70
259,3,6:29.0,C. Lee makes free throw 2 of 2,,67,70
260,3,6:13.0,,B. Forbes misses 2-pt jump shot from 14 ft,67,70
261,3,6:11.0,Defensive rebound by L. Thomas,,67,70
262,3,5:55.0,E. Freedom misses 2-pt hook shot from 7 ft,,67,70
263,3,5:52.0,,Defensive rebound by P. Gasol,67,70
264,3,5:45.0,,Shooting foul by L. Thomas (drawn by K. Anderson),67,70
265,3,5:45.0,,K. Anderson makes free throw 1 of 2,67,71
266,3,5:45.0,,K. Anderson makes free throw 2 of 2,67,72
267,3,5:32.0,C. Lee makes 2-pt jump shot from 13 ft (assist by K. Porziņģis),,69,72
268,3,5:16.0,,B. Forbes misses 3-pt jump shot from 24 ft,69,72
269,3,5:16.0,Defensive rebound by K. Porziņģis,,69,72
270,3,5:07.0,Turnover by K. Porziņģis (bad pass),,69,72
271,3,5:07.0,M. Beasley enters the game for L. Thomas,,69,72
272,3,4:56.0,,Shooting foul by K. Porziņģis (drawn by R. Gay),69,72
273,3,4:56.0,,R. Gay makes free throw 1 of 2,69,73
274,3,4:56.0,K. O'Quinn enters the game for E. Freedom,,69,73
275,3,4:56.0,,R. Gay misses free throw 2 of 2,69,73
276,3,4:53.0,Defensive rebound by M. Beasley,,69,73
277,3,4:43.0,C. Lee misses 2-pt jump shot from 16 ft,,69,73
278,3,4:39.0,,Defensive rebound by B. Forbes,69,73
279,3,4:25.0,,K. Anderson makes 2-pt jump shot from 20 ft (assist by P. Gasol),69,75
280,3,4:15.0,J. Jack misses 2-pt jump shot from 18 ft,,69,75
281,3,4:14.0,,Defensive rebound by Team,69,75
282,3,4:14.0,F. Ntilikina enters the game for J. Jack,,69,75
283,3,3:57.0,,D. Murray makes 2-pt layup from 1 ft (assist by P. Gasol),69,77
284,3,3:50.0,Personal foul by B. Forbes (drawn by C. Lee),,69,77
285,3,3:41.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,69,77
286,3,3:38.0,,Defensive rebound by P. Gasol,69,77
287,3,3:28.0,,P. Gasol misses 2-pt dunk from 1 ft (block by K. Porziņģis),69,77
288,3,3:27.0,,Offensive rebound by R. Gay,69,77
289,3,3:25.0,,D. Murray makes 2-pt jump shot from 1 ft (assist by R. Gay),69,79
290,3,3:25.0,,Shooting foul by K. Porziņģis (drawn by D. Murray),69,79
291,3,3:25.0,,M. Ginóbili enters the game for K. Anderson,69,79
292,3,3:25.0,,D. Murray misses free throw 1 of 1,69,79
293,3,3:23.0,Defensive rebound by M. Beasley,,69,79
294,3,3:00.0,M. Beasley misses 2-pt layup from 2 ft (block by R. Gay),,69,79
295,3,3:00.0,Offensive rebound by Team,,69,79
296,3,3:00.0,Turnover by Team (shot clock),,69,79
297,3,3:00.0,,San Antonio full timeout,69,79
298,3,3:00.0,D. McDermott enters the game for K. Porziņģis,,69,79
299,3,2:43.0,,D. Murray misses 2-pt jump shot from 3 ft,69,79
300,3,2:41.0,,Offensive rebound by P. Gasol,69,79
301,3,2:38.0,,R. Gay makes 2-pt jump shot from 11 ft (assist by P. Gasol),69,81
302,3,2:22.0,M. Beasley makes 2-pt layup at rim (assist by F. Ntilikina),,71,81
303,3,2:05.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),71,84
304,3,1:44.0,C. Lee misses 2-pt jump shot from 18 ft,,71,84
305,3,1:40.0,,Defensive rebound by R. Gay,71,84
306,3,1:29.0,,M. Ginóbili misses 2-pt jump shot from 3 ft,71,84
307,3,1:28.0,Defensive rebound by K. O'Quinn,,71,84
308,3,1:22.0,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. McDermott),,73,84
309,3,1:00.0,,R. Gay misses 2-pt layup at rim,73,84
310,3,0:57.0,Defensive rebound by D. McDermott,,73,84
311,3,0:52.0,M. Beasley makes 2-pt layup from 2 ft (assist by F. Ntilikina),,75,84
312,3,0:46.0,,San Antonio full timeout,75,84
313,3,0:46.0,,K. Anderson enters the game for P. Gasol,75,84
314,3,0:46.0,,L. Aldridge enters the game for R. Gay,75,84
315,3,0:46.0,R. Baker enters the game for C. Lee,,75,84
316,3,0:41.0,,Personal foul by K. O'Quinn (drawn by L. Aldridge),75,84
317,3,0:41.0,,L. Aldridge makes free throw 1 of 2,75,85
318,3,0:41.0,,L. Aldridge makes free throw 2 of 2,75,86
319,3,0:35.0,Personal foul by B. Forbes (drawn by D. McDermott),,75,86
320,3,0:23.0,M. Beasley misses 2-pt jump shot from 10 ft,,75,86
321,3,0:23.0,Offensive rebound by Team,,75,86
322,3,0:21.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by R. Baker),,77,86
323,3,0:01.0,,B. Forbes misses 2-pt layup from 1 ft,77,86
324,3,0:01.0,Defensive rebound by R. Baker,,77,86
325,3,0:00.0,Shooting foul by D. Murray (drawn by R. Baker),,77,86
326,3,0:00.0,R. Baker makes free throw 2 of 3,,79,86
327,3,0:00.0,R. Baker makes free throw 3 of 3,,79,86
328,3,0:00.0,R. Baker misses free throw 1 of 3,,79,86
329,3,0:00.0,Offensive rebound by Team,,79,86
330,4,11:41.0,,B. Forbes makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),79,88
331,4,11:27.0,D. McDermott misses 3-pt jump shot from 25 ft,,79,88
332,4,11:24.0,Offensive rebound by K. O'Quinn,,79,88
333,4,11:24.0,M. Beasley makes 2-pt jump shot from 6 ft (assist by K. O'Quinn),,81,88
334,4,11:24.0,Shooting foul by M. Ginóbili (drawn by M. Beasley),,81,88
335,4,11:24.0,M. Beasley makes free throw 1 of 1,,82,88
336,4,11:16.0,,Personal foul by R. Baker (drawn by M. Ginóbili),82,88
337,4,11:16.0,,D. Green enters the game for M. Ginóbili,82,88
338,4,11:10.0,,Shooting foul by K. O'Quinn (drawn by L. Aldridge),82,88
339,4,11:10.0,,L. Aldridge makes free throw 1 of 2,82,89
340,4,11:10.0,,L. Aldridge makes free throw 2 of 2,82,90
341,4,11:00.0,Personal foul by T. Parker (drawn by D. McDermott),,82,90
342,4,11:00.0,,P. Mills enters the game for B. Forbes,82,90
343,4,10:53.0,M. Beasley misses 2-pt layup from 1 ft,,82,90
344,4,10:50.0,,Defensive rebound by K. Anderson,82,90
345,4,10:41.0,,D. Green misses 3-pt jump shot from 26 ft,82,90
346,4,10:35.0,,Offensive rebound by L. Aldridge,82,90
347,4,10:35.0,,L. Aldridge makes 2-pt layup at rim,82,92
348,4,10:22.0,K. O'Quinn misses 2-pt jump shot from 8 ft (block by D. Green),,82,92
349,4,10:18.0,,Defensive rebound by P. Mills,82,92
350,4,10:16.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),82,95
351,4,10:16.0,New York full timeout,,82,95
352,4,10:16.0,K. Porziņģis enters the game for D. McDermott,,82,95
353,4,10:04.0,Turnover by R. Baker (bad pass),,82,95
354,4,10:04.0,D. McDermott enters the game for K. O'Quinn,,82,95
355,4,9:51.0,,Shooting foul by K. Porziņģis (drawn by L. Aldridge),82,95
356,4,9:51.0,,L. Aldridge makes free throw 1 of 2,82,96
357,4,9:51.0,C. Lee enters the game for R. Baker,,82,96
358,4,9:51.0,,L. Aldridge makes free throw 2 of 2,82,97
359,4,9:51.0,J. Jack enters the game for D. McDermott,,82,97
360,4,9:35.0,Turnover by F. Ntilikina (bad pass; steal by K. Anderson),,82,97
361,4,9:18.0,,Shooting foul by K. Porziņģis (drawn by K. Anderson),82,97
362,4,9:18.0,,K. Anderson makes free throw 1 of 2,82,98
363,4,9:18.0,,K. Anderson makes free throw 2 of 2,82,99
364,4,9:00.0,F. Ntilikina makes 2-pt jump shot from 19 ft (assist by J. Jack),,84,99
365,4,8:40.0,,L. Aldridge misses 2-pt jump shot from 12 ft,84,99
366,4,8:40.0,,Offensive rebound by Team,84,99
367,4,8:40.0,,Personal foul by F. Ntilikina (drawn by K. Anderson),84,99
368,4,8:40.0,,K. Anderson makes free throw 1 of 2,84,100
369,4,8:40.0,,K. Anderson makes free throw 2 of 2,84,101
370,4,8:27.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by J. Jack),,86,101
371,4,8:07.0,,D. Green misses 3-pt jump shot from 25 ft,86,101
372,4,8:07.0,Defensive rebound by C. Lee,,86,101
373,4,7:59.0,C. Lee makes 2-pt layup from 1 ft,,88,101
374,4,7:42.0,,Turnover by T. Parker (step out of bounds),88,101
375,4,7:26.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,88,101
376,4,7:24.0,,Defensive rebound by L. Aldridge,88,101
377,4,7:15.0,,Turnover by L. Aldridge (lost ball; steal by M. Beasley),88,101
