,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
68,1,4:11.0,Violation by T. Maker (def goaltending),,14,23
69,1,4:01.0,Turnover by M. Dellavedova (bad pass),,14,23
70,1,3:49.0,,Turnover by T. Young (bad pass; steal by T. Maker),14,23
71,1,3:41.0,E. Bledsoe misses 3-pt jump shot from 28 ft,,14,23
72,1,3:35.0,,Defensive rebound by D. Sabonis,14,23
73,1,3:31.0,,C. Joseph misses 3-pt jump shot from 22 ft,14,23
74,1,3:26.0,Defensive rebound by E. Bledsoe,,14,23
75,1,3:17.0,K. Middleton misses 2-pt jump shot from 16 ft (block by V. Oladipo),,14,23
76,1,3:15.0,,Defensive rebound by D. Sabonis,14,23
77,1,3:15.0,,Personal take foul by E. Bledsoe (drawn by V. Oladipo),14,23
78,1,3:15.0,,Indiana full timeout,14,23
79,1,3:15.0,,L. Stephenson enters the game for D. Collison,14,23
80,1,3:15.0,,T. Leaf enters the game for T. Young,14,23
81,1,3:15.0,G. Antetokounmpo enters the game for E. Bledsoe,,14,23
82,1,3:15.0,J. Terry enters the game for K. Middleton,,14,23
83,1,3:05.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by C. Joseph),14,26
84,1,2:44.0,Turnover by G. Antetokounmpo (bad pass; steal by V. Oladipo),,14,26
85,1,2:44.0,,Personal take foul by M. Dellavedova (drawn by V. Oladipo),14,26
86,1,2:24.0,,L. Stephenson misses 3-pt jump shot from 24 ft,14,26
87,1,2:21.0,,Offensive rebound by D. Sabonis,14,26
88,1,2:18.0,,L. Stephenson makes 2-pt layup from 2 ft,14,28
89,1,1:59.0,M. Dellavedova misses 3-pt jump shot from 21 ft,,14,28
90,1,1:57.0,,Defensive rebound by Team,14,28
91,1,1:44.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),14,30
92,1,1:24.0,Turnover by T. Snell (lost ball; steal by L. Stephenson),,14,30
93,1,1:21.0,,T. Leaf makes 2-pt layup from 1 ft (assist by L. Stephenson),14,32
94,1,1:18.0,Milwaukee full timeout,,14,32
95,1,1:18.0,,J. Young enters the game for V. Oladipo,14,32
96,1,1:04.0,T. Snell misses 3-pt jump shot from 27 ft,,14,32
97,1,1:02.0,,Defensive rebound by Team,14,32
98,1,1:02.0,Loose ball foul by M. Dellavedova (drawn by C. Joseph),,14,32
99,1,0:37.0,,J. Young makes 3-pt jump shot from 27 ft (assist by D. Sabonis),14,35
100,1,0:27.0,Personal foul by T. Leaf (drawn by T. Maker),,14,35
101,1,0:25.0,Personal foul by T. Leaf (drawn by G. Antetokounmpo),,14,35
102,1,0:25.0,G. Antetokounmpo makes free throw 1 of 2,,15,35
103,1,0:25.0,G. Antetokounmpo makes free throw 2 of 2,,16,35
104,1,0:06.0,,D. Sabonis makes 2-pt hook shot from 7 ft (assist by C. Joseph),16,37
105,1,0:00.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,16,37
106,1,0:00.0,Offensive rebound by Team,,16,37
107,2,11:39.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,19,37
108,2,11:39.0,Shooting foul by D. Sabonis (drawn by K. Middleton),,19,37
109,2,11:39.0,K. Middleton makes free throw 1 of 1,,20,37
110,2,11:16.0,,Shooting foul by T. Snell (drawn by L. Stephenson),20,37
111,2,11:16.0,,L. Stephenson makes free throw 1 of 2,20,39
112,2,11:16.0,,T. Young enters the game for T. Leaf,20,39
113,2,11:16.0,,L. Stephenson makes free throw 2 of 2,20,39
114,2,11:08.0,Personal foul by L. Stephenson (drawn by K. Middleton),,20,39
115,2,11:03.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Sabonis),,20,39
116,2,11:01.0,,D. Sabonis makes 2-pt layup at rim,20,41
117,2,11:01.0,Violation by G. Antetokounmpo (def goaltending),,20,41
118,2,10:49.0,K. Middleton misses 3-pt jump shot from 26 ft,,20,41
119,2,10:45.0,,Defensive rebound by T. Young,20,41
120,2,10:42.0,,L. Stephenson makes 2-pt layup at rim (assist by C. Joseph),20,43
121,2,10:41.0,Milwaukee full timeout,,20,43
122,2,10:41.0,M. Brogdon enters the game for J. Terry,,20,43
123,2,10:27.0,M. Brogdon misses 3-pt jump shot from 25 ft,,20,43
124,2,10:22.0,,Defensive rebound by D. Sabonis,20,43
125,2,10:10.0,,Personal foul by K. Middleton (drawn by T. Young),20,43
126,2,9:57.0,,D. Sabonis makes 2-pt layup at rim (assist by L. Stephenson),20,45
127,2,9:47.0,K. Middleton misses 2-pt layup from 2 ft,,20,45
128,2,9:46.0,,Defensive rebound by J. Young,20,45
129,2,9:46.0,,Personal take foul by K. Middleton (drawn by J. Young),20,45
130,2,9:27.0,,J. Young misses 2-pt jump shot from 10 ft,20,45
131,2,9:24.0,Defensive rebound by K. Middleton,,20,45
132,2,9:15.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,20,45
133,2,9:13.0,,Defensive rebound by L. Stephenson,20,45
134,2,9:05.0,,D. Sabonis misses 2-pt layup at rim,20,45
135,2,9:02.0,Defensive rebound by T. Snell,,20,45
136,2,8:49.0,Shooting foul by D. Sabonis (drawn by G. Antetokounmpo),,20,45
137,2,8:49.0,G. Antetokounmpo misses free throw 1 of 2,,20,45
138,2,8:49.0,Offensive rebound by Team,,20,45
139,2,8:49.0,E. Bledsoe enters the game for M. Dellavedova,,20,45
140,2,8:49.0,G. Antetokounmpo misses free throw 2 of 2,,20,45
141,2,8:47.0,,Defensive rebound by T. Young,20,45
142,2,8:28.0,,Turnover by D. Sabonis (lost ball; steal by G. Antetokounmpo),20,45
143,2,8:27.0,Personal take foul by C. Joseph (drawn by G. Antetokounmpo),,20,45
144,2,8:27.0,,V. Oladipo enters the game for J. Young,20,45
145,2,8:14.0,,Technical foul by T. Young,20,45
146,2,8:14.0,K. Middleton makes free throw 1 of 1,,21,45
147,2,8:12.0,Turnover by K. Middleton (bad pass),,21,45
148,2,7:58.0,,L. Stephenson misses 2-pt layup from 1 ft (block by E. Bledsoe),21,45
149,2,7:58.0,,Offensive rebound by T. Young,21,45
150,2,7:58.0,,Personal block foul by E. Bledsoe (drawn by T. Young),21,45
151,2,7:52.0,,Turnover by L. Stephenson (bad pass; steal by E. Bledsoe),21,45
152,2,7:50.0,Turnover by E. Bledsoe (out of bounds lost ball),,21,45
153,2,7:35.0,,C. Joseph makes 3-pt jump shot from 28 ft (assist by D. Sabonis),21,48
154,2,7:16.0,T. Snell misses 3-pt jump shot from 27 ft,,21,48
155,2,7:12.0,,Defensive rebound by T. Young,21,48
156,2,7:04.0,,Turnover by D. Sabonis (bad pass; steal by K. Middleton),21,48
157,2,6:56.0,M. Brogdon makes 2-pt layup from 1 ft (assist by K. Middleton),,23,48
158,2,6:50.0,,Indiana full timeout,23,48
159,2,6:50.0,,M. Turner enters the game for D. Sabonis,23,48
160,2,6:50.0,J. Henson enters the game for T. Snell,,23,48
161,2,6:36.0,,Turnover by T. Young (bad pass),23,48
162,2,6:16.0,,D. Collison enters the game for L. Stephenson,23,48
163,2,6:16.0,,B. Bogdanović enters the game for C. Joseph,23,48
164,2,6:13.0,Shooting foul by M. Turner (drawn by K. Middleton),,23,48
165,2,6:13.0,K. Middleton makes free throw 1 of 3,,24,48
166,2,6:13.0,K. Middleton makes free throw 2 of 3,,25,48
167,2,6:13.0,K. Middleton makes free throw 3 of 3,,26,48
168,2,5:59.0,,Turnover by V. Oladipo (bad pass),26,48
169,2,5:51.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,28,48
170,2,5:32.0,,T. Young misses 2-pt layup from 1 ft,28,48
171,2,5:31.0,,Offensive rebound by M. Turner,28,48
172,2,5:31.0,,Shooting foul by M. Brogdon (drawn by M. Turner),28,48
173,2,5:31.0,,M. Turner misses free throw 1 of 2,28,48
174,2,5:31.0,,Offensive rebound by Team,28,48
175,2,5:31.0,,M. Turner makes free throw 2 of 2,28,49
176,2,5:20.0,E. Bledsoe misses 2-pt layup from 1 ft,,28,49
177,2,5:19.0,Offensive rebound by J. Henson,,28,49
178,2,5:19.0,J. Henson makes 2-pt layup at rim,,30,49
179,2,5:06.0,,V. Oladipo makes 2-pt jump shot from 19 ft,30,51
180,2,4:52.0,E. Bledsoe misses 3-pt jump shot from 28 ft,,30,51
181,2,4:49.0,,Defensive rebound by B. Bogdanović,30,51
182,2,4:46.0,,T. Young makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),30,54
183,2,4:18.0,Turnover by Team (shot clock),,30,54
184,2,3:51.0,,Turnover by V. Oladipo (turnover; steal by E. Bledsoe),30,54
185,2,3:45.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,30,54
186,2,3:41.0,,Defensive rebound by B. Bogdanović,30,54
187,2,3:35.0,,V. Oladipo makes 2-pt layup from 1 ft,30,56
188,2,3:16.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,30,56
189,2,3:13.0,Offensive rebound by J. Henson,,30,56
190,2,3:10.0,J. Henson makes 2-pt hook shot from 6 ft,,32,56
191,2,2:56.0,,T. Young misses 2-pt layup from 1 ft (block by G. Antetokounmpo),32,56
192,2,2:53.0,Defensive rebound by K. Middleton,,32,56
193,2,2:48.0,M. Brogdon makes 2-pt jump shot from 11 ft (assist by K. Middleton),,34,56
194,2,2:29.0,,B. Bogdanović misses 3-pt jump shot from 31 ft,34,56
195,2,2:25.0,,Offensive rebound by M. Turner,34,56
196,2,2:24.0,,M. Turner makes 2-pt layup from 1 ft,34,58
197,2,2:04.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,34,58
198,2,2:04.0,G. Antetokounmpo makes free throw 1 of 2,,35,58
199,2,2:04.0,,C. Joseph enters the game for V. Oladipo,35,58
200,2,2:04.0,G. Antetokounmpo makes free throw 2 of 2,,36,58
201,2,1:55.0,,C. Joseph makes 2-pt jump shot from 17 ft,36,60
202,2,1:34.0,K. Middleton misses 3-pt jump shot from 23 ft,,36,60
203,2,1:31.0,Offensive rebound by M. Brogdon,,36,60
204,2,1:28.0,,Violation by B. Bogdanović (kicked ball),36,60
205,2,1:28.0,,L. Stephenson enters the game for T. Young,36,60
206,2,1:21.0,K. Middleton misses 2-pt jump shot from 8 ft,,36,60
207,2,1:19.0,,Defensive rebound by C. Joseph,36,60
208,2,1:04.0,,B. Bogdanović makes 2-pt layup at rim (assist by C. Joseph),36,62
209,2,0:53.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Henson),,38,62
210,2,0:31.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,38,62
211,2,0:27.0,,Offensive rebound by D. Collison,38,62
212,2,0:08.0,,D. Collison misses 2-pt jump shot from 18 ft,38,62
213,2,0:06.0,,Offensive rebound by C. Joseph,38,62
214,2,0:02.0,,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by C. Joseph),38,64
215,2,0:00.0,J. Henson misses 3-pt jump shot from 54 ft,,38,64
216,2,0:00.0,Offensive rebound by Team,,38,64
217,3,11:51.0,M. Brogdon makes 2-pt layup from 1 ft (assist by E. Bledsoe),,40,64
218,3,11:28.0,,V. Oladipo misses 3-pt jump shot from 27 ft,40,64
219,3,11:26.0,Defensive rebound by K. Middleton,,40,64
220,3,11:18.0,J. Henson makes 2-pt dunk from 1 ft (assist by K. Middleton),,42,64
221,3,11:01.0,,T. Young misses 2-pt layup from 1 ft,42,64
222,3,10:58.0,Defensive rebound by J. Henson,,42,64
223,3,10:50.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,42,64
224,3,10:47.0,,Defensive rebound by M. Turner,42,64
225,3,10:44.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Collison),42,66
226,3,10:28.0,Turnover by E. Bledsoe (out of bounds lost ball),,42,66
227,3,10:11.0,,Turnover by V. Oladipo (bad pass; steal by E. Bledsoe),42,66
228,3,10:07.0,Turnover by E. Bledsoe (bad pass; steal by D. Collison),,42,66
229,3,9:54.0,,Turnover by T. Young (traveling),42,66
230,3,9:33.0,E. Bledsoe misses 3-pt jump shot from 30 ft,,42,66
231,3,9:29.0,,Defensive rebound by M. Turner,42,66
232,3,9:12.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),42,68
233,3,8:57.0,M. Brogdon misses 2-pt jump shot from 10 ft,,42,68
234,3,8:55.0,,Defensive rebound by V. Oladipo,42,68
235,3,8:52.0,Offensive charge foul by M. Turner (drawn by E. Bledsoe),,42,68
236,3,8:52.0,,Turnover by M. Turner (offensive foul),42,68
237,3,8:39.0,J. Henson makes 2-pt hook shot from 10 ft (assist by M. Brogdon),,44,68
238,3,8:31.0,,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),44,70
239,3,8:29.0,Milwaukee full timeout,,44,70
240,3,8:05.0,G. Antetokounmpo makes 2-pt jump shot from 14 ft,,46,70
241,3,7:39.0,,M. Turner misses 3-pt jump shot from 29 ft,46,70
242,3,7:36.0,Defensive rebound by G. Antetokounmpo,,46,70
243,3,7:21.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,46,70
244,3,7:19.0,,Defensive rebound by M. Turner,46,70
245,3,7:02.0,,Shooting foul by E. Bledsoe (drawn by V. Oladipo),46,70
246,3,7:02.0,,Indiana full timeout,46,70
247,3,7:02.0,,V. Oladipo makes free throw 1 of 2,46,71
248,3,7:02.0,,V. Oladipo makes free throw 2 of 2,46,72
249,3,6:37.0,E. Bledsoe misses 2-pt jump shot from 6 ft,,46,72
250,3,6:34.0,,Defensive rebound by V. Oladipo,46,72
251,3,6:31.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),46,74
252,3,6:31.0,,Shooting foul by M. Brogdon (drawn by T. Young),46,74
253,3,6:31.0,,T. Young misses free throw 1 of 1,46,74
254,3,6:29.0,Defensive rebound by J. Henson,,46,74
255,3,6:12.0,Turnover by J. Henson (bad pass; steal by V. Oladipo),,46,74
256,3,6:11.0,,Personal foul by M. Brogdon (drawn by V. Oladipo),46,74
257,3,6:02.0,,Turnover by T. Young (bad pass; steal by E. Bledsoe),46,74
258,3,5:56.0,E. Bledsoe makes 2-pt layup from 3 ft,,48,74
259,3,5:43.0,,Turnover by D. Collison (bad pass; steal by G. Antetokounmpo),48,74
260,3,5:37.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,50,74
261,3,5:20.0,,Personal foul by M. Brogdon (drawn by T. Young),50,74
262,3,5:16.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),50,76
263,3,5:02.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,52,76
264,3,4:49.0,,Personal foul by E. Bledsoe (drawn by B. Bogdanović),52,76
265,3,4:49.0,,B. Bogdanović makes free throw 1 of 2,52,77
266,3,4:49.0,T. Snell enters the game for M. Brogdon,,52,77
267,3,4:49.0,,B. Bogdanović makes free throw 2 of 2,52,78
268,3,4:29.0,K. Middleton misses 3-pt jump shot from 26 ft,,52,78
269,3,4:27.0,,Defensive rebound by T. Young,52,78
270,3,4:16.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by B. Bogdanović),52,80
271,3,4:06.0,Shooting block foul by M. Turner (drawn by G. Antetokounmpo),,52,80
272,3,4:06.0,G. Antetokounmpo makes free throw 1 of 2,,53,80
273,3,4:06.0,,D. Sabonis enters the game for M. Turner,53,80
274,3,4:06.0,,C. Joseph enters the game for B. Bogdanović,53,80
275,3,4:06.0,G. Antetokounmpo makes free throw 2 of 2,,54,80
276,3,3:51.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by V. Oladipo),54,83
277,3,3:42.0,K. Middleton makes 2-pt jump shot from 12 ft,,56,83
278,3,3:42.0,Shooting foul by V. Oladipo (drawn by K. Middleton),,56,83
279,3,3:42.0,K. Middleton misses free throw 1 of 1,,56,83
280,3,3:40.0,,Defensive rebound by T. Young,56,83
281,3,3:30.0,,V. Oladipo misses 2-pt layup at rim (block by J. Henson),56,83
282,3,3:28.0,Defensive rebound by K. Middleton,,56,83
283,3,3:24.0,K. Middleton makes 2-pt layup at rim,,58,83
284,3,3:09.0,,Turnover by D. Sabonis (traveling),58,83
285,3,3:02.0,Turnover by G. Antetokounmpo (bad pass),,58,83
286,3,2:41.0,,D. Collison misses 2-pt jump shot from 13 ft,58,83
287,3,2:38.0,Defensive rebound by K. Middleton,,58,83
288,3,2:29.0,K. Middleton misses 3-pt jump shot from 26 ft,,58,83
289,3,2:27.0,,Defensive rebound by D. Sabonis,58,83
290,3,2:17.0,,T. Young misses 3-pt jump shot from 22 ft,58,83
291,3,2:13.0,Defensive rebound by G. Antetokounmpo,,58,83
292,3,2:10.0,Personal foul by D. Collison (drawn by G. Antetokounmpo),,58,83
293,3,2:10.0,,L. Stephenson enters the game for D. Collison,58,83
294,3,2:07.0,Personal foul by C. Joseph (drawn by G. Antetokounmpo),,58,83
295,3,2:02.0,E. Bledsoe makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,61,83
296,3,1:41.0,,Personal foul by E. Bledsoe (drawn by C. Joseph),61,83
297,3,1:41.0,,C. Joseph misses free throw 1 of 2,61,83
298,3,1:41.0,,Offensive rebound by Team,61,83
299,3,1:41.0,M. Dellavedova enters the game for E. Bledsoe,,61,83
300,3,1:41.0,,C. Joseph makes free throw 2 of 2,61,84
301,3,1:22.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,61,84
302,3,1:18.0,,Defensive rebound by L. Stephenson,61,84
303,3,1:02.0,,V. Oladipo misses 3-pt jump shot from 26 ft,61,84
304,3,0:59.0,Defensive rebound by G. Antetokounmpo,,61,84
305,3,0:55.0,Personal foul by T. Young (drawn by G. Antetokounmpo),,61,84
306,3,0:55.0,G. Antetokounmpo makes free throw 1 of 2,,62,84
307,3,0:55.0,,T. Leaf enters the game for T. Young,62,84
308,3,0:55.0,M. Brogdon enters the game for K. Middleton,,62,84
309,3,0:55.0,T. Maker enters the game for J. Henson,,62,84
310,3,0:55.0,G. Antetokounmpo makes free throw 2 of 2,,63,84
311,3,0:36.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),63,86
312,3,0:36.0,,Shooting foul by T. Snell (drawn by D. Sabonis),63,86
313,3,0:36.0,,D. Sabonis misses free throw 1 of 1,63,86
314,3,0:34.0,Defensive rebound by M. Dellavedova,,63,86
315,3,0:13.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,63,86
316,3,0:13.0,G. Antetokounmpo makes free throw 1 of 2,,64,86
317,3,0:13.0,G. Antetokounmpo makes free throw 2 of 2,,65,86
318,3,0:00.0,,V. Oladipo makes 2-pt jump shot from 13 ft,65,88
319,4,11:39.0,,Turnover by L. Stephenson (bad pass; steal by S. Brown),65,88
320,4,11:39.0,Personal take foul by T. Leaf (drawn by S. Brown),,65,88
321,4,11:23.0,T. Snell misses 3-pt jump shot from 26 ft,,65,88
322,4,11:20.0,,Defensive rebound by J. Young,65,88
323,4,11:17.0,,Personal foul by M. Brogdon (drawn by L. Stephenson),65,88
324,4,11:17.0,,Technical foul by L. Stephenson,65,88
325,4,11:17.0,M. Brogdon misses technical free throw,,65,88
326,4,11:17.0,,Defensive rebound by Team,65,88
327,4,11:07.0,,D. Sabonis misses 2-pt jump shot from 17 ft,65,88
328,4,11:03.0,Defensive rebound by M. Brogdon,,65,88
329,4,10:56.0,S. Brown makes 3-pt jump shot from 22 ft,,68,88
330,4,10:37.0,,D. Sabonis makes 2-pt jump shot from 12 ft (assist by J. Young),68,90
331,4,10:19.0,T. Maker misses 2-pt dunk at rim,,68,90
332,4,10:16.0,,Defensive rebound by C. Joseph,68,90
333,4,10:11.0,,C. Joseph makes 2-pt jump shot from 17 ft,68,92
334,4,9:56.0,M. Brogdon makes 2-pt layup from 1 ft (assist by M. Dellavedova),,70,92
335,4,9:38.0,,D. Sabonis makes 2-pt layup from 1 ft,70,94
336,4,9:16.0,Shooting foul by T. Leaf (drawn by T. Maker),,70,94
337,4,9:16.0,T. Maker misses free throw 1 of 2,,70,94
338,4,9:16.0,Offensive rebound by Team,,70,94
339,4,9:16.0,T. Maker makes free throw 2 of 2,,71,94
340,4,9:00.0,,C. Joseph misses 3-pt jump shot from 22 ft,71,94
341,4,8:56.0,Defensive rebound by T. Maker,,71,94
342,4,8:41.0,Turnover by M. Dellavedova (bad pass; steal by L. Stephenson),,71,94
343,4,8:34.0,,T. Leaf misses 2-pt layup from 1 ft,71,94
344,4,8:31.0,,Offensive rebound by D. Sabonis,71,94
345,4,8:31.0,,D. Sabonis misses 2-pt layup at rim,71,94
346,4,8:29.0,Defensive rebound by T. Snell,,71,94
347,4,8:21.0,T. Snell misses 3-pt jump shot from 29 ft,,71,94
348,4,8:19.0,,Defensive rebound by D. Sabonis,71,94
349,4,8:05.0,,Shooting foul by S. Brown (drawn by J. Young),71,94
350,4,8:05.0,,J. Young makes free throw 1 of 2,71,95
351,4,8:05.0,S. Kilpatrick enters the game for M. Dellavedova,,71,95
352,4,8:05.0,,J. Young makes free throw 2 of 2,71,96
353,4,7:51.0,M. Brogdon misses 2-pt layup from 1 ft,,71,96
354,4,7:47.0,,Defensive rebound by J. Young,71,96
355,4,7:38.0,,J. Young misses 3-pt jump shot from 28 ft,71,96
356,4,7:35.0,Defensive rebound by M. Brogdon,,71,96
357,4,7:29.0,S. Brown makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,74,96
358,4,7:13.0,,D. Sabonis makes 3-pt jump shot from 27 ft (assist by J. Young),74,99
359,4,6:55.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by T. Maker),,77,99
360,4,6:34.0,,J. Young misses 2-pt layup from 1 ft (block by T. Maker),77,99
361,4,6:32.0,,Offensive rebound by T. Leaf,77,99
362,4,6:30.0,,T. Leaf makes 2-pt hook shot from 1 ft,77,101
363,4,6:16.0,Shooting foul by L. Stephenson (drawn by T. Snell),,77,101
364,4,6:16.0,,Indiana full timeout,77,101
365,4,6:16.0,T. Snell makes free throw 1 of 2,,78,101
366,4,6:16.0,T. Snell makes free throw 2 of 2,,79,101
367,4,6:02.0,,Personal block foul by S. Brown (drawn by T. Leaf),79,101
368,4,5:49.0,,C. Joseph misses 2-pt jump shot from 18 ft,79,101
369,4,5:45.0,Defensive rebound by M. Brogdon,,79,101
370,4,5:25.0,S. Brown makes 2-pt jump shot from 18 ft,,81,101
371,4,5:03.0,,D. Sabonis misses 2-pt hook shot from 6 ft,81,101
372,4,5:00.0,Defensive rebound by S. Kilpatrick,,81,101
