,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
371,4,4:55.0,Turnover by E. Bledsoe (bad pass; steal by R. Gay),,87,82
372,4,4:38.0,,Turnover by D. Green (lost ball; steal by J. Henson),87,82
373,4,4:22.0,K. Middleton misses 3-pt jump shot from 25 ft,,87,82
374,4,4:19.0,,Defensive rebound by L. Aldridge,87,82
375,4,4:06.0,,P. Mills misses 3-pt jump shot from 25 ft,87,82
376,4,4:06.0,Defensive rebound by J. Henson,,87,82
377,4,3:51.0,E. Bledsoe misses 2-pt layup from 3 ft,,87,82
378,4,3:51.0,,Defensive rebound by L. Aldridge,87,82
379,4,3:36.0,,R. Gay misses 3-pt jump shot from 23 ft,87,82
380,4,3:36.0,,Offensive rebound by L. Aldridge,87,82
381,4,3:28.0,,L. Aldridge makes 2-pt jump shot from 14 ft,87,84
382,4,3:11.0,Shooting foul by R. Gay (drawn by G. Antetokounmpo),,87,84
383,4,3:11.0,G. Antetokounmpo misses free throw 1 of 2,,87,84
384,4,3:11.0,Offensive rebound by Team,,87,84
385,4,3:11.0,,K. Anderson enters the game for R. Gay,87,84
386,4,3:11.0,G. Antetokounmpo makes free throw 2 of 2,,88,84
387,4,2:56.0,,D. Green misses 3-pt jump shot from 25 ft,88,84
388,4,2:54.0,Defensive rebound by Team,,88,84
389,4,2:37.0,K. Middleton misses 2-pt jump shot from 16 ft,,88,84
390,4,2:35.0,Offensive rebound by G. Antetokounmpo,,88,84
391,4,2:35.0,Shooting foul by M. Ginóbili (drawn by G. Antetokounmpo),,88,84
392,4,2:35.0,G. Antetokounmpo misses free throw 1 of 2,,88,84
393,4,2:35.0,Offensive rebound by Team,,88,84
394,4,2:35.0,G. Antetokounmpo makes free throw 2 of 2,,89,84
395,4,2:26.0,,M. Ginóbili makes 2-pt jump shot from 4 ft (assist by P. Mills),89,86
396,4,2:26.0,,Shooting foul by J. Henson (drawn by M. Ginóbili),89,86
397,4,2:26.0,,M. Ginóbili makes free throw 1 of 1,89,87
398,4,2:05.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,89,87
399,4,2:01.0,,Defensive rebound by K. Anderson,89,87
400,4,1:57.0,,P. Mills misses 3-pt jump shot from 24 ft,89,87
401,4,1:52.0,Defensive rebound by J. Henson,,89,87
402,4,1:49.0,Milwaukee full timeout,,89,87
403,4,1:40.0,E. Bledsoe makes 2-pt jump shot from 13 ft (assist by J. Henson),,91,87
404,4,1:26.0,,D. Green misses 3-pt jump shot from 27 ft,91,87
405,4,1:22.0,Defensive rebound by G. Antetokounmpo,,91,87
406,4,1:06.0,Personal foul by K. Anderson (drawn by G. Antetokounmpo),,91,87
407,4,0:55.0,K. Middleton makes 2-pt jump shot from 20 ft (assist by J. Henson),,93,87
408,4,0:55.0,,San Antonio full timeout,93,87
409,4,0:55.0,,R. Gay enters the game for M. Ginóbili,93,87
410,4,0:49.0,,K. Anderson misses 2-pt jump shot from 4 ft (block by J. Henson),93,87
411,4,0:46.0,Defensive rebound by J. Henson,,93,87
412,4,0:44.0,Milwaukee full timeout,,93,87
413,4,0:44.0,,M. Ginóbili enters the game for K. Anderson,93,87
414,4,0:29.0,Turnover by E. Bledsoe (bad pass),,93,87
415,4,0:22.0,,R. Gay misses 2-pt jump shot from 5 ft,93,87
416,4,0:19.0,Defensive rebound by K. Middleton,,93,87
417,4,0:14.0,Personal foul by P. Mills (drawn by K. Middleton),,93,87
418,4,0:14.0,,K. Anderson enters the game for P. Mills,93,87
419,4,0:14.0,,B. Paul enters the game for L. Aldridge,93,87
420,4,0:14.0,,B. Forbes enters the game for D. Green,93,87
421,4,0:14.0,,D. Bertāns enters the game for M. Ginóbili,93,87
422,4,0:14.0,D. Wilson enters the game for E. Bledsoe,,93,87
423,4,0:14.0,T. Maker enters the game for M. Brogdon,,93,87
424,4,0:14.0,R. Vaughn enters the game for J. Henson,,93,87
425,4,0:14.0,D. Liggins enters the game for G. Antetokounmpo,,93,87
426,4,0:14.0,K. Middleton makes free throw 1 of 2,,94,87
427,4,0:14.0,K. Middleton misses free throw 2 of 2,,94,87
428,4,0:11.0,,Defensive rebound by K. Anderson,94,87
429,4,0:07.0,,D. Bertāns misses 3-pt jump shot from 25 ft,94,87
430,4,0:03.0,Defensive rebound by T. Maker,,94,87
