,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
53,1,5:17.0,R. Rondo misses 3-pt jump shot from 23 ft,,11,17
54,1,5:15.0,Offensive rebound by R. Rondo,,11,17
55,1,5:10.0,Turnover by R. Rondo (lost ball; steal by J. Jack),,11,17
56,1,5:08.0,,T. Hardaway misses 3-pt jump shot from 22 ft (block by A. Davis),11,17
57,1,5:07.0,,Offensive rebound by Team,11,17
58,1,4:58.0,,Turnover by J. Jack (bad pass; steal by R. Rondo),11,17
59,1,4:45.0,D. Miller misses 2-pt jump shot from 13 ft,,11,17
60,1,4:45.0,,Defensive rebound by Team,11,17
61,1,4:31.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,11,17
62,1,4:28.0,Defensive rebound by D. Cousins,,11,17
63,1,4:23.0,A. Davis makes 2-pt layup from 2 ft (assist by R. Rondo),,13,17
64,1,4:14.0,,Turnover by K. Porziņģis (out of bounds lost ball),13,17
65,1,4:02.0,E. Moore misses 3-pt jump shot from 24 ft,,13,17
66,1,3:59.0,,Defensive rebound by L. Thomas,13,17
67,1,3:55.0,,T. Hardaway misses 3-pt jump shot from 24 ft,13,17
68,1,3:55.0,Defensive rebound by D. Cousins,,13,17
69,1,3:34.0,R. Rondo misses 3-pt jump shot from 23 ft,,13,17
70,1,3:31.0,,Defensive rebound by E. Freedom,13,17
71,1,3:27.0,,J. Jack makes 3-pt jump shot from 25 ft,13,20
72,1,3:14.0,D. Cousins misses 3-pt jump shot from 26 ft,,13,20
73,1,3:11.0,,Defensive rebound by T. Hardaway,13,20
74,1,3:02.0,,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by T. Hardaway),13,22
75,1,2:48.0,Turnover by E. Moore (bad pass; steal by K. Porziņģis),,13,22
76,1,2:45.0,New Orleans full timeout,,13,22
77,1,2:45.0,,D. McDermott enters the game for L. Thomas,13,22
78,1,2:45.0,,K. O'Quinn enters the game for E. Freedom,13,22
79,1,2:45.0,,F. Ntilikina enters the game for J. Jack,13,22
80,1,2:45.0,D. Cunningham enters the game for E. Moore,,13,22
81,1,2:45.0,J. Holiday enters the game for D. Cousins,,13,22
82,1,2:45.0,I. Clark enters the game for R. Rondo,,13,22
83,1,2:31.0,,T. Hardaway misses 3-pt jump shot from 26 ft,13,22
84,1,2:31.0,Defensive rebound by A. Davis,,13,22
85,1,2:09.0,Turnover by A. Davis (lost ball; steal by T. Hardaway),,13,22
86,1,2:08.0,,D. McDermott misses 2-pt layup from 1 ft,13,22
87,1,2:07.0,,Offensive rebound by T. Hardaway,13,22
88,1,2:06.0,,T. Hardaway makes 2-pt layup at rim,13,24
89,1,1:50.0,D. Miller misses 3-pt jump shot from 25 ft,,13,24
90,1,1:50.0,,Defensive rebound by K. Porziņģis,13,24
91,1,1:42.0,,T. Hardaway misses 3-pt jump shot from 25 ft,13,24
92,1,1:42.0,Defensive rebound by A. Davis,,13,24
93,1,1:33.0,A. Davis misses 2-pt jump shot from 19 ft,,13,24
94,1,1:33.0,,Defensive rebound by F. Ntilikina,13,24
95,1,1:23.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),13,27
96,1,1:05.0,I. Clark misses 3-pt jump shot from 25 ft,,13,27
97,1,1:03.0,,Defensive rebound by F. Ntilikina,13,27
98,1,0:55.0,,Turnover by F. Ntilikina (bad pass; steal by J. Holiday),13,27
99,1,0:49.0,I. Clark misses 3-pt jump shot from 24 ft,,13,27
100,1,0:46.0,,Defensive rebound by T. Hardaway,13,27
101,1,0:25.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,13,27
102,1,0:23.0,,Offensive rebound by Team,13,27
103,1,0:03.0,,T. Hardaway makes 2-pt layup from 3 ft,13,29
104,1,0:00.0,J. Holiday misses 3-pt jump shot from 37 ft,,13,29
105,1,0:00.0,Offensive rebound by Team,,13,29
106,2,11:44.0,D. Miller makes 2-pt jump shot from 18 ft (assist by D. Cousins),,15,29
107,2,11:22.0,,T. Hardaway misses 2-pt jump shot from 10 ft,15,29
108,2,11:20.0,,Offensive rebound by K. O'Quinn,15,29
109,2,11:18.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,15,29
110,2,11:17.0,,Offensive rebound by Team,15,29
111,2,11:17.0,Loose ball foul by I. Clark (drawn by K. O'Quinn),,15,29
112,2,11:13.0,,Turnover by K. O'Quinn (bad pass; steal by D. Cousins),15,29
113,2,11:13.0,Personal foul by K. O'Quinn (drawn by D. Cousins),,15,29
114,2,11:08.0,Personal foul by F. Ntilikina (drawn by J. Holiday),,15,29
115,2,10:55.0,D. Cousins misses 2-pt hook shot from 6 ft,,15,29
116,2,10:54.0,Offensive rebound by Team,,15,29
117,2,10:48.0,J. Holiday misses 3-pt jump shot from 25 ft,,15,29
118,2,10:46.0,,Defensive rebound by K. O'Quinn,15,29
119,2,10:31.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by T. Hardaway),15,32
120,2,10:22.0,J. Holiday makes 2-pt layup from 1 ft (assist by I. Clark),,17,32
121,2,10:22.0,Shooting foul by K. O'Quinn (drawn by J. Holiday),,17,32
122,2,10:22.0,,C. Lee enters the game for T. Hardaway,17,32
123,2,10:22.0,J. Holiday makes free throw 1 of 1,,18,32
124,2,10:10.0,,D. McDermott makes 2-pt layup at rim (assist by K. O'Quinn),18,34
125,2,9:56.0,J. Holiday makes 2-pt layup from 1 ft (assist by I. Clark),,20,34
126,2,9:38.0,,Turnover by M. Beasley (lost ball; steal by J. Holiday),20,34
127,2,9:35.0,Shooting foul by D. McDermott (drawn by I. Clark),,20,34
128,2,9:35.0,I. Clark misses free throw 1 of 2,,20,34
129,2,9:35.0,Offensive rebound by Team,,20,34
130,2,9:35.0,I. Clark makes free throw 2 of 2,,21,34
131,2,9:27.0,,Turnover by D. McDermott (bad pass; steal by D. Cousins),21,34
132,2,9:24.0,D. Cousins makes 2-pt layup from 1 ft,,23,34
133,2,9:08.0,,Turnover by F. Ntilikina (lost ball; steal by D. Cousins),23,34
134,2,8:58.0,D. Cousins misses 3-pt jump shot from 25 ft,,23,34
135,2,8:56.0,,Defensive rebound by M. Beasley,23,34
136,2,8:43.0,,M. Beasley misses 2-pt jump shot from 7 ft (block by J. Holiday),23,34
137,2,8:42.0,,Offensive rebound by Team,23,34
138,2,8:42.0,A. Davis enters the game for I. Clark,,23,34
139,2,8:42.0,E. Moore enters the game for D. Cunningham,,23,34
140,2,8:35.0,,C. Lee makes 2-pt jump shot from 19 ft (assist by M. Beasley),23,36
141,2,8:21.0,A. Davis makes 2-pt jump shot from 11 ft,,25,36
142,2,8:03.0,,K. O'Quinn makes 2-pt layup at rim (assist by F. Ntilikina),25,38
143,2,7:55.0,A. Davis misses 2-pt layup from 1 ft (block by K. O'Quinn),,25,38
144,2,7:53.0,,Defensive rebound by M. Beasley,25,38
145,2,7:49.0,,Turnover by M. Beasley (bad pass; steal by A. Davis),25,38
146,2,7:44.0,Turnover by A. Davis (lost ball; steal by D. McDermott),,25,38
147,2,7:34.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,25,38
148,2,7:32.0,Defensive rebound by A. Davis,,25,38
149,2,7:25.0,,Violation by F. Ntilikina (kicked ball),25,38
150,2,7:15.0,J. Holiday makes 2-pt jump shot from 16 ft,,27,38
151,2,7:07.0,,New York full timeout,27,38
152,2,7:07.0,,J. Jack enters the game for K. O'Quinn,27,38
153,2,7:07.0,,T. Hardaway enters the game for F. Ntilikina,27,38
154,2,7:07.0,,E. Freedom enters the game for D. McDermott,27,38
155,2,6:59.0,,C. Lee misses 3-pt jump shot from 23 ft,27,38
156,2,6:57.0,Defensive rebound by A. Davis,,27,38
157,2,6:47.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Cousins),,30,38
158,2,6:27.0,,M. Beasley misses 3-pt jump shot from 25 ft,30,38
159,2,6:27.0,Defensive rebound by A. Davis,,30,38
160,2,6:18.0,Personal foul by T. Hardaway (drawn by A. Davis),,30,38
161,2,6:18.0,,K. Porziņģis enters the game for M. Beasley,30,38
162,2,6:18.0,A. Davis makes free throw 1 of 2,,31,38
163,2,6:18.0,A. Davis makes free throw 2 of 2,,32,38
164,2,6:05.0,,Shooting foul by J. Holiday (drawn by J. Jack),32,38
165,2,6:05.0,,J. Jack makes free throw 1 of 2,32,39
166,2,6:05.0,,J. Jack makes free throw 2 of 2,32,40
167,2,5:52.0,J. Holiday misses 2-pt layup from 2 ft (block by K. Porziņģis),,32,40
168,2,5:50.0,,Defensive rebound by J. Jack,32,40
169,2,5:49.0,,Shooting foul by D. Miller (drawn by T. Hardaway),32,40
170,2,5:49.0,,T. Hardaway makes free throw 1 of 2,32,41
171,2,5:49.0,,T. Hardaway misses free throw 2 of 2,32,41
172,2,5:47.0,Defensive rebound by D. Cousins,,32,41
173,2,5:34.0,E. Moore misses 2-pt layup from 1 ft (block by K. Porziņģis),,32,41
174,2,5:32.0,,Defensive rebound by C. Lee,32,41
175,2,5:24.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,32,41
176,2,5:22.0,Defensive rebound by D. Cousins,,32,41
177,2,5:11.0,Turnover by A. Davis (lost ball; steal by T. Hardaway),,32,41
178,2,5:10.0,,Personal foul by J. Holiday (drawn by T. Hardaway),32,41
179,2,5:10.0,R. Rondo enters the game for J. Holiday,,32,41
180,2,4:54.0,,E. Freedom makes 2-pt hook shot from 10 ft,32,43
181,2,4:46.0,R. Rondo makes 2-pt layup at rim,,34,43
182,2,4:34.0,,J. Jack makes 2-pt jump shot from 9 ft,34,45
183,2,4:25.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,36,45
184,2,4:16.0,,J. Jack misses 2-pt jump shot from 8 ft,36,45
185,2,4:14.0,,Offensive rebound by E. Freedom,36,45
186,2,4:12.0,,E. Freedom makes 2-pt hook shot from 6 ft,36,47
187,2,3:50.0,Shooting foul by E. Freedom (drawn by D. Cousins),,36,47
188,2,3:50.0,,L. Thomas enters the game for C. Lee,36,47
189,2,3:50.0,D. Cousins misses free throw 1 of 2,,36,47
190,2,3:50.0,Offensive rebound by Team,,36,47
191,2,3:50.0,D. Cousins makes free throw 2 of 2,,37,47
192,2,3:35.0,,Turnover by T. Hardaway (bad pass; steal by A. Davis),37,47
193,2,3:27.0,E. Moore makes 2-pt jump shot from 6 ft,,39,47
194,2,3:11.0,,L. Thomas makes 2-pt dunk at rim (assist by J. Jack),39,49
195,2,3:06.0,New Orleans full timeout,,39,49
196,2,2:59.0,Personal foul by T. Hardaway (drawn by D. Cousins),,39,49
197,2,2:59.0,D. Cousins makes free throw 1 of 2,,40,49
198,2,2:59.0,D. Cousins misses free throw 2 of 2,,40,49
199,2,2:57.0,,Defensive rebound by L. Thomas,40,49
200,2,2:51.0,,Turnover by K. Porziņģis (bad pass; steal by D. Cousins),40,49
201,2,2:45.0,Turnover by D. Cousins (bad pass; steal by K. Porziņģis),,40,49
202,2,2:41.0,,Shooting foul by D. Miller (drawn by T. Hardaway),40,49
203,2,2:41.0,J. Holiday enters the game for D. Miller,,40,49
204,2,2:41.0,,T. Hardaway makes free throw 1 of 2,40,50
205,2,2:41.0,,T. Hardaway makes free throw 2 of 2,40,51
206,2,2:23.0,Turnover by D. Cousins (offensive goaltending),,40,51
207,2,2:12.0,,K. Porziņģis makes 2-pt jump shot from 19 ft (assist by T. Hardaway),40,53
208,2,2:00.0,Def 3 sec tech foul by J. Jack,,40,53
209,2,2:00.0,A. Davis misses technical free throw,,40,53
210,2,2:00.0,Offensive rebound by Team,,40,53
211,2,1:53.0,Turnover by J. Holiday (bad pass; steal by J. Jack),,40,53
212,2,1:45.0,,T. Hardaway makes 2-pt jump shot from 15 ft,40,55
213,2,1:34.0,Turnover by J. Holiday (bad pass),,40,55
214,2,1:31.0,,Turnover by J. Jack (bad pass; steal by D. Cousins),40,55
215,2,1:29.0,Turnover by R. Rondo (traveling),,40,55
216,2,1:21.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,40,55
217,2,1:19.0,Defensive rebound by J. Holiday,,40,55
218,2,1:13.0,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Holiday),,43,55
219,2,0:56.0,Offensive charge foul by K. Porziņģis (drawn by D. Cousins),,43,55
220,2,0:56.0,,Turnover by K. Porziņģis (offensive foul),43,55
221,2,0:36.0,D. Cousins makes 2-pt jump shot from 8 ft,,45,55
222,2,0:20.0,,J. Jack makes 2-pt jump shot from 22 ft,45,57
223,2,0:00.0,A. Davis makes 3-pt jump shot from 24 ft (assist by J. Holiday),,48,57
224,3,11:42.0,Turnover by D. Cousins (bad pass; steal by J. Jack),,48,57
225,3,11:31.0,,E. Freedom misses 2-pt hook shot from 2 ft,48,57
226,3,11:29.0,Defensive rebound by A. Davis,,48,57
227,3,11:15.0,A. Davis makes 2-pt jump shot from 21 ft (assist by J. Holiday),,50,57
228,3,11:13.0,,New York full timeout,50,57
229,3,11:02.0,,L. Thomas misses 2-pt layup from 1 ft,50,57
230,3,11:01.0,Defensive rebound by A. Davis,,50,57
231,3,11:01.0,Personal foul by L. Thomas (drawn by A. Davis),,50,57
232,3,10:47.0,A. Davis makes 2-pt layup from 1 ft (assist by E. Moore),,52,57
233,3,10:36.0,,J. Jack makes 2-pt jump shot from 16 ft,52,59
234,3,10:28.0,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),,54,59
235,3,10:10.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Jack),54,62
236,3,10:00.0,Personal foul by L. Thomas (drawn by R. Rondo),,54,62
237,3,9:51.0,J. Holiday makes 2-pt jump shot from 15 ft,,56,62
238,3,9:33.0,,J. Jack makes 2-pt layup at rim,56,64
239,3,9:18.0,D. Cousins misses 3-pt jump shot from 25 ft,,56,64
240,3,9:17.0,Offensive rebound by D. Cousins,,56,64
241,3,9:16.0,Shooting foul by L. Thomas (drawn by A. Davis),,56,64
242,3,9:16.0,A. Davis makes free throw 1 of 2,,57,64
243,3,9:16.0,A. Davis makes free throw 2 of 2,,58,64
244,3,9:07.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,58,64
245,3,9:05.0,,Offensive rebound by E. Freedom,58,64
246,3,9:05.0,,E. Freedom makes 2-pt layup at rim,58,66
247,3,8:55.0,A. Davis misses 3-pt jump shot from 24 ft,,58,66
248,3,8:55.0,,Defensive rebound by K. Porziņģis,58,66
249,3,8:49.0,,Turnover by J. Jack (traveling),58,66
250,3,8:40.0,J. Holiday makes 2-pt jump shot from 20 ft,,60,66
251,3,8:17.0,,J. Jack makes 3-pt jump shot from 23 ft (assist by L. Thomas),60,69
252,3,8:16.0,New Orleans full timeout,,60,69
253,3,8:00.0,Turnover by J. Holiday (bad pass; steal by K. Porziņģis),,60,69
254,3,8:00.0,,New York full timeout,60,69
255,3,7:48.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Lee),60,72
256,3,7:34.0,Personal foul by E. Freedom (drawn by A. Davis),,60,72
257,3,7:23.0,A. Davis makes 2-pt layup at rim (assist by E. Moore),,62,72
258,3,7:11.0,,C. Lee misses 2-pt jump shot from 18 ft,62,72
259,3,7:09.0,,Offensive rebound by C. Lee,62,72
260,3,7:09.0,,Turnover by C. Lee (bad pass),62,72
261,3,6:54.0,D. Cousins misses 2-pt hook shot from 4 ft,,62,72
262,3,6:52.0,Offensive rebound by A. Davis,,62,72
263,3,6:52.0,A. Davis misses 2-pt layup at rim,,62,72
264,3,6:51.0,,Defensive rebound by K. Porziņģis,62,72
265,3,6:51.0,,Personal foul by D. Cousins (drawn by E. Freedom),62,72
266,3,6:51.0,,T. Hardaway enters the game for C. Lee,62,72
267,3,6:38.0,,J. Jack makes 2-pt jump shot from 11 ft,62,74
268,3,6:14.0,E. Moore misses 3-pt jump shot from 25 ft,,62,74
269,3,6:12.0,Offensive rebound by A. Davis,,62,74
270,3,6:05.0,E. Moore misses 2-pt layup from 1 ft,,62,74
271,3,6:03.0,Offensive rebound by A. Davis,,62,74
272,3,6:03.0,A. Davis makes 2-pt layup at rim,,64,74
273,3,5:53.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by J. Jack),64,77
274,3,5:42.0,R. Rondo misses 2-pt layup at rim (block by L. Thomas),,64,77
275,3,5:40.0,,Defensive rebound by L. Thomas,64,77
276,3,5:35.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,64,77
277,3,5:34.0,,Offensive rebound by Team,64,77
278,3,5:34.0,Loose ball foul by D. Cousins (drawn by E. Freedom),,64,77
279,3,5:29.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by J. Jack),64,79
280,3,5:18.0,J. Holiday makes 2-pt layup from 3 ft,,66,79
281,3,5:18.0,Shooting foul by J. Jack (drawn by J. Holiday),,66,79
282,3,5:18.0,,K. O'Quinn enters the game for E. Freedom,66,79
283,3,5:18.0,D. Cunningham enters the game for D. Cousins,,66,79
284,3,5:18.0,J. Holiday makes free throw 1 of 1,,67,79
285,3,4:59.0,,Personal foul by E. Moore (drawn by K. Porziņģis),67,79
286,3,4:59.0,D. Miller enters the game for J. Holiday,,67,79
287,3,4:56.0,,Shooting foul by A. Davis (drawn by K. Porziņģis),67,79
288,3,4:56.0,,F. Ntilikina enters the game for J. Jack,67,79
289,3,4:56.0,,K. Porziņģis misses free throw 1 of 2,67,79
290,3,4:56.0,,Offensive rebound by Team,67,79
291,3,4:56.0,,K. Porziņģis makes free throw 2 of 2,67,80
292,3,4:43.0,A. Davis misses 2-pt jump shot from 16 ft,,67,80
293,3,4:41.0,,Defensive rebound by K. Porziņģis,67,80
294,3,4:33.0,,T. Hardaway misses 3-pt jump shot from 26 ft,67,80
295,3,4:31.0,Defensive rebound by R. Rondo,,67,80
296,3,4:26.0,Turnover by A. Davis (turnover),,67,80
297,3,4:26.0,,D. McDermott enters the game for L. Thomas,67,80
298,3,4:09.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by K. O'Quinn),67,82
299,3,4:04.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,69,82
300,3,3:57.0,,Shooting foul by E. Moore (drawn by T. Hardaway),69,82
301,3,3:57.0,,T. Hardaway makes free throw 1 of 2,69,83
302,3,3:57.0,,T. Hardaway makes free throw 2 of 2,69,84
303,3,3:46.0,R. Rondo makes 2-pt layup from 1 ft,,71,84
304,3,3:37.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),71,87
305,3,3:29.0,A. Davis makes 2-pt jump shot from 17 ft,,73,87
306,3,3:11.0,,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by F. Ntilikina),73,90
307,3,2:58.0,A. Davis misses 2-pt jump shot from 16 ft,,73,90
308,3,2:57.0,Offensive rebound by D. Cunningham,,73,90
309,3,2:53.0,D. Miller makes 2-pt jump shot from 16 ft,,75,90
310,3,2:30.0,,Shooting foul by D. Miller (drawn by K. O'Quinn),75,90
311,3,2:30.0,,K. O'Quinn makes free throw 1 of 2,75,91
312,3,2:30.0,,K. O'Quinn makes free throw 2 of 2,75,92
313,3,2:18.0,E. Moore makes 2-pt layup from 2 ft,,77,92
314,3,2:08.0,,Turnover by T. Hardaway (bad pass),77,92
315,3,2:08.0,I. Clark enters the game for R. Rondo,,77,92
316,3,2:08.0,J. Holiday enters the game for E. Moore,,77,92
317,3,1:56.0,Turnover by D. Miller (bad pass; steal by T. Hardaway),,77,92
318,3,1:54.0,,T. Hardaway makes 2-pt dunk at rim,77,94
319,3,1:35.0,A. Davis misses 2-pt jump shot from 5 ft,,77,94
320,3,1:33.0,,Defensive rebound by K. O'Quinn,77,94
321,3,1:22.0,,T. Hardaway makes 2-pt jump shot from 12 ft (assist by D. McDermott),77,96
322,3,1:12.0,J. Holiday misses 2-pt layup from 1 ft,,77,96
323,3,1:10.0,,Defensive rebound by D. McDermott,77,96
324,3,0:55.0,,K. Porziņģis misses 2-pt jump shot from 19 ft,77,96
325,3,0:52.0,Defensive rebound by I. Clark,,77,96
326,3,0:46.0,A. Davis makes 3-pt jump shot from 25 ft (assist by I. Clark),,80,96
327,3,0:28.0,,Turnover by T. Hardaway (lost ball; steal by J. Holiday),80,96
328,3,0:15.0,Shooting foul by K. O'Quinn (drawn by A. Davis),,80,96
329,3,0:15.0,A. Davis makes free throw 1 of 2,,81,96
330,3,0:15.0,A. Davis makes free throw 2 of 2,,82,96
331,3,0:01.0,,T. Hardaway misses 3-pt jump shot from 25 ft,82,96
332,3,0:01.0,,Offensive rebound by Team,82,96
333,4,11:48.0,,M. Beasley misses 2-pt jump shot from 15 ft,82,96
334,4,11:47.0,,Offensive rebound by K. O'Quinn,82,96
335,4,11:42.0,,L. Thomas misses 2-pt layup from 3 ft,82,96
336,4,11:41.0,Defensive rebound by A. Davis,,82,96
337,4,11:21.0,Shooting foul by K. O'Quinn (drawn by D. Cousins),,82,96
338,4,11:21.0,D. Cousins makes free throw 1 of 2,,83,96
339,4,11:21.0,D. Cousins makes free throw 2 of 2,,84,96
340,4,11:04.0,,Turnover by F. Ntilikina (bad pass; steal by J. Holiday),84,96
341,4,11:00.0,Turnover by J. Holiday (bad pass),,84,96
342,4,10:41.0,,K. O'Quinn misses 2-pt jump shot from 4 ft (block by A. Davis),84,96
343,4,10:39.0,Defensive rebound by I. Clark,,84,96
344,4,10:24.0,I. Clark misses 3-pt jump shot from 25 ft,,84,96
345,4,10:23.0,Offensive rebound by A. Davis,,84,96
346,4,10:21.0,Shooting foul by M. Beasley (drawn by A. Davis),,84,96
347,4,10:21.0,A. Davis makes free throw 1 of 2,,85,96
348,4,10:21.0,A. Davis makes free throw 2 of 2,,86,96
349,4,9:58.0,,C. Lee misses 2-pt jump shot from 12 ft (block by D. Cousins),86,96
350,4,9:57.0,,Offensive rebound by Team,86,96
351,4,9:56.0,,Turnover by Team (shot clock),86,96
352,4,9:39.0,E. Moore misses 2-pt layup from 1 ft,,86,96
353,4,9:37.0,,Defensive rebound by F. Ntilikina,86,96
354,4,9:32.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by M. Beasley),86,98
355,4,9:14.0,D. Cousins misses 2-pt layup at rim,,86,98
356,4,9:11.0,,Defensive rebound by F. Ntilikina,86,98
357,4,9:01.0,,Turnover by M. Beasley (bad pass; steal by D. Cousins),86,98
358,4,8:53.0,I. Clark makes 2-pt jump shot from 12 ft (assist by D. Cousins),,88,98
359,4,8:35.0,,M. Beasley misses 2-pt layup from 2 ft,88,98
360,4,8:33.0,Defensive rebound by D. Cousins,,88,98
361,4,8:23.0,A. Davis makes 2-pt jump shot from 21 ft,,90,98
362,4,8:19.0,,New York full timeout,90,98
363,4,8:19.0,,K. Porziņģis enters the game for K. O'Quinn,90,98
364,4,8:19.0,,E. Freedom enters the game for F. Ntilikina,90,98
365,4,8:19.0,,J. Jack enters the game for M. Beasley,90,98
366,4,7:59.0,,E. Freedom makes 2-pt jump shot from 14 ft (assist by C. Lee),90,100
367,4,7:44.0,J. Holiday makes 3-pt jump shot from 25 ft,,93,100
368,4,7:19.0,,E. Freedom misses 2-pt jump shot from 12 ft (block by D. Cousins),93,100
369,4,7:17.0,,Offensive rebound by L. Thomas,93,100
370,4,7:16.0,,L. Thomas misses 2-pt layup from 1 ft,93,100
371,4,7:15.0,Defensive rebound by J. Holiday,,93,100
372,4,7:07.0,A. Davis misses 3-pt jump shot from 25 ft,,93,100
373,4,7:06.0,,Defensive rebound by E. Freedom,93,100
374,4,6:54.0,,K. Porziņģis misses 2-pt jump shot from 13 ft (block by A. Davis),93,100
375,4,6:52.0,Defensive rebound by D. Cousins,,93,100
376,4,6:45.0,Shooting foul by E. Freedom (drawn by D. Cousins),,93,100
377,4,6:45.0,,T. Hardaway enters the game for L. Thomas,93,100
