,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
130,2,8:50.0,Defensive rebound by D. Cunningham,,36,28
131,2,8:41.0,J. Harris misses 3-pt jump shot from 25 ft,,36,28
132,2,8:37.0,,Defensive rebound by J. Jackson,36,28
133,2,8:25.0,,Turnover by J. Jackson (bad pass; steal by R. Hollis-Jefferson),36,28
134,2,8:22.0,Turnover by R. Hollis-Jefferson (bad pass; steal by G. Temple),,36,28
135,2,8:19.0,,D. Fox makes 2-pt layup from 1 ft,36,30
136,2,8:05.0,J. Harris misses 2-pt layup from 3 ft (block by D. Fox),,36,30
137,2,8:05.0,,Defensive rebound by Team,36,30
138,2,7:55.0,,K. Koufos misses 2-pt hook shot from 2 ft,36,30
139,2,7:55.0,,Offensive rebound by K. Koufos,36,30
140,2,7:54.0,,K. Koufos misses 2-pt layup from 2 ft,36,30
141,2,7:54.0,Defensive rebound by D. Cunningham,,36,30
142,2,7:43.0,C. LeVert makes 2-pt dunk from 1 ft (assist by J. Harris),,38,30
143,2,7:24.0,,K. Koufos makes 2-pt hook shot from 2 ft,38,32
144,2,7:08.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,,38,32
145,2,7:05.0,,Defensive rebound by J. Jackson,38,32
146,2,7:00.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by B. Hield),38,35
147,2,6:58.0,Brooklyn full timeout,,38,35
148,2,6:58.0,,S. Labissière enters the game for J. Jackson,38,35
149,2,6:58.0,A. Crabbe enters the game for D. Russell,,38,35
150,2,6:58.0,J. Allen enters the game for R. Hollis-Jefferson,,38,35
151,2,6:44.0,C. LeVert misses 2-pt jump shot from 6 ft,,38,35
152,2,6:42.0,Offensive rebound by C. LeVert,,38,35
153,2,6:42.0,C. LeVert misses 2-pt jump shot from 2 ft (block by K. Koufos),,38,35
154,2,6:42.0,Offensive rebound by Team,,38,35
155,2,6:35.0,C. LeVert misses 3-pt jump shot from 25 ft,,38,35
156,2,6:31.0,,Defensive rebound by B. Hield,38,35
157,2,6:20.0,,D. Fox makes 2-pt jump shot from 19 ft (assist by B. Hield),38,37
158,2,5:50.0,Turnover by J. Allen (bad pass; steal by S. Labissière),,38,37
159,2,5:36.0,,K. Koufos makes 2-pt layup from 2 ft (assist by S. Labissière),38,39
160,2,5:16.0,J. Harris misses 2-pt jump shot from 17 ft,,38,39
161,2,5:12.0,,Defensive rebound by B. Hield,38,39
162,2,5:07.0,,B. Hield misses 2-pt jump shot from 5 ft,38,39
163,2,5:06.0,,Offensive rebound by K. Koufos,38,39
164,2,5:04.0,,S. Labissière makes 2-pt hook shot from 9 ft (assist by K. Koufos),38,41
165,2,4:44.0,C. LeVert misses 2-pt jump shot from 9 ft,,38,41
166,2,4:42.0,,Defensive rebound by S. Labissière,38,41
167,2,4:38.0,,D. Fox makes 2-pt layup from 1 ft,38,43
168,2,4:37.0,Brooklyn full timeout,,38,43
169,2,4:37.0,,W. Cauley-Stein enters the game for B. Hield,38,43
170,2,4:37.0,,B. Bogdanović enters the game for K. Koufos,38,43
171,2,4:37.0,S. Dinwiddie enters the game for C. LeVert,,38,43
172,2,4:37.0,D. Carroll enters the game for D. Cunningham,,38,43
173,2,4:27.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,41,43
174,2,4:05.0,,S. Labissière makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),41,45
175,2,3:51.0,Turnover by D. Carroll (traveling),,41,45
176,2,3:39.0,,Def 3 sec tech foul by J. Allen,41,45
177,2,3:39.0,,B. Bogdanović makes technical free throw,41,46
178,2,3:35.0,R. Hollis-Jefferson enters the game for J. Harris,,41,46
179,2,3:29.0,,D. Fox makes 3-pt jump shot from 25 ft,41,49
180,2,3:16.0,A. Crabbe misses 2-pt layup from 2 ft,,41,49
181,2,3:12.0,Offensive rebound by J. Allen,,41,49
182,2,3:12.0,J. Allen misses 2-pt layup at rim,,41,49
183,2,3:12.0,,Defensive rebound by Team,41,49
184,2,2:55.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,41,49
185,2,2:51.0,Defensive rebound by D. Carroll,,41,49
186,2,2:46.0,Turnover by D. Carroll (bad pass; steal by D. Fox),,41,49
187,2,2:40.0,,B. Bogdanović misses 2-pt layup from 2 ft,41,49
188,2,2:37.0,,Offensive rebound by S. Labissière,41,49
189,2,2:37.0,,S. Labissière misses 2-pt layup at rim,41,49
190,2,2:37.0,Defensive rebound by S. Dinwiddie,,41,49
191,2,2:16.0,Shooting foul by D. Fox (drawn by J. Allen),,41,49
192,2,2:16.0,J. Allen makes free throw 1 of 2,,42,49
193,2,2:16.0,,F. Mason enters the game for G. Temple,42,49
194,2,2:16.0,J. Allen makes free throw 2 of 2,,43,49
195,2,2:03.0,,D. Fox misses 2-pt layup from 4 ft,43,49
196,2,2:01.0,Defensive rebound by J. Allen,,43,49
197,2,1:57.0,A. Crabbe misses 3-pt jump shot from 24 ft,,43,49
198,2,1:53.0,Offensive rebound by D. Carroll,,43,49
199,2,1:51.0,D. Carroll makes 2-pt layup from 2 ft,,45,49
200,2,1:30.0,,B. Bogdanović makes 2-pt layup from 1 ft,45,51
201,2,1:19.0,A. Crabbe misses 3-pt jump shot from 24 ft,,45,51
202,2,1:15.0,Offensive rebound by J. Allen,,45,51
203,2,1:06.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Carroll),,47,51
204,2,1:06.0,,Violation by S. Labissière (def goaltending),47,51
205,2,0:51.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,47,51
206,2,0:51.0,Defensive rebound by J. Allen,,47,51
207,2,0:33.0,Shooting foul by S. Labissière (drawn by D. Carroll),,47,51
208,2,0:33.0,D. Carroll makes free throw 1 of 2,,48,51
209,2,0:33.0,D. Carroll makes free throw 2 of 2,,49,51
210,2,0:24.0,,D. Fox misses 2-pt jump shot from 23 ft,49,51
211,2,0:21.0,,Offensive rebound by W. Cauley-Stein,49,51
212,2,0:21.0,,S. Labissière makes 2-pt dunk from 4 ft (assist by W. Cauley-Stein),49,53
213,2,0:00.0,D. Carroll makes 2-pt jump shot from 19 ft,,51,53
214,3,11:47.0,S. Dinwiddie makes 2-pt layup from 3 ft (assist by D. Carroll),,53,53
215,3,11:47.0,,Violation by D. Fox (def goaltending),53,53
216,3,11:27.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by B. Bogdanović),53,55
217,3,11:11.0,D. Carroll misses 3-pt jump shot from 23 ft,,53,55
218,3,11:08.0,,Defensive rebound by B. Bogdanović,53,55
219,3,11:04.0,,B. Bogdanović makes 2-pt layup from 2 ft,53,57
220,3,10:54.0,J. Allen misses 2-pt jump shot from 5 ft,,53,57
221,3,10:52.0,,Defensive rebound by B. Bogdanović,53,57
222,3,10:50.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),53,59
223,3,10:21.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,53,59
224,3,10:18.0,,Defensive rebound by W. Cauley-Stein,53,59
225,3,10:13.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,53,59
226,3,10:09.0,Defensive rebound by S. Dinwiddie,,53,59
227,3,9:57.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),,56,59
228,3,9:41.0,,D. Fox makes 2-pt jump shot from 5 ft,56,61
229,3,9:32.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. Russell),,59,61
230,3,9:16.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,59,61
231,3,9:13.0,Defensive rebound by S. Dinwiddie,,59,61
232,3,9:08.0,Personal foul by D. Fox (drawn by D. Carroll),,59,61
233,3,9:04.0,A. Crabbe misses 3-pt jump shot from 25 ft,,59,61
234,3,9:00.0,,Defensive rebound by W. Cauley-Stein,59,61
235,3,8:52.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,59,61
236,3,8:50.0,Defensive rebound by J. Allen,,59,61
237,3,8:49.0,Turnover by J. Allen (bad pass; steal by D. Fox),,59,61
238,3,8:45.0,,Shooting foul by D. Carroll (drawn by S. Labissière),59,61
239,3,8:45.0,,S. Labissière makes free throw 1 of 2,59,62
240,3,8:45.0,,S. Labissière misses free throw 2 of 2,59,62
241,3,8:42.0,Defensive rebound by D. Carroll,,59,62
242,3,8:24.0,J. Allen misses 2-pt layup from 4 ft,,59,62
243,3,8:22.0,Offensive rebound by J. Allen,,59,62
244,3,8:20.0,A. Crabbe misses 3-pt jump shot from 24 ft,,59,62
245,3,8:18.0,,Defensive rebound by D. Fox,59,62
246,3,8:18.0,,Turnover by D. Fox (bad pass),59,62
247,3,8:08.0,A. Crabbe misses 2-pt layup from 3 ft (block by S. Labissière),,59,62
248,3,8:04.0,Offensive rebound by J. Allen,,59,62
249,3,8:04.0,J. Allen makes 2-pt dunk from 1 ft,,61,62
250,3,7:53.0,,Turnover by D. Fox (lost ball; steal by D. Russell),61,62
251,3,7:49.0,D. Carroll misses 3-pt jump shot from 23 ft,,61,62
252,3,7:45.0,,Defensive rebound by B. Bogdanović,61,62
253,3,7:35.0,,Turnover by S. Labissière (bad pass; steal by S. Dinwiddie),61,62
254,3,7:30.0,D. Russell makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,64,62
255,3,7:21.0,,Sacramento full timeout,64,62
256,3,7:09.0,,S. Labissière misses 2-pt hook shot from 5 ft (block by J. Allen),64,62
257,3,7:06.0,Defensive rebound by D. Carroll,,64,62
258,3,6:54.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,67,62
259,3,6:33.0,,W. Cauley-Stein makes 2-pt jump shot from 6 ft,67,64
260,3,6:22.0,,G. Temple enters the game for S. Labissière,67,64
261,3,6:06.0,A. Crabbe misses 2-pt jump shot from 21 ft,,67,64
262,3,6:03.0,,Defensive rebound by Team,67,64
263,3,5:49.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,67,64
264,3,5:46.0,Defensive rebound by D. Russell,,67,64
265,3,5:38.0,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),,69,64
266,3,5:25.0,,Turnover by J. Jackson (bad pass; steal by A. Crabbe),69,64
267,3,5:17.0,Offensive foul by J. Allen (drawn by W. Cauley-Stein),,69,64
268,3,5:17.0,Turnover by J. Allen (offensive foul),,69,64
269,3,5:17.0,D. Cunningham enters the game for D. Russell,,69,64
270,3,5:17.0,J. Harris enters the game for J. Allen,,69,64
271,3,5:02.0,,B. Bogdanović makes 2-pt layup from 4 ft,69,66
272,3,4:53.0,Shooting foul by W. Cauley-Stein (drawn by D. Cunningham),,69,66
273,3,4:53.0,D. Cunningham makes free throw 1 of 2,,70,66
274,3,4:53.0,C. LeVert enters the game for A. Crabbe,,70,66
275,3,4:53.0,,B. Hield enters the game for B. Bogdanović,70,66
276,3,4:53.0,D. Cunningham makes free throw 2 of 2,,71,66
277,3,4:34.0,,D. Fox misses 2-pt jump shot from 15 ft,71,66
278,3,4:31.0,Defensive rebound by J. Harris,,71,66
279,3,4:17.0,D. Cunningham misses 2-pt layup from 4 ft,,71,66
280,3,4:14.0,,Defensive rebound by G. Temple,71,66
281,3,3:59.0,,J. Jackson makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),71,68
282,3,3:51.0,D. Cunningham misses 2-pt layup from 2 ft,,71,68
283,3,3:48.0,,Defensive rebound by B. Hield,71,68
284,3,3:40.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by B. Hield),71,70
285,3,3:21.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,71,70
286,3,3:17.0,,Defensive rebound by G. Temple,71,70
287,3,3:12.0,,Turnover by B. Hield (bad pass; steal by S. Dinwiddie),71,70
288,3,3:06.0,J. Harris makes 3-pt jump shot from 22 ft (assist by C. LeVert),,74,70
289,3,2:40.0,,Shooting foul by D. Cunningham (drawn by W. Cauley-Stein),74,70
290,3,2:40.0,Brooklyn full timeout,,74,70
291,3,2:40.0,,F. Mason enters the game for D. Fox,74,70
292,3,2:40.0,R. Hollis-Jefferson enters the game for D. Carroll,,74,70
293,3,2:40.0,,W. Cauley-Stein makes free throw 1 of 2,74,71
294,3,2:40.0,,W. Cauley-Stein misses free throw 2 of 2,74,71
295,3,2:32.0,Defensive rebound by D. Cunningham,,74,71
296,3,2:16.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,74,71
297,3,2:10.0,,Defensive rebound by J. Jackson,74,71
298,3,2:01.0,,B. Hield makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),74,73
299,3,1:43.0,Turnover by D. Cunningham (bad pass; steal by G. Temple),,74,73
300,3,1:39.0,,F. Mason misses 2-pt jump shot from 7 ft,74,73
301,3,1:37.0,Defensive rebound by Team,,74,73
302,3,1:37.0,,K. Koufos enters the game for W. Cauley-Stein,74,73
303,3,1:37.0,D. Russell enters the game for S. Dinwiddie,,74,73
304,3,1:26.0,R. Hollis-Jefferson misses 2-pt dunk from 2 ft,,74,73
305,3,1:22.0,,Defensive rebound by K. Koufos,74,73
306,3,1:08.0,,F. Mason misses 2-pt layup from 2 ft,74,73
307,3,1:06.0,Defensive rebound by Team,,74,73
308,3,1:06.0,,Violation by F. Mason (kicked ball),74,73
309,3,0:46.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),,76,73
310,3,0:34.0,,F. Mason misses 3-pt jump shot from 25 ft,76,73
311,3,0:31.0,Defensive rebound by R. Hollis-Jefferson,,76,73
312,3,0:17.0,D. Cunningham makes 2-pt layup from 1 ft (assist by D. Russell),,78,73
313,3,0:17.0,Shooting foul by J. Jackson (drawn by D. Cunningham),,78,73
314,3,0:17.0,D. Cunningham makes free throw 1 of 1,,79,73
315,3,0:00.0,,B. Hield misses 2-pt jump shot from 19 ft,79,73
316,3,0:00.0,,Offensive rebound by Team,79,73
317,4,11:39.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,79,73
318,4,11:35.0,Defensive rebound by D. Cunningham,,79,73
319,4,11:20.0,Turnover by C. LeVert (bad pass; steal by B. Bogdanović),,79,73
320,4,11:16.0,,F. Mason makes 2-pt layup from 1 ft (assist by K. Koufos),79,75
321,4,10:55.0,C. LeVert misses 3-pt jump shot from 25 ft,,79,75
322,4,10:55.0,,Defensive rebound by Team,79,75
323,4,10:40.0,,B. Bogdanović makes 2-pt jump shot from 13 ft,79,77
324,4,10:21.0,C. LeVert misses 2-pt layup from 2 ft,,79,77
325,4,10:18.0,,Defensive rebound by K. Koufos,79,77
326,4,10:08.0,,B. Hield misses 2-pt jump shot from 16 ft,79,77
327,4,10:04.0,Defensive rebound by R. Hollis-Jefferson,,79,77
328,4,9:47.0,Turnover by J. Harris (lost ball; steal by G. Temple),,79,77
329,4,9:44.0,,G. Temple makes 2-pt dunk from 1 ft,79,79
330,4,9:26.0,Turnover by D. Russell (bad pass; steal by F. Mason),,79,79
331,4,9:18.0,,F. Mason misses 2-pt layup from 3 ft,79,79
332,4,9:15.0,,Offensive rebound by F. Mason,79,79
333,4,9:13.0,,F. Mason misses 2-pt layup from 1 ft,79,79
334,4,9:11.0,Defensive rebound by R. Hollis-Jefferson,,79,79
335,4,8:58.0,D. Russell misses 3-pt jump shot from 25 ft,,79,79
336,4,8:55.0,,Defensive rebound by K. Koufos,79,79
337,4,8:41.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,79,81
338,4,8:39.0,Brooklyn full timeout,,79,81
339,4,8:39.0,A. Crabbe enters the game for D. Cunningham,,79,81
340,4,8:39.0,J. Allen enters the game for C. LeVert,,79,81
341,4,8:22.0,Turnover by J. Allen (traveling),,79,81
342,4,8:07.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by K. Koufos),79,84
343,4,7:55.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Harris),,82,84
344,4,7:36.0,,K. Koufos makes 2-pt hook shot from 8 ft,82,86
345,4,7:18.0,A. Crabbe misses 3-pt jump shot from 25 ft,,82,86
346,4,7:11.0,Offensive rebound by R. Hollis-Jefferson,,82,86
347,4,7:11.0,Turnover by R. Hollis-Jefferson (bad pass; steal by B. Hield),,82,86
348,4,7:04.0,,F. Mason makes 2-pt layup at rim (assist by B. Hield),82,88
349,4,6:39.0,Shooting foul by K. Koufos (drawn by R. Hollis-Jefferson),,82,88
350,4,6:39.0,R. Hollis-Jefferson makes free throw 1 of 2,,83,88
351,4,6:39.0,S. Dinwiddie enters the game for D. Russell,,83,88
352,4,6:39.0,R. Hollis-Jefferson makes free throw 2 of 2,,84,88
353,4,6:20.0,,G. Temple makes 2-pt jump shot from 17 ft,84,90
354,4,5:54.0,J. Harris misses 2-pt layup from 4 ft,,84,90
355,4,5:52.0,Offensive rebound by J. Harris,,84,90
356,4,5:52.0,Shooting foul by K. Koufos (drawn by R. Hollis-Jefferson),,84,90
357,4,5:52.0,R. Hollis-Jefferson makes free throw 1 of 2,,85,90
358,4,5:52.0,D. Carroll enters the game for J. Harris,,85,90
359,4,5:52.0,R. Hollis-Jefferson misses free throw 2 of 2,,85,90
360,4,5:48.0,,Defensive rebound by G. Temple,85,90
361,4,5:33.0,,K. Koufos misses 2-pt hook shot from 9 ft,85,90
362,4,5:30.0,,Offensive rebound by K. Koufos,85,90
363,4,5:30.0,,Sacramento full timeout,85,90
364,4,5:30.0,,D. Fox enters the game for F. Mason,85,90
365,4,5:30.0,D. Russell enters the game for R. Hollis-Jefferson,,85,90
366,4,5:17.0,,D. Fox makes 2-pt layup from 7 ft (assist by K. Koufos),85,92
367,4,4:52.0,A. Crabbe misses 2-pt jump shot from 8 ft,,85,92
368,4,4:52.0,Offensive rebound by A. Crabbe,,85,92
369,4,4:50.0,A. Crabbe makes 2-pt layup from 6 ft,,87,92
370,4,4:26.0,,D. Fox misses 2-pt layup from 5 ft (block by J. Allen),87,92
371,4,4:25.0,Defensive rebound by D. Carroll,,87,92
