,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BOSTON_ACTION,MEMPHIS_SCORE,BOSTON_SCORE
32,1,6:59.0,,Defensive rebound by K. Irving,10,11
33,1,6:50.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by K. Irving),10,14
34,1,6:26.0,A. Harrison misses 2-pt jump shot from 18 ft,,10,14
35,1,6:25.0,Offensive rebound by M. Gasol,,10,14
36,1,6:25.0,M. Gasol misses 2-pt layup from 3 ft (block by A. Baynes),,10,14
37,1,6:24.0,,Defensive rebound by Team,10,14
38,1,6:24.0,,Boston full timeout,10,14
39,1,6:08.0,,A. Horford misses 3-pt jump shot from 23 ft,10,14
40,1,6:05.0,Defensive rebound by A. Harrison,,10,14
41,1,6:01.0,D. Brooks misses 2-pt layup from 1 ft (block by J. Tatum),,10,14
42,1,6:01.0,Offensive rebound by Team,,10,14
43,1,5:53.0,J. Martin misses 2-pt layup from 2 ft (block by A. Baynes),,10,14
44,1,5:50.0,,Defensive rebound by A. Horford,10,14
45,1,5:49.0,,J. Tatum misses 2-pt layup from 1 ft,10,14
46,1,5:49.0,Defensive rebound by Team,,10,14
47,1,5:39.0,D. Brooks makes 2-pt dunk from 1 ft (assist by M. Gasol),,12,14
48,1,5:24.0,Violation by J. Green (kicked ball),,12,14
49,1,5:24.0,,M. Morris enters the game for A. Baynes,12,14
50,1,5:24.0,,M. Smart enters the game for J. Brown,12,14
51,1,5:24.0,B. McLemore enters the game for J. Martin,,12,14
52,1,5:10.0,,M. Smart misses 3-pt jump shot from 26 ft,12,14
53,1,5:07.0,Defensive rebound by B. McLemore,,12,14
54,1,4:58.0,Shooting foul by A. Horford (drawn by M. Gasol),,12,14
55,1,4:58.0,M. Gasol makes free throw 1 of 2,,13,14
56,1,4:58.0,I. Rabb enters the game for J. Green,,13,14
57,1,4:58.0,M. Chalmers enters the game for A. Harrison,,13,14
58,1,4:58.0,M. Gasol makes free throw 2 of 2,,14,14
59,1,4:47.0,,K. Irving makes 3-pt jump shot from 26 ft,14,17
60,1,4:37.0,M. Chalmers makes 2-pt layup from 2 ft,,16,17
61,1,4:26.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by K. Irving),16,20
62,1,4:13.0,D. Brooks makes 2-pt dunk from 1 ft (assist by M. Gasol),,18,20
63,1,3:53.0,,M. Morris misses 3-pt jump shot from 22 ft,18,20
64,1,3:51.0,Defensive rebound by D. Brooks,,18,20
65,1,3:42.0,M. Gasol misses 2-pt jump shot from 3 ft,,18,20
66,1,3:39.0,,Defensive rebound by A. Horford,18,20
67,1,3:33.0,,Turnover by A. Horford (bad pass; steal by M. Chalmers),18,20
68,1,3:15.0,M. Chalmers makes 2-pt jump shot from 2 ft,,20,20
69,1,3:03.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by A. Horford),20,23
70,1,2:45.0,M. Gasol makes 2-pt dunk from 1 ft,,22,23
71,1,2:36.0,,Personal foul by B. McLemore (drawn by K. Irving),22,23
72,1,2:36.0,Memphis full timeout,,22,23
73,1,2:36.0,,T. Rozier enters the game for J. Tatum,22,23
74,1,2:36.0,,D. Theis enters the game for A. Horford,22,23
75,1,2:36.0,D. Davis enters the game for D. Brooks,,22,23
76,1,2:36.0,A. Harrison enters the game for M. Gasol,,22,23
77,1,2:27.0,,K. Irving makes 2-pt jump shot from 7 ft,22,25
78,1,2:14.0,Turnover by B. McLemore (traveling),,22,25
79,1,2:02.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Smart),22,27
80,1,1:40.0,B. McLemore makes 2-pt dunk from 2 ft (assist by M. Chalmers),,24,27
81,1,1:23.0,,Personal foul by B. McLemore (drawn by M. Morris),24,27
82,1,1:23.0,,S. Ojeleye enters the game for K. Irving,24,27
83,1,1:14.0,,T. Rozier makes 3-pt jump shot from 24 ft (assist by M. Morris),24,30
84,1,1:00.0,I. Rabb misses 2-pt hook shot from 4 ft,,24,30
85,1,1:00.0,,Defensive rebound by D. Theis,24,30
86,1,0:45.0,,M. Morris misses 2-pt jump shot from 7 ft,24,30
87,1,0:45.0,Defensive rebound by D. Davis,,24,30
88,1,0:27.0,Personal foul by T. Rozier (drawn by A. Harrison),,24,30
89,1,0:27.0,A. Harrison misses free throw 1 of 2,,24,30
90,1,0:27.0,Offensive rebound by Team,,24,30
91,1,0:27.0,J. Green enters the game for I. Rabb,,24,30
92,1,0:27.0,A. Harrison misses free throw 2 of 2,,24,30
93,1,0:27.0,,Defensive rebound by S. Ojeleye,24,30
94,1,0:09.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),24,33
95,1,0:02.0,M. Chalmers misses 3-pt jump shot from 26 ft,,24,33
96,1,0:02.0,,Defensive rebound by T. Rozier,24,33
97,2,11:38.0,Turnover by J. Martin (bad pass; steal by M. Smart),,24,33
98,2,11:19.0,,M. Smart misses 3-pt jump shot from 25 ft,24,33
99,2,11:19.0,,Offensive rebound by M. Morris,24,33
100,2,11:18.0,,M. Morris makes 2-pt layup at rim,24,35
101,2,10:56.0,D. Davis makes 2-pt jump shot from 4 ft (assist by M. Chalmers),,26,35
102,2,10:41.0,,D. Theis makes 2-pt layup from 1 ft (assist by M. Smart),26,37
103,2,10:20.0,I. Rabb misses 2-pt hook shot from 2 ft,,26,37
104,2,10:18.0,,Defensive rebound by M. Morris,26,37
105,2,10:10.0,,D. Theis makes 2-pt dunk at rim (assist by M. Morris),26,39
106,2,9:56.0,M. Chalmers misses 3-pt jump shot from 25 ft,,26,39
107,2,9:53.0,,Defensive rebound by D. Theis,26,39
108,2,9:42.0,,T. Rozier makes 2-pt jump shot from 4 ft,26,41
109,2,9:42.0,,Shooting foul by B. McLemore (drawn by T. Rozier),26,41
110,2,9:42.0,D. Brooks enters the game for D. Davis,,26,41
111,2,9:42.0,J. Green enters the game for B. McLemore,,26,41
112,2,9:42.0,M. Gasol enters the game for I. Rabb,,26,41
113,2,9:42.0,,T. Rozier makes free throw 1 of 1,26,42
114,2,9:29.0,Personal foul by T. Rozier (drawn by M. Chalmers),,26,42
115,2,9:24.0,Turnover by M. Gasol (lost ball; steal by M. Smart),,26,42
116,2,9:22.0,,Personal foul by J. Green (drawn by M. Morris),26,42
117,2,9:15.0,,Personal foul by J. Martin (drawn by M. Smart),26,42
118,2,9:02.0,,Boston full timeout,26,42
119,2,9:00.0,,Personal foul by M. Gasol (drawn by M. Smart),26,42
120,2,8:47.0,,Personal foul by M. Chalmers (drawn by T. Rozier),26,42
121,2,8:47.0,,T. Rozier misses free throw 1 of 2,26,42
122,2,8:47.0,,Offensive rebound by Team,26,42
123,2,8:47.0,,T. Rozier makes free throw 2 of 2,26,43
124,2,8:41.0,Personal foul by T. Rozier (drawn by M. Chalmers),,26,43
125,2,8:34.0,Shooting foul by D. Theis (drawn by M. Gasol),,26,43
126,2,8:34.0,M. Gasol makes free throw 1 of 2,,27,43
127,2,8:34.0,M. Gasol makes free throw 2 of 2,,28,43
128,2,8:27.0,,M. Morris misses 3-pt jump shot from 24 ft,28,43
129,2,8:25.0,,Offensive rebound by Team,28,43
130,2,8:23.0,,M. Smart misses 3-pt jump shot from 23 ft,28,43
131,2,8:20.0,Defensive rebound by J. Green,,28,43
132,2,8:06.0,J. Green misses 3-pt jump shot from 27 ft,,28,43
133,2,8:04.0,,Defensive rebound by D. Theis,28,43
134,2,8:04.0,,Personal foul by D. Brooks (drawn by D. Theis),28,43
135,2,8:04.0,,D. Theis makes free throw 1 of 2,28,44
136,2,8:04.0,,D. Theis makes free throw 2 of 2,28,45
137,2,8:04.0,A. Harrison enters the game for M. Chalmers,,28,45
138,2,7:49.0,Turnover by A. Harrison (bad pass; steal by S. Ojeleye),,28,45
139,2,7:47.0,,T. Rozier makes 2-pt dunk from 1 ft (assist by S. Ojeleye),28,47
140,2,7:47.0,Memphis full timeout,,28,47
141,2,7:47.0,M. Henry enters the game for J. Martin,,28,47
142,2,7:29.0,M. Henry misses 3-pt jump shot from 27 ft,,28,47
143,2,7:23.0,Offensive rebound by M. Henry,,28,47
144,2,7:16.0,Shooting foul by D. Theis (drawn by A. Harrison),,28,47
145,2,7:16.0,A. Harrison makes free throw 1 of 2,,29,47
146,2,7:16.0,A. Harrison makes free throw 2 of 2,,30,47
147,2,7:01.0,,M. Morris makes 2-pt layup from 2 ft (assist by D. Theis),30,49
148,2,6:42.0,J. Green misses 2-pt jump shot from 19 ft,,30,49
149,2,6:39.0,,Defensive rebound by S. Ojeleye,30,49
150,2,6:25.0,,Def 3 sec tech foul by A. Harrison,30,49
151,2,6:25.0,,M. Smart makes technical free throw,30,50
152,2,6:25.0,,K. Irving enters the game for T. Rozier,30,50
153,2,6:25.0,,J. Brown enters the game for M. Smart,30,50
154,2,6:13.0,,M. Morris misses 2-pt jump shot from 8 ft,30,50
155,2,6:10.0,Defensive rebound by J. Green,,30,50
156,2,5:57.0,D. Brooks misses 2-pt jump shot from 22 ft,,30,50
157,2,5:54.0,,Defensive rebound by M. Morris,30,50
158,2,5:48.0,,D. Theis makes 2-pt dunk from 1 ft (assist by J. Brown),30,52
159,2,5:29.0,,Violation by D. Theis (kicked ball),30,52
160,2,5:29.0,J. Martin enters the game for D. Brooks,,30,52
161,2,5:24.0,J. Green misses 3-pt jump shot from 24 ft,,30,52
162,2,5:22.0,,Defensive rebound by M. Morris,30,52
163,2,5:13.0,,K. Irving makes 3-pt jump shot from 28 ft,30,55
164,2,5:06.0,Memphis full timeout,,30,55
165,2,4:49.0,Turnover by J. Green (step out of bounds),,30,55
166,2,4:34.0,,Turnover by S. Ojeleye (traveling),30,55
167,2,4:34.0,,A. Horford enters the game for D. Theis,30,55
168,2,4:23.0,A. Harrison misses 3-pt jump shot from 22 ft,,30,55
169,2,4:20.0,,Defensive rebound by M. Morris,30,55
170,2,4:17.0,,K. Irving misses 3-pt jump shot from 23 ft,30,55
171,2,4:14.0,Defensive rebound by J. Martin,,30,55
172,2,3:56.0,M. Henry misses 3-pt jump shot from 24 ft,,30,55
173,2,3:52.0,,Defensive rebound by A. Horford,30,55
174,2,3:48.0,,J. Brown misses 3-pt jump shot from 24 ft,30,55
175,2,3:46.0,Defensive rebound by J. Green,,30,55
176,2,3:44.0,Personal foul by K. Irving (drawn by M. Henry),,30,55
177,2,3:44.0,M. Henry misses free throw 1 of 2,,30,55
178,2,3:44.0,Offensive rebound by Team,,30,55
179,2,3:44.0,,J. Tatum enters the game for S. Ojeleye,30,55
180,2,3:44.0,D. Davis enters the game for A. Harrison,,30,55
181,2,3:44.0,M. Chalmers enters the game for M. Gasol,,30,55
182,2,3:44.0,M. Henry makes free throw 2 of 2,,31,55
183,2,3:32.0,,A. Horford misses 3-pt jump shot from 26 ft,31,55
184,2,3:29.0,,Offensive rebound by A. Horford,31,55
185,2,3:28.0,,K. Irving makes 3-pt jump shot from 22 ft (assist by A. Horford),31,58
186,2,3:06.0,J. Martin makes 2-pt jump shot from 22 ft (assist by M. Henry),,33,58
187,2,2:49.0,,Shooting foul by M. Chalmers (drawn by K. Irving),33,58
188,2,2:49.0,,K. Irving makes free throw 1 of 2,33,59
189,2,2:49.0,,S. Ojeleye enters the game for M. Morris,33,59
190,2,2:49.0,,K. Irving makes free throw 2 of 2,33,60
191,2,2:43.0,,Violation by A. Horford (kicked ball),33,60
192,2,2:39.0,Shooting foul by K. Irving (drawn by M. Chalmers),,33,60
193,2,2:39.0,M. Chalmers makes free throw 1 of 2,,34,60
194,2,2:39.0,M. Chalmers makes free throw 2 of 2,,35,60
195,2,2:31.0,,K. Irving misses 3-pt jump shot from 26 ft,35,60
196,2,2:28.0,Defensive rebound by J. Green,,35,60
197,2,2:16.0,D. Davis makes 2-pt jump shot from 16 ft (assist by J. Martin),,37,60
198,2,1:54.0,,K. Irving makes 2-pt jump shot from 1 ft,37,62
199,2,1:47.0,M. Chalmers misses 2-pt jump shot from 14 ft,,37,62
200,2,1:43.0,,Defensive rebound by K. Irving,37,62
201,2,1:36.0,,J. Brown misses 3-pt jump shot from 22 ft,37,62
202,2,1:33.0,Defensive rebound by J. Green,,37,62
203,2,1:28.0,D. Davis makes 2-pt dunk from 1 ft (assist by J. Martin),,39,62
204,2,1:12.0,,Personal foul by D. Davis (drawn by A. Horford),39,62
205,2,1:12.0,,A. Horford makes free throw 1 of 2,39,63
206,2,1:12.0,,M. Smart enters the game for J. Brown,39,63
207,2,1:12.0,,A. Baynes enters the game for S. Ojeleye,39,63
208,2,1:12.0,,A. Horford makes free throw 2 of 2,39,64
209,2,1:01.0,D. Davis makes 2-pt jump shot from 12 ft (assist by M. Chalmers),,41,64
210,2,0:46.0,,J. Tatum misses 2-pt jump shot from 11 ft,41,64
211,2,0:44.0,Defensive rebound by J. Green,,41,64
212,2,0:36.0,D. Davis misses 2-pt jump shot from 19 ft,,41,64
213,2,0:33.0,,Defensive rebound by K. Irving,41,64
214,2,0:25.0,,Turnover by A. Baynes (turnover),41,64
215,2,0:05.0,Turnover by M. Chalmers (turnover),,41,64
216,2,0:05.0,,M. Morris enters the game for A. Baynes,41,64
217,2,0:01.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Horford),41,67
218,3,11:37.0,A. Harrison makes 2-pt jump shot from 2 ft,,43,67
219,3,11:37.0,Shooting foul by A. Horford (drawn by A. Harrison),,43,67
220,3,11:37.0,A. Harrison makes free throw 1 of 1,,44,67
221,3,11:20.0,,A. Horford misses 2-pt jump shot from 10 ft,44,67
222,3,11:17.0,Defensive rebound by A. Harrison,,44,67
223,3,11:10.0,A. Harrison misses 2-pt layup from 4 ft,,44,67
224,3,11:06.0,Offensive rebound by J. Green,,44,67
225,3,11:06.0,J. Green makes 2-pt layup at rim,,46,67
226,3,10:59.0,,Personal foul by A. Harrison (drawn by K. Irving),46,67
227,3,10:52.0,,J. Brown misses 3-pt jump shot from 28 ft,46,67
228,3,10:50.0,Defensive rebound by J. Green,,46,67
229,3,10:46.0,Personal foul by J. Tatum (drawn by A. Harrison),,46,67
230,3,10:36.0,J. Green makes 3-pt jump shot from 24 ft (assist by A. Harrison),,49,67
231,3,10:19.0,,K. Irving makes 2-pt jump shot from 10 ft,49,69
232,3,10:04.0,D. Brooks misses 3-pt jump shot from 26 ft,,49,69
233,3,10:01.0,,Defensive rebound by K. Irving,49,69
234,3,9:56.0,,K. Irving misses 3-pt jump shot from 27 ft,49,69
235,3,9:56.0,Defensive rebound by M. Gasol,,49,69
236,3,9:47.0,A. Harrison misses 3-pt jump shot from 25 ft,,49,69
237,3,9:44.0,,Defensive rebound by J. Brown,49,69
238,3,9:28.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by K. Irving),49,72
239,3,9:01.0,A. Harrison misses 3-pt jump shot from 32 ft,,49,72
240,3,9:01.0,,Defensive rebound by Team,49,72
241,3,9:01.0,,M. Morris enters the game for J. Tatum,49,72
242,3,9:01.0,,M. Smart enters the game for J. Brown,49,72
243,3,8:46.0,,Shooting foul by J. Green (drawn by K. Irving),49,72
244,3,8:46.0,,K. Irving makes free throw 1 of 2,49,73
245,3,8:46.0,M. Henry enters the game for A. Harrison,,49,73
246,3,8:46.0,,K. Irving makes free throw 2 of 2,49,74
247,3,8:29.0,D. Brooks misses 2-pt jump shot from 20 ft,,49,74
248,3,8:26.0,,Defensive rebound by A. Baynes,49,74
249,3,8:12.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by M. Smart),49,76
250,3,7:57.0,Shooting foul by A. Baynes (drawn by J. Green),,49,76
251,3,7:57.0,J. Green makes free throw 1 of 2,,50,76
252,3,7:57.0,J. Green makes free throw 2 of 2,,51,76
253,3,7:40.0,,Personal foul by J. Green (drawn by A. Baynes),51,76
254,3,7:32.0,,Shooting foul by J. Green (drawn by A. Horford),51,76
255,3,7:32.0,,A. Horford makes free throw 1 of 2,51,77
256,3,7:32.0,,A. Horford misses free throw 2 of 2,51,77
257,3,7:29.0,Defensive rebound by M. Gasol,,51,77
258,3,7:14.0,M. Henry misses 2-pt layup from 2 ft,,51,77
259,3,7:11.0,,Defensive rebound by K. Irving,51,77
260,3,7:05.0,,K. Irving misses 2-pt jump shot from 2 ft,51,77
261,3,7:05.0,Defensive rebound by J. Green,,51,77
262,3,6:57.0,M. Henry makes 3-pt jump shot from 22 ft (assist by M. Gasol),,54,77
263,3,6:47.0,,Boston full timeout,54,77
264,3,6:43.0,,Turnover by K. Irving (turnover; steal by M. Gasol),54,77
265,3,6:30.0,M. Henry misses 3-pt jump shot from 26 ft,,54,77
266,3,6:29.0,,Defensive rebound by Team,54,77
267,3,6:16.0,,Personal foul by J. Martin (drawn by A. Baynes),54,77
268,3,6:16.0,,A. Baynes makes free throw 1 of 2,54,78
269,3,6:16.0,,A. Baynes misses free throw 2 of 2,54,78
270,3,6:14.0,Defensive rebound by M. Gasol,,54,78
271,3,6:07.0,Turnover by J. Martin (bad pass; steal by M. Smart),,54,78
272,3,6:02.0,,M. Smart misses 2-pt layup from 1 ft,54,78
273,3,5:59.0,,Offensive rebound by M. Morris,54,78
274,3,5:58.0,,M. Morris makes 2-pt layup from 1 ft,54,80
275,3,5:46.0,J. Green misses 2-pt layup from 1 ft,,54,80
276,3,5:46.0,,Defensive rebound by A. Horford,54,80
277,3,5:31.0,,A. Horford misses 2-pt layup from 4 ft (block by M. Gasol),54,80
278,3,5:31.0,,Offensive rebound by Team,54,80
279,3,5:31.0,M. Chalmers enters the game for J. Martin,,54,80
280,3,5:27.0,,A. Baynes makes 2-pt jump shot from 15 ft (assist by M. Smart),54,82
281,3,5:13.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Chalmers),,56,82
282,3,4:54.0,,A. Horford misses 2-pt jump shot from 16 ft,56,82
283,3,4:52.0,Defensive rebound by M. Gasol,,56,82
284,3,4:49.0,J. Green makes 2-pt dunk from 1 ft (assist by M. Gasol),,58,82
285,3,4:21.0,,M. Morris misses 2-pt layup from 3 ft,58,82
286,3,4:19.0,,Offensive rebound by A. Baynes,58,82
287,3,4:17.0,,A. Baynes makes 2-pt layup at rim,58,84
288,3,4:07.0,Shooting foul by A. Baynes (drawn by D. Brooks),,58,84
289,3,4:07.0,D. Brooks makes free throw 1 of 2,,59,84
290,3,4:07.0,,T. Rozier enters the game for K. Irving,59,84
291,3,4:07.0,D. Brooks makes free throw 2 of 2,,60,84
292,3,3:54.0,,M. Smart makes 2-pt layup from 1 ft (assist by A. Baynes),60,86
293,3,3:47.0,Personal foul by T. Rozier (drawn by M. Chalmers),,60,86
294,3,3:47.0,M. Chalmers makes free throw 1 of 2,,61,86
295,3,3:47.0,,J. Brown enters the game for A. Baynes,61,86
296,3,3:47.0,D. Davis enters the game for D. Brooks,,61,86
297,3,3:47.0,A. Harrison enters the game for M. Gasol,,61,86
298,3,3:47.0,M. Chalmers makes free throw 2 of 2,,62,86
299,3,3:33.0,,A. Horford misses 3-pt jump shot from 25 ft,62,86
300,3,3:31.0,Defensive rebound by A. Harrison,,62,86
301,3,3:17.0,M. Chalmers misses 3-pt jump shot from 24 ft,,62,86
302,3,3:14.0,,Defensive rebound by T. Rozier,62,86
303,3,3:09.0,,T. Rozier misses 3-pt jump shot from 26 ft,62,86
304,3,3:04.0,Defensive rebound by A. Harrison,,62,86
305,3,2:46.0,M. Henry misses 2-pt jump shot from 18 ft,,62,86
306,3,2:44.0,,Defensive rebound by T. Rozier,62,86
307,3,2:39.0,Memphis full timeout,,62,86
308,3,2:39.0,B. McLemore enters the game for J. Green,,62,86
309,3,2:39.0,J. Martin enters the game for M. Henry,,62,86
310,3,2:23.0,,M. Smart misses 3-pt jump shot from 26 ft,62,86
311,3,2:18.0,Defensive rebound by A. Harrison,,62,86
312,3,2:16.0,Personal foul by M. Smart (drawn by A. Harrison),,62,86
313,3,2:16.0,A. Harrison misses free throw 1 of 2,,62,86
314,3,2:16.0,Offensive rebound by Team,,62,86
315,3,2:16.0,,D. Theis enters the game for A. Horford,62,86
316,3,2:16.0,A. Harrison misses free throw 2 of 2,,62,86
317,3,2:13.0,,Defensive rebound by M. Smart,62,86
318,3,2:00.0,,D. Theis misses 2-pt layup from 3 ft,62,86
319,3,1:58.0,Defensive rebound by B. McLemore,,62,86
320,3,1:49.0,D. Davis makes 2-pt jump shot from 18 ft (assist by A. Harrison),,64,86
321,3,1:37.0,,Personal foul by M. Chalmers (drawn by M. Smart),64,86
322,3,1:37.0,,M. Smart misses free throw 1 of 2,64,86
323,3,1:37.0,,Offensive rebound by Team,64,86
324,3,1:37.0,,M. Smart misses free throw 2 of 2,64,86
325,3,1:36.0,Defensive rebound by A. Harrison,,64,86
326,3,1:31.0,B. McLemore misses 3-pt jump shot from 26 ft,,64,86
327,3,1:26.0,Offensive rebound by J. Martin,,64,86
328,3,1:26.0,J. Martin misses 2-pt layup from 1 ft,,64,86
329,3,1:25.0,Offensive rebound by Team,,64,86
330,3,1:25.0,,Loose ball foul by M. Morris (drawn by J. Martin),64,86
331,3,1:25.0,J. Martin makes free throw 1 of 2,,65,86
332,3,1:25.0,J. Martin makes free throw 2 of 2,,66,86
333,3,1:11.0,,M. Morris misses 3-pt jump shot from 26 ft,66,86
334,3,1:10.0,Defensive rebound by Team,,66,86
335,3,1:10.0,Personal foul by D. Theis (drawn by M. Chalmers),,66,86
336,3,1:10.0,M. Chalmers misses free throw 1 of 2,,66,86
337,3,1:10.0,Offensive rebound by Team,,66,86
338,3,1:10.0,M. Chalmers makes free throw 2 of 2,,67,86
339,3,0:58.0,,J. Brown misses 2-pt layup from 2 ft,67,86
340,3,0:58.0,,Offensive rebound by J. Brown,67,86
341,3,0:55.0,,J. Brown misses 2-pt layup from 1 ft (block by D. Davis),67,86
342,3,0:55.0,,Offensive rebound by J. Brown,67,86
343,3,0:49.0,,M. Smart misses 3-pt jump shot from 27 ft,67,86
344,3,0:49.0,Defensive rebound by D. Davis,,67,86
345,3,0:34.0,A. Harrison makes 2-pt layup at rim,,69,86
346,3,0:26.0,,T. Rozier misses 3-pt jump shot from 27 ft,69,86
347,3,0:22.0,Defensive rebound by D. Davis,,69,86
348,3,0:04.0,A. Harrison misses 2-pt layup from 4 ft,,69,86
349,3,0:04.0,,Defensive rebound by Team,69,86
350,3,0:00.0,,M. Smart misses 3-pt jump shot from 28 ft,69,86
351,3,0:00.0,,Offensive rebound by Team,69,86
352,4,11:44.0,,D. Theis makes 2-pt jump shot from 10 ft (assist by J. Tatum),69,88
353,4,11:28.0,D. Davis makes 2-pt dunk from 1 ft (assist by A. Harrison),,71,88
354,4,11:07.0,,Offensive foul by T. Rozier (drawn by A. Harrison),71,88
355,4,11:07.0,,Turnover by T. Rozier (offensive foul),71,88
356,4,11:07.0,M. Gasol enters the game for D. Davis,,71,88
357,4,10:47.0,M. Chalmers misses 2-pt jump shot from 16 ft,,71,88
358,4,10:47.0,,Defensive rebound by M. Morris,71,88
359,4,10:29.0,,D. Theis misses 3-pt jump shot from 26 ft,71,88
360,4,10:29.0,Defensive rebound by M. Gasol,,71,88
361,4,10:17.0,M. Gasol misses 3-pt jump shot from 26 ft,,71,88
362,4,10:17.0,,Defensive rebound by J. Tatum,71,88
363,4,10:09.0,,J. Tatum makes 2-pt jump shot from 17 ft,71,90
364,4,9:54.0,Turnover by M. Chalmers (lost ball; steal by D. Theis),,71,90
365,4,9:50.0,,J. Brown makes 2-pt dunk from 1 ft,71,92
366,4,9:50.0,Memphis full timeout,,71,92
367,4,9:50.0,,S. Larkin enters the game for T. Rozier,71,92
368,4,9:50.0,D. Brooks enters the game for M. Chalmers,,71,92
369,4,9:29.0,I. Rabb misses 2-pt layup from 2 ft,,71,92
370,4,9:26.0,Offensive rebound by B. McLemore,,71,92
371,4,9:25.0,Shooting foul by D. Theis (drawn by M. Gasol),,71,92
372,4,9:25.0,M. Gasol makes free throw 1 of 2,,72,92
373,4,9:25.0,M. Gasol makes free throw 2 of 2,,73,92
374,4,9:14.0,,M. Morris misses 3-pt jump shot from 25 ft,73,92
375,4,9:10.0,,Offensive rebound by J. Brown,73,92
376,4,8:58.0,,M. Morris misses 2-pt jump shot from 4 ft,73,92
377,4,8:55.0,,Offensive rebound by D. Theis,73,92
378,4,8:55.0,,D. Theis misses 2-pt layup at rim,73,92
379,4,8:55.0,Defensive rebound by Team,,73,92
380,4,8:55.0,J. Green enters the game for I. Rabb,,73,92
381,4,8:55.0,J. Martin enters the game for B. McLemore,,73,92
382,4,8:38.0,D. Brooks misses 3-pt jump shot from 25 ft,,73,92
383,4,8:38.0,,Defensive rebound by M. Morris,73,92
384,4,8:30.0,,J. Brown makes 2-pt layup at rim,73,94
385,4,8:11.0,J. Green makes 2-pt dunk from 1 ft (assist by J. Martin),,75,94
386,4,7:56.0,,S. Larkin makes 2-pt jump shot from 20 ft (assist by J. Brown),75,96
387,4,7:39.0,J. Green makes 3-pt jump shot from 23 ft (assist by M. Gasol),,78,96
388,4,7:19.0,,J. Brown misses 3-pt jump shot from 26 ft,78,96
389,4,7:19.0,Defensive rebound by Team,,78,96
390,4,7:03.0,Offensive foul by D. Brooks (drawn by S. Larkin),,78,96
391,4,7:03.0,Turnover by D. Brooks (offensive foul),,78,96
392,4,6:51.0,,Shooting foul by M. Gasol (drawn by J. Brown),78,96
393,4,6:51.0,,J. Brown makes free throw 1 of 2,78,97
