,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
387,4,0:18.0,Offensive rebound by A. Aminu,,100,95
388,4,0:18.0,Portland full timeout,,100,95
389,4,0:18.0,,B. Adebayo enters the game for K. Olynyk,100,95
390,4,0:18.0,E. Turner enters the game for E. Davis,,100,95
391,4,0:14.0,Personal foul by J. Johnson (drawn by E. Turner),,100,95
392,4,0:14.0,E. Turner makes free throw 1 of 2,,101,95
393,4,0:14.0,E. Turner makes free throw 2 of 2,,102,95
394,4,0:14.0,,Miami full timeout,102,95
395,4,0:14.0,,K. Olynyk enters the game for J. Johnson,102,95
396,4,0:14.0,,W. Ellington enters the game for B. Adebayo,102,95
397,4,0:12.0,,K. Olynyk misses 3-pt jump shot from 24 ft,102,95
398,4,0:09.0,Defensive rebound by S. Napier,,102,95
