,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
36,1,6:36.0,D. DeRozan makes free throw 1 of 1,,12,17
37,1,6:19.0,,T. Evans misses 3-pt jump shot from 27 ft,12,17
38,1,6:18.0,,Offensive rebound by Team,12,17
39,1,6:18.0,Loose ball foul by J. Valančiūnas (drawn by M. Gasol),,12,17
40,1,6:18.0,,M. Chalmers enters the game for T. Evans,12,17
41,1,6:18.0,,C. Parsons enters the game for A. Harrison,12,17
42,1,6:18.0,,J. Ennis enters the game for D. Brooks,12,17
43,1,6:18.0,J. Poeltl enters the game for S. Ibaka,,12,17
44,1,6:18.0,P. Siakam enters the game for J. Valančiūnas,,12,17
45,1,6:06.0,,Turnover by M. Chalmers (lost ball; steal by O. Anunoby),12,17
46,1,6:02.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,14,17
47,1,5:44.0,,M. Gasol makes 2-pt layup from 1 ft,14,19
48,1,5:33.0,D. DeRozan makes 2-pt jump shot from 15 ft,,16,19
49,1,5:13.0,,M. Chalmers makes 3-pt jump shot from 25 ft (assist by M. Gasol),16,22
50,1,4:57.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,19,22
51,1,4:40.0,,Turnover by J. Green (traveling),19,22
52,1,4:40.0,,B. McLemore enters the game for J. Green,19,22
53,1,4:26.0,D. DeRozan misses 2-pt jump shot from 10 ft,,19,22
54,1,4:22.0,,Defensive rebound by M. Gasol,19,22
55,1,4:18.0,,Loose ball foul by M. Gasol (drawn by D. DeRozan),19,22
56,1,4:18.0,,Turnover by M. Gasol (turnover),19,22
57,1,3:54.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),,21,22
58,1,3:29.0,,M. Gasol makes 2-pt layup at rim (assist by J. Ennis),21,24
59,1,3:25.0,K. Lowry misses 3-pt jump shot from 25 ft,,21,24
60,1,3:24.0,,Defensive rebound by C. Parsons,21,24
61,1,3:12.0,,B. McLemore misses 2-pt jump shot from 16 ft,21,24
62,1,3:08.0,Defensive rebound by D. DeRozan,,21,24
63,1,3:01.0,Turnover by D. DeRozan (lost ball; steal by J. Ennis),,21,24
64,1,2:54.0,,Turnover by J. Ennis (bad pass; steal by D. DeRozan),21,24
65,1,2:51.0,J. Poeltl misses 2-pt layup at rim,,21,24
66,1,2:51.0,Offensive rebound by P. Siakam,,21,24
67,1,2:51.0,P. Siakam makes 2-pt layup at rim,,23,24
68,1,2:51.0,,Memphis full timeout,23,24
69,1,2:51.0,,D. Davis enters the game for M. Gasol,23,24
70,1,2:51.0,F. VanVleet enters the game for O. Anunoby,,23,24
71,1,2:51.0,C. Miles enters the game for K. Lowry,,23,24
72,1,2:38.0,,C. Parsons makes 2-pt jump shot from 14 ft,23,26
73,1,2:16.0,P. Siakam misses 2-pt jump shot from 5 ft (block by C. Parsons),,23,26
74,1,2:12.0,Offensive rebound by J. Poeltl,,23,26
75,1,2:10.0,C. Miles misses 3-pt jump shot from 25 ft,,23,26
76,1,2:08.0,,Defensive rebound by M. Chalmers,23,26
77,1,2:06.0,,B. McLemore makes 3-pt jump shot from 26 ft (assist by M. Chalmers),23,29
78,1,1:51.0,F. VanVleet misses 2-pt jump shot from 6 ft,,23,29
79,1,1:47.0,,Defensive rebound by D. Davis,23,29
80,1,1:39.0,,B. McLemore makes 2-pt layup at rim (assist by M. Chalmers),23,31
81,1,1:25.0,F. VanVleet misses 3-pt jump shot from 22 ft,,23,31
82,1,1:22.0,,Defensive rebound by D. Davis,23,31
83,1,1:17.0,,J. Ennis makes 2-pt layup from 1 ft,23,33
84,1,1:11.0,Personal foul by M. Chalmers (drawn by F. VanVleet),,23,33
85,1,1:11.0,Toronto full timeout,,23,33
86,1,1:11.0,,T. Evans enters the game for M. Chalmers,23,33
87,1,1:11.0,N. Powell enters the game for D. DeRozan,,23,33
88,1,0:59.0,C. Miles misses 3-pt jump shot from 26 ft,,23,33
89,1,0:59.0,,Defensive rebound by Team,23,33
90,1,0:51.0,,Personal foul by N. Powell (drawn by B. McLemore),23,33
91,1,0:39.0,,J. Ennis misses 3-pt jump shot from 25 ft,23,33
92,1,0:34.0,Defensive rebound by J. Poeltl,,23,33
93,1,0:27.0,Personal foul by T. Evans (drawn by J. Poeltl),,23,33
94,1,0:27.0,J. Poeltl makes free throw 1 of 2,,24,33
95,1,0:27.0,J. Poeltl makes free throw 2 of 2,,25,33
96,1,0:09.0,,Personal foul by F. VanVleet (drawn by C. Parsons),25,33
97,1,0:09.0,,C. Parsons misses free throw 1 of 2,25,33
98,1,0:09.0,,Offensive rebound by Team,25,33
99,1,0:09.0,,A. Harrison enters the game for T. Evans,25,33
100,1,0:09.0,,C. Parsons makes free throw 2 of 2,25,34
101,1,0:00.0,J. Poeltl misses 2-pt hook shot from 8 ft,,25,34
102,1,0:00.0,Offensive rebound by Team,,25,34
103,2,11:46.0,,D. Davis makes 2-pt dunk at rim (assist by T. Evans),25,36
104,2,11:35.0,F. VanVleet makes 2-pt layup from 1 ft,,27,36
105,2,11:23.0,,B. McLemore makes 2-pt layup from 1 ft (assist by T. Evans),27,38
106,2,11:23.0,,Shooting foul by C. Miles (drawn by B. McLemore),27,38
107,2,11:23.0,,B. McLemore makes free throw 1 of 1,27,39
108,2,11:04.0,P. Siakam misses 3-pt jump shot from 23 ft,,27,39
109,2,10:59.0,,Defensive rebound by B. McLemore,27,39
110,2,10:54.0,,D. Davis makes 2-pt jump shot from 13 ft (assist by B. McLemore),27,41
111,2,10:43.0,Turnover by F. VanVleet (bad pass; steal by T. Evans),,27,41
112,2,10:38.0,,D. Davis makes 2-pt layup at rim (assist by A. Harrison),27,43
113,2,10:31.0,Toronto full timeout,,27,43
114,2,10:31.0,O. Anunoby enters the game for C. Miles,,27,43
115,2,10:31.0,S. Ibaka enters the game for J. Poeltl,,27,43
116,2,10:31.0,K. Lowry enters the game for P. Siakam,,27,43
117,2,10:25.0,Shooting foul by D. Davis (drawn by N. Powell),,27,43
118,2,10:25.0,N. Powell makes free throw 1 of 2,,28,43
119,2,10:25.0,N. Powell makes free throw 2 of 2,,29,43
120,2,10:09.0,,Personal foul by O. Anunoby (drawn by J. Green),29,43
121,2,9:55.0,,Turnover by Team (shot clock),29,43
122,2,9:42.0,Shooting foul by T. Evans (drawn by F. VanVleet),,29,43
123,2,9:42.0,F. VanVleet makes free throw 1 of 2,,30,43
124,2,9:42.0,,M. Chalmers enters the game for T. Evans,30,43
125,2,9:42.0,F. VanVleet misses free throw 2 of 2,,30,43
126,2,9:40.0,,Defensive rebound by J. Green,30,43
127,2,9:18.0,,J. Green misses 2-pt jump shot from 18 ft,30,43
128,2,9:15.0,Defensive rebound by K. Lowry,,30,43
129,2,9:10.0,Turnover by N. Powell (lost ball; steal by J. Green),,30,43
130,2,8:52.0,,J. Green misses 2-pt layup from 1 ft,30,43
131,2,8:49.0,,Offensive rebound by D. Davis,30,43
132,2,8:48.0,,D. Davis misses 2-pt jump shot from 11 ft,30,43
133,2,8:45.0,Defensive rebound by K. Lowry,,30,43
134,2,8:43.0,Personal foul by M. Chalmers (drawn by F. VanVleet),,30,43
135,2,8:43.0,,M. Gasol enters the game for D. Davis,30,43
136,2,8:35.0,S. Ibaka misses 2-pt layup from 5 ft (block by J. Green),,30,43
137,2,8:35.0,,Defensive rebound by Team,30,43
138,2,8:19.0,,M. Gasol makes 2-pt jump shot from 21 ft (assist by A. Harrison),30,45
139,2,8:09.0,Turnover by F. VanVleet (lost ball; steal by M. Chalmers),,30,45
140,2,8:06.0,,Shooting foul by S. Ibaka (drawn by B. McLemore),30,45
141,2,8:06.0,,B. McLemore makes free throw 1 of 2,30,46
142,2,8:06.0,D. DeRozan enters the game for F. VanVleet,,30,46
143,2,8:06.0,J. Valančiūnas enters the game for N. Powell,,30,46
144,2,8:06.0,,B. McLemore makes free throw 2 of 2,30,47
145,2,7:54.0,K. Lowry misses 3-pt jump shot from 28 ft,,30,47
146,2,7:51.0,,Defensive rebound by M. Chalmers,30,47
147,2,7:47.0,,M. Gasol misses 3-pt jump shot from 27 ft,30,47
148,2,7:43.0,Defensive rebound by D. DeRozan,,30,47
149,2,7:40.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Lowry),,33,47
150,2,7:26.0,,A. Harrison makes 2-pt layup from 1 ft,33,49
151,2,7:17.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,36,49
152,2,6:54.0,,M. Gasol misses 2-pt jump shot from 17 ft,36,49
153,2,6:51.0,Defensive rebound by D. DeRozan,,36,49
154,2,6:45.0,Turnover by D. DeRozan (bad pass; steal by M. Chalmers),,36,49
155,2,6:42.0,,B. McLemore misses 2-pt dunk at rim,36,49
156,2,6:37.0,,Offensive rebound by M. Chalmers,36,49
157,2,6:33.0,,Memphis full timeout,36,49
158,2,6:33.0,,D. Brooks enters the game for B. McLemore,36,49
159,2,6:17.0,,M. Gasol misses 2-pt jump shot from 13 ft,36,49
160,2,6:15.0,,Offensive rebound by J. Green,36,49
161,2,5:59.0,,A. Harrison misses 2-pt jump shot from 20 ft,36,49
162,2,5:56.0,Defensive rebound by J. Valančiūnas,,36,49
163,2,5:51.0,Personal foul by D. Brooks (drawn by D. DeRozan),,36,49
164,2,5:51.0,,C. Parsons enters the game for J. Green,36,49
165,2,5:40.0,D. DeRozan makes 2-pt layup at rim,,38,49
166,2,5:40.0,Shooting foul by D. Brooks (drawn by D. DeRozan),,38,49
167,2,5:40.0,,J. Ennis enters the game for D. Brooks,38,49
168,2,5:40.0,D. DeRozan makes free throw 1 of 1,,39,49
169,2,5:26.0,,Def 3 sec tech foul by S. Ibaka,39,49
170,2,5:26.0,,M. Gasol makes technical free throw,39,50
171,2,5:12.0,,C. Parsons makes 2-pt jump shot from 22 ft (assist by A. Harrison),39,52
172,2,5:01.0,D. DeRozan misses 2-pt jump shot from 8 ft,,39,52
173,2,4:57.0,Offensive rebound by J. Valančiūnas,,39,52
174,2,4:57.0,J. Valančiūnas makes 2-pt layup at rim,,41,52
175,2,4:42.0,,C. Parsons makes 2-pt jump shot from 22 ft (assist by M. Gasol),41,54
176,2,4:32.0,Shooting foul by A. Harrison (drawn by D. DeRozan),,41,54
177,2,4:32.0,D. DeRozan makes free throw 1 of 2,,42,54
178,2,4:32.0,D. DeRozan makes free throw 2 of 2,,43,54
179,2,4:16.0,,M. Gasol misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),43,54
180,2,4:12.0,Defensive rebound by J. Valančiūnas,,43,54
181,2,4:09.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,46,54
182,2,4:05.0,,Memphis full timeout,46,54
183,2,3:47.0,,M. Gasol misses 2-pt dunk at rim (block by S. Ibaka),46,54
184,2,3:40.0,,Offensive rebound by J. Ennis,46,54
185,2,3:38.0,,Turnover by J. Ennis (bad pass; steal by S. Ibaka),46,54
186,2,3:35.0,S. Ibaka makes 2-pt dunk from 1 ft,,48,54
187,2,3:11.0,,C. Parsons misses 3-pt jump shot from 25 ft,48,54
188,2,3:08.0,Defensive rebound by J. Valančiūnas,,48,54
189,2,3:01.0,D. DeRozan makes 2-pt jump shot from 13 ft,,50,54
190,2,2:42.0,,Personal foul by J. Valančiūnas (drawn by M. Gasol),50,54
191,2,2:42.0,,J. Green enters the game for M. Chalmers,50,54
192,2,2:42.0,J. Poeltl enters the game for J. Valančiūnas,,50,54
193,2,2:36.0,,M. Gasol misses 2-pt jump shot from 22 ft,50,54
194,2,2:33.0,Defensive rebound by S. Ibaka,,50,54
195,2,2:28.0,Personal foul by J. Ennis (drawn by D. DeRozan),,50,54
196,2,2:28.0,D. DeRozan makes free throw 1 of 2,,51,54
197,2,2:28.0,D. DeRozan makes free throw 2 of 2,,52,54
198,2,2:10.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Ennis),52,57
199,2,1:59.0,S. Ibaka makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,55,57
200,2,1:40.0,,C. Parsons misses 3-pt jump shot from 26 ft,55,57
201,2,1:37.0,,Offensive rebound by A. Harrison,55,57
202,2,1:23.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by A. Harrison),55,60
203,2,1:07.0,K. Lowry misses 2-pt jump shot from 19 ft,,55,60
204,2,1:04.0,Offensive rebound by J. Poeltl,,55,60
205,2,1:02.0,J. Poeltl makes 2-pt layup at rim,,57,60
206,2,0:43.0,,A. Harrison misses 3-pt jump shot from 27 ft,57,60
207,2,0:40.0,,Offensive rebound by C. Parsons,57,60
208,2,0:37.0,,J. Ennis makes 2-pt dunk at rim (assist by M. Gasol),57,62
209,2,0:32.0,K. Lowry misses 3-pt jump shot from 31 ft,,57,62
210,2,0:31.0,,Defensive rebound by Team,57,62
211,2,0:16.0,,J. Green misses 2-pt jump shot from 14 ft,57,62
212,2,0:12.0,Defensive rebound by J. Poeltl,,57,62
213,2,0:03.0,D. DeRozan misses 2-pt jump shot from 17 ft,,57,62
214,2,0:03.0,Offensive rebound by J. Poeltl,,57,62
215,2,0:02.0,J. Poeltl misses 2-pt layup at rim,,57,62
216,2,0:01.0,,Defensive rebound by A. Harrison,57,62
217,3,11:38.0,,M. Gasol makes 2-pt jump shot from 13 ft,57,64
218,3,11:18.0,K. Lowry misses 2-pt layup at rim,,57,64
219,3,11:16.0,,Defensive rebound by M. Gasol,57,64
220,3,11:10.0,,T. Evans misses 3-pt jump shot from 25 ft,57,64
221,3,11:07.0,Defensive rebound by D. DeRozan,,57,64
222,3,10:46.0,S. Ibaka misses 2-pt jump shot from 10 ft,,57,64
223,3,10:43.0,,Defensive rebound by Team,57,64
224,3,10:26.0,,T. Evans makes 2-pt layup from 1 ft,57,66
225,3,10:08.0,Turnover by O. Anunoby (bad pass; steal by A. Harrison),,57,66
226,3,10:04.0,,A. Harrison makes 2-pt layup from 1 ft,57,68
227,3,10:04.0,Toronto full timeout,,57,68
228,3,9:44.0,K. Lowry makes 2-pt jump shot from 12 ft (assist by S. Ibaka),,59,68
229,3,9:20.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by A. Harrison),59,70
230,3,9:00.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by K. Lowry),,62,70
231,3,8:42.0,,T. Evans misses 2-pt layup from 1 ft,62,70
232,3,8:35.0,,Offensive rebound by J. Green,62,70
233,3,8:35.0,,J. Green makes 2-pt dunk at rim,62,72
234,3,8:25.0,,Offensive charge foul by D. DeRozan (drawn by J. Green),62,72
235,3,8:25.0,Turnover by D. DeRozan (offensive foul),,62,72
236,3,8:25.0,,M. Chalmers enters the game for A. Harrison,62,72
237,3,8:13.0,,M. Gasol misses 3-pt jump shot from 25 ft,62,72
238,3,8:11.0,Defensive rebound by Team,,62,72
239,3,8:00.0,D. DeRozan makes 2-pt jump shot from 13 ft,,64,72
240,3,7:47.0,,T. Evans makes 3-pt jump shot from 23 ft,64,75
241,3,7:47.0,,Shooting foul by O. Anunoby (drawn by T. Evans),64,75
242,3,7:47.0,,T. Evans makes free throw 1 of 1,64,76
243,3,7:31.0,D. DeRozan misses 2-pt jump shot from 11 ft,,64,76
244,3,7:29.0,Offensive rebound by J. Valančiūnas,,64,76
245,3,7:29.0,J. Valančiūnas misses 2-pt layup at rim,,64,76
246,3,7:29.0,Offensive rebound by J. Valančiūnas,,64,76
247,3,7:29.0,Shooting foul by D. Brooks (drawn by J. Valančiūnas),,64,76
248,3,7:29.0,J. Valančiūnas makes free throw 1 of 2,,65,76
249,3,7:29.0,J. Valančiūnas makes free throw 2 of 2,,66,76
250,3,7:15.0,,T. Evans makes 2-pt layup from 1 ft,66,78
251,3,6:59.0,S. Ibaka makes 2-pt jump shot from 21 ft (assist by D. DeRozan),,68,78
252,3,6:37.0,,Turnover by M. Gasol (lost ball; steal by K. Lowry),68,78
253,3,6:33.0,K. Lowry makes 3-pt jump shot from 25 ft,,71,78
254,3,6:33.0,,Memphis full timeout,71,78
255,3,6:33.0,,C. Parsons enters the game for D. Brooks,71,78
256,3,6:23.0,,Turnover by T. Evans (bad pass; steal by K. Lowry),71,78
257,3,6:18.0,O. Anunoby misses 2-pt layup at rim,,71,78
258,3,6:15.0,Offensive rebound by S. Ibaka,,71,78
259,3,6:05.0,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by K. Lowry),,73,78
260,3,5:50.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by T. Evans),73,81
261,3,5:42.0,K. Lowry makes 3-pt jump shot from 26 ft,,76,81
262,3,5:18.0,,T. Evans misses 2-pt layup from 1 ft,76,81
263,3,5:18.0,Defensive rebound by J. Valančiūnas,,76,81
264,3,5:12.0,K. Lowry misses 2-pt jump shot from 10 ft,,76,81
265,3,5:12.0,,Defensive rebound by Team,76,81
266,3,5:12.0,Loose ball foul by S. Ibaka (drawn by M. Chalmers),,76,81
267,3,5:12.0,,B. McLemore enters the game for J. Green,76,81
268,3,5:12.0,,J. Ennis enters the game for T. Evans,76,81
269,3,5:00.0,,M. Chalmers makes 2-pt layup from 3 ft,76,83
270,3,4:47.0,Shooting foul by J. Ennis (drawn by D. DeRozan),,76,83
271,3,4:47.0,D. DeRozan makes free throw 1 of 2,,77,83
272,3,4:47.0,J. Poeltl enters the game for S. Ibaka,,77,83
273,3,4:47.0,P. Siakam enters the game for J. Valančiūnas,,77,83
274,3,4:47.0,D. DeRozan makes free throw 2 of 2,,78,83
275,3,4:33.0,,Turnover by B. McLemore (out of bounds lost ball),78,83
276,3,4:20.0,Shooting foul by M. Gasol (drawn by D. DeRozan),,78,83
277,3,4:20.0,D. DeRozan makes free throw 1 of 2,,79,83
278,3,4:20.0,D. DeRozan makes free throw 2 of 2,,80,83
279,3,4:00.0,,Turnover by M. Gasol (lost ball; steal by O. Anunoby),80,83
280,3,3:54.0,D. DeRozan misses 3-pt jump shot from 26 ft,,80,83
281,3,3:50.0,,Defensive rebound by B. McLemore,80,83
282,3,3:40.0,,Turnover by M. Chalmers (lost ball; steal by P. Siakam),80,83
283,3,3:40.0,Personal foul by B. McLemore (drawn by P. Siakam),,80,83
284,3,3:29.0,Personal foul by M. Chalmers (drawn by K. Lowry),,80,83
285,3,3:29.0,K. Lowry makes free throw 1 of 2,,81,83
286,3,3:29.0,,D. Davis enters the game for M. Gasol,81,83
287,3,3:29.0,K. Lowry makes free throw 2 of 2,,82,83
288,3,3:10.0,,J. Ennis misses 3-pt jump shot from 25 ft,82,83
289,3,3:05.0,Defensive rebound by K. Lowry,,82,83
290,3,3:00.0,Turnover by K. Lowry (bad pass; steal by B. McLemore),,82,83
291,3,2:58.0,,Shooting foul by D. DeRozan (drawn by B. McLemore),82,83
292,3,2:58.0,,B. McLemore misses free throw 1 of 2,82,83
293,3,2:58.0,,Offensive rebound by Team,82,83
294,3,2:58.0,F. VanVleet enters the game for O. Anunoby,,82,83
295,3,2:58.0,N. Powell enters the game for K. Lowry,,82,83
296,3,2:58.0,,B. McLemore misses free throw 2 of 2,82,83
297,3,2:55.0,Defensive rebound by P. Siakam,,82,83
298,3,2:46.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,85,83
299,3,2:32.0,,D. Davis makes 2-pt layup at rim (assist by C. Parsons),85,85
300,3,2:19.0,D. DeRozan misses 2-pt jump shot from 17 ft,,85,85
301,3,2:16.0,,Defensive rebound by Team,85,85
302,3,2:16.0,,T. Evans enters the game for M. Chalmers,85,85
303,3,2:03.0,,C. Parsons misses 2-pt jump shot from 8 ft,85,85
304,3,2:03.0,,Offensive rebound by Team,85,85
305,3,2:03.0,Loose ball foul by P. Siakam (drawn by D. Davis),,85,85
306,3,1:50.0,,B. McLemore misses 3-pt jump shot from 26 ft,85,85
307,3,1:48.0,,Offensive rebound by Team,85,85
308,3,1:48.0,Loose ball foul by J. Poeltl (drawn by D. Davis),,85,85
309,3,1:48.0,,D. Davis misses free throw 2 of 2,85,85
310,3,1:48.0,Defensive rebound by J. Poeltl,,85,85
311,3,1:48.0,,D. Davis makes free throw 1 of 2,85,86
312,3,1:34.0,D. DeRozan makes 2-pt jump shot from 10 ft,,87,86
313,3,1:13.0,,T. Evans makes 2-pt layup from 2 ft,87,88
314,3,1:01.0,D. DeRozan misses 2-pt layup from 1 ft (block by C. Parsons),,87,88
315,3,0:58.0,,Defensive rebound by C. Parsons,87,88
316,3,0:56.0,,Offensive foul by D. Davis (drawn by J. Poeltl),87,88
317,3,0:56.0,,Turnover by D. Davis (offensive foul),87,88
318,3,0:48.0,N. Powell makes 2-pt layup at rim,,89,88
319,3,0:48.0,Shooting foul by B. McLemore (drawn by N. Powell),,89,88
320,3,0:48.0,N. Powell makes free throw 1 of 1,,90,88
321,3,0:34.0,,Personal foul by N. Powell (drawn by T. Evans),90,88
322,3,0:34.0,,T. Evans makes free throw 1 of 2,90,89
323,3,0:34.0,,T. Evans makes free throw 2 of 2,90,90
324,3,0:27.0,J. Poeltl makes 2-pt dunk at rim (assist by F. VanVleet),,92,90
325,3,0:07.0,,T. Evans makes 3-pt jump shot from 25 ft,92,93
326,3,0:02.0,N. Powell misses 3-pt jump shot from 25 ft,,92,93
327,3,0:02.0,,Defensive rebound by C. Parsons,92,93
328,4,11:42.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by C. Miles),,95,93
329,4,11:17.0,,T. Evans misses 3-pt jump shot from 26 ft,95,93
330,4,11:13.0,,Offensive rebound by D. Davis,95,93
331,4,10:59.0,,T. Evans makes 2-pt layup at rim,95,95
332,4,10:33.0,C. Miles misses 3-pt jump shot from 26 ft,,95,95
333,4,10:31.0,,Defensive rebound by Team,95,95
334,4,10:19.0,,Personal foul by P. Siakam (drawn by D. Davis),95,95
335,4,10:19.0,,A. Harrison enters the game for B. McLemore,95,95
336,4,10:06.0,,A. Harrison makes 2-pt jump shot from 10 ft,95,97
337,4,9:55.0,Shooting foul by J. Green (drawn by N. Powell),,95,97
338,4,9:55.0,N. Powell makes free throw 1 of 2,,96,97
339,4,9:55.0,N. Powell makes free throw 2 of 2,,97,97
340,4,9:32.0,,Turnover by T. Evans (lost ball; steal by F. VanVleet),97,97
341,4,9:27.0,J. Poeltl makes 2-pt layup at rim (assist by F. VanVleet),,99,97
342,4,9:10.0,,J. Green misses 3-pt jump shot from 25 ft,99,97
343,4,9:10.0,,Offensive rebound by Team,99,97
344,4,9:10.0,Loose ball foul by F. VanVleet (drawn by D. Davis),,99,97
345,4,9:10.0,,M. Gasol enters the game for D. Davis,99,97
346,4,8:59.0,,D. Brooks misses 2-pt jump shot from 15 ft,99,97
347,4,8:55.0,Defensive rebound by N. Powell,,99,97
348,4,8:52.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by N. Powell),,102,97
349,4,8:51.0,,Memphis full timeout,102,97
350,4,8:39.0,,Turnover by J. Green (traveling),102,97
351,4,8:15.0,C. Miles misses 3-pt jump shot from 29 ft,,102,97
352,4,8:11.0,,Defensive rebound by J. Green,102,97
353,4,8:05.0,,Personal foul by J. Poeltl (drawn by M. Gasol),102,97
354,4,8:05.0,K. Lowry enters the game for C. Miles,,102,97
355,4,7:56.0,,T. Evans misses 2-pt layup at rim,102,97
356,4,7:52.0,Defensive rebound by J. Poeltl,,102,97
357,4,7:48.0,F. VanVleet misses 3-pt jump shot from 22 ft,,102,97
358,4,7:46.0,Offensive rebound by P. Siakam,,102,97
359,4,7:46.0,Shooting foul by T. Evans (drawn by P. Siakam),,102,97
360,4,7:46.0,P. Siakam misses free throw 1 of 2,,102,97
361,4,7:46.0,Offensive rebound by Team,,102,97
362,4,7:46.0,,M. Chalmers enters the game for T. Evans,102,97
363,4,7:46.0,P. Siakam misses free throw 2 of 2,,102,97
364,4,7:44.0,,Defensive rebound by A. Harrison,102,97
365,4,7:27.0,,M. Gasol misses 2-pt jump shot from 6 ft,102,97
366,4,7:23.0,Defensive rebound by P. Siakam,,102,97
367,4,7:18.0,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),,104,97
368,4,6:57.0,,J. Green misses 2-pt layup from 1 ft,104,97
369,4,6:53.0,Defensive rebound by F. VanVleet,,104,97
370,4,6:50.0,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),,106,97
371,4,6:50.0,,Memphis full timeout,106,97
372,4,6:50.0,,C. Parsons enters the game for D. Brooks,106,97
373,4,6:31.0,,J. Green misses 3-pt jump shot from 22 ft,106,97
374,4,6:28.0,,Offensive rebound by M. Gasol,106,97
375,4,6:12.0,,J. Green misses 2-pt layup from 1 ft,106,97
376,4,6:12.0,,Offensive rebound by M. Gasol,106,97
377,4,6:12.0,,Shooting foul by F. VanVleet (drawn by M. Gasol),106,97
378,4,6:12.0,,M. Gasol makes free throw 1 of 2,106,98
379,4,6:12.0,,M. Gasol makes free throw 2 of 2,106,99
380,4,5:57.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by N. Powell),,109,99
