,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
383,4,6:17.0,L. Markkanen makes 2-pt layup from 2 ft (assist by B. Portis),,89,83
384,4,6:04.0,,K. Kuzma misses 2-pt jump shot from 6 ft,89,83
385,4,6:04.0,Defensive rebound by Team,,89,83
386,4,6:04.0,,Loose ball foul by J. Randle (drawn by B. Portis),89,83
387,4,6:04.0,,B. Lopez enters the game for K. Kuzma,89,83
388,4,6:04.0,R. Lopez enters the game for B. Portis,,89,83
389,4,5:51.0,Turnover by K. Dunn (turnover),,89,83
390,4,5:51.0,Loose ball foul by K. Dunn (drawn by K. Caldwell-Pope),,89,83
391,4,5:51.0,J. Grant enters the game for K. Dunn,,89,83
392,4,5:41.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft,89,83
393,4,5:39.0,Defensive rebound by L. Markkanen,,89,83
394,4,5:29.0,L. Markkanen misses 3-pt jump shot from 24 ft,,89,83
395,4,5:25.0,,Defensive rebound by B. Lopez,89,83
396,4,5:11.0,,B. Lopez misses 2-pt layup from 2 ft,89,83
397,4,5:07.0,Defensive rebound by R. Lopez,,89,83
398,4,4:58.0,D. Valentine misses 3-pt jump shot from 25 ft,,89,83
399,4,4:55.0,,Defensive rebound by L. Ball,89,83
400,4,4:44.0,,B. Lopez makes 2-pt layup from 1 ft (assist by B. Ingram),89,85
401,4,4:28.0,Offensive foul by R. Lopez (drawn by B. Ingram),,89,85
402,4,4:28.0,Turnover by R. Lopez (offensive foul),,89,85
403,4,4:12.0,,Shooting foul by J. Holiday (drawn by B. Ingram),89,85
404,4,4:12.0,,B. Ingram misses free throw 1 of 2,89,85
405,4,4:12.0,,Offensive rebound by Team,89,85
406,4,4:12.0,,B. Ingram makes free throw 2 of 2,89,86
407,4,4:00.0,D. Valentine misses 2-pt layup from 3 ft,,89,86
408,4,3:58.0,,Defensive rebound by J. Randle,89,86
409,4,3:52.0,,J. Randle misses 2-pt hook shot from 3 ft (block by R. Lopez),89,86
410,4,3:46.0,Defensive rebound by D. Valentine,,89,86
411,4,3:42.0,L. Markkanen misses 3-pt jump shot from 25 ft,,89,86
412,4,3:39.0,,Defensive rebound by B. Ingram,89,86
413,4,3:35.0,,B. Ingram makes 2-pt layup from 4 ft,89,88
414,4,3:35.0,,Shooting foul by J. Holiday (drawn by B. Ingram),89,88
415,4,3:35.0,,K. Kuzma enters the game for J. Randle,89,88
416,4,3:35.0,K. Dunn enters the game for J. Grant,,89,88
417,4,3:35.0,,B. Ingram makes free throw 1 of 1,89,89
418,4,3:23.0,K. Dunn misses 2-pt jump shot from 17 ft,,89,89
419,4,3:19.0,,Defensive rebound by L. Ball,89,89
420,4,3:09.0,,B. Lopez misses 3-pt jump shot from 25 ft,89,89
421,4,3:06.0,,Offensive rebound by K. Caldwell-Pope,89,89
422,4,3:06.0,,K. Caldwell-Pope makes 2-pt layup at rim,89,91
423,4,3:06.0,Chicago full timeout,,89,91
424,4,2:50.0,Turnover by D. Valentine (bad pass; steal by B. Lopez),,89,91
425,4,2:44.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by K. Kuzma),89,94
426,4,2:30.0,L. Markkanen makes 3-pt jump shot from 24 ft (assist by R. Lopez),,92,94
427,4,2:13.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,92,94
428,4,2:11.0,Defensive rebound by J. Holiday,,92,94
429,4,1:49.0,K. Dunn misses 2-pt layup from 4 ft (block by B. Lopez),,92,94
430,4,1:49.0,Offensive rebound by Team,,92,94
431,4,1:49.0,,J. Randle enters the game for B. Lopez,92,94
432,4,1:47.0,D. Valentine misses 2-pt jump shot from 15 ft,,92,94
433,4,1:44.0,,Defensive rebound by L. Ball,92,94
434,4,1:42.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Ball),92,97
435,4,1:32.0,Shooting foul by K. Kuzma (drawn by L. Markkanen),,92,97
436,4,1:32.0,L. Markkanen makes free throw 1 of 2,,93,97
437,4,1:32.0,L. Markkanen makes free throw 2 of 2,,94,97
438,4,1:16.0,,B. Ingram makes 2-pt layup from 2 ft,94,99
439,4,0:55.0,L. Markkanen misses 3-pt jump shot from 24 ft,,94,99
440,4,0:52.0,,Defensive rebound by K. Caldwell-Pope,94,99
441,4,0:33.0,,L. Ball misses 3-pt jump shot from 23 ft,94,99
442,4,0:28.0,,Offensive rebound by L. Ball,94,99
443,4,0:24.0,,Away from play foul by D. Valentine (drawn by L. Ball),94,99
444,4,0:24.0,B. Portis enters the game for R. Lopez,,94,99
445,4,0:24.0,,K. Kuzma makes free throw 1 of 2,94,100
446,4,0:23.0,,Personal take foul by L. Markkanen (drawn by K. Kuzma),94,100
447,4,0:23.0,,K. Kuzma misses free throw 1 of 2,94,100
448,4,0:23.0,,Offensive rebound by Team,94,100
449,4,0:23.0,R. Lopez enters the game for B. Portis,,94,100
450,4,0:23.0,,K. Kuzma misses free throw 2 of 2,94,100
451,4,0:21.0,,Offensive rebound by K. Caldwell-Pope,94,100
452,4,0:21.0,,Personal take foul by D. Valentine (drawn by K. Caldwell-Pope),94,100
453,4,0:21.0,,K. Caldwell-Pope makes free throw 1 of 2,94,101
454,4,0:21.0,,K. Caldwell-Pope makes free throw 2 of 2,94,102
455,4,0:10.0,J. Holiday misses 3-pt jump shot from 27 ft,,94,102
456,4,0:07.0,Offensive rebound by K. Dunn,,94,102
457,4,0:02.0,K. Dunn misses 3-pt jump shot from 26 ft,,94,102
458,4,0:02.0,,Defensive rebound by Team,94,102
459,4,0:02.0,Loose ball foul by R. Lopez (drawn by K. Caldwell-Pope),,94,102
460,4,0:02.0,,K. Caldwell-Pope makes free throw 1 of 2,94,103
461,4,0:02.0,,K. Caldwell-Pope misses free throw 2 of 2,94,103
462,4,0:00.0,J. Holiday misses 3-pt jump shot from 63 ft,,94,103
463,4,0:00.0,Offensive rebound by J. Holiday,,94,103
464,4,0:00.0,Offensive rebound by Team,,94,103
