,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
42,1,5:59.0,D. Booker makes 2-pt layup from 1 ft,,10,12
43,1,5:55.0,,Personal foul by T. Warren (drawn by B. Bogdanović),10,12
44,1,5:55.0,,B. Bogdanović misses free throw 1 of 2,10,12
45,1,5:55.0,,Offensive rebound by Team,10,12
46,1,5:55.0,,B. Bogdanović makes free throw 2 of 2,10,13
47,1,5:40.0,D. Booker misses 2-pt jump shot from 14 ft,,10,13
48,1,5:36.0,Offensive rebound by T. Warren,,10,13
49,1,5:36.0,T. Warren misses 2-pt layup at rim,,10,13
50,1,5:36.0,,Defensive rebound by D. Sabonis,10,13
51,1,5:31.0,,V. Oladipo makes 2-pt layup at rim,10,15
52,1,5:31.0,,Shooting foul by D. Bender (drawn by V. Oladipo),10,15
53,1,5:31.0,,V. Oladipo makes free throw 1 of 1,10,16
54,1,5:14.0,T. Warren misses 2-pt jump shot from 10 ft,,10,16
55,1,5:11.0,Offensive rebound by G. Monroe,,10,16
56,1,5:10.0,G. Monroe makes 2-pt hook shot from 4 ft,,12,16
57,1,4:51.0,,D. Sabonis misses 2-pt jump shot from 6 ft,12,16
58,1,4:49.0,Defensive rebound by G. Monroe,,12,16
59,1,4:34.0,,C. Joseph enters the game for J. Young,12,16
60,1,4:29.0,T. Warren makes 2-pt jump shot from 11 ft (assist by D. Bender),,14,16
61,1,4:13.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),14,18
62,1,3:57.0,D. Booker misses 3-pt jump shot from 27 ft,,14,18
63,1,3:55.0,,Defensive rebound by D. Sabonis,14,18
64,1,3:41.0,,D. Sabonis makes 2-pt dunk at rim (assist by V. Oladipo),14,20
65,1,3:15.0,,Offensive charge foul by G. Monroe (drawn by T. Young),14,20
66,1,3:15.0,Turnover by G. Monroe (offensive foul),,14,20
67,1,3:15.0,I. Canaan enters the game for T. Ulis,,14,20
68,1,3:15.0,J. Dudley enters the game for D. Bender,,14,20
69,1,3:15.0,,Indiana full timeout,14,20
70,1,3:15.0,,L. Stephenson enters the game for D. Sabonis,14,20
71,1,3:15.0,,A. Jefferson enters the game for B. Bogdanović,14,20
72,1,2:53.0,,T. Young makes 3-pt jump shot from 22 ft (assist by V. Oladipo),14,23
73,1,2:37.0,Personal foul by A. Jefferson (drawn by G. Monroe),,14,23
74,1,2:22.0,G. Monroe misses 2-pt dunk at rim (block by L. Stephenson),,14,23
75,1,2:19.0,Offensive rebound by G. Monroe,,14,23
76,1,2:19.0,G. Monroe misses 2-pt layup at rim,,14,23
77,1,2:19.0,Offensive rebound by G. Monroe,,14,23
78,1,2:18.0,Turnover by G. Monroe (out of bounds lost ball),,14,23
79,1,2:06.0,,A. Jefferson makes 2-pt jump shot from 11 ft (assist by C. Joseph),14,25
80,1,1:42.0,T. Warren makes 2-pt jump shot from 17 ft,,16,25
81,1,1:18.0,,A. Jefferson makes 2-pt jump shot from 8 ft (assist by C. Joseph),16,27
82,1,1:05.0,Turnover by I. Canaan (lost ball; steal by T. Young),,16,27
83,1,1:02.0,,T. Young makes 2-pt layup from 1 ft,16,29
84,1,0:51.0,Personal foul by L. Stephenson (drawn by J. Dudley),,16,29
85,1,0:51.0,,T. Leaf enters the game for T. Young,16,29
86,1,0:51.0,J. Jackson enters the game for T. Warren,,16,29
87,1,0:46.0,D. Booker misses 3-pt jump shot from 28 ft,,16,29
88,1,0:43.0,,Defensive rebound by L. Stephenson,16,29
89,1,0:43.0,,Personal foul by I. Canaan (drawn by L. Stephenson),16,29
90,1,0:43.0,,L. Stephenson makes free throw 1 of 2,16,30
91,1,0:43.0,,L. Stephenson misses free throw 2 of 2,16,30
92,1,0:42.0,Defensive rebound by G. Monroe,,16,30
93,1,0:27.0,Turnover by D. Booker (lost ball; steal by V. Oladipo),,16,30
94,1,0:22.0,,V. Oladipo makes 2-pt layup at rim (assist by L. Stephenson),16,32
95,1,0:05.0,G. Monroe makes 2-pt layup from 1 ft (assist by D. Booker),,18,32
96,1,0:02.0,,C. Joseph misses 3-pt jump shot from 27 ft,18,32
97,1,0:02.0,,Offensive rebound by A. Jefferson,18,32
98,1,0:00.0,,A. Jefferson misses 2-pt layup at rim,18,32
99,1,0:00.0,,Offensive rebound by Team,18,32
100,2,11:39.0,,A. Jefferson misses 2-pt hook shot from 13 ft,18,32
101,2,11:36.0,Defensive rebound by J. Jackson,,18,32
102,2,11:22.0,G. Monroe makes 2-pt layup at rim (assist by I. Canaan),,20,32
103,2,11:09.0,,T. Leaf misses 2-pt jump shot from 15 ft,20,32
104,2,11:08.0,Defensive rebound by J. Dudley,,20,32
105,2,11:00.0,I. Canaan misses 3-pt jump shot from 28 ft,,20,32
106,2,10:57.0,,Defensive rebound by T. Leaf,20,32
107,2,10:44.0,,J. Young misses 3-pt jump shot from 26 ft,20,32
108,2,10:41.0,Defensive rebound by G. Monroe,,20,32
109,2,10:30.0,J. Jackson makes 2-pt jump shot from 15 ft,,22,32
110,2,10:05.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by C. Joseph),22,35
111,2,9:43.0,T. Daniels makes 3-pt jump shot from 28 ft (assist by G. Monroe),,25,35
112,2,9:27.0,,Turnover by J. Young (step out of bounds),25,35
113,2,9:18.0,I. Canaan misses 2-pt jump shot from 11 ft,,25,35
114,2,9:18.0,Offensive rebound by Team,,25,35
115,2,9:18.0,,Loose ball foul by A. Jefferson (drawn by G. Monroe),25,35
116,2,9:13.0,Turnover by J. Jackson (lost ball; steal by L. Stephenson),,25,35
117,2,9:09.0,,T. Leaf makes 2-pt layup from 1 ft (assist by L. Stephenson),25,37
118,2,8:43.0,G. Monroe makes 2-pt layup at rim (assist by J. Dudley),,27,37
119,2,8:31.0,,C. Joseph misses 2-pt jump shot from 18 ft,27,37
120,2,8:29.0,Defensive rebound by I. Canaan,,27,37
121,2,8:25.0,J. Jackson misses 2-pt layup from 4 ft (block by L. Stephenson),,27,37
122,2,8:25.0,Offensive rebound by Team,,27,37
123,2,8:16.0,Personal block foul by T. Leaf (drawn by I. Canaan),,27,37
124,2,8:16.0,,T. Young enters the game for T. Leaf,27,37
125,2,8:07.0,I. Canaan misses 3-pt jump shot from 24 ft,,27,37
126,2,8:05.0,,Defensive rebound by L. Stephenson,27,37
127,2,8:02.0,,J. Young makes 2-pt layup from 1 ft (assist by L. Stephenson),27,39
128,2,7:36.0,Shooting foul by J. Young (drawn by J. Jackson),,27,39
129,2,7:36.0,J. Jackson misses free throw 1 of 2,,27,39
130,2,7:36.0,Offensive rebound by Team,,27,39
131,2,7:36.0,J. Jackson makes free throw 2 of 2,,28,39
132,2,7:25.0,,A. Jefferson makes 2-pt jump shot from 12 ft (assist by C. Joseph),28,41
133,2,7:09.0,J. Jackson misses 3-pt jump shot from 27 ft,,28,41
134,2,7:06.0,,Defensive rebound by L. Stephenson,28,41
135,2,6:46.0,,J. Young makes 2-pt jump shot from 12 ft (assist by A. Jefferson),28,43
136,2,6:44.0,Phoenix full timeout,,28,43
137,2,6:44.0,,D. Sabonis enters the game for A. Jefferson,28,43
138,2,6:20.0,T. Daniels misses 3-pt jump shot from 30 ft,,28,43
139,2,6:18.0,,Defensive rebound by L. Stephenson,28,43
140,2,6:13.0,,T. Young misses 3-pt jump shot from 26 ft,28,43
141,2,6:13.0,Defensive rebound by I. Canaan,,28,43
142,2,5:59.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by I. Canaan),,31,43
143,2,5:48.0,,Personal foul by J. Jackson (drawn by L. Stephenson),31,43
144,2,5:48.0,,V. Oladipo enters the game for L. Stephenson,31,43
145,2,5:48.0,,B. Bogdanović enters the game for J. Young,31,43
146,2,5:48.0,T. Warren enters the game for J. Jackson,,31,43
147,2,5:36.0,,V. Oladipo misses 2-pt jump shot from 17 ft,31,43
148,2,5:34.0,,Offensive rebound by D. Sabonis,31,43
149,2,5:34.0,,Turnover by D. Sabonis (traveling),31,43
150,2,5:18.0,I. Canaan misses 2-pt layup from 2 ft,,31,43
151,2,5:15.0,Offensive rebound by I. Canaan,,31,43
152,2,5:15.0,I. Canaan makes 2-pt layup at rim,,33,43
153,2,4:56.0,,C. Joseph makes 2-pt jump shot from 17 ft (assist by D. Sabonis),33,45
154,2,4:56.0,,Shooting foul by T. Daniels (drawn by C. Joseph),33,45
155,2,4:56.0,T. Chandler enters the game for G. Monroe,,33,45
156,2,4:56.0,D. Booker enters the game for I. Canaan,,33,45
157,2,4:56.0,,C. Joseph makes free throw 1 of 1,33,46
158,2,4:32.0,T. Warren misses 3-pt jump shot from 28 ft,,33,46
159,2,4:28.0,Offensive rebound by D. Booker,,33,46
160,2,4:28.0,D. Booker misses 2-pt layup at rim,,33,46
161,2,4:27.0,,Defensive rebound by D. Sabonis,33,46
162,2,4:27.0,,Turnover by D. Sabonis (out of bounds lost ball),33,46
163,2,4:22.0,D. Booker makes 2-pt jump shot from 10 ft (assist by J. Dudley),,35,46
164,2,4:22.0,Shooting foul by D. Sabonis (drawn by D. Booker),,35,46
165,2,4:22.0,D. Bender enters the game for J. Dudley,,35,46
166,2,4:22.0,D. Booker makes free throw 1 of 1,,36,46
167,2,4:10.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by C. Joseph),36,49
168,2,3:45.0,T. Warren misses 2-pt jump shot from 5 ft (block by B. Bogdanović),,36,49
169,2,3:43.0,,Defensive rebound by D. Sabonis,36,49
170,2,3:40.0,,V. Oladipo makes 3-pt jump shot from 27 ft,36,52
171,2,3:28.0,Offensive foul by T. Chandler (drawn by C. Joseph),,36,52
172,2,3:28.0,Turnover by T. Chandler (offensive foul),,36,52
173,2,3:28.0,J. Jackson enters the game for T. Chandler,,36,52
174,2,3:14.0,,Turnover by B. Bogdanović (lost ball; steal by T. Warren),36,52
175,2,3:09.0,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Booker),,38,52
176,2,2:52.0,,T. Young misses 3-pt jump shot from 23 ft,38,52
177,2,2:48.0,Defensive rebound by D. Booker,,38,52
178,2,2:44.0,T. Daniels misses 3-pt jump shot from 26 ft,,38,52
179,2,2:44.0,,Defensive rebound by Team,38,52
180,2,2:44.0,Loose ball foul by T. Warren (drawn by B. Bogdanović),,38,52
181,2,2:44.0,,Indiana full timeout,38,52
182,2,2:32.0,,Personal foul by T. Warren (drawn by T. Young),38,52
183,2,2:27.0,,D. Sabonis makes 2-pt layup at rim (assist by C. Joseph),38,54
184,2,2:27.0,,Shooting block foul by D. Bender (drawn by D. Sabonis),38,54
185,2,2:27.0,G. Monroe enters the game for T. Warren,,38,54
186,2,2:27.0,,D. Sabonis misses free throw 1 of 1,38,54
187,2,2:24.0,Defensive rebound by G. Monroe,,38,54
188,2,2:19.0,Personal foul by B. Bogdanović (drawn by D. Booker),,38,54
189,2,2:19.0,D. Booker makes free throw 1 of 2,,39,54
190,2,2:19.0,,A. Jefferson enters the game for D. Sabonis,39,54
191,2,2:19.0,D. Booker makes free throw 2 of 2,,40,54
192,2,2:02.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,40,54
193,2,2:00.0,Defensive rebound by D. Bender,,40,54
194,2,1:52.0,D. Booker misses 2-pt jump shot from 22 ft,,40,54
195,2,1:50.0,,Defensive rebound by B. Bogdanović,40,54
196,2,1:42.0,,T. Young makes 2-pt layup at rim (assist by B. Bogdanović),40,56
197,2,1:27.0,Turnover by T. Daniels (bad pass; steal by B. Bogdanović),,40,56
198,2,1:23.0,,B. Bogdanović makes 2-pt layup from 1 ft,40,58
199,2,1:07.0,D. Bender misses 3-pt jump shot from 27 ft,,40,58
200,2,1:07.0,,Defensive rebound by Team,40,58
201,2,1:07.0,J. Dudley enters the game for D. Bender,,40,58
202,2,0:50.0,,Turnover by V. Oladipo (out of bounds lost ball),40,58
203,2,0:41.0,Turnover by D. Booker (bad pass; steal by T. Young),,40,58
204,2,0:36.0,,V. Oladipo makes 2-pt dunk at rim (assist by B. Bogdanović),40,60
205,2,0:30.0,Personal foul by C. Joseph (drawn by T. Daniels),,40,60
206,2,0:30.0,T. Daniels makes free throw 1 of 2,,41,60
207,2,0:30.0,T. Daniels makes free throw 2 of 2,,42,60
208,2,0:16.0,,V. Oladipo makes 3-pt jump shot from 27 ft,42,63
209,2,0:04.0,Personal foul by A. Jefferson (drawn by D. Booker),,42,63
210,2,0:04.0,D. Booker makes free throw 1 of 2,,43,63
211,2,0:04.0,D. Booker makes free throw 2 of 2,,44,63
212,2,0:00.0,,C. Joseph misses 2-pt layup from 2 ft,44,63
213,2,0:00.0,,Offensive rebound by Team,44,63
214,3,11:44.0,,B. Bogdanović makes 2-pt layup at rim,44,65
215,3,11:15.0,Turnover by D. Booker (lost ball; steal by D. Sabonis),,44,65
216,3,11:11.0,,D. Sabonis makes 2-pt dunk at rim (assist by J. Young),44,67
217,3,10:51.0,Offensive foul by T. Chandler (drawn by B. Bogdanović),,44,67
218,3,10:51.0,Turnover by T. Chandler (offensive foul),,44,67
219,3,10:34.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),44,69
220,3,10:17.0,D. Booker misses 2-pt jump shot from 17 ft,,44,69
221,3,10:12.0,,Defensive rebound by B. Bogdanović,44,69
222,3,10:07.0,,J. Young makes 2-pt jump shot from 20 ft,44,71
223,3,10:06.0,Phoenix full timeout,,44,71
224,3,9:53.0,T. Warren misses 2-pt layup from 1 ft (block by D. Sabonis),,44,71
225,3,9:53.0,Offensive rebound by Team,,44,71
226,3,9:51.0,D. Booker misses 3-pt jump shot from 23 ft,,44,71
227,3,9:48.0,,Defensive rebound by J. Young,44,71
228,3,9:35.0,,V. Oladipo makes 2-pt jump shot from 19 ft,44,73
229,3,9:20.0,Shooting foul by D. Sabonis (drawn by D. Booker),,44,73
230,3,9:20.0,D. Booker makes free throw 1 of 2,,45,73
231,3,9:20.0,D. Booker makes free throw 2 of 2,,46,73
232,3,9:06.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by J. Young),46,75
233,3,8:56.0,T. Ulis misses 2-pt jump shot from 15 ft,,46,75
234,3,8:54.0,,Defensive rebound by D. Sabonis,46,75
235,3,8:48.0,,T. Young makes 2-pt hook shot from 3 ft (assist by V. Oladipo),46,77
236,3,8:30.0,Turnover by T. Chandler (bad pass; steal by J. Young),,46,77
237,3,8:27.0,,T. Young makes 2-pt dunk from 2 ft (assist by V. Oladipo),46,79
238,3,8:26.0,Phoenix full timeout,,46,79
239,3,8:26.0,J. Dudley enters the game for D. Booker,,46,79
240,3,8:26.0,T. Daniels enters the game for T. Chandler,,46,79
241,3,8:26.0,G. Monroe enters the game for T. Warren,,46,79
242,3,8:26.0,I. Canaan enters the game for D. Bender,,46,79
243,3,8:26.0,J. Jackson enters the game for T. Ulis,,46,79
244,3,8:17.0,Turnover by I. Canaan (bad pass; steal by J. Young),,46,79
245,3,8:16.0,,Personal take foul by J. Dudley (drawn by J. Young),46,79
246,3,7:59.0,,Turnover by B. Bogdanović (bad pass),46,79
247,3,7:48.0,J. Dudley misses 3-pt jump shot from 26 ft,,46,79
248,3,7:45.0,,Defensive rebound by J. Young,46,79
249,3,7:38.0,,D. Sabonis misses 3-pt jump shot from 27 ft,46,79
250,3,7:35.0,Defensive rebound by G. Monroe,,46,79
251,3,7:24.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by J. Dudley),,49,79
252,3,7:06.0,,D. Sabonis makes 2-pt layup at rim (assist by V. Oladipo),49,81
253,3,7:06.0,,Shooting foul by J. Jackson (drawn by D. Sabonis),49,81
254,3,7:06.0,,D. Sabonis makes free throw 1 of 1,49,82
255,3,6:47.0,G. Monroe misses 2-pt layup at rim,,49,82
256,3,6:44.0,,Defensive rebound by D. Sabonis,49,82
257,3,6:42.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Sabonis),49,85
258,3,6:15.0,Personal foul by V. Oladipo (drawn by I. Canaan),,49,85
259,3,6:08.0,J. Dudley misses 3-pt jump shot from 26 ft,,49,85
260,3,6:05.0,Offensive rebound by G. Monroe,,49,85
261,3,6:05.0,G. Monroe makes 2-pt layup from 1 ft,,51,85
262,3,6:05.0,Shooting foul by B. Bogdanović (drawn by G. Monroe),,51,85
263,3,6:05.0,G. Monroe makes free throw 1 of 1,,52,85
264,3,5:51.0,,T. Young misses 2-pt jump shot from 9 ft,52,85
265,3,5:49.0,Defensive rebound by G. Monroe,,52,85
266,3,5:45.0,T. Daniels misses 3-pt jump shot from 26 ft,,52,85
267,3,5:41.0,,Defensive rebound by T. Young,52,85
268,3,5:24.0,,D. Sabonis makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),52,88
269,3,5:13.0,T. Daniels misses 3-pt jump shot from 23 ft,,52,88
270,3,5:09.0,Offensive rebound by G. Monroe,,52,88
271,3,5:08.0,Turnover by G. Monroe (lost ball; steal by V. Oladipo),,52,88
272,3,5:02.0,,T. Young makes 2-pt jump shot from 5 ft (assist by V. Oladipo),52,90
273,3,4:33.0,J. Jackson misses 3-pt jump shot from 23 ft,,52,90
274,3,4:31.0,,Defensive rebound by T. Young,52,90
275,3,4:20.0,,V. Oladipo misses 3-pt jump shot from 27 ft,52,90
276,3,4:16.0,Defensive rebound by J. Jackson,,52,90
277,3,4:14.0,Turnover by J. Jackson (bad pass),,52,90
278,3,4:14.0,,A. Jefferson enters the game for D. Sabonis,52,90
279,3,4:05.0,,Turnover by J. Young (out of bounds lost ball),52,90
280,3,4:05.0,,C. Joseph enters the game for J. Young,52,90
281,3,3:57.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by I. Canaan),,55,90
282,3,3:48.0,,Indiana full timeout,55,90
283,3,3:48.0,,L. Stephenson enters the game for B. Bogdanović,55,90
284,3,3:39.0,Technical foul by I. Canaan,,55,90
285,3,3:39.0,,C. Joseph makes free throw 1 of 1,55,91
286,3,3:37.0,,T. Young makes 2-pt layup at rim (assist by L. Stephenson),55,93
287,3,3:25.0,J. Jackson makes 2-pt jump shot from 9 ft (assist by I. Canaan),,57,93
288,3,3:03.0,,A. Jefferson makes 2-pt layup at rim,57,95
289,3,2:41.0,J. Dudley makes 2-pt layup from 1 ft (assist by J. Jackson),,59,95
290,3,2:22.0,,V. Oladipo misses 3-pt jump shot from 26 ft,59,95
291,3,2:18.0,,Offensive rebound by V. Oladipo,59,95
292,3,2:17.0,,L. Stephenson misses 3-pt jump shot from 23 ft,59,95
293,3,2:14.0,Defensive rebound by J. Dudley,,59,95
294,3,2:12.0,I. Canaan makes 3-pt jump shot from 25 ft,,62,95
295,3,1:47.0,,C. Joseph makes 2-pt layup from 1 ft (assist by A. Jefferson),62,97
296,3,1:32.0,T. Daniels misses 3-pt jump shot from 27 ft,,62,97
297,3,1:28.0,,Defensive rebound by V. Oladipo,62,97
298,3,1:13.0,,Shooting foul by G. Monroe (drawn by A. Jefferson),62,97
299,3,1:13.0,,A. Jefferson makes free throw 1 of 2,62,98
300,3,1:13.0,,A. Jefferson makes free throw 2 of 2,62,99
301,3,0:58.0,G. Monroe makes 2-pt hook shot from 1 ft,,64,99
302,3,0:58.0,,Violation by V. Oladipo (def goaltending),64,99
303,3,0:38.0,,C. Joseph misses 2-pt jump shot from 19 ft,64,99
304,3,0:34.0,Defensive rebound by G. Monroe,,64,99
305,3,0:30.0,I. Canaan misses 2-pt jump shot from 10 ft,,64,99
306,3,0:27.0,,Defensive rebound by L. Stephenson,64,99
307,3,0:09.0,,Turnover by L. Stephenson (bad pass; steal by G. Monroe),64,99
308,3,0:05.0,Shooting foul by V. Oladipo (drawn by G. Monroe),,64,99
309,3,0:05.0,G. Monroe misses free throw 1 of 2,,64,99
310,3,0:05.0,Offensive rebound by Team,,64,99
311,3,0:05.0,,J. Young enters the game for V. Oladipo,64,99
312,3,0:05.0,G. Monroe makes free throw 2 of 2,,65,99
313,3,0:01.0,,Turnover by C. Joseph (traveling),65,99
314,4,11:45.0,G. Monroe makes 2-pt layup at rim (assist by D. Booker),,67,99
315,4,11:19.0,,A. Jefferson misses 2-pt jump shot from 5 ft,67,99
316,4,11:17.0,Defensive rebound by G. Monroe,,67,99
317,4,11:04.0,I. Canaan misses 3-pt jump shot from 24 ft,,67,99
318,4,11:00.0,,Defensive rebound by A. Jefferson,67,99
319,4,10:55.0,,J. Young misses 2-pt layup from 1 ft (block by T. Warren),67,99
320,4,10:52.0,Defensive rebound by G. Monroe,,67,99
321,4,10:35.0,G. Monroe misses 2-pt jump shot from 6 ft,,67,99
322,4,10:31.0,,Defensive rebound by B. Bogdanović,67,99
323,4,10:17.0,,L. Stephenson misses 2-pt jump shot from 21 ft,67,99
324,4,10:14.0,Defensive rebound by A. Peters,,67,99
325,4,10:10.0,Shooting foul by A. Jefferson (drawn by I. Canaan),,67,99
326,4,10:10.0,I. Canaan misses free throw 1 of 2,,67,99
327,4,10:10.0,Offensive rebound by Team,,67,99
328,4,10:10.0,I. Canaan misses free throw 2 of 2,,67,99
329,4,10:08.0,,Defensive rebound by L. Stephenson,67,99
330,4,10:00.0,,L. Stephenson makes 2-pt layup from 1 ft,67,101
331,4,9:52.0,Personal foul by B. Bogdanović (drawn by D. Booker),,67,101
332,4,9:47.0,D. Booker misses 3-pt jump shot from 23 ft,,67,101
333,4,9:43.0,,Defensive rebound by L. Stephenson,67,101
334,4,9:40.0,,Shooting block foul by T. Warren (drawn by L. Stephenson),67,101
335,4,9:40.0,,L. Stephenson makes free throw 1 of 2,67,102
336,4,9:40.0,,L. Stephenson misses free throw 2 of 2,67,102
337,4,9:38.0,Defensive rebound by G. Monroe,,67,102
338,4,9:25.0,I. Canaan misses 3-pt jump shot from 25 ft,,67,102
339,4,9:21.0,,Defensive rebound by L. Stephenson,67,102
340,4,9:07.0,,A. Jefferson misses 2-pt layup from 1 ft (block by G. Monroe),67,102
341,4,9:05.0,Defensive rebound by G. Monroe,,67,102
342,4,9:00.0,D. Booker misses 2-pt layup at rim,,67,102
343,4,9:00.0,Offensive rebound by D. Booker,,67,102
344,4,8:58.0,D. Booker makes 2-pt layup from 1 ft,,69,102
345,4,8:41.0,,B. Bogdanović makes 3-pt jump shot from 29 ft (assist by C. Joseph),69,105
346,4,8:30.0,D. Booker misses 2-pt jump shot from 22 ft,,69,105
347,4,8:30.0,,Defensive rebound by B. Bogdanović,69,105
348,4,8:27.0,,Personal take foul by G. Monroe (drawn by B. Bogdanović),69,105
349,4,8:27.0,T. Ulis enters the game for I. Canaan,,69,105
350,4,8:16.0,,C. Joseph makes 2-pt jump shot from 7 ft,69,107
351,4,8:02.0,T. Warren makes 2-pt layup at rim (assist by D. Booker),,71,107
352,4,7:41.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,71,107
353,4,7:38.0,Defensive rebound by G. Monroe,,71,107
354,4,7:33.0,T. Warren makes 2-pt layup at rim,,73,107
355,4,7:33.0,Shooting foul by B. Bogdanović (drawn by T. Warren),,73,107
356,4,7:33.0,D. Bender enters the game for G. Monroe,,73,107
357,4,7:33.0,T. Warren misses free throw 1 of 1,,73,107
358,4,7:31.0,,Defensive rebound by L. Stephenson,73,107
359,4,7:24.0,,L. Stephenson misses 3-pt jump shot from 25 ft,73,107
360,4,7:21.0,Defensive rebound by D. Booker,,73,107
361,4,7:16.0,Shooting foul by A. Jefferson (drawn by D. Booker),,73,107
362,4,7:16.0,D. Booker makes free throw 1 of 2,,74,107
363,4,7:16.0,D. Booker makes free throw 2 of 2,,75,107
364,4,7:03.0,,Turnover by J. Young (traveling),75,107
365,4,6:58.0,T. Warren misses 2-pt jump shot from 20 ft,,75,107
366,4,6:55.0,Offensive rebound by A. Peters,,75,107
367,4,6:54.0,A. Peters misses 3-pt jump shot from 25 ft,,75,107
368,4,6:51.0,,Defensive rebound by C. Joseph,75,107
369,4,6:32.0,,Shooting foul by T. Ulis (drawn by B. Bogdanović),75,107
370,4,6:32.0,,Indiana full timeout,75,107
371,4,6:32.0,,A. Poythress enters the game for A. Jefferson,75,107
372,4,6:32.0,J. Jackson enters the game for D. Booker,,75,107
373,4,6:32.0,T. Daniels enters the game for T. Warren,,75,107
374,4,6:32.0,,B. Bogdanović misses free throw 1 of 2,75,107
375,4,6:32.0,,Offensive rebound by Team,75,107
376,4,6:32.0,,B. Bogdanović makes free throw 2 of 2,75,108
377,4,6:23.0,Shooting foul by C. Joseph (drawn by J. Jackson),,75,108
378,4,6:23.0,J. Jackson misses free throw 1 of 2,,75,108
379,4,6:23.0,Offensive rebound by Team,,75,108
380,4,6:23.0,,B. Moore enters the game for B. Bogdanović,75,108
