,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,TORONTO_ACTION,MEMPHIS_SCORE,TORONTO_SCORE
382,4,6:47.0,,P. Siakam misses 2-pt layup from 2 ft (block by M. Gasol),78,88
383,4,6:45.0,Defensive rebound by A. Harrison,,78,88
384,4,6:42.0,Shooting foul by J. Poeltl (drawn by J. Green),,78,88
385,4,6:42.0,J. Green makes free throw 1 of 2,,79,88
386,4,6:42.0,J. Green makes free throw 2 of 2,,80,88
387,4,6:27.0,,D. Wright makes 2-pt layup from 1 ft,80,90
388,4,6:10.0,M. Gasol misses 2-pt jump shot from 9 ft,,80,90
389,4,6:10.0,,Defensive rebound by D. Wright,80,90
390,4,6:04.0,,Turnover by J. Poeltl (traveling),80,90
391,4,5:53.0,A. Harrison makes 2-pt jump shot from 14 ft,,82,90
392,4,5:32.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by D. Wright),82,93
393,4,5:17.0,Personal foul by J. Poeltl (drawn by M. Gasol),,82,93
394,4,5:11.0,J. Green misses 3-pt jump shot from 23 ft (block by P. Siakam),,82,93
395,4,5:07.0,Offensive rebound by J. Green,,82,93
396,4,5:04.0,W. Selden misses 2-pt jump shot from 3 ft,,82,93
397,4,5:02.0,Offensive rebound by W. Selden,,82,93
398,4,5:02.0,Personal foul by C. Miles (drawn by W. Selden),,82,93
399,4,4:56.0,W. Selden misses 2-pt jump shot from 10 ft,,82,93
400,4,4:53.0,Offensive rebound by Team,,82,93
401,4,4:38.0,Turnover by W. Selden (bad pass; steal by F. VanVleet),,82,93
402,4,4:34.0,,F. VanVleet misses 2-pt layup from 1 ft (block by J. Green),82,93
403,4,4:32.0,Defensive rebound by M. Gasol,,82,93
404,4,4:32.0,Turnover by M. Gasol (bad pass),,82,93
405,4,4:32.0,,Toronto full timeout,82,93
406,4,4:32.0,J. Martin enters the game for J. Ennis,,82,93
407,4,4:13.0,,P. Siakam misses 3-pt jump shot from 24 ft,82,93
408,4,4:09.0,Defensive rebound by J. Martin,,82,93
409,4,3:53.0,Turnover by W. Selden (bad pass; steal by D. Wright),,82,93
410,4,3:35.0,,F. VanVleet misses 3-pt jump shot from 25 ft,82,93
411,4,3:33.0,Defensive rebound by J. Martin,,82,93
412,4,3:14.0,J. Martin misses 2-pt jump shot from 21 ft,,82,93
413,4,3:11.0,,Defensive rebound by D. Wright,82,93
414,4,2:51.0,,Shooting block foul by A. Harrison (drawn by F. VanVleet),82,93
415,4,2:51.0,,F. VanVleet makes free throw 1 of 2,82,94
416,4,2:51.0,M. Chalmers enters the game for W. Selden,,82,94
417,4,2:51.0,D. Brooks enters the game for A. Harrison,,82,94
418,4,2:51.0,,F. VanVleet makes free throw 2 of 2,82,95
419,4,2:41.0,D. Brooks misses 2-pt layup from 2 ft (block by J. Poeltl),,82,95
420,4,2:38.0,,Defensive rebound by C. Miles,82,95
421,4,2:34.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),82,97
422,4,2:22.0,Personal foul by J. Poeltl (drawn by M. Gasol),,82,97
423,4,2:22.0,D. Davis enters the game for J. Green,,82,97
424,4,2:20.0,Personal foul by C. Miles (drawn by J. Martin),,82,97
425,4,2:20.0,J. Martin makes free throw 1 of 2,,83,97
426,4,2:20.0,J. Martin makes free throw 2 of 2,,84,97
427,4,2:03.0,,D. Wright misses 3-pt jump shot from 26 ft,84,97
428,4,1:59.0,Defensive rebound by M. Chalmers,,84,97
429,4,1:54.0,Turnover by M. Chalmers (lost ball; steal by D. Wright),,84,97
430,4,1:35.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),84,99
431,4,1:21.0,Personal foul by J. Poeltl (drawn by M. Gasol),,84,99
432,4,1:21.0,M. Gasol makes free throw 1 of 2,,85,99
433,4,1:21.0,M. Gasol makes free throw 2 of 2,,86,99
434,4,1:00.0,,P. Siakam misses 3-pt jump shot from 26 ft,86,99
435,4,0:56.0,Defensive rebound by M. Gasol,,86,99
436,4,0:45.0,D. Brooks misses 3-pt jump shot from 26 ft,,86,99
437,4,0:42.0,,Defensive rebound by C. Miles,86,99
438,4,0:39.0,,D. Wright makes 2-pt layup at rim (assist by C. Miles),86,101
439,4,0:24.0,J. Martin misses 3-pt jump shot from 22 ft,,86,101
440,4,0:21.0,,Defensive rebound by F. VanVleet,86,101
