,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHARLOTTE_ACTION,CLEVELAND_SCORE,CHARLOTTE_SCORE
76,1,3:48.0,L. James makes 2-pt layup from 1 ft,,23,21
77,1,3:28.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,23,21
78,1,3:28.0,,Offensive rebound by M. Kidd-Gilchrist,23,21
79,1,3:28.0,,Shooting foul by K. Love (drawn by M. Kidd-Gilchrist),23,21
80,1,3:28.0,,M. Kidd-Gilchrist makes free throw 1 of 2,23,22
81,1,3:28.0,,C. Zeller enters the game for D. Howard,23,22
82,1,3:28.0,C. Frye enters the game for K. Love,,23,22
83,1,3:28.0,K. Korver enters the game for I. Shumpert,,23,22
84,1,3:28.0,,M. Kidd-Gilchrist makes free throw 2 of 2,23,23
85,1,3:05.0,J. Smith misses 3-pt jump shot from 26 ft,,23,23
86,1,3:01.0,,Defensive rebound by J. Lamb,23,23
87,1,2:54.0,,K. Walker misses 3-pt jump shot from 27 ft,23,23
88,1,2:53.0,,Offensive rebound by Team,23,23
89,1,2:53.0,Loose ball foul by K. Korver (drawn by C. Zeller),,23,23
90,1,2:53.0,,C. Zeller makes free throw 1 of 2,23,24
91,1,2:53.0,,F. Kaminsky enters the game for M. Williams,23,24
92,1,2:53.0,J. Green enters the game for J. Crowder,,23,24
93,1,2:53.0,,C. Zeller misses free throw 2 of 2,23,24
94,1,2:50.0,Defensive rebound by J. Green,,23,24
95,1,2:38.0,J. Green makes 2-pt dunk from 1 ft (assist by L. James),,25,24
96,1,2:25.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by K. Walker),25,26
97,1,2:02.0,K. Korver makes 3-pt jump shot from 28 ft (assist by L. James),,28,26
98,1,1:39.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 12 ft,28,28
99,1,1:21.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,31,28
100,1,1:08.0,,K. Walker misses 3-pt jump shot from 24 ft,31,28
101,1,1:08.0,,Offensive rebound by Team,31,28
102,1,1:05.0,,M. Monk enters the game for K. Walker,31,28
103,1,1:05.0,D. Wade enters the game for J. Smith,,31,28
104,1,0:55.0,,C. Zeller misses 2-pt jump shot from 20 ft,31,28
105,1,0:52.0,Defensive rebound by L. James,,31,28
106,1,0:44.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. James),,31,28
107,1,0:44.0,L. James makes free throw 1 of 2,,32,28
108,1,0:44.0,,D. Bacon enters the game for M. Kidd-Gilchrist,32,28
109,1,0:44.0,L. James makes free throw 2 of 2,,33,28
110,1,0:24.0,,J. Lamb makes 2-pt jump shot from 10 ft,33,30
111,1,0:01.0,L. James makes 3-pt jump shot from 25 ft,,36,30
112,1,0:00.0,,M. Monk misses 3-pt jump shot from 69 ft,36,30
113,1,0:00.0,,Offensive rebound by Team,36,30
114,2,11:49.0,J. Green makes 2-pt dunk at rim (assist by D. Wade),,38,30
115,2,11:34.0,,D. Bacon misses 2-pt jump shot from 9 ft,38,30
116,2,11:30.0,Defensive rebound by C. Frye,,38,30
117,2,11:14.0,D. Wade misses 2-pt jump shot from 8 ft,,38,30
118,2,11:10.0,,Defensive rebound by J. Lamb,38,30
119,2,11:05.0,,J. Lamb makes 2-pt jump shot from 21 ft,38,32
120,2,10:46.0,C. Frye misses 3-pt jump shot from 25 ft,,38,32
121,2,10:43.0,,Defensive rebound by F. Kaminsky,38,32
122,2,10:38.0,,J. Lamb makes 2-pt layup from 2 ft,38,34
123,2,10:38.0,,Shooting foul by C. Frye (drawn by J. Lamb),38,34
124,2,10:38.0,,J. Lamb makes free throw 1 of 1,38,35
125,2,10:28.0,D. Wade makes 2-pt layup from 1 ft,,40,35
126,2,10:28.0,Shooting foul by D. Bacon (drawn by D. Wade),,40,35
127,2,10:28.0,D. Wade makes free throw 1 of 1,,41,35
128,2,10:11.0,,F. Kaminsky misses 2-pt jump shot from 9 ft,41,35
129,2,10:08.0,Defensive rebound by D. Wade,,41,35
130,2,9:59.0,I. Shumpert makes 2-pt layup from 1 ft (assist by D. Wade),,43,35
131,2,9:47.0,,Shooting foul by J. Green (drawn by J. Lamb),43,35
132,2,9:47.0,,J. Lamb makes free throw 1 of 2,43,36
133,2,9:47.0,,N. Batum enters the game for D. Bacon,43,36
134,2,9:47.0,,J. Lamb makes free throw 2 of 2,43,37
135,2,9:33.0,K. Korver misses 3-pt jump shot from 25 ft,,43,37
136,2,9:30.0,,Defensive rebound by M. Monk,43,37
137,2,9:23.0,,M. Monk makes 2-pt jump shot from 11 ft,43,39
138,2,9:05.0,Turnover by K. Korver (bad pass; steal by F. Kaminsky),,43,39
139,2,8:57.0,,N. Batum misses 2-pt jump shot from 14 ft,43,39
140,2,8:53.0,,Offensive rebound by C. Zeller,43,39
141,2,8:51.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by N. Batum),43,42
142,2,8:50.0,Cleveland full timeout,,43,42
143,2,8:37.0,C. Frye misses 2-pt layup from 1 ft,,43,42
144,2,8:35.0,Offensive rebound by I. Shumpert,,43,42
145,2,8:33.0,K. Korver misses 3-pt jump shot from 25 ft,,43,42
146,2,8:29.0,,Defensive rebound by J. Lamb,43,42
147,2,8:25.0,,M. Monk misses 3-pt jump shot from 25 ft,43,42
148,2,8:25.0,Defensive rebound by Team,,43,42
149,2,8:12.0,J. Green makes 2-pt jump shot at rim (assist by D. Wade),,45,42
150,2,7:55.0,,J. Lamb misses 3-pt jump shot from 23 ft,45,42
151,2,7:55.0,Defensive rebound by D. Wade,,45,42
152,2,7:44.0,Turnover by D. Wade (bad pass; steal by J. Lamb),,45,42
153,2,7:43.0,K. Love enters the game for C. Frye,,45,42
154,2,7:42.0,,Personal foul by K. Korver (drawn by J. Lamb),45,42
155,2,7:42.0,L. James enters the game for I. Shumpert,,45,42
156,2,7:35.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by J. Lamb),45,44
157,2,7:15.0,K. Love misses 2-pt layup from 6 ft (block by C. Zeller),,45,44
158,2,7:14.0,J. Green misses 2-pt layup from 10 ft (block by F. Kaminsky),,45,44
159,2,7:14.0,Offensive rebound by J. Green,,45,44
160,2,7:13.0,Offensive rebound by D. Wade,,45,44
161,2,7:10.0,D. Wade misses 2-pt jump shot from 9 ft (block by F. Kaminsky),,45,44
162,2,7:09.0,,Defensive rebound by M. Monk,45,44
163,2,7:04.0,D. Wade misses 2-pt layup at rim,,45,44
164,2,7:04.0,Offensive rebound by Team,,45,44
165,2,6:57.0,D. Wade misses 2-pt jump shot from 9 ft (block by F. Kaminsky),,45,44
166,2,6:52.0,,Defensive rebound by M. Monk,45,44
167,2,6:51.0,,F. Kaminsky makes 2-pt layup from 1 ft,45,46
168,2,6:39.0,K. Korver misses 3-pt jump shot from 25 ft,,45,46
169,2,6:39.0,,Defensive rebound by C. Zeller,45,46
170,2,6:29.0,,F. Kaminsky misses 3-pt jump shot from 22 ft,45,46
171,2,6:29.0,Defensive rebound by K. Korver,,45,46
172,2,6:22.0,Shooting foul by C. Zeller (drawn by J. Green),,45,46
173,2,6:22.0,J. Green makes free throw 1 of 2,,46,46
174,2,6:22.0,,D. Howard enters the game for M. Monk,46,46
175,2,6:22.0,,M. Kidd-Gilchrist enters the game for J. Lamb,46,46
176,2,6:22.0,,K. Walker enters the game for C. Zeller,46,46
177,2,6:22.0,J. Crowder enters the game for D. Wade,,46,46
178,2,6:22.0,J. Smith enters the game for K. Korver,,46,46
179,2,6:22.0,J. Green makes free throw 2 of 2,,47,46
180,2,6:10.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by N. Batum),47,48
181,2,5:50.0,K. Love misses 3-pt jump shot from 25 ft,,47,48
182,2,5:46.0,,Defensive rebound by N. Batum,47,48
183,2,5:39.0,,Shooting foul by J. Green (drawn by D. Howard),47,48
184,2,5:39.0,,D. Howard misses free throw 1 of 2,47,48
185,2,5:39.0,,Offensive rebound by Team,47,48
186,2,5:39.0,,D. Howard misses free throw 2 of 2,47,48
187,2,5:35.0,Defensive rebound by J. Smith,,47,48
188,2,5:27.0,,Violation by M. Kidd-Gilchrist (kicked ball),47,48
189,2,5:22.0,Turnover by J. Green (bad pass),,47,48
190,2,5:13.0,,Shooting foul by J. Green (drawn by K. Walker),47,48
191,2,5:13.0,,K. Walker misses free throw 1 of 2,47,48
192,2,5:13.0,,Offensive rebound by Team,47,48
193,2,5:13.0,I. Shumpert enters the game for J. Green,,47,48
194,2,5:13.0,,K. Walker makes free throw 2 of 2,47,49
195,2,4:58.0,J. Smith misses 3-pt jump shot from 22 ft,,47,49
196,2,4:54.0,,Defensive rebound by K. Walker,47,49
197,2,4:48.0,,D. Howard misses 2-pt hook shot from 5 ft,47,49
198,2,4:46.0,Defensive rebound by K. Love,,47,49
199,2,4:40.0,K. Love makes 2-pt layup from 1 ft (assist by I. Shumpert),,49,49
200,2,4:40.0,Shooting foul by F. Kaminsky (drawn by K. Love),,49,49
201,2,4:40.0,K. Love makes free throw 1 of 1,,50,49
202,2,4:23.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by D. Howard),50,51
203,2,3:57.0,I. Shumpert misses 3-pt jump shot from 22 ft,,50,51
204,2,3:55.0,Offensive rebound by L. James,,50,51
205,2,3:47.0,L. James makes 2-pt dunk at rim,,52,51
206,2,3:34.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),52,53
207,2,3:16.0,J. Smith misses 2-pt jump shot from 21 ft,,52,53
208,2,3:16.0,,Defensive rebound by F. Kaminsky,52,53
209,2,3:05.0,,K. Walker misses 2-pt layup from 3 ft (block by I. Shumpert),52,53
210,2,3:05.0,,Offensive rebound by Team,52,53
211,2,3:05.0,,M. Williams enters the game for F. Kaminsky,52,53
212,2,3:01.0,,N. Batum makes 3-pt jump shot from 22 ft (assist by M. Williams),52,56
213,2,2:44.0,Turnover by L. James (bad pass; steal by M. Kidd-Gilchrist),,52,56
214,2,2:39.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,52,56
215,2,2:39.0,,Offensive rebound by N. Batum,52,56
216,2,2:39.0,,N. Batum makes 2-pt dunk at rim,52,58
217,2,2:23.0,L. James misses 2-pt jump shot from 6 ft (block by M. Kidd-Gilchrist),,52,58
218,2,2:23.0,Offensive rebound by Team,,52,58
219,2,2:23.0,,Charlotte full timeout,52,58
220,2,2:23.0,,J. Lamb enters the game for M. Kidd-Gilchrist,52,58
221,2,2:15.0,J. Smith makes 2-pt jump shot from 12 ft (assist by I. Shumpert),,54,58
222,2,1:57.0,,M. Williams makes 2-pt layup from 9 ft (assist by K. Walker),54,60
223,2,1:57.0,,Shooting foul by J. Crowder (drawn by M. Williams),54,60
224,2,1:57.0,,M. Williams makes free throw 1 of 1,54,61
225,2,1:44.0,J. Smith makes 2-pt layup from 2 ft,,56,61
226,2,1:29.0,,Turnover by K. Walker (bad pass),56,61
227,2,1:29.0,,C. Zeller enters the game for D. Howard,56,61
228,2,1:12.0,J. Crowder misses 3-pt jump shot from 24 ft,,56,61
229,2,1:12.0,Offensive rebound by Team,,56,61
230,2,1:12.0,,Loose ball foul by C. Zeller (drawn by K. Love),56,61
231,2,1:12.0,D. Wade enters the game for J. Crowder,,56,61
232,2,1:05.0,L. James makes 3-pt jump shot from 26 ft,,59,61
233,2,0:47.0,,K. Walker makes 3-pt jump shot from 25 ft,59,64
234,2,0:42.0,L. James misses 3-pt jump shot from 26 ft,,59,64
235,2,0:37.0,,Defensive rebound by J. Lamb,59,64
236,2,0:33.0,,K. Walker makes 2-pt layup from 1 ft,59,66
237,2,0:33.0,,Shooting foul by L. James (drawn by K. Walker),59,66
238,2,0:33.0,,K. Walker makes free throw 1 of 1,59,67
239,2,0:18.0,K. Love makes 2-pt layup from 2 ft (assist by J. Smith),,61,67
240,2,0:01.0,,C. Zeller misses 2-pt layup from 3 ft (block by L. James),61,67
241,2,0:01.0,Defensive rebound by K. Love,,61,67
242,2,0:00.0,J. Smith misses 3-pt jump shot from 41 ft,,61,67
243,2,0:00.0,Offensive rebound by Team,,61,67
244,3,11:47.0,K. Love makes 2-pt layup from 1 ft (assist by L. James),,63,67
245,3,11:34.0,,Turnover by N. Batum (lost ball; steal by J. Smith),63,67
246,3,11:15.0,I. Shumpert misses 2-pt layup at rim (block by M. Williams),,63,67
247,3,11:11.0,,Defensive rebound by M. Williams,63,67
248,3,11:03.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by N. Batum),63,69
249,3,10:44.0,K. Love makes 2-pt layup from 1 ft (assist by J. Crowder),,65,69
250,3,10:27.0,,Turnover by D. Howard (lost ball; steal by K. Love),65,69
251,3,10:27.0,,Loose ball foul by D. Howard (drawn by K. Love),65,69
252,3,10:20.0,Turnover by K. Love (step out of bounds),,65,69
253,3,10:08.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,65,69
254,3,10:04.0,Defensive rebound by I. Shumpert,,65,69
255,3,9:54.0,Personal foul by D. Howard (drawn by K. Love),,65,69
256,3,9:54.0,,C. Zeller enters the game for D. Howard,65,69
257,3,9:46.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by J. Crowder),,68,69
258,3,9:46.0,Shooting foul by K. Walker (drawn by I. Shumpert),,68,69
259,3,9:46.0,I. Shumpert misses free throw 1 of 1,,68,69
260,3,9:43.0,,Defensive rebound by C. Zeller,68,69
261,3,9:27.0,,K. Walker misses 3-pt jump shot from 25 ft,68,69
262,3,9:23.0,Defensive rebound by J. Crowder,,68,69
263,3,9:16.0,I. Shumpert misses 3-pt jump shot from 25 ft,,68,69
264,3,9:14.0,,Defensive rebound by M. Kidd-Gilchrist,68,69
265,3,9:09.0,,Shooting foul by J. Smith (drawn by K. Walker),68,69
266,3,9:09.0,,K. Walker makes free throw 1 of 2,68,70
267,3,9:09.0,,K. Walker misses free throw 2 of 2,68,70
268,3,9:06.0,Defensive rebound by K. Love,,68,70
269,3,8:56.0,K. Love makes 2-pt jump shot from 20 ft (assist by L. James),,70,70
270,3,8:40.0,,N. Batum misses 3-pt jump shot from 25 ft,70,70
271,3,8:37.0,Defensive rebound by J. Smith,,70,70
272,3,8:19.0,J. Smith makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,73,70
273,3,8:02.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),73,73
274,3,7:40.0,L. James makes 3-pt jump shot from 26 ft,,76,73
275,3,7:18.0,,N. Batum misses 2-pt layup from 2 ft,76,73
276,3,7:15.0,Defensive rebound by K. Love,,76,73
277,3,7:06.0,L. James misses 2-pt jump shot from 11 ft,,76,73
278,3,7:05.0,,Defensive rebound by Team,76,73
279,3,7:05.0,Loose ball foul by J. Crowder (drawn by M. Williams),,76,73
280,3,6:52.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by C. Zeller),76,76
281,3,6:28.0,K. Love misses 2-pt jump shot from 17 ft,,76,76
282,3,6:21.0,,Defensive rebound by N. Batum,76,76
283,3,6:16.0,,M. Williams misses 3-pt jump shot from 23 ft,76,76
284,3,6:16.0,,Offensive rebound by Team,76,76
285,3,6:16.0,Loose ball foul by L. James (drawn by C. Zeller),,76,76
286,3,6:16.0,,Charlotte full timeout,76,76
287,3,6:07.0,,N. Batum misses 2-pt jump shot from 8 ft,76,76
288,3,6:04.0,Defensive rebound by K. Love,,76,76
289,3,5:46.0,J. Crowder misses 3-pt jump shot from 24 ft,,76,76
290,3,5:42.0,Offensive rebound by L. James,,76,76
291,3,5:32.0,L. James misses 2-pt layup from 5 ft,,76,76
292,3,5:28.0,,Defensive rebound by M. Kidd-Gilchrist,76,76
293,3,5:25.0,,Shooting foul by I. Shumpert (drawn by C. Zeller),76,76
294,3,5:25.0,,C. Zeller makes free throw 1 of 2,76,77
295,3,5:25.0,,J. Lamb enters the game for N. Batum,76,77
296,3,5:25.0,,C. Zeller makes free throw 2 of 2,76,78
297,3,5:05.0,Turnover by J. Crowder (bad pass),,76,78
298,3,4:42.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft,76,80
299,3,4:26.0,,Offensive charge foul by L. James (drawn by K. Walker),76,80
300,3,4:26.0,Turnover by L. James (offensive foul),,76,80
301,3,4:26.0,C. Frye enters the game for K. Love,,76,80
302,3,4:11.0,,K. Walker misses 3-pt jump shot from 25 ft,76,80
303,3,4:02.0,Defensive rebound by C. Frye,,76,80
304,3,3:59.0,L. James makes 3-pt jump shot from 25 ft,,79,80
305,3,3:39.0,,C. Zeller makes 2-pt jump shot from 7 ft (assist by J. Lamb),79,82
306,3,3:31.0,,Offensive charge foul by L. James (drawn by M. Kidd-Gilchrist),79,82
307,3,3:31.0,Turnover by L. James (offensive foul),,79,82
308,3,3:31.0,D. Wade enters the game for L. James,,79,82
309,3,3:31.0,,D. Bacon enters the game for M. Kidd-Gilchrist,79,82
310,3,3:16.0,,M. Williams misses 2-pt jump shot from 20 ft,79,82
311,3,3:13.0,Defensive rebound by D. Wade,,79,82
312,3,3:05.0,J. Crowder misses 2-pt jump shot from 2 ft,,79,82
313,3,3:02.0,,Defensive rebound by K. Walker,79,82
314,3,3:00.0,,J. Lamb misses 3-pt jump shot from 26 ft,79,82
315,3,3:00.0,Defensive rebound by D. Wade,,79,82
316,3,2:54.0,Shooting foul by D. Bacon (drawn by J. Crowder),,79,82
317,3,2:54.0,Cleveland full timeout,,79,82
318,3,2:54.0,,F. Kaminsky enters the game for M. Williams,79,82
319,3,2:54.0,J. Crowder makes free throw 1 of 2,,80,82
320,3,2:54.0,J. Crowder makes free throw 2 of 2,,81,82
321,3,2:31.0,,J. Lamb misses 2-pt jump shot from 6 ft,81,82
322,3,2:30.0,Defensive rebound by C. Frye,,81,82
323,3,2:17.0,Turnover by D. Wade (bad pass; steal by F. Kaminsky),,81,82
324,3,2:07.0,,D. Bacon misses 3-pt jump shot from 24 ft,81,82
325,3,2:04.0,,Offensive rebound by F. Kaminsky,81,82
326,3,2:02.0,,Shooting foul by D. Wade (drawn by J. Lamb),81,82
327,3,2:02.0,,J. Lamb makes free throw 1 of 2,81,83
328,3,2:02.0,K. Korver enters the game for J. Smith,,81,83
329,3,2:02.0,,J. Lamb makes free throw 2 of 2,81,84
330,3,1:46.0,K. Korver misses 3-pt jump shot from 25 ft,,81,84
331,3,1:41.0,Offensive rebound by C. Frye,,81,84
332,3,1:41.0,C. Frye makes 2-pt layup at rim,,83,84
333,3,1:28.0,,Turnover by J. Lamb (bad pass; steal by I. Shumpert),83,84
334,3,1:13.0,K. Korver makes 3-pt jump shot from 27 ft (assist by C. Frye),,86,84
335,3,0:56.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,86,84
336,3,0:53.0,Defensive rebound by C. Frye,,86,84
337,3,0:50.0,K. Korver misses 3-pt jump shot from 28 ft,,86,84
338,3,0:46.0,,Defensive rebound by F. Kaminsky,86,84
339,3,0:36.0,,C. Zeller misses 2-pt layup from 1 ft (block by C. Frye),86,84
340,3,0:33.0,Defensive rebound by D. Wade,,86,84
341,3,0:25.0,C. Frye misses 3-pt jump shot from 25 ft,,86,84
342,3,0:25.0,Offensive rebound by I. Shumpert,,86,84
343,3,0:02.0,Shooting foul by C. Zeller (drawn by D. Wade),,86,84
344,3,0:02.0,D. Wade makes free throw 1 of 2,,87,84
345,3,0:02.0,D. Wade makes free throw 2 of 2,,88,84
346,4,11:48.0,,Turnover by C. Zeller (lost ball; steal by D. Wade),88,84
347,4,11:38.0,D. Wade misses 2-pt jump shot from 19 ft,,88,84
348,4,11:34.0,,Defensive rebound by J. Lamb,88,84
349,4,11:28.0,,J. Lamb makes 2-pt layup at rim,88,86
350,4,11:11.0,K. Korver makes 3-pt jump shot from 27 ft (assist by D. Wade),,91,86
351,4,10:56.0,,M. Monk misses 2-pt jump shot from 10 ft,91,86
352,4,10:54.0,Defensive rebound by J. Green,,91,86
353,4,10:51.0,Shooting foul by C. Zeller (drawn by J. Green),,91,86
354,4,10:51.0,J. Green misses free throw 1 of 2,,91,86
355,4,10:51.0,Offensive rebound by Team,,91,86
356,4,10:51.0,J. Green makes free throw 2 of 2,,92,86
357,4,10:35.0,,Turnover by J. Lamb (bad pass; steal by D. Wade),92,86
358,4,10:25.0,I. Shumpert misses 3-pt jump shot from 26 ft,,92,86
359,4,10:21.0,Offensive rebound by D. Wade,,92,86
360,4,10:21.0,Turnover by D. Wade (turnover),,92,86
361,4,10:21.0,,D. Howard enters the game for C. Zeller,92,86
362,4,10:12.0,,J. Lamb misses 2-pt layup from 10 ft,92,86
363,4,10:09.0,Defensive rebound by C. Frye,,92,86
364,4,10:06.0,J. Green misses 2-pt layup from 2 ft,,92,86
365,4,10:06.0,Offensive rebound by J. Green,,92,86
366,4,10:01.0,C. Frye makes 3-pt jump shot from 25 ft (assist by J. Green),,95,86
367,4,9:49.0,Offensive charge foul by D. Howard (drawn by C. Frye),,95,86
368,4,9:49.0,,Turnover by D. Howard (offensive foul),95,86
369,4,9:49.0,,N. Batum enters the game for M. Monk,95,86
370,4,9:49.0,,C. Zeller enters the game for J. Lamb,95,86
371,4,9:49.0,,K. Walker enters the game for D. Howard,95,86
372,4,9:37.0,D. Wade misses 2-pt jump shot from 12 ft,,95,86
373,4,9:37.0,,Defensive rebound by F. Kaminsky,95,86
374,4,9:14.0,,K. Walker misses 2-pt layup from 3 ft,95,86
375,4,9:08.0,,Offensive rebound by F. Kaminsky,95,86
376,4,9:08.0,,F. Kaminsky makes 2-pt dunk at rim,95,88
377,4,8:58.0,Personal foul by C. Zeller (drawn by I. Shumpert),,95,88
378,4,8:58.0,L. James enters the game for I. Shumpert,,95,88
379,4,8:58.0,,M. Williams enters the game for C. Zeller,95,88
380,4,8:49.0,K. Korver misses 3-pt jump shot from 25 ft,,95,88
381,4,8:44.0,,Defensive rebound by K. Walker,95,88
382,4,8:38.0,,K. Walker misses 2-pt layup from 2 ft,95,88
383,4,8:35.0,Defensive rebound by C. Frye,,95,88
384,4,8:23.0,L. James misses 2-pt jump shot from 15 ft,,95,88
385,4,8:23.0,,Defensive rebound by K. Walker,95,88
386,4,8:15.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by D. Bacon),95,90
387,4,8:15.0,,Shooting foul by K. Korver (drawn by F. Kaminsky),95,90
