,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
38,1,5:43.0,Defensive rebound by K. Dunn,,19,8
39,1,5:33.0,L. Markkanen makes 2-pt layup from 2 ft,,21,8
40,1,5:33.0,Shooting foul by J. Murray (drawn by L. Markkanen),,21,8
41,1,5:33.0,,W. Barton enters the game for J. Murray,21,8
42,1,5:33.0,,E. Mudiay enters the game for J. Hernangómez,21,8
43,1,5:33.0,L. Markkanen makes free throw 1 of 1,,22,8
44,1,5:26.0,,Personal foul by L. Markkanen (drawn by N. Jokić),22,8
45,1,5:21.0,,Turnover by E. Mudiay (step out of bounds),22,8
46,1,5:08.0,J. Holiday misses 3-pt jump shot from 24 ft,,22,8
47,1,5:06.0,Offensive rebound by D. Valentine,,22,8
48,1,4:55.0,K. Dunn makes 2-pt layup from 1 ft,,24,8
49,1,4:50.0,,Denver full timeout,24,8
50,1,4:50.0,,T. Lyles enters the game for K. Faried,24,8
51,1,4:42.0,,N. Jokić misses 2-pt layup from 2 ft (block by J. Holiday),24,8
52,1,4:36.0,Defensive rebound by R. Lopez,,24,8
53,1,4:19.0,K. Dunn makes 2-pt layup from 1 ft (assist by D. Valentine),,26,8
54,1,4:07.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by G. Harris),26,11
55,1,3:56.0,L. Markkanen misses 2-pt dunk from 2 ft,,26,11
56,1,3:53.0,,Defensive rebound by N. Jokić,26,11
57,1,3:50.0,,E. Mudiay misses 2-pt layup from 2 ft,26,11
58,1,3:45.0,,Offensive rebound by E. Mudiay,26,11
59,1,3:45.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by E. Mudiay),26,14
60,1,3:45.0,Chicago full timeout,,26,14
61,1,3:45.0,,M. Plumlee enters the game for N. Jokić,26,14
62,1,3:45.0,B. Portis enters the game for L. Markkanen,,26,14
63,1,3:45.0,A. Blakeney enters the game for D. Valentine,,26,14
64,1,3:36.0,J. Holiday misses 3-pt jump shot from 24 ft,,26,14
65,1,3:32.0,Offensive rebound by R. Lopez,,26,14
66,1,3:31.0,B. Portis misses 3-pt jump shot from 24 ft,,26,14
67,1,3:27.0,,Defensive rebound by T. Lyles,26,14
68,1,3:16.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by M. Plumlee),26,17
69,1,3:01.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by B. Portis),,29,17
70,1,2:44.0,,W. Barton makes 2-pt dunk from 2 ft,29,19
71,1,2:44.0,,Shooting foul by R. Lopez (drawn by W. Barton),29,19
72,1,2:44.0,,W. Barton makes free throw 1 of 1,29,20
73,1,2:32.0,Turnover by B. Portis (lost ball; steal by E. Mudiay),,29,20
74,1,2:31.0,,Personal block foul by K. Dunn (drawn by T. Lyles),29,20
75,1,2:31.0,,R. Jefferson enters the game for G. Harris,29,20
76,1,2:31.0,J. Grant enters the game for K. Dunn,,29,20
77,1,2:19.0,,Personal foul by J. Holiday (drawn by M. Plumlee),29,20
78,1,2:19.0,,M. Plumlee makes free throw 1 of 2,29,21
79,1,2:19.0,,M. Plumlee misses free throw 2 of 2,29,21
80,1,2:16.0,Defensive rebound by J. Grant,,29,21
81,1,1:58.0,A. Blakeney misses 2-pt jump shot from 14 ft,,29,21
82,1,1:54.0,,Defensive rebound by E. Mudiay,29,21
83,1,1:49.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by R. Jefferson),29,24
84,1,1:35.0,Personal foul by M. Plumlee (drawn by R. Lopez),,29,24
85,1,1:35.0,P. Zipser enters the game for J. Holiday,,29,24
86,1,1:35.0,J. Holiday enters the game for R. Lopez,,29,24
87,1,1:34.0,Shooting foul by W. Barton (drawn by A. Blakeney),,29,24
88,1,1:34.0,A. Blakeney makes free throw 1 of 2,,30,24
89,1,1:34.0,A. Blakeney makes free throw 2 of 2,,31,24
90,1,1:17.0,,T. Lyles misses 2-pt layup from 6 ft,31,24
91,1,1:14.0,Defensive rebound by A. Blakeney,,31,24
92,1,1:00.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by P. Zipser),,34,24
93,1,0:48.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by R. Jefferson),34,27
94,1,0:30.0,J. Holiday makes 2-pt layup from 2 ft (assist by B. Portis),,36,27
95,1,0:30.0,Shooting foul by W. Barton (drawn by J. Holiday),,36,27
96,1,0:30.0,J. Holiday makes free throw 1 of 1,,37,27
97,1,0:19.0,,E. Mudiay makes 3-pt jump shot from 24 ft,37,30
98,1,0:03.0,J. Grant makes 2-pt jump shot from 10 ft,,39,30
99,1,0:00.0,,E. Mudiay misses 3-pt jump shot from 25 ft,39,30
100,1,0:00.0,,Offensive rebound by Team,39,30
101,2,11:48.0,,Personal foul by J. Grant (drawn by E. Mudiay),39,30
102,2,11:46.0,,Personal foul by A. Blakeney (drawn by R. Jefferson),39,30
103,2,11:42.0,,T. Lyles makes 2-pt layup from 3 ft (assist by M. Plumlee),39,32
104,2,11:28.0,B. Portis misses 2-pt layup from 1 ft,,39,32
105,2,11:26.0,,Defensive rebound by T. Lyles,39,32
106,2,11:22.0,,E. Mudiay misses 2-pt jump shot from 9 ft,39,32
107,2,11:17.0,Defensive rebound by A. Blakeney,,39,32
108,2,11:07.0,A. Blakeney misses 3-pt jump shot from 24 ft,,39,32
109,2,11:05.0,,Defensive rebound by E. Mudiay,39,32
110,2,10:57.0,,W. Barton misses 3-pt jump shot from 26 ft,39,32
111,2,10:54.0,,Offensive rebound by Team,39,32
112,2,10:54.0,,Personal foul by B. Portis (drawn by M. Plumlee),39,32
113,2,10:45.0,,E. Mudiay misses 3-pt jump shot from 25 ft,39,32
114,2,10:40.0,,Offensive rebound by M. Plumlee,39,32
115,2,10:40.0,,M. Plumlee makes 2-pt layup from 2 ft,39,34
116,2,10:12.0,P. Zipser makes 3-pt jump shot from 23 ft (assist by A. Blakeney),,42,34
117,2,9:53.0,,R. Jefferson misses 2-pt layup from 3 ft,42,34
118,2,9:51.0,Defensive rebound by P. Zipser,,42,34
119,2,9:47.0,Personal foul by M. Plumlee (drawn by P. Zipser),,42,34
120,2,9:32.0,D. Valentine misses 2-pt jump shot from 20 ft,,42,34
121,2,9:29.0,,Defensive rebound by W. Barton,42,34
122,2,9:14.0,,E. Mudiay misses 2-pt layup from 3 ft (block by B. Portis),42,34
123,2,9:13.0,,Offensive rebound by Team,42,34
124,2,9:07.0,,M. Plumlee misses 2-pt jump shot from 11 ft,42,34
125,2,9:03.0,Defensive rebound by P. Zipser,,42,34
126,2,8:45.0,A. Blakeney misses 2-pt layup from 4 ft,,42,34
127,2,8:42.0,Offensive rebound by B. Portis,,42,34
128,2,8:42.0,B. Portis makes 2-pt layup from 3 ft,,44,34
129,2,8:34.0,,Turnover by W. Barton (traveling),44,34
130,2,8:24.0,D. Valentine makes 3-pt jump shot from 23 ft (assist by J. Grant),,47,34
131,2,8:23.0,,Denver full timeout,47,34
132,2,8:23.0,,J. Hernangómez enters the game for E. Mudiay,47,34
133,2,8:23.0,,N. Jokić enters the game for T. Lyles,47,34
134,2,8:23.0,,J. Murray enters the game for R. Jefferson,47,34
135,2,8:23.0,,G. Harris enters the game for M. Plumlee,47,34
136,2,8:03.0,,Personal foul by P. Zipser (drawn by J. Murray),47,34
137,2,7:50.0,,W. Barton misses 3-pt jump shot from 22 ft,47,34
138,2,7:46.0,Defensive rebound by B. Portis,,47,34
139,2,7:36.0,J. Grant misses 2-pt jump shot from 16 ft,,47,34
140,2,7:32.0,,Defensive rebound by W. Barton,47,34
141,2,7:25.0,,N. Jokić misses 2-pt layup from 2 ft,47,34
142,2,7:23.0,,Offensive rebound by N. Jokić,47,34
143,2,7:21.0,,W. Barton makes 2-pt jump shot from 19 ft (assist by N. Jokić),47,36
144,2,7:06.0,B. Portis makes 2-pt jump shot from 15 ft (assist by J. Grant),,49,36
145,2,6:45.0,,Turnover by J. Murray (bad pass; steal by D. Valentine),49,36
146,2,6:40.0,Turnover by P. Zipser (bad pass; steal by W. Barton),,49,36
147,2,6:35.0,,W. Barton makes 2-pt layup from 3 ft,49,38
148,2,6:25.0,Turnover by B. Portis (lost ball; steal by G. Harris),,49,38
149,2,6:20.0,,Shooting block foul by P. Zipser (drawn by G. Harris),49,38
150,2,6:20.0,,G. Harris misses free throw 1 of 2,49,38
151,2,6:20.0,,Offensive rebound by Team,49,38
152,2,6:20.0,L. Markkanen enters the game for J. Grant,,49,38
153,2,6:20.0,R. Lopez enters the game for B. Portis,,49,38
154,2,6:20.0,J. Holiday enters the game for A. Blakeney,,49,38
155,2,6:20.0,K. Dunn enters the game for P. Zipser,,49,38
156,2,6:20.0,,G. Harris makes free throw 2 of 2,49,39
157,2,6:08.0,R. Lopez makes 2-pt layup from 3 ft (assist by J. Holiday),,51,39
158,2,5:59.0,,G. Harris misses 3-pt jump shot from 24 ft,51,39
159,2,5:56.0,,Offensive rebound by J. Murray,51,39
160,2,5:52.0,,Personal block foul by D. Valentine (drawn by G. Harris),51,39
161,2,5:52.0,,G. Harris makes free throw 1 of 2,51,40
162,2,5:52.0,,G. Harris misses free throw 2 of 2,51,40
163,2,5:49.0,Defensive rebound by R. Lopez,,51,40
164,2,5:31.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by R. Lopez),,53,40
165,2,5:10.0,,W. Barton makes 2-pt layup from 3 ft (assist by G. Harris),53,42
166,2,4:55.0,Turnover by R. Lopez (lost ball; steal by W. Barton),,53,42
167,2,4:45.0,,Personal foul by L. Markkanen (drawn by J. Hernangómez),53,42
168,2,4:45.0,,J. Hernangómez makes free throw 1 of 2,53,43
169,2,4:45.0,,J. Hernangómez misses free throw 2 of 2,53,43
170,2,4:42.0,Defensive rebound by R. Lopez,,53,43
171,2,4:27.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by D. Valentine),,56,43
172,2,4:14.0,,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),56,45
173,2,4:08.0,,K. Faried enters the game for J. Hernangómez,56,45
174,2,4:06.0,J. Holiday makes 2-pt jump shot from 14 ft (assist by K. Dunn),,58,45
175,2,3:42.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),58,48
176,2,3:28.0,R. Lopez makes 2-pt hook shot from 4 ft,,60,48
177,2,3:03.0,,K. Faried makes 2-pt jump shot from 7 ft,60,50
178,2,2:54.0,K. Dunn misses 2-pt jump shot from 20 ft,,60,50
179,2,2:52.0,,Defensive rebound by N. Jokić,60,50
180,2,2:37.0,,N. Jokić makes 2-pt dunk from 2 ft,60,52
181,2,2:37.0,Chicago full timeout,,60,52
182,2,2:24.0,Offensive foul by R. Lopez (drawn by N. Jokić),,60,52
183,2,2:24.0,Turnover by R. Lopez (offensive foul),,60,52
184,2,2:08.0,,N. Jokić makes 2-pt layup from 3 ft,60,54
185,2,1:55.0,Def 3 sec tech foul by N. Jokić,,60,54
186,2,1:55.0,J. Holiday makes technical free throw,,61,54
187,2,1:55.0,J. Grant enters the game for K. Dunn,,61,54
188,2,1:46.0,Shooting foul by N. Jokić (drawn by L. Markkanen),,61,54
189,2,1:46.0,L. Markkanen makes free throw 1 of 2,,62,54
190,2,1:46.0,B. Portis enters the game for R. Lopez,,62,54
191,2,1:46.0,L. Markkanen makes free throw 2 of 2,,63,54
192,2,1:31.0,,J. Murray misses 2-pt jump shot from 18 ft,63,54
193,2,1:27.0,,Offensive rebound by J. Murray,63,54
194,2,1:11.0,,N. Jokić misses 2-pt hook shot from 2 ft,63,54
195,2,1:07.0,,Offensive rebound by N. Jokić,63,54
196,2,1:07.0,,N. Jokić makes 2-pt layup at rim,63,56
197,2,0:52.0,B. Portis makes 2-pt jump shot from 5 ft (assist by J. Grant),,65,56
198,2,0:44.0,,Personal foul by J. Grant (drawn by N. Jokić),65,56
199,2,0:44.0,,Denver full timeout,65,56
200,2,0:44.0,,N. Jokić makes free throw 1 of 2,65,57
201,2,0:44.0,,N. Jokić makes free throw 2 of 2,65,58
202,2,0:43.0,Personal take foul by K. Faried (drawn by J. Grant),,65,58
203,2,0:43.0,J. Grant misses free throw 1 of 2,,65,58
204,2,0:43.0,Offensive rebound by Team,,65,58
205,2,0:43.0,,J. Hernangómez enters the game for N. Jokić,65,58
206,2,0:43.0,P. Zipser enters the game for L. Markkanen,,65,58
207,2,0:43.0,J. Grant misses free throw 2 of 2,,65,58
208,2,0:41.0,,Defensive rebound by K. Faried,65,58
209,2,0:33.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Barton),65,60
210,2,0:28.0,P. Zipser makes 3-pt jump shot from 26 ft (assist by J. Grant),,68,60
211,2,0:05.0,,W. Barton makes 2-pt jump shot from 17 ft,68,62
212,2,0:01.0,D. Valentine misses 3-pt jump shot from 30 ft,,68,62
213,2,0:01.0,Offensive rebound by Team,,68,62
214,3,11:50.0,,Offensive foul by K. Faried (drawn by J. Holiday),68,62
215,3,11:50.0,,Turnover by K. Faried (offensive foul),68,62
216,3,11:32.0,Turnover by J. Holiday (lost ball; steal by G. Harris),,68,62
217,3,11:26.0,,W. Barton misses 2-pt layup from 1 ft,68,62
218,3,11:22.0,,Offensive rebound by K. Faried,68,62
219,3,11:22.0,,K. Faried makes 2-pt dunk at rim,68,64
220,3,11:07.0,L. Markkanen misses 2-pt jump shot from 9 ft,,68,64
221,3,11:05.0,,Defensive rebound by K. Faried,68,64
222,3,10:54.0,,Personal foul by L. Markkanen (drawn by J. Hernangómez),68,64
223,3,10:45.0,,Turnover by J. Murray (bad pass; steal by K. Dunn),68,64
224,3,10:43.0,Shooting foul by J. Murray (drawn by K. Dunn),,68,64
225,3,10:43.0,K. Dunn misses free throw 1 of 2,,68,64
226,3,10:43.0,Offensive rebound by Team,,68,64
227,3,10:43.0,K. Dunn misses free throw 2 of 2,,68,64
228,3,10:41.0,,Defensive rebound by K. Faried,68,64
229,3,10:19.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,68,64
230,3,10:16.0,Defensive rebound by K. Dunn,,68,64
231,3,10:08.0,D. Valentine makes 2-pt jump shot from 7 ft,,70,64
232,3,9:54.0,,G. Harris makes 2-pt dunk from 2 ft (assist by K. Faried),70,66
233,3,9:42.0,R. Lopez misses 2-pt layup from 11 ft,,70,66
234,3,9:39.0,,Defensive rebound by K. Faried,70,66
235,3,9:29.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by W. Barton),70,68
236,3,9:09.0,L. Markkanen makes 2-pt jump shot from 8 ft,,72,68
237,3,8:47.0,,J. Murray misses 2-pt jump shot from 13 ft,72,68
238,3,8:45.0,Defensive rebound by L. Markkanen,,72,68
239,3,8:31.0,Turnover by K. Dunn (bad pass; steal by W. Barton),,72,68
240,3,8:28.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),72,71
241,3,8:26.0,Chicago full timeout,,72,71
242,3,8:07.0,L. Markkanen misses 2-pt hook shot from 5 ft,,72,71
243,3,8:05.0,Offensive rebound by L. Markkanen,,72,71
244,3,8:02.0,L. Markkanen makes 2-pt layup from 2 ft,,74,71
245,3,7:49.0,,W. Barton misses 2-pt layup from 2 ft,74,71
246,3,7:47.0,Defensive rebound by D. Valentine,,74,71
247,3,7:40.0,Turnover by J. Holiday (step out of bounds),,74,71
248,3,7:27.0,,Shooting foul by K. Dunn (drawn by J. Murray),74,71
249,3,7:27.0,,J. Murray makes free throw 1 of 3,74,72
250,3,7:27.0,,J. Murray makes free throw 2 of 3,74,73
251,3,7:27.0,,J. Murray makes free throw 3 of 3,74,74
252,3,7:20.0,Turnover by R. Lopez (bad pass; steal by G. Harris),,74,74
253,3,7:18.0,,Personal foul by K. Dunn (drawn by G. Harris),74,74
254,3,7:18.0,J. Grant enters the game for K. Dunn,,74,74
255,3,7:06.0,,J. Murray misses 2-pt jump shot from 12 ft,74,74
256,3,7:06.0,,K. Faried misses 2-pt layup from 2 ft,74,74
257,3,7:06.0,Defensive rebound by J. Grant,,74,74
258,3,7:04.0,,Defensive rebound by K. Faried,74,74
259,3,6:47.0,L. Markkanen misses 2-pt layup from 4 ft,,74,74
260,3,6:47.0,Offensive rebound by R. Lopez,,74,74
261,3,6:47.0,R. Lopez makes 2-pt layup from 2 ft,,76,74
262,3,6:47.0,Shooting foul by W. Barton (drawn by R. Lopez),,76,74
263,3,6:47.0,R. Lopez makes free throw 1 of 1,,77,74
264,3,6:35.0,,Turnover by J. Hernangómez (traveling),77,74
265,3,6:14.0,J. Holiday misses 2-pt jump shot from 19 ft,,77,74
266,3,6:14.0,,Defensive rebound by G. Harris,77,74
267,3,6:08.0,,Personal foul by J. Grant (drawn by W. Barton),77,74
268,3,6:01.0,,G. Harris makes 2-pt jump shot from 17 ft,77,76
269,3,5:43.0,L. Markkanen misses 3-pt jump shot from 25 ft,,77,76
270,3,5:43.0,,Defensive rebound by K. Faried,77,76
271,3,5:31.0,,W. Barton misses 2-pt layup from 7 ft,77,76
272,3,5:31.0,Defensive rebound by Team,,77,76
273,3,5:18.0,D. Valentine misses 3-pt jump shot from 25 ft,,77,76
274,3,5:14.0,,Defensive rebound by J. Murray,77,76
275,3,4:57.0,,G. Harris misses 2-pt layup from 3 ft (block by L. Markkanen),77,76
276,3,4:52.0,,Offensive rebound by K. Faried,77,76
277,3,4:52.0,,K. Faried makes 2-pt layup at rim,77,78
278,3,4:38.0,Shooting foul by J. Murray (drawn by L. Markkanen),,77,78
279,3,4:38.0,L. Markkanen makes free throw 1 of 2,,78,78
280,3,4:38.0,,M. Plumlee enters the game for K. Faried,78,78
281,3,4:38.0,P. Zipser enters the game for D. Valentine,,78,78
282,3,4:38.0,L. Markkanen makes free throw 2 of 2,,79,78
283,3,4:31.0,,Shooting foul by J. Holiday (drawn by M. Plumlee),79,78
284,3,4:31.0,,M. Plumlee misses free throw 1 of 2,79,78
285,3,4:31.0,,Offensive rebound by Team,79,78
286,3,4:31.0,,M. Plumlee misses free throw 2 of 2,79,78
287,3,4:27.0,Defensive rebound by L. Markkanen,,79,78
288,3,4:13.0,J. Grant makes 2-pt jump shot from 8 ft,,81,78
289,3,3:51.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),81,81
290,3,3:26.0,L. Markkanen misses 2-pt jump shot from 11 ft (block by G. Harris),,81,81
291,3,3:26.0,,Defensive rebound by G. Harris,81,81
292,3,3:20.0,,G. Harris makes 3-pt jump shot from 25 ft,81,84
293,3,2:54.0,J. Holiday makes 2-pt jump shot from 17 ft (assist by P. Zipser),,83,84
294,3,2:41.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by G. Harris),83,87
295,3,2:12.0,L. Markkanen misses 2-pt hook shot from 3 ft,,83,87
296,3,2:09.0,,Defensive rebound by M. Plumlee,83,87
297,3,1:57.0,,J. Murray misses 3-pt jump shot from 25 ft,83,87
298,3,1:52.0,Defensive rebound by L. Markkanen,,83,87
299,3,1:46.0,Personal foul by J. Murray (drawn by J. Grant),,83,87
300,3,1:46.0,,Denver full timeout,83,87
301,3,1:46.0,,E. Mudiay enters the game for G. Harris,83,87
302,3,1:46.0,,T. Lyles enters the game for J. Murray,83,87
303,3,1:46.0,B. Portis enters the game for L. Markkanen,,83,87
304,3,1:37.0,P. Zipser makes 3-pt jump shot from 24 ft (assist by J. Grant),,86,87
305,3,1:21.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by T. Lyles),86,90
306,3,1:03.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Grant),,88,90
307,3,0:44.0,,T. Lyles misses 2-pt jump shot from 8 ft,88,90
308,3,0:40.0,Defensive rebound by J. Grant,,88,90
309,3,0:33.0,R. Lopez misses 2-pt layup from 4 ft (block by M. Plumlee),,88,90
310,3,0:30.0,,Defensive rebound by J. Hernangómez,88,90
311,3,0:27.0,,E. Mudiay misses 3-pt jump shot from 25 ft,88,90
312,3,0:26.0,Defensive rebound by J. Grant,,88,90
313,3,0:26.0,Personal foul by J. Hernangómez (drawn by J. Grant),,88,90
314,3,0:26.0,J. Grant makes free throw 1 of 2,,89,90
315,3,0:26.0,J. Grant misses free throw 2 of 2,,89,90
316,3,0:24.0,,Defensive rebound by Team,89,90
317,3,0:24.0,,Personal foul by R. Lopez (drawn by M. Plumlee),89,90
318,3,0:24.0,,M. Plumlee misses free throw 1 of 2,89,90
319,3,0:24.0,,Offensive rebound by Team,89,90
320,3,0:24.0,,M. Plumlee makes free throw 2 of 2,89,91
321,3,0:03.0,J. Grant makes 3-pt jump shot from 25 ft,,92,91
322,3,0:00.0,,Turnover by W. Barton (turnover),92,91
323,3,0:00.0,J. Holiday misses 3-pt jump shot from 24 ft,,92,91
324,3,0:00.0,Offensive rebound by Team,,92,91
325,4,11:46.0,P. Zipser misses 3-pt jump shot from 25 ft,,92,91
326,4,11:42.0,,Defensive rebound by M. Plumlee,92,91
327,4,11:25.0,,R. Jefferson misses 3-pt jump shot from 25 ft,92,91
328,4,11:21.0,Defensive rebound by J. Grant,,92,91
329,4,11:16.0,J. Grant misses 2-pt layup from 6 ft,,92,91
330,4,11:14.0,,Defensive rebound by G. Harris,92,91
331,4,11:11.0,,Personal take foul by P. Zipser (drawn by G. Harris),92,91
332,4,10:49.0,,G. Harris misses 2-pt layup from 4 ft,92,91
333,4,10:47.0,Defensive rebound by D. Valentine,,92,91
334,4,10:42.0,Shooting foul by M. Plumlee (drawn by B. Portis),,92,91
335,4,10:42.0,B. Portis misses free throw 1 of 2,,92,91
336,4,10:42.0,Offensive rebound by Team,,92,91
337,4,10:42.0,B. Portis makes free throw 2 of 2,,93,91
338,4,10:30.0,,G. Harris misses 3-pt jump shot from 25 ft,93,91
339,4,10:26.0,Defensive rebound by J. Grant,,93,91
340,4,10:16.0,B. Portis makes 2-pt jump shot from 20 ft (assist by J. Grant),,95,91
341,4,9:54.0,,Turnover by E. Mudiay (bad pass),95,91
342,4,9:46.0,P. Zipser misses 2-pt layup from 6 ft (block by T. Lyles),,95,91
343,4,9:43.0,,Defensive rebound by M. Plumlee,95,91
344,4,9:39.0,Offensive charge foul by G. Harris (drawn by J. Grant),,95,91
345,4,9:39.0,,Turnover by G. Harris (offensive foul),95,91
346,4,9:26.0,B. Portis misses 2-pt jump shot from 8 ft,,95,91
347,4,9:22.0,,Defensive rebound by T. Lyles,95,91
348,4,9:14.0,,E. Mudiay makes 2-pt layup from 2 ft,95,93
349,4,8:52.0,J. Grant misses 3-pt jump shot from 24 ft,,95,93
350,4,8:49.0,,Defensive rebound by E. Mudiay,95,93
351,4,8:34.0,,M. Plumlee makes 2-pt hook shot from 8 ft (assist by E. Mudiay),95,95
352,4,8:16.0,B. Portis misses 2-pt jump shot from 7 ft,,95,95
353,4,8:14.0,,Defensive rebound by T. Lyles,95,95
354,4,8:08.0,,Shooting foul by A. Blakeney (drawn by E. Mudiay),95,95
355,4,8:08.0,,E. Mudiay makes free throw 1 of 2,95,96
356,4,8:08.0,,E. Mudiay makes free throw 2 of 2,95,97
357,4,7:56.0,Personal foul by M. Plumlee (drawn by D. Valentine),,95,97
358,4,7:56.0,K. Dunn enters the game for A. Blakeney,,95,97
359,4,7:44.0,P. Zipser makes 2-pt jump shot from 11 ft (assist by D. Valentine),,97,97
360,4,7:31.0,,Shooting foul by P. Zipser (drawn by G. Harris),97,97
361,4,7:31.0,,G. Harris makes free throw 1 of 2,97,98
362,4,7:31.0,L. Markkanen enters the game for B. Portis,,97,98
363,4,7:31.0,,G. Harris makes free throw 2 of 2,97,99
364,4,7:16.0,R. Lopez enters the game for P. Zipser,,97,99
365,4,7:08.0,Turnover by R. Lopez (turnover),,97,99
366,4,6:48.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by E. Mudiay),97,101
367,4,6:48.0,Chicago full timeout,,97,101
368,4,6:48.0,J. Holiday enters the game for J. Grant,,97,101
369,4,6:31.0,Turnover by L. Markkanen (turnover),,97,101
370,4,6:20.0,,E. Mudiay misses 3-pt jump shot from 24 ft,97,101
371,4,6:15.0,Defensive rebound by J. Holiday,,97,101
372,4,6:07.0,J. Holiday misses 3-pt jump shot from 25 ft,,97,101
373,4,6:04.0,,Defensive rebound by M. Plumlee,97,101
374,4,5:56.0,,G. Harris misses 3-pt jump shot from 24 ft,97,101
375,4,5:52.0,Defensive rebound by K. Dunn,,97,101
376,4,5:45.0,K. Dunn makes 2-pt layup from 2 ft,,99,101
377,4,5:45.0,Shooting foul by M. Plumlee (drawn by K. Dunn),,99,101
378,4,5:45.0,,J. Murray enters the game for E. Mudiay,99,101
379,4,5:45.0,,W. Barton enters the game for R. Jefferson,99,101
380,4,5:45.0,K. Dunn misses free throw 1 of 1,,99,101
381,4,5:41.0,,Defensive rebound by M. Plumlee,99,101
382,4,5:25.0,,G. Harris misses 2-pt layup from 2 ft,99,101
383,4,5:23.0,Defensive rebound by L. Markkanen,,99,101
