,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
137,2,8:24.0,,Defensive rebound by N. Young,22,34
138,2,8:24.0,,D. West misses 2-pt layup from 3 ft,22,34
139,2,8:22.0,Defensive rebound by Team,,22,34
140,2,8:22.0,Indiana full timeout,,22,34
141,2,8:22.0,,J. Bell enters the game for K. Looney,22,34
142,2,8:22.0,V. Oladipo enters the game for D. Sabonis,,22,34
143,2,8:22.0,M. Turner enters the game for G. Robinson,,22,34
144,2,8:08.0,Shooting foul by S. Livingston (drawn by T. Young),,22,34
145,2,8:08.0,T. Young misses free throw 1 of 2,,22,34
146,2,8:08.0,Offensive rebound by Team,,22,34
147,2,8:08.0,T. Young makes free throw 2 of 2,,23,34
148,2,7:51.0,,P. McCaw makes 2-pt layup from 2 ft (assist by D. West),23,36
149,2,7:37.0,T. Young misses 2-pt jump shot from 7 ft (block by J. Bell),,23,36
150,2,7:35.0,Offensive rebound by T. Young,,23,36
151,2,7:34.0,T. Young makes 2-pt layup from 1 ft,,25,36
152,2,7:21.0,,Personal foul by T. Young (drawn by J. Bell),25,36
153,2,7:14.0,,N. Young misses 2-pt jump shot from 22 ft,25,36
154,2,7:10.0,Defensive rebound by L. Stephenson,,25,36
155,2,7:05.0,L. Stephenson makes 2-pt jump shot from 16 ft,,27,36
156,2,6:52.0,,S. Livingston makes 2-pt jump shot from 18 ft,27,38
157,2,6:38.0,L. Stephenson misses 3-pt jump shot from 24 ft,,27,38
158,2,6:35.0,,Defensive rebound by S. Livingston,27,38
159,2,6:26.0,,P. McCaw makes 2-pt jump shot from 17 ft (assist by D. West),27,40
160,2,6:03.0,C. Joseph makes 2-pt jump shot from 7 ft,,29,40
161,2,5:47.0,,Q. Cook enters the game for S. Livingston,29,40
162,2,5:47.0,D. Collison enters the game for L. Stephenson,,29,40
163,2,5:41.0,,Q. Cook makes 2-pt jump shot from 10 ft (assist by P. McCaw),29,42
164,2,5:20.0,D. Collison misses 2-pt jump shot from 16 ft,,29,42
165,2,5:16.0,,Defensive rebound by N. Young,29,42
166,2,5:01.0,,Q. Cook makes 2-pt jump shot from 18 ft,29,44
167,2,4:46.0,V. Oladipo makes 2-pt jump shot from 16 ft,,31,44
168,2,4:38.0,,Golden State full timeout,31,44
169,2,4:38.0,,K. Looney enters the game for D. West,31,44
170,2,4:38.0,,A. Iguodala enters the game for N. Young,31,44
171,2,4:38.0,B. Bogdanović enters the game for C. Joseph,,31,44
172,2,4:33.0,,Offensive foul by K. Looney (drawn by D. Collison),31,44
173,2,4:33.0,,Turnover by K. Looney (offensive foul),31,44
174,2,4:22.0,V. Oladipo makes 2-pt jump shot from 14 ft,,33,44
175,2,4:03.0,,Turnover by Q. Cook (bad pass; steal by M. Turner),33,44
176,2,3:56.0,Turnover by T. Young (bad pass; steal by P. McCaw),,33,44
177,2,3:39.0,,P. McCaw misses 2-pt jump shot from 10 ft,33,44
178,2,3:31.0,,Offensive rebound by K. Looney,33,44
179,2,3:31.0,,K. Looney makes 2-pt dunk at rim,33,46
180,2,3:15.0,T. Young makes 2-pt layup from 2 ft (assist by V. Oladipo),,35,46
181,2,3:00.0,,J. Bell misses 2-pt layup from 7 ft,35,46
182,2,2:58.0,Defensive rebound by T. Young,,35,46
183,2,2:54.0,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Iguodala),,35,46
184,2,2:52.0,,Defensive rebound by A. Iguodala,35,46
185,2,2:48.0,,Q. Cook misses 3-pt jump shot from 26 ft,35,46
186,2,2:48.0,Defensive rebound by Team,,35,46
187,2,2:34.0,,Violation by K. Looney (kicked ball),35,46
188,2,2:20.0,Turnover by Team (shot clock),,35,46
189,2,1:57.0,,Q. Cook misses 2-pt jump shot from 21 ft,35,46
190,2,1:53.0,,Offensive rebound by J. Bell,35,46
191,2,1:51.0,,J. Bell makes 2-pt layup from 2 ft,35,48
192,2,1:35.0,D. Collison misses 2-pt layup from 4 ft (block by K. Looney),,35,48
193,2,1:31.0,,Defensive rebound by A. Iguodala,35,48
194,2,1:26.0,Violation by M. Turner (kicked ball),,35,48
195,2,1:26.0,C. Joseph enters the game for V. Oladipo,,35,48
196,2,1:26.0,L. Stephenson enters the game for B. Bogdanović,,35,48
197,2,1:20.0,,J. Bell misses 2-pt jump shot from 17 ft,35,48
198,2,1:16.0,Defensive rebound by L. Stephenson,,35,48
199,2,0:55.0,C. Joseph misses 2-pt jump shot from 10 ft,,35,48
200,2,0:52.0,Offensive rebound by T. Young,,35,48
201,2,0:50.0,T. Young makes 2-pt dunk at rim,,37,48
202,2,0:38.0,,N. Young enters the game for J. Bell,37,48
203,2,0:36.0,,A. Iguodala misses 3-pt jump shot from 24 ft,37,48
204,2,0:31.0,Defensive rebound by C. Joseph,,37,48
205,2,0:14.0,M. Turner makes 2-pt jump shot from 19 ft (assist by C. Joseph),,39,48
206,2,0:05.0,,Q. Cook misses 3-pt jump shot from 27 ft,39,48
207,2,0:02.0,Defensive rebound by T. Young,,39,48
208,3,11:35.0,,Z. Pachulia misses 2-pt layup from 2 ft,39,48
209,3,11:31.0,Defensive rebound by T. Young,,39,48
210,3,11:24.0,T. Young misses 3-pt jump shot from 25 ft,,39,48
211,3,11:22.0,Offensive rebound by T. Young,,39,48
212,3,11:18.0,D. Collison misses 3-pt jump shot from 25 ft,,39,48
213,3,11:16.0,Offensive rebound by T. Young,,39,48
214,3,11:15.0,T. Young misses 2-pt layup from 2 ft,,39,48
215,3,11:12.0,Offensive rebound by T. Young,,39,48
216,3,11:01.0,Shooting foul by Z. Pachulia (drawn by M. Turner),,39,48
217,3,11:01.0,M. Turner makes free throw 1 of 2,,40,48
218,3,11:01.0,M. Turner misses free throw 2 of 2,,40,48
219,3,10:59.0,,Defensive rebound by Z. Pachulia,40,48
220,3,10:47.0,,N. Young makes 2-pt jump shot from 11 ft (assist by Q. Cook),40,50
221,3,10:38.0,V. Oladipo misses 2-pt layup from 2 ft (block by J. Bell),,40,50
222,3,10:36.0,Offensive rebound by B. Bogdanović,,40,50
223,3,10:34.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,43,50
224,3,10:25.0,,Offensive foul by Z. Pachulia (drawn by D. Collison),43,50
225,3,10:25.0,,Turnover by Z. Pachulia (offensive foul),43,50
226,3,10:02.0,T. Young misses 2-pt layup from 4 ft,,43,50
227,3,10:00.0,,Defensive rebound by P. McCaw,43,50
228,3,9:44.0,,P. McCaw misses 2-pt layup from 3 ft,43,50
229,3,9:41.0,Defensive rebound by D. Collison,,43,50
230,3,9:40.0,D. Collison makes 2-pt layup from 4 ft,,45,50
231,3,9:40.0,Shooting foul by N. Young (drawn by D. Collison),,45,50
232,3,9:40.0,D. Collison makes free throw 1 of 1,,46,50
233,3,9:24.0,,N. Young misses 2-pt jump shot from 22 ft,46,50
234,3,9:19.0,Defensive rebound by D. Collison,,46,50
235,3,9:17.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Collison),,48,50
236,3,9:16.0,,Golden State full timeout,48,50
237,3,9:08.0,,Turnover by P. McCaw (bad pass; steal by V. Oladipo),48,50
238,3,9:04.0,V. Oladipo makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,50,50
239,3,8:43.0,,Q. Cook misses 2-pt jump shot from 19 ft,50,50
240,3,8:39.0,,Offensive rebound by J. Bell,50,50
241,3,8:20.0,,Q. Cook makes 2-pt jump shot from 13 ft,50,52
242,3,8:02.0,M. Turner makes 2-pt dunk from 2 ft (assist by D. Collison),,52,52
243,3,7:46.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by P. McCaw),52,54
244,3,7:24.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,55,54
245,3,7:03.0,,Turnover by Z. Pachulia (bad pass; steal by B. Bogdanović),55,54
246,3,6:58.0,B. Bogdanović makes 2-pt layup from 2 ft,,57,54
247,3,6:58.0,,Golden State full timeout,57,54
248,3,6:58.0,,J. McGee enters the game for N. Young,57,54
249,3,6:58.0,,K. Looney enters the game for J. Bell,57,54
250,3,6:58.0,,A. Iguodala enters the game for Z. Pachulia,57,54
251,3,6:42.0,,P. McCaw misses 2-pt layup from 2 ft,57,54
252,3,6:37.0,,Offensive rebound by J. McGee,57,54
253,3,6:37.0,,Offensive foul by J. McGee (drawn by V. Oladipo),57,54
254,3,6:37.0,,Turnover by J. McGee (offensive foul),57,54
255,3,6:16.0,Offensive foul by D. Collison (drawn by P. McCaw),,57,54
256,3,6:16.0,Turnover by D. Collison (offensive foul),,57,54
257,3,6:01.0,,A. Iguodala makes 2-pt jump shot from 17 ft (assist by K. Looney),57,56
258,3,5:43.0,M. Turner misses 2-pt jump shot from 18 ft,,57,56
259,3,5:39.0,,Defensive rebound by Q. Cook,57,56
260,3,5:31.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by Q. Cook),57,59
261,3,5:17.0,Shooting foul by J. McGee (drawn by V. Oladipo),,57,59
262,3,5:17.0,V. Oladipo makes free throw 1 of 2,,58,59
263,3,5:17.0,V. Oladipo makes free throw 2 of 2,,59,59
264,3,5:01.0,,J. McGee misses 2-pt hook shot from 7 ft,59,59
265,3,4:55.0,Defensive rebound by T. Young,,59,59
266,3,4:48.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Young),,62,59
267,3,4:35.0,,Q. Cook misses 2-pt layup from 1 ft (block by M. Turner),62,59
268,3,4:26.0,,Offensive rebound by J. McGee,62,59
269,3,4:26.0,,J. McGee makes 2-pt layup at rim,62,61
270,3,4:19.0,T. Young makes 2-pt hook shot from 3 ft (assist by V. Oladipo),,64,61
271,3,4:05.0,,Personal foul by T. Young (drawn by K. Looney),64,61
272,3,4:05.0,G. Robinson enters the game for B. Bogdanović,,64,61
273,3,3:58.0,,J. McGee makes 2-pt jump shot from 6 ft (assist by K. Looney),64,63
274,3,3:39.0,Turnover by T. Young (out of bounds lost ball),,64,63
275,3,3:31.0,,Q. Cook misses 2-pt jump shot from 18 ft,64,63
276,3,3:27.0,Defensive rebound by V. Oladipo,,64,63
277,3,3:27.0,Personal foul by P. McCaw (drawn by V. Oladipo),,64,63
278,3,3:27.0,,S. Livingston enters the game for P. McCaw,64,63
279,3,3:27.0,D. Sabonis enters the game for T. Young,,64,63
280,3,3:20.0,V. Oladipo makes 2-pt layup from 6 ft,,66,63
281,3,2:56.0,,Turnover by K. Looney (lost ball; steal by G. Robinson),66,63
282,3,2:51.0,G. Robinson makes 2-pt dunk from 2 ft,,68,63
283,3,2:40.0,,Shooting foul by D. Sabonis (drawn by J. McGee),68,63
284,3,2:40.0,,J. McGee makes free throw 1 of 2,68,64
285,3,2:40.0,,J. McGee misses free throw 2 of 2,68,64
286,3,2:38.0,,Offensive rebound by J. McGee,68,64
287,3,2:37.0,,J. McGee makes 2-pt dunk from 1 ft,68,66
288,3,2:19.0,M. Turner misses 3-pt jump shot from 23 ft,,68,66
289,3,2:16.0,,Defensive rebound by Team,68,66
290,3,2:16.0,Loose ball foul by D. Sabonis (drawn by K. Looney),,68,66
291,3,2:16.0,,D. Jones enters the game for J. McGee,68,66
292,3,2:16.0,C. Joseph enters the game for D. Collison,,68,66
293,3,2:00.0,,S. Livingston misses 2-pt jump shot from 14 ft,68,66
294,3,1:55.0,Defensive rebound by G. Robinson,,68,66
295,3,1:46.0,V. Oladipo misses 2-pt jump shot from 12 ft,,68,66
296,3,1:42.0,,Defensive rebound by K. Looney,68,66
297,3,1:37.0,,Q. Cook misses 3-pt jump shot from 25 ft,68,66
298,3,1:32.0,Defensive rebound by D. Sabonis,,68,66
299,3,1:18.0,G. Robinson misses 3-pt jump shot from 27 ft,,68,66
300,3,1:15.0,,Defensive rebound by A. Iguodala,68,66
301,3,1:08.0,,Turnover by A. Iguodala (bad pass),68,66
302,3,1:08.0,L. Stephenson enters the game for V. Oladipo,,68,66
303,3,0:48.0,Turnover by M. Turner (bad pass; steal by A. Iguodala),,68,66
304,3,0:46.0,,A. Iguodala makes 2-pt dunk at rim,68,68
305,3,0:32.0,C. Joseph misses 2-pt jump shot from 14 ft,,68,68
306,3,0:30.0,,Defensive rebound by K. Looney,68,68
307,3,0:08.0,,Q. Cook misses 2-pt jump shot from 11 ft,68,68
308,3,0:06.0,,Offensive rebound by S. Livingston,68,68
309,3,0:05.0,,S. Livingston makes 2-pt jump shot from 8 ft,68,70
310,3,0:02.0,Turnover by C. Joseph (bad pass),,68,70
311,3,0:02.0,,N. Young enters the game for K. Looney,68,70
312,3,0:01.0,,N. Young misses 3-pt jump shot from 32 ft,68,70
313,3,0:00.0,,Offensive rebound by Team,68,70
314,4,11:40.0,L. Stephenson makes 2-pt layup from 2 ft (assist by D. Sabonis),,70,70
315,4,11:25.0,,Personal foul by C. Joseph (drawn by D. Jones),70,70
316,4,11:14.0,,Personal foul by L. Stephenson (drawn by D. Jones),70,70
317,4,11:09.0,,D. West misses 2-pt jump shot from 19 ft,70,70
318,4,11:07.0,Defensive rebound by C. Joseph,,70,70
319,4,11:07.0,Personal foul by D. West (drawn by C. Joseph),,70,70
320,4,10:47.0,D. Sabonis makes 2-pt jump shot from 21 ft (assist by C. Joseph),,72,70
321,4,10:29.0,,Turnover by D. Jones (lost ball; steal by G. Robinson),72,70
322,4,10:11.0,L. Stephenson makes 2-pt layup from 2 ft (assist by D. Sabonis),,74,70
323,4,10:11.0,,Golden State full timeout,74,70
324,4,10:11.0,,J. Bell enters the game for D. Jones,74,70
325,4,9:53.0,,Shooting foul by L. Stephenson (drawn by D. West),74,70
326,4,9:53.0,,D. West makes free throw 1 of 2,74,71
327,4,9:53.0,,D. West makes free throw 2 of 2,74,72
328,4,9:40.0,G. Robinson misses 3-pt jump shot from 26 ft,,74,72
329,4,9:35.0,,Defensive rebound by D. West,74,72
330,4,9:25.0,,D. West misses 2-pt jump shot from 10 ft,74,72
331,4,9:20.0,,Offensive rebound by J. Bell,74,72
332,4,9:15.0,,A. Iguodala misses 3-pt jump shot from 26 ft,74,72
333,4,9:09.0,Defensive rebound by D. Sabonis,,74,72
334,4,9:07.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by L. Stephenson),,77,72
335,4,8:51.0,,N. Young misses 2-pt jump shot from 12 ft,77,72
336,4,8:46.0,Defensive rebound by B. Bogdanović,,77,72
337,4,8:36.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,77,72
338,4,8:34.0,,Defensive rebound by D. West,77,72
339,4,8:25.0,,J. Bell misses 2-pt jump shot from 14 ft,77,72
340,4,8:23.0,Defensive rebound by G. Robinson,,77,72
341,4,8:14.0,L. Stephenson misses 2-pt layup from 4 ft,,77,72
342,4,8:12.0,,Defensive rebound by D. West,77,72
343,4,8:09.0,,Offensive foul by A. Iguodala (drawn by C. Joseph),77,72
344,4,8:09.0,,Turnover by A. Iguodala (offensive foul),77,72
345,4,8:09.0,Indiana full timeout,,77,72
346,4,8:09.0,,K. Looney enters the game for A. Iguodala,77,72
347,4,8:09.0,,P. McCaw enters the game for J. Bell,77,72
348,4,8:09.0,T. Young enters the game for G. Robinson,,77,72
349,4,7:50.0,Turnover by D. Sabonis (traveling),,77,72
350,4,7:33.0,,P. McCaw misses 2-pt layup at rim,77,72
351,4,7:30.0,Defensive rebound by L. Stephenson,,77,72
352,4,7:24.0,T. Young misses 2-pt jump shot from 8 ft,,77,72
353,4,7:18.0,,Defensive rebound by D. West,77,72
354,4,7:05.0,,D. West misses 2-pt layup from 2 ft,77,72
355,4,7:03.0,,Offensive rebound by S. Livingston,77,72
356,4,7:03.0,,S. Livingston makes 2-pt layup at rim,77,74
357,4,6:46.0,B. Bogdanović makes 2-pt layup from 3 ft,,79,74
358,4,6:25.0,V. Oladipo enters the game for L. Stephenson,,79,74
359,4,6:25.0,,Q. Cook enters the game for S. Livingston,79,74
360,4,6:25.0,,Golden State full timeout,79,74
361,4,6:25.0,L. Stephenson enters the game for B. Bogdanović,,79,74
362,4,6:21.0,,N. Young misses 3-pt jump shot from 24 ft,79,74
363,4,6:16.0,,Offensive rebound by Q. Cook,79,74
364,4,6:06.0,,Turnover by P. McCaw (out of bounds lost ball),79,74
365,4,5:52.0,T. Young makes 2-pt hook shot from 6 ft (assist by V. Oladipo),,81,74
366,4,5:30.0,,D. West makes 2-pt layup from 1 ft (assist by Q. Cook),81,76
367,4,5:12.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by V. Oladipo),,83,76
368,4,4:53.0,,Turnover by Q. Cook (bad pass; steal by T. Young),83,76
369,4,4:44.0,Turnover by D. Sabonis (bad pass; steal by K. Looney),,83,76
370,4,4:33.0,,Turnover by D. West (bad pass; steal by V. Oladipo),83,76
371,4,4:19.0,V. Oladipo makes 2-pt jump shot from 16 ft,,85,76
372,4,4:05.0,,Q. Cook misses 2-pt jump shot from 18 ft,85,76
373,4,4:01.0,Defensive rebound by D. Sabonis,,85,76
374,4,3:47.0,T. Young misses 2-pt jump shot from 5 ft (block by K. Looney),,85,76
375,4,3:45.0,,Defensive rebound by D. West,85,76
376,4,3:35.0,,Personal foul by T. Young (drawn by N. Young),85,76
377,4,3:35.0,,J. McGee enters the game for D. West,85,76
378,4,3:25.0,,K. Looney makes 3-pt jump shot from 24 ft (assist by N. Young),85,79
379,4,3:24.0,Indiana full timeout,,85,79
380,4,3:24.0,,A. Iguodala enters the game for N. Young,85,79
381,4,3:24.0,B. Bogdanović enters the game for L. Stephenson,,85,79
382,4,3:10.0,T. Young makes 2-pt hook shot from 8 ft,,87,79
383,4,2:49.0,,A. Iguodala misses 2-pt jump shot from 19 ft,87,79
384,4,2:45.0,Defensive rebound by V. Oladipo,,87,79
385,4,2:36.0,V. Oladipo misses 3-pt jump shot from 24 ft,,87,79
386,4,2:34.0,Offensive rebound by D. Sabonis,,87,79
