,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
383,4,2:11.0,Offensive rebound by Team,,85,78
384,4,2:11.0,,B. Forbes enters the game for D. Bertāns,85,78
385,4,2:11.0,D. Sabonis enters the game for B. Bogdanović,,85,78
386,4,2:08.0,D. Sabonis misses 2-pt jump shot from 11 ft,,85,78
387,4,2:05.0,,Defensive rebound by K. Anderson,85,78
388,4,1:56.0,,Turnover by L. Aldridge (lost ball; steal by V. Oladipo),85,78
389,4,1:53.0,V. Oladipo makes 2-pt layup at rim,,87,78
390,4,1:53.0,,Violation by K. Anderson (def goaltending),87,78
391,4,1:37.0,,P. Mills makes 3-pt jump shot from 25 ft,87,81
392,4,1:20.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by T. Young),,90,81
393,4,1:13.0,,Turnover by P. Mills (bad pass),90,81
394,4,0:52.0,D. Collison makes 2-pt layup from 1 ft,,92,81
395,4,0:48.0,,Turnover by B. Forbes (out of bounds lost ball),92,81
396,4,0:48.0,,B. Paul enters the game for L. Aldridge,92,81
397,4,0:38.0,Turnover by V. Oladipo (lost ball; steal by D. Murray),,92,81
398,4,0:38.0,,D. White enters the game for P. Mills,92,81
399,4,0:38.0,B. Bogdanović enters the game for D. Sabonis,,92,81
400,4,0:29.0,,Turnover by D. Murray (turnover; steal by V. Oladipo),92,81
401,4,0:26.0,Turnover by C. Joseph (lost ball; steal by K. Anderson),,92,81
402,4,0:23.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by K. Anderson),92,84
403,4,0:23.0,Indiana full timeout,,92,84
404,4,0:23.0,D. Sabonis enters the game for T. Young,,92,84
405,4,0:17.0,Turnover by V. Oladipo (lost ball; steal by K. Anderson),,92,84
406,4,0:12.0,,D. Murray misses 2-pt layup from 1 ft,92,84
407,4,0:12.0,,Offensive rebound by D. Murray,92,84
408,4,0:12.0,,Personal foul by B. Bogdanović (drawn by D. Murray),92,84
409,4,0:12.0,,D. Murray makes free throw 1 of 2,92,85
410,4,0:12.0,T. Young enters the game for B. Bogdanović,,92,85
411,4,0:12.0,,D. Murray makes free throw 2 of 2,92,86
412,4,0:10.0,Personal foul by B. Paul (drawn by D. Collison),,92,86
413,4,0:09.0,Personal foul by D. Murray (drawn by V. Oladipo),,92,86
414,4,0:09.0,V. Oladipo makes free throw 1 of 2,,93,86
415,4,0:09.0,V. Oladipo makes free throw 2 of 2,,94,86
416,4,0:01.0,,K. Anderson misses 3-pt jump shot from 26 ft,94,86
417,4,0:01.0,Defensive rebound by V. Oladipo,,94,86
