,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
98,1,1:54.0,,M. Speights makes 2-pt layup from 1 ft,17,23
99,1,1:36.0,F. Kaminsky misses 2-pt layup from 5 ft,,17,23
100,1,1:33.0,,Defensive rebound by W. Iwundu,17,23
101,1,1:29.0,,Turnover by W. Iwundu (bad pass; steal by C. Zeller),17,23
102,1,1:22.0,K. Walker misses 3-pt jump shot from 26 ft,,17,23
103,1,1:17.0,,Defensive rebound by W. Iwundu,17,23
104,1,1:13.0,,E. Fournier misses 3-pt jump shot from 24 ft,17,23
105,1,1:10.0,Defensive rebound by K. Walker,,17,23
106,1,1:06.0,J. Lamb misses 3-pt jump shot from 25 ft,,17,23
107,1,1:04.0,,Defensive rebound by Team,17,23
108,1,1:04.0,,A. Afflalo enters the game for M. Hezonja,17,23
109,1,1:04.0,,K. Birch enters the game for E. Fournier,17,23
110,1,1:04.0,M. Carter-Williams enters the game for K. Walker,,17,23
111,1,0:51.0,,M. Speights makes 3-pt jump shot from 27 ft (assist by S. Mack),17,26
112,1,0:38.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,20,26
113,1,0:31.0,,M. Speights misses 3-pt jump shot from 27 ft,20,26
114,1,0:27.0,Defensive rebound by C. Zeller,,20,26
115,1,0:07.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,20,26
116,1,0:06.0,,Defensive rebound by Team,20,26
117,1,0:00.0,,Turnover by S. Mack (lost ball; steal by M. Carter-Williams),20,26
118,2,11:41.0,,K. Birch makes 2-pt layup from 1 ft (assist by M. Speights),20,28
119,2,11:23.0,J. Lamb makes 2-pt layup from 3 ft (assist by F. Kaminsky),,22,28
120,2,11:09.0,,Turnover by A. Afflalo (bad pass; steal by J. Lamb),22,28
121,2,11:03.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,22,28
122,2,10:59.0,,Defensive rebound by W. Iwundu,22,28
123,2,10:53.0,,Turnover by S. Mack (bad pass; steal by M. Carter-Williams),22,28
124,2,10:42.0,T. Graham makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,25,28
125,2,10:21.0,,M. Speights makes 3-pt jump shot from 25 ft,25,31
126,2,10:03.0,J. Lamb makes 2-pt layup from 1 ft,,27,31
127,2,9:43.0,,Shooting foul by J. Lamb (drawn by M. Speights),27,31
128,2,9:43.0,,M. Speights makes free throw 1 of 2,27,32
129,2,9:43.0,,M. Speights makes free throw 2 of 2,27,33
130,2,9:26.0,M. Carter-Williams makes 2-pt dunk at rim (assist by F. Kaminsky),,29,33
131,2,9:26.0,,Violation by K. Birch (def goaltending),29,33
132,2,9:05.0,,A. Afflalo misses 2-pt jump shot from 9 ft,29,33
133,2,9:00.0,Defensive rebound by C. Zeller,,29,33
134,2,8:51.0,F. Kaminsky misses 2-pt layup from 2 ft,,29,33
135,2,8:51.0,,Defensive rebound by M. Speights,29,33
136,2,8:45.0,,Shooting foul by T. Graham (drawn by W. Iwundu),29,33
137,2,8:45.0,,W. Iwundu makes free throw 1 of 2,29,34
138,2,8:45.0,,W. Iwundu makes free throw 2 of 2,29,35
139,2,8:28.0,J. Lamb misses 2-pt jump shot from 8 ft,,29,35
140,2,8:24.0,,Defensive rebound by S. Mack,29,35
141,2,8:18.0,,M. Speights misses 3-pt jump shot from 27 ft,29,35
142,2,8:16.0,,Offensive rebound by Team,29,35
143,2,8:03.0,,Offensive foul by K. Birch (drawn by M. Carter-Williams),29,35
144,2,8:03.0,,Turnover by K. Birch (offensive foul),29,35
145,2,7:49.0,C. Zeller makes 2-pt dunk from 1 ft (assist by T. Graham),,31,35
146,2,7:49.0,,Orlando full timeout,31,35
147,2,7:34.0,,S. Mack makes 3-pt jump shot from 26 ft (assist by K. Birch),31,38
148,2,7:09.0,T. Graham misses 2-pt jump shot from 20 ft,,31,38
149,2,7:04.0,Offensive rebound by C. Zeller,,31,38
150,2,6:56.0,F. Kaminsky makes 2-pt hook shot from 13 ft,,33,38
151,2,6:39.0,,Offensive foul by A. Afflalo (drawn by T. Graham),33,38
152,2,6:39.0,,Turnover by A. Afflalo (offensive foul),33,38
153,2,6:39.0,,J. Simmons enters the game for M. Speights,33,38
154,2,6:39.0,,M. Hezonja enters the game for W. Iwundu,33,38
155,2,6:39.0,K. Walker enters the game for T. Graham,,33,38
156,2,6:30.0,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lamb),,35,38
157,2,6:11.0,,S. Mack misses 2-pt jump shot from 11 ft,35,38
158,2,6:09.0,Defensive rebound by C. Zeller,,35,38
159,2,6:04.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,35,38
160,2,6:02.0,,Defensive rebound by S. Mack,35,38
161,2,5:53.0,,M. Hezonja makes 2-pt layup from 1 ft,35,40
162,2,5:38.0,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),,37,40
163,2,5:26.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by K. Birch),37,43
164,2,5:23.0,Charlotte full timeout,,37,43
165,2,5:23.0,D. Howard enters the game for M. Carter-Williams,,37,43
166,2,5:23.0,M. Williams enters the game for C. Zeller,,37,43
167,2,5:23.0,N. Batum enters the game for F. Kaminsky,,37,43
168,2,5:04.0,D. Howard misses 2-pt hook shot from 2 ft,,37,43
169,2,5:02.0,,Defensive rebound by J. Simmons,37,43
170,2,4:47.0,,M. Hezonja misses 2-pt layup from 2 ft,37,43
171,2,4:44.0,Defensive rebound by D. Howard,,37,43
172,2,4:37.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,40,43
173,2,4:14.0,,M. Hezonja misses 3-pt jump shot from 27 ft,40,43
174,2,4:12.0,Defensive rebound by N. Batum,,40,43
175,2,4:03.0,Turnover by N. Batum (lost ball; steal by J. Simmons),,40,43
176,2,3:57.0,,Turnover by S. Mack (lost ball; steal by M. Williams),40,43
177,2,3:53.0,D. Howard makes 2-pt layup from 3 ft (assist by J. Lamb),,42,43
178,2,3:51.0,,Orlando full timeout,42,43
179,2,3:51.0,,D. Augustin enters the game for A. Afflalo,42,43
180,2,3:51.0,,E. Fournier enters the game for S. Mack,42,43
181,2,3:51.0,,B. Biyombo enters the game for K. Birch,42,43
182,2,3:51.0,M. Kidd-Gilchrist enters the game for J. Lamb,,42,43
183,2,3:28.0,,Turnover by J. Simmons (bad pass; steal by K. Walker),42,43
184,2,3:15.0,D. Howard misses 2-pt dunk from 1 ft,,42,43
185,2,3:12.0,,Defensive rebound by M. Hezonja,42,43
186,2,3:05.0,,J. Simmons makes 2-pt layup from 2 ft,42,45
187,2,3:05.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Simmons),42,45
188,2,3:05.0,,J. Simmons makes free throw 1 of 1,42,46
189,2,2:52.0,N. Batum misses 2-pt jump shot from 9 ft,,42,46
190,2,2:49.0,,Defensive rebound by J. Simmons,42,46
191,2,2:43.0,,E. Fournier misses 3-pt jump shot from 25 ft,42,46
192,2,2:39.0,Defensive rebound by D. Howard,,42,46
193,2,2:30.0,Turnover by M. Williams (bad pass; steal by M. Hezonja),,42,46
194,2,2:25.0,,E. Fournier makes 2-pt layup from 2 ft (assist by M. Hezonja),42,48
195,2,2:02.0,D. Howard makes 2-pt jump shot from 20 ft,,44,48
196,2,1:45.0,,B. Biyombo misses 2-pt dunk at rim,44,48
197,2,1:44.0,Defensive rebound by Team,,44,48
198,2,1:44.0,J. Lamb enters the game for M. Kidd-Gilchrist,,44,48
199,2,1:25.0,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),,47,48
200,2,1:08.0,,E. Fournier misses 2-pt jump shot from 10 ft,47,48
201,2,1:04.0,Defensive rebound by N. Batum,,47,48
202,2,0:58.0,J. Lamb makes 3-pt jump shot from 23 ft (assist by N. Batum),,50,48
203,2,0:42.0,,J. Simmons misses 2-pt jump shot from 13 ft,50,48
204,2,0:41.0,,Offensive rebound by B. Biyombo,50,48
205,2,0:41.0,,B. Biyombo makes 2-pt dunk at rim,50,50
206,2,0:32.0,K. Walker makes 3-pt jump shot from 25 ft,,53,50
207,2,0:32.0,Shooting foul by D. Augustin (drawn by K. Walker),,53,50
208,2,0:32.0,K. Walker makes free throw 1 of 1,,54,50
209,2,0:06.0,,E. Fournier makes 3-pt jump shot from 25 ft,54,53
210,2,0:02.0,Turnover by J. Lamb (lost ball; steal by E. Fournier),,54,53
211,3,11:40.0,,D. Augustin misses 2-pt layup from 1 ft,54,53
212,3,11:37.0,Defensive rebound by K. Walker,,54,53
213,3,11:19.0,D. Howard misses 2-pt jump shot from 20 ft,,54,53
214,3,11:16.0,,Defensive rebound by B. Biyombo,54,53
215,3,11:03.0,,Turnover by E. Fournier (bad pass; steal by M. Kidd-Gilchrist),54,53
216,3,10:58.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by D. Howard),,56,53
217,3,10:42.0,,E. Fournier misses 3-pt jump shot from 25 ft,56,53
218,3,10:40.0,Defensive rebound by D. Howard,,56,53
219,3,10:31.0,N. Batum makes 2-pt jump shot from 15 ft,,58,53
220,3,10:15.0,,M. Hezonja makes 2-pt jump shot from 20 ft (assist by D. Augustin),58,55
221,3,10:00.0,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),,61,55
222,3,9:46.0,,M. Hezonja misses 3-pt jump shot from 28 ft,61,55
223,3,9:42.0,Defensive rebound by M. Williams,,61,55
224,3,9:35.0,N. Batum misses 3-pt jump shot from 25 ft,,61,55
225,3,9:34.0,,Defensive rebound by Team,61,55
226,3,9:34.0,,J. Simmons enters the game for W. Iwundu,61,55
227,3,9:21.0,,E. Fournier misses 2-pt jump shot from 15 ft,61,55
228,3,9:18.0,Defensive rebound by M. Williams,,61,55
229,3,9:09.0,Shooting foul by B. Biyombo (drawn by K. Walker),,61,55
230,3,9:09.0,K. Walker makes free throw 1 of 2,,62,55
231,3,9:09.0,K. Walker makes free throw 2 of 2,,63,55
232,3,8:57.0,,Turnover by E. Fournier (bad pass; steal by M. Williams),63,55
233,3,8:54.0,Turnover by M. Williams (bad pass; steal by D. Augustin),,63,55
234,3,8:38.0,,Turnover by J. Simmons (bad pass; steal by K. Walker),63,55
235,3,8:34.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),,65,55
236,3,8:33.0,,Orlando full timeout,65,55
237,3,8:15.0,,B. Biyombo misses 2-pt hook shot from 11 ft (block by D. Howard),65,55
238,3,8:15.0,,Offensive rebound by Team,65,55
239,3,8:11.0,,J. Simmons misses 2-pt layup from 2 ft,65,55
240,3,8:08.0,,Offensive rebound by B. Biyombo,65,55
241,3,8:07.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by B. Biyombo),65,58
242,3,7:49.0,M. Williams misses 2-pt jump shot from 22 ft,,65,58
243,3,7:47.0,Offensive rebound by D. Howard,,65,58
244,3,7:47.0,Shooting foul by B. Biyombo (drawn by D. Howard),,65,58
245,3,7:47.0,D. Howard makes free throw 1 of 2,,66,58
246,3,7:47.0,D. Howard makes free throw 2 of 2,,67,58
247,3,7:29.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by M. Hezonja),67,61
248,3,7:11.0,M. Kidd-Gilchrist misses 2-pt layup at rim,,67,61
249,3,7:07.0,,Defensive rebound by M. Hezonja,67,61
250,3,7:04.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by M. Hezonja),67,63
251,3,6:40.0,D. Howard makes 2-pt dunk from 2 ft (assist by K. Walker),,69,63
252,3,6:23.0,,Turnover by J. Simmons (bad pass; steal by M. Williams),69,63
253,3,6:22.0,Personal foul by M. Hezonja (drawn by M. Williams),,69,63
254,3,6:07.0,D. Howard makes 2-pt hook shot from 9 ft,,71,63
255,3,5:43.0,,D. Augustin makes 3-pt jump shot from 25 ft,71,66
256,3,5:25.0,D. Howard makes 2-pt layup from 2 ft,,73,66
257,3,5:25.0,,Violation by B. Biyombo (def goaltending),73,66
258,3,5:09.0,,M. Hezonja makes 2-pt jump shot from 22 ft (assist by D. Augustin),73,68
259,3,4:50.0,D. Howard makes 2-pt jump shot from 14 ft (assist by N. Batum),,75,68
260,3,4:33.0,,Turnover by D. Augustin (bad pass),75,68
261,3,4:33.0,,M. Speights enters the game for B. Biyombo,75,68
262,3,4:24.0,K. Walker makes 2-pt jump shot from 14 ft,,77,68
263,3,4:06.0,,Turnover by J. Simmons (lost ball; steal by K. Walker),77,68
264,3,4:02.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,80,68
265,3,4:01.0,,Orlando full timeout,80,68
266,3,4:01.0,,S. Mack enters the game for J. Simmons,80,68
267,3,3:41.0,,M. Hezonja makes 2-pt layup from 2 ft,80,70
268,3,3:17.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,80,70
269,3,3:14.0,Offensive rebound by N. Batum,,80,70
270,3,3:14.0,Shooting foul by M. Speights (drawn by M. Kidd-Gilchrist),,80,70
271,3,3:14.0,M. Kidd-Gilchrist misses free throw 1 of 2,,80,70
272,3,3:14.0,Offensive rebound by Team,,80,70
273,3,3:14.0,T. Graham enters the game for M. Williams,,80,70
274,3,3:14.0,M. Kidd-Gilchrist makes free throw 2 of 2,,81,70
275,3,2:57.0,,M. Hezonja makes 2-pt layup at rim (assist by M. Speights),81,72
276,3,2:41.0,D. Howard misses 2-pt dunk from 1 ft,,81,72
277,3,2:39.0,,Defensive rebound by M. Hezonja,81,72
278,3,2:31.0,,Shooting foul by T. Graham (drawn by D. Augustin),81,72
279,3,2:31.0,,D. Augustin makes free throw 1 of 2,81,73
280,3,2:31.0,,W. Iwundu enters the game for E. Fournier,81,73
281,3,2:31.0,,D. Augustin makes free throw 2 of 2,81,74
282,3,2:20.0,N. Batum misses 3-pt jump shot from 25 ft,,81,74
283,3,2:17.0,,Defensive rebound by M. Hezonja,81,74
284,3,2:06.0,,M. Hezonja makes 2-pt layup at rim,81,76
285,3,1:50.0,K. Walker misses 2-pt jump shot from 13 ft,,81,76
286,3,1:47.0,,Defensive rebound by M. Speights,81,76
287,3,1:38.0,,M. Speights misses 3-pt jump shot from 27 ft,81,76
288,3,1:35.0,Defensive rebound by N. Batum,,81,76
289,3,1:31.0,T. Graham makes 3-pt jump shot from 23 ft (assist by N. Batum),,84,76
290,3,1:09.0,,D. Augustin misses 2-pt layup from 1 ft,84,76
291,3,1:05.0,,Offensive rebound by M. Speights,84,76
292,3,1:05.0,,M. Speights misses 2-pt layup from 1 ft,84,76
293,3,1:05.0,,Offensive rebound by W. Iwundu,84,76
294,3,0:54.0,,W. Iwundu makes 2-pt layup at rim,84,78
295,3,0:49.0,Shooting foul by M. Speights (drawn by D. Howard),,84,78
296,3,0:49.0,D. Howard makes free throw 1 of 2,,85,78
297,3,0:49.0,J. Lamb enters the game for N. Batum,,85,78
298,3,0:49.0,D. Howard misses free throw 2 of 2,,85,78
299,3,0:45.0,,Defensive rebound by S. Mack,85,78
300,3,0:25.0,,M. Hezonja misses 3-pt jump shot from 26 ft,85,78
301,3,0:22.0,Defensive rebound by J. Lamb,,85,78
302,3,0:22.0,Turnover by J. Lamb (traveling),,85,78
303,3,0:00.0,,M. Speights misses 2-pt layup from 7 ft,85,78
304,3,0:00.0,,Offensive rebound by Team,85,78
305,4,11:46.0,J. Lamb makes 2-pt layup from 1 ft (assist by C. Zeller),,87,78
306,4,11:26.0,,M. Speights makes 3-pt jump shot from 26 ft (assist by S. Mack),87,81
307,4,11:06.0,J. Lamb misses 2-pt jump shot from 17 ft,,87,81
308,4,11:04.0,,Defensive rebound by S. Mack,87,81
309,4,10:54.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by S. Mack),87,84
310,4,10:25.0,K. Walker misses 2-pt layup from 1 ft,,87,84
311,4,10:24.0,,Defensive rebound by W. Iwundu,87,84
312,4,10:19.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by W. Iwundu),87,87
313,4,10:19.0,Charlotte full timeout,,87,87
314,4,10:03.0,T. Graham misses 3-pt jump shot from 26 ft,,87,87
315,4,10:01.0,,Defensive rebound by M. Speights,87,87
316,4,9:44.0,,S. Mack misses 2-pt jump shot from 22 ft,87,87
317,4,9:40.0,Defensive rebound by J. Lamb,,87,87
318,4,9:33.0,J. Lamb misses 2-pt layup from 1 ft,,87,87
319,4,9:31.0,,Defensive rebound by A. Afflalo,87,87
320,4,9:24.0,,Personal foul by J. Lamb (drawn by M. Speights),87,87
321,4,9:13.0,,A. Afflalo misses 3-pt jump shot from 25 ft,87,87
322,4,9:10.0,Defensive rebound by C. Zeller,,87,87
323,4,9:00.0,Turnover by C. Zeller (bad pass),,87,87
324,4,8:49.0,,K. Birch misses 2-pt dunk from 2 ft,87,87
325,4,8:48.0,,Offensive rebound by S. Mack,87,87
326,4,8:48.0,,Shooting foul by M. Carter-Williams (drawn by S. Mack),87,87
327,4,8:48.0,,S. Mack makes free throw 1 of 2,87,88
328,4,8:48.0,M. Williams enters the game for T. Graham,,87,88
329,4,8:48.0,,S. Mack makes free throw 2 of 2,87,89
330,4,8:31.0,K. Walker misses 3-pt jump shot from 26 ft,,87,89
331,4,8:28.0,,Defensive rebound by W. Iwundu,87,89
332,4,8:12.0,,M. Speights misses 2-pt jump shot from 20 ft,87,89
333,4,8:09.0,Defensive rebound by M. Williams,,87,89
334,4,8:05.0,Shooting foul by A. Afflalo (drawn by M. Carter-Williams),,87,89
335,4,8:05.0,M. Carter-Williams makes free throw 1 of 2,,88,89
336,4,8:05.0,M. Carter-Williams makes free throw 2 of 2,,89,89
337,4,7:40.0,,A. Afflalo misses 2-pt jump shot from 16 ft,89,89
338,4,7:37.0,Defensive rebound by J. Lamb,,89,89
339,4,7:31.0,K. Walker misses 3-pt jump shot from 23 ft,,89,89
340,4,7:29.0,Offensive rebound by M. Carter-Williams,,89,89
341,4,7:27.0,,Offensive charge foul by J. Lamb (drawn by M. Speights),89,89
342,4,7:27.0,Turnover by J. Lamb (offensive foul),,89,89
343,4,7:11.0,,M. Speights misses 3-pt jump shot from 25 ft,89,89
344,4,7:08.0,Defensive rebound by M. Carter-Williams,,89,89
345,4,6:59.0,M. Carter-Williams misses 2-pt layup from 2 ft,,89,89
346,4,6:56.0,,Defensive rebound by S. Mack,89,89
347,4,6:54.0,,Turnover by S. Mack (bad pass),89,89
348,4,6:44.0,K. Walker misses 2-pt layup from 1 ft,,89,89
349,4,6:41.0,,Defensive rebound by S. Mack,89,89
350,4,6:36.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by A. Afflalo),89,92
351,4,6:14.0,M. Carter-Williams misses 3-pt jump shot from 22 ft,,89,92
352,4,6:10.0,,Defensive rebound by W. Iwundu,89,92
353,4,5:56.0,,S. Mack misses 3-pt jump shot from 28 ft,89,92
354,4,5:53.0,Defensive rebound by C. Zeller,,89,92
355,4,5:46.0,M. Carter-Williams makes 2-pt jump shot from 15 ft,,91,92
356,4,5:46.0,,Orlando full timeout,91,92
357,4,5:46.0,,E. Fournier enters the game for A. Afflalo,91,92
358,4,5:46.0,,D. Augustin enters the game for M. Speights,91,92
359,4,5:46.0,,M. Hezonja enters the game for W. Iwundu,91,92
360,4,5:46.0,N. Batum enters the game for M. Carter-Williams,,91,92
361,4,5:26.0,,M. Hezonja misses 2-pt layup from 2 ft,91,92
362,4,5:24.0,Defensive rebound by C. Zeller,,91,92
363,4,5:13.0,Offensive foul by C. Zeller (drawn by D. Augustin),,91,92
364,4,5:13.0,Turnover by C. Zeller (offensive foul),,91,92
365,4,5:13.0,D. Howard enters the game for C. Zeller,,91,92
366,4,4:53.0,,S. Mack misses 2-pt layup from 1 ft,91,92
367,4,4:51.0,Defensive rebound by J. Lamb,,91,92
368,4,4:44.0,Turnover by J. Lamb (lost ball; steal by S. Mack),,91,92
369,4,4:41.0,,S. Mack misses 2-pt layup from 1 ft (block by K. Walker),91,92
370,4,4:41.0,,Offensive rebound by Team,91,92
371,4,4:41.0,,B. Biyombo enters the game for K. Birch,91,92
372,4,4:39.0,,Turnover by S. Mack (bad pass; steal by K. Walker),91,92
373,4,4:35.0,K. Walker misses 2-pt layup at rim,,91,92
374,4,4:34.0,Offensive rebound by K. Walker,,91,92
375,4,4:34.0,K. Walker misses 2-pt layup at rim,,91,92
376,4,4:34.0,,Defensive rebound by Team,91,92
377,4,4:34.0,Loose ball foul by J. Lamb (drawn by M. Hezonja),,91,92
378,4,4:16.0,,Personal foul by K. Walker (drawn by D. Augustin),91,92
379,4,4:01.0,,S. Mack misses 2-pt jump shot from 9 ft,91,92
