,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
207,2,1:21.0,,D. Mitchell makes 2-pt layup from 1 ft,51,48
208,2,1:05.0,L. Nogueira makes 2-pt dunk from 2 ft (assist by K. Lowry),,53,48
209,2,0:56.0,,Shooting foul by L. Nogueira (drawn by R. Gobert),53,48
210,2,0:56.0,,R. Gobert makes free throw 1 of 2,53,49
211,2,0:56.0,,R. Gobert makes free throw 2 of 2,53,50
212,2,0:35.0,D. DeRozan misses 3-pt jump shot from 22 ft,,53,50
213,2,0:32.0,,Defensive rebound by D. Favors,53,50
214,2,0:28.0,,R. Rubio makes 2-pt layup from 2 ft,53,52
215,2,0:05.0,Turnover by K. Lowry (bad pass; steal by D. Favors),,53,52
216,2,0:03.0,,Shooting foul by N. Powell (drawn by D. Mitchell),53,52
217,2,0:03.0,,D. Mitchell makes free throw 1 of 2,53,53
218,2,0:03.0,,T. Sefolosha enters the game for J. Ingles,53,53
219,2,0:03.0,,D. Mitchell makes free throw 2 of 2,53,54
220,3,11:51.0,,R. Rubio misses 2-pt jump shot from 20 ft,53,54
221,3,11:47.0,Defensive rebound by N. Powell,,53,54
222,3,11:44.0,Shooting foul by R. Rubio (drawn by N. Powell),,53,54
223,3,11:44.0,N. Powell misses free throw 1 of 2,,53,54
224,3,11:44.0,Offensive rebound by Team,,53,54
225,3,11:44.0,N. Powell makes free throw 2 of 2,,54,54
226,3,11:36.0,,Turnover by R. Hood (bad pass; steal by N. Powell),54,54
227,3,11:31.0,N. Powell makes 2-pt layup from 1 ft,,56,54
228,3,11:11.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),56,57
229,3,10:58.0,D. DeRozan misses 2-pt jump shot from 14 ft,,56,57
230,3,10:55.0,,Defensive rebound by D. Favors,56,57
231,3,10:45.0,,Personal foul by K. Lowry (drawn by R. Hood),56,57
232,3,10:39.0,,J. Ingles misses 3-pt jump shot from 25 ft,56,57
233,3,10:38.0,Defensive rebound by Team,,56,57
234,3,10:14.0,S. Ibaka misses 3-pt jump shot from 24 ft (block by D. Favors),,56,57
235,3,10:14.0,Offensive rebound by Team,,56,57
236,3,10:10.0,Turnover by Team (shot clock),,56,57
237,3,10:03.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),56,59
238,3,9:44.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by N. Powell),,59,59
239,3,9:20.0,,R. Rubio misses 2-pt layup from 6 ft,59,59
240,3,9:19.0,Defensive rebound by J. Valančiūnas,,59,59
241,3,9:14.0,N. Powell makes 3-pt jump shot from 24 ft (assist by K. Lowry),,62,59
242,3,8:54.0,,R. Hood misses 2-pt jump shot from 19 ft,62,59
243,3,8:51.0,Defensive rebound by S. Ibaka,,62,59
244,3,8:38.0,Shooting foul by R. Gobert (drawn by J. Valančiūnas),,62,59
245,3,8:38.0,J. Valančiūnas makes free throw 1 of 2,,63,59
246,3,8:38.0,J. Valančiūnas makes free throw 2 of 2,,64,59
247,3,8:20.0,,R. Hood misses 2-pt jump shot from 9 ft,64,59
248,3,8:18.0,Defensive rebound by S. Ibaka,,64,59
249,3,8:09.0,Turnover by D. DeRozan (bad pass; steal by D. Favors),,64,59
250,3,8:01.0,,Turnover by J. Ingles (lost ball; steal by N. Powell),64,59
251,3,7:58.0,Shooting block foul by R. Hood (drawn by N. Powell),,64,59
252,3,7:58.0,N. Powell makes free throw 1 of 2,,65,59
253,3,7:58.0,N. Powell makes free throw 2 of 2,,66,59
254,3,7:42.0,,J. Ingles makes 2-pt layup from 2 ft,66,61
255,3,7:31.0,Turnover by D. DeRozan (bad pass; steal by J. Ingles),,66,61
256,3,7:31.0,,Personal foul by D. DeRozan (drawn by J. Ingles),66,61
257,3,7:17.0,,Personal foul by J. Valančiūnas (drawn by R. Rubio),66,61
258,3,7:17.0,,Utah full timeout,66,61
259,3,7:17.0,L. Nogueira enters the game for J. Valančiūnas,,66,61
260,3,7:12.0,,R. Hood makes 2-pt dunk from 2 ft,66,63
261,3,6:54.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by L. Nogueira),,69,63
262,3,6:39.0,,Personal foul by N. Powell (drawn by R. Gobert),69,63
263,3,6:39.0,,D. Mitchell enters the game for R. Rubio,69,63
264,3,6:37.0,,Away from play foul by N. Powell (drawn by R. Hood),69,63
265,3,6:37.0,,R. Hood makes free throw 1 of 1,69,64
266,3,6:24.0,,R. Hood makes 2-pt jump shot from 9 ft,69,66
267,3,6:06.0,L. Nogueira misses 2-pt layup from 2 ft,,69,66
268,3,6:04.0,,Defensive rebound by J. Ingles,69,66
269,3,5:52.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),69,68
270,3,5:38.0,S. Ibaka misses 3-pt jump shot from 25 ft,,69,68
271,3,5:34.0,Offensive rebound by S. Ibaka,,69,68
272,3,5:23.0,Shooting foul by D. Mitchell (drawn by D. DeRozan),,69,68
273,3,5:23.0,,J. Jerebko enters the game for D. Favors,69,68
274,3,5:23.0,O. Anunoby enters the game for S. Ibaka,,69,68
275,3,5:23.0,P. Siakam enters the game for N. Powell,,69,68
276,3,5:23.0,D. DeRozan makes free throw 1 of 1,,73,68
277,3,5:22.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),,72,68
278,3,5:11.0,,R. Hood misses 3-pt jump shot from 24 ft,72,68
279,3,5:06.0,Defensive rebound by P. Siakam,,72,68
280,3,4:51.0,Turnover by K. Lowry (bad pass; steal by D. Mitchell),,72,68
281,3,4:42.0,,Turnover by J. Ingles (bad pass; steal by P. Siakam),72,68
282,3,4:22.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by O. Anunoby),,76,68
283,3,3:56.0,,D. Mitchell makes 3-pt jump shot from 27 ft (assist by J. Ingles),76,71
284,3,3:45.0,Toronto full timeout,,76,71
285,3,3:45.0,,T. Sefolosha enters the game for J. Ingles,76,71
286,3,3:45.0,,A. Burks enters the game for R. Hood,76,71
287,3,3:45.0,D. Wright enters the game for K. Lowry,,76,71
288,3,3:33.0,D. DeRozan misses 2-pt jump shot from 19 ft,,76,71
289,3,3:30.0,Offensive rebound by D. DeRozan,,76,71
290,3,3:27.0,Turnover by D. DeRozan (bad pass; steal by D. Mitchell),,76,71
291,3,3:19.0,,T. Sefolosha misses 2-pt jump shot from 16 ft,76,71
292,3,3:12.0,,Offensive rebound by J. Jerebko,76,71
293,3,3:12.0,,J. Jerebko makes 2-pt layup at rim,76,73
294,3,2:51.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by L. Nogueira),,79,73
295,3,2:32.0,,D. Mitchell makes 2-pt jump shot from 20 ft,79,75
296,3,2:13.0,Turnover by D. DeRozan (traveling),,79,75
297,3,2:03.0,,D. Mitchell makes 3-pt jump shot from 25 ft,79,78
298,3,1:42.0,D. DeRozan makes 2-pt jump shot from 18 ft,,81,78
299,3,1:28.0,,D. Mitchell misses 3-pt jump shot from 25 ft,81,78
300,3,1:26.0,Defensive rebound by D. DeRozan,,81,78
301,3,1:20.0,Personal foul by T. Sefolosha (drawn by D. DeRozan),,81,78
302,3,1:20.0,D. DeRozan makes free throw 1 of 2,,82,78
303,3,1:20.0,,E. Udoh enters the game for R. Gobert,82,78
304,3,1:20.0,D. DeRozan makes free throw 2 of 2,,83,78
305,3,1:09.0,,D. Mitchell makes 2-pt layup from 1 ft,83,80
306,3,0:51.0,D. DeRozan makes 2-pt jump shot from 17 ft,,85,80
307,3,0:51.0,Shooting foul by J. Jerebko (drawn by D. DeRozan),,85,80
308,3,0:51.0,D. DeRozan makes free throw 1 of 1,,86,80
309,3,0:38.0,,D. Mitchell makes 2-pt jump shot from 19 ft,86,82
310,3,0:28.0,D. DeRozan makes 3-pt jump shot from 25 ft,,89,82
311,3,0:03.0,,Turnover by Team (shot clock),89,82
312,3,0:00.0,D. DeRozan misses 3-pt jump shot from 38 ft,,89,82
313,3,0:00.0,Offensive rebound by Team,,89,82
314,4,11:48.0,Personal foul by E. Udoh (drawn by D. Wright),,89,82
315,4,11:38.0,P. Siakam misses 2-pt jump shot from 6 ft,,89,82
316,4,11:37.0,,Defensive rebound by Team,89,82
317,4,11:20.0,,R. Hood misses 2-pt jump shot from 9 ft,89,82
318,4,11:17.0,Defensive rebound by O. Anunoby,,89,82
319,4,11:05.0,F. VanVleet misses 3-pt jump shot from 25 ft,,89,82
320,4,11:04.0,,Defensive rebound by Team,89,82
321,4,11:04.0,,R. Rubio enters the game for T. Sefolosha,89,82
322,4,10:44.0,,E. Udoh makes 2-pt dunk from 1 ft (assist by R. Rubio),89,84
323,4,10:31.0,Personal foul by R. Rubio (drawn by F. VanVleet),,89,84
324,4,10:20.0,Turnover by J. Poeltl (lost ball; steal by E. Udoh),,89,84
325,4,10:14.0,,Turnover by R. Hood (lost ball; steal by P. Siakam),89,84
326,4,10:10.0,P. Siakam makes 2-pt layup from 1 ft,,91,84
327,4,9:44.0,,Turnover by R. Rubio (lost ball; steal by P. Siakam),91,84
328,4,9:32.0,Shooting foul by R. Rubio (drawn by F. VanVleet),,91,84
329,4,9:32.0,F. VanVleet makes free throw 1 of 2,,92,84
330,4,9:32.0,F. VanVleet makes free throw 2 of 2,,93,84
331,4,9:18.0,,E. Udoh makes 2-pt layup from 1 ft (assist by R. Rubio),93,86
332,4,9:07.0,Shooting foul by R. Hood (drawn by O. Anunoby),,93,86
333,4,9:07.0,O. Anunoby misses free throw 1 of 2,,93,86
334,4,9:07.0,Offensive rebound by Team,,93,86
335,4,9:07.0,O. Anunoby makes free throw 2 of 2,,94,86
336,4,8:44.0,,D. Mitchell misses 2-pt layup from 1 ft,94,86
337,4,8:41.0,,Offensive rebound by E. Udoh,94,86
338,4,8:41.0,,R. Hood misses 3-pt jump shot from 24 ft,94,86
339,4,8:41.0,Defensive rebound by F. VanVleet,,94,86
340,4,8:32.0,D. Wright misses 3-pt jump shot from 25 ft,,94,86
341,4,8:28.0,,Defensive rebound by D. Mitchell,94,86
342,4,8:19.0,,Personal foul by D. Wright (drawn by R. Rubio),94,86
343,4,8:19.0,,J. Ingles enters the game for D. Mitchell,94,86
344,4,8:19.0,K. Lowry enters the game for D. Wright,,94,86
345,4,8:08.0,,D. Favors misses 2-pt jump shot from 17 ft,94,86
346,4,8:05.0,Defensive rebound by K. Lowry,,94,86
347,4,7:47.0,K. Lowry makes 2-pt jump shot from 14 ft,,96,86
348,4,7:39.0,,Utah full timeout,96,86
349,4,7:39.0,,R. Gobert enters the game for E. Udoh,96,86
350,4,7:28.0,,R. Rubio misses 3-pt jump shot from 25 ft,96,86
351,4,7:23.0,Defensive rebound by O. Anunoby,,96,86
352,4,7:04.0,N. Powell enters the game for O. Anunoby,,96,86
353,4,7:04.0,D. DeRozan enters the game for F. VanVleet,,96,86
354,4,7:03.0,,T. Sefolosha enters the game for D. Favors,96,86
355,4,6:49.0,P. Siakam misses 3-pt jump shot from 25 ft,,96,86
356,4,6:42.0,,Defensive rebound by J. Ingles,96,86
357,4,6:34.0,,Personal foul by N. Powell (drawn by R. Gobert),96,86
358,4,6:33.0,Technical foul by J. Poeltl,,96,86
359,4,6:33.0,,R. Rubio makes technical free throw,96,87
360,4,6:33.0,,Technical foul by R. Hood,96,87
361,4,6:33.0,,Turnover by R. Hood (turnover),96,87
362,4,6:33.0,J. Poeltl misses flagrant free throw 1 of 2,,96,87
363,4,6:33.0,Offensive rebound by Team,,96,87
364,4,6:33.0,J. Poeltl misses flagrant free throw 2 of 2,,96,87
365,4,6:33.0,Offensive rebound by Team,,96,87
366,4,6:33.0,,D. Mitchell enters the game for R. Hood,96,87
367,4,6:17.0,K. Lowry misses 2-pt jump shot from 20 ft,,96,87
368,4,6:14.0,Offensive rebound by D. DeRozan,,96,87
369,4,6:07.0,N. Powell makes 3-pt jump shot from 24 ft (assist by J. Poeltl),,99,87
370,4,5:49.0,,D. Mitchell misses 2-pt jump shot from 13 ft,99,87
371,4,5:49.0,Defensive rebound by P. Siakam,,99,87
372,4,5:38.0,K. Lowry misses 2-pt layup from 2 ft (block by D. Mitchell),,99,87
373,4,5:36.0,,Defensive rebound by D. Mitchell,99,87
374,4,5:36.0,,Personal foul by N. Powell (drawn by D. Mitchell),99,87
375,4,5:36.0,Toronto full timeout,,99,87
376,4,5:36.0,,R. Hood enters the game for T. Sefolosha,99,87
377,4,5:22.0,,J. Ingles misses 2-pt layup from 3 ft,99,87
378,4,5:18.0,Defensive rebound by J. Poeltl,,99,87
379,4,5:18.0,Turnover by J. Poeltl (lost ball; steal by J. Ingles),,99,87
