,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
27,1,8:21.0,A. Rivers makes free throw 1 of 2,,3,5
28,1,8:21.0,A. Rivers makes free throw 2 of 2,,4,5
29,1,8:05.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),4,7
30,1,7:44.0,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),,6,7
31,1,7:24.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 11 ft,6,7
32,1,7:18.0,,Offensive rebound by D. Howard,6,7
33,1,7:18.0,,D. Howard makes 2-pt dunk at rim,6,9
34,1,6:58.0,W. Johnson misses 3-pt jump shot from 25 ft,,6,9
35,1,6:55.0,,Defensive rebound by D. Howard,6,9
36,1,6:45.0,,Shooting foul by W. Johnson (drawn by D. Howard),6,9
37,1,6:45.0,,Charlotte full timeout,6,9
38,1,6:45.0,,D. Howard misses free throw 1 of 2,6,9
39,1,6:45.0,,Offensive rebound by Team,6,9
40,1,6:45.0,,D. Howard misses free throw 2 of 2,6,9
41,1,6:42.0,Defensive rebound by D. Jordan,,6,9
42,1,6:32.0,Turnover by D. Jordan (traveling),,6,9
43,1,6:17.0,,N. Batum makes 2-pt jump shot from 10 ft,6,11
44,1,6:00.0,A. Rivers makes 2-pt jump shot from 12 ft,,8,11
45,1,5:47.0,,D. Howard misses 2-pt jump shot from 17 ft,8,11
46,1,5:44.0,Defensive rebound by B. Griffin,,8,11
47,1,5:33.0,S. Thornwell makes 2-pt jump shot from 8 ft,,10,11
48,1,5:33.0,,Violation by D. Howard (def goaltending),10,11
49,1,5:22.0,,K. Walker misses 2-pt jump shot from 13 ft,10,11
50,1,5:22.0,,Offensive rebound by Team,10,11
51,1,5:22.0,L. Williams enters the game for S. Thornwell,,10,11
52,1,5:18.0,,K. Walker makes 2-pt jump shot from 16 ft (assist by N. Batum),10,13
53,1,4:56.0,L. Williams misses 2-pt jump shot from 10 ft,,10,13
54,1,4:53.0,,Defensive rebound by M. Kidd-Gilchrist,10,13
55,1,4:49.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,10,13
56,1,4:44.0,,Offensive rebound by D. Howard,10,13
57,1,4:44.0,,D. Howard misses 2-pt dunk at rim,10,13
58,1,4:43.0,Defensive rebound by B. Griffin,,10,13
59,1,4:36.0,Turnover by A. Rivers (lost ball; steal by M. Kidd-Gilchrist),,10,13
60,1,4:34.0,,Shooting foul by A. Rivers (drawn by M. Kidd-Gilchrist),10,13
61,1,4:34.0,,M. Kidd-Gilchrist makes free throw 1 of 2,10,14
62,1,4:34.0,,J. Lamb enters the game for N. Batum,10,14
63,1,4:34.0,,M. Kidd-Gilchrist makes free throw 2 of 2,10,15
64,1,4:16.0,B. Griffin misses 2-pt layup from 1 ft (block by M. Williams),,10,15
65,1,4:12.0,Offensive rebound by W. Johnson,,10,15
66,1,4:09.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by A. Rivers),,13,15
67,1,3:57.0,,J. Lamb misses 2-pt jump shot from 17 ft (block by W. Johnson),13,15
68,1,3:54.0,Defensive rebound by D. Jordan,,13,15
69,1,3:51.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by L. Williams),,16,15
70,1,3:38.0,,C. Zeller enters the game for M. Williams,16,15
71,1,3:38.0,,F. Kaminsky enters the game for D. Howard,16,15
72,1,3:38.0,S. Dekker enters the game for B. Griffin,,16,15
73,1,3:27.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 12 ft (assist by K. Walker),16,17
74,1,3:12.0,A. Rivers misses 3-pt jump shot from 25 ft,,16,17
75,1,3:08.0,,Defensive rebound by C. Zeller,16,17
76,1,2:54.0,,F. Kaminsky misses 3-pt jump shot from 22 ft,16,17
77,1,2:52.0,Defensive rebound by A. Rivers,,16,17
78,1,2:39.0,A. Rivers misses 3-pt jump shot from 27 ft,,16,17
79,1,2:36.0,,Defensive rebound by F. Kaminsky,16,17
80,1,2:28.0,,Shooting foul by W. Johnson (drawn by M. Kidd-Gilchrist),16,17
81,1,2:28.0,LA Clippers full timeout,,16,17
82,1,2:28.0,,M. Carter-Williams enters the game for K. Walker,16,17
83,1,2:28.0,J. Evans enters the game for A. Rivers,,16,17
84,1,2:28.0,,M. Kidd-Gilchrist misses free throw 1 of 2,16,17
85,1,2:28.0,,Offensive rebound by Team,16,17
86,1,2:28.0,,M. Kidd-Gilchrist makes free throw 2 of 2,16,18
87,1,2:14.0,W. Johnson makes 2-pt layup from 1 ft (assist by D. Jordan),,18,18
88,1,2:00.0,,J. Lamb makes 2-pt jump shot from 18 ft,18,20
89,1,1:48.0,S. Dekker misses 3-pt jump shot from 24 ft,,18,20
90,1,1:45.0,,Defensive rebound by M. Carter-Williams,18,20
91,1,1:40.0,,C. Zeller makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),18,22
92,1,1:25.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. Williams),,18,22
93,1,1:25.0,L. Williams misses free throw 1 of 3,,18,22
94,1,1:25.0,Offensive rebound by Team,,18,22
95,1,1:25.0,L. Williams makes free throw 2 of 3,,19,22
96,1,1:25.0,,D. Bacon enters the game for M. Kidd-Gilchrist,19,22
97,1,1:25.0,C. Williams enters the game for W. Johnson,,19,22
98,1,1:25.0,L. Williams misses free throw 3 of 3,,19,22
99,1,1:22.0,,Defensive rebound by C. Zeller,19,22
100,1,1:15.0,,J. Lamb misses 2-pt jump shot from 19 ft,19,22
101,1,1:12.0,Defensive rebound by S. Dekker,,19,22
102,1,1:06.0,L. Williams makes 2-pt layup from 1 ft,,21,22
103,1,0:50.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,21,22
104,1,0:47.0,Defensive rebound by L. Williams,,21,22
105,1,0:43.0,Turnover by L. Williams (palming),,21,22
106,1,0:43.0,W. Reed enters the game for D. Jordan,,21,22
107,1,0:34.0,,M. Carter-Williams misses 2-pt jump shot from 5 ft,21,22
108,1,0:32.0,Defensive rebound by Team,,21,22
109,1,0:32.0,,Loose ball foul by C. Zeller (drawn by J. Evans),21,22
110,1,0:32.0,J. Evans makes free throw 1 of 2,,22,22
111,1,0:32.0,J. Evans misses free throw 2 of 2,,22,22
112,1,0:32.0,,Defensive rebound by J. Lamb,22,22
113,1,0:32.0,M. Harrell enters the game for L. Williams,,22,22
114,1,0:29.0,,Personal foul by J. Evans (drawn by M. Carter-Williams),22,22
115,1,0:29.0,,M. Carter-Williams makes free throw 1 of 2,22,23
116,1,0:29.0,,M. Carter-Williams misses free throw 2 of 2,22,23
117,1,0:29.0,Defensive rebound by S. Dekker,,22,23
118,1,0:27.0,A. Rivers enters the game for C. Williams,,22,23
119,1,0:27.0,L. Williams enters the game for W. Reed,,22,23
120,1,0:27.0,B. Griffin enters the game for M. Harrell,,22,23
121,1,0:09.0,L. Williams makes 2-pt layup from 1 ft,,24,23
122,1,0:01.0,,Shooting foul by J. Evans (drawn by M. Carter-Williams),24,23
123,1,0:01.0,,M. Carter-Williams makes free throw 1 of 2,24,24
124,1,0:01.0,W. Reed enters the game for J. Evans,,24,24
125,1,0:01.0,,M. Carter-Williams makes free throw 2 of 2,24,25
126,2,11:44.0,,J. Lamb misses 2-pt layup from 8 ft,24,25
127,2,11:40.0,Defensive rebound by C. Williams,,24,25
128,2,11:40.0,J. Evans misses 2-pt layup at rim (block by M. Carter-Williams),,24,25
129,2,11:40.0,Offensive rebound by Team,,24,25
130,2,11:29.0,W. Reed misses 2-pt jump shot from 7 ft,,24,25
131,2,11:29.0,,Defensive rebound by D. Bacon,24,25
132,2,11:21.0,,D. Bacon misses 2-pt jump shot from 15 ft,24,25
133,2,11:21.0,Defensive rebound by C. Williams,,24,25
134,2,11:10.0,W. Reed misses 2-pt layup from 3 ft (block by C. Zeller),,24,25
135,2,11:10.0,,Defensive rebound by F. Kaminsky,24,25
136,2,11:03.0,,Shooting foul by J. Evans (drawn by M. Carter-Williams),24,25
137,2,11:03.0,,M. Carter-Williams makes free throw 1 of 2,24,26
138,2,11:03.0,S. Thornwell enters the game for J. Evans,,24,26
139,2,11:03.0,,M. Carter-Williams makes free throw 2 of 2,24,27
140,2,10:46.0,L. Williams makes 2-pt jump shot from 19 ft (assist by S. Thornwell),,26,27
141,2,10:27.0,,D. Bacon misses 2-pt jump shot from 15 ft,26,27
142,2,10:24.0,Defensive rebound by S. Dekker,,26,27
143,2,10:04.0,L. Williams misses 3-pt jump shot from 26 ft,,26,27
144,2,9:58.0,,Defensive rebound by J. Lamb,26,27
145,2,9:49.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,26,27
146,2,9:49.0,Defensive rebound by C. Williams,,26,27
147,2,9:24.0,S. Dekker makes 2-pt layup from 2 ft,,28,27
148,2,9:11.0,,J. Lamb makes 2-pt jump shot from 12 ft,28,29
149,2,8:48.0,W. Reed misses 2-pt jump shot from 12 ft,,28,29
150,2,8:45.0,Offensive rebound by S. Dekker,,28,29
151,2,8:36.0,Turnover by L. Williams (bad pass; steal by J. Lamb),,28,29
152,2,8:27.0,,D. Bacon makes 2-pt layup from 2 ft,28,31
153,2,8:15.0,L. Williams makes 2-pt jump shot from 15 ft,,30,31
154,2,8:02.0,,Shooting foul by C. Williams (drawn by J. Lamb),30,31
155,2,8:02.0,,J. Lamb makes free throw 1 of 2,30,32
156,2,8:02.0,,K. Walker enters the game for D. Bacon,30,32
157,2,8:02.0,B. Griffin enters the game for W. Reed,,30,32
158,2,8:02.0,,J. Lamb makes free throw 2 of 2,30,33
159,2,7:46.0,C. Williams makes 2-pt layup at rim (assist by L. Williams),,32,33
160,2,7:29.0,,Shooting foul by S. Dekker (drawn by J. Lamb),32,33
161,2,7:29.0,,J. Lamb makes free throw 1 of 2,32,34
162,2,7:29.0,,J. Lamb makes free throw 2 of 2,32,35
163,2,7:14.0,S. Dekker makes 3-pt jump shot from 23 ft (assist by L. Williams),,35,35
164,2,6:52.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,35,35
165,2,6:41.0,,Offensive rebound by C. Zeller,35,35
166,2,6:39.0,,K. Walker misses 3-pt jump shot from 25 ft,35,35
167,2,6:36.0,Defensive rebound by C. Williams,,35,35
168,2,6:32.0,Shooting foul by C. Zeller (drawn by B. Griffin),,35,35
169,2,6:32.0,,Charlotte full timeout,35,35
170,2,6:32.0,,N. Batum enters the game for M. Carter-Williams,35,35
171,2,6:32.0,,D. Howard enters the game for C. Zeller,35,35
172,2,6:32.0,A. Rivers enters the game for S. Thornwell,,35,35
173,2,6:32.0,B. Griffin makes free throw 1 of 2,,36,35
174,2,6:32.0,B. Griffin makes free throw 2 of 2,,37,35
175,2,6:20.0,,D. Howard makes 2-pt dunk from 1 ft (assist by F. Kaminsky),37,37
176,2,5:59.0,Turnover by L. Williams (bad pass; steal by N. Batum),,37,37
177,2,5:55.0,,Turnover by D. Howard (bad pass),37,37
178,2,5:55.0,D. Jordan enters the game for S. Dekker,,37,37
179,2,5:38.0,B. Griffin misses 2-pt layup from 3 ft (block by N. Batum),,37,37
180,2,5:34.0,,Defensive rebound by N. Batum,37,37
181,2,5:31.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by D. Jordan),37,37
182,2,5:27.0,Defensive rebound by D. Jordan,,37,37
183,2,5:20.0,Personal foul by J. Lamb (drawn by L. Williams),,37,37
184,2,5:20.0,,M. Williams enters the game for F. Kaminsky,37,37
185,2,5:20.0,W. Johnson enters the game for C. Williams,,37,37
186,2,5:05.0,B. Griffin misses 2-pt jump shot from 19 ft,,37,37
187,2,5:02.0,,Defensive rebound by M. Williams,37,37
188,2,4:59.0,,D. Howard makes 2-pt dunk from 1 ft (assist by N. Batum),37,39
189,2,4:37.0,W. Johnson misses 3-pt jump shot from 22 ft,,37,39
190,2,4:33.0,,Defensive rebound by J. Lamb,37,39
191,2,4:25.0,,D. Howard makes 2-pt layup from 3 ft (assist by J. Lamb),37,41
192,2,4:20.0,LA Clippers full timeout,,37,41
193,2,4:20.0,,M. Kidd-Gilchrist enters the game for J. Lamb,37,41
194,2,4:05.0,L. Williams misses 2-pt layup from 3 ft (block by D. Howard),,37,41
195,2,4:05.0,Offensive rebound by Team,,37,41
196,2,3:59.0,B. Griffin misses 2-pt jump shot from 6 ft,,37,41
197,2,3:55.0,,Defensive rebound by D. Howard,37,41
198,2,3:48.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Howard),37,44
199,2,3:32.0,Turnover by A. Rivers (bad pass; steal by D. Howard),,37,44
200,2,3:27.0,,M. Williams misses 2-pt layup from 1 ft,37,44
201,2,3:22.0,,Offensive rebound by N. Batum,37,44
202,2,3:22.0,,N. Batum makes 2-pt layup at rim,37,46
203,2,3:10.0,Shooting foul by D. Howard (drawn by D. Jordan),,37,46
204,2,3:10.0,D. Jordan makes free throw 1 of 2,,38,46
205,2,3:10.0,S. Thornwell enters the game for L. Williams,,38,46
206,2,3:10.0,D. Jordan makes free throw 2 of 2,,39,46
207,2,2:55.0,,M. Williams makes 2-pt jump shot from 6 ft (assist by K. Walker),39,48
208,2,2:31.0,A. Rivers misses 2-pt layup from 1 ft,,39,48
209,2,2:29.0,,Defensive rebound by D. Howard,39,48
210,2,2:21.0,,D. Howard makes 2-pt layup from 3 ft (assist by K. Walker),39,50
211,2,2:05.0,Personal foul by D. Howard (drawn by D. Jordan),,39,50
212,2,1:56.0,B. Griffin makes 2-pt hook shot from 7 ft,,41,50
213,2,1:44.0,,K. Walker makes 2-pt layup from 1 ft,41,52
214,2,1:26.0,W. Johnson misses 2-pt jump shot from 13 ft,,41,52
215,2,1:24.0,Offensive rebound by Team,,41,52
216,2,1:20.0,A. Rivers makes 2-pt layup from 1 ft (assist by S. Thornwell),,43,52
217,2,1:10.0,,Personal foul by S. Thornwell (drawn by N. Batum),43,52
218,2,1:10.0,,F. Kaminsky enters the game for D. Howard,43,52
219,2,0:58.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,43,52
220,2,0:56.0,,Offensive rebound by Team,43,52
221,2,0:50.0,,N. Batum misses 2-pt jump shot from 15 ft,43,52
222,2,0:47.0,Defensive rebound by A. Rivers,,43,52
223,2,0:40.0,S. Thornwell misses 3-pt jump shot from 23 ft,,43,52
224,2,0:37.0,Offensive rebound by D. Jordan,,43,52
225,2,0:35.0,Turnover by S. Thornwell (out of bounds lost ball),,43,52
226,2,0:28.0,,K. Walker makes 3-pt jump shot from 25 ft,43,55
227,2,0:08.0,B. Griffin makes 3-pt jump shot from 25 ft,,46,55
228,2,0:00.0,,K. Walker misses 2-pt jump shot from 15 ft,46,55
229,2,0:00.0,,Offensive rebound by Team,46,55
230,3,11:46.0,,M. Williams misses 2-pt jump shot from 10 ft,46,55
231,3,11:42.0,Defensive rebound by W. Johnson,,46,55
232,3,11:36.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by W. Johnson),,49,55
233,3,11:08.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,49,55
234,3,11:05.0,Defensive rebound by W. Johnson,,49,55
235,3,10:55.0,D. Jordan makes 2-pt dunk from 1 ft (assist by B. Griffin),,51,55
236,3,10:35.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,51,55
237,3,10:33.0,Defensive rebound by D. Jordan,,51,55
238,3,10:27.0,B. Griffin misses 3-pt jump shot from 26 ft,,51,55
239,3,10:24.0,,Defensive rebound by M. Kidd-Gilchrist,51,55
240,3,10:19.0,,Turnover by N. Batum (bad pass; steal by W. Johnson),51,55
241,3,9:57.0,W. Johnson misses 2-pt jump shot from 6 ft (block by M. Kidd-Gilchrist),,51,55
242,3,9:52.0,,Defensive rebound by M. Williams,51,55
243,3,9:40.0,,N. Batum misses 2-pt jump shot from 16 ft,51,55
244,3,9:38.0,Defensive rebound by D. Jordan,,51,55
245,3,9:30.0,B. Griffin makes 2-pt layup from 2 ft,,53,55
246,3,9:17.0,,K. Walker makes 3-pt jump shot from 25 ft,53,58
247,3,8:55.0,W. Johnson makes 2-pt jump shot from 14 ft (assist by A. Rivers),,55,58
248,3,8:32.0,,M. Kidd-Gilchrist makes 2-pt layup from 3 ft (assist by K. Walker),55,60
249,3,8:15.0,A. Rivers misses 3-pt jump shot from 26 ft,,55,60
250,3,8:15.0,Offensive rebound by B. Griffin,,55,60
251,3,8:08.0,A. Rivers misses 2-pt layup from 1 ft,,55,60
252,3,8:08.0,,Defensive rebound by D. Howard,55,60
253,3,8:02.0,,K. Walker makes 3-pt jump shot from 26 ft,55,63
254,3,7:44.0,Personal foul by N. Batum (drawn by S. Thornwell),,55,63
255,3,7:34.0,Offensive foul by B. Griffin (drawn by M. Williams),,55,63
256,3,7:34.0,Turnover by B. Griffin (offensive foul),,55,63
257,3,7:17.0,,Turnover by D. Howard (traveling),55,63
258,3,7:01.0,S. Thornwell makes 3-pt jump shot from 24 ft (assist by B. Griffin),,58,63
259,3,6:47.0,,N. Batum misses 3-pt jump shot from 25 ft,58,63
260,3,6:43.0,Defensive rebound by B. Griffin,,58,63
261,3,6:30.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,60,63
262,3,6:11.0,,N. Batum misses 2-pt jump shot from 19 ft,60,63
263,3,6:09.0,Defensive rebound by D. Jordan,,60,63
264,3,5:49.0,W. Johnson makes 2-pt jump shot from 15 ft (assist by D. Jordan),,62,63
265,3,5:30.0,,Turnover by D. Howard (lost ball; steal by S. Thornwell),62,63
266,3,5:23.0,A. Rivers misses 3-pt jump shot from 24 ft,,62,63
267,3,5:20.0,Offensive rebound by D. Jordan,,62,63
268,3,5:18.0,A. Rivers misses 2-pt layup at rim,,62,63
269,3,5:16.0,,Defensive rebound by D. Howard,62,63
270,3,5:06.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),62,66
271,3,4:50.0,LA Clippers full timeout,,62,66
272,3,4:50.0,,J. Lamb enters the game for N. Batum,62,66
273,3,4:50.0,L. Williams enters the game for A. Rivers,,62,66
274,3,4:41.0,Turnover by B. Griffin (bad pass; steal by D. Howard),,62,66
275,3,4:33.0,,K. Walker misses 2-pt layup from 5 ft,62,66
276,3,4:27.0,,Offensive rebound by D. Howard,62,66
277,3,4:27.0,,D. Howard makes 2-pt layup at rim,62,68
278,3,4:14.0,W. Johnson misses 2-pt jump shot from 17 ft,,62,68
279,3,4:11.0,,Defensive rebound by D. Howard,62,68
280,3,3:55.0,,J. Lamb misses 2-pt jump shot from 8 ft (block by D. Jordan),62,68
281,3,3:51.0,Defensive rebound by W. Johnson,,62,68
282,3,3:45.0,B. Griffin makes 2-pt layup from 1 ft (assist by S. Thornwell),,64,68
283,3,3:22.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,64,68
284,3,3:16.0,Defensive rebound by D. Jordan,,64,68
285,3,3:01.0,B. Griffin makes 2-pt layup from 2 ft (assist by L. Williams),,66,68
286,3,3:01.0,Shooting foul by M. Williams (drawn by B. Griffin),,66,68
287,3,3:01.0,,C. Zeller enters the game for M. Williams,66,68
288,3,3:01.0,,F. Kaminsky enters the game for D. Howard,66,68
289,3,3:01.0,B. Griffin makes free throw 1 of 1,,67,68
290,3,2:45.0,,J. Lamb makes 3-pt jump shot from 26 ft,67,71
291,3,2:32.0,W. Johnson misses 3-pt jump shot from 25 ft,,67,71
292,3,2:32.0,Offensive rebound by D. Jordan,,67,71
293,3,2:32.0,Personal foul by F. Kaminsky (drawn by D. Jordan),,67,71
294,3,2:32.0,,Charlotte full timeout,67,71
295,3,2:32.0,,D. Bacon enters the game for M. Kidd-Gilchrist,67,71
296,3,2:32.0,M. Harrell enters the game for D. Jordan,,67,71
297,3,2:27.0,B. Griffin misses 2-pt jump shot from 18 ft,,67,71
298,3,2:23.0,,Defensive rebound by D. Bacon,67,71
299,3,2:13.0,,F. Kaminsky makes 2-pt jump shot from 9 ft,67,73
300,3,1:59.0,L. Williams makes 2-pt layup from 2 ft,,69,73
301,3,1:37.0,,D. Bacon misses 2-pt jump shot from 13 ft,69,73
302,3,1:37.0,Defensive rebound by Team,,69,73
303,3,1:37.0,,Loose ball foul by C. Zeller (drawn by S. Thornwell),69,73
304,3,1:37.0,,M. Carter-Williams enters the game for K. Walker,69,73
305,3,1:26.0,Personal foul by C. Zeller (drawn by B. Griffin),,69,73
306,3,1:26.0,B. Griffin makes free throw 1 of 2,,70,73
307,3,1:26.0,B. Griffin makes free throw 2 of 2,,71,73
308,3,1:02.0,,F. Kaminsky misses 2-pt hook shot from 9 ft,71,73
309,3,1:00.0,Defensive rebound by Team,,71,73
310,3,1:00.0,J. Evans enters the game for W. Johnson,,71,73
311,3,0:56.0,L. Williams misses 3-pt jump shot from 25 ft,,71,73
312,3,0:56.0,,Defensive rebound by C. Zeller,71,73
313,3,0:47.0,,Turnover by J. Lamb (lost ball; steal by S. Thornwell),71,73
314,3,0:33.0,M. Harrell misses 2-pt layup from 2 ft,,71,73
315,3,0:30.0,,Defensive rebound by F. Kaminsky,71,73
316,3,0:12.0,,C. Zeller misses 2-pt layup from 2 ft (block by B. Griffin),71,73
317,3,0:07.0,Defensive rebound by B. Griffin,,71,73
318,3,0:05.0,B. Griffin misses 2-pt layup from 3 ft (block by F. Kaminsky),,71,73
319,3,0:01.0,,Defensive rebound by D. Bacon,71,73
320,3,0:00.0,,J. Lamb misses 3-pt jump shot from 27 ft,71,73
321,3,0:00.0,Defensive rebound by J. Evans,,71,73
322,4,11:38.0,L. Williams makes 2-pt layup from 2 ft,,73,73
323,4,11:24.0,,J. Lamb misses 2-pt jump shot from 18 ft,73,73
324,4,11:21.0,Defensive rebound by A. Rivers,,73,73
325,4,11:12.0,J. Evans misses 3-pt jump shot from 23 ft,,73,73
326,4,11:08.0,,Defensive rebound by C. Zeller,73,73
327,4,11:05.0,,Personal foul by M. Harrell (drawn by M. Carter-Williams),73,73
328,4,10:57.0,,D. Bacon misses 3-pt jump shot from 26 ft,73,73
329,4,10:56.0,,Offensive rebound by Team,73,73
330,4,10:56.0,Loose ball foul by S. Dekker (drawn by C. Zeller),,73,73
331,4,10:46.0,,J. Lamb misses 2-pt jump shot from 18 ft,73,73
332,4,10:44.0,Defensive rebound by M. Harrell,,73,73
333,4,10:35.0,S. Dekker misses 3-pt jump shot from 23 ft,,73,73
334,4,10:32.0,,Defensive rebound by M. Carter-Williams,73,73
335,4,10:26.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,73,73
336,4,10:21.0,,Offensive rebound by C. Zeller,73,73
337,4,10:19.0,,J. Lamb makes 3-pt jump shot from 24 ft (assist by C. Zeller),73,76
338,4,9:59.0,J. Evans makes 2-pt jump shot from 11 ft (assist by S. Dekker),,75,76
339,4,9:33.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,75,76
340,4,9:26.0,Defensive rebound by M. Harrell,,75,76
341,4,9:14.0,L. Williams makes 2-pt layup from 1 ft,,77,76
342,4,8:54.0,,Turnover by D. Bacon (lost ball; steal by M. Harrell),77,76
343,4,8:48.0,J. Evans misses 3-pt jump shot from 25 ft,,77,76
344,4,8:48.0,,Defensive rebound by Team,77,76
345,4,8:40.0,,C. Zeller makes 2-pt layup from 1 ft (assist by M. Carter-Williams),77,78
346,4,8:40.0,,Shooting foul by M. Harrell (drawn by C. Zeller),77,78
347,4,8:40.0,,C. Zeller makes free throw 1 of 1,77,79
348,4,8:30.0,L. Williams makes 3-pt jump shot from 25 ft,,80,79
349,4,8:14.0,,F. Kaminsky misses 2-pt jump shot from 9 ft,80,79
350,4,8:13.0,Defensive rebound by Team,,80,79
351,4,8:07.0,L. Williams misses 3-pt jump shot from 25 ft,,80,79
352,4,8:03.0,,Defensive rebound by J. Lamb,80,79
353,4,7:54.0,,Turnover by J. Lamb (lost ball; steal by A. Rivers),80,79
354,4,7:54.0,Personal foul by J. Lamb (drawn by S. Dekker),,80,79
355,4,7:54.0,,K. Walker enters the game for D. Bacon,80,79
356,4,7:41.0,Turnover by A. Rivers (bad pass; steal by J. Lamb),,80,79
357,4,7:29.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,80,79
358,4,7:27.0,Defensive rebound by A. Rivers,,80,79
359,4,7:08.0,L. Williams misses 3-pt jump shot from 26 ft,,80,79
360,4,7:04.0,,Defensive rebound by F. Kaminsky,80,79
361,4,6:58.0,,K. Walker misses 2-pt layup from 3 ft (block by M. Harrell),80,79
362,4,6:58.0,,Offensive rebound by Team,80,79
363,4,6:58.0,,Charlotte full timeout,80,79
364,4,6:58.0,,D. Howard enters the game for M. Carter-Williams,80,79
365,4,6:58.0,,N. Batum enters the game for F. Kaminsky,80,79
366,4,6:58.0,D. Jordan enters the game for J. Evans,,80,79
367,4,6:58.0,W. Johnson enters the game for M. Harrell,,80,79
368,4,6:58.0,S. Thornwell enters the game for S. Dekker,,80,79
369,4,6:58.0,B. Griffin enters the game for L. Williams,,80,79
370,4,6:57.0,,J. Lamb makes 2-pt layup from 2 ft (assist by N. Batum),80,81
371,4,6:57.0,,Shooting foul by S. Thornwell (drawn by J. Lamb),80,81
372,4,6:57.0,,J. Lamb makes free throw 1 of 1,80,82
373,4,6:37.0,Offensive foul by D. Jordan (drawn by C. Zeller),,80,82
374,4,6:37.0,Turnover by D. Jordan (offensive foul),,80,82
375,4,6:37.0,,M. Kidd-Gilchrist enters the game for J. Lamb,80,82
376,4,6:23.0,,Turnover by N. Batum (traveling),80,82
377,4,6:02.0,B. Griffin misses 3-pt jump shot from 26 ft,,80,82
378,4,5:59.0,,Defensive rebound by N. Batum,80,82
379,4,5:54.0,,N. Batum makes 2-pt jump shot from 12 ft,80,84
380,4,5:47.0,Shooting foul by C. Zeller (drawn by B. Griffin),,80,84
